state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_CT,enrollmetric,pp_stloc_raw_CT,pp_fed_raw_CT,pp_total_raw_CT,schoolstloc_raw_CT,schoolfed_raw_CT,schooltot_raw_CT,pp_total_norm_NERDS,site_tot_raw_CT,pp_site_private_raw_CT,pp_cent_private_raw_CT,ppsitestloc_operational_CT,ppcentstloc_operational_CT,pptotstloc_operational_CT,schoolstloc_operational_CT,schooltot_operational_CT,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
CT,2018-2019,2410014,2410714,Capitol Region Education Council,Academy of Aerospace and Engineering Elementary,900700,900700,7500220100000.0,90070001629,501.0,PK-05,2.0,501,October Count Day,17953,550,18503,8994453,275550,9270003,,6992179,0,0,13783,4170,17953,8994453,9270003,1,0,1,0,0,0,1
CT,2018-2019,2410014,2416514,Capitol Region Education Council,Academy of Science and Innovation,900700,900700,7500220100000.0,90070001592,801.0,06-12,4.0,801,October Count Day,18537,617,19155,14848137,494217,15342354,,11701114,0,0,14367,4170,18537,14848137,15342354,1,0,1,0,0,0,1
CT,2018-2019,2410014,2410614,Capitol Region Education Council,Ana Grace Academy of the Arts Elementary School,900700,900700,7500220100000.0,90070001623,478.0,PK-05,2.0,478,October Count Day,19258,546,19804,9205324,260988,9466312,,7293138,0,0,15088,4170,19258,9205324,9466312,1,0,1,0,0,0,1
CT,2018-2019,2410014,2415214,Capitol Region Education Council,Civic Leadership High School,900700,900700,7500220100000.0,90070001532,344.0,09-12,4.0,344,October Count Day,25410,618,26029,8741040,212592,8953632,,7389892,0,0,21240,4170,25410,8741040,8953632,1,0,1,0,0,0,1
CT,2018-2019,2410014,2418114,Capitol Region Education Council,Discovery Academy,900700,900700,7500220100000.0,90070001597,519.0,PK-05,2.0,519,October Count Day,16515,552,17067,8571285,286488,8857773,,6498372,0,0,12345,4170,16515,8571285,8857773,1,0,1,0,0,0,1
CT,2018-2019,2410014,2410114,Capitol Region Education Council,Glastonbury/East Hartford Magnet School,900700,900700,7500220100000.0,90070000072,456.0,PK-05,2.0,456,October Count Day,17948,553,18501,8184288,252168,8436456,,6363317,0,0,13778,4170,17948,8184288,8436456,1,0,1,0,0,0,1
CT,2018-2019,2410014,2416414,Capitol Region Education Council,Greater Hartford Academy of the Arts High School - Full Tim,900700,900700,7500220100000.0,90070001497,442.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
CT,2018-2019,2410014,2415314,Capitol Region Education Council,Greater Hartford Academy of the Arts Magnet Middle,900700,900700,7500220100000.0,90070001625,335.0,06-08,3.0,335,October Count Day,22565,697,23263,7559275,233495,7792770,,6270104,0,0,18395,4170,22565,7559275,7792770,1,0,1,0,0,0,1
CT,2018-2019,2410014,2410414,Capitol Region Education Council,International Magnet School for Global Citizenship,900700,900700,7500220100000.0,90070001511,477.0,PK-05,2.0,477,October Count Day,16846,616,17463,8035542,293832,8329374,,6160998,0,0,12676,4170,16846,8035542,8329374,1,0,1,0,0,0,1
CT,2018-2019,2410014,2416114,Capitol Region Education Council,Metropolitan Learning Center for Global and International Studies,900700,900700,7500220100000.0,90070000880,710.0,06-12,4.0,710,October Count Day,20844,606,21451,14799240,430260,15229500,,12002181,0,0,16674,4170,20844,14799240,15229500,1,0,1,0,0,0,1
CT,2018-2019,2410014,2413114,Capitol Region Education Council,Montessori Magnet School,900700,900700,7500220100000.0,90070000210,357.0,PK-06,2.0,357,October Count Day,19927,625,20552,7113939,223125,7337064,,5714146,0,0,15757,4170,19927,7113939,7337064,1,0,1,0,0,0,1
CT,2018-2019,2410014,2410514,Capitol Region Education Council,Museum Academy,900700,900700,7500220100000.0,90070001601,521.0,PK-05,2.0,521,October Count Day,17037,618,17655,8876277,321978,9198255,,6829449,0,0,12867,4170,17037,8876277,9198255,1,0,1,0,0,0,1
CT,2018-2019,2410014,2410314,Capitol Region Education Council,Reggio Magnet School of the Arts,900700,900700,7500220100000.0,90070001516,521.0,PK-05,2.0,521,October Count Day,16731,619,17350,8716851,322499,9039350,,6670580,0,0,12561,4170,16731,8716851,9039350,1,0,1,0,0,0,1
CT,2018-2019,2410014,2415014,Capitol Region Education Council,Two Rivers Magnet Middle School,900700,900700,7500220100000.0,90070001364,666.0,06-08,3.0,666,October Count Day,18795,660,19456,12517470,439560,12957030,,9929589,0,0,14625,4170,18795,12517470,12957030,1,0,1,0,0,0,1
CT,2018-2019,2410014,2410214,Capitol Region Education Council,University of Hartford Magnet School,900700,900700,7500220100000.0,90070001357,476.0,PK-05,2.0,476,October Count Day,22321,532,22853,10624796,253232,10878028,,8713902,0,0,18151,4170,22321,10624796,10878028,1,0,1,0,0,0,1
CT,2018-2019,240011,240211,Chaplin School District,Chaplin Elementary School,900720,900720,7300800430100.0,90072000121,154.0,PK-06,2.0,154,October Count Day,22513,537,23094,3467002,82698,3549700,27134.90909,3012631,43,0,19097,3459,22556,3473624,3556322,1,0,1,0,0,0,0
CT,2018-2019,250011,250111,Cheshire School District,Chapman School,900750,900750,7300500430100.0,90075000122,312.0,KG-06,2.0,312,October Count Day,15096,162,15272,4709952,50544,4760496,18596.26838,4249966,14,1,13460,1651,15111,4714632,4765176,1,0,1,0,0,0,0
CT,2018-2019,250011,256111,Cheshire School District,Cheshire High School,900750,900750,7300500430100.0,90075000123,1450.0,09-12,4.0,1450,October Count Day,16541,151,16695,23984450,218950,24203400,20019.26838,21814815,3,1,14894,1651,16545,23990250,24209200,1,0,1,0,0,0,0
CT,2018-2019,250011,250211,Cheshire School District,Darcey School,900750,900750,7300500430100.0,90075011188,178.0,PK-KG,1.0,178,October Count Day,21403,1080,23089,3809734,192240,4001974,26413.26838,3816094,606,1,20359,1651,22010,3917780,4110020,1,0,1,0,0,0,0
CT,2018-2019,250011,255111,Cheshire School District,Dodd Middle School,900750,900750,7300500430100.0,90075000125,682.0,07-08,3.0,682,October Count Day,16359,131,16493,11156838,89342,11246180,19817.26838,10122585,3,1,14712,1651,16363,11159566,11248908,1,0,1,0,0,0,0
CT,2018-2019,250011,250611,Cheshire School District,Doolittle School,900750,900750,7300500430100.0,90075000126,444.0,01-06,2.0,444,October Count Day,15516,162,15686,6889104,71928,6961032,19010.26838,6232073,9,1,13875,1651,15526,6893544,6965472,1,0,1,0,0,0,0
CT,2018-2019,250011,250411,Cheshire School District,Highland School,900750,900750,7300500430100.0,90075000127,743.0,KG-06,2.0,743,October Count Day,15057,162,15222,11187351,120366,11307717,18546.26838,10083982,3,1,13410,1651,15061,11190323,11310689,1,0,1,0,0,0,0
CT,2018-2019,250011,250511,Cheshire School District,Norton School,900750,900750,7300500430100.0,90075000129,425.0,KG-06,2.0,425,October Count Day,15597,162,15773,6628725,68850,6697575,19097.26838,6002017,14,1,13961,1651,15612,6635100,6703950,1,0,1,0,0,0,0
CT,2018-2019,260011,260111,Chester School District,Chester Elementary School,900780,900780,7300400130100.0,90078000130,194.0,KG-06,2.0,194,October Count Day,22965,536,23501,4455210,103984,4559194,28201.03093,4124074,0,0,20722,2243,22965,4455210,4559194,1,0,1,0,0,0,0
CT,2018-2019,270011,270111,Clinton School District,Abraham Pierson School,900810,900810,7300400230100.0,90081000131,,,,251,October Count Day,18077,184,18261,4537327,46184,4583511,20967.39644,3511783,0,0,13991,4086,18077,4537327,4583511,1,0,1,0,0,0,0
CT,2018-2019,270011,275111,Clinton School District,Jared Eliot School,900810,900810,7300400230100.0,90081000133,438.0,05-08,3.0,438,October Count Day,19146,426,19572,8385948,186588,8572536,22278.39644,6702275,0,0,15060,4086,19146,8385948,8572536,1,0,1,0,0,0,0
CT,2018-2019,270011,270311,Clinton School District,Lewin G. Joel Jr. School,900810,900810,7300400230100.0,90081000132,472.0,PK-04,2.0,472,October Count Day,20104,217,20321,9489088,102424,9591512,23027.39644,7576016,0,0,16018,4086,20104,9489088,9591512,1,0,1,0,0,0,0
CT,2018-2019,270011,276111,Clinton School District,The Morgan School,900810,900810,7300400230100.0,90081000134,582.0,09-12,4.0,582,October Count Day,17236,620,17857,10031352,360840,10392192,20563.39644,7907556,0,0,13150,4086,17236,10031352,10392192,1,0,1,0,0,0,0
CT,2018-2019,280011,286111,Colchester School District,Bacon Academy,900840,900840,7300600230100.0,90084000135,759.0,09-12,4.0,759,October Count Day,16491,372,17040,12516669,282348,12799017,20371.14595,10940478,167,9,14042,2625,16667,12650253,12932601,1,0,1,0,0,0,0
CT,2018-2019,280011,280411,Colchester School District,Colchester Elementary School,900840,900840,7300600230100.0,90084001444,533.0,PK-02,2.0,533,October Count Day,16329,378,16895,8703357,201474,8904831,20226.14595,7605723,178,9,13891,2625,16516,8803028,9004502,1,0,1,0,0,0,0
CT,2018-2019,280011,280211,Colchester School District,Jack Jackter Intermediate School,900840,900840,7300600230100.0,90084000137,482.0,03-05,2.0,482,October Count Day,16564,424,17169,7983848,204368,8188216,20500.14595,7010081,172,9,14120,2625,16745,8071090,8275458,1,0,1,0,0,0,0
CT,2018-2019,280011,285111,Colchester School District,William J. Johnston Middle School,900840,900840,7300600230100.0,90084000136,520.0,06-08,3.0,520,October Count Day,16886,480,17467,8780720,249600,9030320,20798.14595,7717639,92,9,14362,2625,16987,8833240,9082840,1,0,1,0,0,0,0
CT,2018-2019,290011,290111,Colebrook School District,Colebrook Consolidated School,900870,900870,7300300530100.0,90087000138,84.0,KG-06,2.0,84,October Count Day,23419,673,24095,1967196,56532,2023728,28205.38095,1667812,3,0,19193,4229,23422,1967448,2023980,1,0,1,0,0,0,0
CT,2018-2019,300011,300111,Columbia School District,Horace W. Porter School,900900,900900,7300700330100.0,90090000139,433.0,PK-08,3.0,433,October Count Day,20809,536,21347,9010297,232088,9242385,23921.16859,7390228,3,0,16532,4280,20812,9011596,9243684,1,0,1,0,0,0,0
CT,2018-2019,2680013,2686113,Common Ground High School District,Common Ground High School,900014,900014,,90001400807,216.0,09-12,4.0,216,October Count Day,11867,1136,17053,2563272,245376,2808648,,3466167,3731,319,14911,1006,15917,3438072,3683448,1,0,1,0,0,1,1
CT,2018-2019,9000016,9001516,Connecticut Technical Education and Career System,A. I. Prince Technical High School,900002,900002,,90000201136,677.0,09-12,4.0,677,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001116,Connecticut Technical Education and Career System,Bullard-Havens Technical High School,900002,900002,,90000201137,760.0,09-12,4.0,760,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001916,Connecticut Technical Education and Career System,E. C. Goodwin Technical High School,900002,900002,,90000201138,645.0,09-12,4.0,647,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001416,Connecticut Technical Education and Career System,Eli Whitney Technical High School,900002,900002,,90000201140,593.0,09-12,4.0,593,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002716,Connecticut Technical Education and Career System,Ella T. Grasso Technical High School,900002,900002,,90000201139,491.0,09-12,4.0,491,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002516,Connecticut Technical Education and Career System,Emmett O'Brien Technical High School,900002,900002,,90000201141,607.0,09-12,4.0,607,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001716,Connecticut Technical Education and Career System,H. C. Wilcox Technical High School,900002,900002,,90000201142,763.0,09-12,4.0,763,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001316,Connecticut Technical Education and Career System,H. H. Ellis Technical High School,900002,900002,,90000201143,657.0,09-12,4.0,657,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001216,Connecticut Technical Education and Career System,Henry Abbott Technical High School,900002,900002,,90000201144,672.0,09-12,4.0,672,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001616,Connecticut Technical Education and Career System,Howell Cheney Technical High School,900002,900002,,90000201145,631.0,09-12,4.0,631,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002116,Connecticut Technical Education and Career System,J. M. Wright Technical High School,900002,900002,,90000201672,421.0,09-12,4.0,421,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002016,Connecticut Technical Education and Career System,Norwich Technical High School,900002,900002,,90000201147,641.0,09-12,4.0,641,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002216,Connecticut Technical Education and Career System,Oliver Wolcott Technical High School,900002,900002,,90000201148,637.0,09-12,4.0,637,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002616,Connecticut Technical Education and Career System,Platt Technical High School,900002,900002,,90000201149,808.0,09-12,4.0,808,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9001816,Connecticut Technical Education and Career System,Vinal Technical High School,900002,900002,,90000201150,407.0,09-12,4.0,407,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002316,Connecticut Technical Education and Career System,W. F. Kaynor Technical High School,900002,900002,,90000201151,787.0,09-12,4.0,787,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,9000016,9002416,Connecticut Technical Education and Career System,Windham Technical High School,900002,900002,,90000201152,448.0,09-12,4.0,448,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
CT,2018-2019,2430014,2430114,Cooperative Educational Services,Six-Six Magnet School,900910,900910,7500120100000.0,90091000340,455.0,PK-08,3.0,455,October Count Day,16494,218,16711,7504770,99190,7603960,,6137776,0,0,13272,3222,16494,7504770,7603960,1,0,1,0,0,1,1
CT,2018-2019,310011,310111,Cornwall School District,Cornwall Consolidated School,900930,900930,7300300630100.0,90093000140,91.0,KG-08,3.0,91,October Count Day,30395,877,31272,2765945,79807,2845752,36076.92308,2464284,0,0,26203,4192,30395,2765945,2845752,1,0,1,0,0,0,0
CT,2018-2019,320011,325111,Coventry School District,Capt. Nathan Hale School,900960,900960,7300700430100.0,90096000141,363.0,06-08,3.0,363,October Count Day,18407,456,18862,6681741,165528,6847269,22303.91834,5849255,0,0,15668,2739,18407,6681741,6847269,1,0,1,0,0,0,0
CT,2018-2019,320011,320211,Coventry School District,Coventry Grammar School,900960,900960,7300700430100.0,90096000142,349.0,KG-02,2.0,349,October Count Day,17678,429,18106,6169622,149721,6319343,21547.91834,5359923,0,0,14939,2739,17678,6169622,6319343,1,0,1,0,0,0,0
CT,2018-2019,320011,326111,Coventry School District,Coventry High School,900960,900960,7300700430100.0,90096000143,440.0,09-12,4.0,440,October Count Day,19171,430,19617,8435240,189200,8624440,23058.91834,7422280,17,0,16449,2739,19188,8442720,8631920,1,0,1,0,0,0,0
