state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AR,enrollmetric,pp_stloc_raw_AR,pp_fed_raw_AR,pp_total_raw_AR,schoolstloc_raw_AR,schoolfed_raw_AR,schooltot_raw_AR,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AR,2018-2019,201000,201006,CROSSETT SCHOOL DISTRICT,Crossett High School,504800.0,504800.0,4500200100000.0,50480000202,502.0,09-12,4.0,497,Four Quarter ADA,10522.1698,797.0491,11319.21875,5233449.8671,396431.1943,5629881,11381.20045,0,0,1,1,1,0,0
AR,2018-2019,201000,201008,CROSSETT SCHOOL DISTRICT,Crossett Middle School,504800.0,504800.0,4500200100000.0,50480001356,478.0,05-08,3.0,473,Four Quarter ADA,7914.1786,1492.4343,9406.61328125,3745444.5266,706305.7732,4451750.5,9525.234954,0,0,1,1,1,0,0
AR,2018-2019,2601000,2601001,CUTTER-MORNING STAR SCH. DIST.,Cutter-Morning Star Elem. Sch.,504860.0,504860.0,4502600100000.0,50486000209,347.0,PK-06,2.0,327,Four Quarter ADA,6982.5754,1714.9207,8697.49609375,2287632.4449,561842.5758,2849475,8788.915858,0,0,1,1,1,0,0
AR,2018-2019,2601000,2601002,CUTTER-MORNING STAR SCH. DIST.,Cutter-Morning Star High Sch.,504860.0,504860.0,4502600100000.0,50486000210,303.0,07-12,4.0,296,Four Quarter ADA,8405.1519,959.362,9364.513671875,2493188.2851,284571.9042,2777760.25,9436.180353,0,0,1,1,1,0,0
AR,2018-2019,7503000,7503006,DANVILLE SCHOOL DISTRICT,Danville High School,504890.0,504890.0,4507500300000.0,50489000212,271.0,09-12,4.0,269,Four Quarter ADA,10506.3848,1136.3133,11642.6982421875,2834769.2208,306593.1863,3141362.5,11714.01382,0,0,1,1,1,0,0
AR,2018-2019,7503000,7503007,DANVILLE SCHOOL DISTRICT,Danville Middle School,504890.0,504890.0,4507500300000.0,50489001488,262.0,05-08,3.0,264,Four Quarter ADA,5992.6342,1095.1361,7087.7705078125,1582798.6907,289251.7714,1872050.5,7293.975884,0,0,1,1,1,0,0
AR,2018-2019,7503000,7503005,DANVILLE SCHOOL DISTRICT,S.C. Tucker Elementary School,504890.0,504890.0,4507500300000.0,50489000211,347.0,PK-04,2.0,308,Four Quarter ADA,8244.4018,3359.7289,11604.130859375,2540106.5785,1035135.0923,3575241.75,11676.58857,0,0,1,1,1,0,0
AR,2018-2019,7504000,7504011,DARDANELLE SCHOOL DISTRICT,Dardanelle High School,504930.0,504930.0,4507500400000.0,50493000214,622.0,09-12,4.0,609,Four Quarter ADA,9397.9179,1537.4478,10935.365234375,5728702.7515,937184.3455,6665887,11014.78454,0,0,1,1,1,0,0
AR,2018-2019,7504000,7504009,DARDANELLE SCHOOL DISTRICT,Dardanelle Intermediate School,504930.0,504930.0,4507500400000.0,50493000213,365.0,04-05,2.0,366,Four Quarter ADA,7446.9485,1568.8648,9015.8134765625,2725858.9756,574262.6251,3300121.5,9152.078463,0,0,1,1,1,0,0
AR,2018-2019,7504000,7504010,DARDANELLE SCHOOL DISTRICT,Dardanelle Middle School,504930.0,504930.0,4507500400000.0,50493000215,504.0,06-08,3.0,504,Four Quarter ADA,7672.8187,1161.079,8833.8974609375,3871130.2991,585793.6094,4456924,8975.549716,0,0,1,1,1,0,0
AR,2018-2019,7504000,7504013,DARDANELLE SCHOOL DISTRICT,Dardanelle Primary School,504930.0,504930.0,4507500400000.0,50493000243,676.0,KG-03,2.0,676,Four Quarter ADA,7082.3744,1104.9795,8187.35400390625,4794505.1337,748030.22,5542535.5,8348.153021,0,0,1,1,1,0,0
AR,2018-2019,402000,402009,DECATUR SCHOOL DISTRICT,Decatur High School,504980.0,504980.0,4500400300000.0,50498000221,151.0,09-12,4.0,144,Four Quarter ADA,12521.6074,1018.6274,13540.234375,1814210.1644,147585.2205,1961795.375,13568.74202,0,0,1,1,1,0,0
AR,2018-2019,402000,402011,DECATUR SCHOOL DISTRICT,Decatur Middle School,504980.0,504980.0,4500400300000.0,50498001602,218.0,05-08,3.0,171,Four Quarter ADA,7970.873,1634.7321,9605.60546875,1363321.217,279601.1155,1642922.375,9750.633361,0,0,1,1,1,0,0
AR,2018-2019,402000,402008,DECATUR SCHOOL DISTRICT,Decatur Northside Elementary,504980.0,504980.0,4500400300000.0,50498000220,224.0,PK-04,2.0,220,Four Quarter ADA,8434.7386,2749.9276,11184.666015625,1861823.6786,606999.284,2468823,11282.93155,0,0,1,1,1,0,0
AR,2018-2019,5106000,5106003,DEER/MT. JUDEA SCHOOL DISTRICT,Deer K-12 School,500072.0,500072.0,4505100100000.0,50007201621,246.0,PK-12,4.0,229,Four Quarter ADA,10219.6978,819.7603,11039.4580078125,2346482.4638,188220.1629,2534702.75,11186.87877,0,0,1,1,1,0,0
AR,2018-2019,5106000,5106004,DEER/MT. JUDEA SCHOOL DISTRICT,Mt. Judea K-12 School,500072.0,500072.0,4505100100000.0,50007201630,167.0,PK-12,4.0,145,Four Quarter ADA,13014.6167,1067.73,14082.3466796875,1897723.9262,155690.8471,2053414.75,14139.65522,0,0,1,1,1,0,0
AR,2018-2019,6701000,6701001,DEQUEEN SCHOOL DISTRICT,Dequeen Elementary School,500049.0,500049.0,4506700100000.0,50004900234,583.0,03-05,2.0,577,Four Quarter ADA,7972.9645,1785.2602,9758.224609375,4605306.982,1031193.7731,5636501,9884.31802,0,0,1,1,1,0,0
AR,2018-2019,6701000,6701003,DEQUEEN SCHOOL DISTRICT,Dequeen High School,500049.0,500049.0,4506700100000.0,50004900235,544.0,10-12,4.0,537,Four Quarter ADA,9457.8215,370.5886,9828.41015625,5079839.6005,199044.8733,5278884.5,9952.425089,0,0,1,1,1,0,0
AR,2018-2019,6701000,6701005,DEQUEEN SCHOOL DISTRICT,Dequeen Junior High School,500049.0,500049.0,4506700100000.0,50004901503,329.0,08-09,3.0,328,Four Quarter ADA,7348.5804,741.885,8090.46533203125,2413307.7192,243638.4624,2656946.25,8265.947828,0,0,1,1,1,0,0
AR,2018-2019,6701000,6701004,DEQUEEN SCHOOL DISTRICT,Dequeen Middle School,500049.0,500049.0,4506700100000.0,50004900236,364.0,06-07,3.0,361,Four Quarter ADA,9034.9252,827.678,9862.603515625,3267696.1288,299349.4973,3567045.75,9985.605845,0,0,1,1,1,0,0
AR,2018-2019,6701000,6701002,DEQUEEN SCHOOL DISTRICT,Dequeen Primary,500049.0,500049.0,4506700100000.0,50004900853,591.0,KG-02,2.0,585,Four Quarter ADA,7975.4114,1766.2114,9741.623046875,4670928.5495,1034410.214,5705339,9868.208096,0,0,1,1,1,0,0
AR,2018-2019,901000,901001,DERMOTT SCHOOL DISTRICT,Dermott Elementary School,505170.0,505170.0,4500900200000.0,50517000238,212.0,PK-06,2.0,199,Four Quarter ADA,9928.502,3525.1345,13453.63671875,1983087.6384,704099.2359,2687186.75,13631.6336,0,0,1,1,1,0,0
AR,2018-2019,901000,901003,DERMOTT SCHOOL DISTRICT,Dermott High School,505170.0,505170.0,4500900200000.0,50517000239,141.0,07-12,4.0,142,Four Quarter ADA,12494.7848,3005.9157,15500.7001953125,1776702.0316,427427.6541,2204129.75,15618.07526,0,0,1,1,1,0,0
AR,2018-2019,5901000,5901001,DES ARC SCHOOL DISTRICT,Des Arc Elementary School,505190.0,505190.0,4505900100000.0,50519000241,327.0,PK-06,2.0,299,Four Quarter ADA,7002.8219,1729.1801,8732.001953125,2099937.8099,518529.626,2618467.5,8708.685666,0,0,1,1,1,0,0
AR,2018-2019,5901000,5901002,DES ARC SCHOOL DISTRICT,Des Arc High School,505190.0,505190.0,4505900100000.0,50519000240,260.0,07-12,4.0,252,Four Quarter ADA,9301.8466,1038.2869,10340.1337890625,2350810.9501,262401.244,2613212.25,10269.19423,0,0,1,1,1,0,0
AR,2018-2019,101000,101001,DEWITT SCHOOL DISTRICT,Dewitt Elementary School,500001.0,500001.0,4500100200000.0,50000100218,512.0,PK-05,2.0,494,Four Quarter ADA,6677.6465,1832.5248,8510.1708984375,3303020.7919,906437.2435,4209458,8660.601027,0,0,1,1,1,0,0
AR,2018-2019,101000,101004,DEWITT SCHOOL DISTRICT,Dewitt High School,500001.0,500001.0,4500100200000.0,50000100216,359.0,09-12,4.0,356,Four Quarter ADA,10700.1269,1231.1205,11931.2470703125,3813442.9295,438761.8743,4252205,11980.36532,0,0,1,1,1,0,0
AR,2018-2019,101000,101003,DEWITT SCHOOL DISTRICT,Dewitt Middle School,500001.0,500001.0,4500100200000.0,50000100217,295.0,06-08,3.0,295,Four Quarter ADA,7195.2561,964.116,8159.3720703125,2125866.0738,284851.7702,2410717.75,8320.190769,0,0,1,1,1,0,0
AR,2018-2019,101000,101008,DEWITT SCHOOL DISTRICT,Gillett Elementary School,500001.0,500001.0,4500100200000.0,50000100391,88.0,PK-05,2.0,73,Four Quarter ADA,13537.5473,1907.9988,15445.5458984375,990011.2449,139533.4221,1129544.625,15390.59157,0,0,1,1,1,0,0
AR,2018-2019,3102000,3102002,DIERKS SCHOOL DISTRICT,Dierks High School,505340.0,505340.0,4503100200000.0,50534000249,250.0,07-12,4.0,245,Four Quarter ADA,10005.9249,957.6866,10963.611328125,2455363.6786,235007.6425,2690371.25,11058.37409,0,0,1,1,1,0,0
AR,2018-2019,3102000,3102001,DIERKS SCHOOL DISTRICT,Joann Walters Elementary Sch,505340.0,505340.0,4503100200000.0,50534000248,321.0,KG-06,2.0,315,Four Quarter ADA,7630.7282,1315.1166,8945.8447265625,2411252.7314,415566.9675,2826819.75,9100.361704,0,0,1,1,1,0,0
AR,2018-2019,3502000,3502010,DOLLARWAY SCHOOL DISTRICT,Dollarway High School,505410.0,505410.0,4503500200000.0,50541000253,273.0,09-12,4.0,270,Four Quarter ADA,14067.1386,3196.148,17263.287109375,3799702.1065,863317.7406,4663020,17311.5244,0,0,1,1,1,0,0
AR,2018-2019,3502000,3502006,DOLLARWAY SCHOOL DISTRICT,Matthews Elementary School,505410.0,505410.0,4503500200000.0,50541000251,476.0,PK-04,2.0,391,Four Quarter ADA,10171.2652,3572.1136,13743.37890625,3983112.9822,1398855.6652,5381968.5,13895.85489,0,0,1,1,1,0,0
AR,2018-2019,3502000,3502009,DOLLARWAY SCHOOL DISTRICT,Robert F Morehead Middle Schoo,505410.0,505410.0,4503500200000.0,50541000252,298.0,05-08,3.0,274,Four Quarter ADA,11914.481,2217.9895,14132.470703125,3272214.4012,609152.6042,3881367,14273.42411,0,0,1,1,1,0,0
AR,2018-2019,5802000,5802009,DOVER SCHOOL DISTRICT,Dover Elementary School,505430.0,505430.0,4505800200000.0,50543000256,518.0,PK-04,2.0,481,Four Quarter ADA,7216.2155,1331.6642,8547.8798828125,3475543.2141,641368.9507,4116912.25,8684.305869,0,0,1,1,1,0,0
AR,2018-2019,5802000,5802006,DOVER SCHOOL DISTRICT,Dover High School,505430.0,505430.0,4505800200000.0,50543000257,424.0,09-12,4.0,418,Four Quarter ADA,9509.0363,721.6665,10230.703125,3980458.627,302087.7892,4282546.5,10317.29392,0,0,1,1,1,0,0
AR,2018-2019,5802000,5802008,DOVER SCHOOL DISTRICT,Dover Middle School,505430.0,505430.0,4505800200000.0,50543000439,449.0,05-08,3.0,445,Four Quarter ADA,8093.3887,850.2791,8943.66796875,3605349.2489,378772.5001,3984121.75,9068.373072,0,0,1,1,1,0,0
AR,2018-2019,2202000,2202004,DREW CENTRAL SCHOOL DISTRICT,Drew Central Elem. School,505470.0,505470.0,4502200200000.0,50547000258,494.0,PK-04,2.0,410,Four Quarter ADA,7491.8999,2466.1447,9958.044921875,3073763.1689,1011805.3845,4085568.5,10058.121,0,0,1,1,1,0,0
AR,2018-2019,2202000,2202005,DREW CENTRAL SCHOOL DISTRICT,Drew Central High School,505470.0,505470.0,4502200200000.0,50547000259,310.0,09-12,4.0,309,Four Quarter ADA,10298.344,1119.3422,11417.6865234375,3182343.1683,345893.579,3528236.75,11474.53672,0,0,1,1,1,0,0
AR,2018-2019,2202000,2202007,DREW CENTRAL SCHOOL DISTRICT,Drew Central Middle School,505470.0,505470.0,4502200200000.0,50547001492,305.0,05-08,3.0,305,Four Quarter ADA,7659.3244,1342.5262,9001.8505859375,2342251.3428,410549.7465,2752801,9130.243437,0,0,1,1,1,0,0
AR,2018-2019,2104000,2104017,DUMAS SCHOOL DISTRICT,Central Elementary School,505500.0,505500.0,4502100500000.0,50550000260,302.0,PK-02,2.0,258,Four Quarter ADA,9036.72,2937.4262,11974.146484375,2332410.892,758160.5936,3090571.5,12090.60188,0,0,1,1,1,0,0
AR,2018-2019,2104000,2104021,DUMAS SCHOOL DISTRICT,Dumas High School,505500.0,505500.0,4502100500000.0,50550000262,312.0,10-12,4.0,307,Four Quarter ADA,11309.5578,1068.4434,12378.0009765625,3472871.9972,328091.2614,3800963.25,12482.49661,0,0,1,1,1,0,0
AR,2018-2019,2104000,2104020,DUMAS SCHOOL DISTRICT,Dumas Junior High School,505500.0,505500.0,4502100500000.0,50550000261,260.0,07-09,3.0,259,Four Quarter ADA,9784.5066,1513.919,11298.42578125,2535201.9053,392262.0107,2927464,11434.89199,0,0,1,1,1,0,0
AR,2018-2019,2104000,2104024,DUMAS SCHOOL DISTRICT,Reed Elementary School,505500.0,505500.0,4502100500000.0,50550001481,385.0,03-06,2.0,385,Four Quarter ADA,7451.7689,2271.138,9722.9072265625,2870862.9554,874976.9243,3745840,9906.030905,0,0,1,1,1,0,0
AR,2018-2019,1802000,1802005,EARLE SCHOOL DISTRICT,Earle Elementary School,505550.0,505550.0,4501800200000.0,50555000264,288.0,PK-06,2.0,260,Four Quarter ADA,9465.1599,2947.0594,12412.2197265625,2466811.4445,768063.0881,3234874.5,12561.85047,0,0,1,1,1,0,0
AR,2018-2019,1802000,1802007,EARLE SCHOOL DISTRICT,Earle High School,505550.0,505550.0,4501800200000.0,50555000266,276.0,07-12,4.0,253,Four Quarter ADA,11904.8748,1916.3463,13821.220703125,3020331.3355,486187.4419,3506518.75,13929.12524,0,0,1,1,1,0,0
AR,2018-2019,6222000,6222001,EAST ARKANSAS CAREER CENTER,EAST ARKANSAS CAREER CENTER,500075.0,500075.0,,50007501031,0.0,09-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,5301000,5301001,EAST END SCHOOL DISTRICT,Anne Watson Elementary School,505580.0,505580.0,4505300100000.0,50558000267,407.0,PK-06,2.0,377,Four Quarter ADA,6576.3007,2106.7436,8683.0439453125,2482426.0637,795254.8686,3277681,8807.656843,0,0,1,1,1,0,0
AR,2018-2019,5301000,5301002,EAST END SCHOOL DISTRICT,Bigelow High School,505580.0,505580.0,4505300100000.0,50558000268,277.0,07-12,4.0,274,Four Quarter ADA,9803.8259,1124.4084,10928.234375,2694228.1463,309003.1114,3003231.25,10986.35812,0,0,1,1,1,0,0
AR,2018-2019,5608000,5608037,EAST POINSETT CO. SCHOOL DIST.,East Poinsett Co. High School,500048.0,500048.0,4505600300000.0,50004801348,323.0,07-12,4.0,323,Four Quarter ADA,8734.9137,1236.2042,9971.1181640625,2826552.886,400026.453,3226579.25,10065.51095,0,0,1,1,1,0,0
AR,2018-2019,5608000,5608034,EAST POINSETT CO. SCHOOL DIST.,Lepanto Elementary,500048.0,500048.0,4505600300000.0,50004801345,211.0,PK-04,2.0,152,Four Quarter ADA,7927.8278,3747.561,11675.388671875,1212188.533,573013.2632,1785201.75,11719.31112,0,0,1,1,1,1,0
AR,2018-2019,5608000,5608035,EAST POINSETT CO. SCHOOL DIST.,Tyronza Elementary,500048.0,500048.0,4505600300000.0,50004801346,195.0,PK-06,2.0,192,Four Quarter ADA,7398.8697,2724.7172,10123.5869140625,1427705.781,525768.7538,1953474.5,10213.46448,0,0,1,1,1,0,0
AR,2018-2019,7001000,7001010,EL DORADO SCHOOL DISTRICT,Barton Jr. High School,505680.0,505680.0,4507000100000.0,50568000273,650.0,07-08,3.0,646,Four Quarter ADA,8276.0115,1327.7731,9603.7841796875,5347061.5167,857863.0679,6204924.5,9700.956984,0,0,1,1,1,0,0
AR,2018-2019,7001000,7001012,EL DORADO SCHOOL DISTRICT,El Dorado High School,505680.0,505680.0,4507000100000.0,50568000274,1283.0,09-12,4.0,1268,Four Quarter ADA,9245.2354,1232.1783,10477.4140625,11727711.0266,1563035.4599,13290746,10548.71516,0,0,1,1,1,0,0
AR,2018-2019,7001000,7001001,EL DORADO SCHOOL DISTRICT,Hugh Goodwin Elementary School,505680.0,505680.0,4507000100000.0,50568000276,495.0,KG-04,2.0,493,Four Quarter ADA,6430.1564,1133.2831,7563.439453125,3172717.6927,559175.7038,3731893.5,7721.035103,0,0,1,1,1,0,0
AR,2018-2019,7001000,7001004,EL DORADO SCHOOL DISTRICT,Northwest Elementary School,505680.0,505680.0,4507000100000.0,50568000279,507.0,KG-04,2.0,503,Four Quarter ADA,6525.2749,1857.8681,8383.142578125,3287792.156,936096.0444,4223888,8516.463508,0,0,1,1,1,0,0
AR,2018-2019,7001000,7001005,EL DORADO SCHOOL DISTRICT,Retta Brown Elementary School,505680.0,505680.0,4507000100000.0,50568000280,133.0,PK-04,2.0,114,Four Quarter ADA,11860.1777,2106.141,13966.318359375,1356315.4404,240855.7093,1597171.125,13934.29891,0,0,1,1,1,0,0
AR,2018-2019,7001000,7001011,EL DORADO SCHOOL DISTRICT,Washington Middle School,505680.0,505680.0,4507000100000.0,50568000281,708.0,05-06,2.0,708,Four Quarter ADA,7413.5098,1140.2848,8553.794921875,5254197.7688,808157.2865,6062355,8682.062147,0,0,1,1,1,0,0
AR,2018-2019,7001000,7001009,EL DORADO SCHOOL DISTRICT,Yocum Elementary School,505680.0,505680.0,4507000100000.0,50568000285,520.0,KG-04,2.0,522,Four Quarter ADA,8325.4776,1257.4093,9582.88671875,4349776.0587,656953.1483,5006729,9680.678381,0,0,1,1,1,0,0
AR,2018-2019,7201000,7201001,ELKINS SCHOOL DISTRICT,Elkins Elementary School,505760.0,505760.0,4507200100000.0,50576000289,261.0,03-05,2.0,261,Four Quarter ADA,7578.2794,1011.654,8589.93359375,1977930.9319,264041.6914,2241972.5,8689.406036,0,0,1,1,1,0,0
AR,2018-2019,7201000,7201002,ELKINS SCHOOL DISTRICT,Elkins High School,505760.0,505760.0,4507200100000.0,50576000290,411.0,09-12,4.0,401,Four Quarter ADA,8421.9777,633.3459,9055.3232421875,3377961.6924,254027.99,3631989.75,9141.013618,0,0,1,1,1,0,0
AR,2018-2019,7201000,7201003,ELKINS SCHOOL DISTRICT,Elkins Middle School,505760.0,505760.0,4507200100000.0,50576000303,282.0,06-08,3.0,278,Four Quarter ADA,7663.0619,903.1978,8566.259765625,2132557.4672,251351.3802,2383908.75,8666.433285,0,0,1,1,1,0,0
AR,2018-2019,7201000,7201004,ELKINS SCHOOL DISTRICT,Elkins Primary School,505760.0,505760.0,4507200100000.0,50576001051,355.0,PK-02,2.0,315,Four Quarter ADA,6721.7399,1576.4711,8298.2109375,2118045.1385,496751.8684,2614797,8406.322465,0,0,1,1,1,0,0
AR,2018-2019,1408000,1408006,EMERSON-TAYLOR SCHOOL DISTRICT,Bradley Elementary School,500068.0,500068.0,4501400100000.0,50006800108,138.0,KG-06,2.0,137,Four Quarter ADA,10315.8655,1123.7201,11439.5859375,1418353.3589,154502.9961,1572856.375,11570.8436,0,0,1,1,1,0,0
AR,2018-2019,1408000,1408007,EMERSON-TAYLOR SCHOOL DISTRICT,Bradley High School,500068.0,500068.0,4501400100000.0,50006800109,147.0,07-12,4.0,147,Four Quarter ADA,11236.2352,896.9875,12133.22265625,1658962.0292,132434.7726,1791396.75,12243.93893,0,0,1,1,1,0,0
AR,2018-2019,1408000,1408001,EMERSON-TAYLOR SCHOOL DISTRICT,Emerson Elementary School,500068.0,500068.0,4501400100000.0,50006800291,157.0,KG-06,2.0,154,Four Quarter ADA,9217.0631,1726.0371,10943.1005859375,1425362.949,266921.1693,1692284.125,11089.06118,0,0,1,1,1,0,0
AR,2018-2019,1408000,1408002,EMERSON-TAYLOR SCHOOL DISTRICT,Emerson High School,500068.0,500068.0,4501400100000.0,50006800292,141.0,07-12,4.0,137,Four Quarter ADA,11635.3725,1036.5744,12671.947265625,1605681.3985,143047.2629,1748728.625,12766.70973,0,0,1,1,1,0,0
AR,2018-2019,1408000,1408018,EMERSON-TAYLOR SCHOOL DISTRICT,Taylor Elementary School,500068.0,500068.0,4501400100000.0,50006801062,271.0,KG-06,2.0,266,Four Quarter ADA,7820.9248,814.059,8634.9833984375,2084157.9466,216934.3927,2301092.25,8849.296665,0,0,1,1,1,0,0
AR,2018-2019,1408000,1408019,EMERSON-TAYLOR SCHOOL DISTRICT,Taylor High School,500068.0,500068.0,4501400100000.0,50006801063,171.0,07-12,4.0,171,Four Quarter ADA,10255.5815,476.4808,10732.0625,1754636.7577,81521.5263,1836158.25,10884.27279,0,0,1,1,1,0,0
AR,2018-2019,4302000,4302017,ENGLAND SCHOOL DISTRICT,England Elementary School,505850.0,505850.0,4504300300000.0,50585000295,403.0,PK-06,2.0,370,Four Quarter ADA,8110.4688,1912.4095,10022.8779296875,3007773.423,709218.4923,3716992,10165.36481,0,0,1,1,1,0,0
AR,2018-2019,4302000,4302018,ENGLAND SCHOOL DISTRICT,England High School,505850.0,505850.0,4504300300000.0,50585000296,296.0,07-12,4.0,291,Four Quarter ADA,9913.4067,1681.7749,11595.181640625,2889388.147,490174.6277,3379562.75,11691.10626,0,0,1,1,1,0,0
AR,2018-2019,6047700,6047704,ESTEM HIGH CHARTER,Estem East Village Elementary Public Charter School,500398.0,500398.0,,50039801666,780.0,KG-06,2.0,780,Four Quarter ADA,7263.5416,960.7424,8224.2841796875,5670831.0831,750075.911,6420907,7976.325725,0,0,1,1,1,0,0
AR,2018-2019,6047700,6047705,ESTEM HIGH CHARTER,Estem East Village Junior High Public Charter School,500398.0,500398.0,,50039801658,288.0,07-09,3.0,288,Four Quarter ADA,8476.739,1233.4763,9710.21484375,2443270.7775,355527.8126,2798798.5,9418.251982,0,0,1,1,1,0,0
AR,2018-2019,6047700,6047701,ESTEM HIGH CHARTER,Estem Elementary School,500398.0,500398.0,,50039801468,981.0,KG-06,2.0,976,Four Quarter ADA,6852.5462,685.3361,7537.88232421875,6694792.8503,669558.9279,7364352,7310.251,0,0,1,1,1,0,0
AR,2018-2019,6047700,6047703,ESTEM HIGH CHARTER,Estem High School,500398.0,500398.0,,50039801470,506.0,10-12,4.0,502,Four Quarter ADA,9512.574,817.2287,10329.802734375,4779419.8416,410601.7031,5190021.5,10019.49137,0,0,1,1,1,0,0
AR,2018-2019,6047700,6047702,ESTEM HIGH CHARTER,Estem Junior High Public Charter School,500398.0,500398.0,,50039801467,515.0,07-09,3.0,517,Four Quarter ADA,7854.9673,473.2658,8328.2333984375,4066826.3475,245028.3554,4311854.5,8077.196588,0,0,1,1,1,0,0
AR,2018-2019,802000,802006,EUREKA SPRINGS SCHOOL DISTRICT,Eureka Springs Elem. School,505970.0,505970.0,4500800300000.0,50597000305,258.0,PK-04,2.0,226,Four Quarter ADA,10314.2843,4100.6958,14414.98046875,2339749.8842,930224.7504,3269974.75,14529.14696,0,0,1,1,1,0,0
AR,2018-2019,802000,802007,EUREKA SPRINGS SCHOOL DISTRICT,Eureka Springs High School,505970.0,505970.0,4500800300000.0,50597000306,168.0,09-12,4.0,165,Four Quarter ADA,13782.5054,1203.7096,14986.21484375,2277830.6081,198936.7275,2476767.25,15083.46478,0,0,1,1,1,0,0
AR,2018-2019,802000,802008,EUREKA SPRINGS SCHOOL DISTRICT,Eureka Springs Middle School,505970.0,505970.0,4500800300000.0,50597000250,203.0,05-08,3.0,203,Four Quarter ADA,9929.5461,1048.7279,10978.2744140625,2025611.3378,213938.8021,2239550.25,11194.21565,0,0,1,1,1,0,0
AR,2018-2019,6055700,6055702,EXALT ACADEMY OF SOUTHWEST LITTLE ROCK,Exalt Academy of Southwest Little Rock,500411.0,500411.0,,50041101599,406.0,KG-08,3.0,331,Four Quarter ADA,9620.2419,1412.2633,11032.5048828125,3187678.17,467955.05,3655633.25,10704.27433,0,0,1,1,1,0,0
AR,2018-2019,7202000,7202009,FARMINGTON SCHOOL DISTRICT,Bob Folsom Elementary School,506090.0,506090.0,4507200200000.0,50609001490,342.0,KG-03,2.0,348,Four Quarter ADA,7094.9483,1190.0172,8284.9658203125,2471922.6479,414609.1542,2886531.75,8410.646299,0,0,1,1,1,0,0
AR,2018-2019,7202000,7202703,FARMINGTON SCHOOL DISTRICT,Farmington Career Academies,506090.0,506090.0,4507200200000.0,50609000315,584.0,10-12,4.0,576,Four Quarter ADA,9122.1696,532.3245,9654.494140625,5260218.8502,306960.2159,5567179,9739.617356,0,0,1,1,1,0,0
AR,2018-2019,7202000,7202010,FARMINGTON SCHOOL DISTRICT,Farmington Junior High School,506090.0,506090.0,4507200200000.0,50609001608,581.0,07-09,3.0,580,Four Quarter ADA,7779.5306,873.6235,8653.154296875,4519680.3485,507549.749,5027230,8767.931228,0,0,1,1,1,0,0
AR,2018-2019,7202000,7202008,FARMINGTON SCHOOL DISTRICT,"Jerry ""pop"" Williams Elem Sch",506090.0,506090.0,4507200200000.0,50609001113,404.0,KG-03,2.0,394,Four Quarter ADA,6823.4187,1184.7288,8008.1474609375,2688668.6233,466825.0946,3155493.75,8142.025648,0,0,1,1,1,0,0
AR,2018-2019,7202000,7202011,FARMINGTON SCHOOL DISTRICT,Randall G Lynch Middle School,506090.0,506090.0,4507200200000.0,50609000854,600.0,04-06,2.0,598,Four Quarter ADA,6333.049,876.0186,7209.0673828125,3792829.7302,524642.9463,4317472.5,7366.609558,0,0,1,1,1,0,0
AR,2018-2019,7203000,7203029,FAYETTEVILLE SCHOOL DISTRICT,Agee Lierly Life Preparation Services School,506120.0,506120.0,4507200300000.0,50612001644,254.0,09-12,4.0,287,Four Quarter ADA,4388.7873,430.1852,4818.97265625,1262588.4294,123757.8437,1386346.25,4730.381169,0,0,1,1,1,1,0
AR,2018-2019,7203000,7203010,FAYETTEVILLE SCHOOL DISTRICT,Asbell Elementary School,506120.0,506120.0,4507200300000.0,50612000316,335.0,PK-04,2.0,335,Four Quarter ADA,10100.194,3098.8334,13199.02734375,3387210.768,1039227.7472,4426438.5,12862.2686,0,0,1,1,1,0,0
AR,2018-2019,7203000,7203012,FAYETTEVILLE SCHOOL DISTRICT,Butterfield Elementary School,506120.0,506120.0,4507200300000.0,50612000318,524.0,PK-04,2.0,519,Four Quarter ADA,8581.9228,1913.4217,10495.3447265625,4456458.3266,993609.9748,5450068.5,10238.65294,0,0,1,1,1,0,0
AR,2018-2019,7203000,7203020,FAYETTEVILLE SCHOOL DISTRICT,Fayetteville High School,506120.0,506120.0,4507200300000.0,50612000319,2581.0,09-12,4.0,2487,Four Quarter ADA,12015.5046,1566.6549,13582.1591796875,29889814.4366,3897216.5223,33787032,13234.05436,0,0,1,1,1,0,0
AR,2018-2019,7203000,7203703,FAYETTEVILLE SCHOOL DISTRICT,Fayetteville Virtual Academy A District Conversion Charter School,506120.0,506120.0,4507200300000.0,50612001636,221.0,04-12,4.0,215,Four Quarter ADA,8257.4284,693.0618,8950.490234375,1777947.4449,149226.5281,1927174,8739.54783,0,0,1,1,1,0,0
AR,2018-2019,7203000,7203013,FAYETTEVILLE SCHOOL DISTRICT,Happy Hollow Elementary School,506120.0,506120.0,4507200300000.0,50612000321,478.0,PK-04,2.0,479,Four Quarter ADA,9166.386,1881.4456,11047.83203125,4399685.6857,903057.0473,5302742.5,10774.77887,0,0,1,1,1,0,0
