state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AR,enrollmetric,pp_stloc_raw_AR,pp_fed_raw_AR,pp_total_raw_AR,schoolstloc_raw_AR,schoolfed_raw_AR,schooltot_raw_AR,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AR,2018-2019,6040700,6040702,ACADEMICS PLUS CHARTER SCHOOL,Maumelle Charter Elementary,500059.0,500059.0,,50005900603,690.0,KG-05,2.0,688,Four Quarter ADA,6169.0107,386.9198,6555.9306640625,4249056.8767,266500.469,4515557.5,6361.850283,0,0,1,1,1,0,0
AR,2018-2019,6040700,6040703,ACADEMICS PLUS CHARTER SCHOOL,Maumelle Charter High School,500059.0,500059.0,,50005900741,463.0,06-12,4.0,461,Four Quarter ADA,8826.4399,438.5634,9265.0029296875,4069386.9918,202197.4928,4271584.5,8990.69598,0,0,1,1,1,0,0
AR,2018-2019,6040700,6040704,ACADEMICS PLUS CHARTER SCHOOL,Scott Charter School,500059.0,500059.0,,50005901619,255.0,KG-09,3.0,249,Four Quarter ADA,7392.1663,738.3501,8130.5166015625,1842705.8714,184054.5882,2026760.5,7889.806373,0,0,1,1,1,0,0
AR,2018-2019,1701000,1701002,ALMA SCHOOL DISTRICT,Alma High School,502250.0,502250.0,4501700100000.0,50225000004,1016.0,09-12,4.0,1008,Four Quarter ADA,9444.488,1051.4035,10495.8916015625,9524711.1871,1060334.2657,10585045,10537.32869,0,0,1,1,1,0,0
AR,2018-2019,1701000,1701001,ALMA SCHOOL DISTRICT,Alma Intermediate School,502250.0,502250.0,4501700100000.0,50225000003,709.0,03-05,2.0,718,Four Quarter ADA,6328.4674,1459.6884,7788.15576171875,4544122.9448,1048121.6388,5592244.5,7909.779841,0,0,1,1,1,0,0
AR,2018-2019,1701000,1701003,ALMA SCHOOL DISTRICT,Alma Middle School,502250.0,502250.0,4501700100000.0,50225000005,811.0,06-08,3.0,803,Four Quarter ADA,7278.6831,1119.2376,8397.9208984375,5851669.6109,899806.8097,6751476.5,8501.48737,0,0,1,1,1,0,0
AR,2018-2019,1701000,1701004,ALMA SCHOOL DISTRICT,Alma Primary School,502250.0,502250.0,4501700100000.0,50225001350,708.0,KG-02,2.0,710,Four Quarter ADA,6821.0373,1527.9242,8348.9619140625,4847721.3672,1085897.9758,5933619.5,8453.978259,0,0,1,1,1,0,0
AR,2018-2019,501000,501001,ALPENA SCHOOL DISTRICT,Alpena Elementary School,502280.0,502280.0,4500500100000.0,50228000006,307.0,PK-06,2.0,287,Four Quarter ADA,6661.3405,1352.2206,8013.56103515625,1916676.4374,389076.2597,2305752.75,8154.716358,0,0,1,1,1,0,0
AR,2018-2019,501000,501002,ALPENA SCHOOL DISTRICT,Alpena High School,502280.0,502280.0,4500500100000.0,50228000007,238.0,07-12,4.0,237,Four Quarter ADA,8583.62,1489.1777,10072.7978515625,2034687.5426,352999.2303,2387686.75,10152.97086,0,0,1,1,1,0,0
AR,2018-2019,6091000,6091001,ARK. SCHOOL FOR THE BLIND,Ark. School for the Blind Elem,500035.0,500035.0,,50003501419,46.0,PK-06,2.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6091000,6091002,ARK. SCHOOL FOR THE BLIND,Ark. School for the Blind H.S.,500035.0,500035.0,,50003501420,48.0,07-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6092000,6092004,ARK. SCHOOL FOR THE DEAF,School for the Deaf School,500036.0,500036.0,,50003601653,112.0,PK-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,1002000,1002010,ARKADELPHIA SCHOOL DISTRICT,Arkadelphia High School,502430.0,502430.0,4501000200000.0,50243000018,512.0,09-12,4.0,507,Four Quarter ADA,11673.7276,1184.0348,12857.7626953125,5923096.7054,600763.759,6523860.5,12617.98935,0,0,1,1,1,0,0
AR,2018-2019,1002000,1002006,ARKADELPHIA SCHOOL DISTRICT,Central Primary School,502430.0,502430.0,4501000200000.0,50243000019,267.0,02-03,2.0,266,Four Quarter ADA,8740.8192,1547.9231,10288.7421875,2327209.4941,412128.5768,2739338,10125.04791,0,0,1,1,1,0,0
AR,2018-2019,1002000,1002009,ARKADELPHIA SCHOOL DISTRICT,Goza Middle School,502430.0,502430.0,4501000200000.0,50243000020,412.0,06-08,3.0,411,Four Quarter ADA,9887.1863,1324.1092,11211.2958984375,4063732.458,544222.1405,4607954.5,11020.28108,0,0,1,1,1,0,0
AR,2018-2019,1002000,1002007,ARKADELPHIA SCHOOL DISTRICT,Louisa Perritt Primary,502430.0,502430.0,4501000200000.0,50243000022,329.0,PK-01,1.0,269,Four Quarter ADA,8584.9551,3158.1574,11743.1123046875,2315758.6076,851900.809,3167659.5,11536.34825,0,0,1,1,1,0,0
AR,2018-2019,1002000,1002008,ARKADELPHIA SCHOOL DISTRICT,Peake Elementary School,502430.0,502430.0,4501000200000.0,50243000021,286.0,04-05,2.0,290,Four Quarter ADA,8200.4804,1240.5314,9441.01171875,2383248.835,360527.0647,2743776,9302.422161,0,0,1,1,1,0,0
AR,2018-2019,444700,444703,ARKANSAS CONNECTIONS ACADEMY,Arkansas Connections Academy High,500417.0,500417.0,,50041701632,1236.0,KG-12,4.0,1210,Four Quarter ADA,6619.8586,712.0181,7331.87646484375,8011410.92,861690.55,8873101,7115.455806,0,0,1,1,1,0,0
AR,2018-2019,4722000,4722001,ARKANSAS NORTHEASTERN COLLEGE TECHNICAL CENTER,ARKANSAS NORTHEASTERN COLLEGE,500080.0,500080.0,,50008001098,0.0,09-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6043700,6043701,ARKANSAS VIRTUAL ACADEMY,Ark Virtual Academy Elementary,500394.0,500394.0,,50039401461,699.0,KG-07,3.0,704,Four Quarter ADA,5902.529,2052.8034,7955.33251953125,4158629.117,1446303.4419,5604932.5,7720.141679,0,0,1,1,1,0,0
AR,2018-2019,6043700,6043702,ARKANSAS VIRTUAL ACADEMY,Ark Virtual Academy Middle Sch,500394.0,500394.0,,50039401447,736.0,06-08,3.0,760,Four Quarter ADA,5375.0784,514.4739,5889.55224609375,4085130.8302,391007.0055,4476138,5715.5375,0,0,1,1,1,0,0
AR,2018-2019,6043700,6043703,ARKANSAS VIRTUAL ACADEMY,Arkansas Virtual Academy High School,500394.0,500394.0,,50039401604,926.0,09-12,4.0,901,Four Quarter ADA,6839.8338,721.0934,7560.92724609375,6165009.9328,649949.6726,6814959.5,7337.416338,0,0,1,1,1,0,0
AR,2018-2019,6094000,6094001,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Arkansas Consolidated High School-Alexander,500390.0,500390.0,,50039001561,88.0,07-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6094000,6094007,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Arkansas Consolidated High School-Colt,500390.0,500390.0,,50039001572,,,,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6094000,6094002,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Arkansas Consolidated High School-Dermott,500390.0,500390.0,,50039001589,29.0,09-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6094000,6094006,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Arkansas Consolidated High School-Harrisburg,500390.0,500390.0,,50039001575,6.0,08-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6094000,6094004,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Arkansas Consolidated High School-Lewisville,500390.0,500390.0,,50039001583,22.0,08-10,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6094000,6094005,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Arkansas Consolidated High School-Mansfield,500390.0,500390.0,,50039001577,29.0,08-11,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,6094000,6094009,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,CSTP-CIVILIAN STUDENT TRAINING PROGRAM,500390.0,500390.0,,50039001674,,,0.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,4701000,4701001,ARMOREL SCHOOL DISTRICT,Armorel Elementary School,502550.0,502550.0,4504700100000.0,50255000026,233.0,PK-06,2.0,225,Four Quarter ADA,8682.6053,1509.455,10192.060546875,1956925.6519,340207.9272,2297133.5,10402.86659,0,0,1,1,1,0,0
AR,2018-2019,4701000,4701002,ARMOREL SCHOOL DISTRICT,Armorel High School,502550.0,502550.0,4504700100000.0,50255000027,187.0,07-12,4.0,186,Four Quarter ADA,12378.4233,1227.2937,13605.716796875,2309052.0381,228937.4828,2537989.5,13715.4307,0,0,1,1,1,0,0
AR,2018-2019,4101000,4101005,ASHDOWN SCHOOL DISTRICT,Ashdown Elementary School,502580.0,502580.0,4504100100000.0,50258000807,313.0,KG-02,2.0,315,Four Quarter ADA,7650.1949,2101.981,9752.17578125,2415233.7627,663613.8889,3078847.75,9885.87705,0,0,1,1,1,0,0
AR,2018-2019,4101000,4101004,ASHDOWN SCHOOL DISTRICT,Ashdown High School,502580.0,502580.0,4504100100000.0,50258000028,413.0,09-12,4.0,410,Four Quarter ADA,10600.2275,928.8445,11529.072265625,4347518.7013,380951.1625,4728470,11610.15246,0,0,1,1,1,0,0
AR,2018-2019,4101000,4101003,ASHDOWN SCHOOL DISTRICT,Ashdown Junior High School,502580.0,502580.0,4504100100000.0,50258000031,335.0,06-08,3.0,336,Four Quarter ADA,8525.025,753.1829,9278.2080078125,2866222.5558,253229.737,3119452.25,9425.945376,0,0,1,1,1,0,0
AR,2018-2019,4101000,4101001,ASHDOWN SCHOOL DISTRICT,L.F. Henderson Intermediate. School,502580.0,502580.0,4504100100000.0,50258000029,334.0,03-05,2.0,335,Four Quarter ADA,6699.1943,1726.5943,8425.7890625,2245194.3602,578657.6315,2823852,8598.769998,0,0,1,1,1,0,0
AR,2018-2019,7322000,7322001,ASU AREA CENTER,ASU AREA CAREER CENTER,500056.0,500056.0,,50005600657,0.0,09-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,1
AR,2018-2019,5801000,5801001,ATKINS SCHOOL DISTRICT,Atkins Elementary School,502610.0,502610.0,4505800100000.0,50261000032,379.0,PK-04,2.0,340,Four Quarter ADA,7791.036,2422.9974,10214.033203125,2655981.7369,826005.2772,3481987,10324.92565,0,0,1,1,1,0,0
AR,2018-2019,5801000,5801002,ATKINS SCHOOL DISTRICT,Atkins High School,502610.0,502610.0,4505800100000.0,50261000033,286.0,09-12,4.0,278,Four Quarter ADA,9588.0219,1109.607,10697.62890625,2665974.7336,308529.1572,2974504,10794.20013,0,0,1,1,1,0,0
AR,2018-2019,5801000,5801003,ATKINS SCHOOL DISTRICT,Atkins Middle School,502610.0,502610.0,4505800100000.0,50261000438,327.0,05-08,3.0,325,Four Quarter ADA,8279.9869,908.3102,9188.296875,2696162.9395,295767.6456,2991930.5,9329.565519,0,0,1,1,1,0,0
AR,2018-2019,7401000,7401001,AUGUSTA SCHOOL DISTRICT,Augusta Elementary School,502670.0,502670.0,4507400100000.0,50267000036,218.0,PK-05,2.0,189,Four Quarter ADA,10951.8983,4417.541,15369.439453125,2073504.9176,836365.7929,2909870.75,15480.88287,0,0,1,1,1,0,0
AR,2018-2019,7401000,7401003,AUGUSTA SCHOOL DISTRICT,Augusta High School,502670.0,502670.0,4507400100000.0,50267000034,176.0,06-12,4.0,171,Four Quarter ADA,11952.5512,1826.87,13779.4208984375,2053252.0524,313826.2771,2367078.25,13937.95118,0,0,1,1,1,0,0
AR,2018-2019,7301000,7301003,BALD KNOB SCHOOL DISTRICT,Bald Knob High School,502700.0,502700.0,4507300100000.0,50270000038,400.0,09-12,4.0,391,Four Quarter ADA,9225.2229,587.8355,9813.05859375,3612200.3188,230171.102,3842371.5,9812.357113,0,0,1,1,1,0,0
AR,2018-2019,7301000,7301004,BALD KNOB SCHOOL DISTRICT,Bald Knob Middle School,502700.0,502700.0,4507300100000.0,50270000128,286.0,06-08,3.0,287,Four Quarter ADA,7491.8948,1376.3193,8868.2138671875,2153440.7205,395603.7932,2549044.5,8895.493054,0,0,1,1,1,0,0
AR,2018-2019,7301000,7301001,BALD KNOB SCHOOL DISTRICT,H.L. Lubker Elementary School,502700.0,502700.0,4507300100000.0,50270000037,544.0,PK-05,2.0,503,Four Quarter ADA,7746.2821,1894.821,9641.103515625,3901720.1407,954401.2448,4856121.5,9645.494319,0,0,1,1,1,0,0
AR,2018-2019,5401000,5401002,BARTON-LEXA SCHOOL DISTRICT,Barton Elementary School,502730.0,502730.0,4505400100000.0,50273000039,392.0,PK-06,2.0,371,Four Quarter ADA,8497.163,1370.2892,9867.4521484375,3153779.0978,508592.0443,3662371.25,10007.572,0,0,1,1,1,0,0
AR,2018-2019,5401000,5401003,BARTON-LEXA SCHOOL DISTRICT,Barton High School,502730.0,502730.0,4505400100000.0,50273000040,353.0,07-12,4.0,351,Four Quarter ADA,8794.6053,1384.4846,10179.08984375,3091960.0922,486749.6557,3578709.75,10309.98084,0,0,1,1,1,0,0
AR,2018-2019,3201000,3201005,BATESVILLE SCHOOL DISTRICT,Batesville High School,500019.0,500019.0,4503200100000.0,50001900043,907.0,09-12,4.0,892,Four Quarter ADA,8476.8156,1896.4201,10373.2353515625,7562173.6294,1691797.856,9253971,9955.874069,0,0,1,1,1,0,0
AR,2018-2019,3201000,3201004,BATESVILLE SCHOOL DISTRICT,Batesville Junior High School,500019.0,500019.0,4503200100000.0,50001900042,745.0,06-08,3.0,740,Four Quarter ADA,7020.8799,1372.9632,8393.8427734375,5196473.7097,1016192.7722,6212666.5,8035.099297,0,0,1,1,1,0,0
AR,2018-2019,3201000,3201009,BATESVILLE SCHOOL DISTRICT,Eagle Mountain Magnet Elementary School,500019.0,500019.0,4503200100000.0,50001900144,,PK-05,2.0,567,Four Quarter ADA,7724.6206,1893.6971,9618.3173828125,4382867.164,1074463.4855,5457330.5,9223.312269,0,0,1,1,1,0,0
AR,2018-2019,3201000,3201042,BATESVILLE SCHOOL DISTRICT,Sulphur Rock Magnet Elementary School,500019.0,500019.0,4503200100000.0,50001901092,283.0,KG-05,2.0,286,Four Quarter ADA,10906.7962,3259.5991,14166.3955078125,3121841.4509,932991.8108,4054833.25,13636.70344,0,0,1,1,1,0,0
AR,2018-2019,3201000,3201003,BATESVILLE SCHOOL DISTRICT,West Magnet Elementary School,500019.0,500019.0,4503200100000.0,50001900046,558.0,KG-05,2.0,568,Four Quarter ADA,7311.8063,2338.6693,9650.4755859375,4159748.026,1330488.5855,5490236.5,9254.518138,0,0,1,1,1,0,0
AR,2018-2019,6301000,6301002,BAUXITE SCHOOL DISTRICT,Bauxite High School,502790.0,502790.0,4506300100000.0,50279000047,531.0,09-12,4.0,525,Four Quarter ADA,8465.954,461.6844,8927.638671875,4448955.751,242620.4244,4691576,9000.268448,0,0,1,1,1,0,0
AR,2018-2019,6301000,6301003,BAUXITE SCHOOL DISTRICT,Bauxite Middle School,502790.0,502790.0,4506300100000.0,50279001536,380.0,06-08,3.0,379,Four Quarter ADA,6280.8333,868.6171,7149.4501953125,2384031.7333,329703.1887,2713735,7274.739312,0,0,1,1,1,0,0
AR,2018-2019,6301000,6301703,BAUXITE SCHOOL DISTRICT,Miner Academy,502790.0,502790.0,4506300100000.0,50279001590,19.0,07-12,4.0,27,Four Quarter ADA,9212.306,70.9362,9283.2421875,252459.3762,1943.9773,254403.359375,9345.341107,0,0,1,1,1,0,0
AR,2018-2019,6301000,6301001,BAUXITE SCHOOL DISTRICT,Pine Haven Elementary School,502790.0,502790.0,4506300100000.0,50279000048,788.0,PK-05,2.0,768,Four Quarter ADA,6375.0558,894.2842,7269.33984375,4898476.0995,687151.6297,5585627.5,7391.078543,0,0,1,1,1,0,0
AR,2018-2019,1601000,1601001,BAY SCHOOL DISTRICT,Bay Elementary School,502820.0,502820.0,4501600100000.0,50282000050,340.0,KG-06,2.0,340,Four Quarter ADA,7086.7126,1520.3932,8607.10546875,2415246.8509,518170.4231,2933417.25,8741.937005,0,0,1,1,1,0,0
AR,2018-2019,1601000,1601002,BAY SCHOOL DISTRICT,Bay High School,502820.0,502820.0,4501600100000.0,50282000051,282.0,07-12,4.0,281,Four Quarter ADA,8432.3666,877.2892,9309.65625,2370187.2191,246590.2869,2616777.5,9423.682421,0,0,1,1,1,0,0
AR,2018-2019,5201000,5201001,BEARDEN SCHOOL DISTRICT,Bearden Elementary School,500032.0,500032.0,4505200100000.0,50003200052,261.0,KG-06,2.0,258,Four Quarter ADA,8195.449,1483.6201,9679.0693359375,2118583.827,383526.698,2502110.5,9838.439377,0,0,1,1,1,0,0
AR,2018-2019,5201000,5201002,BEARDEN SCHOOL DISTRICT,Bearden High School,500032.0,500032.0,4505200100000.0,50003200053,222.0,07-12,4.0,221,Four Quarter ADA,10928.5956,950.88,11879.4755859375,2425826.793,211067.382,2636894.25,11973.68271,0,0,1,1,1,0,0
AR,2018-2019,7302000,7302703,BEEBE SCHOOL DISTRICT,Badger Academy,502880.0,502880.0,4507300200000.0,50288001456,,,,48,Four Quarter ADA,11006.9355,155.7137,11162.6494140625,531550.3169,7519.7737,539070.0625,11075.29466,0,0,1,1,1,0,0
AR,2018-2019,7302000,7302014,BEEBE SCHOOL DISTRICT,Beebe Early Childhood,502880.0,502880.0,4507300200000.0,50288001498,496.0,KG-01,1.0,500,Four Quarter ADA,7424.0286,1352.1441,8776.1728515625,3713893.1512,676414.2256,4390307.5,8759.491308,0,0,1,1,1,0,0
AR,2018-2019,7302000,7302008,BEEBE SCHOOL DISTRICT,Beebe Elementary School,502880.0,502880.0,4507300200000.0,50288000054,839.0,02-04,2.0,732,Four Quarter ADA,7266.2249,2531.8232,9798.0478515625,5319156.1073,1853391.9445,7172548,9751.104463,0,0,1,1,1,0,0
AR,2018-2019,7302000,7302010,BEEBE SCHOOL DISTRICT,Beebe High School,502880.0,502880.0,4507300200000.0,50288000057,964.0,09-12,4.0,959,Four Quarter ADA,9177.8289,892.2269,10070.0556640625,8806279.3071,856106.5086,9662386,10015.05703,0,0,1,1,1,0,0
AR,2018-2019,7302000,7302009,BEEBE SCHOOL DISTRICT,Beebe Junior High School,502880.0,502880.0,4507300200000.0,50288000055,507.0,07-08,3.0,496,Four Quarter ADA,7965.9348,1063.7413,9029.67578125,3955773.5605,528239.2974,4484013,9005.486992,0,0,1,1,1,0,0
AR,2018-2019,7302000,7302011,BEEBE SCHOOL DISTRICT,Beebe Middle School,502880.0,502880.0,4507300200000.0,50288000474,522.0,05-06,2.0,522,Four Quarter ADA,7129.2763,1092.1495,8221.42578125,3728580.267,571189.4103,4299769.5,8221.172538,0,0,1,1,1,0,0
AR,2018-2019,440700,440701,BENTON COUNTY SCHOOL OF ARTS,Arkansas Arts Academy Elementary,500055.0,500055.0,,50005500513,561.0,KG-06,2.0,562,Four Quarter ADA,7677.7611,560.5258,8238.287109375,4315203.4933,315037.5547,4630241,7991.455053,0,0,1,1,1,0,0
AR,2018-2019,440700,440703,BENTON COUNTY SCHOOL OF ARTS,Arkansas Arts Academy High School,500055.0,500055.0,,50005501508,464.0,07-12,4.0,456,Four Quarter ADA,8318.6861,297.4936,8616.1796875,3800856.6867,135926.5953,3936783.25,8358.156706,0,0,1,1,1,0,0
AR,2018-2019,6302000,6302007,BENTON SCHOOL DISTRICT,Angie Grant Elementary School,502960.0,502960.0,4506300200000.0,50296000062,485.0,KG-04,2.0,485,Four Quarter ADA,7019.6645,1675.2506,8694.9150390625,3408509.6466,813444.5526,4221954,8736.932609,0,0,1,1,1,0,0
AR,2018-2019,6302000,6302012,BENTON SCHOOL DISTRICT,Benton High School,502960.0,502960.0,4506300200000.0,50296000063,1200.0,10-12,4.0,1192,Four Quarter ADA,7650.4067,798.6398,8449.046875,9120826.7447,952139.5734,10072966,8498.345594,0,0,1,1,1,0,0
AR,2018-2019,6302000,6302010,BENTON SCHOOL DISTRICT,Benton Junior High School,502960.0,502960.0,4506300200000.0,50296000065,916.0,08-09,3.0,908,Four Quarter ADA,6492.1181,686.3462,7178.46435546875,5895396.8301,623260.8892,6518657.5,7265.390153,0,0,1,1,1,0,0
AR,2018-2019,6302000,6302011,BENTON SCHOOL DISTRICT,Benton Middle School,502960.0,502960.0,4506300200000.0,50296000068,1305.0,05-07,3.0,1307,Four Quarter ADA,5711.9727,719.5423,6431.51513671875,7468514.9422,940815.4728,8409330,6540.561117,0,0,1,1,1,0,0
AR,2018-2019,6302000,6302006,BENTON SCHOOL DISTRICT,Caldwell Elementary School,502960.0,502960.0,4506300200000.0,50296000064,521.0,KG-04,2.0,522,Four Quarter ADA,6591.4283,1225.9949,7817.42333984375,3441492.0013,640111.8802,4081604,7885.426982,0,0,1,1,1,0,0
AR,2018-2019,6302000,6302008,BENTON SCHOOL DISTRICT,Perrin Elementary School,502960.0,502960.0,4506300200000.0,50296000066,642.0,KG-04,2.0,641,Four Quarter ADA,6162.0949,1068.5289,7230.6240234375,3951144.8243,685142.3708,4636287,7316.005163,0,0,1,1,1,0,0
AR,2018-2019,6302000,6302009,BENTON SCHOOL DISTRICT,Ringgold Elementary School,502960.0,502960.0,4506300200000.0,50296000067,576.0,PK-04,2.0,483,Four Quarter ADA,7257.2311,1187.0049,8444.236328125,3506367.7708,573507.4212,4079875.25,8493.677507,0,0,1,1,1,0,0
AR,2018-2019,401000,401007,BENTONVILLE SCHOOL DISTRICT,Apple Glen Elementary School,503060.0,503060.0,4500400200000.0,50306001424,599.0,KG-04,2.0,600,Four Quarter ADA,7882.0516,1226.2655,9108.3173828125,4729947.4911,735870.7492,5465818,9104.776119,0,0,1,1,1,0,0
AR,2018-2019,401000,401008,BENTONVILLE SCHOOL DISTRICT,Ardis Ann Middle School,503060.0,503060.0,4500400200000.0,50306000160,668.0,05-06,2.0,663,Four Quarter ADA,7251.9535,1253.9121,8505.865234375,4810627.3119,831790.1659,5642417.5,8520.165011,0,0,1,1,1,0,0
AR,2018-2019,401000,401003,BENTONVILLE SCHOOL DISTRICT,Bentonville High School,503060.0,503060.0,4500400200000.0,50306000073,3062.0,09-12,4.0,3026,Four Quarter ADA,9755.5629,1226.2643,10981.8271484375,29528776.9836,3711737.0476,33240514,10922.8037,0,0,1,1,1,0,0
AR,2018-2019,401000,401019,BENTONVILLE SCHOOL DISTRICT,Bentonville West High School,503060.0,503060.0,4500400200000.0,50306001618,1980.0,09-12,4.0,1960,Four Quarter ADA,8138.0398,1236.1466,9374.1865234375,15955405.0014,2423583.5339,18378988,9362.771801,0,0,1,1,1,0,0
AR,2018-2019,401000,401017,BENTONVILLE SCHOOL DISTRICT,Bright Field Middle School,503060.0,503060.0,4500400200000.0,50306001544,536.0,05-06,2.0,541,Four Quarter ADA,7856.3836,884.5293,8740.9130859375,4253636.5106,478905.6166,4732542,8748.252147,0,0,1,1,1,0,0
AR,2018-2019,401000,401014,BENTONVILLE SCHOOL DISTRICT,Centerton Gamble Elementary,503060.0,503060.0,4500400200000.0,50306001199,640.0,KG-04,2.0,644,Four Quarter ADA,7950.4349,1330.1673,9280.6025390625,5125139.4339,857474.2325,5982613.5,9271.959216,0,0,1,1,1,0,0
AR,2018-2019,401000,401012,BENTONVILLE SCHOOL DISTRICT,Central Park At Morning Star,503060.0,503060.0,4500400200000.0,50306001080,900.0,KG-04,2.0,904,Four Quarter ADA,7090.5555,1128.4203,8218.9755859375,6415787.6329,1021034.9158,7436822.5,8241.771324,0,0,1,1,1,0,0
AR,2018-2019,401000,401015,BENTONVILLE SCHOOL DISTRICT,Cooper Elementary School,503060.0,503060.0,4500400200000.0,50306001462,576.0,KG-04,2.0,580,Four Quarter ADA,8107.4452,1481.3563,9588.8017578125,4707111.4337,860062.4407,5567174,9571.031412,0,0,1,1,1,0,0
AR,2018-2019,401000,401021,BENTONVILLE SCHOOL DISTRICT,Creekside Middle School,503060.0,503060.0,4500400200000.0,50306001648,508.0,05-06,2.0,514,Four Quarter ADA,8601.0766,1926.4769,10527.5537109375,4422908.1823,990646.9383,5413555,10481.98313,0,0,1,1,1,0,0
AR,2018-2019,401000,401009,BENTONVILLE SCHOOL DISTRICT,Elm Tree Elementary School,503060.0,503060.0,4500400200000.0,50306000165,730.0,KG-04,2.0,728,Four Quarter ADA,7638.8882,1074.776,8713.6640625,5566485.5916,783193.1579,6349678.5,8721.810077,0,0,1,1,1,0,0
AR,2018-2019,401000,401022,BENTONVILLE SCHOOL DISTRICT,EVENING STAR ELEMENTARY SCHOOL,503060.0,503060.0,4500400200000.0,50306001684,,KG-04,2.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,0
AR,2018-2019,401000,401018,BENTONVILLE SCHOOL DISTRICT,J. William Fulbright Junior High School,503060.0,503060.0,4500400200000.0,50306001571,940.0,07-08,3.0,940,Four Quarter ADA,8513.2689,1132.2476,9645.5166015625,8003698.1166,1064475.6855,9068174,9626.0667,0,0,1,1,1,0,0
AR,2018-2019,401000,401010,BENTONVILLE SCHOOL DISTRICT,Lincoln Junior High School,503060.0,503060.0,4500400200000.0,50306000789,826.0,07-08,3.0,823,Four Quarter ADA,9201.7984,1903.0914,11104.8896484375,7576797.0484,1567012.9948,9143810,11042.22182,0,0,1,1,1,0,0
AR,2018-2019,401000,401011,BENTONVILLE SCHOOL DISTRICT,Mary Mae Jones Elem. School,503060.0,503060.0,4500400200000.0,50306000879,657.0,KG-04,2.0,649,Four Quarter ADA,8206.3749,1472.7279,9679.1025390625,5330910.899,956692.9659,6287604,9658.658022,0,0,1,1,1,0,0
AR,2018-2019,401000,401005,BENTONVILLE SCHOOL DISTRICT,Old High Middle School,503060.0,503060.0,4500400200000.0,50306001229,616.0,05-06,2.0,616,Four Quarter ADA,7988.8819,1696.2248,9685.1064453125,4925645.0192,1045828.6039,5971473.5,9664.484128,0,0,1,1,1,0,0
AR,2018-2019,401000,401020,BENTONVILLE SCHOOL DISTRICT,Osage Creek Elementary School,503060.0,503060.0,4500400200000.0,50306001649,528.0,KG-04,2.0,540,Four Quarter ADA,8215.8074,1763.2935,9979.1005859375,4438216.5209,952539.1441,5390755.5,9949.771915,0,0,1,1,1,0,0
AR,2018-2019,401000,401004,BENTONVILLE SCHOOL DISTRICT,R.E. Baker Elementary School,503060.0,503060.0,4500400200000.0,50306000075,513.0,KG-04,2.0,512,Four Quarter ADA,8386.8765,1784.6548,10171.53125,4294332.3845,913796.8126,5208129,10136.50393,0,0,1,1,1,0,0
AR,2018-2019,401000,401013,BENTONVILLE SCHOOL DISTRICT,Ruth Barker Middle School,503060.0,503060.0,4500400200000.0,50306001139,496.0,05-06,2.0,489,Four Quarter ADA,8544.5683,1788.066,10332.634765625,4181694.8997,875075.9799,5056771,10292.83652,0,0,1,1,1,0,0
