state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AZ,enrollmetric,pp_stloc_raw_AZ,pp_fed_raw_AZ,pp_total_raw_AZ,schoolstloc_raw_AZ,schoolfed_raw_AZ,schooltot_raw_AZ,pp_total_norm_NERDS,pppersonnel_raw_AZ,ppnonpersonnel_raw_AZ,ppperfed_raw_AZ,ppperstloc_raw_AZ,ppnonperfed_raw_AZ,ppnonperstloc_raw_AZ,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AZ,2018-2019,4413,87470,Vail Unified District,Corona Foothills Middle School,408850.0,408850.0,3501001900000.0,40885002551.0,550.0,06-08,3.0,550,October Count Day,7641.1690442401,274.012754362291,7915.1817986024,4202642.97433205,150707.01489926,4353349.98923132,7739.46,6904.10422161955,1011.07757698284,179.384704259592,6724.71951735996,94.6280501026992,916.449526880145,1,1,1,1,0,0,0
AZ,2018-2019,4413,79719,Vail Unified District,Cottonwood Elementary School-Vail Unified District,408850.0,408850.0,3501001900000.0,40885002193.0,617.0,KG-06,2.0,617,October Count Day,7765.16916445059,596.282626370835,8361.45179082144,4791109.37446601,367906.380470805,5159015.75493682,8185.73,7313.4885337052,1047.96325711622,508.109627042209,6805.378906663,88.1729993286267,959.790257787598,1,1,1,1,0,0,0
AZ,2018-2019,4413,79720,Vail Unified District,Desert Sky Middle School-Vail Unified District,408850.0,408850.0,3501001900000.0,40885002194.0,683.0,06-08,3.0,683,October Count Day,7783.47597787267,295.719268799822,8079.19524667249,5316114.09288703,201976.260590278,5518090.35347731,7903.47,7030.78013043534,1048.41511623715,220.035494557794,6810.74463587755,75.6837742420288,972.731341995122,1,1,1,1,0,0,0
AZ,2018-2019,4413,5851,Vail Unified District,Desert Willow Elementary School-Vail Unified District,408850.0,408850.0,3501001900000.0,40885001003.0,821.0,KG-05,2.0,821,October Count Day,7431.45931740989,824.544298540815,8256.00361595071,6101228.09959351,676950.869102009,6778178.96869553,8080.28,7220.31269571297,1035.69092023773,661.139319656974,6559.173376056,163.404978883842,872.28594135389,1,1,1,1,0,0,0
AZ,2018-2019,4413,87875,Vail Unified District,Empire High School,408850.0,408850.0,3501001900000.0,40885002552.0,833.0,09-12,4.0,833,October Count Day,8432.65548058582,325.534934025351,8758.19041461117,7024402.01532798,271170.600043118,7295572.6153711,8582.47,7486.41118996352,1271.77922464764,245.069722948505,7241.34146701502,80.4652110768468,1191.3140135708,1,1,1,1,0,0,0
AZ,2018-2019,4413,92376,Vail Unified District,Esmond Station School,408850.0,408850.0,3501001900000.0,40885003432.0,668.0,PK-08,3.0,668,October Count Day,7122.44296992524,351.192721829998,7473.63569175525,4757791.90391006,234596.738182439,4992388.6420925,7297.91,6402.30158537199,1071.33410638324,273.274194965843,6129.02739040615,77.9185268641555,993.415579519094,1,1,1,1,0,0,0
AZ,2018-2019,4413,91169,Vail Unified District,Mesquite Elementary School-Vail Unified District,408850.0,408850.0,3501001900000.0,40885001954.0,622.0,KG-05,2.0,622,October Count Day,8097.49661922561,361.75819305867,8459.25481228428,5036642.89715832,225013.596082493,5261656.49324082,8283.53,7428.98722610855,1030.26758617572,286.074418816642,7142.91280729191,75.6837742420288,954.5838119337,1,1,1,1,0,0,0
AZ,2018-2019,4413,89575,Vail Unified District,Ocotillo Ridge Elementary,408850.0,408850.0,3501001900000.0,40885002765.0,858.0,PK-05,2.0,858,October Count Day,6384.18245384714,268.499227211495,6652.68168105864,5477628.54540085,230372.336947462,5708000.88234831,6476.96,5659.50695183039,993.174729228248,185.447597292415,5474.05935453798,83.0516299190803,910.123099309168,1,1,1,1,0,0,0
AZ,2018-2019,4413,5850,Vail Unified District,Old Vail Middle School,408850.0,408850.0,3501001900000.0,40885000909.0,768.0,06-08,3.0,768,October Count Day,7503.23508542061,308.33084597849,7811.5659313991,5762484.54560302,236798.08971148,5999282.6353145,7635.84,6704.68042093504,1106.88551046405,219.780709727834,6484.89971120721,88.550136250656,1018.3353742134,1,1,1,1,0,0,0
AZ,2018-2019,4413,84665,Vail Unified District,Pantano High School,408850.0,408850.0,3501001900000.0,40885003175.0,134.0,09-12,4.0,134,October Count Day,9613.06473793671,255.06847850162,9868.13321643833,1288150.67488351,34179.1761192171,1322329.85100273,9692.41,8830.35793283393,1037.7752836044,179.384704259592,8650.97322857434,75.6837742420288,962.091509362375,1,1,1,1,0,0,0
AZ,2018-2019,4413,90156,Vail Unified District,Rincon Vista Middle School,408850.0,408850.0,3501001900000.0,40885002991.0,715.0,06-08,3.0,715,October Count Day,7020.43765382021,261.347770374973,7281.78542419519,5019612.92248145,186863.655818106,5206476.57829956,7106.06,6239.10373618225,1042.68168801293,185.663996132945,6053.43974004931,75.6837742420288,966.997913770905,1,1,1,1,0,0,0
AZ,2018-2019,4413,89749,Vail Unified District,Senita Valley Elementary School,408850.0,408850.0,3501001900000.0,40885002798.0,698.0,PK-08,3.0,698,October Count Day,7735.791816662,268.332734705979,8004.12455136799,5399582.68803008,187296.248824774,5586878.93685485,7828.4,7019.95515060593,984.169400762057,181.10839520056,6838.84675540537,87.2243395054199,896.945061256637,1,1,1,1,0,0,0
AZ,2018-2019,4413,80871,Vail Unified District,Sycamore Elementary School,408850.0,408850.0,3501001900000.0,40885003083.0,639.0,KG-05,2.0,639,October Count Day,7545.65705509482,920.753017711307,8466.41007280613,4821674.85820559,588361.178317525,5410036.03652311,8290.69,7399.8814503257,1066.52862248042,767.586481300175,6632.29496902553,153.166536411132,913.362086069294,1,1,1,1,0,0,0
AZ,2018-2019,4413,10855,Vail Unified District,Vail Academy & High School,408850.0,408850.0,3501001900000.0,40885001955.0,466.0,KG-12,4.0,466,October Count Day,7761.83558426699,271.170780197988,8033.00636446498,3617015.38226841,126365.583572262,3743380.96584068,7857.28,6902.3853141744,1130.62105029057,194.119600524957,6708.26571364945,77.051179673031,1053.56987061754,1,1,1,1,0,0,0
AZ,2018-2019,4413,90845,Vail Unified District,Vail Innovation Center,408850.0,408850.0,3501001900000.0,40885003214.0,162.0,KG-12,4.0,162,October Count Day,7891.47086036367,299.731701003643,8191.20256136731,1278418.27937891,48556.5355625902,1326974.8149415,8015.48,7169.45683012476,1021.74573124255,224.047926761615,6945.40890336315,75.6837742420288,946.061957000522,1,1,1,1,0,0,0
AZ,2018-2019,4380,5591,Valentine Elementary District,Valentine Elementary School,408880.0,408880.0,3500801500000.0,40888000910.0,92.0,PK-08,3.0,92,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1,0,1,1
AZ,2018-2019,79397,79625,Valley Academy for Career and Technology Education,VACTE - Camp Verde Unified School District,400341.0,400341.0,3501310100000.0,40034102248.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,79397,79628,Valley Academy for Career and Technology Education,VACTE - Clarkdale Jerome School District,400341.0,400341.0,3501310100000.0,40034102858.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,79397,79627,Valley Academy for Career and Technology Education,VACTE - Cottonwood-Oak Creek Unified School District,400341.0,400341.0,3501310100000.0,40034102853.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,79397,79398,Valley Academy for Career and Technology Education,VACTE - Mingus Union High School,400341.0,400341.0,3501310100000.0,40034102243.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,79397,79626,Valley Academy for Career and Technology Education,VACTE - Sedona-Oak Creek Joint Unified School District,400341.0,400341.0,3501310100000.0,40034102249.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,79397,88061,Valley Academy for Career and Technology Education,VACTE - Valley Academy for Career and Technology Education,400341.0,400341.0,3501310100000.0,40034102565.0,22.0,09-12,4.0,22,October Count Day,4917.14973828136,0,4917.14973828137,108177.29424219,0,108177.29424219,,1732.96179902353,3184.18793925784,0,1732.96179902353,0,3184.18793925784,1,1,1,1,0,1,1
AZ,2018-2019,79397,1000154,Valley Academy for Career and Technology Education,VACTE - Yavapai College Sedona Center,400341.0,400341.0,3501310100000.0,40034103622.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,79957,79958,"Valley of the Sun Waldorf Education Association, dba Desert Marigold School",Desert Marigold School,400366.0,400366.0,,40036602302.0,337.0,KG-12,4.0,337,October Count Day,10910.1884940462,135.638002217806,11045.826496264,3676733.52249357,45710.0067474006,3722443.52924096,,7487.79713708309,3558.02935918094,135.638002217806,7352.15913486529,0,3558.02935918094,1,1,1,1,0,1,1
AZ,2018-2019,4190,4800,Valley Union High School District,Valley Union High School,408910.0,408910.0,3500201800000.0,40891000911.0,127.0,09-12,4.0,127,October Count Day,14944.7021817368,1400.57755971973,16345.2797414566,1897977.17708057,177873.350084406,2075850.52716498,14984.25,10441.9511597209,5903.32858173559,368.944812384235,10073.0063473367,1031.6327473355,4871.6958344001,1,1,1,1,0,0,0
AZ,2018-2019,90317,90318,"Vector School District, Inc.",Vector Prep and Arts Academy,400792.0,400792.0,,40079202970.0,215.0,KG-06,2.0,215,October Count Day,10636.7624804235,1081.35261029512,11718.1150907187,2286903.93329106,232490.811213451,2519394.74450452,,5226.97335035771,6491.14174036099,865.805994669172,4361.16735568854,215.546615625952,6275.59512473504,1,1,1,1,0,1,1
AZ,2018-2019,80992,80994,Veritas Preparatory Academy,Great Hearts Academies - Veritas Prep,400655.0,400655.0,,40065503096.0,744.0,06-12,4.0,744,October Count Day,9419.40572377521,101.186891552487,9520.5926153277,7008037.85848875,75283.0473150503,7083320.9058038,9220.83,5816.3932182905,3704.19939703719,101.186891552487,5715.20632673802,0,3704.19939703719,1,1,1,1,0,0,0
AZ,2018-2019,4162,4744,Vernon Elementary District,Vernon Elementary School,400022.0,400022.0,3500140200000.0,40002201354.0,107.0,KG-08,3.0,107,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1,0,1,1
AZ,2018-2019,92985,829726,Victory Collegiate Academy Corporation,Victory Collegiate Academy,400968.0,400968.0,,40096803562.0,304.0,KG-08,3.0,304,October Count Day,6491.9404871318,2193.81097947276,8685.75146660456,1973549.90808806,666918.537759721,2640468.44584778,8615.13,4215.36540303226,4470.38606357229,555.021497321478,3660.34390571079,1638.78948215129,2831.59658142101,1,1,1,1,0,0,0
AZ,2018-2019,4358,78822,"Victory High School, Inc.",Victory High School - Campus,400067.0,400067.0,,40006701901.0,28.0,09-12,4.0,28,October Count Day,7101.36565791697,615.886983767047,7717.25264168402,198838.238421675,17244.8355454773,216083.073967152,8214.29,4797.68744013125,2919.56520155276,305.098588060355,4492.5888520709,310.788395706693,2608.77680584607,1,1,1,1,0,0,0
AZ,2018-2019,4339,5513,Villa Montessori Charter School,Villa Montessori - Phoenix Campus,400054.0,400054.0,,40005400756.0,495.0,KG-08,3.0,495,October Count Day,12517.8973104496,636.798002147362,13154.6953125971,6196359.16867259,315215.011062944,6511574.17973556,12292.93,9876.97048698443,3277.72482561262,636.798002147362,9240.17248483707,0,3277.72482561262,1,1,1,1,0,0,0
AZ,2018-2019,4430,5871,"Vision Charter School, Inc.",Vision Charter School,400160.0,400160.0,,40016001779.0,30.0,09-12,4.0,30,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1,0,1,1
AZ,2018-2019,79907,80385,Vista Charter School,Midtown High School,400391.0,400391.0,,40039103074.0,12.0,09-12,4.0,12,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1,0,1,1
AZ,2018-2019,91948,551692,"Vista College Preparatory, Inc.",Vista College Prep - Maryvale,400887.0,400887.0,,40088703561.0,122.0,KG-05,2.0,122,October Count Day,8468.33592138077,3434.62161195118,11902.957533332,1033136.98240845,419023.836658044,1452160.8190665,,6426.4743903624,5476.48314296955,954.625725838844,5471.84866452356,2479.99588611234,2996.48725685721,1,1,1,1,0,0,1
AZ,2018-2019,91948,425015,"Vista College Preparatory, Inc.",Vista College Prep - Middle School,400887.0,400887.0,,40088703611.0,,06-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,91948,92177,"Vista College Preparatory, Inc.",Vista College Preparatory,400887.0,400887.0,,40088703415.0,365.0,KG-05,2.0,365,October Count Day,8740.16045684895,2382.80515650958,11122.9656133585,3190158.56674986,869723.882125996,4059882.44887585,,6980.25644262956,4142.70917072897,1037.49725398461,5942.75918864495,1345.30790252497,2797.401268204,1,1,1,1,0,0,1
AZ,2018-2019,4260,5274,Washington Elementary School District,Abraham Lincoln Traditional School,409060.0,409060.0,3500705000000.0,40906000652.0,610.0,PK-08,3.0,610,October Count Day,8693.39154990531,316.532501010406,9009.92405091571,5302968.84544224,193084.825616347,5496053.67105858,8324.26,6735.75087676622,2274.17317414949,214.875547892165,6520.87532887406,101.656953118241,2172.51622103125,1,1,1,1,0,0,0
AZ,2018-2019,4260,5244,Washington Elementary School District,Acacia Elementary School-Washington Elementary School District,409060.0,409060.0,3500705000000.0,40906000915.0,865.0,KG-06,2.0,865,October Count Day,7018.18155450884,764.595672550702,7782.77722705954,6070727.04465014,661375.256756357,6732102.3014065,7097.11,6066.12785726796,1716.64936979158,663.829064580241,5402.29879268772,100.766607970461,1615.88276182112,1,1,1,1,0,0,0
AZ,2018-2019,4260,5245,Washington Elementary School District,Alta Vista Elementary School,409060.0,409060.0,3500705000000.0,40906000916.0,701.0,KG-06,2.0,701,October Count Day,7941.32840311531,837.236771153482,8778.5651742688,5566871.21058383,586902.97657859,6153774.18716242,8092.9,7028.2474643889,1750.31770987988,674.906352868728,6353.34111152018,162.330418284754,1587.98729159513,1,1,1,1,0,0,0
AZ,2018-2019,4260,5246,Washington Elementary School District,Arroyo Elementary School,409060.0,409060.0,3500705000000.0,40906000917.0,568.0,KG-08,3.0,568,October Count Day,8886.48317943427,1212.57916993461,10099.0623493689,5047522.44591866,688744.96852286,5736267.41444153,9413.4,8244.56142046417,1854.50092890471,1093.96534373323,7150.59607673094,118.613826201384,1735.88710270333,1,1,1,1,0,0,0
AZ,2018-2019,4260,5247,Washington Elementary School District,Cactus Wren Elementary School,409060.0,409060.0,3500705000000.0,40906000919.0,434.0,KG-06,2.0,434,October Count Day,10824.659485281,1389.02838206131,12213.6878673424,4697902.21661197,602838.317814608,5300740.5344266,11528.02,10228.001701092,1985.68616625032,1258.81202770802,8969.18967338403,130.21635435329,1855.46981189703,1,1,1,1,0,0,0
AZ,2018-2019,4260,5248,Washington Elementary School District,Chaparral Elementary School-Washington Elementary School District,409060.0,409060.0,3500705000000.0,40906000920.0,521.0,PK-06,2.0,521,October Count Day,9973.88472142157,1423.78573126201,11397.6704526836,5196393.93986063,741792.36598751,5938186.30584815,10712.01,9286.91568722968,2110.7547654539,1200.37909114153,8086.53659608815,223.406640120487,1887.34812533342,1,1,1,1,0,0,0
AZ,2018-2019,4260,5249,Washington Elementary School District,Cholla Middle School,409060.0,409060.0,3500705000000.0,40906000921.0,689.0,06-08,3.0,689,October Count Day,8220.23589828373,880.421154163426,9100.65705244716,5663742.53391749,606610.1752186,6270352.70913609,8414.99,6974.54331170816,2126.11374073899,756.260131789345,6218.28317991882,124.161022374081,2001.95271836491,1,1,1,1,0,0,0
AZ,2018-2019,4260,5250,Washington Elementary School District,Desert Foothills Middle School,409060.0,409060.0,3500705000000.0,40906000922.0,703.0,07-08,3.0,703,October Count Day,7396.27285334999,1287.42936140269,8683.7022147527,5199579.81590504,905062.841066091,6104642.65697114,7998.04,6734.52847507505,1949.17373967763,1125.73029692616,5608.79817814889,161.69906447653,1787.47467520111,1,1,1,1,0,0,0
AZ,2018-2019,4260,5251,Washington Elementary School District,Desert View Elementary School,409060.0,409060.0,3500705000000.0,40906000923.0,410.0,PK-05,2.0,410,October Count Day,11855.0205812031,1287.94257929729,13142.9631605005,4860558.4382933,528056.457511891,5388614.8958052,12457.3,11096.1804917964,2046.78266870403,1191.85671093992,9904.32378085651,96.0858683573756,1950.69680034666,1,1,1,1,0,0,0
AZ,2018-2019,4260,5252,Washington Elementary School District,Ironwood Elementary School-Washington Elementary School District,409060.0,409060.0,3500705000000.0,40906000926.0,465.0,PK-06,2.0,465,October Count Day,9911.04476045344,1317.76081845054,11228.805578904,4608635.81361085,612758.780579504,5221394.59419036,10543.14,9255.92568907156,1972.87988983242,1214.87208061256,8041.053608459,102.888737837987,1869.99115199444,1,1,1,1,0,0,0
AZ,2018-2019,4260,5253,Washington Elementary School District,John Jacobs Elementary School,409060.0,409060.0,3500705000000.0,40906001116.0,591.0,KG-06,2.0,591,October Count Day,8536.03772593531,1244.79869514278,9780.8364210781,5044798.29602777,735676.028829387,5780474.32485715,9095.17,7906.65637932397,1874.18004175413,1111.64049093288,6795.01588839109,133.158204209907,1741.02183754423,1,1,1,1,0,0,0
AZ,2018-2019,4260,5254,Washington Elementary School District,Lakeview Elementary School,409060.0,409060.0,3500705000000.0,40906000927.0,537.0,KG-06,2.0,537,October Count Day,7561.15555755493,1034.40634943257,8595.5619069875,4060340.53440699,555476.209645291,4615816.74405228,7909.9,6848.89605364465,1746.66585334284,924.870799163447,5924.02525448121,109.535550269126,1637.13030307372,1,1,1,1,0,0,0
AZ,2018-2019,4260,5255,Washington Elementary School District,Lookout Mountain School,409060.0,409060.0,3500705000000.0,40906000928.0,1027.0,PK-06,2.0,1027,October Count Day,8001.53901639547,380.74453794029,8382.28355433576,8217580.56983814,391024.640464678,8608605.21030282,7696.62,6614.52763694516,1767.7559173906,304.78157100941,6309.74606593575,75.9629669308803,1691.79295045972,1,1,1,1,0,0,0
AZ,2018-2019,4260,5256,Washington Elementary School District,Manzanita Elementary School,409060.0,409060.0,3500705000000.0,40906000929.0,703.0,PK-06,2.0,703,October Count Day,8673.25074493831,1107.17980319096,9780.43054812928,6097295.27369163,778347.401643247,6875642.67533488,9094.77,8027.34475923753,1753.08578889174,988.73131601019,7038.61344322734,118.448487180774,1634.63730171097,1,1,1,1,0,0,0
AZ,2018-2019,4260,5257,Washington Elementary School District,Maryland Elementary School,409060.0,409060.0,3500705000000.0,40906000930.0,834.0,PK-08,3.0,834,October Count Day,8216.2893595392,867.701339612317,9083.99069915151,6852385.32585569,723662.917236672,7576048.24309236,8398.33,7266.49005998503,1817.50063916648,733.349099340277,6533.14096064476,134.35224027204,1683.14839889444,1,1,1,1,0,0,0
AZ,2018-2019,4260,5258,Washington Elementary School District,Moon Mountain School,409060.0,409060.0,3500705000000.0,40906000931.0,624.0,PK-06,2.0,624,October Count Day,9257.16770438991,1093.15270974597,10350.3204141359,5776472.6475393,682127.290881487,6458599.9384208,9664.66,8368.68087777126,1981.63953636461,976.153210736859,7392.52766703441,116.999499009114,1864.6400373555,1,1,1,1,0,0,0
AZ,2018-2019,4260,5259,Washington Elementary School District,Mountain Sky Middle School,409060.0,409060.0,3500705000000.0,40906001272.0,789.0,07-08,3.0,789,October Count Day,7544.16619935105,425.056467675039,7969.22266702609,5952347.13128797,335369.552995605,6287716.68428358,7283.56,6228.90840161372,1740.31426541236,328.583445748145,5900.32495586558,96.4730219268941,1643.84124348547,1,1,1,1,0,0,0
AZ,2018-2019,4260,5260,Washington Elementary School District,Mountain View Elementary School-Washington Elementary School District,409060.0,409060.0,3500705000000.0,40906000932.0,1376.0,PK-08,3.0,1376,October Count Day,8206.85721367642,827.515197612704,9034.37241128912,11292635.5260187,1138660.91191508,12431296.4379338,8348.71,7079.75310290268,1954.61930838643,724.334489049719,6355.41861385297,103.180708562986,1851.43859982345,1,1,1,1,0,0,0
AZ,2018-2019,4260,5261,Washington Elementary School District,Ocotillo School,409060.0,409060.0,3500705000000.0,40906000933.0,755.0,KG-06,2.0,755,October Count Day,7948.2398849535,712.317587576408,8660.55747252992,6000921.11313989,537799.778620188,6538720.89176008,7974.89,6736.00073570493,1924.55673682498,603.960928603343,6132.03980710159,108.356658973065,1816.20007785192,1,1,1,1,0,0,0
AZ,2018-2019,4260,5262,Washington Elementary School District,Orangewood School,409060.0,409060.0,3500705000000.0,40906000934.0,973.0,KG-08,3.0,973,October Count Day,7274.32720338852,882.583474140327,8156.91067752885,7077920.36889703,858753.720338538,7936674.08923557,7471.25,6360.21119166769,1796.69948586115,718.335843546022,5641.87534812167,164.247630594305,1632.45185526685,1,1,1,1,0,0,0
AZ,2018-2019,4260,5263,Washington Elementary School District,Palo Verde Middle School,409060.0,409060.0,3500705000000.0,40906000935.0,1060.0,07-08,3.0,1060,October Count Day,7424.04876091085,821.46962946855,8245.5183903794,7869491.6865655,870757.807236664,8740249.49380216,7559.86,6482.555425461,1762.9629649184,676.03586696446,5806.51955849654,145.433762504091,1617.52920241431,1,1,1,1,0,0,0
AZ,2018-2019,4260,5264,Washington Elementary School District,Richard E Miller School,409060.0,409060.0,3500705000000.0,40906000936.0,568.0,KG-05,2.0,568,October Count Day,8151.95453138098,946.512190302987,9098.46672168398,4630310.1738244,537618.924092096,5167929.0979165,8412.8,7325.12445661825,1773.34226506571,800.12972938403,6524.99472723423,146.382460918957,1626.95980414676,1,1,1,1,0,0,0
AZ,2018-2019,4260,5265,Washington Elementary School District,Roadrunner Elementary School-Washington Elementary School District,409060.0,409060.0,3500705000000.0,40906000937.0,812.0,PK-06,2.0,812,October Count Day,7162.9879194888,757.389270769906,7920.37719025871,5816346.1906249,615000.087865163,6431346.27849007,7234.71,6183.74436197375,1736.63282828495,592.255510731751,5591.488851242,165.133760038155,1571.4990682468,1,1,1,1,0,0,0
AZ,2018-2019,4260,5266,Washington Elementary School District,Royal Palm Middle School,409060.0,409060.0,3500705000000.0,40906000938.0,695.0,05-08,3.0,695,October Count Day,7976.49275667155,1438.35964615413,9414.85240282569,5543662.46588672,999659.954077123,6543322.41996385,8729.19,7474.63797841112,1940.21442441456,1285.06647819512,6189.571500216,153.293167959015,1786.92125645555,1,1,1,1,0,0,0
AZ,2018-2019,4260,5267,Washington Elementary School District,Sahuaro School,409060.0,409060.0,3500705000000.0,40906000939.0,524.0,PK-06,2.0,524,October Count Day,9102.2353535278,900.722239219783,10002.9575927476,4769571.32524857,471978.453351166,5241549.77859974,9317.29,8150.2289073982,1852.72868534939,809.696093882321,7340.53281351588,91.026145337462,1761.70254001193,1,1,1,1,0,0,0
AZ,2018-2019,4260,5268,Washington Elementary School District,Shaw Butte School,409060.0,409060.0,3500705000000.0,40906000941.0,895.0,PK-06,2.0,895,October Count Day,8163.02183805375,929.810510958146,9092.83234901191,7305904.54505811,832180.40730754,8138084.95236565,8407.17,7194.80247094002,1898.02987807187,739.201299917029,6455.601171023,190.609211041117,1707.42066703076,1,1,1,1,0,0,0
AZ,2018-2019,4260,5269,Washington Elementary School District,Sunburst School,409060.0,409060.0,3500705000000.0,40906000942.0,698.0,PK-06,2.0,698,October Count Day,7756.87429708501,548.102894633163,8304.97719171818,5414298.25936533,382575.820453947,5796874.07981929,7619.31,6581.59115605037,1723.3860356678,445.92977652525,6135.66137952512,102.173118107913,1621.21291755989,1,1,1,1,0,0,0
AZ,2018-2019,4260,5271,Washington Elementary School District,Sunnyslope Elementary School,409060.0,409060.0,3500705000000.0,40906000944.0,753.0,KG-08,3.0,753,October Count Day,7814.54972519282,794.444563905722,8608.99428909855,5884355.94307019,598216.756621008,6482572.6996912,7923.33,6574.72506724722,2034.26922185131,588.096068855118,5986.62899839211,206.348495050604,1827.92072680071,1,1,1,1,0,0,0
AZ,2018-2019,4260,5272,Washington Elementary School District,Sunset School-Washington Elementary School District,409060.0,409060.0,3500705000000.0,40906000945.0,589.0,PK-06,2.0,589,October Count Day,8370.53612022749,1402.64929829803,9773.18541852551,4930245.77481399,826160.43669754,5756406.21151152,9087.52,7961.04764863726,1812.13776988826,1236.30632982075,6724.74131881651,166.342968477281,1645.79480141098,1,1,1,1,0,0,0
AZ,2018-2019,4260,5270,Washington Elementary School District,Sweetwater School,409060.0,409060.0,3500705000000.0,40906001117.0,529.0,KG-08,3.0,529,October Count Day,13988.8837379504,712.957929816469,14701.8416677669,7400119.49737576,377154.744872912,7777274.24224869,14016.18,12415.5151897395,2286.32647802733,556.245712605548,11859.269477134,156.712217210922,2129.61426081641,1,1,1,1,0,0,0
AZ,2018-2019,4260,5273,Washington Elementary School District,Tumbleweed Elementary School,409060.0,409060.0,3500705000000.0,40906000946.0,495.0,PK-06,2.0,495,October Count Day,9270.93405767756,951.492623237794,10222.4266809154,4589112.35855039,470988.848502708,5060101.20705312,9536.76,8244.82764985885,1977.59903105649,789.574531274087,7455.25311858477,161.918091963707,1815.68093909279,1,1,1,1,0,0,0
AZ,2018-2019,4260,5275,Washington Elementary School District,Washington Elementary School-Washington Elementary School District,409060.0,409060.0,3500705000000.0,40906000947.0,889.0,PK-06,2.0,889,October Count Day,8308.95961402878,1075.43585503472,9384.3954690635,7386665.09687158,956062.475125873,8342727.57199745,8698.73,7324.3050734852,2060.0903955783,936.396516151394,6387.90855733381,139.039338883334,1921.05105669497,1,1,1,1,0,0,0
AZ,2018-2019,4504,6182,Wellton Elementary District,Wellton Elementary School,409090.0,409090.0,3501401400000.0,40909000948.0,193.0,PK-08,3.0,193,October Count Day,9327.76505438653,1320.12075272244,10647.885807109,1800258.6554966,254783.305275431,2055041.96077203,9766.84,8365.10708719454,2282.77871991443,934.198409383501,7430.90867781104,385.922343338941,1896.85637657549,1,1,1,1,0,0,0
AZ,2018-2019,4512,6200,Wenden Elementary District,Wenden Elementary School,409120.0,409120.0,3501500600000.0,40912000949.0,111.0,PK-08,3.0,111,October Count Day,13530.7549770859,1483.31508177661,15014.0700588626,1501913.80245653,164647.974077204,1666561.77653374,13851.7,13345.3302819002,1668.73977696228,1316.53080076363,12028.7994811366,166.784281012986,1501.9554959493,1,1,1,1,0,0,0
AZ,2018-2019,79497,79508,"West Gilbert Charter Elementary School, Inc.",Imagine West Gilbert Elementary,400279.0,400279.0,,40027902170.0,187.0,KG-05,2.0,187,October Count Day,13953.1743509569,1081.51756634753,15034.6919173045,2609243.60362895,202243.784906988,2811487.38853594,,10165.4656562882,4869.22626101628,1042.49594429425,9122.96971199396,39.0216220532838,4830.204638963,1,1,1,1,0,1,1
AZ,2018-2019,79990,79991,"West Gilbert Charter Middle School, Inc.",Imagine West Gilbert Middle,400377.0,400377.0,,40037702314.0,63.0,06-08,3.0,63,October Count Day,11189.7604551198,1151.12619654528,12340.8866516651,704954.908672551,72520.9503823526,777475.859054901,13650.79,8225.64850989591,4115.23814176923,1100.4659224779,7125.18258741801,50.6602740673803,4064.57786770185,1,1,1,1,0,0,0
AZ,2018-2019,90036,90037,"West Valley Arts and Technology Academy, Inc.",Riverbend Prep,400786.0,400786.0,,40078602885.0,337.0,KG-08,3.0,338,October Count Day,8980.73973524028,728.129223103901,9708.86895834418,3035490.03051121,246107.677409118,3281597.70792033,,5982.23911945933,3726.62983888484,469.259804998047,5512.97931446129,258.869418105854,3467.76042077899,1,1,1,1,0,1,1
