state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_KY,enrollmetric,pp_stloc_raw_KY,pp_fed_raw_KY,pp_total_raw_KY,schoolstloc_raw_KY,schoolfed_raw_KY,schooltot_raw_KY,pp_total_norm_NERDS,pp_total_operational_KY,ppperstloc_raw_KY,ppperfed_raw_KY,ppnonperstloc_raw_KY,ppnonperfed_raw_KY,pppersonnel_raw_KY,ppnonpersonnel_raw_KY,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
KY,2018-2019,27131,15,Clinton County,Albany Elementary School,2101260,2101260,18502700200000.0,210126000257,485.0,KG-04,2.0,490,October Count Day,10817,1321,12944,5300330,647290,6342560,10971.4888910148,12138,8803,1067,2014,254,9870,2268,1,0,1,0,0,1,0
KY,2018-2019,27131,20,Clinton County,Clinton County Early Childhood Center,2101260,2101260,18502700200000.0,210126002228,249.0,PK-01,1.0,123,October Count Day,8935,918,10612,1099005,112914,1305276,8686.48889101489,9853,7049,786,1886,131,7835,2017,1,0,1,0,0,1,0
KY,2018-2019,27131,50,Clinton County,Clinton County High School,2101260,2101260,18502700200000.0,210126000259,485.0,09-12,4.0,466,October Count Day,10827,1229,12952,5045382,572714,6035632,10889.4888910148,12056,8540,974,2288,255,9514,2543,1,0,1,0,0,1,0
KY,2018-2019,27131,45,Clinton County,Clinton County Middle School,2101260,2101260,18502700200000.0,210126000444,509.0,05-08,3.0,497,October Count Day,9524,1127,11456,4733428,560119,5693632,9484.48889101489,10651,7673,894,1851,233,8567,2084,1,0,1,0,0,1,0
KY,2018-2019,27131,16,Clinton County,Foothills Academy,2101260,2101260,18502700200000.0,210126002162,76.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,14132,10,Cloverport Independent,Frederick Fraize High School,2101290,2101290,18501400200000.0,210129000261,121.0,09-12,4.0,122,October Count Day,11204,628,13156,1366888,76616,1605032,,11832,8719,460,2485,168,9179,2653,1,0,1,0,0,0,1
KY,2018-2019,14132,25,Cloverport Independent,Frederick Fraize Middle School,2101290,2101290,18501400200000.0,210129000907,92.0,06-08,3.0,89,October Count Day,12126,909,14078,1079214,80901,1252942,,13035,9673,791,2453,118,10464,2571,1,0,1,0,0,0,1
KY,2018-2019,14132,20,Cloverport Independent,William H Natcher Elementary School,2101290,2101290,18501400200000.0,210129000262,158.0,PK-05,2.0,140,October Count Day,13205,1735,15157,1848700,242900,2121980,,14940,10758,1590,2447,145,12348,2592,1,0,1,0,0,0,1
KY,2018-2019,118133,12,Corbin Independent,Corbin Educational Center,2101320,2101320,18511800100000.0,210132001622,34.0,04-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,118133,19,Corbin Independent,Corbin Elementary,2101320,2101320,18511800100000.0,210132002489,,04-05,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,118133,17,Corbin Independent,Corbin Elementary,2101320,2101320,18511800100000.0,210132002239,,,,402,October Count Day,8982,952,14909,3610764,382704,5993418,,9934,7656,665,1327,286,8321,1613,1,0,1,0,0,0,1
KY,2018-2019,118133,40,Corbin Independent,Corbin High School,2101320,2101320,18511800100000.0,210132000266,925.0,09-12,4.0,889,October Count Day,9188,768,14988,8168132,682752,13324332,,9956,7619,469,1569,299,8088,1868,1,0,1,0,0,0,1
KY,2018-2019,118133,18,Corbin Independent,Corbin Intermediate,2101320,2101320,18511800100000.0,210132002231,,,,227,October Count Day,8723,1246,14841,1980121,282842,3368907,,9969,7034,952,1689,294,7986,1983,1,0,1,0,0,0,1
KY,2018-2019,118133,50,Corbin Independent,Corbin Middle School,2101320,2101320,18511800100000.0,210132001414,712.0,06-08,3.0,693,October Count Day,9023,913,15081,6252939,632709,10451133,,9936,7420,653,1603,260,8073,1863,1,0,1,0,0,0,1
KY,2018-2019,118133,16,Corbin Independent,Corbin Preschool,2101320,2101320,18511800100000.0,210132001982,138.0,PK-KG,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,118133,70,Corbin Independent,Corbin Primary,2101320,2101320,18511800100000.0,210132002218,585.0,KG-03,2.0,593,October Count Day,9267,1551,16014,5495331,919743,9496302,,10818,7832,1273,1435,278,9105,1713,1,0,1,0,0,0,1
KY,2018-2019,118133,100,Corbin Independent,Corbin School of Innovation,2101320,2101320,18511800100000.0,210132002367,76.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,118133,998,Corbin Independent,Elementary Homebound,2101320,2101320,18511800100000.0,210132002333,14.0,KG-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,118133,999,Corbin Independent,High School Homebound,2101320,2101320,18511800100000.0,210132002329,23.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,59134,10,Covington Independent,Biggs Early Childhood Education Ctr,2101350,2101350,18505900200000.0,210135001664,347.0,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,59134,906,Covington Independent,Chapman Vocational Education Center,2101350,2101350,18505900200000.0,210135002338,,UG-UG,0.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,59134,11,Covington Independent,Covington Adult High School,2101350,2101350,18505900200000.0,210135001495,22.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,59134,160,Covington Independent,Glenn O Swing Elementary,2101350,2101350,18505900200000.0,210135000275,466.0,KG-05,2.0,458,October Count Day,12196,1444,14681,5585768,661352,6723898,11421.4690812362,13640,10389,1136,1807,308,11525,2115,1,0,1,0,0,1,0
KY,2018-2019,59134,19,Covington Independent,Holmes High School,2101350,2101350,18505900200000.0,210135002049,794.0,09-12,4.0,772,October Count Day,16423,1258,20530,12678556,971176,15849160,15462.4690812362,17681,12874,858,3549,400,13732,3949,1,0,1,0,0,1,0
KY,2018-2019,59134,17,Covington Independent,Holmes Middle School,2101350,2101350,18505900200000.0,210135001944,748.0,06-08,3.0,711,October Count Day,11455,1179,13561,8144505,838269,9641871,10415.4690812362,12634,10151,904,1304,275,11055,1579,1,0,1,0,0,1,0
KY,2018-2019,59134,110,Covington Independent,John G Carlisle Elementary,2101350,2101350,18505900200000.0,210135000270,294.0,KG-05,2.0,316,October Count Day,13387,1098,15676,4230292,346968,4953616,12266.4690812362,14485,11538,791,1849,307,12329,2156,1,0,1,0,0,1,0
KY,2018-2019,59134,115,Covington Independent,Latonia Elementary School,2101350,2101350,18505900200000.0,210135000271,372.0,KG-05,2.0,374,October Count Day,12042,1600,14897,4503708,598400,5571478,11423.4690812362,13642,10140,1179,1902,421,11319,2323,1,0,1,0,0,1,0
KY,2018-2019,59134,150,Covington Independent,Ninth District Elementary,2101350,2101350,18505900200000.0,210135000274,429.0,KG-05,2.0,385,October Count Day,12800,1328,15246,4928000,511280,5869710,11909.4690812362,14128,10841,1034,1959,294,11875,2253,1,0,1,0,0,1,0
KY,2018-2019,59134,170,Covington Independent,Sixth District Elementary School,2101350,2101350,18505900200000.0,210135000276,411.0,KG-05,2.0,415,October Count Day,13124,1605,15912,5446460,666075,6603480,12510.4690812362,14729,11304,1264,1820,341,12568,2161,1,0,1,0,0,1,0
KY,2018-2019,59134,13,Covington Independent,Transformational Learning Center,2101350,2101350,18505900200000.0,210135001783,67.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,28135,100,Crittenden County,Crittenden County Elementary School,2101380,2101380,18502800100000.0,210138001441,693.0,PK-05,2.0,596,October Count Day,9673,1046,10787,5765108,623416,6429052,9701.64508333897,10719,7825,797,1848,249,8622,2097,1,0,1,0,0,1,0
KY,2018-2019,28135,20,Crittenden County,Crittenden County High School,2101380,2101380,18502800100000.0,210138000279,366.0,09-12,4.0,367,October Count Day,11622,869,12925,4265274,318923,4743475,11473.6450833389,12491,9435,549,2187,320,9984,2507,1,0,1,0,0,1,0
KY,2018-2019,28135,25,Crittenden County,Crittenden County Middle School,2101380,2101380,18502800100000.0,210138000280,337.0,06-08,3.0,334,October Count Day,8779,780,9360,2932186,260520,3126240,8541.64508333897,9559,7155,477,1626,303,7632,1929,1,0,1,0,0,1,0
KY,2018-2019,28135,22,Crittenden County,Pathway Academy High School,2101380,2101380,18502800100000.0,210138002225,5.0,10-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,29141,70,Cumberland County,Cumberland County Elementary School,2101410,2101410,18502900100000.0,210141000286,499.0,PK-05,2.0,426,October Count Day,8585,15168,20088,3657210,6461568,8557488,,23753,3805,2509,3460,951,6314,4411,1,0,1,0,0,1,1
KY,2018-2019,29141,80,Cumberland County,Cumberland County High School,2101410,2101410,18502900100000.0,210141000287,257.0,09-12,4.0,262,October Count Day,10743,16713,23028,2814666,4378806,6033336,,27456,4400,2556,3823,1267,6956,5090,1,0,1,0,0,1,1
KY,2018-2019,29141,75,Cumberland County,Cumberland County Middle School,2101410,2101410,18502900100000.0,210141001561,200.0,06-08,3.0,204,October Count Day,8606,15254,20880,1755624,3111816,4259520,,23860,3711,2049,2865,816,5760,3681,1,0,1,0,0,1,1
KY,2018-2019,11143,30,Danville Independent,Danville High School,2101440,2101440,18501100200000.0,210144000291,542.0,09-12,4.0,525,October Count Day,14004,488,14492,7352100,256200,7608300,14618.1650936458,14492,11548,307,2456,181,11855,2637,1,0,1,0,0,0,0
KY,2018-2019,11143,10,Danville Independent,Edna L. Toliver Intermediate School,2101440,2101440,18501100200000.0,210144002476,585.0,02-05,2.0,594,October Count Day,11968,1186,13154,7108992,704484,7813476,13280.1650936458,13154,10287,1005,1681,181,11292,1862,1,0,1,0,0,0,0
KY,2018-2019,11143,5,Danville Independent,John W. Bate Middle School,2101440,2101440,18501100200000.0,210144000290,421.0,06-08,3.0,413,October Count Day,12749,377,13126,5265337,155701,5421038,13252.1650936458,13126,10461,231,2288,146,10692,2434,1,0,1,0,0,0,0
KY,2018-2019,11143,3,Danville Independent,Mary G. Hogsett Primary School,2101440,2101440,18501100200000.0,210144002477,359.0,PK-01,1.0,268,October Count Day,12304,971,13275,3297472,260228,3557700,13401.1650936458,13275,10656,789,1648,182,11445,1830,1,0,1,0,0,0,0
KY,2018-2019,11143,350,Danville Independent,Sunrise Academy,2101440,2101440,18501100200000.0,210144000646,27.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,30145,5,Daviess County,Apollo High School,2101470,2101470,18503000100000.0,210147000295,1431.0,09-12,4.0,1441,October Count Day,10343,291,14202,14904263,419331,20465082,,10634,8621,232,1722,59,8853,1781,1,0,1,0,0,0,1
KY,2018-2019,30145,85,Daviess County,Audubon Elementary School,2101470,2101470,18503000100000.0,210147000054,467.0,PK-05,2.0,398,October Count Day,11094,860,12648,4415412,342280,5033904,,11954,9623,700,1472,160,10323,1632,1,0,1,0,0,0,1
KY,2018-2019,30145,155,Daviess County,College View Middle School,2101470,2101470,18503000100000.0,210147000961,835.0,06-08,3.0,838,October Count Day,10470,261,11528,8773860,218718,9660464,,10731,9053,215,1417,47,9268,1464,1,0,1,0,0,0,1
KY,2018-2019,30145,150,Daviess County,Country Heights Elementary School,2101470,2101470,18503000100000.0,210147001581,475.0,PK-05,2.0,449,October Count Day,10460,532,11554,4696540,238868,5187746,,10992,9065,444,1395,88,9509,1483,1,0,1,0,0,0,1
KY,2018-2019,30145,10,Daviess County,Daviess County High School,2101470,2101470,18503000100000.0,210147000297,1740.0,09-12,4.0,1687,October Count Day,9996,408,13248,16863252,688296,22349376,,10404,8281,346,1715,62,8627,1777,1,0,1,0,0,0,1
KY,2018-2019,30145,20,Daviess County,Daviess County Middle School,2101470,2101470,18503000100000.0,210147000298,859.0,06-08,3.0,845,October Count Day,10159,361,18371,8584355,305045,15523495,,10520,8816,317,1343,44,9133,1387,1,0,1,0,0,0,1
KY,2018-2019,30145,40,Daviess County,Deer Park Elementary School,2101470,2101470,18503000100000.0,210147000301,580.0,PK-05,2.0,517,October Count Day,10741,466,13014,5553097,240922,6728238,,11207,9252,396,1489,70,9648,1559,1,0,1,0,0,0,1
KY,2018-2019,30145,7,Daviess County,East View Elementary School,2101470,2101470,18503000100000.0,210147001625,550.0,PK-05,2.0,492,October Count Day,10680,506,13523,5254560,248952,6653316,,11186,9045,404,1635,101,9449,1736,1,0,1,0,0,0,1
KY,2018-2019,30145,145,Daviess County,F T Burns Elementary School,2101470,2101470,18503000100000.0,210147000311,546.0,PK-05,2.0,491,October Count Day,10052,735,11349,4935532,360885,5572359,,10787,8605,614,1447,121,9219,1568,1,0,1,0,0,0,1
KY,2018-2019,30145,8,Daviess County,F T Burns Middle School,2101470,2101470,18503000100000.0,210147000296,823.0,06-08,3.0,820,October Count Day,10734,176,11545,8801880,144320,9466900,,10910,9183,129,1551,46,9312,1597,1,0,1,0,0,0,1
KY,2018-2019,30145,180,Daviess County,Heritage Park High School,2101470,2101470,18503000100000.0,210147000969,183.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,30145,25,Daviess County,Highland Elementary School,2101470,2101470,18503000100000.0,210147000299,573.0,PK-05,2.0,509,October Count Day,10704,292,11661,5448336,148628,5935449,,10996,9279,253,1425,39,9532,1464,1,0,1,0,0,0,1
KY,2018-2019,30145,900,Daviess County,Kentucky TECH - Daviess County Campus,2101470,2101470,18503000100000.0,210147002110,,UG-UG,0.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,30145,6,Daviess County,Meadow Lands Elementary School,2101470,2101470,18503000100000.0,210147001949,449.0,PK-05,2.0,416,October Count Day,11375,508,12575,4732000,211328,5231200,,11883,9811,373,1563,135,10184,1698,1,0,1,0,0,0,1
KY,2018-2019,30145,160,Daviess County,Owensboro Day Treatment,2101470,2101470,18503000100000.0,210147000312,22.0,07-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,30145,70,Daviess County,Sorgho Elementary School,2101470,2101470,18503000100000.0,210147000303,443.0,PK-05,2.0,422,October Count Day,11197,469,15855,4725134,197918,6690810,,11666,9562,393,1635,76,9955,1711,1,0,1,0,0,0,1
KY,2018-2019,30145,11,Daviess County,Southern Oaks Elementary School,2101470,2101470,18503000100000.0,210147002230,458.0,PK-05,2.0,406,October Count Day,10950,653,12288,4445700,265118,4988928,,11603,9397,475,1553,178,9872,1731,1,0,1,0,0,0,1
KY,2018-2019,30145,95,Daviess County,Tamarack Elementary School,2101470,2101470,18503000100000.0,210147000306,573.0,PK-05,2.0,492,October Count Day,10815,761,12316,5320980,374412,6059472,,11576,9326,621,1488,140,9947,1628,1,0,1,0,0,0,1
KY,2018-2019,30145,15,Daviess County,The Center for Academic Improvement,2101470,2101470,18503000100000.0,210147002470,17.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,30145,175,Daviess County,Valley Elementary School,2101470,2101470,18503000100000.0,210147000964,27.0,KG-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,30145,170,Daviess County,Valley High School,2101470,2101470,18503000100000.0,210147001700,18.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,30145,130,Daviess County,West Louisville Elementary School,2101470,2101470,18503000100000.0,210147000309,362.0,PK-05,2.0,322,October Count Day,11946,506,13013,3846612,162932,4190186,,12452,10363,314,1583,192,10677,1775,1,0,1,0,0,0,1
KY,2018-2019,30145,140,Daviess County,Whitesville Elementary School,2101470,2101470,18503000100000.0,210147000310,348.0,PK-05,2.0,318,October Count Day,11535,462,13354,3668130,146916,4246572,,11997,9904,312,1631,150,10216,1781,1,0,1,0,0,0,1
KY,2018-2019,54146,17,Dawson Springs Independent,Dawson Springs Elementary,2101500,2101500,18505400100000.0,210150002200,347.0,PK-06,2.0,322,October Count Day,10133,1248,12339,3262826,401856,3973158,10451.6070287539,11381,8356,1052,1777,196,9408,1973,1,0,1,0,0,0,0
KY,2018-2019,54146,18,Dawson Springs Independent,Dawson Springs Jr/Sr High School,2101500,2101500,18505400100000.0,210150002203,279.0,07-12,4.0,266,October Count Day,11284,596,12837,3001544,158536,3414642,10950.6070287539,11880,9555,392,1729,205,9947,1934,1,0,1,0,0,0,0
KY,2018-2019,19147,10,Dayton Independent,Dayton High School,2101530,2101530,18501900400000.0,210153000316,377.0,07-12,4.0,361,October Count Day,12694,1700,15191,4582534,613700,5483951,12620.3123425569,14394,10212,1318,2482,382,11530,2864,1,0,1,0,0,0,0
KY,2018-2019,19147,30,Dayton Independent,Lincoln Elementary School,2101530,2101530,18501900400000.0,210153000317,587.0,PK-06,2.0,484,October Count Day,10149,1051,12003,4912116,508684,5809452,9426.3123425569,11200,8235,855,1914,196,9090,2110,1,0,1,0,0,0,0
KY,2018-2019,19147,120,Dayton Independent,Regional Programs School,2101530,2101530,18501900400000.0,210153002413,,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,63149,10,East Bernstadt Independent,East Bernstadt Elementary School,2101590,2101590,18506300100000.0,210159000318,546.0,PK-08,3.0,464,October Count Day,8917,759,13000,4137488,352176,6032000,,9676,7229,473,1688,286,7702,1974,1,0,1,0,0,1,1
KY,2018-2019,31151,22,Edmonson County,Edmonson County 5/6 Center,2101620,2101620,18503100100000.0,210162001985,264.0,03-08,3.0,270,October Count Day,10324,656,11775,2787480,177120,3179250,10202.3697435897,10980,8653,623,1671,33,9276,1704,1,0,1,0,0,0,0
KY,2018-2019,31151,60,Edmonson County,Edmonson County High School,2101620,2101620,18503100100000.0,210162001442,570.0,09-12,4.0,554,October Count Day,10585,274,11530,5864090,151796,6387620,10081.3697435897,10859,8456,214,2129,60,8670,2189,1,0,1,0,0,0,0
KY,2018-2019,31151,50,Edmonson County,Edmonson County Middle School,2101620,2101620,18503100100000.0,210162000321,303.0,07-08,3.0,299,October Count Day,8929,356,9956,2669771,106444,2976844,8507.36974358974,9285,7260,327,1669,29,7587,1698,1,0,1,0,0,0,0
KY,2018-2019,31151,80,Edmonson County,Kyrock Elementary School,2101620,2101620,18503100100000.0,210162000322,314.0,PK-04,2.0,275,October Count Day,11243,1378,13447,3091825,378950,3697925,11843.3697435897,12621,9405,1329,1838,49,10734,1887,1,0,1,0,0,0,0
KY,2018-2019,31151,20,Edmonson County,South Edmonson Elementary School,2101620,2101620,18503100100000.0,210162000319,499.0,PK-05,2.0,430,October Count Day,9877,775,11418,4247110,333250,4909740,9874.36974358974,10652,8138,733,1738,43,8871,1781,1,0,1,0,0,0,0
KY,2018-2019,47152,10,Elizabethtown Independent,Elizabethtown High School,2101650,2101650,18504700100000.0,210165000323,749.0,09-12,4.0,706,October Count Day,9450,123,13922,6671700,86838,9828932,9706.1954412039,9573,8436,112,1014,11,8548,1025,1,0,1,0,0,0,0
KY,2018-2019,47152,15,Elizabethtown Independent,Helmwood Heights Elementary School,2101650,2101650,18504700100000.0,210165000324,380.0,01-05,2.0,394,October Count Day,9126,487,9613,3595644,191878,3787522,9746.1954412039,9613,8098,406,1027,81,8504,1108,1,0,1,0,0,0,0
KY,2018-2019,47152,20,Elizabethtown Independent,Morningside Elementary School,2101650,2101650,18504700100000.0,210165000325,447.0,01-05,2.0,458,October Count Day,9288,382,9671,4253904,174956,4429318,9803.1954412039,9670,7800,309,1486,74,8109,1560,1,0,1,0,0,0,0
KY,2018-2019,47152,25,Elizabethtown Independent,Panther Academy,2101650,2101650,18504700100000.0,210165002319,224.0,PK-KG,1.0,151,October Count Day,14386,485,15148,2172286,73235,2287348,15004.1954412039,14871,12656,672,1730,90,13328,1820,1,0,1,0,0,0,0
KY,2018-2019,47152,35,Elizabethtown Independent,Talton K Stone Middle School,2101650,2101650,18504700100000.0,210165000326,615.0,06-08,3.0,617,October Count Day,7243,220,7463,4468931,135740,4604671,7596.1954412039,7463,6610,200,633,20,6810,653,1,0,1,0,0,0,0
KY,2018-2019,47152,41,Elizabethtown Independent,Valley View Education Center,2101650,2101650,18504700100000.0,210165002355,17.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,0
KY,2018-2019,32155,280,Elliott County,Elliott County High School,2101680,2101680,18503200100000.0,210168000331,501.0,07-12,4.0,489,October Count Day,9288,577,9865,4541832,282153,4823985,10203.8879227053,9865,7516,343,1772,234,7859,2006,1,0,1,0,0,0,0
KY,2018-2019,32155,140,Elliott County,Isonville Elementary School,2101680,2101680,18503200100000.0,210168000328,83.0,KG-06,2.0,81,October Count Day,12505,2137,14642,1012905,173097,1186002,14980.8879227053,14642,9730,1695,2776,442,11425,3218,1,0,1,0,0,0,0
KY,2018-2019,32155,160,Elliott County,Lakeside Elementary School,2101680,2101680,18503200100000.0,210168000329,184.0,PK-06,2.0,168,October Count Day,9782,1723,11505,1643376,289464,1932840,11843.8879227053,11505,7539,1299,2242,425,8838,2667,1,0,1,0,0,0,0
KY,2018-2019,32155,270,Elliott County,Sandy Hook Elementary School,2101680,2101680,18503200100000.0,210168000330,267.0,PK-06,2.0,272,October Count Day,9580,1212,10792,2605760,329664,2935424,11130.8879227053,10792,7080,945,2501,266,8025,2767,1,0,1,0,0,0,0
KY,2018-2019,52156,25,Eminence Independent,Bluegrass Challenge Academy,2101710,2101710,18505200100000.0,210171002455,54.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,52156,20,Eminence Independent,Eminence Elementary School,2101710,2101710,18505200100000.0,210171000333,407.0,PK-05,2.0,358,October Count Day,11780,685,13925,4217240,245230,4985150,,12465,9754,496,2138,188,10250,2326,1,0,1,0,0,0,1
KY,2018-2019,52156,10,Eminence Independent,Eminence High School,2101710,2101710,18505200100000.0,210171000332,390.0,06-12,4.0,383,October Count Day,13588,804,15850,5204204,307932,6070550,,14392,11251,235,2449,569,11486,3018,1,0,1,0,0,0,1
KY,2018-2019,59157,5,Erlanger-Elsmere Independent,Arnett Elementary School,2101740,2101740,18505900300000.0,210174000335,366.0,PK-05,2.0,277,October Count Day,14093,1610,15882,3903761,445970,4399314,,15703,11597,1269,2496,341,12866,2837,1,0,1,0,0,0,1
KY,2018-2019,59157,61,Erlanger-Elsmere Independent,Bartlett Educational Center,2101740,2101740,18505900300000.0,210174002313,65.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,59157,15,Erlanger-Elsmere Independent,Early Learning Center,2101740,2101740,18505900300000.0,210174002498,,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,59157,10,Erlanger-Elsmere Independent,Howell Elementary School,2101740,2101740,18505900300000.0,210174000336,301.0,KG-05,2.0,309,October Count Day,12057,1324,13846,3725613,409116,4278414,,13381,9914,978,2143,346,10892,2489,1,0,1,0,0,0,1
KY,2018-2019,59157,3,Erlanger-Elsmere Independent,Lindeman Elementary School,2101740,2101740,18505900300000.0,210174000334,315.0,KG-05,2.0,319,October Count Day,12435,1379,14224,3966765,439901,4537456,,13814,10234,996,2201,383,11230,2584,1,0,1,0,0,0,1
KY,2018-2019,59157,30,Erlanger-Elsmere Independent,Lloyd High School,2101740,2101740,18505900300000.0,210174000337,629.0,09-12,4.0,614,October Count Day,12127,762,13916,7445978,467868,8544424,,12889,9946,433,2181,329,10379,2510,1,0,1,0,0,0,1
KY,2018-2019,59157,50,Erlanger-Elsmere Independent,Miles Elementary School,2101740,2101740,18505900300000.0,210174000338,277.0,KG-05,2.0,277,October Count Day,12746,1574,14534,3530642,435998,4025918,,14320,10656,1237,2090,337,11893,2427,1,0,1,0,0,0,1
KY,2018-2019,59157,60,Erlanger-Elsmere Independent,Tichenor Middle School,2101740,2101740,18505900300000.0,210174000339,571.0,06-08,3.0,588,October Count Day,10986,520,12775,6459768,305760,7511700,,11506,8961,183,2025,337,9144,2362,1,0,1,0,0,0,1
KY,2018-2019,33161,90,Estill County,Estill County High School,2101760,2101760,18503300100000.0,210176000342,698.0,09-12,4.0,695,October Count Day,17953,10692,9583,12477335,7430940,6660185,,28645,2911,1130,1372,242,4041,1614,1,0,1,0,0,1,1
KY,2018-2019,33161,85,Estill County,Estill County Middle School,2101760,2101760,18503300100000.0,210176000341,524.0,06-08,3.0,514,October Count Day,18636,1990,18013,9578904,1022860,9258682,,20626,14168,1737,2671,253,15905,2924,1,0,1,0,0,0,1
KY,2018-2019,33161,14,Estill County,Estill County Success Academy,2101760,2101760,18503300100000.0,210176002406,21.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
KY,2018-2019,33161,11,Estill County,Estill Springs Elementary,2101760,2101760,18503300100000.0,210176001746,465.0,KG-02,2.0,468,October Count Day,18783,1730,9583,8790444,809640,4484844,,20513,16301,1530,2571,158,17831,2729,1,0,1,0,0,0,1
KY,2018-2019,33161,220,Estill County,South Irvine Early Learning Center,2101760,2101760,18503300100000.0,210176000345,177.0,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,0,0,1,1
