state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_KS,enrollmetric,pp_stloc_raw_KS,pp_fed_raw_KS,pp_total_raw_KS,schoolstloc_raw_KS,schoolfed_raw_KS,schooltot_raw_KS,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
KS,2018-2019,D0435,6476,Abilene,Abilene High School,2003180,2003180,17502100100000.0,200318001063,502.0,09-12,4.0,503.7,September Count Day,9496,718,10213,4782949,361508,5144457,10233.70243,1,0,1,0,1,0,0
KS,2018-2019,D0435,6475,Abilene,Abilene Middle School,2003180,2003180,17502100100000.0,200318001062,372.0,06-08,3.0,372,September Count Day,9023,822,9845,3356602,305630,3662232,9877.858081,1,0,1,0,1,0,0
KS,2018-2019,D0435,6464,Abilene,Dwight D. Eisenhower Elementary,2003180,2003180,17502100100000.0,200318001059,233.0,04-05,2.0,214.2,September Count Day,9456,1260,10716,2025513,269870,2295383,10720.0875,1,0,1,0,1,0,0
KS,2018-2019,D0435,6466,Abilene,Kennedy Elem,2003180,2003180,17502100100000.0,200318001060,236.0,PK-01,1.0,195.4,September Count Day,9497,1378,10875,1855716,269288,2125004,10873.83547,1,0,1,0,1,0,0
KS,2018-2019,D0435,6470,Abilene,McKinley Elem,2003180,2003180,17502100100000.0,200318001061,222.0,02-03,2.0,205.4,September Count Day,10243,1088,11331,2103976,223415,2327391,11314.77303,1,0,1,0,1,0,0
KS,2018-2019,D0387,5215,Altoona-Midway,Altoona-Midway Elementary,2004170,2004170,17510303300000.0,200417001898,81.0,PK-04,2.0,62,September Count Day,17968,2661,20629,1114000,165000,1279000,21173.35631,1,0,1,0,1,0,0
KS,2018-2019,D0387,5223,Altoona-Midway,Altoona-Midway Middle/High School,2004170,2004170,17510303300000.0,200417001872,110.0,05-12,4.0,110,September Count Day,13608,2300,15908,1496881,253000,1749881,16608.2988,1,0,1,0,1,0,0
KS,2018-2019,D0385,5186,Andover,Andover Central High School,2003360,2003360,17500800100000.0,200336001567,813.0,09-12,4.0,806,September Count Day,7932,311,8242,6392925,250418,6643343,8433.316322,1,0,1,0,1,0,0
KS,2018-2019,D0385,5185,Andover,Andover Central Middle School,2003360,2003360,17500800100000.0,200336001564,626.0,06-08,3.0,628.8,September Count Day,7340,423,7763,4615664,265947,4881611,7970.13849,1,0,1,0,1,0,0
KS,2018-2019,D0385,5204,Andover,Andover eCademy,2003360,2003360,17500800100000.0,200336002040,3268.0,KG-12,4.0,890.1,September Count Day,3201,101,3302,2849145,89975,2939120,3656.492747,1,0,1,0,1,0,0
KS,2018-2019,D0385,5180,Andover,Andover High,2003360,2003360,17500800100000.0,200336000860,829.0,09-12,4.0,825.8,September Count Day,7855,362,8217,6486411,298873,6785284,8409.142114,1,0,1,0,1,0,0
KS,2018-2019,D0385,5179,Andover,Andover Middle School,2003360,2003360,17500800100000.0,200336000859,730.0,06-08,3.0,729.1,September Count Day,7038,374,7411,5131113,272320,5403433,7629.765636,1,0,1,0,1,0,0
KS,2018-2019,D0385,5177,Andover,Cottonwood Elementary,2003360,2003360,17500800100000.0,200336001610,436.0,KG-05,2.0,436,September Count Day,7736,789,8525,3372823,344138,3716961,8706.968361,1,0,1,0,1,0,0
KS,2018-2019,D0385,5182,Andover,Meadowlark Elementary,2003360,2003360,17500800100000.0,200336001183,305.0,KG-05,2.0,305,September Count Day,9649,439,10087,2942882,133768,3076650,10217.3729,1,0,1,0,1,0,0
KS,2018-2019,D0385,5183,Andover,Prairie Creek Elementary,2003360,2003360,17500800100000.0,200336001940,404.0,PK-05,2.0,329.2,September Count Day,8661,948,9608,2851122,311983,3163105,9754.195068,1,0,1,0,1,0,0
KS,2018-2019,D0385,5181,Andover,Robert M. Martin Elementary,2003360,2003360,17500800100000.0,200336001171,544.0,PK-05,2.0,477.2,September Count Day,8501,384,8885,4056691,183303,4239994,9055.076962,1,0,1,0,1,0,0
KS,2018-2019,D0385,5184,Andover,Sunflower Elementary School,2003360,2003360,17500800100000.0,200336001727,417.0,PK-05,2.0,415,September Count Day,7545,334,7880,3131340,138794,3270134,8083.273785,1,0,1,0,1,0,0
KS,2018-2019,D0385,5187,Andover,Wheatland Elementary,2003360,2003360,17500800100000.0,200336001913,453.0,KG-05,2.0,453,September Count Day,6113,279,6392,2769277,126395,2895672,6644.424902,1,0,1,0,1,0,0
KS,2018-2019,D0359,4404,Argonia Public Schools,Argonia Elem,2003430,2003430,17509600300000.0,200343000740,92.0,PK-05,2.0,87.5,September Count Day,12357,863,13221,1081267,75536,1156803,14005.85728,1,0,1,0,1,0,0
KS,2018-2019,D0359,4406,Argonia Public Schools,Argonia High,2003430,2003430,17509600300000.0,200343000742,86.0,06-12,4.0,86,September Count Day,16511,505,17015,1419919,43411,1463330,17674.53515,1,0,1,0,1,0,0
KS,2018-2019,D0470,7440,Arkansas City,Adams Elem,2003450,2003450,17501805100000.0,200345001232,280.0,PK-05,2.0,260,September Count Day,9137,701,9838,2375561,182237,2557798,10469.04662,1,0,1,0,1,0,0
KS,2018-2019,D0470,7456,Arkansas City,Arkansas City High,2003450,2003450,17501805100000.0,200345001241,782.0,09-12,4.0,781.2,September Count Day,10477,109,10586,8184809,85309,8270118,11192.33894,1,0,1,0,1,0,0
KS,2018-2019,D0470,7454,Arkansas City,Arkansas City Middle Sch,2003450,2003450,17501805100000.0,200345001240,641.0,06-08,3.0,640,September Count Day,9793,80,9873,6267270,51273,6318543,10502.89051,1,0,1,0,1,0,0
KS,2018-2019,D0470,7458,Arkansas City,C 4 Elem,2003450,2003450,17501805100000.0,200345001242,143.0,PK-05,2.0,139.2,September Count Day,10131,249,10380,1410239,34661,1444900,10993.14346,1,0,1,0,1,0,0
KS,2018-2019,D0470,7442,Arkansas City,Frances Willard Elem,2003450,2003450,17501805100000.0,200345001233,260.0,PK-05,2.0,245.7,September Count Day,8312,698,9009,2042143,171484,2213627,9667.429873,1,0,1,0,1,0,0
KS,2018-2019,D0470,7466,Arkansas City,I X L Elem,2003450,2003450,17501805100000.0,200345001243,259.0,PK-05,2.0,241.5,September Count Day,8991,618,9609,2171365,149219,2320584,10247.61087,1,0,1,0,1,0,0
KS,2018-2019,D0470,7443,Arkansas City,Jefferson Elem,2003450,2003450,17501805100000.0,200345001234,295.0,PK-05,2.0,282,September Count Day,8285,559,8844,2336327,157752,2494079,9507.880098,1,0,1,0,1,0,0
KS,2018-2019,D0470,7448,Arkansas City,Roosevelt Elem,2003450,2003450,17501805100000.0,200345001237,236.0,PK-05,2.0,227,September Count Day,9013,591,9604,2045961,134203,2180164,10242.77603,1,0,1,0,1,0,0
KS,2018-2019,D0220,552,Ashland,Ashland Elem,2003510,2003510,17501300100000.0,200351000084,127.0,PK-06,2.0,117.8,September Count Day,15824,390,16214,1864067,45942,1910009,15135.13476,1,0,1,0,1,0,0
KS,2018-2019,D0220,554,Ashland,Ashland High,2003510,2003510,17501300100000.0,200351000086,60.0,09-12,4.0,60,September Count Day,15824,390,16214,949440,23400,972840,15135.13476,1,0,1,0,1,0,0
KS,2018-2019,D0220,553,Ashland,Ashland Junior High School,2003510,2003510,17501300100000.0,200351001650,31.0,07-08,3.0,31,September Count Day,15824,390,16214,490544,12090,502634,15135.13476,1,0,1,0,1,0,0
KS,2018-2019,D0377,4889,Atchison Co Comm Schools,Atchison County Community Elementary School,2005700,2005700,17500300300000.0,200570001962,252.0,PK-06,2.0,231,September Count Day,12698,1022,13720,2933157,236112,3169269,14237.43688,1,0,1,0,1,0,0
KS,2018-2019,D0377,4891,Atchison Co Comm Schools,Atchison County Community JR/SR High,2005700,2005700,17500300300000.0,200570001957,253.0,07-12,4.0,252,September Count Day,12487,612,13098,3146603,154215,3300818,13635.98258,1,0,1,0,1,0,0
KS,2018-2019,D0409,5761,Atchison Public Schools,Atchison Elementary School,2003540,2003540,17500300200000.0,200354001126,820.0,PK-05,2.0,782.1,September Count Day,9553,1178,10731,7471067,921487,8392554,10812.56272,1,0,1,0,1,0,0
KS,2018-2019,D0409,5770,Atchison Public Schools,Atchison High  School,2003540,2003540,17500300200000.0,200354000956,463.0,09-12,4.0,461,September Count Day,10397,40,10437,4792880,18664,4811544,10528.27403,1,0,1,0,1,0,0
KS,2018-2019,D0409,5776,Atchison Public Schools,Atchison Middle School,2003540,2003540,17500300200000.0,200354000958,373.0,06-08,3.0,372.1,September Count Day,11451,75,11526,4261058,27827,4288885,11581.30255,1,0,1,0,1,0,0
KS,2018-2019,D0409,5775,Atchison Public Schools,Central School,2003540,2003540,17500300200000.0,200354001868,35.0,01-12,4.0,35,September Count Day,32757,0,32757,1146511,0,1146511,32111.00727,1,0,1,0,1,1,0
KS,2018-2019,D0511,8764,Attica,Attica High,2003570,2003570,17503900400000.0,200357001514,47.0,09-12,4.0,47,September Count Day,14953,710,15663,702813,33350,736163,15601.69894,1,0,1,0,1,0,0
KS,2018-2019,D0511,8762,Attica,Puls Elem,2003570,2003570,17503900400000.0,200357001513,129.0,PK-08,3.0,113.5,September Count Day,15032,719,15752,1706176,81650,1787826,15687.75912,1,0,1,0,1,0,0
KS,2018-2019,D0437,6512,Auburn Washburn,Auburn Elementary,2003200,2003200,17508904500000.0,200320001066,413.0,PK-06,2.0,407,September Count Day,8530,593,9123,3471747,241411,3713158,9285.249003,1,0,1,0,1,0,0
KS,2018-2019,D0437,6513,Auburn Washburn,Farley Elementary,2003200,2003200,17508904500000.0,200320001935,589.0,PK-06,2.0,541,September Count Day,9310,520,9830,5036696,281566,5318262,9968.895616,1,0,1,0,1,0,0
KS,2018-2019,D0437,6517,Auburn Washburn,Indian Hills Elementary,2003200,2003200,17508904500000.0,200320001658,531.0,PK-06,2.0,519,September Count Day,7759,359,8118,4026927,186318,4213245,8313.445826,1,0,1,0,1,0,0
KS,2018-2019,D0437,6530,Auburn Washburn,Jay Shideler Elementary,2003200,2003200,17508904500000.0,200320001072,559.0,KG-06,2.0,558,September Count Day,6818,427,7245,3804299,238193,4042492,7469.28247,1,0,1,0,1,0,0
KS,2018-2019,D0437,6518,Auburn Washburn,Pauline Central Primary,2003200,2003200,17508904500000.0,200320001069,443.0,PK-03,2.0,420,September Count Day,9883,1046,10930,4151034,439481,4590515,11032.56078,1,0,1,0,1,0,0
KS,2018-2019,D0437,6522,Auburn Washburn,Pauline South Intermediate,2003200,2003200,17508904500000.0,200320001070,336.0,04-06,2.0,336,September Count Day,9548,620,10168,3208071,208344,3416415,10295.73091,1,0,1,0,1,0,0
KS,2018-2019,D0437,6528,Auburn Washburn,Wanamaker Elem,2003200,2003200,17508904500000.0,200320001071,516.0,PK-06,2.0,506,September Count Day,7693,594,8287,3892677,300336,4193013,8476.863475,1,0,1,0,1,0,0
KS,2018-2019,D0437,6532,Auburn Washburn,Washburn Rural High,2003200,2003200,17508904500000.0,200320001073,1948.0,09-12,4.0,1945.2,September Count Day,9024,424,9448,17553898,824190,18378088,9599.513712,1,0,1,0,1,0,0
KS,2018-2019,D0437,6527,Auburn Washburn,Washburn Rural Middle School,2003200,2003200,17508904500000.0,200320001710,981.0,07-08,3.0,978.6,September Count Day,9031,586,9617,8837652,573100,9410752,9762.931361,1,0,1,0,1,0,0
KS,2018-2019,D0402,5560,Augusta,Augusta Middle School,2003630,2003630,17500800200000.0,200363000918,527.0,06-08,3.0,527,September Count Day,7136,678,7814,3760471,357298,4117769,,1,0,1,0,1,1,1
KS,2018-2019,D0402,5562,Augusta,Augusta Sr High,2003630,2003630,17500800200000.0,200363000919,663.0,09-12,4.0,662,September Count Day,7789,684,8473,5156340,452806,5609146,,1,0,1,0,1,1,1
KS,2018-2019,D0402,5555,Augusta,Ewalt Elementary,2003630,2003630,17500800200000.0,200363000741,293.0,PK-05,2.0,270.2,September Count Day,5996,700,6696,1620201,189127,1809328,,1,0,1,0,1,1,1
KS,2018-2019,D0402,5554,Augusta,Garfield Elem,2003630,2003630,17500800200000.0,200363000915,237.0,PK-05,2.0,233,September Count Day,6912,1412,8324,1610417,328993,1939410,,1,0,1,0,1,1,1
KS,2018-2019,D0402,5556,Augusta,Lincoln Elem,2003630,2003630,17500800200000.0,200363000916,229.0,PK-05,2.0,225,September Count Day,6976,716,7692,1569552,161098,1730650,,1,0,1,0,1,1,1
KS,2018-2019,D0402,5558,Augusta,Robinson Elem,2003630,2003630,17500800200000.0,200363000917,217.0,PK-05,2.0,203.5,September Count Day,6409,1593,8002,1304197,324122,1628319,,1,0,1,0,1,1,1
KS,2018-2019,D0348,4151,Baldwin City,Baldwin Elementary Intermediate Center,2003720,2003720,17502300300000.0,200372002015,301.0,03-05,2.0,301,September Count Day,8034,1327,9361,2418231,399284,2817515,9480.005055,1,0,1,0,1,0,0
KS,2018-2019,D0348,4150,Baldwin City,Baldwin Elementary Primary Center,2003720,2003720,17502300300000.0,200372001989,355.0,PK-02,2.0,281.5,September Count Day,10518,1502,12020,2960921,422685,3383606,12051.17386,1,0,1,0,1,0,0
KS,2018-2019,D0348,4142,Baldwin City,Baldwin High School,2003720,2003720,17502300300000.0,200372000704,452.0,09-12,4.0,449.7,September Count Day,9153,721,9873,4115960,324027,4439987,9975.092842,1,0,1,0,1,0,0
KS,2018-2019,D0348,4141,Baldwin City,Baldwin Junior High School,2003720,2003720,17502300300000.0,200372000703,325.0,06-08,3.0,326.1,September Count Day,8647,1160,9808,2819860,378439,3198299,9912.239901,1,0,1,0,1,0,0
KS,2018-2019,D0254,1472,Barber County North,Medicine Lodge Grade School,2009450,2009450,17500401800000.0,200945000229,307.0,PK-06,2.0,275,September Count Day,7483,3327,10810,2057894,914954,2972848,10175.45123,1,0,1,0,1,0,0
KS,2018-2019,D0254,1475,Barber County North,Medicine Lodge Jr/Sr High School,2009450,2009450,17500401800000.0,200945001931,205.0,07-12,4.0,205,September Count Day,12718,2746,15464,2607215,562858,3170073,14675.72186,1,0,1,0,1,0,0
KS,2018-2019,D0223,620,Barnes,Hanover Elem,2000012,2000012,17510101900000.0,200001200094,172.0,PK-08,3.0,106.7,September Count Day,12907,316,13223,1377184,33711,1410895,13341.6857,1,0,1,0,1,0,0
KS,2018-2019,D0223,622,Barnes,Hanover High,2000012,2000012,17510101900000.0,200001200095,72.0,09-12,4.0,72,September Count Day,10990,89,11079,791283,6429,797712,11268.50559,1,0,1,0,1,0,0
KS,2018-2019,D0223,628,Barnes,Linn Elem,2000012,2000012,17510101900000.0,200001200096,154.0,PK-08,3.0,132.3,September Count Day,13200,387,13588,1746418,51239,1797657,13694.62914,1,0,1,0,1,0,0
KS,2018-2019,D0223,630,Barnes,Linn High,2000012,2000012,17510101900000.0,200001200097,54.0,09-12,4.0,54,September Count Day,11860,178,12039,640457,9633,650090,12196.79519,1,0,1,0,1,0,0
KS,2018-2019,D0458,7160,Basehor-Linwood,Basehor Elementary School,2003780,2003780,17505200200000.0,200378001184,681.0,PK-05,2.0,668.2,September Count Day,7759,314,8073,5184634,210063,5394697,,1,0,1,0,1,1,1
KS,2018-2019,D0458,7164,Basehor-Linwood,Basehor-Linwood High School,2003780,2003780,17505200200000.0,200378001186,880.0,09-12,4.0,876.6,September Count Day,8043,283,8326,7050924,248041,7298965,,1,0,1,0,1,1,1
KS,2018-2019,D0458,7172,Basehor-Linwood,Basehor-Linwood Middle School,2003780,2003780,17505200200000.0,200378001188,650.0,06-08,3.0,648.4,September Count Day,7979,349,8327,5173279,226122,5399401,,1,0,1,0,1,1,1
KS,2018-2019,D0458,7175,Basehor-Linwood,Glenwood Ridge Elementary School,2003780,2003780,17505200200000.0,200378001729,359.0,PK-05,2.0,356,September Count Day,8146,267,8413,2900058,95025,2995083,,1,0,1,0,1,1,1
KS,2018-2019,D0458,7170,Basehor-Linwood,Linwood Elementary School,2003780,2003780,17505200200000.0,200378001187,116.0,PK-05,2.0,112.5,September Count Day,10585,439,11025,1190864,49433,1240297,,1,0,1,0,1,1,1
KS,2018-2019,D0508,8710,Baxter Springs,Baxter Springs High,2003810,2003810,17501104500000.0,200381001508,492.0,07-12,4.0,487.7,September Count Day,12523,131,12654,6107573,63876,6171449,,1,0,1,0,1,1,1
KS,2018-2019,D0508,8702,Baxter Springs,Central Elem,2003810,2003810,17501104500000.0,200381001504,259.0,03-06,2.0,258,September Count Day,7512,303,7815,1938068,78179,2016247,,1,0,1,0,1,1,1
KS,2018-2019,D0508,8704,Baxter Springs,Lincoln Elem,2003810,2003810,17501104500000.0,200381001505,231.0,PK-02,2.0,202,September Count Day,9044,2479,11524,1826962,500841,2327803,,1,0,1,0,1,1,1
KS,2018-2019,D0357,4362,Belle Plaine,Belle Plaine Elem,2003900,2003900,17509600800000.0,200390000736,255.0,PK-04,2.0,225.9,September Count Day,10510,1135,11644,2374129,256357,2630486,12059.83479,1,0,1,0,1,0,0
KS,2018-2019,D0357,4364,Belle Plaine,Belle Plaine High,2003900,2003900,17509600800000.0,200390000737,182.0,09-12,4.0,182,September Count Day,13538,430,13968,2463995,78237,2542232,14307.0692,1,0,1,0,1,0,0
KS,2018-2019,D0357,4363,Belle Plaine,Belle Plaine Middle,2003900,2003900,17509600800000.0,200390001584,174.0,05-08,3.0,173,September Count Day,11484,530,12015,1986786,91771,2078557,12418.58004,1,0,1,0,1,0,0
KS,2018-2019,D0273,2214,Beloit,Beloit Elem,2003870,2003870,17506200300000.0,200387000409,456.0,PK-06,2.0,421.5,September Count Day,18062,328,18390,7613043,138273,7751316,19365.79322,1,0,1,0,1,0,0
KS,2018-2019,D0273,2218,Beloit,Beloit Jr-Sr High,2003870,2003870,17506200300000.0,200387000410,358.0,07-12,4.0,360.1,September Count Day,17447,165,17612,6282618,59368,6341986,18613.49186,1,0,1,0,1,0,0
KS,2018-2019,D0229,823,Blue Valley,Aubry Bend Middle School,2012000,2012000,17504604100000.0,201200002045,751.0,06-08,3.0,749.9,September Count Day,8619,330,8950,6463561,247827,6711388,9144.46726,1,0,1,0,1,0,0
KS,2018-2019,D0229,7786,Blue Valley,Blue River Elementary,2012000,2012000,17504604100000.0,201200001269,473.0,KG-05,2.0,473,September Count Day,9742,504,10246,4607953,238582,4846535,10397.65822,1,0,1,0,1,0,0
KS,2018-2019,D0384,5166,Blue Valley,Blue Valley High,2010980,2010980,17508102300000.0,201098000857,59.0,09-12,4.0,59,September Count Day,18413,588,19000,1086344,34678,1121022,9869.693512,1,0,1,0,1,0,0
KS,2018-2019,D0229,770,Blue Valley,Blue Valley High,2012000,2012000,17504604100000.0,201200000112,1591.0,09-12,4.0,1624.7,September Count Day,9357,342,9700,15203118,555964,15759082,19234.99565,1,0,1,0,1,0,0
KS,2018-2019,D0229,776,Blue Valley,Blue Valley Middle,2012000,2012000,17504604100000.0,201200000115,569.0,06-08,3.0,568.1,September Count Day,9917,511,10428,5633988,290338,5924326,10573.64646,1,0,1,0,1,0,0
KS,2018-2019,D0229,769,Blue Valley,Blue Valley North High,2012000,2012000,17504604100000.0,201200001644,1469.0,09-12,4.0,1500,September Count Day,10054,230,10284,15080629,344672,15425301,10434.40302,1,0,1,0,1,0,0
KS,2018-2019,D0229,7774,Blue Valley,Blue Valley Northwest High,2012000,2012000,17504604100000.0,201200000541,1608.0,09-12,4.0,1628.3,September Count Day,9271,251,9522,15096386,408337,15504723,9697.573148,1,0,1,0,1,0,0
KS,2018-2019,D0229,820,Blue Valley,Blue Valley Southwest High School,2012000,2012000,17504604100000.0,201200001990,1098.0,09-12,4.0,1117.9,September Count Day,10990,306,11296,12285679,341583,12627262,11412.97497,1,0,1,0,1,0,0
KS,2018-2019,D0229,7777,Blue Valley,Blue Valley West High,2012000,2012000,17504604100000.0,201200001533,1594.0,09-12,4.0,1609.9,September Count Day,9389,402,9791,15115447,647450,15762897,9957.68763,1,0,1,0,1,0,0
KS,2018-2019,D0229,758,Blue Valley,Cedar Hills Elementary,2012000,2012000,17504604100000.0,201200001757,633.0,KG-05,2.0,633,September Count Day,8493,122,8615,5376221,77113,5453334,8820.532868,1,0,1,0,1,0,0
KS,2018-2019,D0229,783,Blue Valley,Cottonwood Point Elementary,2012000,2012000,17504604100000.0,201200001684,368.0,KG-05,2.0,368,September Count Day,10820,108,10927,3981627,39573,4021200,11056.16366,1,0,1,0,1,0,0
KS,2018-2019,D0229,785,Blue Valley,Harmony Elementary,2012000,2012000,17504604100000.0,201200000033,537.0,KG-05,2.0,536.2,September Count Day,9292,110,9402,4982452,59016,5041468,9581.536948,1,0,1,0,1,0,0
KS,2018-2019,D0229,784,Blue Valley,Harmony Middle,2012000,2012000,17504604100000.0,201200000012,553.0,06-08,3.0,552.7,September Count Day,9110,579,9689,5035150,319931,5355081,9859.05686,1,0,1,0,1,0,0
KS,2018-2019,D0229,7775,Blue Valley,Heartland Elementary,2012000,2012000,17504604100000.0,201200000892,418.0,KG-05,2.0,418,September Count Day,10539,150,10689,4405223,62767,4467990,10826.0252,1,0,1,0,1,0,0
KS,2018-2019,D0229,780,Blue Valley,Indian Valley Elementary,2012000,2012000,17504604100000.0,201200001605,359.0,KG-05,2.0,359,September Count Day,11192,941,12133,4017966,337694,4355660,12222.32747,1,0,1,0,1,0,0
KS,2018-2019,D0229,756,Blue Valley,Lakewood Elementary,2012000,2012000,17504604100000.0,201200001473,611.0,KG-05,2.0,611,September Count Day,8558,460,9018,5228996,281045,5510041,9210.221107,1,0,1,0,1,0,0
KS,2018-2019,D0229,757,Blue Valley,Lakewood Middle,2012000,2012000,17504604100000.0,201200001700,581.0,06-08,3.0,581,September Count Day,9495,139,9634,5516573,80981,5597554,9805.873602,1,0,1,0,1,0,0
KS,2018-2019,D0229,773,Blue Valley,Leawood Elementary,2012000,2012000,17504604100000.0,201200001582,520.0,KG-05,2.0,520,September Count Day,8901,142,9043,4628700,73722,4702422,9234.395316,1,0,1,0,1,0,0
KS,2018-2019,D0229,778,Blue Valley,Leawood Middle,2012000,2012000,17504604100000.0,201200001606,505.0,06-08,3.0,505,September Count Day,10361,234,10595,5232149,118358,5350507,10735.13017,1,0,1,0,1,0,0
KS,2018-2019,D0229,765,Blue Valley,Liberty View Elementary,2012000,2012000,17504604100000.0,201200001715,456.0,KG-05,2.0,455.2,September Count Day,10250,146,10396,4665632,66589,4732221,10542.70347,1,0,1,0,1,0,0
KS,2018-2019,D0384,5160,Blue Valley,McCormick Elementary,2010980,2010980,17508102300000.0,201098000855,109.0,PK-04,2.0,97,September Count Day,11634,266,11900,1128475,25839,1154314,12369.52048,1,0,1,0,1,0,0
KS,2018-2019,D0229,777,Blue Valley,Mission Trail Elementary,2012000,2012000,17504604100000.0,201200001677,416.0,KG-05,2.0,416,September Count Day,11081,134,11215,4609902,55725,4665627,11334.65054,1,0,1,0,1,0,0
KS,2018-2019,D0229,771,Blue Valley,Morse Elementary,2012000,2012000,17504604100000.0,201200001593,393.0,KG-05,2.0,393,September Count Day,10690,134,10824,4201290,52665,4253955,10956.56592,1,0,1,0,1,0,0
KS,2018-2019,D0229,782,Blue Valley,Oak Hill Elementary,2012000,2012000,17504604100000.0,201200001657,460.0,KG-05,2.0,433.5,September Count Day,11645,337,11982,5048010,146217,5194227,12076.31525,1,0,1,0,1,0,0
KS,2018-2019,D0229,779,Blue Valley,Overland Trail Elementary,2012000,2012000,17504604100000.0,201200001685,534.0,PK-05,2.0,534,September Count Day,9219,157,9376,4923034,83830,5006864,9556.395771,1,0,1,0,1,0,0
KS,2018-2019,D0229,781,Blue Valley,Overland Trail Middle,2012000,2012000,17504604100000.0,201200001686,582.0,06-08,3.0,581.6,September Count Day,10311,391,10702,5997151,227392,6224543,10838.59578,1,0,1,0,1,0,0
KS,2018-2019,D0229,767,Blue Valley,Oxford Middle,2012000,2012000,17504604100000.0,201200001671,588.0,06-08,3.0,588,September Count Day,9983,354,10338,5870271,208203,6078474,10486.61931,1,0,1,0,1,0,0
KS,2018-2019,D0229,7787,Blue Valley,Pleasant Ridge Middle,2012000,2012000,17504604100000.0,201200001291,630.0,06-08,3.0,629.6,September Count Day,8746,110,8856,5506469,69073,5575542,9053.572237,1,0,1,0,1,0,0
KS,2018-2019,D0229,7773,Blue Valley,Prairie Star Elementary,2012000,2012000,17504604100000.0,201200000534,379.0,KG-05,2.0,379,September Count Day,11604,160,11764,4398100,60479,4458579,11865.51616,1,0,1,0,1,0,0
KS,2018-2019,D0229,7776,Blue Valley,Prairie Star Middle,2012000,2012000,17504604100000.0,201200000994,492.0,06-08,3.0,491.1,September Count Day,10447,554,11001,5130745,271912,5402657,11127.71932,1,0,1,0,1,0,0
KS,2018-2019,D0384,5164,Blue Valley,Randolph Middle,2010980,2010980,17508102300000.0,201098000856,52.0,05-08,3.0,52,September Count Day,13886,103,13989,722060,5350,727410,14389.51733,1,0,1,0,1,0,0
KS,2018-2019,D0229,768,Blue Valley,Stanley Elementary,2012000,2012000,17504604100000.0,201200000111,646.0,PK-05,2.0,416,September Count Day,12494,403,12896,5197305,167586,5364891,12960.12431,1,0,1,0,1,1,0
KS,2018-2019,D0229,774,Blue Valley,Stilwell Elementary,2012000,2012000,17504604100000.0,201200000114,222.0,KG-05,2.0,222,September Count Day,14633,173,14806,3248462,38431,3286893,14807.03383,1,0,1,0,1,0,0
KS,2018-2019,D0229,7790,Blue Valley,Sunrise Point Elementary,2012000,2012000,17504604100000.0,201200001841,394.0,KG-05,2.0,395,September Count Day,11007,154,11161,4347856,60911,4408767,11282.43425,1,0,1,0,1,0,0
KS,2018-2019,D0229,7788,Blue Valley,Sunset Ridge Elementary,2012000,2012000,17504604100000.0,201200001400,450.0,PK-05,2.0,450,September Count Day,10103,446,10548,4546178,200645,4746823,10689.68266,1,0,1,0,1,0,0
KS,2018-2019,D0229,759,Blue Valley,Timber Creek Elementary School,2012000,2012000,17504604100000.0,201200001934,632.0,KG-05,2.0,633,September Count Day,8231,85,8317,5210376,54070,5264446,8532.376304,1,0,1,0,1,0,0
KS,2018-2019,D0229,772,Blue Valley,Valley Park Elementary,2012000,2012000,17504604100000.0,201200001645,591.0,KG-05,2.0,590,September Count Day,9169,368,9536,5409580,216908,5626488,9711.110705,1,0,1,0,1,0,0
KS,2018-2019,D0229,937,Blue Valley,Wolf Springs Elementary School,2012000,2012000,17504604100000.0,201200002098,436.0,PK-05,2.0,366.5,September Count Day,13375,158,13533,4902050,57789,4959839,13576.08314,1,0,1,0,1,0,0
KS,2018-2019,D0205,238,Bluestem,Bluestem Elementary School,2008550,2008550,17500802500000.0,200855000037,273.0,PK-06,2.0,260,September Count Day,10291,971,11262,2675760,252402,2928162,,1,0,1,0,1,1,1
KS,2018-2019,D0205,240,Bluestem,Bluestem Jr/Sr High,2008550,2008550,17500802500000.0,200855000038,235.0,07-12,4.0,236,September Count Day,10466,328,10793,2469934,77319,2547253,,1,0,1,0,1,1,1
KS,2018-2019,D0204,210,Bonner Springs,Bonner Springs Elementary,2004050,2004050,17510550100000.0,200405000029,432.0,PK-05,2.0,421,September Count Day,8329,4615,12945,3506605,1943037,5449642,12313.75606,1,0,1,0,1,1,0
KS,2018-2019,D0204,214,Bonner Springs,Bonner Springs High,2004050,2004050,17510550100000.0,200405000031,809.0,09-12,4.0,804,September Count Day,8644,2216,10860,6949830,1781556,8731386,10297.62708,1,0,1,0,1,0,0
KS,2018-2019,D0204,228,Bonner Springs,Delaware Ridge Elementary,2004050,2004050,17510550100000.0,200405001827,371.0,KG-05,2.0,371.3,September Count Day,8012,4445,12457,2974737,1650469,4625206,11841.87551,1,0,1,0,1,1,0
KS,2018-2019,D0204,216,Bonner Springs,Edwardsville Elem,2004050,2004050,17510550100000.0,200405000032,431.0,KG-05,2.0,431,September Count Day,7833,3867,11700,3375995,1666574,5042569,11109.88048,1,0,1,0,1,1,0
