state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_NC,enrollmetric,pp_stloc_raw_NC,pp_fed_raw_NC,pp_total_raw_NC,pp_centshare_stloc_raw_NC,pp_centshare_fed_raw_NC,pp_centshare_raw_NC,schoolstloc_raw_NC,schoolfed_raw_NC,schooltot_raw_NC,pp_total_norm_NERDS,ppsalariesst_raw_NC,ppempbenefitsst_raw_NC,pppurchservicesst_raw_NC,ppsupmaterialsst_raw_NC,ppinstrequipst_raw_NC,ppotherst_raw_NC,ppcentst_raw_NC,pptotst_raw_NC,ppsalariesfed_raw_NC,ppempbenefitsfed_raw_NC,pppurchservicesfed_raw_NC,ppsupmaterialsfed_raw_NC,ppinstrequipfed_raw_NC,ppotherfed_raw_NC,ppsalariesloc_raw_NC,ppempbenefitsloc_raw_NC,pppurchservicesloc_raw_NC,ppsupmaterialsloc_raw_NC,ppinstrequiploc_raw_NC,ppotherloc_raw_NC,ppcentloc_raw_NC,pptotloc_raw_NC,pptotsalaries_raw_NC,pptotempbenefits_raw_NC,pptotpurchservices_raw_NC,pptotsupmaterials_raw_NC,pptotinstrequipfed_raw_NC,pptotother_raw_NC,pp_site_stloc_difference_NC,pp_site_fed_difference_NC,pp_site_difference_NC,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
NC,2018-2019,530,530340,Lee County Schools,J Glenn Edwards Elementary,3702560,3702560,34105305330100.0,370256002209,738.0,KG-05,2.0,733,ADM,7714.01,1462.28,9176.29,269.56,29.73,299.29,5654369.33,1071851.24,6726220.57,9312.80543,3914.76,1513.61,215.51,161.9,29.71,0,160.81,5996.3,764.91,271.79,26.12,362.16,7.57,0,814.15,268.22,409.07,116.73,0.79,0,108.75,1717.71,5493.82,2053.62,650.7,640.79,38.07,0,7444.45,1432.55,8877,0,0,0,0,0,0,0
NC,2018-2019,530,530354,Lee County Schools,J R Ingram Jr Elementary,3702560,3702560,34105305330100.0,370256002210,705.0,KG-05,2.0,695,ADM,7845.91,1217.06,9062.97,269.56,29.73,299.29,5452907.45,845856.7,6298764.14999999,9199.48543,4008.21,1564.32,139.15,171.53,29.71,0,160.81,6073.73,683.49,198.15,24.34,273.68,7.67,0,851.73,274.76,416.03,120.11,0.8,0,108.75,1772.18,5543.43,2037.23,579.52,565.32,38.18,0,7576.34999999999,1187.33,8763.67999999999,0,0,0,0,0,0,0
NC,2018-2019,530,530336,Lee County Schools,Lee County High,3702560,3702560,34105305330100.0,370256001080,1436.0,09-12,4.0,1398,ADM,8737.26,595.23,9332.49,269.56,29.73,299.29,12214689.48,832131.54,13046821.02,9469.00543,4277.95,1617.35,153.78,254.36,29.71,0,160.81,6493.96,253.62,77.04,21.19,208.66,4.99,0,1055.17,323.93,633.15,121.63,0.67,0,108.75,2243.3,5586.74,2018.32,808.12,584.65,35.37,0,8467.7,565.5,9033.19999999999,0,0,0,0,0,0,0
NC,2018-2019,530,530335,Lee County Schools,Lee Early College,3702560,3702560,34105305330100.0,370256002868,303.0,09-13,0.0,284,ADM,5867.05,41.38,5908.43,269.56,29.73,299.29,1666242.2,11751.92,1677994.12,6044.94543,2789.4,1104.95,174.94,441.11,29.71,0,160.81,4700.92,6.32,-31.8,11.37,25.1,0.66,0,560.29,171.2,223.99,101.43,0.47,0,108.75,1166.13,3356.01,1244.35,410.3,567.64,30.84,0,5597.49,11.65,5609.14,0,0,0,0,0,0,0
NC,2018-2019,530,530341,Lee County Schools,SanLee Middle School,3702560,3702560,34105305330100.0,370256003036,959.0,06-08,3.0,952,ADM,6898.3,701.19,7599.49,269.56,29.73,299.29,6567181.6,667532.88,7234714.47999999,7736.00543,3199.1,1248.35,206.79,164.74,29.71,0,160.81,5009.5,313.4,95.44,18.09,223.65,20.88,0,928.28,295.2,458.97,96.18,1.42,0,108.75,1888.8,4440.78,1638.99,683.85,484.57,52.01,0,6628.74,671.46,7300.2,0,0,0,0,0,0,0
NC,2018-2019,530,530343,Lee County Schools,Southern Lee High School,3702560,3702560,34105305330100.0,370256002781,1132.0,09-12,4.0,1111,ADM,8856.88,737.66,9594.54,269.56,29.73,299.29,9839993.68,819540.26,10659533.94,9731.05543,4309.37,1602.89,183.76,240.6,29.71,0,160.81,6527.14,335.3,111.15,21.7,239.12,0.66,0,1208.26,395.35,558.19,58.72,0.47,0,108.75,2329.74,5852.93,2109.39,763.65,538.44,30.84,0,8587.32,707.93,9295.25,0,0,0,0,0,0,0
NC,2018-2019,530,530346,Lee County Schools,Tramway Elementary,3702560,3702560,34105305330100.0,370256002391,698.0,KG-05,2.0,690,ADM,8269.26,791.04,9060.3,269.56,29.73,299.29,5705789.4,545817.6,6251606.99999999,9196.81543,4227.03,1659.43,138.77,176.61,29.71,0,160.81,6392.36,410.35,94.5,15.07,235.38,6.01,0,956.34,307,412.3,91.79,0.72,0,108.75,1876.9,5593.72,2060.93,566.14,503.78,36.44,0,7999.7,761.31,8761.00999999999,0,0,0,0,0,0,0
NC,2018-2019,530,530358,Lee County Schools,Warren Williams Elementary Alternative,3702560,3702560,34105305330100.0,370256003182,123.0,PK-05,2.0,6,ADM,44605.7599999999,1694.42,46300.18,269.56,29.73,299.29,267634.559999999,10166.52,277801.08,46436.69543,72246.04,30216.37,271.35,898.49,29.71,0,160.81,3822.77,403.71,131.52,166.2,962.6,0.66,0,25609.79,7815.47,4997.27,2251.24,0.47,0,108.75,40782.99,98259.54,38163.36,5434.82,4112.33,30.84,0,44336.2,1664.69,46000.89,0,0,0,0,0,0,0
NC,2018-2019,530,530360,Lee County Schools,WB Wicker Elementary,3702560,3702560,34105305330100.0,370256003492,,PK-05,2.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,0,0,0,1,0
NC,2018-2019,530,530356,Lee County Schools,West Lee Middle,3702560,3702560,34105305330100.0,370256001085,670.0,06-08,3.0,671,ADM,7439.74,876.18,8315.92,269.56,29.73,299.29,4992065.54,587916.779999999,5579982.32,8452.43543,3504.44,1372.48,221.08,173.15,29.71,0,160.81,5461.67,442.13,166.07,14.67,220,3.58,0,1004.31,287.14,467.77,109.49,0.61,0,108.75,1978.07,4950.88,1825.69,703.52,502.64,33.9,0,7170.17999999999,846.449999999999,8016.63,0,0,0,0,0,0,0
NC,2018-2019,540,540304,Lenoir County Public Schools,Banks Elementary,3702610,3702610,34105405430200.0,370261001086,542.0,PK-05,2.0,528,ADM,8446.1,1056.45,9502.55,477.1,51,528.1,4459540.8,557805.6,5017346.39999999,9608.821042,4653.41,1795.5,285.6,200.09,90.29,0,235.07,7259.96,277.96,116.31,197.43,400.68,13.07,0,214.65,60.46,453.97,198.79,16.24,0,242.03,1186.14,5146.02,1972.27,937,799.56,119.6,0,7969,1005.45,8974.44999999999,0,0,0,0,0,0,0
NC,2018-2019,540,540308,Lenoir County Public Schools,Contentnea-Savannah School,3702610,3702610,34105405430200.0,370261001087,909.0,PK-08,3.0,875,ADM,7670.30999999999,1657.81,9328.12,477.1,51,528.1,6711521.25,1450583.75,8162105,9434.391042,4067.17,1576.21,286.84,200.2,90.29,0,235.07,6455.78,673.01,281.05,190.68,449,13.07,0,238.09,67.33,448.13,202.71,16.24,0,242.03,1214.53,4978.27,1924.59,925.65,851.91,119.6,0,7193.20999999999,1606.81,8800.02,0,0,0,0,0,0,0
NC,2018-2019,540,540312,Lenoir County Public Schools,E B Frink Middle,3702610,3702610,34105405430200.0,370261001088,551.0,06-08,3.0,555,ADM,7111.37,1333.27,8444.64,477.1,51,528.1,3946810.35,739964.85,4686775.19999999,8550.911042,3552.37,1371.24,289.89,200.16,90.29,0,235.07,5739.02,497.39,193.82,200.8,377.19,13.07,0,355.57,98.34,454.28,205.89,16.24,0,242.03,1372.35,4405.33,1663.4,944.97,783.24,119.6,0,6634.27,1282.27,7916.53999999999,0,0,0,0,0,0,0
NC,2018-2019,540,540315,Lenoir County Public Schools,Kinston High,3702610,3702610,34105405430200.0,370261000585,648.0,09-12,4.0,634,ADM,9330.64,1412.46,10743.1,477.1,51,528.1,5915625.76,895499.64,6811125.4,10849.37104,4678.94,1788.46,293.06,214.4,90.29,0,235.07,7300.22,496.7,166.49,227.75,457.45,13.07,0,467.38,158.51,903.54,242.72,16.24,0,242.03,2030.42,5643.02,2113.46,1424.35,914.57,119.6,0,8853.53999999999,1361.46,10215,0,0,0,0,0,0,0
NC,2018-2019,540,540316,Lenoir County Public Schools,La Grange Elementary,3702610,3702610,34105405430200.0,370261001089,502.0,PK-05,2.0,469,ADM,8516.83,1421.79,9938.62,477.1,51,528.1,3994393.27,666819.51,4661212.78,10044.89104,4620.78,1758.94,286.14,194.93,90.29,0,235.07,7186.15,473.32,152.97,195.36,536.07,13.07,0,262.83,66.66,530.66,212.26,16.24,0,242.03,1330.68,5356.93,1978.57,1012.16,943.26,119.6,0,8039.73,1370.79,9410.52,0,0,0,0,0,0,0
NC,2018-2019,540,540317,Lenoir County Public Schools,Lenoir County Early College High,3702610,3702610,34105405430200.0,370261002831,186.0,09-13,0.0,181,ADM,7824.51999999999,444.98,8269.5,477.1,51,528.1,1416238.11999999,80541.38,1496779.5,8375.771042,4128.55,1326.12,476.5,515.29,90.29,0,235.07,6771.82,45.76,28.6,137.69,114.56,67.37,0,295.97,75.28,253.45,161.51,24.46,0,242.03,1052.7,4470.28,1430,867.64,791.36,182.12,0,7347.41999999999,393.98,7741.4,0,0,0,0,0,0,0
NC,2018-2019,540,540318,Lenoir County Public Schools,Lenoir County Learning Academy,3702610,3702610,34105405430200.0,370261001586,79.0,PK-12,4.0,79,ADM,16910.66,1990.54,18901.2,477.1,51,528.1,1335942.14,157252.66,1493194.8,19007.47104,9765.02,3634.83,312.22,260.8,90.29,0,235.07,14298.23,742.7,207.52,382.5,593.75,13.07,0,667.58,126.11,1398.96,161.51,16.24,0,242.03,2612.43,11175.3,3968.46,2093.68,1016.06,119.6,0,16433.56,1939.54,18373.1,0,0,0,0,0,0,0
NC,2018-2019,540,540320,Lenoir County Public Schools,Moss Hill Elementary,3702610,3702610,34105405430200.0,370261001090,442.0,KG-05,2.0,440,ADM,8417.58,1536.05,9953.63,477.1,51,528.1,3703735.2,675862,4379597.19999999,10059.90104,4520.03,1766.56,286.18,197.89,90.29,0,235.07,7096.02,509.75,206.46,194.97,560.8,13.07,0,201.92,59.07,568.28,234.02,16.24,0,242.03,1321.56,5231.7,2032.09,1049.43,992.71,119.6,0,7940.48,1485.05,9425.52999999999,0,0,0,0,0,0,0
NC,2018-2019,540,540324,Lenoir County Public Schools,North Lenoir High,3702610,3702610,34105405430200.0,370261001091,867.0,09-12,4.0,845,ADM,8453.81,1181.18,9634.99,477.1,51,528.1,7143469.44999999,998097.1,8141566.55,9741.261042,4560.58,1723.54,301.45,233.87,90.29,0,235.07,7144.8,300.78,122.32,204.93,489.08,13.07,0,338.59,88.84,385.46,237.85,16.24,0,242.03,1309.01,5199.95,1934.7,891.84,960.8,119.6,0,7976.70999999999,1130.18,9106.89,0,0,0,0,0,0,0
NC,2018-2019,540,540325,Lenoir County Public Schools,Northeast Elementary,3702610,3702610,34105405430200.0,370261003143,530.0,PK-05,2.0,512,ADM,7562.75,1455.61,9018.36,477.1,51,528.1,3872128,745272.32,4617400.32,9124.631042,3930.22,1617.47,286.16,197.01,90.29,0,235.07,6356.22,464.26,174.68,232.95,519.65,13.07,0,212.44,64.47,459.92,211.43,16.24,0,242.03,1206.53,4606.92,1856.62,979.03,928.09,119.6,0,7085.65,1404.61,8490.26,0,0,0,0,0,0,0
NC,2018-2019,540,540326,Lenoir County Public Schools,Northwest Elementary,3702610,3702610,34105405430200.0,370261000586,481.0,KG-05,2.0,494,ADM,7439.58,1368.84,8808.42,477.1,51,528.1,3675152.52,676206.96,4351359.48,8914.691042,3928.55,1553.07,285.6,199.04,90.29,0,235.07,6291.62,475.83,185.55,199.95,443.44,13.07,0,202.62,60.24,424.88,201.95,16.24,0,242.03,1147.96,4607,1798.86,910.43,844.43,119.6,0,6962.48,1317.84,8280.32,0,0,0,0,0,0,0
NC,2018-2019,540,540328,Lenoir County Public Schools,Pink Hill Elementary,3702610,3702610,34105405430200.0,370261001092,479.0,PK-05,2.0,458,ADM,8873.31,1413.51,10286.82,477.1,51,528.1,4063975.98,647387.58,4711363.56,10393.09104,4881.43,1862.73,286.11,201.09,90.29,0,235.07,7556.72,474.06,191.24,192.04,492.1,13.07,0,314.75,91.67,450.75,201.15,16.24,0,242.03,1316.59,5670.24,2145.64,928.9,894.34,119.6,0,8396.21,1362.51,9758.72,0,0,0,0,0,0,0
NC,2018-2019,540,540330,Lenoir County Public Schools,Rochelle Middle,3702610,3702610,34105405430200.0,370261000589,493.0,06-08,3.0,483,ADM,9344.91,1690.47,11035.38,477.1,51,528.1,4513591.53,816497.01,5330088.54,11141.65104,4954.14,1866.42,286.93,198.07,90.29,0,235.07,7630.92,656.5,205.44,232.31,532.15,13.07,0,442.48,103.67,697.54,212.03,16.24,0,242.03,1713.99,6053.12,2175.53,1216.78,942.25,119.6,0,8867.81,1639.47,10507.2799999999,0,0,0,0,0,0,0
NC,2018-2019,540,540336,Lenoir County Public Schools,South Lenoir High,3702610,3702610,34105405430200.0,370261001094,747.0,09-12,4.0,702,ADM,8866.38,1318.58,10184.96,477.1,51,528.1,6224198.76,925643.159999999,7149841.91999999,10291.23104,4526.32,1707.38,288.24,252.84,90.29,0,235.07,7100.14,495.02,181.16,187.64,390.69,13.07,0,408.36,109.76,724.43,265.42,16.24,0,242.03,1766.24,5429.7,1998.3,1200.31,908.95,119.6,0,8389.28,1267.58,9656.85999999999,0,0,0,0,0,0,0
NC,2018-2019,540,540338,Lenoir County Public Schools,Southeast Elementary,3702610,3702610,34105405430200.0,370261000596,236.0,KG-05,2.0,234,ADM,9737.01,2727.82,12464.83,477.1,51,528.1,2278460.34,638309.88,2916770.22,12571.10104,4999.07,1978.87,285.6,197.62,90.29,0,235.07,7786.52,1243.52,425.36,282.79,712.08,13.07,0,653.69,198.98,623.76,215.79,16.24,0,242.03,1950.49,6896.28,2603.21,1192.15,1125.49,119.6,0,9259.91,2676.82,11936.73,0,0,0,0,0,0,0
NC,2018-2019,540,540340,Lenoir County Public Schools,Southwood Elementary,3702610,3702610,34105405430200.0,370261001095,302.0,KG-05,2.0,299,ADM,8640.03,2081.89,10721.92,477.1,51,528.1,2583368.97,622485.11,3205854.08,10828.19104,4459.82,1791.25,287.32,206.55,90.29,0,235.07,7070.3,931.52,389.33,203.96,493.01,13.07,0,323.25,98.55,600.35,289.31,16.24,0,242.03,1569.73,5714.59,2279.13,1091.63,988.87,119.6,0,8162.93,2030.88999999999,10193.82,0,0,0,0,0,0,0
NC,2018-2019,540,540344,Lenoir County Public Schools,Woodington Middle,3702610,3702610,34105405430200.0,370261001096,636.0,06-08,3.0,637,ADM,7050.54,1226.54,8277.08,477.1,51,528.1,4491193.98,781305.98,5272499.96,8383.351042,3455.42,1310.31,286.88,333.88,90.29,0,235.07,5711.85,469.45,198.97,175.94,318.11,13.07,0,309.85,84.76,445.8,240.01,16.24,0,242.03,1338.69,4234.72,1594.04,908.62,892,119.6,0,6573.44,1175.54,7748.98,0,0,0,0,0,0,0
NC,2018-2019,291,291308,Lexington City Schools,Charles England Elementary School,3702640,3702640,34102902930100.0,370264001098,375.0,01-05,2.0,378,ADM,10036.43,1676.64,11713.07,689.38,121.04,810.42,3793770.54,633769.92,4427540.46,12016.35347,4940.61,1910.93,270.35,176.05,80.09,0,386.81,7764.84,675.67,185.02,62.75,624.35,7.81,0,830.84,275.88,860.73,2.8,-1.23,0,302.57,2271.59,6447.12,2371.83,1193.83,803.2,86.67,0,9347.05,1555.6,10902.65,0,0,0,0,0,0,0
NC,2018-2019,291,291332,Lexington City Schools,Lexington Middle School,3702640,3702640,34102902930100.0,370264001101,738.0,06-08,3.0,739,ADM,7966.37,1254.02,9220.39,689.38,121.04,810.42,5887147.43,926720.78,6813868.21,9523.673472,3554.97,1331.2,270.85,175.42,80.09,0,386.81,5799.34,505.74,116.51,64.14,428.17,18.42,0,769.62,239.69,818.45,39.61,-2.91,0,302.57,2167.03,4830.33,1687.4,1153.44,643.2,95.6,0,7276.99,1132.98,8409.97,0,0,0,0,0,0,0
NC,2018-2019,291,291336,Lexington City Schools,Lexington Senior High School,3702640,3702640,34102902930100.0,370264001102,803.0,09-12,4.0,789,ADM,9307.04,1128.13,10435.17,689.38,121.04,810.42,7343254.56,890094.57,8233349.13,10738.45347,4254.74,1575.96,277.23,193.73,80.09,0,386.81,6768.56,444.79,114.81,45.44,381.12,20.93,0,975.01,286.99,890.76,86.46,-3.31,0,302.57,2538.48,5674.54,1977.76,1213.43,661.31,97.71,0,8617.66,1007.09,9624.75,0,0,0,0,0,0,0
NC,2018-2019,291,291340,Lexington City Schools,Pickett Elementary School,3702640,3702640,34102902930100.0,370264001103,382.0,KG-05,2.0,388,ADM,9331.99,1694.24,11026.23,689.38,121.04,810.42,3620812.12,657365.12,4278177.24,11329.51347,4805.24,1828.1,270.35,171.51,80.09,0,386.81,7542.1,722.04,235.86,45.73,566,3.57,0,558.84,171.53,754.34,3.17,-0.56,0,302.57,1789.89,6086.12,2235.49,1070.42,740.68,83.1,0,8642.61,1573.2,10215.81,0,0,0,0,0,0,0
NC,2018-2019,291,291350,Lexington City Schools,South Lexington Developmental Center,3702640,3702640,34102902930100.0,370264002725,39.0,KG-12,4.0,38,ADM,28415.91,1904.9,30320.81,689.38,121.04,810.42,1079804.58,72386.2,1152190.78,30624.09347,11118.15,4681.09,393.82,139.6,80.09,0,386.81,16799.56,1362.17,308.4,34.44,76.75,2.1,0,6908.6,2569.76,1297.54,538.21,-0.33,0,302.57,11616.35,19388.92,7559.25,1725.8,754.56,81.86,0,27726.53,1783.86,29510.39,0,0,0,0,0,0,0
NC,2018-2019,291,291348,Lexington City Schools,South Lexington School,3702640,3702640,34102902930100.0,370264001105,324.0,PK-KG,1.0,221,ADM,12166.32,2760.8,14927.12,689.38,121.04,810.42,2688756.71999999,610136.8,3298893.52,15230.40347,6407.81,2515.89,272.82,179.5,80.09,0,386.81,9842.92,1151.66,410.45,48.24,1018.12,11.29,0,871.04,252.19,925.68,-26.3,-1.78,0,302.57,2323.4,8430.51,3178.53,1246.74,1171.32,89.6,0,11476.94,2639.76,14116.7,0,0,0,0,0,0,0
NC,2018-2019,291,291352,Lexington City Schools,Southwest Elementary School,3702640,3702640,34102902930100.0,370264001104,421.0,01-05,2.0,420,ADM,8572.86,1699.19,10272.05,689.38,121.04,810.42,3600601.2,713659.8,4314261,10575.33347,3976.46,1502.1,271.36,170.53,80.09,0,386.81,6387.35,756,223.41,45.59,540.54,12.61,0,756.47,265.07,861.53,1.86,-1.99,0,302.57,2185.51,5488.93,1990.58,1178.48,712.93,90.71,0,7883.48,1578.15,9461.63,0,0,0,0,0,0,0
NC,2018-2019,55A,55A000,Lincoln Charter School,Lincoln Charter School,3700062,3700062,,370006202393,2114.0,KG-12,4.0,2091,ADM,7281.82,161.02,7442.84,,,,15226285.62,336692.82,15562978.44,7377.09807,,,,,,,,5945.54,,,,,,,,,,,,,,1336.28,,,,,,,,,,0,0,0,0,0,0,0
NC,2018-2019,550,550308,Lincoln County Schools,Asbury Academy,3702680,3702680,34105505530100.0,370268002392,52.0,06-12,4.0,53,ADM,21252.9899999999,1057.87,22310.86,361.26,34.11,395.37,1126408.47,56067.1099999999,1182475.58,22778.31948,11867.62,4530.98,1339.34,322.76,11.74,0,212.98,18285.42,667,302.25,10.48,32.74,11.29,0,1657.12,542.9,580.94,34.5,3.83,0,148.28,2967.57,14191.74,5376.13,1930.76,390,26.86,0,20891.73,1023.75999999999,21915.49,0,0,0,0,0,0,0
NC,2018-2019,550,550312,Lincoln County Schools,Battleground Elementary,3702680,3702680,34105505530100.0,370268001108,405.0,PK-05,2.0,415,ADM,8662.9,1118.02,9780.92,361.26,34.11,395.37,3595103.5,463978.3,4059081.8,10248.37948,4185.89,1657.39,169.62,227.91,11.74,0,212.98,6465.53,555.47,182.39,16.59,318.17,11.29,0,1156.22,394.44,364.6,129.43,4.4,0,148.28,2197.37,5897.58,2234.22,550.81,675.51,27.43,0,8301.64,1083.91,9385.55,0,0,0,0,0,0,0
NC,2018-2019,550,550314,Lincoln County Schools,Catawba Springs Elementary,3702680,3702680,34105505530100.0,370268002163,564.0,PK-05,2.0,566,ADM,7381.54,481.41,7862.95,361.26,34.11,395.37,4177951.64,272478.06,4450429.7,8330.409478,4029.06,1575.49,78.46,161.41,11.74,0,212.98,6069.14,197.01,72.93,15.54,150.53,11.29,0,621.2,216.12,240.72,81.95,4.13,0,148.28,1312.4,4847.27,1864.54,334.72,393.89,27.16,0,7020.28,447.3,7467.58,0,0,0,0,0,0,0
NC,2018-2019,550,550340,Lincoln County Schools,Childers Elementary,3702680,3702680,34105505530100.0,370268002851,458.0,PK-05,2.0,443,ADM,8487.23,1406.04,9893.27,361.26,34.11,395.37,3759842.88999999,622875.72,4382718.61,10360.72948,4502.35,1697.13,77.99,230.4,11.74,0,212.98,6732.59,682.65,301.26,17.84,358.89,11.29,0,796.22,281.34,408.81,114.18,5.81,0,148.28,1754.64,5981.22,2279.73,504.64,703.47,28.84,0,8125.96999999999,1371.93,9497.9,0,0,0,0,0,0,0
NC,2018-2019,550,550320,Lincoln County Schools,East Lincoln High,3702680,3702680,34105505530100.0,370268001110,952.0,09-12,4.0,938,ADM,6514.83,481.43,6996.26,361.26,34.11,395.37,6110910.54,451581.34,6562491.88,7463.719478,3324.58,1253.11,138.8,147.33,11.74,0,212.98,5088.54,210.49,84.24,9.54,131.76,11.29,0,664.14,225.32,324.62,59.94,3.99,0,148.28,1426.29,4199.21,1562.67,472.96,339.03,27.02,0,6153.57,447.32,6600.89,0,0,0,0,0,0,0
NC,2018-2019,550,550322,Lincoln County Schools,East Lincoln Middle,3702680,3702680,34105505530100.0,370268001111,682.0,06-08,3.0,684,ADM,6877.9,423.34,7301.24,361.26,34.11,395.37,4704483.6,289564.56,4994048.16,7768.699478,3646.83,1374.04,76.78,123.69,11.74,0,212.98,5446.06,156.9,77,11.91,132.13,11.29,0,659.45,237.07,315.14,67.95,3.95,0,148.28,1431.84,4463.18,1688.11,403.83,323.77,26.98,0,6516.64,389.229999999999,6905.87,0,0,0,0,0,0,0
NC,2018-2019,550,550316,Lincoln County Schools,GE Massey Elementary,3702680,3702680,34105505530100.0,370268001109,353.0,PK-05,2.0,306,ADM,7796.04,1286.33,9082.37,361.26,34.11,395.37,2385588.23999999,393616.98,2779205.22,9549.829478,3894.75,1505.81,79.92,231.5,11.74,0,212.98,5936.7,631.8,208.18,12.02,388.93,11.29,0,900.19,342.64,332.23,132.17,3.83,0,148.28,1859.34,5426.74,2056.63,424.17,752.6,26.86,0,7434.78,1252.22,8687,0,0,0,0,0,0,0
NC,2018-2019,550,550328,Lincoln County Schools,Iron Station Elementary,3702680,3702680,34105505530100.0,370268001113,444.0,PK-05,2.0,422,ADM,9160.36,1184.33,10344.69,361.26,34.11,395.37,3865671.92,499787.259999999,4365459.18,10812.14948,5220.93,1953.48,79.19,180.21,11.74,0,212.98,7658.53,570.84,232.05,10.78,325.26,11.29,0,727.49,248.5,272.04,100.77,4.75,0,148.28,1501.83,6519.26,2434.03,362.01,606.24,27.78,0,8799.1,1150.22,9949.32,0,0,0,0,0,0,0
NC,2018-2019,550,550330,Lincoln County Schools,LCST,3702680,3702680,34105505530100.0,370268002196,,UG-UG,0.0,654,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,0,0,0,1,0
NC,2018-2019,550,550332,Lincoln County Schools,Lincolnton High,3702680,3702680,34105505530100.0,370268001114,776.0,09-12,4.0,767,ADM,8340.69,890.91,9231.6,361.26,34.11,395.37,6397309.23,683327.97,7080637.2,9699.059478,4163.25,1574.33,168.22,176.37,11.74,0,212.98,6306.89,412.25,237.99,9.71,185.56,11.29,0,974.6,283.16,538.91,84.36,4.49,0,148.28,2033.8,5550.1,2095.48,716.84,446.29,27.52,0,7979.43,856.8,8836.23,0,0,0,0,0,0,0
NC,2018-2019,550,550334,Lincoln County Schools,Lincolnton Middle,3702680,3702680,34105505530100.0,370268001115,677.0,06-08,3.0,667,ADM,7658.16,1184.59,8842.75,361.26,34.11,395.37,5107992.72,790121.529999999,5898114.25,9310.209478,4016.16,1530.05,79.31,124.95,11.74,0,212.98,5975.19,547.61,221.64,16.17,353.77,11.29,0,798.43,272.28,349.92,109.02,5.04,0,148.28,1682.97,5362.2,2023.97,445.4,587.74,28.07,0,7296.9,1150.48,8447.38,0,0,0,0,0,0,0
NC,2018-2019,550,550336,Lincoln County Schools,Love Memorial Elementary,3702680,3702680,34105505530100.0,370268001116,299.0,PK-05,2.0,273,ADM,10665.13,1594.5,12259.63,361.26,34.11,395.37,2911580.48999999,435298.5,3346878.98999999,12727.08948,5796.04,2218.71,78.08,241.44,11.74,0,212.98,8558.99,811.42,368.4,12.12,330.3,38.15,0,1064.66,390.57,386.23,111.41,4.99,0,148.28,2106.14,7672.12,2977.68,476.43,683.15,54.88,0,10303.8699999999,1560.39,11864.2599999999,0,0,0,0,0,0,0
NC,2018-2019,550,550342,Lincoln County Schools,North Brook Elementary,3702680,3702680,34105505530100.0,370268002197,361.0,PK-05,2.0,337,ADM,8491.75,995.96,9487.71,361.26,34.11,395.37,2861719.75,335638.52,3197358.26999999,9955.169478,4556.42,1741.85,79.81,199.59,11.74,0,212.98,6802.39,468.91,153.46,15.29,312.9,11.29,0,818.21,291.76,317.2,108.83,5.08,0,148.28,1689.36,5843.54,2187.07,412.3,621.32,28.11,0,8130.49,961.85,9092.33999999999,0,0,0,0,0,0,0
NC,2018-2019,550,550344,Lincoln County Schools,North Lincoln High,3702680,3702680,34105505530100.0,370268002673,989.0,09-12,4.0,972,ADM,6683.89,382.86,7066.75,361.26,34.11,395.37,6496741.08,372139.92,6868881,7534.209478,3291.08,1233.31,137.89,159.01,11.74,0,212.98,5046.01,153.42,71.23,9.47,103.34,11.29,0,732.6,248.53,447.59,56.88,4,0,148.28,1637.88,4177.1,1553.07,594.95,319.23,27.03,0,6322.63,348.75,6671.38,0,0,0,0,0,0,0
NC,2018-2019,550,550350,Lincoln County Schools,North Lincoln Middle,3702680,3702680,34105505530100.0,370268002470,706.0,06-08,3.0,710,ADM,6899.79,443.16,7342.95,361.26,34.11,395.37,4898850.9,314643.6,5213494.5,7810.409478,3699.06,1357.89,77.08,124.43,11.74,0,212.98,5483.18,185.68,83.93,10.7,117.45,11.29,0,641.34,226.08,333.84,63.03,4.04,0,148.28,1416.61,4526.08,1667.9,421.62,304.91,27.07,0,6538.53,409.05,6947.58,0,0,0,0,0,0,0
