state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_NC,enrollmetric,pp_stloc_raw_NC,pp_fed_raw_NC,pp_total_raw_NC,pp_centshare_stloc_raw_NC,pp_centshare_fed_raw_NC,pp_centshare_raw_NC,schoolstloc_raw_NC,schoolfed_raw_NC,schooltot_raw_NC,pp_total_norm_NERDS,ppsalariesst_raw_NC,ppempbenefitsst_raw_NC,pppurchservicesst_raw_NC,ppsupmaterialsst_raw_NC,ppinstrequipst_raw_NC,ppotherst_raw_NC,ppcentst_raw_NC,pptotst_raw_NC,ppsalariesfed_raw_NC,ppempbenefitsfed_raw_NC,pppurchservicesfed_raw_NC,ppsupmaterialsfed_raw_NC,ppinstrequipfed_raw_NC,ppotherfed_raw_NC,ppsalariesloc_raw_NC,ppempbenefitsloc_raw_NC,pppurchservicesloc_raw_NC,ppsupmaterialsloc_raw_NC,ppinstrequiploc_raw_NC,ppotherloc_raw_NC,ppcentloc_raw_NC,pptotloc_raw_NC,pptotsalaries_raw_NC,pptotempbenefits_raw_NC,pptotpurchservices_raw_NC,pptotsupmaterials_raw_NC,pptotinstrequipfed_raw_NC,pptotother_raw_NC,pp_site_stloc_difference_NC,pp_site_fed_difference_NC,pp_site_difference_NC,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
NC,2018-2019,13C,13C000,A.C.E. Academy,A.C.E. Academy,3700372,3700372,,370037203324,409.0,KG-08,3.0,401,ADM,9459.8,382.7,9842.5,,,,3793379.8,153462.699999999,3946842.5,9175.403423,,,,,,,,6045.13,,,,,,,,,,,,,,3414.67,,,,,,,,,,0,0,0,0,0,0,0
NC,2018-2019,43D,43D000,Achievement Charter Academy,Achievement Charter Academy,3700459,3700459,,370045903534,,,0.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,0,0,0,1,0
NC,2018-2019,01F,01F000,Alamance Community School,Alamance Community School,3700467,3700467,,370046703528,,,0.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,0,0,0,1,0
NC,2018-2019,010,010303,Alamance-Burlington Schools,ABSS Early College at ACC,3700030,3700030,34100100130100.0,370003002972,228.0,09-13,0.0,223,ADM,6115.46,164.56,6280.02,421.84,21.17,443.01,1363747.58,36696.88,1400444.46,6608.807354,2942.01,1162.81,90.46,506.87,27.51,0,140.38,4870.04,59.74,5.31,39.65,29.84,8.85,0,584.05,176.03,152.2,48.44,3.24,0,281.46,1245.42,3585.8,1344.15,282.31,585.15,39.6,0,5693.62,143.39,5837.01,0,0,0,0,0,0,0
NC,2018-2019,010,010304,Alamance-Burlington Schools,Alexander Wilson Elementary,3700030,3700030,34100100130100.0,370003000001,626.0,PK-05,2.0,605,ADM,7882.74,663.87,8546.61,421.84,21.17,443.01,4769057.7,401641.35,5170699.05,8875.397354,4285.41,1543.53,90.46,123.53,27.51,0,140.38,6210.82,234.71,78.64,43.51,270.12,15.72,0,786.2,231.67,275.69,92.31,4.59,0,281.46,1671.92,5306.32,1853.84,409.66,485.96,47.82,0,7460.9,642.7,8103.6,0,0,0,0,0,0,0
NC,2018-2019,010,010308,Alamance-Burlington Schools,Altamahaw-Ossipee Elementary,3700030,3700030,34100100130100.0,370003000002,622.0,KG-05,2.0,613,ADM,8475.49,506.57,8982.06,421.84,21.17,443.01,5195475.37,310527.41,5506002.77999999,9310.847354,4675.5,1777.02,90.46,71.84,27.51,0,140.38,6782.71,156.43,56.5,46.96,214.81,10.7,0,780.43,240.39,266.8,120.1,3.6,0,281.46,1692.78,5612.36,2073.91,404.22,406.75,41.81,0,8053.65,485.4,8539.05,0,0,0,0,0,0,0
NC,2018-2019,010,010347,Alamance-Burlington Schools,Audrey W. Garrett Elementary,3700030,3700030,34100100130100.0,370003002501,625.0,PK-05,2.0,609,ADM,8414.76,1724.9,10139.66,421.84,21.17,443.01,5124588.84,1050464.1,6175052.93999999,10468.44735,4578.94,1737.88,90.46,48.7,27.51,0,140.38,6623.87,775.49,345.16,48.29,523.6,11.19,0,849.06,270.22,197.76,188.69,3.7,0,281.46,1790.89,6203.49,2353.26,336.51,760.99,42.4,0,7992.92,1703.73,9696.65,0,0,0,0,0,0,0
NC,2018-2019,010,010346,Alamance-Burlington Schools,B. Everett Jordan Elementary,3700030,3700030,34100100130100.0,370003000003,373.0,KG-05,2.0,377,ADM,9169.17,1140.56,10309.73,421.84,21.17,443.01,3456777.09,429991.12,3886768.21,10638.51735,5013.14,1959.42,91,39.29,27.51,0,140.38,7270.74,490.38,202.88,53.57,317.21,55.35,0,815.27,254.51,354.48,180.27,12.44,0,281.46,1898.43,6318.79,2416.81,499.05,536.77,95.3,0,8747.33,1119.38999999999,9866.72,0,0,0,0,0,0,0
NC,2018-2019,010,010310,Alamance-Burlington Schools,Broadview Middle,3700030,3700030,34100100130100.0,370003000196,761.0,06-08,3.0,758,ADM,7899.48,2056.46,9955.94,421.84,21.17,443.01,5987805.84,1558796.68,7546602.52,10284.72735,3398.61,1316.69,153.28,63.22,27.51,0,140.38,5099.69,924.42,346.8,121.41,631.33,11.33,0,1300.78,414.49,483.8,308.9,10.36,0,281.46,2799.79,5623.81,2077.98,758.49,1003.45,49.2,0,7477.63999999999,2035.29,9512.93,0,0,0,0,0,0,0
NC,2018-2019,010,010311,Alamance-Burlington Schools,Career and Technical Education Center,3700030,3700030,34100100130100.0,370003003171,0.0,09-12,4.0,983,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,0,0,0,1,0
NC,2018-2019,010,010320,Alamance-Burlington Schools,E M Yoder Elementary,3700030,3700030,34100100130100.0,370003000005,398.0,PK-05,2.0,370,ADM,10118.4,816.82,10935.22,421.84,21.17,443.01,3743808,302223.4,4046031.4,11264.00735,5825.28,2099.86,90.46,110.58,27.51,0,140.38,8294.07,351.81,114.9,41.68,242.93,44.33,0,856.38,240.14,298.46,137.64,10.25,0,281.46,1824.33,7033.47,2454.9,430.6,491.15,82.09,0,9696.56,795.65,10492.21,0,0,0,0,0,0,0
NC,2018-2019,010,010324,Alamance-Burlington Schools,Eastern Alamance High,3700030,3700030,34100100130100.0,370003000006,1224.0,09-12,4.0,1191,ADM,7124.49,652.98,7777.47,421.84,21.17,443.01,8485267.59,777699.18,9262966.77,8106.257354,3580.17,1332.27,100.95,76.96,27.51,0,140.38,5258.24,260.55,101.79,44.09,194.22,31.16,0,839.56,259.55,330.72,139.78,15.18,0,281.46,1866.25,4680.28,1693.61,475.76,410.96,73.85,0,6702.65,631.81,7334.46,0,0,0,0,0,0,0
NC,2018-2019,010,010326,Alamance-Burlington Schools,Eastlawn Elementary,3700030,3700030,34100100130100.0,370003000197,586.0,PK-05,2.0,592,ADM,7798.69,1577.52,9376.21,421.84,21.17,443.01,4616824.48,933891.84,5550716.31999999,9704.997354,4321.61,1369.3,90.83,24.84,27.51,0,140.38,5974.47,650.94,229.29,87.42,581.07,7.63,0,818.12,266.6,264.49,181.97,11.58,0,281.46,1824.22,5790.67,1865.19,442.74,787.88,46.72,0,7376.85,1556.35,8933.19999999999,0,0,0,0,0,0,0
NC,2018-2019,010,010328,Alamance-Burlington Schools,Edwin M Holt Elementary,3700030,3700030,34100100130100.0,370003000007,532.0,KG-05,2.0,536,ADM,8754.93,687.63,9442.56,421.84,21.17,443.01,4692642.48,368569.68,5061212.16,9771.347354,4652.27,1812.82,90.46,35.22,27.51,0,140.38,6758.66,315.02,105.42,44.67,190.35,11,0,883.56,277.59,297.02,159.7,96.94,0,281.46,1996.27,5850.85,2195.83,432.15,385.27,135.45,0,8333.09,666.46,8999.55,0,0,0,0,0,0,0
NC,2018-2019,010,010340,Alamance-Burlington Schools,Elon Elementary,3700030,3700030,34100100130100.0,370003000008,728.0,KG-05,2.0,727,ADM,7604.28,631.18,8235.46,421.84,21.17,443.01,5528311.56,458867.86,5987179.41999999,8564.247354,4241.49,1417.13,90.46,44.53,27.51,0,140.38,5961.5,213.14,69.9,45.49,245.19,36.29,0,700.06,216.09,272.24,164.27,8.66,0,281.46,1642.78,5154.69,1703.12,408.19,453.99,72.46,0,7182.44,610.01,7792.44999999999,0,0,0,0,0,0,0
NC,2018-2019,010,010348,Alamance-Burlington Schools,Graham High,3700030,3700030,34100100130100.0,370003000009,768.0,09-12,4.0,734,ADM,9487.43,934.69,10422.12,421.84,21.17,443.01,6963773.62,686062.46,7649836.08,10750.90735,4873.59,1809.29,97.28,130.63,27.51,0,140.38,7078.68,403.98,178.37,50.32,272.2,8.65,0,1137.66,340.27,404.43,241.73,3.2,0,281.46,2408.75,6415.23,2327.93,552.03,644.56,39.36,0,9065.59,913.52,9979.11,0,0,0,0,0,0,0
NC,2018-2019,010,010350,Alamance-Burlington Schools,Graham Middle,3700030,3700030,34100100130100.0,370003000010,697.0,06-08,3.0,701,ADM,7738.95,1313.9,9052.85,421.84,21.17,443.01,5425003.95,921043.9,6346047.85,9381.637354,3888.66,1495.66,90.49,36.69,27.51,0,140.38,5679.39,525.63,199.77,79.22,469.95,18.16,0,994.14,314.66,302.56,157.79,8.95,0,281.46,2059.56,5408.43,2010.09,472.27,664.43,54.62,0,7317.11,1292.73,8609.84,0,0,0,0,0,0,0
NC,2018-2019,010,010351,Alamance-Burlington Schools,Grove Park Elementary,3700030,3700030,34100100130100.0,370003000199,478.0,PK-05,2.0,462,ADM,9068.22,1874.14,10942.36,421.84,21.17,443.01,4189517.63999999,865852.68,5055370.32,11271.14735,5029.64,1919.13,90.46,22.88,27.51,0,140.38,7230,817.58,312.76,54.22,654.37,14.04,0,820.96,251.83,268.87,210.84,4.26,0,281.46,1838.22,6668.18,2483.72,413.55,888.09,45.81,0,8646.38,1852.97,10499.35,0,0,0,0,0,0,0
NC,2018-2019,010,010354,Alamance-Burlington Schools,Harvey R Newlin Elementary,3700030,3700030,34100100130100.0,370003000200,652.0,PK-05,2.0,621,ADM,8120.76,1731.84,9852.6,421.84,21.17,443.01,5042991.96,1075472.64,6118464.6,10181.38735,4452.13,1687.36,90.46,30.49,27.51,0,140.38,6428.33,478.91,193.69,109.32,830.8,97.95,0,697.52,210.24,293.09,193.19,16.93,0,281.46,1692.43,5628.56,2091.29,492.87,1054.48,142.39,0,7698.92,1710.66999999999,9409.59,0,0,0,0,0,0,0
NC,2018-2019,010,010357,Alamance-Burlington Schools,Haw River Elementary,3700030,3700030,34100100130100.0,370003000011,557.0,PK-05,2.0,480,ADM,9202.09,1654.14,10856.23,421.84,21.17,443.01,4417003.2,793987.2,5210990.39999999,11185.01735,5348.68,1982.33,299.12,115.32,27.51,0,140.38,7913.34,434.84,166.41,98.86,908.55,24.31,0,369.04,129.39,186.82,211.58,110.46,0,281.46,1288.75,6152.56,2278.13,584.8,1235.45,162.28,0,8780.25,1632.97,10413.22,0,0,0,0,0,0,0
NC,2018-2019,010,010353,Alamance-Burlington Schools,Hawfields Middle,3700030,3700030,34100100130100.0,370003002566,687.0,06-08,3.0,676,ADM,8009.04,558.82,8567.86,421.84,21.17,443.01,5414111.04,377762.32,5791873.36,8896.647354,4087.5,1486.15,90.89,65.66,27.51,0,140.38,5898.09,330.45,108.27,41.53,50.4,7,0,957.28,298.12,436.99,134.23,2.87,0,281.46,2110.95,5375.23,1892.54,569.41,250.29,37.38,0,7587.2,537.65,8124.85,0,0,0,0,0,0,0
NC,2018-2019,010,010312,Alamance-Burlington Schools,Highland Elementary,3700030,3700030,34100100130100.0,370003002838,742.0,KG-05,2.0,734,ADM,8503.83,740.68,9244.51,421.84,21.17,443.01,6241811.22,543659.12,6785470.34,9573.297354,4563.5,1787.63,90.66,116.54,27.51,0,140.38,6726.22,331.59,118.64,44.31,217.04,7.93,0,862.42,265.54,267.12,98.02,3.05,0,281.46,1777.61,5757.51,2171.81,402.09,431.6,38.49,0,8081.99,719.51,8801.5,0,0,0,0,0,0,0
NC,2018-2019,010,010358,Alamance-Burlington Schools,Hillcrest Elementary,3700030,3700030,34100100130100.0,370003000201,615.0,PK-05,2.0,590,ADM,8169.13999999999,1732.33,9901.47,421.84,21.17,443.01,4819792.6,1022074.7,5841867.3,10230.25735,4067.23,1481.41,141.17,29.29,27.51,0,140.38,5886.99,623.7,239.98,49.42,779.45,18.61,0,997.91,330.96,364.13,211.49,96.2,0,281.46,2282.15,5688.84,2052.35,554.72,1020.23,142.32,0,7747.29999999999,1711.15999999999,9458.46,0,0,0,0,0,0,0
NC,2018-2019,010,010360,Alamance-Burlington Schools,Hugh M Cummings High,3700030,3700030,34100100130100.0,370003000202,941.0,09-12,4.0,932,ADM,8399.65,1037.25,9436.9,421.84,21.17,443.01,7828473.8,966717,8795190.79999999,9765.687354,4455.88,1624.81,98.73,62.69,27.51,0,140.38,6410,458.9,179.96,44.81,308.41,24,0,1044.98,321.33,175.15,160.5,6.23,0,281.46,1989.65,5959.76,2126.1,318.69,531.6,57.74,0,7977.80999999999,1016.08,8993.89,0,0,0,0,0,0,0
NC,2018-2019,010,010362,Alamance-Burlington Schools,Marvin B Smith Elementary,3700030,3700030,34100100130100.0,370003000203,541.0,PK-05,2.0,521,ADM,8757.18,690.42,9447.6,421.84,21.17,443.01,4562490.78,359708.82,4922199.6,9776.387354,4818.69,1671.49,90.46,47.04,27.51,0,140.38,6795.57,280.07,98.49,41.96,234.91,13.82,0,904.23,272.58,339.95,159.17,4.22,0,281.46,1961.61,6002.99,2042.56,472.37,441.12,45.55,0,8335.34,669.25,9004.59,0,0,0,0,0,0,0
NC,2018-2019,010,010364,Alamance-Burlington Schools,North Graham Elementary,3700030,3700030,34100100130100.0,370003000012,354.0,PK-05,2.0,353,ADM,9908.87,1691.26,11600.13,421.84,21.17,443.01,3497831.11,597014.78,4094845.88999999,11928.91735,5247.93,2016.2,90.46,30.2,27.51,0,140.38,7552.68,636.6,223,45.11,735.07,30.31,0,1202.77,364.46,311.85,188.17,7.48,0,281.46,2356.19,7087.3,2603.66,447.42,953.44,65.3,0,9487.03,1670.09,11157.1199999999,0,0,0,0,0,0,0
NC,2018-2019,010,010372,Alamance-Burlington Schools,Pleasant Grove Elementary,3700030,3700030,34100100130100.0,370003000013,318.0,PK-05,2.0,315,ADM,9142.94999999999,1545.06,10688.01,421.84,21.17,443.01,2880029.24999999,486693.899999999,3366723.15,11016.79735,4944.28,1907.83,90.5,37.48,27.51,0,140.38,7147.98,547.89,213.84,130.31,604.45,27.4,0,909.93,291.68,252.09,252.9,6.91,0,281.46,1994.97,6402.1,2413.35,472.9,894.83,61.82,0,8721.10999999999,1523.88999999999,10245,0,0,0,0,0,0,0
NC,2018-2019,010,010374,Alamance-Burlington Schools,R Homer Andrews Elementary,3700030,3700030,34100100130100.0,370003000204,582.0,PK-05,2.0,561,ADM,8923.19,1897.94,10821.13,421.84,21.17,443.01,5005909.59,1064744.34,6070653.93,11149.91735,4557.49,1671.2,92.1,49.36,27.51,0,140.38,6538.04,842.74,319.51,154.42,542.4,17.7,0,1152.41,363.09,329.36,165.2,93.63,0,281.46,2385.15,6552.64,2353.8,575.88,756.96,138.84,0,8501.35,1876.77,10378.1199999999,0,0,0,0,0,0,0
NC,2018-2019,010,010378,Alamance-Burlington Schools,Ray Street Academy,3700030,3700030,34100100130100.0,370003002153,77.0,KG-12,4.0,91,ADM,29295.47,3955.56,33251.03,421.84,21.17,443.01,2665887.77,359955.96,3025843.73,33579.81735,16635.84,6381.83,96.13,25.6,27.51,0,140.38,23307.29,2630.57,1171.32,39.76,61.98,30.76,0,3653.48,1032.85,798.35,214.46,7.58,0,281.46,5988.18,22919.89,8586,934.24,302.04,65.85,0,28873.63,3934.39,32808.02,0,0,0,0,0,0,0
NC,2018-2019,010,010380,Alamance-Burlington Schools,South Graham Elementary,3700030,3700030,34100100130100.0,370003000014,619.0,PK-05,2.0,569,ADM,8783.38,1265.47,10048.85,421.84,21.17,443.01,4997743.22,720052.43,5717795.65,10377.63735,4670.97,1703.47,173.19,50.38,27.51,0,140.38,6765.9,594.49,222.86,49.75,369.47,7.73,0,902.93,272.79,299.06,175.26,85.98,0,281.46,2017.48,6168.39,2199.12,522,595.11,121.22,0,8361.53999999999,1244.3,9605.84,0,0,0,0,0,0,0
NC,2018-2019,010,010384,Alamance-Burlington Schools,South Mebane Elementary,3700030,3700030,34100100130100.0,370003000015,630.0,KG-05,2.0,639,ADM,8047.52,586.58,8634.1,421.84,21.17,443.01,5142365.28,374824.62,5517189.9,8962.887354,4283.48,1604.12,90.46,66.92,27.51,0,140.38,6212.87,224.69,78.27,41.53,205.42,15.5,0,815.32,255.16,282.51,119.73,80.47,0,281.46,1834.65,5323.49,1937.55,414.5,392.07,123.48,0,7625.68,565.41,8191.09,0,0,0,0,0,0,0
NC,2018-2019,010,010388,Alamance-Burlington Schools,Southern Alamance High,3700030,3700030,34100100130100.0,370003000016,1427.0,09-12,4.0,1400,ADM,7470.58,590.49,8061.07,421.84,21.17,443.01,10458812,826686,11285498,8389.857354,3844.15,1440.4,112.08,77.76,27.51,0,140.38,5642.28,199.02,73.46,122.2,170.15,4.49,0,828.01,244.23,319.85,152.38,2.37,0,281.46,1828.3,4871.18,1758.09,554.13,400.29,34.37,0,7048.74,569.32,7618.05999999999,0,0,0,0,0,0,0
NC,2018-2019,010,010390,Alamance-Burlington Schools,Southern Alamance Middle,3700030,3700030,34100100130100.0,370003000017,739.0,06-08,3.0,718,ADM,7536.41,679.67,8216.08,421.84,21.17,443.01,5411142.38,488003.06,5899145.44,8544.867354,3754.94,1427.97,91.08,41.65,27.51,0,140.38,5483.53,274.84,102.72,42.56,223.54,14.84,0,983.67,314.12,294.41,174.8,4.42,0,281.46,2052.88,5013.45,1844.81,428.05,439.99,46.77,0,7114.57,658.5,7773.07,0,0,0,0,0,0,0
NC,2018-2019,010,010392,Alamance-Burlington Schools,Sylvan Elementary,3700030,3700030,34100100130100.0,370003000018,281.0,PK-05,2.0,276,ADM,10402.82,1470.98,11873.8,421.84,21.17,443.01,2871178.32,405990.48,3277168.8,12202.58735,5522.24,2164.64,90.46,37.15,27.51,0,140.38,7982.38,611.31,245.95,105.21,452.7,34.64,0,1031.73,327.26,366.47,235.72,177.8,0,281.46,2420.44,7165.28,2737.85,562.14,725.57,239.95,0,9980.98,1449.81,11430.7899999999,0,0,0,0,0,0,0
NC,2018-2019,010,010394,Alamance-Burlington Schools,Turrentine Middle,3700030,3700030,34100100130100.0,370003000206,929.0,06-08,3.0,931,ADM,7247.88999999999,1129.94,8377.83,421.84,21.17,443.01,6747785.59,1051974.14,7799759.72999999,8706.617354,3668.65,1340.92,90.83,23.61,27.51,0,140.38,5291.9,461.5,171.32,119.35,348.65,7.95,0,933.51,284.92,270.79,182.25,3.06,0,281.46,1955.99,5063.66,1797.16,480.97,554.51,38.52,0,6826.04999999999,1108.77,7934.82,0,0,0,0,0,0,0
NC,2018-2019,010,010396,Alamance-Burlington Schools,Walter M Williams High,3700030,3700030,34100100130100.0,370003000207,1169.0,09-12,4.0,1139,ADM,7874.55,603.95,8478.5,421.84,21.17,443.01,8969112.45,687899.05,9657011.5,8807.287354,3991.47,1475.92,96.33,69.89,27.51,0,140.38,5801.5,238.9,81.89,48.97,191.61,21.41,0,976.77,308.44,333.32,167.34,5.72,0,281.46,2073.05,5207.14,1866.25,478.62,428.84,54.64,0,7452.71,582.78,8035.49,0,0,0,0,0,0,0
NC,2018-2019,010,010400,Alamance-Burlington Schools,Western Alamance High,3700030,3700030,34100100130100.0,370003000019,1153.0,09-12,4.0,1118,ADM,7678.29,758.83,8437.12,421.84,21.17,443.01,8584328.22,848371.94,9432700.16,8765.907354,4087.51,1563.66,97.13,50.43,27.51,0,140.38,5966.62,295.72,115.97,83.13,222.66,20.18,0,785.12,242.78,315.19,78,9.12,0,281.46,1711.67,5168.35,1922.41,495.45,351.09,56.81,0,7256.45,737.66,7994.11,0,0,0,0,0,0,0
NC,2018-2019,010,010403,Alamance-Burlington Schools,Western Alamance Middle,3700030,3700030,34100100130100.0,370003000020,834.0,06-08,3.0,832,ADM,7632.67,561.05,8193.72,421.84,21.17,443.01,6350381.44,466793.6,6817175.03999999,8522.507354,3783.71,1403.83,90.46,53,27.51,0,140.38,5498.89,180.17,67.98,44.17,239.05,8.51,0,1056.1,335.59,310.39,147.07,3.17,0,281.46,2133.78,5019.98,1807.4,445.02,439.12,39.19,0,7210.83,539.88,7750.70999999999,0,0,0,0,0,0,0
NC,2018-2019,010,010406,Alamance-Burlington Schools,Woodlawn Middle,3700030,3700030,34100100130100.0,370003000021,583.0,06-08,3.0,585,ADM,8083.04999999999,578.85,8661.9,421.84,21.17,443.01,4728584.25,338627.25,5067211.5,8990.687354,4237.09,1583.47,90.46,41.66,27.51,0,140.38,6120.57,198.44,71.3,46.34,232.69,8.91,0,904.43,282.3,335.44,155.6,3.25,0,281.46,1962.48,5339.96,1937.07,472.24,429.95,39.67,0,7661.20999999999,557.68,8218.89,0,0,0,0,0,0,0
NC,2018-2019,020,020302,Alexander County Schools,Alexander Central High,3700090,3700090,34100200230100.0,370009000028,1219.0,09-12,4.0,1190,ADM,9479.34,776.07,10255.41,486.84,52.2,539.04,11280414.6,923523.3,12203937.9,10652.79444,4992.47,1900.12,102.3,152.09,77.62,0,211.3,7435.9,331.01,83.27,50.67,253.82,5.1,0,734.32,208.39,537.42,248.59,39.18,0,275.54,2043.44,6057.8,2191.78,690.39,654.5,121.9,0,8992.5,723.87,9716.36999999999,0,0,0,0,0,0,0
NC,2018-2019,020,020303,Alexander County Schools,Alexander Early College,3700090,3700090,34100200230100.0,370009003396,195.0,09-12,4.0,186,ADM,6338.74,116.49,6455.23,486.84,52.2,539.04,1179005.64,21667.14,1200672.78,6852.61444,3294.98,1213.57,111.44,420.89,77.62,0,211.3,5329.8,17.03,-32.65,26.22,48.59,5.1,0,335.49,87.15,113.5,159.9,37.36,0,275.54,1008.94,3647.5,1268.07,251.16,629.38,120.08,0,5851.9,64.2899999999999,5916.19,0,0,0,0,0,0,0
NC,2018-2019,020,020304,Alexander County Schools,Bethlehem Elementary,3700090,3700090,34100200230100.0,370009000029,461.0,PK-05,2.0,448,ADM,8643.39,688.19,9331.58,486.84,52.2,539.04,3872238.71999999,308309.12,4180547.84,9728.96444,4708.77,1870,76.33,87.52,77.62,0,211.3,7031.54,285.76,115.05,39.52,190.56,5.1,0,543.78,136.27,333.27,285.63,37.36,0,275.54,1611.85,5538.31,2121.32,449.12,563.71,120.08,0,8156.54999999999,635.99,8792.54,0,0,0,0,0,0,0
NC,2018-2019,020,020306,Alexander County Schools,East Alexander Middle,3700090,3700090,34100200230100.0,370009002148,611.0,06-08,3.0,609,ADM,7469.8,691.17,8160.97,486.84,52.2,539.04,4549108.2,420922.529999999,4970030.73,8558.35444,3914.01,1469.03,74.1,101.03,77.62,0,211.3,5847.09,310.74,102.66,33,187.47,5.1,0,562.01,175.97,276.08,295.75,37.36,0,275.54,1622.71,4786.76,1747.66,383.18,584.25,120.08,0,6982.96,638.969999999999,7621.93,0,0,0,0,0,0,0
NC,2018-2019,020,020308,Alexander County Schools,Ellendale Elementary,3700090,3700090,34100200230100.0,370009000032,285.0,KG-05,2.0,283,ADM,10642.33,1416.22,12058.55,486.84,52.2,539.04,3011779.39,400790.26,3412569.65,12455.93444,6000.62,2391.17,74.74,79.07,77.62,0,211.3,8834.52,819.47,265.42,91.81,182.22,5.1,0,643.95,191.95,383.55,275.46,37.36,0,275.54,1807.81,7464.04,2848.54,550.1,536.75,120.08,0,10155.49,1364.02,11519.5099999999,0,0,0,0,0,0,0
NC,2018-2019,020,020316,Alexander County Schools,Hiddenite Elementary,3700090,3700090,34100200230100.0,370009000031,487.0,PK-05,2.0,469,ADM,8622.98,1201.5,9824.48,486.84,52.2,539.04,4044177.61999999,563503.5,4607681.12,10221.86444,4769.61,1930.7,106.71,79.07,77.62,0,211.3,7175.01,647.62,227.29,45.58,223.71,5.1,0,464.79,127.31,266.89,276.08,37.36,0,275.54,1447.97,5882.02,2285.3,419.18,578.86,120.08,0,8136.13999999999,1149.3,9285.43999999999,0,0,0,0,0,0,0
NC,2018-2019,020,020320,Alexander County Schools,Stony Point Elementary,3700090,3700090,34100200230100.0,370009000033,266.0,PK-05,2.0,242,ADM,10366.34,1102.66,11469,486.84,52.2,539.04,2508654.28,266843.72,2775498,11866.38444,5878.76,2354,136.57,79.07,77.62,0,211.3,8737.32,512.29,167.98,37.09,328,5.1,0,526.79,157.65,343.54,288.14,37.36,0,275.54,1629.02,6917.84,2679.63,517.2,695.21,120.08,0,9879.5,1050.46,10929.96,0,0,0,0,0,0,0
NC,2018-2019,020,020324,Alexander County Schools,Sugar Loaf Elementary,3700090,3700090,34100200230100.0,370009000034,218.0,KG-05,2.0,221,ADM,9417.46,854.36,10271.82,486.84,52.2,539.04,2081258.66,188813.56,2270072.21999999,10669.20444,5411.98,1993.69,76.75,94.75,77.62,0,211.3,7866.09,425.02,126.37,40.72,204.95,5.1,0,482.26,137.69,340.09,278.43,37.36,0,275.54,1551.37,6319.26,2257.75,457.56,578.13,120.08,0,8930.61999999999,802.16,9732.77999999999,0,0,0,0,0,0,0
NC,2018-2019,020,020328,Alexander County Schools,Taylorsville Elementary,3700090,3700090,34100200230100.0,370009000030,263.0,PK-05,2.0,246,ADM,10434.31,1707.01,12141.32,486.84,52.2,539.04,2566840.26,419924.46,2986764.71999999,12538.70444,5644.3,2260.94,76.29,79.07,77.62,0,211.3,8349.52,828.41,307.8,53.21,460.29,5.1,0,817.13,230.78,434.53,289.45,37.36,0,275.54,2084.79,7289.84,2799.52,564.03,828.81,120.08,0,9947.47,1654.81,11602.2799999999,0,0,0,0,0,0,0
NC,2018-2019,020,020330,Alexander County Schools,West Alexander Middle,3700090,3700090,34100200230100.0,370009000035,579.0,06-08,3.0,574,ADM,7362.28,716.74,8079.02,486.84,52.2,539.04,4225948.72,411408.76,4637357.48,8476.40444,3942.06,1454.75,76.06,80.22,77.62,0,211.3,5842.01,347.4,113.19,36.19,162.66,5.1,0,443.88,128.84,350.3,284.35,37.36,0,275.54,1520.27,4733.34,1696.78,462.55,527.23,120.08,0,6875.44,664.54,7539.98,0,0,0,0,0,0,0
NC,2018-2019,020,020332,Alexander County Schools,Wittenburg Elementary,3700090,3700090,34100200230100.0,370009000036,281.0,PK-05,2.0,278,ADM,9602.59,975.08,10577.67,486.84,52.2,539.04,2669520.02,271072.24,2940592.26,10975.05444,5318.66,2080.94,79.62,79.07,77.62,0,211.3,7847.21,470.05,164,46.86,236.87,5.1,0,576.66,178.51,418.52,268.79,37.36,0,275.54,1755.38,6365.37,2423.45,545,584.73,120.08,0,9115.75,922.88,10038.63,0,0,0,0,0,0,0
