state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_TX,enrollmetric,pp_stloc_raw_TX,pp_fed_raw_TX,pp_total_raw_TX,pp_site_stloc_raw_TX,pp_site_fed_raw_TX,pp_site_raw_TX,pp_centshare_stloc_raw_TX,pp_centshare_fed_raw_TX,pp_centshare_raw_TX,schoolstloc_raw_TX,schoolfed_raw_TX,schooltot_raw_TX,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
TX,2018-2019,57905,57905046,DALLAS ISD,YOUNG MEN'S LEADERSHIP ACADEMY AT,4816230,4816230,44505700500000.0,481623001257.0,870.0,06-08,3.0,870,October Count Day,8815.54607109784,1436.9483023308,10252.4943734286,7273.34942528735,919.872413793103,8193.22183908046,1542.19664581048,517.075888537702,2059.27253434819,7669525.08185512,1250145.0230278,8919670.10488292,10478.72281,1,0,0,0,1,0,0
TX,2018-2019,57905,57905352,DALLAS ISD,YOUNG WOMEN'S STEAM ACADEMY AT BA,4816230,4816230,44505700500000.0,481623012835.0,1199.0,06-08,3.0,1199,October Count Day,7392.28421878797,1596.06838228248,8988.35260107045,5850.08757297748,1078.99249374478,6929.08006672226,1542.19664581048,517.075888537702,2059.27253434819,8863348.77832677,1913685.9903567,10777034.7686834,9214.045333,1,0,0,0,1,0,0
TX,2018-2019,57905,57905100,DALLAS ISD,ZAN WESLEY HOLMES JR MIDDLE,4816230,4816230,44505700500000.0,481623012869.0,855.0,06-08,3.0,855,October Count Day,8022.35571013797,1421.33670725115,9443.69241738912,6480.15906432748,904.26081871345,7384.41988304093,1542.19664581048,517.075888537702,2059.27253434819,6859114.13216796,1215242.88469973,8074357.0168677,9669.578108,1,0,0,0,1,0,0
TX,2018-2019,20910,20910101,DAMON ISD,DAMON EL,4816260,4816260,44502000600000.0,481626001391.0,144.0,PK-08,3.0,144,October Count Day,13417.079594017,2889.43856837606,16306.5181623931,9843.28472222222,1521.53472222222,11364.8194444444,3573.79487179487,1367.90384615384,4941.69871794871,1932059.46153846,416079.153846153,2348138.61538461,15595.77179,1,0,0,0,1,0,0
TX,2018-2019,20910,20910001,DAMON ISD,DAMON H S,4816260,4816260,44502000600000.0,481626013469.0,,,,12,October Count Day,14279.4615384615,1367.90384615384,15647.3653846153,10705.6666666666,0,10705.6666666666,3573.79487179487,1367.90384615384,4941.69871794871,171353.538461538,16414.8461538461,187768.384615384,14936.33968,1,0,0,0,1,0,0
TX,2018-2019,20904,20904002,DANBURY ISD,BRAZORIA CO J J A E P,4816290,4816290,44502000700000.0,481629008454.0,,,,1,October Count Day,7238.64330413016,155.834793491864,7394.47809762202,5700,0,5700,1538.64330413016,155.834793491864,1694.47809762202,7238.64330413016,155.834793491864,7394.47809762202,7487.646034,1,0,0,0,1,0,0
TX,2018-2019,20904,20904101,DANBURY ISD,DANBURY EL,4816290,4816290,44502000700000.0,481629001392.0,353.0,PK-05,2.0,351,October Count Day,8477.64615313301,542.341915998987,9019.988069132,6939.00284900284,386.507122507122,7325.50997150997,1538.64330413016,155.834793491864,1694.47809762202,2975653.79974968,190362.012515644,3166015.81226533,9113.844845,1,0,0,0,1,0,0
TX,2018-2019,20904,20904001,DANBURY ISD,DANBURY H S,4816290,4816290,44502000700000.0,481629001393.0,261.0,09-12,4.0,261,October Count Day,10668.8310435937,621.478471652784,11290.3095152465,9130.1877394636,465.643678160919,9595.83141762452,1538.64330413016,155.834793491864,1694.47809762202,2784564.90237797,162205.881101376,2946770.78347934,11385.12838,1,0,0,0,1,0,0
TX,2018-2019,20904,20904041,DANBURY ISD,DANBURY MIDDLE,4816290,4816290,44502000700000.0,481629005691.0,186.0,06-08,3.0,186,October Count Day,7836.81534714091,462.818664459606,8299.63401160052,6298.17204301075,306.983870967741,6605.15591397849,1538.64330413016,155.834793491864,1694.47809762202,1457647.65456821,86084.2715894868,1543731.92615769,8393.185524,1,0,0,0,1,0,0
TX,2018-2019,148905,148905101,DARROUZETT ISD,DARROUZETT SCHOOLS,4816320,4816320,44514800200000.0,481632001699.0,118.0,PK-12,4.0,118,October Count Day,13983.8559322033,1640.78813559322,15624.6440677966,11856.4830508474,1640.43220338983,13496.9152542372,2127.37288135593,0.35593220338983,2127.72881355932,1650095,193612.999999999,1843708,15184.39804,1,0,0,0,1,0,0
TX,2018-2019,175904,175904101,DAWSON ISD,DAWSON EL,4816380,4816380,44517500500000.0,481638001396.0,269.0,PK-06,2.0,269,October Count Day,8093.92409677044,1413.71397246747,9507.63806923791,5691.26394052044,1228.17100371747,6919.43494423791,2402.66015625,185.54296875,2588.203125,2177265.58203125,380289.05859375,2557554.640625,9154.523634,1,0,0,0,1,0,0
TX,2018-2019,175904,175904001,DAWSON ISD,DAWSON H S,4816380,4816380,44517500500000.0,481638001397.0,243.0,07-12,4.0,243,October Count Day,10059.1169463734,1242.22198109567,11301.3389274691,7656.45679012345,1056.67901234567,8713.13580246913,2402.66015625,185.54296875,2588.203125,2444365.41796875,301859.94140625,2746225.359375,10948.98461,1,0,0,0,1,0,0
TX,2018-2019,58902,58902001,DAWSON ISD,DAWSON SCHOOL,4816350,4816350,44505800200000.0,481635001399.0,108.0,KG-12,4.0,108,October Count Day,15856.6759259259,597.064814814814,16453.7407407407,9564.4074074074,544.814814814814,10109.2222222222,6292.26851851851,52.25,6344.51851851851,1712521,64483,1777004,15469.51567,1,0,0,0,1,0,0
TX,2018-2019,146902,146902101,DAYTON ISD,AUSTIN EL,4816410,4816410,44514600200000.0,481641001400.0,930.0,KG-05,2.0,930,October Count Day,7051.5314202857,900.728386619407,7952.25980690511,5319.95483870967,285.921505376344,5605.87634408602,1731.57658157602,614.806881243063,2346.38346281909,6557924.2208657,837677.399556048,7395601.62042175,8241.311456,1,0,0,0,1,0,0
TX,2018-2019,146902,146902102,DAYTON ISD,COLBERT EL,4816410,4816410,44514600200000.0,481641001401.0,230.0,PK-PK,1.0,221,October Count Day,6661.23721506019,1194.69828395799,7855.93549901818,4929.66063348416,579.891402714932,5509.55203619909,1731.57658157602,614.806881243063,2346.38346281909,1472133.4245283,264028.320754716,1736161.74528301,8144.946329,1,0,0,0,1,0,0
TX,2018-2019,146902,146902002,DAYTON ISD,DAYTON H S,4816410,4816410,44514600200000.0,481641001402.0,1480.0,09-12,4.0,1479,October Count Day,8905.64825162335,791.170640539885,9696.81889216324,7174.07167004732,176.363759296822,7350.43542934415,1731.57658157602,614.806881243063,2346.38346281909,13171453.7641509,1170141.37735849,14341595.1415094,9986.60983,1,0,0,0,1,0,0
TX,2018-2019,146902,146902007,DAYTON ISD,FREDDA NOTTINGHAM ALTERNATIVE EDUC,4816410,4816410,44514600200000.0,481641011383.0,10.0,12-12,4.0,10,October Count Day,14627.176581576,637.006881243063,15264.183462819,12895.6,22.2,12917.8,1731.57658157602,614.806881243063,2346.38346281909,146271.76581576,6370.06881243063,152641.83462819,15556.33367,1,0,0,0,1,0,0
TX,2018-2019,146902,146902105,DAYTON ISD,KIMMIE M BROWN EL,4816410,4816410,44514600200000.0,481641010884.0,783.0,KG-05,2.0,783,October Count Day,7489.70557263605,978.515693503599,8468.22126613965,5758.12899106002,363.708812260536,6121.83780332056,1731.57658157602,614.806881243063,2346.38346281909,5864439.46337402,766177.788013318,6630617.25138734,8757.491564,1,0,0,0,1,0,0
TX,2018-2019,146902,146902103,DAYTON ISD,RICHTER EL,4816410,4816410,44514600200000.0,481641005692.0,725.0,KG-05,2.0,725,October Count Day,8065.99037467947,845.888260553408,8911.87863523288,6334.41379310344,231.081379310344,6565.49517241379,1731.57658157602,614.806881243063,2346.38346281909,5847843.02164262,613268.988901221,6461112.01054384,9201.336941,1,0,0,0,1,0,0
TX,2018-2019,146902,146902041,DAYTON ISD,WILSON J H,4816410,4816410,44514600200000.0,481641001403.0,1260.0,06-08,3.0,1258,October Count Day,7678.90488046314,910.206722260551,8589.1116027237,5947.32829888712,295.399841017488,6242.72813990461,1731.57658157602,614.806881243063,2346.38346281909,9660062.33962264,1145040.05660377,10805102.3962264,8878.43313,1,0,0,0,1,0,0
TX,2018-2019,47902,47902101,DE LEON ISD,DE LEON EL,4816440,4816440,44504700200000.0,481644001404.0,357.0,PK-05,2.0,356,October Count Day,7641.94386577588,2354.86156999696,9996.80543577285,4386.37359550561,1276.41292134831,5662.78651685393,3255.57027027027,1078.44864864864,4334.01891891892,2720532.01621621,838330.718918918,3558862.73513513,9570.804189,1,0,0,0,1,0,0
TX,2018-2019,47902,47902001,DE LEON ISD,DE LEON H S,4816440,4816440,44504700200000.0,481644001405.0,195.0,09-12,4.0,195,October Count Day,11021.6523215523,1998.68454608454,13020.3368676368,7766.08205128205,920.235897435897,8686.31794871794,3255.57027027026,1078.44864864864,4334.01891891891,2149222.2027027,389743.486486486,2538965.68918918,12595.6169,1,0,0,0,1,0,0
TX,2018-2019,47902,47902041,DE LEON ISD,PERKINS MIDDLE,4816440,4816440,44504700200000.0,481644021193.0,189.0,06-08,3.0,189,October Count Day,7493.45386815386,1331.11002431002,8824.56389246389,4237.88359788359,252.661375661375,4490.54497354497,3255.57027027027,1078.44864864864,4334.01891891892,1416262.78108108,251579.794594594,1667842.57567567,8398.065887,1,0,0,0,1,0,0
TX,2018-2019,249905,249905103,DECATUR ISD,CARSON EL,4816500,4816500,44524900600000.0,481650008962.0,395.0,PK-04,2.0,392,October Count Day,9300.1675589989,854.787824389014,10154.9553833879,7302.50765306122,677.395408163265,7979.90306122449,1997.65990593768,177.392416225749,2175.05232216343,3645665.68312757,335076.827160493,3980742.51028806,10432.64175,1,0,0,0,1,0,0
TX,2018-2019,249905,249905001,DECATUR ISD,DECATUR H S,4816500,4816500,44524900600000.0,481650001407.0,1053.0,09-12,4.0,1052,October Count Day,9308.93081848521,662.287853488107,9971.21867197332,7311.27091254752,484.895437262357,7796.16634980988,1997.65990593768,177.392416225749,2175.05232216343,9792995.22104644,696726.821869488,10489722.0429159,10248.82717,1,0,0,0,1,0,0
TX,2018-2019,249905,249905105,DECATUR ISD,DECATUR INT,4816500,4816500,44524900600000.0,481650013765.0,536.0,05-06,2.0,535,October Count Day,7129.81317696572,261.334472300515,7391.14764926623,5132.15327102803,83.9420560747663,5216.0953271028,1997.65990593768,177.392416225749,2175.05232216343,3814450.04967666,139813.942680776,3954263.99235743,7667.662798,1,0,0,0,1,0,0
TX,2018-2019,249905,249905041,DECATUR ISD,MCCARROLL MIDDLE,4816500,4816500,44524900600000.0,481650001408.0,495.0,07-08,3.0,495,October Count Day,8907.09424937202,1236.09140612473,10143.1856554967,6909.43434343434,1058.69898989899,7968.13333333333,1997.65990593768,177.392416225749,2175.05232216343,4409011.65343915,611865.246031746,5020876.8994709,10420.86703,1,0,0,0,1,0,0
TX,2018-2019,249905,249905101,DECATUR ISD,RANN EL,4816500,4816500,44524900600000.0,481650001406.0,527.0,PK-04,2.0,521,October Count Day,7953.83265065937,874.106427742064,8827.93907840143,5956.17274472168,696.714011516314,6652.886756238,1997.65990593768,177.392416225749,2175.05232216343,4143946.81099353,455409.448853615,4599356.25984714,9105.063093,1,0,0,0,1,0,0
TX,2018-2019,249905,249905104,DECATUR ISD,YOUNG EL,4816500,4816500,44524900600000.0,481650012615.0,407.0,PK-04,2.0,407,October Count Day,8340.28889856667,972.677428510761,9312.96632707743,6342.62899262899,795.285012285012,7137.914004914,1997.65990593768,177.392416225749,2175.05232216343,3394497.58171663,395879.71340388,3790377.29512051,9590.295881,1,0,0,0,1,0,0
TX,2018-2019,101908,101908043,DEER PARK ISD,BONNETTE J H,4816530,4816530,44510100700000.0,481653001410.0,820.0,06-08,3.0,819,October Count Day,9237.61184235856,781.095099527038,10018.7069418856,6982.70573870573,432.258852258852,7414.96459096459,2254.90610365282,348.836247268186,2603.74235092101,7565604.09889166,639716.886512644,8205320.9854043,9572.381682,1,0,0,0,1,0,0
TX,2018-2019,101908,101908101,DEER PARK ISD,CARPENTER EL,4816530,4816530,44510100700000.0,481653001411.0,824.0,KG-05,2.0,824,October Count Day,8478.3794046237,983.412703578865,9461.79210820256,6223.47330097087,634.576456310679,6858.04975728155,2254.90610365282,348.836247268186,2603.74235092101,6986184.62940992,810332.067748985,7796516.69715891,9015.230846,1,0,0,0,1,0,0
TX,2018-2019,101908,101908102,DEER PARK ISD,DEEPWATER EL,4816530,4816530,44510100700000.0,481653001412.0,761.0,03-05,2.0,761,October Count Day,10513.7221351902,1023.49064937068,11537.2127845609,8258.81603153745,674.654402102496,8933.47043363994,2254.90610365282,348.836247268186,2603.74235092101,8000942.5448798,778876.384171089,8779818.92905089,11091.53102,1,0,0,0,1,0,0
TX,2018-2019,101908,101908041,DEER PARK ISD,DEEPWATER J H,4816530,4816530,44510100700000.0,481653001413.0,649.0,06-08,3.0,649,October Count Day,10426.3668124355,950.347803508555,11376.7146159441,8171.46070878274,601.511556240369,8772.97226502311,2254.90610365282,348.836247268186,2603.74235092101,6766712.06127068,616775.724477052,7383487.78574773,10930.96484,1,0,0,0,1,0,0
TX,2018-2019,101908,101908105,DEER PARK ISD,DEER PARK EL,4816530,4816530,44510100700000.0,481653001414.0,785.0,KG-05,2.0,785,October Count Day,7816.70355588212,560.312680389205,8377.01623627133,5561.79745222929,211.476433121019,5773.27388535031,2254.90610365282,348.836247268186,2603.74235092101,6136112.29136746,439845.454105526,6575957.74547299,7929.995281,1,0,0,0,1,0,0
TX,2018-2019,101908,101908001,DEER PARK ISD,DEER PARK H S,4816530,4816530,44510100700000.0,481653001415.0,4064.0,09-12,4.0,4056,October Count Day,10083.0902752504,615.809620049251,10698.8998952997,7828.18417159763,266.973372781065,8095.15754437869,2254.90610365282,348.836247268186,2603.74235092101,40897014.1564158,2497723.81891976,43394737.9753356,10252.86288,1,0,0,0,1,0,0
TX,2018-2019,101908,101908042,DEER PARK ISD,DEER PARK J H,4816530,4816530,44510100700000.0,481653001416.0,894.0,06-08,3.0,894,October Count Day,8684.54816181837,640.898887089215,9325.44704890758,6429.64205816554,292.062639821029,6721.70469798657,2254.90610365282,348.836247268186,2603.74235092101,7763986.05666562,572963.605057758,8336949.66172338,8878.828008,1,0,0,0,1,0,0
TX,2018-2019,101908,101908109,DEER PARK ISD,EARLY CHILDHOOD CENTER,4816530,4816530,44510100700000.0,481653011508.0,364.0,PK-PK,1.0,248,October Count Day,15405.0552972012,2012.26769888108,17417.3229960823,13150.1491935483,1663.4314516129,14813.5806451612,2254.90610365282,348.836247268186,2603.74235092101,3820453.7137059,499042.38932251,4319496.10302841,16974.13303,1,0,0,0,1,0,0
TX,2018-2019,101908,101908108,DEER PARK ISD,FAIRMONT EL,4816530,4816530,44510100700000.0,481653006845.0,802.0,KG-05,2.0,802,October Count Day,8211.05074205681,744.659189911577,8955.70993196839,5956.14463840399,395.822942643391,6351.96758104738,2254.90610365282,348.836247268186,2603.74235092101,6585262.69512956,597216.670309085,7182479.36543865,8508.934208,1,0,0,0,1,0,0
TX,2018-2019,101908,101908044,DEER PARK ISD,FAIRMONT J H,4816530,4816530,44510100700000.0,481653016972.0,716.0,06-08,3.0,716,October Count Day,9223.73291929528,659.266414865951,9882.99933416123,6968.82681564245,310.430167597765,7279.25698324022,2254.90610365282,348.836247268186,2603.74235092101,6604192.77021542,472034.753044021,7076227.52325944,9436.616566,1,0,0,0,1,0,0
TX,2018-2019,101908,101908007,DEER PARK ISD,H S POINT,4816530,4816530,44510100700000.0,481653011769.0,10.0,07-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
TX,2018-2019,101908,101908107,DEER PARK ISD,JP DABBS EL,4816530,4816530,44510100700000.0,481653001417.0,683.0,KG-05,2.0,683,October Count Day,8807.60302898225,1095.34722823451,9902.95025721676,6552.69692532942,746.510980966325,7299.20790629575,2254.90610365282,348.836247268186,2603.74235092101,6015592.86879487,748122.156884171,6763715.02567905,9456.575944,1,0,0,0,1,0,0
TX,2018-2019,101908,101908106,DEER PARK ISD,PARKWOOD EL,4816530,4816530,44510100700000.0,481653001419.0,667.0,KG-02,2.0,667,October Count Day,12090.4038547772,1076.92320378992,13167.3270585671,9835.49775112443,728.086956521739,10563.5847076461,2254.90610365282,348.836247268186,2603.74235092101,8064299.37113643,718307.77692788,8782607.14806431,12722.33608,1,0,0,0,1,0,0
TX,2018-2019,101908,101908104,DEER PARK ISD,SAN JACINTO EL,4816530,4816530,44510100700000.0,481653001420.0,898.0,KG-05,2.0,898,October Count Day,8201.54752904258,919.798385352818,9121.34591439539,5946.64142538975,570.962138084632,6517.60356347438,2254.90610365282,348.836247268186,2603.74235092101,7364989.68108023,825978.950046831,8190968.63112706,8674.640382,1,0,0,0,1,0,0
TX,2018-2019,19901,19901102,DEKALB ISD,DEKALB EL,4816570,4816570,44501900100000.0,481657001421.0,314.0,PK-04,2.0,313,October Count Day,8644.33201645827,721.340873376065,9365.67288983433,5597.68370607028,666.597444089456,6264.28115015974,3046.64831038798,54.7434292866082,3101.39173967459,2705675.92115143,225779.693366708,2931455.61451814,9049.192275,1,0,0,0,1,0,0
TX,2018-2019,19901,19901001,DEKALB ISD,DEKALB H S,4816570,4816570,44501900100000.0,481657001422.0,220.0,09-12,4.0,220,October Count Day,12731.7346740243,338.847974741153,13070.5826487655,9685.08636363636,284.104545454545,9969.1909090909,3046.64831038798,54.7434292866082,3101.39173967459,2800981.62828535,74546.5544430538,2875528.18272841,12755.67206,1,0,0,0,1,0,0
TX,2018-2019,19901,19901041,DEKALB ISD,DEKALB MIDDLE,4816570,4816570,44501900100000.0,481657001423.0,266.0,05-08,3.0,266,October Count Day,9159.26485174136,334.22087289563,9493.485724637,6112.61654135338,279.477443609022,6392.0939849624,3046.64831038798,54.7434292866082,3101.39173967459,2436364.4505632,88902.7521902377,2525267.20275344,9177.059273,1,0,0,0,1,0,0
TX,2018-2019,227910,227910108,DEL VALLE ISD,BATY EL,4816620,4816620,44522700200000.0,481662006091.0,489.0,PK-05,2.0,487,October Count Day,10730.8056982467,1369.92523509283,12100.7309333396,9221.72895277207,613.94250513347,9835.67145790554,1509.07674547469,755.982729959364,2265.05947543406,5225902.37504617,667153.58949021,5893055.96453638,12308.76145,1,0,0,0,1,0,0
TX,2018-2019,227910,227910111,DEL VALLE ISD,CREEDMOOR EL,4816620,4816620,44522700200000.0,481662011360.0,557.0,PK-05,2.0,554,October Count Day,9769.34208843498,1542.34013068138,11311.6822191163,8260.26534296028,786.357400722021,9046.62274368231,1509.07674547469,755.982729959364,2265.05947543405,5412215.51699298,854456.432397487,6266671.94939046,11519.37836,1,0,0,0,1,0,0
TX,2018-2019,227910,227910043,DEL VALLE ISD,DAILEY MIDDLE,4816620,4816620,44522700200000.0,481662012337.0,829.0,06-09,3.0,829,October Count Day,8790.01401929858,1441.89346578566,10231.9074850842,7280.93727382388,685.910735826296,7966.84800965018,1509.07674547469,755.982729959364,2265.05947543406,7286921.62199852,1195329.68313631,8482251.30513483,10439.14606,1,0,0,0,1,0,0
TX,2018-2019,227910,227910110,DEL VALLE ISD,DEL VALLE EL,4816620,4816620,44522700200000.0,481662009413.0,639.0,PK-05,2.0,636,October Count Day,8515.11448132375,1425.28304442477,9940.39752574852,7006.03773584905,669.300314465408,7675.33805031446,1509.07674547469,755.982729959364,2265.05947543406,5415612.8101219,906480.016254155,6322092.82637606,10147.51256,1,0,0,0,1,0,0
TX,2018-2019,227910,227910001,DEL VALLE ISD,DEL VALLE H S,4816620,4816620,44522700200000.0,481662001424.0,3135.0,09-12,4.0,3135,October Count Day,8699.80688901536,1126.98560077276,9826.79248978812,7190.73014354067,371.002870813397,7561.73301435406,1509.07674547469,755.982729959364,2265.05947543405,27273894.5970631,3533099.8584226,30806994.4554857,10033.85939,1,0,0,0,1,0,0
TX,2018-2019,227910,227910041,DEL VALLE ISD,DEL VALLE MIDDLE,4816620,4816620,44522700200000.0,481662001425.0,884.0,06-09,3.0,884,October Count Day,8950.01679072356,1400.37187023085,10350.3886609544,7440.94004524886,644.389140271493,8085.32918552036,1509.07674547469,755.982729959364,2265.05947543405,7911814.84299963,1237928.73328407,9149743.5762837,10557.67744,1,0,0,0,1,0,0
TX,2018-2019,227910,227910002,DEL VALLE ISD,DEL VALLE OPPORTUNITY CTR,4816620,4816620,44522700200000.0,481662021529.0,172.0,09-12,4.0,162,October Count Day,27717.7434121413,1521.10618674948,29238.8495988908,26208.6666666666,765.123456790123,26973.7901234567,1509.07674547469,755.982729959364,2265.05947543406,4490274.4327669,246419.202253417,4736693.63502031,29454.14271,1,0,0,0,1,0,0
TX,2018-2019,227910,227910107,DEL VALLE ISD,HILLCREST EL,4816620,4816620,44522700200000.0,481662005695.0,424.0,PK-05,2.0,420,October Count Day,11327.7815073794,1679.44225376888,13007.2237611483,9818.70476190476,923.459523809523,10742.1642857142,1509.07674547469,755.982729959364,2265.05947543406,4757668.23309937,705365.746582933,5463033.9796823,13215.63842,1,0,0,0,1,0,0
TX,2018-2019,227910,227910109,DEL VALLE ISD,HORNSBY-DUNLAP EL,4816620,4816620,44522700200000.0,481662006534.0,516.0,PK-05,2.0,513,October Count Day,9540.86037120569,1465.87746680146,11006.7378380071,8031.78362573099,709.894736842105,8741.6783625731,1509.07674547469,755.982729959364,2265.05947543405,4894461.37042851,751995.140469154,5646456.51089767,11214.30476,1,0,0,0,1,0,0
TX,2018-2019,227910,227910042,DEL VALLE ISD,JOHN P OJEDA MIDDLE,4816620,4816620,44522700200000.0,481662009527.0,839.0,06-08,3.0,839,October Count Day,9358.27340816837,1537.89691351121,10896.1703216795,7849.19666269368,781.914183551847,8631.11084624553,1509.07674547469,755.982729959364,2265.05947543405,7851591.38945326,1290295.5104359,9141886.89988917,11103.69039,1,0,0,0,1,0,0
TX,2018-2019,227910,227910112,DEL VALLE ISD,JOSEPH GILBERT EL,4816620,4816620,44522700200000.0,481662012601.0,641.0,PK-05,2.0,634,October Count Day,9043.37327544315,1533.75244604769,10577.1257214908,7534.29652996845,777.769716088328,8312.06624605678,1509.07674547469,755.982729959364,2265.05947543406,5733498.65663095,972399.050794237,6705897.70742519,10784.51059,1,0,0,0,1,0,0
TX,2018-2019,227910,227910113,DEL VALLE ISD,NEWTON COLLINS EL,4816620,4816620,44522700200000.0,481662013609.0,636.0,PK-05,2.0,633,October Count Day,8627.44167438464,1474.67783264498,10102.1195070296,7118.36492890995,718.695102685624,7837.06003159557,1509.07674547469,755.982729959364,2265.05947543405,5461170.57988548,933471.068064277,6394641.64794976,10309.30308,1,0,0,0,1,0,0
TX,2018-2019,227910,227910101,DEL VALLE ISD,POPHAM EL,4816620,4816620,44522700200000.0,481662001426.0,649.0,PK-05,2.0,644,October Count Day,8407.8873044809,1526.98272995936,9934.87003444027,6898.81055900621,771,7669.81055900621,1509.07674547469,755.982729959364,2265.05947543406,5414679.4240857,983376.87809383,6398056.30217953,10141.98273,1,0,0,0,1,0,0
TX,2018-2019,227910,227910106,DEL VALLE ISD,SMITH EL,4816620,4816620,44522700200000.0,481662001427.0,458.0,PK-05,2.0,456,October Count Day,11153.7434121413,1503.39720364357,12657.1406157849,9644.66666666666,747.41447368421,10392.0811403508,1509.07674547469,755.982729959364,2265.05947543406,5086106.99593646,685549.12486147,5771656.12079793,12865.40692,1,0,0,0,1,0,0
TX,2018-2019,227910,227910005,DEL VALLE ISD,TRAVIS CO J J A E P,4816620,4816620,44522700200000.0,481662007743.0,2.0,09-11,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
TX,2018-2019,115903,115903001,DELL CITY ISD,DELL CITY SCHOOL,4816650,4816650,44511500100000.0,481665001429.0,72.0,PK-12,4.0,72,October Count Day,29436.9027777777,694.722222222222,30131.625,23215.2361111111,694.722222222222,23909.9583333333,6221.66666666666,0,6221.66666666666,2119457,50020,2169477,29915.44962,1,0,0,0,1,0,0
TX,2018-2019,91903,91903045,DENISON ISD,B MCDANIEL INT,4816710,4816710,44509100400000.0,481671013045.0,705.0,05-06,2.0,705,October Count Day,8619.38689753493,940.649851500989,9560.03674903592,6635.42269503546,394.140425531914,7029.56312056737,1983.96420249947,546.509425969074,2530.47362846854,6076667.76276212,663158.145308197,6739825.90807032,9913.312757,1,0,0,0,1,0,0
TX,2018-2019,91903,91903001,DENISON ISD,DENISON H S,4816710,4816710,44509100400000.0,481671001433.0,1321.0,09-12,4.0,1320,October Count Day,9533.80511159037,814.869274453922,10348.6743860443,7549.8409090909,268.359848484848,7818.20075757575,1983.96420249947,546.509425969074,2530.47362846854,12584622.7472992,1075627.44227917,13660250.1895784,10702.28459,1,0,0,0,1,0,0
TX,2018-2019,91903,91903041,DENISON ISD,HENRY SCOTT MIDDLE,4816710,4816710,44509100400000.0,481671001436.0,718.0,07-08,3.0,718,October Count Day,8649.11044205378,896.39382708328,9545.50426913706,6665.14623955431,349.884401114206,7015.03064066852,1983.96420249947,546.509425969074,2530.47362846854,6210061.29739462,643610.767845795,6853672.06524041,9898.774119,1,0,0,0,1,0,0
TX,2018-2019,91903,91903103,DENISON ISD,HOUSTON EL,4816710,4816710,44509100400000.0,481671001435.0,244.0,PK-04,2.0,242,October Count Day,7950.10469836723,3506.29041770461,11456.3951160718,5966.14049586776,2959.78099173553,8925.9214876033,1983.96420249947,546.509425969074,2530.47362846854,1923925.33700487,848522.281084516,2772447.61808938,11810.47474,1,0,0,0,1,0,0
TX,2018-2019,91903,91903104,DENISON ISD,HYDE PARK EL,4816710,4816710,44509100400000.0,481671001437.0,457.0,PK-04,2.0,457,October Count Day,7465.25085457824,1341.22933844172,8806.48019301996,5481.28665207877,794.719912472647,6276.00656455142,1983.96420249947,546.509425969074,2530.47362846854,3411619.64054225,612941.807667867,4024561.44821012,9159.436868,1,0,0,0,1,0,0
TX,2018-2019,91903,91903113,DENISON ISD,LAMAR EL,4816710,4816710,44509100400000.0,481671001438.0,468.0,PK-04,2.0,468,October Count Day,7480.72061275588,1628.72523793488,9109.44585069076,5496.75641025641,1082.21581196581,6578.97222222222,1983.96420249947,546.509425969074,2530.47362846854,3500977.24676975,762243.411353526,4263220.65812327,9462.530913,1,0,0,0,1,0,0
TX,2018-2019,91903,91903112,DENISON ISD,MAYES EL,4816710,4816710,44509100400000.0,481671001440.0,462.0,PK-04,2.0,462,October Count Day,7071.08974362501,1486.39470735435,8557.48445097936,5087.12554112554,939.885281385281,6027.01082251082,1983.96420249947,546.509425969074,2530.47362846854,3266843.46155475,686714.354797712,3953557.81635246,8910.33561,1,0,0,0,1,0,0
TX,2018-2019,91903,91903002,DENISON ISD,PATHWAYS H S,4816710,4816710,44509100400000.0,481671007294.0,25.0,09-12,4.0,25,October Count Day,23970.1642024994,652.869425969074,24623.0336284685,21986.2,106.36,22092.56,1983.96420249947,546.509425969074,2530.47362846854,599254.105062486,16321.7356492268,615575.840711713,24982.69285,1,0,0,0,1,0,0
TX,2018-2019,91903,91903114,DENISON ISD,TERRELL EL,4816710,4816710,44509100400000.0,481671005453.0,324.0,PK-04,2.0,324,October Count Day,8477.34074570934,1830.8365864629,10308.1773321722,6493.37654320987,1284.32716049382,7777.7037037037,1983.96420249947,546.509425969074,2530.47362846854,2746658.40160982,593191.05401398,3339849.4556238,10661.77038,1,0,0,0,1,0,0
