state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_IA,enrollmetric,pp_stloc_raw_IA,pp_fed_raw_IA,pp_total_raw_IA,schoolstloc_raw_IA,schoolfed_raw_IA,schooltot_raw_IA,pp_total_norm_NERDS,pppersonnel_raw_IA,ppnonpersonnel_raw_IA,schlevel_raw_IA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
IA,2018-2019,1701,409,Denison,Broadway Elementary School,1908910.0,1908910.0,16502400500000.0,190891002097.0,329.0,04-05,2.0,327.7,ADM,11133,794,11927,3648284.1,260193.8,3908477.9,,9089,2838,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1701,118,Denison,Denison Alternative High School,1908910.0,1908910.0,16502400500000.0,190891000915.0,42.0,09-12,4.0,29.4,ADM,8174,191,8365,240315.599999999,5615.4,245931,,5733,2631,Alternative School,0,0,1,1,0,1,1
IA,2018-2019,1701,418,Denison,Denison Elementary School,1908910.0,1908910.0,16502400500000.0,190891000511.0,739.0,PK-03,2.0,735.4,ADM,11023,1037,12060,8106314.2,762609.799999999,8868924,,9071,2988,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1701,109,Denison,Denison High School,1908910.0,1908910.0,16502400500000.0,190891000508.0,772.0,09-12,4.0,744.5,ADM,11984,313,12297,8922088,233028.5,9155116.5,,8740,3557,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1701,209,Denison,Denison Middle School,1908910.0,1908910.0,16502400500000.0,190891000509.0,514.0,06-08,3.0,508.7,ADM,11430,298,11728,5814441,151592.6,5966033.6,,8716,3012,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1719,418,Denver,Denver Early Elementary School,1908940.0,1908940.0,16500900200000.0,190894000512.0,56.0,PK-PK,1.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,1719,209,Denver,Denver Middle School,1908940.0,1908940.0,16500900200000.0,190894000513.0,188.0,06-08,3.0,187.5,ADM,9168,24,9192,1719000,4500,1723500,,6015,3176,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1719,109,Denver,Denver Senior High School,1908940.0,1908940.0,16500900200000.0,190894000514.0,233.0,09-12,4.0,236.5,ADM,14794,81,14875,3498781,19156.5,3517937.5,,10178,4695,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1719,309,Denver,K-5 Elementary School Lincoln Street Building,1908940.0,1908940.0,16500900200000.0,190894000831.0,399.0,KG-05,2.0,399.9,ADM,10829,377,11206,4330517.1,150762.3,4481279.39999999,,7575,3630,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,205,Des Moines Independent,Brody Middle School,1908970.0,1908970.0,16507700900000.0,190897000517.0,770.0,06-08,3.0,745.6,ADM,13515,628,14143,10076784,468236.8,10545020.8,,11267,2876,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,739,Des Moines Independent,Brubaker Elementary School,1908970.0,1908970.0,16507700900000.0,190897000746.0,665.0,KG-05,2.0,666.8,ADM,14547,1458,16005,9699939.6,972194.399999999,10672134,,12941,3064,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,209,Des Moines Independent,Callanan Middle School,1908970.0,1908970.0,16507700900000.0,190897000519.0,616.0,06-08,3.0,598.5,ADM,14196,880,15076,8496306,526680,9022986,,12073,3002,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,427,Des Moines Independent,Capitol View Elementary School,1908970.0,1908970.0,16507700900000.0,190897000518.0,566.0,PK-05,2.0,547.7,ADM,15405,3389,18794,8437318.5,1856155.3,10293473.8,,15155,3639,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,435,Des Moines Independent,Carver Elementary,1908970.0,1908970.0,16507700900000.0,190897001596.0,484.0,KG-05,2.0,481.4,ADM,16024,1648,17672,7713953.6,793347.2,8507300.79999999,,14429,3244,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,445,Des Moines Independent,Cattell Elementary School,1908970.0,1908970.0,16507700900000.0,190897000521.0,397.0,KG-05,2.0,400.3,ADM,14190,1920,16110,5680257,768576,6448833,,12870,3241,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,463,Des Moines Independent,Cowles Elementary School,1908970.0,1908970.0,16507700900000.0,190897002011.0,393.0,PK-08,3.0,357.7,ADM,13942,624,14566,4987053.39999999,223204.8,5210258.2,,11738,2829,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,935,Des Moines Independent,Downtown School,1908970.0,1908970.0,16507700900000.0,190897000232.0,265.0,KG-05,2.0,261.7,ADM,13626,621,14247,3565924.19999999,162515.699999999,3728439.9,,11704,2544,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,109,Des Moines Independent,East High School,1908970.0,1908970.0,16507700900000.0,190897000528.0,2198.0,09-12,4.0,1952.2,ADM,14236,672,14908,27791519.2,1311878.4,29103397.6,,10659,4250,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1737,490,Des Moines Independent,Edmunds Fine ArtsAcademy,1908970.0,1908970.0,16507700900000.0,190897000529.0,316.0,KG-05,2.0,313.8,ADM,16219,2057,18276,5089522.2,645486.6,5735008.8,,15112,3165,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,503,Des Moines Independent,Findley Elementary School,1908970.0,1908970.0,16507700900000.0,190897000531.0,333.0,KG-05,2.0,341,ADM,15366,1316,16682,5239806,448756,5688562,,13549,3134,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,526,Des Moines Independent,Garton Elementary,1908970.0,1908970.0,16507700900000.0,190897000534.0,558.0,KG-05,2.0,558,ADM,15072,1650,16722,8410176,920700,9330876,,13444,3278,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,227,Des Moines Independent,Goodrell Middle School,1908970.0,1908970.0,16507700900000.0,190897000535.0,558.0,06-08,3.0,537.5,ADM,14672,1024,15696,7886200,550400,8436600,,12709,2987,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,553,Des Moines Independent,Greenwood Elementary School,1908970.0,1908970.0,16507700900000.0,190897000538.0,259.0,KG-05,2.0,266.6,ADM,15571,666,16237,4151228.6,177555.6,4328784.2,,13153,3085,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,562,Des Moines Independent,Hanawalt Elementary,1908970.0,1908970.0,16507700900000.0,190897000539.0,359.0,KG-05,2.0,357.9,ADM,14269,665,14934,5106875.1,238003.499999999,5344878.6,,12063,2872,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,236,Des Moines Independent,Harding Middle School,1908970.0,1908970.0,16507700900000.0,190897000540.0,781.0,06-08,3.0,767,ADM,12889,830,13719,9885863,636610,10522473,,10804,2915,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,245,Des Moines Independent,Hiatt Middle School,1908970.0,1908970.0,16507700900000.0,190897000516.0,649.0,06-08,3.0,626,ADM,15582,1079,16661,9754332,675454,10429786,,13681,2980,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,571,Des Moines Independent,Hillis Elementary School,1908970.0,1908970.0,16507700900000.0,190897000541.0,364.0,KG-05,2.0,358.7,ADM,15074,1702,16776,5407043.8,610507.4,6017551.2,,13577,3199,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,114,Des Moines Independent,Hoover High School,1908970.0,1908970.0,16507700900000.0,190897000543.0,1074.0,09-12,4.0,956.7,ADM,17101,689,17790,16360526.7,659166.3,17019693,,12169,5622,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1737,589,Des Moines Independent,Howe Elementary,1908970.0,1908970.0,16507700900000.0,190897000544.0,286.0,KG-05,2.0,288.9,ADM,14800,1727,16527,4275720,498930.3,4774650.3,,13445,3083,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,250,Des Moines Independent,Hoyt Middle School,1908970.0,1908970.0,16507700900000.0,190897000545.0,648.0,06-08,3.0,628.2,ADM,13840,931,14771,8694288,584854.2,9279142.2,,11830,2941,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,598,Des Moines Independent,Hubbell Elementary,1908970.0,1908970.0,16507700900000.0,190897000546.0,414.0,KG-05,2.0,416.6,ADM,13888,654,14542,5785740.8,272456.4,6058197.2,,11602,2941,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,607,Des Moines Independent,Jackson Elementary School,1908970.0,1908970.0,16507700900000.0,190897000547.0,446.0,KG-05,2.0,441.9,ADM,14072,1376,15448,6218416.8,608054.4,6826471.19999999,,12383,3066,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,616,Des Moines Independent,Jefferson Elementary School,1908970.0,1908970.0,16507700900000.0,190897000548.0,393.0,KG-05,2.0,391.9,ADM,13323,622,13945,5221283.69999999,243761.8,5465045.5,,11242,2704,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,618,Des Moines Independent,Jessie Franklin Taylor,1908970.0,1908970.0,16507700900000.0,190897002218.0,235.0,PK-PK,1.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,1737,620,Des Moines Independent,King Elementary School,1908970.0,1908970.0,16507700900000.0,190897000556.0,300.0,KG-05,2.0,291.9,ADM,16058,2345,18403,4687330.19999999,684505.5,5371835.69999999,,14893,3510,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,118,Des Moines Independent,Lincoln High School,1908970.0,1908970.0,16507700900000.0,190897000550.0,2409.0,09-12,4.0,2069.9,ADM,14190,697,14887,29371881,1442720.3,30814601.3,,10655,4234,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1737,647,Des Moines Independent,Lovejoy Elementary School,1908970.0,1908970.0,16507700900000.0,190897000552.0,391.0,KG-05,2.0,394,ADM,14353,2903,17256,5655082,1143782,6798864,,13735,3522,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,661,Des Moines Independent,Madison Elementary School,1908970.0,1908970.0,16507700900000.0,190897000554.0,265.0,KG-05,2.0,266.5,ADM,16540,1698,18238,4407910,452517,4860427,,15074,3165,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,266,Des Moines Independent,McCombs Middle School,1908970.0,1908970.0,16507700900000.0,190897000557.0,733.0,06-08,3.0,709.9,ADM,13598,1066,14664,9653220.2,756753.4,10409973.6,,11511,3153,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,688,Des Moines Independent,McKee Elementary School,1908970.0,1908970.0,16507700900000.0,190897002108.0,332.0,PK-PK,1.0,313,ADM,10556,1415,11971,3304028,442895,3746923,,9243,2729,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,697,Des Moines Independent,McKinley Elementary School,1908970.0,1908970.0,16507700900000.0,190897000559.0,266.0,PK-05,2.0,264.7,ADM,17374,1470,18844,4598897.8,389109,4988006.8,,15544,3300,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,269,Des Moines Independent,Meredith Middle School,1908970.0,1908970.0,16507700900000.0,190897000560.0,829.0,06-08,3.0,789,ADM,13873,1099,14972,10945797,867111,11812908,,12056,2916,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,272,Des Moines Independent,Merrill Middle School,1908970.0,1908970.0,16507700900000.0,190897000561.0,760.0,06-08,3.0,730,ADM,12340,599,12939,9008200,437270,9445470,,10226,2712,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,706,Des Moines Independent,Mitchell Early Childhood Center,1908970.0,1908970.0,16507700900000.0,190897002166.0,402.0,PK-PK,1.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,1737,715,Des Moines Independent,Monroe Elementary School,1908970.0,1908970.0,16507700900000.0,190897000563.0,472.0,KG-05,2.0,472.3,ADM,16011,3902,19913,7561995.3,1842914.6,9404909.9,,15806,4108,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,724,Des Moines Independent,Moore Elementary School,1908970.0,1908970.0,16507700900000.0,190897002228.0,325.0,KG-05,2.0,320.1,ADM,14863,1236,16099,4757646.3,395643.6,5153289.9,,12836,3264,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,886,Des Moines Independent,Morris Elementary School,1908970.0,1908970.0,16507700900000.0,190897000583.0,567.0,KG-05,2.0,571.2,ADM,15012,1455,16467,8574854.4,831096,9405950.4,,13338,3130,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,733,Des Moines Independent,Moulton Elementary School,1908970.0,1908970.0,16507700900000.0,190897000565.0,531.0,PK-05,2.0,523.8,ADM,14751,1675,16426,7726573.79999999,877364.999999999,8603938.79999999,,13167,3260,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,127,Des Moines Independent,North High School,1908970.0,1908970.0,16507700900000.0,190897000566.0,1454.0,09-12,4.0,1307.8,ADM,14889,747,15636,19471834.2,976926.6,20448760.8,,11271,4365,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1737,751,Des Moines Independent,Oak Park,1908970.0,1908970.0,16507700900000.0,190897000567.0,376.0,KG-05,2.0,379.4,ADM,15092,1701,16793,5725904.8,645359.399999999,6371264.19999999,,13548,3247,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,977,Des Moines Independent,Orchard Place School,1908970.0,1908970.0,16507700900000.0,190897000568.0,79.0,KG-12,4.0,79,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,1737,760,Des Moines Independent,Park Ave Elementary School,1908970.0,1908970.0,16507700900000.0,190897000569.0,410.0,KG-05,2.0,409.2,ADM,15103,1357,16460,6180147.6,555284.4,6735432,,13269,3192,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,769,Des Moines Independent,Perkins Elementary School,1908970.0,1908970.0,16507700900000.0,190897000570.0,461.0,KG-05,2.0,456.3,ADM,13541,1156,14697,6178758.3,527482.8,6706241.1,,11825,2873,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,778,Des Moines Independent,Phillips Elementary,1908970.0,1908970.0,16507700900000.0,190897000571.0,329.0,KG-05,2.0,328,ADM,15577,669,16246,5109256,219432,5328688,,13240,3007,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,782,Des Moines Independent,Pleasant Hill Elementary School,1908970.0,1908970.0,16507700900000.0,190897000572.0,261.0,KG-05,2.0,255.5,ADM,15027,628,15655,3839398.5,160454,3999852.5,,12880,2775,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,790,Des Moines Independent,River Woods Elementary School,1908970.0,1908970.0,16507700900000.0,190897000728.0,544.0,KG-05,2.0,535.7,ADM,13604,1674,15278,7287662.8,896761.8,8184424.6,,12039,3240,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,136,Des Moines Independent,Roosevelt High School,1908970.0,1908970.0,16507700900000.0,190897000574.0,2014.0,09-12,4.0,1642.9,ADM,14140,690,14830,23230606,1133601,24364207,,10310,4521,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1737,987,Des Moines Independent,Ruby Van Meter,1908970.0,1908970.0,16507700900000.0,190897002260.0,161.0,KG-12,4.0,149.8,ADM,49537,14304,63841,7420642.6,2142739.2,9563381.8,,53418,10423,Special Education,0,0,1,1,0,0,1
IA,2018-2019,1737,819,Des Moines Independent,Samuelson Elementary School,1908970.0,1908970.0,16507700900000.0,190897002093.0,467.0,KG-05,2.0,460,ADM,14603,1376,15979,6717380,632960,7350340,,12593,3388,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,194,Des Moines Independent,ScavoAlternative High School,1908970.0,1908970.0,16507700900000.0,190897000537.0,315.0,09-12,4.0,312.5,ADM,17207,1903,19110,5377187.5,594687.5,5971875,,15229,3883,Alternative School,0,0,1,1,0,0,1
IA,2018-2019,1737,855,Des Moines Independent,South Union Elementary School,1908970.0,1908970.0,16507700900000.0,190897001472.0,488.0,KG-05,2.0,502.6,ADM,13389,1433,14822,6729311.4,720225.8,7449537.2,,11721,3102,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,859,Des Moines Independent,Stowe Elementary School,1908970.0,1908970.0,16507700900000.0,190897000577.0,371.0,KG-05,2.0,370.2,ADM,15883,1908,17791,5879886.6,706341.6,6586228.2,,14380,3412,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,863,Des Moines Independent,Studebaker Elementary School,1908970.0,1908970.0,16507700900000.0,190897000578.0,492.0,KG-05,2.0,494.7,ADM,13752,1299,15051,6803114.39999999,642615.299999999,7445729.7,,12248,2804,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,177,Des Moines Independent,Virtual Campus,1908970.0,1908970.0,16507700900000.0,190897002268.0,,06-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,1737,984,Des Moines Independent,Walnut Street School,1908970.0,1908970.0,16507700900000.0,190897001143.0,297.0,PK-05,2.0,294.3,ADM,15382,659,16041,4526922.6,193943.7,4720866.3,,12450,3593,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,281,Des Moines Independent,Weeks Middle School,1908970.0,1908970.0,16507700900000.0,190897000584.0,775.0,06-08,3.0,748.8,ADM,13495,1091,14586,10105056,816940.799999999,10921996.7999999,,11692,2894,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1737,904,Des Moines Independent,Willard Elementary School,1908970.0,1908970.0,16507700900000.0,190897000585.0,348.0,KG-05,2.0,343.6,ADM,14822,1680,16502,5092839.2,577248,5670087.2,,13254,3250,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,913,Des Moines Independent,Windsor Elementary,1908970.0,1908970.0,16507700900000.0,190897000587.0,345.0,KG-05,2.0,339.3,ADM,15213,723,15936,5161770.9,245313.9,5407084.8,,12715,3223,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1737,923,Des Moines Independent,Woodlawn Early Childhood Center,1908970.0,1908970.0,16507700900000.0,190897002140.0,301.0,PK-PK,1.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,1737,931,Des Moines Independent,Wright Elementary School,1908970.0,1908970.0,16507700900000.0,190897000589.0,270.0,KG-05,2.0,272.9,ADM,14685,1243,15928,4007536.49999999,339214.699999999,4346751.19999999,,12490,3440,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1782,409,Diagonal,Diagonal Elementary School,1909060.0,1909060.0,16508001400000.0,190906000593.0,67.0,PK-05,2.0,67.4,ADM,14363,1392,15755,968066.2,93820.8,1061887,,10520,5235,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1782,172,Diagonal,Diagonal Junior-Senior High School,1909060.0,1909060.0,16508001400000.0,190906000594.0,60.0,06-12,4.0,59,ADM,15941,802,16743,940519,47318,987837,,10671,6072,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1791,409,Dike-New Hartford,Dike Elementary School,1909120.0,1909120.0,16503801500000.0,190912000595.0,312.0,PK-04,2.0,294.2,ADM,12997,353,13350,3823717.4,103852.599999999,3927570,,9801,3549,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1791,172,Dike-New Hartford,Dike-New Hartford High School,1909120.0,1909120.0,16503801500000.0,190912000596.0,280.0,09-12,4.0,276.7,ADM,14701,284,14985,4067766.69999999,78582.8,4146349.5,,9700,5285,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1791,209,Dike-New Hartford,Dike-New Hartford Junior High School,1909120.0,1909120.0,16503801500000.0,190912001207.0,201.0,06-08,3.0,199.9,ADM,12086,276,12362,2415991.4,55172.4,2471163.8,,8556,3805,Public Junior High School,0,0,1,1,0,0,1
IA,2018-2019,1791,418,Dike-New Hartford,New Hartford Elementary School,1909120.0,1909120.0,16503801500000.0,190912001208.0,139.0,PK-05,2.0,128.1,ADM,12340,575,12915,1580754,73657.5,1654411.5,,9465,3451,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,418,Dubuque,Audubon Elementary School,1909480.0,1909480.0,16503101400000.0,190948000602.0,222.0,PK-05,2.0,228.1,ADM,17748,2785,20533,4048318.8,635258.5,4683577.3,,17373,3159,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,427,Dubuque,Bryant Elementary School,1909480.0,1909480.0,16503101400000.0,190948000603.0,293.0,PK-05,2.0,284,ADM,13567,121,13688,3853028,34364,3887392,,10578,3109,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,409,Dubuque,Carver Elementary School,1909480.0,1909480.0,16503101400000.0,190948001532.0,541.0,PK-05,2.0,525.2,ADM,13300,211,13511,6985160,110817.2,7095977.2,,10423,3087,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,109,Dubuque,Dubuque Senior High School,1909480.0,1909480.0,16503101400000.0,190948000604.0,1550.0,09-12,4.0,1484.7,ADM,15143,392,15535,22482812.1,582002.4,23064814.5,,11376,4160,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1863,436,Dubuque,Eisenhower Elementary School,1909480.0,1909480.0,16503101400000.0,190948000605.0,539.0,PK-05,2.0,535.6,ADM,12593,1137,13730,6744810.8,608977.2,7353788,,10693,3036,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,225,Dubuque,Eleanor Roosevelt Middle School,1909480.0,1909480.0,16503101400000.0,190948000976.0,1145.0,06-08,3.0,1138.7,ADM,12441,322,12763,14166566.7,366661.4,14533228.1,,9665,3098,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1863,472,Dubuque,Fulton Elementary School,1909480.0,1909480.0,16503101400000.0,190948000607.0,295.0,PK-05,2.0,281.7,ADM,16613,2132,18745,4679882.1,600584.4,5280466.5,,15614,3130,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,218,Dubuque,George Washington Middle School,1909480.0,1909480.0,16503101400000.0,190948000620.0,644.0,06-08,3.0,652.5,ADM,14407,508,14915,9400567.5,331470,9732037.5,,11617,3298,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1863,118,Dubuque,Hempstead High School,1909480.0,1909480.0,16503101400000.0,190948000608.0,1721.0,09-12,4.0,1648.9,ADM,14453,123,14576,23831551.7,202814.7,24034366.4,,10972,3604,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1863,475,Dubuque,Hoover Elementary School,1909480.0,1909480.0,16503101400000.0,190948000609.0,347.0,PK-05,2.0,338.5,ADM,13298,406,13704,4501373,137431,4638804,,10618,3085,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,481,Dubuque,Irving Elementary School,1909480.0,1909480.0,16503101400000.0,190948000610.0,470.0,PK-05,2.0,454.9,ADM,13678,1030,14708,6222122.19999999,468547,6690669.19999999,,11542,3166,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,494,Dubuque,John Kennedy Elementary School,1909480.0,1909480.0,16503101400000.0,190948000613.0,582.0,PK-05,2.0,585.1,ADM,12773,730,13503,7473482.3,427123,7900605.3,,10429,3073,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,499,Dubuque,Lincoln Elementary School,1909480.0,1909480.0,16503101400000.0,190948000614.0,214.0,PK-05,2.0,215.7,ADM,17533,2216,19749,3781868.09999999,477991.199999999,4259859.3,,16511,3237,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,508,Dubuque,Marshall Elementary School,1909480.0,1909480.0,16503101400000.0,190948000615.0,305.0,PK-05,2.0,293.1,ADM,14413,1634,16047,4224450.3,478925.4,4703375.7,,12862,3184,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,520,Dubuque,Prescott Elementary School,1909480.0,1909480.0,16503101400000.0,190948001456.0,319.0,PK-05,2.0,304,ADM,15215,2142,17357,4625360,651168,5276528,,14137,3220,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,522,Dubuque,Sageville Elementary School,1909480.0,1909480.0,16503101400000.0,190948000617.0,290.0,PK-05,2.0,278.1,ADM,14092,310,14402,3918985.2,86211,4005196.2,,11240,3162,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,526,Dubuque,Table Mound Elementary School,1909480.0,1909480.0,16503101400000.0,190948000619.0,397.0,PK-05,2.0,387.3,ADM,13273,743,14016,5140632.9,287763.9,5428396.8,,10912,3103,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1863,209,Dubuque,Thomas Jefferson Middle School,1909480.0,1909480.0,16503101400000.0,190948000612.0,585.0,06-08,3.0,571.8,ADM,14968,499,15467,8558702.39999999,285328.199999999,8844030.6,,12271,3197,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1908,409,Dunkerton,Dunkerton Elementary,1909540.0,1909540.0,16500701400000.0,190954000624.0,195.0,PK-05,2.0,173,ADM,15676,483,16159,2711948,83559,2795507,,10726,5434,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1908,172,Dunkerton,Dunkerton High School,1909540.0,1909540.0,16500701400000.0,190954000625.0,240.0,06-12,4.0,236.6,ADM,14993,249,15242,3547343.8,58913.4,3606257.19999999,,9215,6028,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1926,409,Durant,Durant Elementary School,1909600.0,1909600.0,16501600400000.0,190960000629.0,262.0,PK-04,2.0,242.3,ADM,12209,604,12813,2958240.7,146349.2,3104589.9,,10248,2564,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1926,109,Durant,Durant High School,1909600.0,1909600.0,16501600400000.0,190960000630.0,225.0,09-12,4.0,223.3,ADM,12768,107,12875,2851094.4,23893.1,2874987.5,,9206,3668,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1926,418,Durant,Durant Middle School,1909600.0,1909600.0,16501600400000.0,190960000631.0,200.0,05-08,3.0,202.5,ADM,9911,529,10440,2006977.5,107122.5,2114100,,7511,2927,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1944,418,Eagle Grove,Eagle Grove Elementary,1909990.0,1909990.0,16509900700000.0,190999001537.0,386.0,PK-04,2.0,399,ADM,11316,848,12164,4515084,338352,4853436,,9164,2999,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1944,109,Eagle Grove,Eagle Grove High School,1909990.0,1909990.0,16509900700000.0,190999000635.0,266.0,09-12,4.0,262.6,ADM,15265,452,15717,4008589,118695.2,4127284.2,,10941,4775,Public High School,0,0,1,1,0,0,1
IA,2018-2019,1944,209,Eagle Grove,Robert Blue School,1909990.0,1909990.0,16509900700000.0,190999000636.0,294.0,05-08,3.0,294.2,ADM,12993,241,13234,3822540.59999999,70902.2,3893442.8,,9438,3794,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,1953,409,Earlham,Earlham Elementary School,1910050.0,1910050.0,16506100400000.0,191005000640.0,342.0,PK-05,2.0,323.2,ADM,12013,589,12602,3882601.6,190364.8,4072966.4,,8239,4363,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,1953,209,Earlham,Earlham Middle School,1910050.0,1910050.0,16506100400000.0,191005001956.0,73.0,06-08,3.0,74.1,ADM,13646,102,13748,1011168.6,7558.2,1018726.79999999,,10087,3661,Public Middle School,0,0,1,1,0,0,1
