state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_IA,enrollmetric,pp_stloc_raw_IA,pp_fed_raw_IA,pp_total_raw_IA,schoolstloc_raw_IA,schoolfed_raw_IA,schooltot_raw_IA,pp_total_norm_NERDS,pppersonnel_raw_IA,ppnonpersonnel_raw_IA,schlevel_raw_IA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
IA,2018-2019,18,409,Adair-Casey,Adair-Casey Elementary School,1903090.0,1903090.0,16503970100000.0,190309000006.0,148.0,PK-06,2.0,142.7,ADM,13251,1013,14264,1890917.7,144555.099999999,2035472.79999999,,9917,4347,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,18,209,Adair-Casey,Adair-Casey Jr. High School,1903090.0,1903090.0,16503970100000.0,190309002236.0,110.0,07-08,3.0,109.2,ADM,14879,293,15172,1624786.8,31995.6,1656782.4,,10648,4524,Public Junior High School,0,0,1,1,0,0,1
IA,2018-2019,27,409,Adel DeSoto Minburn,Adel Elementary School,1903150.0,1903150.0,16502500100000.0,190315000008.0,519.0,PK-02,2.0,491,ADM,11038,454,11492,5419658,222914,5642572,,8740,2752,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,27,412,Adel DeSoto Minburn,ADM Middle School,1903150.0,1903150.0,16502500100000.0,190315001986.0,442.0,06-08,3.0,439.1,ADM,10351,110,10461,4545124.1,48301,4593425.1,,7810,2650,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,27,172,Adel DeSoto Minburn,ADM Senior High School,1903150.0,1903150.0,16502500100000.0,190315000009.0,505.0,09-12,4.0,494,ADM,12789,279,13068,6317766,137826,6455592,,8948,4120,Public High School,0,0,1,1,0,0,1
IA,2018-2019,27,418,Adel DeSoto Minburn,DeSoto Intermediate School,1903150.0,1903150.0,16502500100000.0,190315000010.0,459.0,03-05,2.0,462.6,ADM,10171,359,10530,4705104.6,166073.4,4871178,,7946,2584,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,9,436,AGWSR,AGWSR Elementary at Wellsburg,1903060.0,1903060.0,16504200100000.0,190306002212.0,83.0,PK-02,2.0,68.2,ADM,11389,170,11559,776729.8,11594,788323.8,,7555,4003,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,9,409,AGWSR,AGWSR Elementary School,1903060.0,1903060.0,16504200100000.0,190306000003.0,212.0,KG-05,2.0,213.4,ADM,14087,626,14713,3006165.8,133588.4,3139754.2,,10719,3994,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,9,109,AGWSR,AGWSR High School,1903060.0,1903060.0,16504200100000.0,190306000004.0,156.0,09-12,4.0,154.2,ADM,19486,557,20043,3004741.19999999,85889.4,3090630.59999999,,13372,6671,Public High School,0,0,1,1,0,0,1
IA,2018-2019,9,172,AGWSR,AGWSR Middle School,1903060.0,1903060.0,16504200100000.0,190306000634.0,146.0,06-08,3.0,149.9,ADM,15786,170,15956,2366321.4,25483,2391804.4,,11503,4454,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,9,427,AGWSR,The Cougars Den,1903060.0,1903060.0,16504200100000.0,190306001383.0,59.0,PK-KG,1.0,10,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,441,172,AHSTW,AHSTW High School,1904080.0,1904080.0,16507800100000.0,190408000102.0,224.0,09-12,4.0,225.1,ADM,16260,184,16444,3660126,41418.4,3701544.4,,10483,5961,Public High School,0,0,1,1,0,0,1
IA,2018-2019,441,209,AHSTW,AHSTW Intermediate School,1904080.0,1904080.0,16507800100000.0,190408002261.0,260.0,04-08,3.0,252.3,ADM,10621,184,10805,2679678.3,46423.2,2726101.5,,7292,3512,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,441,409,AHSTW,AHSTW Primary School,1904080.0,1904080.0,16507800100000.0,190408000101.0,257.0,PK-03,2.0,255.2,ADM,13882,598,14480,3542686.4,152609.6,3695296,,10525,3955,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,63,409,Akron Westfield,Akron Westfield Elementary School,1903220.0,1903220.0,16507500100000.0,190322001937.0,277.0,KG-05,2.0,273.3,ADM,11013,649,11662,3009852.9,177371.7,3187224.6,10753.25039,8868,2794,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,63,418,Akron Westfield,Akron Westfield Middle School,1903220.0,1903220.0,16507500100000.0,190322001938.0,148.0,06-08,3.0,147.6,ADM,11350,186,11536,1675260,27453.6,1702713.59999999,10627.25039,8809,2726,Public Middle School,0,0,1,1,0,0,0
IA,2018-2019,63,172,Akron Westfield,Akron Westfield Senior High School,1903220.0,1903220.0,16507500100000.0,190322001939.0,179.0,09-12,4.0,175.2,ADM,15711,178,15889,2752567.19999999,31185.6,2783752.8,14980.25039,10748,5141,Public High School,0,0,1,1,0,0,0
IA,2018-2019,72,409,Albert City-Truesdale,Albert City-Truesdale Elementary School,1900031.0,1900031.0,16501100100000.0,190003101300.0,111.0,PK-06,2.0,107.9,ADM,20052,963,21015,2163610.8,103907.7,2267518.5,,12085,8931,Public Elementary School,0,0,1,1,0,1,1
IA,2018-2019,81,109,Albia,Albia High School,1903270.0,1903270.0,16506800100000.0,190327000017.0,361.0,09-12,4.0,351.2,ADM,13050,266,13316,4583160,93419.2,4676579.2,12345.69199,9782,3534,Public High School,0,0,1,1,0,0,0
IA,2018-2019,81,209,Albia,Albia Middle School,1903270.0,1903270.0,16506800100000.0,190327001406.0,190.0,07-08,3.0,189.7,ADM,8606,239,8845,1632558.2,45338.2999999999,1677896.5,7874.691987,7085,1760,Public Middle School,0,0,1,1,0,0,0
IA,2018-2019,81,409,Albia,Grant Center,1903270.0,1903270.0,16506800100000.0,190327000019.0,231.0,KG-02,2.0,226,ADM,11297,1337,12634,2553122,302162,2855284,11663.69199,10825,1808,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,81,454,Albia,Kendall Center,1903270.0,1903270.0,16506800100000.0,190327000021.0,59.0,PK-PK,1.0,24.9,ADM,14074,235,14309,350442.6,5851.5,356294.1,13338.69199,12488,1821,Public Elementary School,0,0,1,1,0,1,0
IA,2018-2019,81,427,Albia,Lincoln Center,1903270.0,1903270.0,16506800100000.0,190327000018.0,357.0,03-06,2.0,348.2,ADM,10772,464,11236,3750810.4,161564.8,3912375.19999999,10265.69199,8982,2255,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,99,409,Alburnett,Alburnett Elementary School,1903300.0,1903300.0,16505700100000.0,190330000024.0,352.0,PK-05,2.0,328.1,ADM,11394,279,11673,3738371.4,91539.9,3829911.3,,7748,3925,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,99,209,Alburnett,Alburnett Middle School,1903300.0,1903300.0,16505700100000.0,190330002193.0,157.0,06-08,3.0,160.2,ADM,9860,76,9936,1579572,12175.1999999999,1591747.2,,6245,3690,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,99,172,Alburnett,Alburnett Senior High School,1903300.0,1903300.0,16505700100000.0,190330000025.0,202.0,09-12,4.0,201.7,ADM,14901,123,15024,3005531.69999999,24809.1,3030340.8,,10541,4483,Public High School,0,0,1,1,0,0,1
IA,2018-2019,108,409,Alden,Alden Elementary School,1900032.0,1900032.0,16504200200000.0,190003201317.0,170.0,PK-06,2.0,130.3,ADM,23391,775,24166,3047847.3,100982.5,3148829.8,,15144,9023,Public Elementary School,0,0,1,1,0,1,1
IA,2018-2019,126,109,Algona,Algona High School,1903360.0,1903360.0,16505500100000.0,190336000030.0,431.0,09-12,4.0,426.7,ADM,16588,248,16836,7078099.6,105821.599999999,7183921.2,,10996,5841,Public High School,0,0,1,1,0,0,1
IA,2018-2019,126,209,Algona,Algona Middle School,1903360.0,1903360.0,16505500100000.0,190336000034.0,441.0,05-08,3.0,447.1,ADM,13107,258,13365,5860139.7,115351.8,5975491.5,,8872,4495,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,126,409,Algona,Bertha Godfrey Elementary School,1903360.0,1903360.0,16505500100000.0,190336000031.0,202.0,PK-KG,1.0,167.3,ADM,16995,280,17275,2843263.5,46844,2890107.5,,10708,6569,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,126,412,Algona,Bryant Elementary School,1903360.0,1903360.0,16505500100000.0,190336000032.0,183.0,01-02,2.0,183.3,ADM,13670,372,14042,2505711,68187.6,2573898.6,,8394,5649,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,126,427,Algona,Lucia Wallace Elementary School,1903360.0,1903360.0,16505500100000.0,190336000033.0,191.0,03-04,2.0,193.3,ADM,12684,254,12938,2451817.2,49098.2,2500915.4,,7278,5661,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,135,412,Allamakee,East Campus Elementary School,1903390.0,1903390.0,16500300500000.0,190339000036.0,231.0,03-05,2.0,228.9,ADM,13024,690,13714,2981193.6,157941,3139134.6,,9633,4081,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,135,109,Allamakee,Waukon High School,1903390.0,1903390.0,16500300500000.0,190339000038.0,358.0,09-12,4.0,349.9,ADM,15665,265,15930,5481183.5,92723.5,5573907,,9941,5989,Public High School,0,0,1,1,0,0,1
IA,2018-2019,135,218,Allamakee,Waukon Middle School,1903390.0,1903390.0,16500300500000.0,190339000039.0,267.0,06-08,3.0,254.9,ADM,12099,798,12897,3084035.1,203410.2,3287445.3,,8465,4432,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,135,427,Allamakee,West Campus Elementary School,1903390.0,1903390.0,16500300500000.0,190339000040.0,253.0,PK-02,2.0,233.1,ADM,14227,1509,15736,3316313.69999999,351747.899999999,3668061.6,,11662,4075,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,171,409,Alta-Aurelia,Alta Elementary School,1903480.0,1903480.0,16501100200000.0,190348000045.0,309.0,PK-04,2.0,291.5,ADM,12877,572,13449,3753645.5,166738,3920383.5,,9902,3547,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,171,172,Alta-Aurelia,Alta-Aurelia High School,1903480.0,1903480.0,16501100200000.0,190348000046.0,211.0,09-12,4.0,206.8,ADM,16318,128,16446,3374562.4,26470.4,3401032.8,,10806,5640,Public High School,0,0,1,1,0,0,1
IA,2018-2019,171,209,Alta-Aurelia,Alta-Aurelia Middle Sch,1903480.0,1903480.0,16501100200000.0,190348002252.0,216.0,05-08,3.0,215.3,ADM,11058,94,11152,2380787.4,20238.2,2401025.6,,7562,3590,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,171,418,Alta-Aurelia,Aurelia Elementary School,1903480.0,1903480.0,16501100200000.0,190348002251.0,91.0,PK-04,2.0,91,ADM,15513,697,16210,1411683,63427,1475110,,12360,3850,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,225,109,Ames,Ames High School,1903540.0,1903540.0,16508500100000.0,190354000050.0,1384.0,09-12,4.0,1361.9,ADM,11486,335,11821,15642783.4,456236.5,16099019.9,11675.35819,8878,2943,Public High School,0,0,1,1,0,0,0
IA,2018-2019,225,218,Ames,Ames Middle School,1903540.0,1903540.0,16508500100000.0,190354000060.0,1040.0,06-08,3.0,1027.3,ADM,11154,258,11412,11458504.2,265043.399999999,11723547.6,11266.35819,9234,2177,Public Middle School,0,0,1,1,0,0,0
IA,2018-2019,225,427,Ames,Edwards Elementary School,1903540.0,1903540.0,16508500100000.0,190354000052.0,382.0,KG-05,2.0,390.1,ADM,11949,743,12692,4661304.9,289844.3,4951149.2,12546.35819,10297,2395,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,225,440,Ames,Fellows Elementary School,1903540.0,1903540.0,16508500100000.0,190354000053.0,598.0,KG-05,2.0,594.2,ADM,11308,816,12124,6719213.6,484867.2,7204080.8,11978.35819,9822,2303,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,225,454,Ames,Meeker Elementary School,1903540.0,1903540.0,16508500100000.0,190354000056.0,461.0,KG-05,2.0,459.3,ADM,12190,1032,13222,5598867,473997.6,6072864.6,13076.35819,10895,2327,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,225,456,Ames,Mitchell Elementary School,1903540.0,1903540.0,16508500100000.0,190354000054.0,317.0,KG-05,2.0,315.9,ADM,11433,780,12213,3611684.69999999,246401.999999999,3858086.69999999,12067.35819,9716,2496,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,225,961,Ames,Northwood Pre-School,1903540.0,1903540.0,16508500100000.0,190354001906.0,333.0,PK-KG,1.0,134.2,ADM,19530,304,19834,2620926,40796.7999999999,2661722.8,19688.35819,15667,4167,Public Elementary School,0,0,1,1,0,1,0
IA,2018-2019,225,481,Ames,Sawyer Elementary School,1903540.0,1903540.0,16508500100000.0,190354000049.0,360.0,KG-05,2.0,348.1,ADM,11356,347,11703,3953023.6,120790.7,4073814.3,11557.35819,9237,2466,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,234,109,Anamosa,Anamosa High School,1903570.0,1903570.0,16505300100000.0,190357000061.0,403.0,09-12,4.0,396.1,ADM,14699,308,15007,5822273.9,121998.8,5944272.7,,9789,5217,Public High School,0,0,1,1,0,0,1
IA,2018-2019,234,209,Anamosa,Anamosa Middle School,1903570.0,1903570.0,16505300100000.0,190357000062.0,413.0,05-08,3.0,407.1,ADM,12396,223,12619,5046411.6,90783.3,5137194.9,,8714,3905,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,234,418,Anamosa,Strawberry Hill,1903570.0,1903570.0,16505300100000.0,190357000064.0,435.0,PK-04,2.0,429.1,ADM,12374,855,13229,5309683.4,366880.5,5676563.9,,9560,3669,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,243,409,Andrew,Andrew Elementary School,1903630.0,1903630.0,16504900100000.0,190363000067.0,147.0,PK-05,2.0,127.1,ADM,16195,1257,17452,2058384.5,159764.699999999,2218149.19999999,16540.61453,14289,3163,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,243,209,Andrew,Andrew Middle School,1903630.0,1903630.0,16504900100000.0,190363002136.0,25.0,06-08,3.0,23.3,ADM,20551,76,20627,478838.3,1770.8,480609.1,19715.61453,16998,3629,Public Middle School,0,0,1,1,0,0,0
IA,2018-2019,261,118,Ankeny,Ankeny Centennial High School,1903690.0,1903690.0,16507700200000.0,190369002187.0,1230.0,10-12,4.0,1217.6,ADM,14319,200,14519,17434814.4,243519.999999999,17678334.4,,9758,4761,Public High School,0,0,1,1,0,0,1
IA,2018-2019,261,109,Ankeny,Ankeny High School,1903690.0,1903690.0,16507700200000.0,190369000071.0,1204.0,10-12,4.0,1174.9,ADM,14911,246,15157,17518933.9,289025.4,17807959.3,,10180,4977,Public High School,0,0,1,1,0,0,1
IA,2018-2019,261,418,Ankeny,Ashland Ridge Elementary,1903690.0,1903690.0,16507700200000.0,190369002094.0,703.0,PK-05,2.0,668.9,ADM,10921,239,11160,7305056.89999999,159867.1,7464924,,7590,3571,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,448,Ankeny,Crocker Elementary School,1903690.0,1903690.0,16507700200000.0,190369000778.0,656.0,PK-05,2.0,614.1,ADM,11857,254,12111,7281383.7,155981.4,7437365.1,,8441,3671,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,405,Ankeny,East Elementary School,1903690.0,1903690.0,16507700200000.0,190369000072.0,398.0,KG-05,2.0,398.8,ADM,11551,351,11902,4606538.8,139978.8,4746517.6,,8286,3615,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,447,Ankeny,Northeast Elementary,1903690.0,1903690.0,16507700200000.0,190369000148.0,697.0,PK-05,2.0,640.4,ADM,11477,246,11723,7349870.8,157538.4,7507409.2,,8114,3609,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,224,Ankeny,Northview Middle School,1903690.0,1903690.0,16507700200000.0,190369000380.0,891.0,08-09,3.0,902.9,ADM,12939,291,13230,11682623.1,262743.899999999,11945367,,9348,3883,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,261,409,Ankeny,Northwest Elementary School,1903690.0,1903690.0,16507700200000.0,190369000074.0,373.0,KG-05,2.0,373.4,ADM,12099,644,12743,4517766.6,240469.599999999,4758236.19999999,,9119,3625,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,209,Ankeny,Parkview Middle School,1903690.0,1903690.0,16507700200000.0,190369000073.0,881.0,06-07,3.0,878.7,ADM,12804,296,13100,11250874.8,260095.2,11510970,,9434,3666,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,261,218,Ankeny,Prairie Ridge Middle School,1903690.0,1903690.0,16507700200000.0,190369002139.0,939.0,06-07,3.0,938.6,ADM,12529,191,12720,11759719.4,179272.6,11938992,,9007,3713,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,261,412,Ankeny,Prairie Trail Elementary,1903690.0,1903690.0,16507700200000.0,190369002183.0,711.0,KG-05,2.0,711.2,ADM,11432,230,11662,8130438.4,163576,8294014.4,,8053,3610,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,454,Ankeny,Rock Creek Elementary,1903690.0,1903690.0,16507700200000.0,190369002213.0,715.0,KG-05,2.0,721.2,ADM,11637,349,11986,8392604.4,251698.8,8644303.2,,8398,3588,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,427,Ankeny,Southeast Elementary School,1903690.0,1903690.0,16507700200000.0,190369000077.0,660.0,KG-05,2.0,662.7,ADM,11509,404,11913,7627014.3,267730.8,7894745.1,,8350,3563,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,261,227,Ankeny,Southview Middle School,1903690.0,1903690.0,16507700200000.0,190369002186.0,894.0,08-09,3.0,901.6,ADM,12470,357,12827,11242952,321871.2,11564823.2,,9089,3738,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,261,436,Ankeny,Terrace Elementary School,1903690.0,1903690.0,16507700200000.0,190369000078.0,516.0,PK-05,2.0,350.3,ADM,14551,693,15244,5097215.3,242757.9,5339973.2,,11466,3778,Public Elementary School,0,0,1,1,0,1,1
IA,2018-2019,261,445,Ankeny,Westwood Elementary School,1903690.0,1903690.0,16507700200000.0,190369002026.0,660.0,KG-05,2.0,663.1,ADM,11527,384,11911,7643553.7,254630.4,7898184.1,,8263,3648,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,279,172,Aplington-Parkersburg,Aplington / ParkersburgMiddle School,1903750.0,1903750.0,16501200200000.0,190375000082.0,182.0,06-08,3.0,182.2,ADM,12677,142,12819,2309749.4,25872.3999999999,2335621.8,,9211,3607,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,279,409,Aplington-Parkersburg,Aplington Elementary School,1903750.0,1903750.0,16501200200000.0,190375000081.0,175.0,03-05,2.0,172.2,ADM,10380,336,10716,1787435.99999999,57859.2,1845295.2,,7453,3262,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,279,109,Aplington-Parkersburg,Aplington Parkersburg High School,1903750.0,1903750.0,16501200200000.0,190375001337.0,235.0,09-12,4.0,236.4,ADM,15738,262,16000,3720463.2,61936.8,3782400,,11461,4538,Public High School,0,0,1,1,0,0,1
IA,2018-2019,279,427,Aplington-Parkersburg,Parkersburg Elementary School,1903750.0,1903750.0,16501200200000.0,190375001336.0,246.0,PK-02,2.0,234.7,ADM,12526,589,13115,2939852.19999999,138238.3,3078090.5,,9640,3475,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,355,427,Ar-We-Va,Ar-We-Va Elementary Community School,1903780.0,1903780.0,16502400100000.0,190378002177.0,114.0,PK-05,2.0,115.4,ADM,15389,634,16023,1775890.6,73163.6,1849054.2,,10277,5746,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,355,172,Ar-We-Va,Westside Junior-Senior High School,1903780.0,1903780.0,16502400100000.0,190378000085.0,106.0,06-12,4.0,81,ADM,19835,449,20284,1606635,36369,1643004,,11704,8581,Public High School,0,0,1,1,0,1,1
IA,2018-2019,387,109,Atlantic,Atlantic High School,1903930.0,1903930.0,16501500200000.0,190393000090.0,395.0,09-12,4.0,380.8,ADM,16304,446,16750,6208563.2,169836.8,6378400,,12196,4552,Public High School,0,0,1,1,0,0,1
IA,2018-2019,387,209,Atlantic,Atlantic Middle School,1903930.0,1903930.0,16501500200000.0,190393000093.0,338.0,06-08,3.0,337.4,ADM,13065,210,13275,4408131,70854,4478985,,10167,3107,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,387,427,Atlantic,Schuler Elementary School,1903930.0,1903930.0,16501500200000.0,190393000412.0,221.0,04-05,2.0,217,ADM,11519,720,12239,2499623,156240,2655863,,9439,2800,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,387,445,Atlantic,Washington Elementary School,1903930.0,1903930.0,16501500200000.0,190393000094.0,472.0,PK-03,2.0,445.5,ADM,12552,729,13281,5591916,324769.5,5916685.5,,10735,2545,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,414,409,Audubon,Audubon Elementary School,1903960.0,1903960.0,16500500100000.0,190396000095.0,248.0,PK-04,2.0,243.1,ADM,10229,801,11030,2486669.9,194723.1,2681393,,8041,2988,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,414,109,Audubon,Audubon Middle-High School,1903960.0,1903960.0,16500500100000.0,190396000096.0,296.0,05-12,4.0,293.7,ADM,14895,486,15381,4374661.5,142738.199999999,4517399.7,,11038,4343,Public High School,0,0,1,1,0,0,1
IA,2018-2019,472,415,Ballard,Ballard East Elementary,1904200.0,1904200.0,16508501100000.0,190420000109.0,391.0,03-05,2.0,391.5,ADM,12272,249,12521,4804488,97483.5,4901971.5,,8325,4196,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,472,109,Ballard,Ballard High School,1904200.0,1904200.0,16508501100000.0,190420000105.0,535.0,09-12,4.0,534.5,ADM,13189,266,13455,7049520.5,142177,7191697.5,,8481,4974,Public High School,0,0,1,1,0,0,1
IA,2018-2019,472,209,Ballard,Ballard Middle School,1904200.0,1904200.0,16508501100000.0,190420000106.0,361.0,06-08,3.0,361,ADM,13096,46,13142,4727656,16606,4744262,,8828,4313,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,472,425,Ballard,Ballard West Elementary,1904200.0,1904200.0,16508501100000.0,190420000108.0,424.0,PK-02,2.0,412.5,ADM,13473,324,13797,5557612.5,133650,5691262.5,,9656,4140,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,513,409,Baxter,Baxter Elementary School,1904380.0,1904380.0,16505000200000.0,190438000113.0,229.0,PK-05,2.0,221.8,ADM,15449,695,16144,3426588.2,154151,3580739.2,,8376,7768,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,513,172,Baxter,Baxter High School,1904380.0,1904380.0,16505000200000.0,190438000114.0,219.0,06-12,4.0,217.6,ADM,18909,217,19126,4114598.4,47219.2,4161817.6,,10182,8944,Public High School,0,0,1,1,0,0,1
IA,2018-2019,540,407,BCLUW,BCLUW Elementary School,1904440.0,1904440.0,16503800100000.0,190444000119.0,217.0,PK-04,2.0,207.8,ADM,11798,751,12549,2451624.4,156057.8,2607682.2,,9337,3213,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,540,172,BCLUW,BCLUW High School,1904440.0,1904440.0,16503800100000.0,190444000118.0,193.0,09-12,4.0,194.8,ADM,14900,294,15194,2902520,57271.2,2959791.2,,10365,4830,Public High School,0,0,1,1,0,0,1
IA,2018-2019,540,209,BCLUW,BCLUW Middle School,1904440.0,1904440.0,16503800100000.0,190444000087.0,183.0,05-08,3.0,177.9,ADM,12248,258,12506,2178919.2,45898.2,2224817.4,,8972,3535,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,549,409,Bedford,Bedford Elementary School,1904560.0,1904560.0,16508700400000.0,190456000122.0,267.0,PK-05,2.0,258,ADM,12224,909,13133,3153792,234522,3388314,,9548,3585,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,549,109,Bedford,Bedford High School,1904560.0,1904560.0,16508700400000.0,190456000120.0,228.0,06-12,4.0,225.7,ADM,14824,335,15159,3345776.8,75609.5,3421386.3,,10408,4752,Public High School,0,0,1,1,0,0,1
IA,2018-2019,576,109,Belle Plaine,Belle Plaine Jr/Sr High School,1904620.0,1904620.0,16500600200000.0,190462000124.0,244.0,07-12,4.0,240.3,ADM,15504,267,15771,3725611.2,64160.1,3789771.3,,10631,5139,Public High School,0,0,1,1,0,0,1
IA,2018-2019,576,436,Belle Plaine,Longfellow Elementary School,1904620.0,1904620.0,16500600200000.0,190462000127.0,268.0,PK-06,2.0,261.8,ADM,13099,495,13594,3429318.2,129591,3558909.2,,9554,4038,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,585,409,Bellevue,Bellevue Elementary School,1904650.0,1904650.0,16504900300000.0,190465000128.0,364.0,PK-05,2.0,318.7,ADM,9651,680,10331,3075773.69999999,216716,3292489.69999999,9498.008524,8148,2184,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,585,109,Bellevue,Bellevue High School,1904650.0,1904650.0,16504900300000.0,190465000129.0,395.0,06-12,4.0,396.2,ADM,11304,264,11568,4478644.8,104596.8,4583241.6,10735.00852,8351,3218,Public High School,0,0,1,1,0,0,0
IA,2018-2019,594,109,Belmond-Klemme,Belmond-Klemme Community Jr-Sr High School,1904680.0,1904680.0,16509900100000.0,190468000130.0,331.0,07-12,4.0,327.9,ADM,14719,237,14956,4826360.1,77712.2999999999,4904072.39999999,,10659,4298,Public High School,0,0,1,1,0,0,1
IA,2018-2019,594,118,Belmond-Klemme,Belmond-KlemmeAlternative School,1904680.0,1904680.0,16509900100000.0,190468001436.0,2.0,09-12,4.0,3.1,ADM,34658,56,34714,107439.8,173.6,107613.4,,29766,4948,Alternative School,0,0,1,1,0,1,1
IA,2018-2019,594,409,Belmond-Klemme,Richard O. Jacobson Elementary School,1904680.0,1904680.0,16509900100000.0,190468002090.0,408.0,PK-06,2.0,395.1,ADM,12290,879,13169,4855779,347292.9,5203071.9,,9642,3528,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,603,409,Bennett,Bennett Elementary School,1904740.0,1904740.0,16501600100000.0,190474000134.0,76.0,PK-06,2.0,76.1,ADM,18431,1304,19735,1402599.09999999,99234.4,1501833.5,,14057,5678,Public Elementary School,0,0,1,1,0,1,1
IA,2018-2019,609,405,Benton,Atkins Elementary School,1904830.0,1904830.0,16500670100000.0,190483000136.0,394.0,PK-03,2.0,352.8,ADM,11405,493,11898,4023684,173930.4,4197614.4,,8470,3429,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,609,209,Benton,Benton Community Middle School,1904830.0,1904830.0,16500670100000.0,190483001987.0,222.0,07-08,3.0,223.5,ADM,9438,223,9661,2109393,49840.5,2159233.5,,6320,3342,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,609,109,Benton,Benton Community Senior High School,1904830.0,1904830.0,16500670100000.0,190483000137.0,471.0,09-12,4.0,469.2,ADM,15236,238,15474,7148731.2,111669.599999999,7260400.8,,10024,5452,Public High School,0,0,1,1,0,0,1
IA,2018-2019,609,445,Benton,Keystone Elementary School,1904830.0,1904830.0,16500670100000.0,190483002227.0,185.0,PK-03,2.0,167.8,ADM,13078,554,13632,2194488.4,92961.2,2287449.6,,10017,3616,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,609,454,Benton,Norway Elementary School,1904830.0,1904830.0,16500670100000.0,190483002230.0,329.0,04-06,2.0,335.4,ADM,11288,356,11644,3785995.19999999,119402.4,3905397.59999999,,8201,3443,Public Elementary School,0,0,1,1,0,0,1
