state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_MT,enrollmetric,pp_stloc_raw_MT,pp_fed_raw_MT,pp_total_raw_MT,schoolstloc_raw_MT,schoolfed_raw_MT,schooltot_raw_MT,pp_total_norm_NERDS,exclusionamounts_raw_MT,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
MT,2018-2019,674,1546,Conrad Elem,Meadowlark School,3007330,3007330,27503740130100.0,300733000207,154.0,PK-3,2.0,154,October Count Day,9143.10311688311,1107.97428571428,10251.0774675324,1408037.88,170628.039999999,1578665.93,11294.49237,360027.89,1,0,1,0,0,0,0
MT,2018-2019,674,1803,Conrad Elem,Utterback 4-6,3007330,3007330,27503740130100.0,300733001032,107.0,4-6,2.0,107,October Count Day,9525.70467289719,1107.97439252336,10633.6788785046,1019250.4,118553.26,1137803.64,11677.09378,246391.05,1,0,1,0,0,0,0
MT,2018-2019,674,1540,Conrad Elem,Utterback 7-8,3007330,3007330,27503740130100.0,300733000209,82.0,7-8,3.0,82,October Count Day,9192.50280487805,1107.97426829268,10300.4770731707,753785.23,90853.89,844639.119999999,11343.89197,395282.66,1,0,1,0,0,0,0
MT,2018-2019,675,893,Conrad H S,Conrad High School,3007320,3007320,27503740130200.0,300732000210,126.0,9-12,4.0,126,October Count Day,13760.0896825396,578.018412698412,14338.108095238,1733771.29999999,72830.3199999999,1806601.62,15396.8254,777325.64,1,0,1,0,0,0,0
MT,2018-2019,617,828,Cooke City Elem,Cooke City School,3007350,3007350,27503400600000.0,300735001023,5.0,PK-8,3.0,5,October Count Day,26678.89,234.788,26913.678,133394.45,1173.94,134568.39,26400.0,1501.48,1,0,1,0,0,0,0
MT,2018-2019,731,1558,Corvallis K-12 Schools,Corvallis 7-8,3007410,3007410,27504140100000.0,300741000213,248.0,7-8,3.0,248,October Count Day,7426.81568548387,691.368669354838,8118.18435483871,1841850.29,171459.43,2013309.72,9223.838323,410688.41,1,0,1,0,0,0,0
MT,2018-2019,731,964,Corvallis K-12 Schools,Corvallis High School,3007410,3007410,27504140100000.0,300741000215,455.0,9-12,4.0,455,October Count Day,7426.81386813186,691.368659340659,8118.18252747252,3379200.31,314572.74,3693773.05,9223.836495,753480.75,1,0,1,0,0,0,0
MT,2018-2019,731,963,Corvallis K-12 Schools,Edna Thomas School,3007410,3007410,27504140100000.0,300741000214,198.0,5-6,2.0,198,October Count Day,7426.81676767676,691.368636363636,8118.1854040404,1470509.72,136890.99,1607400.70999999,9223.839372,327888.33,1,0,1,0,0,0,0
MT,2018-2019,731,1557,Corvallis K-12 Schools,Quentin Brown Primary K-4,3007410,3007410,27504140100000.0,300741000212,475.0,PK-4,2.0,475,October Count Day,7426.81378947368,691.368652631578,8118.18244210526,3527736.54999999,328400.11,3856136.65999999,9223.83641,786600.78,1,0,1,0,0,0,0
MT,2018-2019,359,481,Cottonwood Elem,Cottonwood School,3007500,3007500,27501601000000.0,300750000353,13.0,PK-8,3.0,13,October Count Day,12897.1953846153,1763.1923076923,14660.3884615384,167663.54,22921.5,190585.05,16076.92308,42255.17,1,0,1,0,0,0,0
MT,2018-2019,445,1475,Cottonwood Elem,Cottonwood School,3014150,3014150,27502101700000.0,301415000439,11.0,PK-8,3.0,11,October Count Day,17563.3436363636,4408.8809090909,21972.2245454545,193196.78,48497.69,241694.47,24272.72727,38179.64,1,0,1,0,0,0,0
MT,2018-2019,316,428,Creston Elem,Creston School,3007710,3007710,27501501100000.0,300771000221,101.0,PK-6,2.0,101,October Count Day,7449.58554455445,682.303861386138,8131.88940594059,752408.14,68912.6899999999,821320.83,8287.128713,116155.16,1,0,1,0,0,0,0
MT,2018-2019,777,1758,Culbertson Elem,Culbertson 7-8,3007830,3007830,27504340330100.0,300783001045,50.0,7-8,3.0,50,October Count Day,14839.317,1171.3254,16010.6424,741965.85,58566.27,800532.12,17251.23151,218784.46,1,0,1,0,0,0,0
MT,2018-2019,777,1017,Culbertson Elem,Culbertson School,3007830,3007830,27504340330100.0,300783000224,153.0,PK-6,2.0,153,October Count Day,14839.3170588235,1171.32535947712,16010.6424183006,2270415.51,179212.779999999,2449628.29,17251.23153,669480.449999999,1,0,1,0,0,0,0
MT,2018-2019,778,1018,Culbertson H S,Culbertson High School,3007860,3007860,27504340330200.0,300786000225,81.0,9-12,4.0,81,October Count Day,15956.8775308641,300.867407407407,16257.7449382716,1292507.07999999,24370.26,1316877.34,,579088.439999999,1,0,1,0,0,1,1
MT,2018-2019,192,266,Custer County H S,Custer Co District High,3007930,3007930,27500940130200.0,300793000226,500.0,9-12,4.0,500,October Count Day,9890.75614,470.89968,10361.65582,4945378.07,235449.84,5180827.91,11676.0,4131885.27,1,0,1,0,0,0,0
MT,2018-2019,975,1792,Custer K-12 Schools,Custer 7-8,3008130,3008130,27505640300000.0,300813001081,17.0,7-8,3.0,17,October Count Day,12973.9935294117,804.697647058823,13778.6917647058,220557.889999999,13679.8599999999,234237.759999999,17107.52714,149955.019999999,1,0,1,0,0,0,0
MT,2018-2019,975,1289,Custer K-12 Schools,Custer High School,3008130,3008130,27505640300000.0,300813000232,20.0,9-12,4.0,20,October Count Day,12973.993,804.698,13778.6915,259479.86,16093.96,275573.83,17107.52688,176417.67,1,0,1,0,0,0,0
MT,2018-2019,975,1288,Custer K-12 Schools,Custer School,3008130,3008130,27505640300000.0,300813000231,56.0,PK-6,2.0,56,October Count Day,12973.9933928571,804.698035714285,13778.6914285714,726543.63,45063.09,771606.72,17107.5268,493969.49,1,0,1,0,0,0,0
MT,2018-2019,402,545,Cut Bank Elem,Anna Jeffries Elementary,3000003,3000003,27501840230100.0,300000300233,124.0,4-5,2.0,124,October Count Day,8698.56459677419,1051.45346774193,9750.01798387096,1078622.01,130380.23,1209002.23,10564.91225,252606.43,1,0,1,0,0,0,0
MT,2018-2019,402,544,Cut Bank Elem,Cut Bank Middle School,3000003,3000003,27501840230100.0,300000300234,172.0,6-8,3.0,172,October Count Day,8698.56459302325,1051.45343023255,9750.01802325581,1496153.10999999,180849.99,1677003.1,10564.91229,350389.56,1,0,1,0,0,0,0
MT,2018-2019,402,1810,Cut Bank Elem,Glacier Elementary School,3000003,3000003,27501840230100.0,300000300018,12.0,PK-8,3.0,12,October Count Day,8698.56416666666,1051.45333333333,9750.01833333333,104382.77,12617.4399999999,117000.22,10564.9126,24445.78,1,0,1,0,0,0,0
MT,2018-2019,402,546,Cut Bank Elem,H C Davis Elementary,3000003,3000003,27501840230100.0,300000301106,234.0,PK-3,2.0,234,October Count Day,8698.56457264957,1051.45346153846,9750.01803418803,2035464.10999999,246040.109999999,2281504.21999999,10564.9123,476692.77,1,0,1,0,0,0,0
MT,2018-2019,402,1826,Cut Bank Elem,Hidden Lake Elementary,3000003,3000003,27501840230100.0,300000300242,10.0,PK-8,3.0,10,October Count Day,8698.564,1051.454,9750.018,86985.64,10514.5399999999,97500.18,10564.91226,20371.49,1,0,1,0,0,0,0
MT,2018-2019,402,1844,Cut Bank Elem,Horizon Elementary,3000003,3000003,27501840230100.0,300000301107,10.0,PK-8,3.0,10,October Count Day,8698.564,1051.454,9750.018,86985.64,10514.5399999999,97500.18,10564.91226,20371.49,1,0,1,0,0,0,0
MT,2018-2019,402,1842,Cut Bank Elem,Zenith Elementary,3000003,3000003,27501840230100.0,300000301104,8.0,PK-8,3.0,8,October Count Day,8698.56499999999,1051.45375,9750.0175,69588.5199999999,8411.63,78000.14,10564.91176,16297.19,1,0,1,0,0,0,0
MT,2018-2019,403,547,Cut Bank H S,Cut Bank High School,3008190,3008190,27501840230200.0,300819000236,167.0,9-12,4.0,167,October Count Day,16161.4343712574,425.082874251496,16586.5173053892,2698959.54,70988.8399999999,2769948.39,19371.25749,701867.02,1,0,1,0,0,0,0
MT,2018-2019,740,1608,Darby K-12 Schools,Darby 7-8,3008280,3008280,27504140200000.0,300828001038,52.0,7-8,3.0,52,October Count Day,11190.6067307692,994.664038461538,12185.2707692307,581911.55,51722.5299999999,633634.08,13305.81046,168030.06,1,0,1,0,0,0,0
MT,2018-2019,740,974,Darby K-12 Schools,Darby High School,3008280,3008280,27504140200000.0,300828000238,112.0,9-12,4.0,112,October Count Day,11190.6066964285,994.664017857142,12185.2707142857,1253347.95,111402.37,1364750.32,13305.81041,361910.89,1,0,1,0,0,0,0
MT,2018-2019,740,973,Darby K-12 Schools,Darby School,3008280,3008280,27504140200000.0,300828000237,163.0,PK-6,2.0,163,October Count Day,11190.6066871165,994.663987730061,12185.2706748466,1824068.89,162130.229999999,1986199.12,13305.81037,526709.6,1,0,1,0,0,0,0
MT,2018-2019,424,569,Davey Elem,Davey Elementary,3008310,3008310,27502100600000.0,300831000239,10.0,PK-8,3.0,10,October Count Day,15162.485,313.21,15475.695,151624.85,3132.1,154756.95,16400.0,15592.14,1,0,1,0,0,0,0
MT,2018-2019,207,284,Dawson H S,Dawson High School,3008340,3008340,27501101230200.0,300834000240,351.0,9-12,4.0,351,October Count Day,11183.5998575498,57.2547863247863,11240.8546438746,3925443.55,20096.4299999999,3945539.98,12678.06268,721395.52,1,0,1,0,0,0,0
MT,2018-2019,1193,1448,Deer Creek Elem,Deer Creek School,3008470,3008470,27501100800000.0,300847000244,19.0,PK-8,3.0,19,October Count Day,11225.2747368421,2921.59052631578,14146.8657894736,213280.22,55510.2199999999,268790.45,13526.31579,23882.06,1,0,1,0,0,0,0
MT,2018-2019,712,937,Deer Lodge Elem,E F Duvall 7-8,3008670,3008670,27503900500000.0,300867000246,89.0,7-8,3.0,89,October Count Day,10255.8270786516,671.369438202247,10927.1965168539,912768.609999999,59751.88,972520.49,12408.31292,170779.03,1,0,1,0,0,0,0
MT,2018-2019,712,939,Deer Lodge Elem,O D Speer School,3008670,3008670,27503900500000.0,300867000248,320.0,PK-6,2.0,320,October Count Day,10255.827125,671.3694375,10927.1965625,3281864.67999999,214838.22,3496702.9,12408.31297,614036.98,1,0,1,0,0,0,0
MT,2018-2019,307,1693,Deer Park Elem,Deer Park 7-8,3008700,3008700,27501501200000.0,300870000960,26.0,7-8,3.0,26,October Count Day,7554.54999999999,614.600384615384,8169.15038461538,196418.3,15979.6099999999,212397.909999999,8290.540655,37809.23,1,0,1,0,0,0,0
MT,2018-2019,307,409,Deer Park Elem,Deer Park School,3008700,3008700,27501501200000.0,300870000249,122.0,PK-6,2.0,122,October Count Day,7554.54999999999,614.600245901639,8169.15024590164,921655.099999999,74981.23,996636.33,8290.540516,177412.52,1,0,1,0,0,0,0
MT,2018-2019,264,363,Deerfield Elem,Deerfield School,3008730,3008730,27501400900000.0,300873000250,15.0,PK-8,3.0,15,October Count Day,12081.3066666666,291.998666666666,12373.3046666666,181219.6,4379.98,185599.57,11800.0,4127.91,1,0,1,0,0,0,0
MT,2018-2019,281,1690,Denton Elem,Denton 7-8,3008860,3008860,27501440530100.0,300886000958,7.0,7-8,3.0,7,October Count Day,18512.9071428571,1929.02142857142,20441.9285714285,129590.35,13503.15,143093.5,23758.62064,48774.39,1,0,1,0,0,0,0
MT,2018-2019,281,380,Denton Elem,Denton School,3008860,3008860,27501440530100.0,300886000253,22.0,PK-6,2.0,22,October Count Day,18512.9068181818,1929.02136363636,20441.9286363636,407283.95,42438.4699999999,449722.429999999,23758.62071,153290.94,1,0,1,0,0,0,0
MT,2018-2019,282,381,Denton H S,Denton High School,3008850,3008850,27501440530200.0,300885000252,17.0,9-12,4.0,17,October Count Day,37471.2911764705,1429.96823529411,38901.2594117647,637011.95,24309.4599999999,661321.409999999,45764.70588,224389.72,1,0,1,0,0,0,0
MT,2018-2019,9034,9935,Dept of Corrections-Youth,Pine Hills Youth Corr Facil El,3000091,3000091,,300009100138,1.0,6-8,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,1,0,1,0,0,1,1
MT,2018-2019,9034,9415,Dept of Corrections-Youth,Pine Hills Youth Corr Facil HS,3000091,3000091,,300009100861,39.0,9-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,1,0,1,0,0,1,1
MT,2018-2019,592,1736,DeSmet Elem,DeSmet 7-8,3008880,3008880,27503200600000.0,300888001014,24.0,7-8,3.0,24,October Count Day,13253.2766666666,1218.46458333333,14471.7408333333,318078.64,29243.15,347321.78,16311.32064,86706.52,1,0,1,0,0,0,0
MT,2018-2019,592,796,DeSmet Elem,DeSmet School,3008880,3008880,27503200600000.0,300888000254,82.0,PK-6,2.0,82,October Count Day,13253.2764634146,1218.46463414634,14471.7409756097,1086768.67,99914.0999999999,1186682.76,16311.32079,296247.289999999,1,0,1,0,0,0,0
MT,2018-2019,5,8,Dillon Elem,Dillon Middle School,3008910,3008910,27500101200000.0,300891000256,251.0,6-8,3.0,251,October Count Day,8748.95103585657,625.032589641434,9373.98366533864,2195986.71,156883.18,2352869.9,10022.00826,545633.84,1,0,1,0,0,0,0
MT,2018-2019,5,1525,Dillon Elem,Parkview School,3008910,3008910,27500101200000.0,300891000257,476.0,PK-5,2.0,476,October Count Day,8748.95102941176,625.032605042016,9373.98365546218,4164500.69,297515.519999999,4462016.22,10022.00825,1034747.83,1,0,1,0,0,0,0
MT,2018-2019,843,1106,Divide Elem,Divide School,3009000,3009000,27504700400000.0,300900000258,8.0,PK-8,3.0,8,October Count Day,13415.3825,3214.86875,16630.25125,107323.06,25718.95,133042.01,16375.0,5573.09,1,0,1,0,0,0,0
MT,2018-2019,809,1824,Dixon Elem,Dixon 7-8,3009030,3009030,27504500200000.0,300903000222,12.0,7-8,3.0,12,October Count Day,16753.1425,4324.035,21077.1775,201037.71,51888.42,252926.13,23690.90932,75524.69,1,0,1,0,0,0,0
MT,2018-2019,809,1052,Dixon Elem,Dixon Elementary,3009030,3009030,27504500200000.0,300903000259,43.0,PK-6,2.0,43,October Count Day,16753.1425581395,4324.03465116279,21077.1772093023,720385.13,185933.49,906318.62,23690.90903,270630.13,1,0,1,0,0,0,0
MT,2018-2019,648,1745,Dodson K-12,Dodson 7-8,3009120,3009120,,300912001028,17.0,7-8,3.0,17,October Count Day,17438.0394117647,1754.93529411764,19192.9752941176,296446.67,29833.9,326280.58,,83505.52,1,0,1,0,0,0,1
MT,2018-2019,648,863,Dodson K-12,Dodson High School,3009120,3009120,,300912000261,24.0,9-12,4.0,24,October Count Day,17438.0395833333,1754.93583333333,19192.9754166666,418512.95,42118.46,460631.409999999,,117890.15,1,0,1,0,0,0,1
MT,2018-2019,648,862,Dodson K-12,Dodson School,3009120,3009120,,300912000260,40.0,PK-6,2.0,40,October Count Day,17438.03975,1754.9355,19192.97525,697521.59,70197.42,767719.01,,196483.58,1,0,1,0,0,0,1
MT,2018-2019,419,1709,Drummond Elem,Drummond 7-8,3009180,3009180,27502040130100.0,300918000984,20.0,7-8,3.0,20,October Count Day,9805.3665,1329.2095,11134.576,196107.33,26584.19,222691.52,13329.41165,142139.04,1,0,1,0,0,0,0
MT,2018-2019,419,563,Drummond Elem,Drummond School,3009180,3009180,27502040130100.0,300918000262,65.0,PK-6,2.0,65,October Count Day,9805.36646153846,1329.20969230769,11134.5761538461,637348.82,86398.6299999999,723747.45,13329.4118,461951.88,1,0,1,0,0,0,0
MT,2018-2019,420,564,Drummond H S,Drummond High School,3009210,3009210,27502040130200.0,300921000263,67.0,9-12,4.0,67,October Count Day,11659.8173134328,974.792388059701,12634.6095522388,781207.76,65311.09,846518.84,15014.92537,646782.74,1,0,1,0,0,0,0
MT,2018-2019,671,888,Dupuyer Elem,Dupuyer School,3009330,3009330,27503700200000.0,300933000264,21.0,PK-8,3.0,21,October Count Day,8726.37428571428,4556.42285714285,13282.7971428571,183253.86,95684.88,278938.74,13619.04762,20455.81,1,0,1,0,0,1,0
MT,2018-2019,1235,1156,Dutton/Brady K-12 Schools,Dutton/Brady Elementary,3000102,3000102,27505040200000.0,300010200265,43.0,PK-8,3.0,43,October Count Day,14646.1279069767,1028.18209302325,15674.3102325581,629783.5,44211.8299999999,673995.34,17884.61546,135097.74,1,0,1,0,0,0,0
MT,2018-2019,1235,1157,Dutton/Brady K-12 Schools,Dutton/Brady High School,3000102,3000102,27505040200000.0,300010200266,31.0,9-12,4.0,31,October Count Day,14646.1280645161,1028.18193548387,15674.3103225806,454029.97,31873.64,485903.62,17884.61555,97396.05,1,0,1,0,0,0,0
MT,2018-2019,1235,1750,Dutton/Brady K-12 Schools,Dutton/Brady Middle School,3000102,3000102,27505040200000.0,300010201034,20.0,7-8,3.0,20,October Count Day,14646.128,1028.182,15674.31,292922.56,20563.64,313486.2,17884.61523,62836.16,1,0,1,0,0,0,0
MT,2018-2019,1235,1838,Dutton/Brady K-12 Schools,Midway Colony,3000102,3000102,27505040200000.0,300010201094,17.0,PK-8,3.0,17,October Count Day,14646.1276470588,1028.18176470588,15674.31,248984.17,17479.0899999999,266463.27,17884.61523,53410.74,1,0,1,0,0,0,0
MT,2018-2019,1235,1852,Dutton/Brady K-12 Schools,Pondera Colony School,3000102,3000102,27505040200000.0,300010201116,19.0,PK-8,3.0,19,October Count Day,14646.1278947368,1028.18210526315,15674.31,278276.43,19535.46,297811.89,17884.61523,59694.35,1,0,1,0,0,0,0
MT,2018-2019,404,548,East Glacier Park Elem,East Glacier Park School,3009510,3009510,27501800800000.0,300951000267,57.0,PK-8,3.0,57,October Count Day,14331.9310526315,1806.32368421052,16138.2547368421,816920.07,102960.45,919880.52,18035.08772,345725.86,1,0,1,0,0,0,0
MT,2018-2019,1240,1861,East Helena K-12,East Helena High School,3000655,3000655,27502540500000.0,300065501126,,,0.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,1,0,1,0,0,1,0
MT,2018-2019,1240,1720,East Helena K-12,East Valley Middle School,3000655,3000655,27502540500000.0,300065500995,415.0,6-8,3.0,415,October Count Day,7179.90159036144,1024.24672289156,8204.14833734939,2979659.15999999,425062.389999999,3404721.56,8690.020609,4229598.51999999,1,0,1,0,0,0,0
MT,2018-2019,1240,1636,East Helena K-12,Eastgate School,3000655,3000655,27502540500000.0,300065500908,173.0,PK-KG,1.0,173,October Count Day,9779.79346820809,1030.80202312138,10810.595433526,1691904.27,178328.75,1870233.00999999,11296.4677,1760780.71,1,0,1,0,0,0,0
MT,2018-2019,1240,1857,East Helena K-12,Prickly Pear Elem,3000655,3000655,27502540500000.0,300065501122,275.0,1-2,2.0,275,October Count Day,7719.23709090909,914.5124,8633.74949090909,2122790.19999999,251490.909999999,2374281.11,9119.621762,2956540.67,1,0,1,0,0,0,0
MT,2018-2019,1240,1465,East Helena K-12,Radley Elementary School,3000655,3000655,27502540500000.0,300065500268,405.0,3-5,2.0,405,October Count Day,7440.17032098765,1119.52913580246,8559.69945679012,3013268.98,453409.299999999,3466678.28,9045.571728,4114220.62,1,0,1,0,0,0,0
MT,2018-2019,87,1676,Ekalaka Elem,Ekalaka 7-8,3009670,3009670,27500600730200.0,300967000940,19.0,7-8,3.0,19,October Count Day,9927.53578947368,889.503157894736,10817.0389473684,188623.18,16900.5599999999,205523.74,12539.3258,197139.12,1,0,1,0,0,0,0
MT,2018-2019,87,118,Ekalaka Elem,Ekalaka Elementary School,3009670,3009670,27500600730200.0,300967000271,70.0,PK-6,2.0,70,October Count Day,9927.53614285714,889.502714285714,10817.039,694927.529999999,62265.1899999999,757192.73,12539.32585,726302,1,0,1,0,0,0,0
MT,2018-2019,972,1791,Elder Grove Elem,Elder Grove 7-8,3009720,3009720,27505601100000.0,300972001080,195.0,6-8,3.0,195,October Count Day,7308.95661538461,468.36041025641,7777.31702564102,1425246.54,91330.2799999999,1516576.82,8744.565214,1698612.27,1,0,1,0,0,0,0
MT,2018-2019,972,1285,Elder Grove Elem,Elder Grove School,3009720,3009720,27505601100000.0,300972000273,357.0,PK-5,2.0,357,October Count Day,7308.95661064425,468.360392156862,7777.31703081232,2609297.51,167204.659999999,2776502.17999999,8744.565219,3109767.08,1,0,1,0,0,0,0
MT,2018-2019,719,947,Elliston Elem,Elliston School,3009780,3009780,27503900600000.0,300978000274,16.0,PK-8,3.0,16,October Count Day,9543.17375,3454.324375,12997.498125,152690.78,55269.19,207959.97,14375.0,51510.28,1,0,1,0,0,0,0
MT,2018-2019,981,1831,Elysian Elem,Elysian Middle School,3009840,3009840,27505601200000.0,300984000293,113.0,6-8,3.0,113,October Count Day,6891.78451327433,541.178761061946,7432.96327433628,778771.65,61153.1999999999,839924.85,8180.87852,429961.22,1,0,1,0,0,0,0
MT,2018-2019,981,1295,Elysian Elem,Elysian School,3009840,3009840,27505601200000.0,300984000276,274.0,PK-5,2.0,274,October Count Day,6891.78448905109,541.178759124087,7432.96332116788,1888348.94999999,148282.979999999,2036631.95,8180.878567,1042560.85,1,0,1,0,0,0,0
MT,2018-2019,546,1728,Ennis K-12 Schools,Ennis 7-8,3009930,3009930,27502940100000.0,300993001004,66.0,7-8,3.0,66,October Count Day,10019.4986363636,471.406212121212,10490.9048484848,661286.91,31112.8099999999,692399.72,12674.54075,267069.69,1,0,1,0,0,0,0
MT,2018-2019,546,731,Ennis K-12 Schools,Ennis High School,3009930,3009930,27502940100000.0,300993000277,118.0,9-12,4.0,118,October Count Day,10019.4986440677,471.406186440677,10490.9047457627,1182300.84,55625.9299999999,1237926.76,12674.54065,477488.24,1,0,1,0,0,0,0
MT,2018-2019,546,729,Ennis K-12 Schools,Ennis School,3009930,3009930,27502940100000.0,300993000278,197.0,PK-6,2.0,197,October Count Day,10019.4985786802,471.406243654822,10490.9047715736,1973841.22,92867.0299999999,2066708.23999999,12674.54068,797162.57,1,0,1,0,0,0,0
MT,2018-2019,527,710,Eureka Elem,Eureka Elementary School,3010080,3010080,27502700630100.0,301008000279,222.0,PK-4,2.0,222,October Count Day,7887.35031531531,1046.78774774774,8934.13806306306,1750991.77,232386.88,1983378.65,10596.60299,460347.01,1,0,1,0,0,0,0
MT,2018-2019,527,1724,Eureka Elem,Eureka Middle School 5-8,3010080,3010080,27502700630100.0,301008001000,249.0,5-8,3.0,249,October Count Day,7887.35024096385,1046.78779116465,8934.13803212851,1963950.21,260650.159999999,2224600.37,10596.60296,516335.17,1,0,1,0,0,0,0
MT,2018-2019,339,453,Evergreen Elem,East Evergreen School,3010920,3010920,27501501600000.0,301092000292,400.0,PK-4,2.0,400,October Count Day,9270.97775,2069.040975,11340.0187,3708391.1,827616.389999999,4536007.48,12180.10752,905298.41,1,0,1,0,0,0,0
MT,2018-2019,339,452,Evergreen Elem,Evergreen Junior High,3010920,3010920,27501501600000.0,301092000967,344.0,5-8,3.0,344,October Count Day,9270.97773255814,2069.04095930232,11340.0187209302,3189216.34,711750.09,3900966.43999999,12180.10754,778556.63,1,0,1,0,0,0,0
MT,2018-2019,890,1778,Fairfield Elem,Fairfield 7-8,3010140,3010140,27505040330100.0,301014001066,52.0,7-8,3.0,52,October Count Day,8379.88576923076,1031.11269230769,9410.99826923077,435754.059999999,53617.8599999999,489371.91,9861.386091,100372.12,1,0,1,0,0,0,0
MT,2018-2019,890,1154,Fairfield Elem,Fairfield Elementary School,3010140,3010140,27505040330100.0,301014000280,150.0,PK-6,2.0,150,October Count Day,8379.88566666666,1031.11266666666,9410.99833333333,1256982.85,154666.9,1411649.75,9861.386155,289534.96,1,0,1,0,0,0,0
MT,2018-2019,891,1155,Fairfield H S,Fairfield High School,3010170,3010170,27505040330200.0,301017000281,112.0,9-12,4.0,112,October Count Day,13734.1898214285,258.769821428571,13992.9597321428,1538229.25999999,28982.2199999999,1567211.49,,937140.9,1,0,1,0,0,1,1
MT,2018-2019,308,1802,Fair-Mont-Egan Elem,Fair-Mont-Egan 7-8,3010230,3010230,27501501700000.0,301023000961,40.0,6-8,3.0,40,October Count Day,8657.48375,767.050999999999,9424.53475,346299.35,30682.0399999999,376981.39,9356.725101,39234.14,1,0,1,0,0,0,0
MT,2018-2019,308,410,Fair-Mont-Egan Elem,Fair-Mont-Egan School,3010230,3010230,27501501700000.0,301023000283,131.0,PK-5,2.0,131,October Count Day,8657.48381679389,767.050992366412,9424.5348091603,1134130.38,100483.68,1234614.06,9356.72516,128491.82,1,0,1,0,0,0,0
MT,2018-2019,750,1755,Fairview Elem,Fairview 7-8,3010210,3010210,27504240130100.0,301021001041,45.0,7-8,3.0,45,October Count Day,11395.0082222222,1425.41888888888,12820.4273333333,512775.37,64143.85,576919.23,15275.00008,277876.77,1,0,1,0,0,0,0
MT,2018-2019,750,986,Fairview Elem,Fairview School,3010210,3010210,27504240130100.0,301021000282,155.0,PK-6,2.0,155,October Count Day,11395.0081935483,1425.41909677419,12820.4272258064,1766226.27,220939.959999999,1987166.22,15274.99998,957131.08,1,0,1,0,0,0,0
MT,2018-2019,751,987,Fairview H S,Fairview High School,3010290,3010290,27504240130200.0,301029000284,117.0,9-12,4.0,117,October Count Day,19479.6951282051,339.919999999999,19819.6151282051,2279124.32999999,39770.6399999999,2318894.97,,1297745.5,1,0,1,0,0,1,1
MT,2018-2019,259,358,Fergus H S,Fergus High School,3010530,3010530,27501440130200.0,301053000287,337.0,9-12,4.0,337,October Count Day,11756.6115430267,1063.59712166172,12820.2086646884,3961978.09,358432.229999999,4320410.32,13848.66469,960418.42,1,0,1,0,0,0,0
MT,2018-2019,853,1116,Fishtail Elem,Fishtail School,3010800,3010800,27504800500000.0,301080000289,7.0,PK-8,3.0,7,October Count Day,16240.3985714285,1056.53142857142,17296.9285714285,113682.79,7395.71999999999,121078.5,24000.0,115849.15,1,0,1,0,0,0,0
MT,2018-2019,311,462,Flathead H S,Flathead High School,3015420,3015420,27501540330200.0,301542000470,1541.0,9-12,4.0,1541,October Count Day,7782.11367293965,609.321317326411,8391.43499026606,11992237.17,938964.149999999,12931201.32,10116.78869,19414651.78,1,0,1,0,0,0,0
MT,2018-2019,311,1835,Flathead H S,Glacier High School,3015420,3015420,27501540330200.0,301542000358,1341.0,9-12,4.0,1341,October Count Day,9046.03960477255,621.618351976137,9667.65795674869,12130739.11,833590.209999999,12964329.32,11393.01166,9788804.67999999,1,0,1,0,0,0,0
MT,2018-2019,743,1606,Florence-Carlton K-12 Schls,Florence-Carlton 7-8,3011100,3011100,27504140300000.0,301110001039,132.0,7-8,3.0,132,October Count Day,9145.12007575757,557.622045454545,9702.74212121212,1207155.84999999,73606.1099999999,1280761.96,,356684.15,1,0,1,0,0,0,1
MT,2018-2019,743,976,Florence-Carlton K-12 Schls,Florence-Carlton El Schl,3011100,3011100,27504140300000.0,301110000300,431.0,PK-6,2.0,431,October Count Day,9145.12002320185,557.622088167053,9702.74213457076,3941546.73,240335.12,4181881.85999999,,1164627.81,1,0,1,0,0,0,1
MT,2018-2019,743,977,Florence-Carlton K-12 Schls,Florence-Carlton HS,3011100,3011100,27504140300000.0,301110000301,241.0,9-12,4.0,241,October Count Day,9145.12004149377,557.622116182572,9702.74211618257,2203973.93,134386.93,2338360.85,,651218.8,1,0,1,0,0,0,1
MT,2018-2019,790,1535,Forsyth Elem,Forsyth 7-8,3011160,3011160,27504440230100.0,301116000302,43.0,7-8,3.0,43,October Count Day,11496.3223255813,416.868604651162,11913.1909302325,494341.859999999,17925.3499999999,512267.21,12467.57075,68529.02,1,0,1,0,0,0,0
MT,2018-2019,790,1033,Forsyth Elem,Forsyth Elementary School,3011160,3011160,27504440230100.0,301116000303,175.0,PK-6,2.0,175,October Count Day,10395.2947428571,409.722342857142,10805.0170857142,1819176.57999999,71701.4099999999,1890877.99,11359.3969,294161.39,1,0,1,0,0,0,0
