state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_MT,enrollmetric,pp_stloc_raw_MT,pp_fed_raw_MT,pp_total_raw_MT,schoolstloc_raw_MT,schoolfed_raw_MT,schooltot_raw_MT,pp_total_norm_NERDS,exclusionamounts_raw_MT,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
MT,2018-2019,586,1573,Hellgate Elem,Hellgate Elem Lower Grades,3013860,3013860,27503201000000.0,301386000432,483.0,2-3,2.0,483,October Count Day,8967.15055900621,506.324451345755,9473.47501035196,4331133.72,244554.709999999,4575688.43,10663.41235,4109122.25,1,0,1,0,0,0,0
MT,2018-2019,586,1801,Hellgate Elem,Hellgate Middle School,3013860,3013860,27503201000000.0,301386001010,523.0,7-8,3.0,523,October Count Day,8029.71778202676,479.821147227533,8509.53891013384,4199542.4,250946.459999999,4450488.85,9699.476247,4489331.34999999,1,0,1,0,0,0,0
MT,2018-2019,717,944,Helmville Elem,Helmville School,3013890,3013890,27503901100000.0,301389000433,15.0,PK-8,3.0,15,October Count Day,13367.7986666666,2335.47466666666,15703.274,200516.98,35032.1199999999,235549.11,17800.0,52303.88,1,0,1,0,0,0,0
MT,2018-2019,146,205,Highwood K-12,Highwood High School,3014070,3014070,27500840430200.0,301407000437,20.0,9-12,4.0,20,October Count Day,12326.217,784.568,13110.785,246524.34,15691.36,262215.7,16603.60365,80429.94,1,0,1,0,0,0,0
MT,2018-2019,146,1681,Highwood K-12,Highwood Middle School,3014070,3014070,27500840430200.0,301407000947,32.0,6-8,3.0,32,October Count Day,12326.2171875,784.5675,13110.785,394438.95,25106.16,419545.12,16603.60365,128687.91,1,0,1,0,0,0,0
MT,2018-2019,146,204,Highwood K-12,Highwood School,3014070,3014070,27500840430200.0,301407000436,59.0,PK-5,2.0,59,October Count Day,12326.2172881355,784.567627118644,13110.7849152542,727246.82,46289.49,773536.309999999,16603.60356,237268.34,1,0,1,0,0,0,0
MT,2018-2019,932,1784,Hinsdale Elem,Hinsdale 7-8,3014340,3014340,27505340230100.0,301434001073,13.0,7-8,3.0,13,October Count Day,13039.0223076923,2160.35307692307,15199.3753846153,169507.289999999,28084.59,197591.88,18021.27687,65565.6,1,0,1,0,0,0,0
MT,2018-2019,932,1212,Hinsdale Elem,Hinsdale School,3014340,3014340,27505340230100.0,301434000443,34.0,PK-6,2.0,34,October Count Day,13039.0217647058,2160.35294117647,15199.375,443326.74,73452,516778.75,18021.27649,171479.25,1,0,1,0,0,0,0
MT,2018-2019,933,1213,Hinsdale H S,Hinsdale High School,3014370,3014370,27505340230200.0,301437000444,22.0,9-12,4.0,22,October Count Day,25946.6745454545,1321.80818181818,27268.4831818181,570826.84,29079.7799999999,599906.63,,303838.03,1,0,1,0,0,1,1
MT,2018-2019,469,1717,Hobson K-12 Schools,Hobson 6-8,3014430,3014430,27502340200000.0,301443000992,21.0,6-8,3.0,21,October Count Day,12587.609047619,785.279047619047,13372.888095238,264339.79,16490.86,280830.65,16213.67519,136678.859999999,1,0,1,0,0,0,0
MT,2018-2019,469,623,Hobson K-12 Schools,Hobson High School,3014430,3014430,27502340200000.0,301443000446,42.0,9-12,4.0,42,October Count Day,12587.609047619,785.279285714285,13372.888095238,528679.58,32981.73,561661.3,16213.67519,273357.719999999,1,0,1,0,0,0,0
MT,2018-2019,469,622,Hobson K-12 Schools,Hobson School,3014430,3014430,27502340200000.0,301443000445,54.0,PK-5,2.0,54,October Count Day,12587.6088888888,785.279259259259,13372.8881481481,679730.88,42405.0799999999,722135.96,16213.67524,351459.92,1,0,1,0,0,0,0
MT,2018-2019,815,1766,Hot Springs K-12,Hot Springs 7-8,3014640,3014640,27504540100000.0,301464001054,29.0,7-8,3.0,29,October Count Day,11980.3462068965,1746.69620689655,13727.0424137931,347430.04,50654.19,398084.23,16088.39777,98854.19,1,0,1,0,0,0,0
MT,2018-2019,815,1058,Hot Springs K-12,Hot Springs High School,3014640,3014640,27504540100000.0,301464000449,66.0,9-12,4.0,66,October Count Day,11980.346060606,1746.69636363636,13727.0424242424,790702.84,115281.96,905984.799999999,16088.39778,224978.5,1,0,1,0,0,0,0
MT,2018-2019,815,1057,Hot Springs K-12,Hot Springs School,3014640,3014640,27504540100000.0,301464000448,86.0,PK-6,2.0,86,October Count Day,11980.3460465116,1746.69639534883,13727.0424418604,1030309.76,150215.889999999,1180525.65,16088.3978,293153.81,1,0,1,0,0,0,0
MT,2018-2019,983,1616,Huntley Project K-12 Schools,Huntley Project 7-8,3014700,3014700,27505640400000.0,301470000887,128.0,7-8,3.0,128,October Count Day,8777.93804687499,1121.2840625,9899.2221875,1123576.06999999,143524.36,1267100.44,11996.17346,555171.64,1,0,1,0,0,0,0
MT,2018-2019,983,1296,Huntley Project K-12 Schools,Huntley Project Elem K-6,3014700,3014700,27505640400000.0,301470000450,405.0,PK-6,2.0,405,October Count Day,8777.93812345679,1121.28409876543,9899.22219753086,3555064.94,454120.06,4009184.98999999,11996.17347,1756597.77,1,0,1,0,0,0,0
MT,2018-2019,983,1298,Huntley Project K-12 Schools,Huntley Project High Schl,3014700,3014700,27505640400000.0,301470000452,251.0,9-12,4.0,251,October Count Day,8777.93812749004,1121.28410358565,9899.22219123506,2203262.47,281442.31,2484704.77,11996.17347,1088656.88999999,1,0,1,0,0,0,0
MT,2018-2019,923,1782,Hysham K-12 Schools,Hysham 7-8,3014760,3014760,27505240100000.0,301476001070,6.0,7-8,3.0,6,October Count Day,22181.745,1101.71833333333,23283.4616666666,133090.47,6610.30999999999,139700.77,27525.42438,29609.51,1,0,1,0,0,0,0
MT,2018-2019,923,1194,Hysham K-12 Schools,Hysham High School,3014760,3014760,27505240100000.0,301476000454,13.0,9-12,4.0,13,October Count Day,22181.7438461538,1101.71692307692,23283.4607692307,288362.67,14322.3199999999,302684.99,27525.42348,64153.93,1,0,1,0,0,0,0
MT,2018-2019,923,1193,Hysham K-12 Schools,Hysham School,3014760,3014760,27505240100000.0,301476000453,40.0,PK-6,2.0,40,October Count Day,22181.74425,1101.71675,23283.461,887269.77,44068.67,931338.44,27525.42371,197396.71,1,0,1,0,0,0,0
MT,2018-2019,989,1304,Independent Elem,Independent School,3014820,3014820,27505601400000.0,301482000455,310.0,PK-6,2.0,310,October Count Day,7187.87861290322,384.952903225806,7572.83151612903,2228242.37,119335.399999999,2347577.77,8654.83871,758775.57,1,0,1,0,0,0,0
MT,2018-2019,14,17,Jackson Elem,Jackson School,3015060,3015060,27500101800000.0,301506000459,6.0,PK-8,3.0,6,October Count Day,18198.5683333333,4226.275,22424.8433333333,109191.41,25357.6499999999,134549.06,22333.33333,3915.88,1,0,1,0,0,0,0
MT,2018-2019,457,611,Jefferson H S,Jefferson High School,3015120,3015120,27502240130200.0,301512000461,271.0,9-12,4.0,271,October Count Day,10606.9914760147,812.903985239852,11419.8954612546,2874494.69,220296.979999999,3094791.67,12531.36531,480206.89,1,0,1,0,0,0,0
MT,2018-2019,60,1635,Joliet Elem,Joliet 7-8,3015200,3015200,27500540430100.0,301520000910,58.0,6-8,3.0,58,October Count Day,8193.66586206896,608.319827586206,8801.98568965517,475232.62,35282.5499999999,510515.17,9482.071706,120674.29,1,0,1,0,0,0,0
MT,2018-2019,60,87,Joliet Elem,Joliet School,3015200,3015200,27500540430100.0,301520000463,193.0,PK-5,2.0,193,October Count Day,8193.66585492228,608.319844559585,8801.98569948186,1581377.51,117405.729999999,1698783.24,9482.071715,401554.12,1,0,1,0,0,0,0
MT,2018-2019,61,88,Joliet H S,Joliet High School,3015260,3015260,27500540430200.0,301526000464,112.0,9-12,4.0,112,October Count Day,12155.2491071428,478.265714285714,12633.5147321428,1361387.9,53565.7599999999,1414953.65,,453624.58,1,0,1,0,0,1,1
MT,2018-2019,377,1705,Jordan Elem,Jordan 7-8,3015340,3015340,27501700100000.0,301534000979,20.0,7-8,3.0,20,October Count Day,9552.3155,806.4355,10358.751,191046.31,16128.71,207175.02,11032.96693,54239.04,1,0,1,0,0,0,0
MT,2018-2019,377,500,Jordan Elem,Jordan Elementary School,3015340,3015340,27501700100000.0,301534000467,71.0,PK-6,2.0,71,October Count Day,9552.31549295774,806.435633802816,10358.7511267605,678214.4,57256.93,735471.33,11032.96706,192548.59,1,0,1,0,0,0,0
MT,2018-2019,948,1788,Judith Gap Elem,Judith Gap 7-8,3015360,3015360,27505440230100.0,301536001077,2.0,7-8,3.0,2,October Count Day,23135.625,2297.75,25433.37,46271.25,4595.5,50866.74,28722.22222,12525.68,1,0,1,0,0,0,0
MT,2018-2019,948,1232,Judith Gap Elem,Judith Gap School,3015360,3015360,27505440230100.0,301536000468,16.0,PK-6,2.0,16,October Count Day,23135.6218749999,2297.748125,25433.37,370169.949999999,36763.97,406933.92,28722.22222,100205.43,1,0,1,0,0,0,0
MT,2018-2019,949,1233,Judith Gap H S,Judith Gap High School,3015390,3015390,27505440230200.0,301539000469,6.0,9-12,4.0,6,October Count Day,59321.0183333333,922.665,60243.6833333333,355926.11,5535.99,361462.1,65166.66667,74873.86,1,0,1,0,0,0,0
MT,2018-2019,310,415,Kalispell Elem,Cornelius Hedges School,3015450,3015450,27501540330100.0,301545000471,325.0,PK-5,2.0,325,October Count Day,9007.69467692307,1105.14073846153,10112.8354461538,2927500.76999999,359170.74,3286671.52,11402.93268,2757739.4,1,0,1,0,0,0,0
MT,2018-2019,310,412,Kalispell Elem,Edgerton School,3015450,3015450,27501540330100.0,301545000472,518.0,PK-5,2.0,518,October Count Day,6945.98519305019,588.020752895752,7534.00594594594,3598020.33,304594.749999999,3902615.07999999,8824.103185,3462515.78,1,0,1,0,0,0,0
MT,2018-2019,310,414,Kalispell Elem,Elrod School,3015450,3015450,27501540330100.0,301545000473,223.0,PK-5,2.0,223,October Count Day,10554.2508071748,1285.15340807174,11839.4042152466,2353597.93,286589.209999999,2640187.14,13129.50145,2321266.29,1,0,1,0,0,0,0
MT,2018-2019,310,1858,Kalispell Elem,Jeannette Rankin Elementary Sc,3015450,3015450,27501540330100.0,301545001120,399.0,PK-5,2.0,399,October Count Day,8550.74303258145,409.235664160401,8959.97869674185,3411746.46999999,163285.03,3575031.5,10250.07594,6108040.54,1,0,1,0,0,0,0
MT,2018-2019,310,1509,Kalispell Elem,Kalispell Middle School,3015450,3015450,27501540330100.0,301545000086,1046.0,6-8,3.0,1046,October Count Day,7659.89064053537,512.96102294455,8172.85166347992,8012245.60999999,536557.229999999,8548802.84,9462.948902,5787940.66999999,1,0,1,0,0,0,0
MT,2018-2019,310,416,Kalispell Elem,Lillian Peterson School,3015450,3015450,27501540330100.0,301545000474,375.0,PK-5,2.0,375,October Count Day,6784.34389333333,856.608533333333,7640.95242666666,2544128.96,321228.2,2865357.16,8931.049665,2978642.43,1,0,1,0,0,0,0
MT,2018-2019,310,413,Kalispell Elem,Russell School,3015450,3015450,27501540330100.0,301545000475,243.0,PK-5,2.0,243,October Count Day,9304.06485596707,2068.85897119341,11372.9238683127,2260887.76,502732.73,2763620.5,12663.02111,2447729.39,1,0,1,0,0,0,0
MT,2018-2019,386,518,Kester Elem,Kester School,3015510,3015510,27501701000000.0,301551000478,5.0,PK-8,3.0,5,October Count Day,15730.182,0,15730.184,78650.91,0,78650.92,17000.0,38407.2699999999,1,0,1,0,0,0,0
MT,2018-2019,323,1818,Kila Elem,Kila 7-8,3015570,3015570,27501502700000.0,301557000130,33.0,7-8,3.0,33,October Count Day,7027.81272727272,666.876363636363,7694.68909090909,231917.819999999,22006.92,253924.74,8381.215445,85380.5,1,0,1,0,0,0,0
MT,2018-2019,323,435,Kila Elem,Kila School,3015570,3015570,27501502700000.0,301557000480,148.0,PK-6,2.0,148,October Count Day,7027.8127027027,666.876486486486,7694.68912162162,1040116.27999999,98697.7199999999,1138813.99,8381.215475,382918.59,1,0,1,0,0,0,0
MT,2018-2019,272,371,King Colony Elem,King Colony School,3015610,3015610,27501401900000.0,301561000481,9.0,PK-8,3.0,9,October Count Day,11433.8944444444,3652.85444444444,15086.7488888888,102905.05,32875.69,135780.74,15888.88889,20587.11,1,0,1,0,0,0,0
MT,2018-2019,187,259,Kinsey Elem,Kinsey School,3007980,3007980,27500900800000.0,300798000228,61.0,PK-8,3.0,61,October Count Day,6194.98918032786,780.098852459016,6975.08803278688,377894.339999999,47586.0299999999,425480.369999999,8098.360656,107709.03,1,0,1,0,0,0,0
MT,2018-2019,173,240,Kircher Elem,Kircher School,3015640,3015640,27500900900000.0,301564000482,42.0,PK-7,3.0,42,October Count Day,7648.79833333333,679.05238095238,8327.85071428571,321249.529999999,28520.1999999999,349769.73,9500.0,111249.4,1,0,1,0,0,0,0
MT,2018-2019,161,223,Knees Elem,Knees School,3015690,3015690,27500880100000.0,301569000483,8.0,PK-8,3.0,8,October Count Day,20464.46875,169.835,20634.3025,163715.75,1358.68,165074.42,20375.0,2820,1,0,1,0,0,0,0
MT,2018-2019,768,1756,Lambert Elem,Lambert 7-8,3015990,3015990,27504240230100.0,301599001042,17.0,7-8,3.0,17,October Count Day,15735.8005882352,986.31294117647,16722.1135294117,267508.61,16767.32,284275.93,19166.66686,79430.5599999999,1,0,1,0,0,0,0
MT,2018-2019,768,1005,Lambert Elem,Lambert School,3015990,3015990,27504240230100.0,301599000492,67.0,PK-6,2.0,67,October Count Day,15735.8004477611,986.312835820895,16722.113283582,1054298.63,66082.9599999999,1120381.59,19166.66662,313049.84,1,0,1,0,0,0,0
MT,2018-2019,769,1006,Lambert H S,Lambert High School,3016020,3016020,27504240230200.0,301602000493,32.0,9-12,4.0,32,October Count Day,34973.14375,854.95125,35828.0953125,1119140.6,27358.44,1146499.05,43531.25,398259.04,1,0,1,0,0,0,0
MT,2018-2019,792,1626,Lame Deer Elem,Lame Deer 7-8,3016050,3016050,27504430130200.0,301605001049,89.0,7-8,3.0,89,October Count Day,4893.73382022471,2932.2404494382,7825.97426966292,435542.31,260969.4,696511.71,9701.059022,163990.88,1,0,1,0,0,1,0
MT,2018-2019,792,1035,Lame Deer Elem,Lame Deer School,3016050,3016050,27504430130200.0,301605000494,315.0,PK-6,2.0,315,October Count Day,12356.5025396825,2932.24047619047,15288.743015873,3892298.3,923655.749999999,4815954.05,17163.82777,889139.41,1,0,1,0,0,0,0
MT,2018-2019,1230,1816,Lame Deer H S,Lame Deer High School,3000095,3000095,27504430130100.0,300009500137,149.0,9-12,4.0,149,October Count Day,16333.6410067114,2490.19161073825,18823.8326174496,2433712.51,371038.55,2804751.06,20758.38926,457515.43,1,0,1,0,0,0,0
MT,2018-2019,367,1825,LaMotte Elem,LaMotte 7-8,3016110,3016110,27501601800000.0,301611000241,10.0,6-8,3.0,10,October Count Day,11799.492,829.466,12628.957,117994.92,8294.66,126289.57,13031.74573,12568.37,1,0,1,0,0,0,0
MT,2018-2019,367,489,LaMotte Elem,LaMotte School,3016110,3016110,27501601800000.0,301611000495,53.0,PK-5,2.0,53,October Count Day,11799.4913207547,829.466037735849,12628.9573584905,625373.04,43961.7,669334.74,13031.74609,66612.35,1,0,1,0,0,0,0
MT,2018-2019,970,1280,Laurel Elem,Fred W Graff School,3016200,3016200,27505640530100.0,301620000497,290.0,3-4,2.0,290,October Count Day,8753.87648275862,488.923206896551,9242.79968965517,2538624.17999999,141787.729999999,2680411.91,9913.277254,602654.329999999,1,0,1,0,0,0,0
MT,2018-2019,970,1620,Laurel Elem,Laurel Middle School,3016200,3016200,27505640530100.0,301620000890,693.0,5-8,3.0,693,October Count Day,8159.34082251082,464.639797979797,8623.98062049062,5654423.18999999,321995.379999999,5976418.56999999,9294.458185,1533762.11,1,0,1,0,0,0,0
MT,2018-2019,970,1281,Laurel Elem,South School,3016200,3016200,27505640530100.0,301620001124,,,0.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,1,0,1,0,0,1,0
MT,2018-2019,970,1282,Laurel Elem,West School,3016200,3016200,27505640530100.0,301620000499,462.0,1-2,2.0,462,October Count Day,6186.37666666666,455.029069264069,6641.40571428571,2858106.01999999,210223.429999999,3068329.44,7311.883278,960090.69,1,0,1,0,0,0,0
MT,2018-2019,971,1284,Laurel H S,Laurel High School,3016230,3016230,27505640530200.0,301623000501,642.0,9-12,4.0,642,October Count Day,8887.70750778816,415.709252336448,9303.41676012461,5705908.22,266885.339999999,5972793.56,10294.39252,1889143.39,1,0,1,0,0,0,0
MT,2018-2019,411,1707,Lavina K-12 Schools,Lavina 7-8,3016290,3016290,27501940200000.0,301629000982,9.0,7-8,3.0,9,October Count Day,15760.0277777777,1281.55777777777,17041.5855555555,141840.25,11534.0199999999,153374.27,20652.17411,65616.67,1,0,1,0,0,0,0
MT,2018-2019,411,556,Lavina K-12 Schools,Lavina High School,3016290,3016290,27501940200000.0,301629000503,20.0,9-12,4.0,20,October Count Day,15760.0275,1281.5575,17041.5855,315200.55,25631.1499999999,340831.71,20652.17405,145814.81,1,0,1,0,0,0,0
MT,2018-2019,411,555,Lavina K-12 Schools,Lavina School,3016290,3016290,27501940200000.0,301629000502,40.0,PK-6,2.0,40,October Count Day,15760.02775,1281.55775,17041.58525,630401.11,51262.31,681663.41,20652.1738,291629.63,1,0,1,0,0,0,0
MT,2018-2019,258,357,Lewistown Elem,Garfield School,3016490,3016490,27501440130100.0,301649000507,198.0,PK-1,1.0,198,October Count Day,8584.41075757575,615.094242424242,9199.505,1699713.33,121788.659999999,1821501.98999999,10263.47791,387397.12,1,0,1,0,0,0,0
MT,2018-2019,258,355,Lewistown Elem,Highland Park School,3016490,3016490,27501440130100.0,301649000508,283.0,2-4,2.0,283,October Count Day,8602.65088339222,615.094240282685,9217.74512367491,2434550.2,174071.669999999,2608621.86999999,10281.71804,553703.96,1,0,1,0,0,0,0
MT,2018-2019,258,356,Lewistown Elem,Lewis & Clark School,3016490,3016490,27501440130100.0,301649000509,182.0,5-6,2.0,182,October Count Day,8605.46906593406,615.094285714285,9220.56329670329,1566195.37,111947.159999999,1678142.51999999,10284.53621,356092.3,1,0,1,0,0,0,0
MT,2018-2019,258,1410,Lewistown Elem,Lewistown 7-8,3016490,3016490,27501440130100.0,301649000510,185.0,7-8,3.0,185,October Count Day,8646.98459459459,615.09427027027,9262.07886486486,1599692.15,113792.439999999,1713484.58999999,10326.05178,368931.95,1,0,1,0,0,0,0
MT,2018-2019,522,1526,Libby K-12 Schools,Libby Elementary School,3016530,3016530,27502740100000.0,301653000512,664.0,PK-6,2.0,664,October Count Day,7439.40621987951,1668.82337349397,9108.22959337349,4939765.73,1108098.72,6047864.45,10455.48986,1438454.63,1,0,1,0,0,0,0
MT,2018-2019,522,705,Libby K-12 Schools,Libby High School,3016530,3016530,27502740100000.0,301653000518,322.0,9-12,4.0,322,October Count Day,9487.59208074534,1772.4750621118,11260.0671428571,3055004.65,570736.97,3625741.61999999,12607.32741,791609.82,1,0,1,0,0,0,0
MT,2018-2019,522,704,Libby K-12 Schools,Libby Middle School,3016530,3016530,27502740100000.0,301653000517,194.0,7-8,3.0,194,October Count Day,7702.04783505154,1806.33783505154,9508.3856185567,1494197.27999999,350429.54,1844626.80999999,10855.64589,470763.16,1,0,1,0,0,0,0
MT,2018-2019,1224,1809,Liberty Elem,Hillside Colony School,3000093,3000093,27502640300000.0,300009300081,12.0,PK-8,3.0,12,October Count Day,7401.17666666666,1336.87083333333,8738.0475,88814.12,16042.4499999999,104856.57,8241.935081,3494.17,1,0,1,0,0,0,0
MT,2018-2019,1224,1648,Liberty Elem,Liberty Elementary School,3000093,3000093,27502640300000.0,300009300920,20.0,PK-8,3.0,20,October Count Day,7401.177,1336.8705,8738.048,148023.539999999,26737.41,174760.96,8241.935581,5823.62,1,0,1,0,0,0,0
MT,2018-2019,1224,1815,Liberty Elem,Rimrock Colony School,3000093,3000093,27502640300000.0,300009300089,20.0,PK-8,3.0,20,October Count Day,7401.177,1336.8705,8738.048,148023.539999999,26737.41,174760.96,8241.935581,5823.62,1,0,1,0,0,0,0
MT,2018-2019,1224,1829,Liberty Elem,Riverview Elementary,3000093,3000093,27502640300000.0,300009300325,10.0,PK-8,3.0,10,October Count Day,7401.177,1336.87099999999,8738.048,74011.7699999999,13368.71,87380.48,8241.935581,2911.81,1,0,1,0,0,0,0
MT,2018-2019,9,1667,Lima K-12 Schools,Lima 6-8,3016710,3016710,27500140100000.0,301671000929,12.0,7-8,3.0,12,October Count Day,17556.1641666666,2265.33666666666,19821.5008333333,210673.97,27184.04,237858.01,22566.6665,39487.5199999999,1,0,1,0,0,0,0
MT,2018-2019,9,10,Lima K-12 Schools,Lima High School,3016710,3016710,27500140100000.0,301671000520,20.0,9-12,4.0,20,October Count Day,17556.1645,2265.337,19821.501,351123.29,45306.74,396430.02,22566.66667,65812.5399999999,1,0,1,0,0,0,0
MT,2018-2019,9,11,Lima K-12 Schools,Lima School,3016710,3016710,27500140100000.0,301671000519,28.0,PK-6,2.0,28,October Count Day,17556.1642857142,2265.33678571428,19821.5010714285,491572.6,63429.43,555002.03,22566.66674,92137.55,1,0,1,0,0,0,0
MT,2018-2019,528,711,Lincoln County H S,Lincoln Co High School,3016770,3016770,27502700630200.0,301677000521,264.0,9-12,4.0,264,October Count Day,8690.37064393939,656.836439393939,9347.20708333333,2294257.85,173404.819999999,2467662.67,10143.93939,1225280.84,1,0,1,0,0,0,0
MT,2018-2019,1221,1721,Lincoln K-12 Schools,Lincoln 7-8,3016810,3016810,27502540300000.0,301681000996,16.0,7-8,3.0,16,October Count Day,10458.165,2952.38874999999,13410.553125,167330.64,47238.2199999999,214568.85,15033.55702,47152.79,1,0,1,0,0,0,0
MT,2018-2019,1221,675,Lincoln K-12 Schools,Lincoln Elementary School,3016810,3016810,27502540300000.0,301681000522,86.0,PK-6,2.0,86,October Count Day,10458.165,2952.38813953488,13410.5531395348,899402.19,253905.379999999,1153307.56999999,15033.55703,253446.23,1,0,1,0,0,0,0
MT,2018-2019,1221,1610,Lincoln K-12 Schools,Lincoln High School,3016810,3016810,27502540300000.0,301681000892,47.0,9-12,4.0,47,October Count Day,10458.164893617,2952.38808510638,13410.5531914893,491533.749999999,138762.24,630296,15033.55708,138511.31,1,0,1,0,0,0,0
MT,2018-2019,216,295,Lindsay Elem,Lindsay School,3008400,3008400,27501101900000.0,300840000243,7.0,PK-8,3.0,7,October Count Day,18890.5014285714,6432.67142857142,25323.1728571428,132233.51,45028.7,177262.21,25428.57143,27887.15,1,0,1,0,0,0,0
MT,2018-2019,612,822,Livingston Elem,B A Winans School,3016880,3016880,27503440330100.0,301688000523,298.0,PK-2,2.0,298,October Count Day,10038.4894295302,1487.63104026845,11526.1204362416,2991469.85,443314.049999999,3434783.89,11689.48023,315214.88,1,0,1,0,0,0,0
MT,2018-2019,612,817,Livingston Elem,East Side School,3016880,3016880,27503440330100.0,301688000524,329.0,3-5,2.0,329,October Count Day,9941.9152887538,1040.47522796352,10982.3905167173,3270890.13,342316.349999999,3613206.48,11145.75032,348939.5,1,0,1,0,0,0,0
MT,2018-2019,612,1490,Livingston Elem,Sleeping Giant Middle Sch,3016880,3016880,27503440330100.0,301688001021,316.0,6-8,3.0,316,October Count Day,10257.0866772151,992.790949367088,11249.8776582278,3241239.38999999,313721.939999999,3554961.34,11413.23746,376117.12,1,0,1,0,0,0,0
MT,2018-2019,1241,1862,Lockwood K-12,Lockwood High School,3000656,3000656,27505670200000.0,300065601125,,,0.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,1,0,1,0,0,1,0
MT,2018-2019,1241,1560,Lockwood K-12,Lockwood Intermediate,3000656,3000656,27505670200000.0,300065600529,398.0,3-5,2.0,398,October Count Day,8140.62836683417,946.463944723617,9087.09231155778,3239970.09,376692.649999999,3616662.73999999,10882.90599,6345208.62999999,1,0,1,0,0,0,0
MT,2018-2019,1241,1647,Lockwood K-12,Lockwood Middle School,3000656,3000656,27505670200000.0,300065600912,394.0,6-8,3.0,394,October Count Day,8140.62840101522,946.463934010152,9087.09230964467,3207407.59,372906.789999999,3580314.36999999,10882.90598,6281437.69,1,0,1,0,0,0,0
MT,2018-2019,1241,1276,Lockwood K-12,Lockwood Primary,3000656,3000656,27505670200000.0,300065600530,378.0,PK-2,2.0,378,October Count Day,8140.62835978835,946.463941798941,9087.0923015873,3077157.52,357763.37,3434920.89,10882.90598,6026353.91999999,1,0,1,0,0,0,0
MT,2018-2019,25,1669,Lodge Grass Elem,Lodge Grass 7-8,3017010,3017010,27500240330100.0,301701000931,63.0,7-8,3.0,63,October Count Day,12427.3419047619,2642.38571428571,15069.7277777777,782922.54,166470.3,949392.85,16940.92828,184217.37,1,0,1,0,0,0,0
MT,2018-2019,25,39,Lodge Grass Elem,Lodge Grass School,3017010,3017010,27500240330100.0,301701000533,174.0,PK-6,2.0,174,October Count Day,12427.3420114942,2642.3858045977,15069.7277586206,2162357.51,459775.13,2622132.63,16940.92826,508790.85,1,0,1,0,0,0,0
MT,2018-2019,1190,40,Lodge Grass H S,Lodge Grass High School,3017040,3017040,27500240330200.0,301704000534,165.0,9-12,4.0,165,October Count Day,16162.4895151515,2120.09618181818,18282.5856969696,2666810.77,349815.87,3016626.63999999,19709.09091,604525.53,1,0,1,0,0,0,0
MT,2018-2019,588,792,Lolo Elem,Lolo Elementary,3017130,3017130,27503201100000.0,301713000536,328.0,PK-4,2.0,328,October Count Day,9647.4181707317,502.227621951219,10149.6457926829,3164353.16,164730.659999999,3329083.82,10611.21158,502515.77,1,0,1,0,0,0,0
MT,2018-2019,588,1587,Lolo Elem,Lolo Middle School,3017130,3017130,27503201100000.0,301713000821,225.0,5-8,3.0,225,October Count Day,9647.41817777777,502.227644444444,10149.6457777777,2170669.09,113001.219999999,2283670.3,10611.21156,344713.56,1,0,1,0,0,0,0
MT,2018-2019,741,1827,Lone Rock Elem,Lone Rock Middle School,3017190,3017190,27504100800000.0,301719000251,68.0,6-8,3.0,68,October Count Day,8863.3344117647,1132.14617647058,9995.48044117647,602706.74,76985.94,679692.67,10408.16325,213012.59,1,0,1,0,0,0,0
MT,2018-2019,741,975,Lone Rock Elem,Lone Rock School,3017190,3017190,27504100800000.0,301719000538,128.0,PK-5,2.0,128,October Count Day,8863.334375,1132.146171875,9995.48046875,1134506.8,144914.71,1279421.5,10408.16327,400964.87,1,0,1,0,0,0,0
MT,2018-2019,941,1223,Lustre Elem,Lustre School,3017340,3017340,27505300700000.0,301734000539,51.0,PK-8,3.0,51,October Count Day,8101.17117647058,1082.40843137254,9183.57960784313,413159.73,55202.83,468362.56,11529.41176,243346.78,1,0,1,0,0,0,0
MT,2018-2019,1231,91,Luther Elem,Luther School,3017370,3017370,27500501600000.0,301737000540,30.0,PK-8,3.0,30,October Count Day,8780.83466666666,2208.52699999999,10989.3616666666,263425.04,66255.8099999999,329680.85,12900.0,73491.5,1,0,1,0,0,0,0
MT,2018-2019,370,492,Malmborg Elem,Malmborg School,3017520,3017520,27501602300000.0,301752000354,7.0,PK-8,3.0,7,October Count Day,13167.2957142857,5449,18616.2971428571,92171.0699999999,38143,130314.08,18142.85714,13187.44,1,0,1,0,0,0,0
MT,2018-2019,659,1605,Malta K-12 Schools,Loring Colony School,3017580,3017580,27503640300000.0,301758000895,2.0,PK-8,3.0,2,October Count Day,10118.88,737.495,10856.38,20237.76,1474.99,21712.76,13027.02807,5388.3,1,0,1,0,0,0,0
MT,2018-2019,659,1505,Malta K-12 Schools,Malta 6-7-8,3017580,3017580,27503640300000.0,301758000544,111.0,6-8,3.0,111,October Count Day,10118.8841441441,737.494774774774,10856.3789189189,1123196.14,81861.9199999999,1205058.06,13027.02699,299050.56,1,0,1,0,0,0,0
