state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_WV,enrollmetric,pp_stloc_raw_WV,pp_fed_raw_WV,pp_total_raw_WV,pp_site_stloc_raw_WV,pp_site_fed_raw_WV,pp_site_raw_WV,pp_centshare_stloc_raw_WV,pp_centshare_fed_raw_WV,pp_centshare_raw_WV,schoolstloc_raw_WV,schoolfed_raw_WV,schooltot_raw_WV,pp_total_norm_NERDS,site_stloc_raw_WV,site_fed_raw_WV,cent_stloc_raw_WV,cent_fed_raw_WV,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
WV,2018-2019,2,201,BARBOUR COUNTY SCHOOLS,BELINGTON ELEMENTARY,5400030,5400030,49500100100000.0,540003000001,310.0,PK-04,2,309,October Count Day,9944.33,1320.35,11264.68,6853.09,1070.36,7923.45,3091.24,249.99,3341.23,3072798.54,407990.26,3480788.8,10840.20774,2117605.38,330743.349999999,955193.159999998,77246.91,1,0,0,0,0,0,0
WV,2018-2019,2,302,BARBOUR COUNTY SCHOOLS,BELINGTON MIDDLE SCHOOL,5400030,5400030,49500100100000.0,540003000002,318.0,05-08,3,318,October Count Day,8534.65,1345.39,9880.04,5443.41,1095.4,6538.81,3091.24,249.99,3341.23,2714020.56,427835.85,3141856.41,9455.567737,1731006.24,348339.03,983014.32,79496.82,1,0,0,0,0,0,0
WV,2018-2019,2,202,BARBOUR COUNTY SCHOOLS,JUNIOR ELEMENTARY,5400030,5400030,49500100100000.0,540003000004,110.0,PK-04,2,110,October Count Day,10647.43,3579.17,14226.6,7556.19,3329.18,10885.37,3091.24,249.99,3341.23,1171217.58,393709.5,1564927.08,13802.12774,831181.18,366210.6,340036.399999998,27498.9,1,0,0,0,0,0,0
WV,2018-2019,2,101,BARBOUR COUNTY SCHOOLS,KASSON ELEMENTARY/MIDDLE SCHOOL,5400030,5400030,49500100100000.0,540003000005,202.0,PK-08,3,200,October Count Day,10541.55,1011.1,11552.65,7450.31,761.11,8211.42,3091.24,249.99,3341.23,2108310.92,202221.89,2310532.81,11128.17774,1490062.92,152223.89,618248,49998,1,0,0,0,0,0,0
WV,2018-2019,2,501,BARBOUR COUNTY SCHOOLS,PHILIP BARBOUR HIGH SCHOOL COMPLEX,5400030,5400030,49500100100000.0,540003000008,631.0,09-12,4,631,October Count Day,9760.43999999999,893.96,10654.4,6669.2,643.97,7313.17,3091.24,249.99,3341.23,6158842.13,564089.24,6722931.37,10229.92774,4208269.69,406345.55,1950572.44,157743.69,1,0,0,0,0,0,0
WV,2018-2019,2,204,BARBOUR COUNTY SCHOOLS,PHILIPPI ELEMENTARY SCHOOL,5400030,5400030,49500100100000.0,540003000009,434.0,PK-04,2,417,October Count Day,8815.34999999999,1867.51,10682.86,5724.11,1617.52,7341.63,3091.24,249.99,3341.23,3676002.04,778751.799999999,4454753.84,10258.38774,2386954.96,674505.97,1289047.07999999,104245.83,1,0,0,0,0,0,0
WV,2018-2019,2,303,BARBOUR COUNTY SCHOOLS,PHILIPPI MIDDLE SCHOOL,5400030,5400030,49500100100000.0,540003000010,341.0,05-08,3,341,October Count Day,8390.13,1888.51,10278.64,5298.89,1638.52,6937.41,3091.24,249.99,3341.23,2861036.65,643984.97,3505021.62,9854.167737,1806923.81,558738.38,1054112.83999999,85246.59,1,0,0,0,0,0,0
WV,2018-2019,4,201,BERKELEY COUNTY SCHOOLS,BACK CREEK VALLEY ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000012,170.0,PK-02,2,170,October Count Day,11726.63,1652.63,13379.26,7774.55,1421.22,9195.77,3952.08,231.41,4183.49,1993527.71,280948.029999999,2274475.73999999,13092.83643,1321674.11,241608.33,671853.6,39339.6999999999,1,0,0,0,0,0,0
WV,2018-2019,4,202,BERKELEY COUNTY SCHOOLS,BEDINGTON ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000013,156.0,PK-02,2,155,October Count Day,12298.37,1773.32,14071.69,8346.29,1541.91,9888.2,3952.08,231.41,4183.49,1906247.75,274865.12,2181112.87,13785.26643,1293675.35,238996.57,612572.4,35868.55,1,0,0,0,0,0,0
WV,2018-2019,4,203,BERKELEY COUNTY SCHOOLS,BERKELEY HEIGHTS ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006001222,816.0,PK-03,2,802,October Count Day,8966.65,1336.28,10302.93,5014.57,1104.87,6119.44,3952.08,231.41,4183.49,7191253.92,1071702.14,8262956.06,10016.50643,4021685.76,886111.32,3169568.16,185590.82,1,0,0,0,0,0,0
WV,2018-2019,4,204,BERKELEY COUNTY SCHOOLS,BUNKER HILL ELEMENTARY,5400060,5400060,49500200100000.0,540006000014,395.0,KG-03,2,395,October Count Day,11923.72,1149.78,13073.5,7971.64,918.37,8890.01,3952.08,231.41,4183.49,4709872.97,454166.93,5164039.89999999,12787.07643,3148801.37,362759.98,1561071.59999999,91406.95,1,0,0,0,0,0,0
WV,2018-2019,4,205,BERKELEY COUNTY SCHOOLS,BURKE STREET ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000015,276.0,PK-03,2,267,October Count Day,9369.5,1656.28,11025.78,5417.42,1424.87,6842.29,3952.08,231.41,4183.49,2501657.87,442229.27,2943887.14,10739.35643,1446452.51,380442.8,1055205.35999999,61786.47,1,0,0,0,0,0,0
WV,2018-2019,4,218,BERKELEY COUNTY SCHOOLS,EAGLE SCHOOL INTERMEDIATE,5400060,5400060,49500200100000.0,540006001121,719.0,03-05,2,719,October Count Day,9980.45,1678.99,11659.44,6028.37,1447.58,7475.95,3952.08,231.41,4183.49,7175949.4,1207195.36999999,8383144.77,11373.01643,4334403.88,1040811.58,2841545.52,166383.79,1,0,0,0,0,0,0
WV,2018-2019,4,206,BERKELEY COUNTY SCHOOLS,GERRARDSTOWN ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000017,257.0,KG-02,2,257,October Count Day,11028.77,1231.89,12260.66,7076.69,1000.48,8077.17,3952.08,231.41,4183.49,2834394.07,316597.44,3150991.51,11974.23643,1818709.51,257125.07,1015684.55999999,59472.37,1,0,0,0,0,0,0
WV,2018-2019,4,207,BERKELEY COUNTY SCHOOLS,HEDGESVILLE ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000018,642.0,PK-02,2,637,October Count Day,10687.06,1050.42,11737.48,6734.98,819.01,7553.99,3952.08,231.41,4183.49,6807661.63,669121.53,7476783.16,11451.05643,4290186.67,521713.36,2517474.96,147408.169999998,1,0,0,0,0,0,0
WV,2018-2019,4,501,BERKELEY COUNTY SCHOOLS,HEDGESVILLE HIGH SCHOOL,5400060,5400060,49500200100000.0,540006000019,1314.0,09-12,4,1314,October Count Day,10884.04,604.16,11488.2,6931.96,372.75,7304.71,3952.08,231.41,4183.49,14301640.28,793875.25,15095515.53,11201.77643,9108607.16,489802.51,5193033.12,304072.74,1,0,0,0,0,0,0
WV,2018-2019,4,301,BERKELEY COUNTY SCHOOLS,HEDGESVILLE MIDDLE SCHOOL,5400060,5400060,49500200100000.0,540006000020,726.0,06-08,3,726,October Count Day,10214.96,778.449999999999,10993.41,6262.88,547.04,6809.92,3952.08,231.41,4183.49,7416064.1,565157.02,7981221.11999999,10706.98643,4546854.01999999,397153.36,2869210.08,168003.66,1,0,0,0,0,0,0
WV,2018-2019,4,208,BERKELEY COUNTY SCHOOLS,INWOOD PRIMARY SCHOOL,5400060,5400060,49500200100000.0,540006000021,156.0,PK-02,2,156,October Count Day,12509.08,1912.22,14421.3,8557,1680.81,10237.81,3952.08,231.41,4183.49,1951417.63,298307.13,2249724.76,14134.87643,1334893.14999999,262207.17,616524.48,36099.96,1,0,0,0,0,0,0
WV,2018-2019,4,701,BERKELEY COUNTY SCHOOLS,JAMES RUMSEY TECHNICAL INSTITUTE,5400060,5400060,49500200100000.0,540006001376,,,0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,0,1,0
WV,2018-2019,4,209,BERKELEY COUNTY SCHOOLS,MARLOWE ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000023,281.0,PK-02,2,277,October Count Day,10896.9,1634.52,12531.42,6944.82,1403.11,8347.93,3952.08,231.41,4183.49,3018444,452763.88,3471207.88,12244.99643,1923717.84,388663.31,1094726.15999999,64100.57,1,0,0,0,0,0,0
WV,2018-2019,4,502,BERKELEY COUNTY SCHOOLS,MARTINSBURG HIGH SCHOOL,5400060,5400060,49500200100000.0,540006000026,1397.0,09-12,4,1397,October Count Day,10364.92,840.99,11205.91,6412.84,609.58,7022.42,3952.08,231.41,4183.49,14479797,1174872.14,15654669.14,10919.48643,8958741.24,851592.37,5521055.75999999,323279.77,1,0,0,0,0,0,0
WV,2018-2019,4,302,BERKELEY COUNTY SCHOOLS,MARTINSBURG NORTH MIDDLE SCHOOL,5400060,5400060,49500200100000.0,540006000024,719.0,06-08,3,719,October Count Day,11138.95,808.23,11947.18,7186.87,576.82,7763.69,3952.08,231.41,4183.49,8008907.18999999,581118.84,8590026.03,11660.75643,5167361.67,414735.05,2841545.52,166383.79,1,0,0,0,0,0,0
WV,2018-2019,4,303,BERKELEY COUNTY SCHOOLS,MARTINSBURG SOUTH MIDDLE SCHOOL,5400060,5400060,49500200100000.0,540006000025,815.0,06-08,3,815,October Count Day,10445.52,773.03,11218.55,6493.44,541.62,7035.06,3952.08,231.41,4183.49,8513102.23,630021.7,9143123.93,10932.12643,5292157.03,441422.55,3220945.19999998,188599.15,1,0,0,0,0,0,0
WV,2018-2019,4,217,BERKELEY COUNTY SCHOOLS,MILL CREEK INTERMEDIATE SCHOOL,5400060,5400060,49500200100000.0,540006001029,575.0,03-05,2,575,October Count Day,10699.26,849.31,11548.57,6747.18,617.9,7365.08,3952.08,231.41,4183.49,6152078.31,488355.68,6640433.99,11262.14643,3879632.31,355294.93,2272446,133060.75,1,0,0,0,0,0,0
WV,2018-2019,4,220,BERKELEY COUNTY SCHOOLS,MOUNTAIN RIDGE INTERMEDIATE,5400060,5400060,49500200100000.0,540006001229,600.0,03-05,2,600,October Count Day,9666.9,1185.6,10852.5,5714.82,954.19,6669.01,3952.08,231.41,4183.49,5800142.45,711364.73,6511507.18,10566.07643,3428894.45,572518.73,2371248,138846,1,0,0,0,0,0,0
WV,2018-2019,4,306,BERKELEY COUNTY SCHOOLS,MOUNTAIN RIDGE MIDDLE SCHOOL,5400060,5400060,49500200100000.0,540006001497,603.0,06-08,3,603,October Count Day,10898.96,771.77,11670.73,6946.88,540.36,7487.24,3952.08,231.41,4183.49,6572075.99,465381.27,7037457.26,11384.30643,4188971.75,325841.039999999,2383104.23999999,139540.23,1,0,0,0,0,0,0
WV,2018-2019,4,503,BERKELEY COUNTY SCHOOLS,MUSSELMAN HIGH SCHOOL,5400060,5400060,49500200100000.0,540006000027,1609.0,09-12,4,1609,October Count Day,10192.58,615.58,10808.16,6240.5,384.17,6624.67,3952.08,231.41,4183.49,16399862.1,990481.419999999,17390343.52,10521.73643,10040965.38,618142.73,6358896.71999999,372338.69,1,0,0,0,0,0,0
WV,2018-2019,4,304,BERKELEY COUNTY SCHOOLS,MUSSELMAN MIDDLE SCHOOL,5400060,5400060,49500200100000.0,540006001375,697.0,06-08,3,697,October Count Day,11235.45,947.24,12182.69,7283.37,715.83,7999.2,3952.08,231.41,4183.49,7831113.83,660232.96,8491346.79,11896.26643,5076514.07,498940.19,2754599.76,161292.769999999,1,0,0,0,0,0,0
WV,2018-2019,4,210,BERKELEY COUNTY SCHOOLS,OPEQUON ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000028,421.0,PK-02,2,421,October Count Day,11313.16,1299.16,12612.32,7361.08,1067.75,8428.83,3952.08,231.41,4183.49,4762841.47999999,546949.91,5309791.39,12325.89643,3099015.8,449526.3,1663825.68,97423.61,1,0,0,0,0,0,0
WV,2018-2019,4,219,BERKELEY COUNTY SCHOOLS,ORCHARD VIEW INTERMEDIATE SCHOOL,5400060,5400060,49500200100000.0,540006001122,566.0,04-05,2,566,October Count Day,10225.38,1283.65,11509.03,6273.3,1052.24,7325.54,3952.08,231.41,4183.49,5787566.59,726545.94,6514112.52999999,11222.60643,3550689.31,595567.88,2236877.27999999,130978.06,1,0,0,0,0,0,0
WV,2018-2019,4,602,BERKELEY COUNTY SCHOOLS,PIKESIDE LEARNING CENTER,5400060,5400060,49500200100000.0,540006001586,,,0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,0,1,0
WV,2018-2019,4,216,BERKELEY COUNTY SCHOOLS,POTOMACK INTERMEDIATE SCHOOL,5400060,5400060,49500200100000.0,540006000910,874.0,03-05,2,874,October Count Day,9471.11999999999,734.35,10205.47,5519.04,502.94,6021.98,3952.08,231.41,4183.49,8277761.13,641821.92,8919583.05,9919.046429,4823643.21,439569.58,3454117.92,202252.34,1,0,0,0,0,0,0
WV,2018-2019,4,211,BERKELEY COUNTY SCHOOLS,ROSEMONT ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000031,435.0,PK-03,2,435,October Count Day,11471.85,1499.36,12971.21,7519.77,1267.95,8787.72,3952.08,231.41,4183.49,4990256.36,652223.97,5642480.33,12684.78643,3271101.56,551560.62,1719154.8,100663.349999999,1,0,0,0,0,0,0
WV,2018-2019,4,504,BERKELEY COUNTY SCHOOLS,SPRING MILLS HIGH SCHOOL,5400060,5400060,49500200100000.0,540006001487,1321.0,09-12,4,1321,October Count Day,10298.96,638.95,10937.91,6346.88,407.54,6754.42,3952.08,231.41,4183.49,13604932.61,844055.33,14448987.94,10651.48643,8384234.92999999,538362.72,5220697.68,305692.61,1,0,0,0,0,0,0
WV,2018-2019,4,305,BERKELEY COUNTY SCHOOLS,SPRING MILLS MIDDLE SCHOOL,5400060,5400060,49500200100000.0,540006001207,877.0,06-08,3,877,October Count Day,10205.2799999999,638.9,10844.18,6253.2,407.49,6660.69,3952.08,231.41,4183.49,8950033.5,560320.96,9510354.46,10557.75643,5484059.33999999,357374.39,3465974.16,202946.57,1,0,0,0,0,0,0
WV,2018-2019,4,221,BERKELEY COUNTY SCHOOLS,SPRING MILLS PRIMARY,5400060,5400060,49500200100000.0,540006001479,511.0,PK-02,2,511,October Count Day,11190.66,557.05,11747.71,7238.58,325.64,7564.22,3952.08,231.41,4183.49,5718432.34,284656.75,6003089.09,11461.28643,3698919.46,166406.24,2019512.88,118250.51,1,0,0,0,0,0,0
WV,2018-2019,4,215,BERKELEY COUNTY SCHOOLS,TOMAHAWK INTERMEDIATE SCHOOL,5400060,5400060,49500200100000.0,540006001449,600.0,03-05,2,600,October Count Day,10198.1199999999,603.64,10801.76,6246.04,372.23,6618.27,3952.08,231.41,4183.49,6118874.73,362186.25,6481060.98,10515.33643,3747626.73,223340.25,2371248,138846,1,0,0,0,0,0,0
WV,2018-2019,4,212,BERKELEY COUNTY SCHOOLS,TUSCARORA ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000032,350.0,PK-02,2,334,October Count Day,12683.77,3086.77,15770.54,8731.69,2855.36,11587.05,3952.08,231.41,4183.49,4236381.96,1030981.72,5267363.68,15484.11643,2916387.24,953690.78,1319994.72,77290.94,1,0,0,0,0,0,0
WV,2018-2019,4,213,BERKELEY COUNTY SCHOOLS,VALLEY VIEW ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000033,406.0,PK-02,2,405,October Count Day,11410.0299999999,1226.91,12636.94,7457.95,995.5,8453.45,3952.08,231.41,4183.49,4621065.87,496900.25,5117966.12,12350.51643,3020473.47,403179.2,1600592.4,93721.05,1,0,0,0,0,0,0
WV,2018-2019,4,214,BERKELEY COUNTY SCHOOLS,WINCHESTER AVENUE ELEMENTARY SCHOOL,5400060,5400060,49500200100000.0,540006000034,246.0,PK-03,2,237,October Count Day,9489.22,1374.46,10863.68,5537.14,1143.05,6680.19,3952.08,231.41,4183.49,2248946.69,325747.94,2574694.63,10577.25643,1312303.73,270903.77,936642.96,54844.17,1,0,0,0,0,0,0
WV,2018-2019,6,201,BOONE COUNTY SCHOOLS,ASHFORD-RUMBLE ELEMENTARY,5400090,5400090,49500300100000.0,540009000035,152.0,PK-05,2,152,October Count Day,10002.2,2432.02,12434.22,6182.96,1933.55,8116.51,3819.24,498.47,4317.71,1520335.25,369668.19,1890003.44,13023.46735,939810.77,293900.75,580524.48,75767.44,1,0,0,0,0,0,0
WV,2018-2019,6,701,BOONE COUNTY SCHOOLS,BOONE CAREER-TECHNICAL CENTER,5400090,5400090,49500300100000.0,540009000036,,,0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,0,1,0
WV,2018-2019,6,220,BOONE COUNTY SCHOOLS,BROOKVIEW ELEMENTARY,5400090,5400090,49500300100000.0,540009000880,411.0,PK-05,2,411,October Count Day,10297.33,2067.01,12364.34,6478.09,1568.54,8046.63,3819.24,498.47,4317.71,4232203.95,849543.99,5081747.94,12953.58735,2662496.31,644672.819999999,1569707.64,204871.17,1,0,0,0,0,0,0
WV,2018-2019,6,207,BOONE COUNTY SCHOOLS,MADISON ELEMENTARY,5400090,5400090,49500300100000.0,540009000042,358.0,PK-05,2,357,October Count Day,10061.88,1270.55,11332.43,6242.64,772.08,7014.72,3819.24,498.47,4317.71,3592094.2,453587.24,4045681.44,11921.67735,2228625.52,275633.45,1363468.68,177953.79,1,0,0,0,0,0,0
WV,2018-2019,6,301,BOONE COUNTY SCHOOLS,MADISON MIDDLE SCHOOL,5400090,5400090,49500300100000.0,540009001324,488.0,06-08,3,488,October Count Day,9682.86,1318.91,11001.77,5863.62,820.44,6684.06,3819.24,498.47,4317.71,4725238.24,643632.45,5368870.69,11591.01735,2861449.12,400379.09,1863789.11999999,243253.36,1,0,0,0,0,0,0
WV,2018-2019,6,212,BOONE COUNTY SCHOOLS,RAMAGE ELEMENTARY,5400090,5400090,49500300100000.0,540009000048,249.0,PK-05,2,249,October Count Day,10725.84,1968.32,12694.16,6906.6,1469.85,8376.45,3819.24,498.47,4317.71,2670735.67,490113.54,3160849.21,13283.40735,1719744.91,365994.51,950990.759999998,124119.03,1,0,0,0,0,0,0
WV,2018-2019,6,501,BOONE COUNTY SCHOOLS,SCOTT HIGH SCHOOL,5400090,5400090,49500300100000.0,540009000049,655.0,09-12,4,655,October Count Day,8382.4,1231,9613.4,4563.16,732.53,5295.69,3819.24,498.47,4317.71,5490474.45999999,806311.33,6296785.78999999,10202.64735,2988872.26,479813.48,2501602.19999998,326497.849999999,1,0,0,0,0,0,0
WV,2018-2019,6,219,BOONE COUNTY SCHOOLS,SHERMAN ELEMENTARY SCHOOL,5400090,5400090,49500300100000.0,540009000793,304.0,PK-05,2,304,October Count Day,11486.01,1535.78,13021.79,7666.77,1037.31,8704.08,3819.24,498.47,4317.71,3491749.57,466878.72,3958628.29,13611.03735,2330700.61,315343.84,1161048.96,151534.88,1,0,0,0,0,0,0
WV,2018-2019,6,502,BOONE COUNTY SCHOOLS,SHERMAN HIGH SCHOOL,5400090,5400090,49500300100000.0,540009000051,425.0,09-12,4,425,October Count Day,9617.22,1711.57,11328.79,5797.98,1213.1,7011.08,3819.24,498.47,4317.71,4087318.57,727420.09,4814738.66,11918.03735,2464141.56999999,515570.34,1623177,211849.75,1,0,0,0,0,0,0
WV,2018-2019,6,401,BOONE COUNTY SCHOOLS,SHERMAN JUNIOR HIGH SCHOOL,5400090,5400090,49500300100000.0,540009001325,295.0,06-08,3,295,October Count Day,8700.58,499.5,9200.08,4881.34,1.03,4882.37,3819.24,498.47,4317.71,2566671.76,147354.94,2714026.69999999,9789.327354,1439995.96,306.29,1126675.8,147048.65,1,0,0,0,0,0,0
WV,2018-2019,6,215,BOONE COUNTY SCHOOLS,VAN ELEMENTARY,5400090,5400090,49500300100000.0,540009000054,169.0,PK-05,2,169,October Count Day,12291.63,1993.04,14284.67,8472.39,1494.57,9966.96,3819.24,498.47,4317.71,2077285.56,336824.04,2414109.6,14873.91735,1431834,252582.61,645451.559999999,84241.43,1,0,0,0,0,0,0
WV,2018-2019,6,503,BOONE COUNTY SCHOOLS,VAN JUNIOR/SENIOR HIGH SCHOOL,5400090,5400090,49500300100000.0,540009000055,225.0,06-12,4,225,October Count Day,12094.47,1601.77,13696.24,8275.23,1103.3,9378.53,3819.24,498.47,4317.71,2721257.55,360398.829999999,3081656.38,14285.48735,1861928.55,248243.08,859329,112155.75,1,0,0,0,0,0,0
WV,2018-2019,6,102,BOONE COUNTY SCHOOLS,WHITESVILLE ELEMENTARY SCHOOL,5400090,5400090,49500300100000.0,540009000059,109.0,PK-05,2,109,October Count Day,12374.99,2272.89,14647.88,8555.75,1774.42,10330.17,3819.24,498.47,4317.71,1348874.74,247745.59,1596620.33,15237.12735,932577.58,193412.36,416297.16,54333.23,1,0,0,0,0,0,0
WV,2018-2019,8,501,BRAXTON COUNTY SCHOOLS,BRAXTON COUNTY HIGH SCHOOL,5400120,5400120,49500400100000.0,540012000061,549.0,09-12,4,549,October Count Day,9826.7,1453.38999999999,11280.09,6465.55,927.59,7393.14,3361.15,525.8,3886.95,5394863.59,797912.54,6192776.13,11077.21211,3549592.24,509248.34,1845271.35,288664.199999999,1,0,0,0,0,0,0
WV,2018-2019,8,303,BRAXTON COUNTY SCHOOLS,BRAXTON COUNTY MIDDLE SCHOOL,5400120,5400120,49500400100000.0,540012000006,425.0,06-08,3,425,October Count Day,8703.41,1496.71,10200.12,5342.26,970.91,6313.17,3361.15,525.8,3886.95,3698950.65,636105.01,4335055.66,9997.242106,2270461.9,412640.01,1428488.75,223464.999999999,1,0,0,0,0,0,0
WV,2018-2019,8,101,BRAXTON COUNTY SCHOOLS,BURNSVILLE ELEMENTARY SCHOOL,5400120,5400120,49500400100000.0,540012001328,145.0,PK-05,2,141,October Count Day,9644.99,2026.1,11671.09,6283.84,1500.3,7784.14,3361.15,525.8,3886.95,1359944.18,285680.49,1645624.67,11468.21211,886022.03,211542.69,473922.15,74137.7999999999,1,0,0,0,0,0,0
WV,2018-2019,8,201,BRAXTON COUNTY SCHOOLS,DAVIS ELEMENTARY SCHOOL,5400120,5400120,49500400100000.0,540012000064,205.0,PK-05,2,192,October Count Day,9557.02,2503.71,12060.73,6195.87,1977.91,8173.78,3361.15,525.8,3886.95,1834948.99,480712.43,2315661.42,11857.85211,1189608.19,379758.83,645340.8,100953.599999999,1,0,0,0,0,0,0
WV,2018-2019,8,202,BRAXTON COUNTY SCHOOLS,FLATWOODS ELEMENTARY SCHOOL,5400120,5400120,49500400100000.0,540012000065,203.0,PK-05,2,203,October Count Day,9763.17,1982.09,11745.26,6402.02,1456.29,7858.31,3361.15,525.8,3886.95,1981924.58,402364.85,2384289.43,11542.38211,1299611.12999999,295627.45,682313.45,106737.4,1,0,0,0,0,0,0
WV,2018-2019,8,203,BRAXTON COUNTY SCHOOLS,FRAMETOWN ELEMENTARY SCHOOL,5400120,5400120,49500400100000.0,540012000066,136.0,PK-05,2,132,October Count Day,10131.68,2582.72,12714.4,6770.53,2056.92,8827.45,3361.15,525.8,3886.95,1337382.5,340919.37,1678301.87,12511.52211,893710.7,271513.77,443671.8,69405.5999999999,1,0,0,0,0,0,0
WV,2018-2019,8,204,BRAXTON COUNTY SCHOOLS,LITTLE BIRCH ELEMENTARY SCHOOL,5400120,5400120,49500400100000.0,540012000068,135.0,PK-05,2,131,October Count Day,10823.22,2771.43,13594.65,7462.07,2245.63,9707.7,3361.15,525.8,3886.95,1417842.85999999,363058.04,1780900.9,13391.77211,977532.21,294178.24,440310.65,68879.7999999999,1,0,0,0,0,0,0
WV,2018-2019,8,205,BRAXTON COUNTY SCHOOLS,SUTTON ELEMENTARY SCHOOL,5400120,5400120,49500400100000.0,540012000069,215.0,PK-05,2,202,October Count Day,9080.1,3463.37,12543.47,5718.95,2937.57,8656.52,3361.15,525.8,3886.95,1834180.62,699602.5,2533783.12,12340.59211,1155228.32,593390.9,678952.3,106211.599999999,1,0,0,0,0,0,0
WV,2018-2019,10,599,BROOKE COUNTY SCHOOLS,BROOKE HANCOCK ALTERNATIIVE LEARNING CTR,5400150,5400150,49500500100000.0,540015001587,,,0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,0,1,0
WV,2018-2019,10,502,BROOKE COUNTY SCHOOLS,BROOKE HIGH SCHOOL,5400150,5400150,49500500100000.0,540015000075,1017.0,09-12,4,1014,October Count Day,14202.63,1213.66,15416.29,8943.67,961.59,9905.26,5258.96,252.07,5511.03,14401472.1,1230655.60999999,15632127.71,15289.00569,9068886.66,975056.63,5332585.44,255598.979999998,1,0,0,0,0,0,0
WV,2018-2019,10,210,BROOKE COUNTY SCHOOLS,BROOKE INTERMEDIATE SCHOOL NORTH,5400150,5400150,49500500100000.0,540015001585,204.0,03-04,2,204,October Count Day,11894.71,1026.39,12921.1,6635.75,774.32,7410.07,5258.96,252.07,5511.03,2426521.04,209384.57,2635905.61,12793.81569,1353693.2,157962.29,1072827.84,51422.28,1,0,0,0,0,0,0
WV,2018-2019,10,211,BROOKE COUNTY SCHOOLS,BROOKE INTERMEDIATE SCHOOL SOUTH,5400150,5400150,49500500100000.0,540015001581,184.0,03-04,2,184,October Count Day,12278.54,837.89,13116.43,7019.58,585.82,7605.4,5258.96,252.07,5511.03,2259251.91,154171.919999999,2413423.83,12989.14569,1291603.27,107791.039999999,967648.64,46380.88,1,0,0,0,0,0,0
WV,2018-2019,10,304,BROOKE COUNTY SCHOOLS,BROOKE MIDDLE SCHOOL,5400150,5400150,49500500100000.0,540015001582,912.0,05-08,3,912,October Count Day,10674.7799999999,614.569999999999,11289.35,5415.82,362.5,5778.32,5258.96,252.07,5511.03,9735399.9,560492.79,10295892.69,11162.06569,4939228.38,330604.95,4796171.51999999,229887.84,1,0,0,0,0,0,0
WV,2018-2019,10,208,BROOKE COUNTY SCHOOLS,BROOKE PRIMARY SCHOOL NORTH,5400150,5400150,49500500100000.0,540015001584,288.0,KG-02,2,288,October Count Day,12557.1,1111.59,13668.69,7298.14,859.52,8157.66,5258.96,252.07,5511.03,3616446.57,320140.2,3936586.77,13541.40569,2101866.09,247544.04,1514580.48,72596.16,1,0,0,0,0,0,0
WV,2018-2019,10,209,BROOKE COUNTY SCHOOLS,BROOKE PRIMARY SCHOOL SOUTH,5400150,5400150,49500500100000.0,540015001583,228.0,KG-02,2,228,October Count Day,12836.43,1015.76,13852.19,7577.47,763.69,8341.16,5258.96,252.07,5511.03,2926707.15,231593.44,3158300.59,13724.90569,1727664.27,174121.48,1199042.87999999,57471.96,1,0,0,0,0,0,0
WV,2018-2019,12,203,CABELL COUNTY SCHOOLS,ALTIZER ELEMENTARY SCHOOL,5400180,5400180,49500600100000.0,540018000088,263.0,PK-05,2,262,October Count Day,10920.3,2790.35,13710.65,6944.48,2330.04,9274.52,3975.82,460.31,4436.13,2861118.98,731073.49,3592192.46999999,13557.18564,1819454.14,610472.27,1041664.84,120601.22,1,0,0,0,0,0,0
WV,2018-2019,12,301,CABELL COUNTY SCHOOLS,BARBOURSVILLE MIDDLE SCHOOL,5400180,5400180,49500600100000.0,540018000091,803.0,06-08,3,803,October Count Day,10575.71,985.44,11561.15,6599.89,525.13,7125.02,3975.82,460.31,4436.13,8492296.54,791311.77,9283608.30999999,11407.68564,5299713.08,421682.84,3192583.46,369628.93,1,0,0,0,0,0,0
