state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_WY,enrollmetric,pp_stloc_raw_WY,pp_fed_raw_WY,pp_total_raw_WY,pp_site_stloc_raw_WY,pp_site_fed_raw_WY,pp_site_raw_WY,pp_centshare_stloc_raw_WY,pp_centshare_fed_raw_WY,pp_centshare_raw_WY,schoolstloc_raw_WY,schoolfed_raw_WY,schooltot_raw_WY,pp_total_norm_NERDS,distexclu_raw_WY,disttot_raw_WY,countenroll_raw_WY,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
WY,2018-19,1902000,1902007,Sweetwater County School District #2,Washington Elementary,5605762,5605762,51501900200000,560576200332,198.0,KG-05,2.0,198,Count,16478,1404,17883,12531,1194,13726,3947,210,4157,3262644,277992,3540834,18268.55464,7932812,40720147,1,0,0,0,0,0,0
WY,2018-19,2001000,2001001,Teton County School District #1,Alta Elementary,5605830,5605830,51502000200000,560583000337,49.0,KG-05,2.0,49,Count,23432,342,23773,19570,0,19570,3862,342,4204,1148168,16758,1164877,24297.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001009,Teton County School District #1,Colter Elementary,5605830,5605830,51502000200000,560583000289,352.0,KG-05,2.0,352,Count,20696,738,21434,16834,396,17230,3862,342,4204,7284992,259776,7544768,21958.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001010,Teton County School District #1,Jackson Elementary,5605830,5605830,51502000200000,560583000313,250.0,KG-05,2.0,250,Count,25417,692,26109,21555,350,21905,3862,342,4204,6354250,173000,6527250,26633.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001055,Teton County School District #1,Jackson Hole High School,5605830,5605830,51502000200000,560583000335,720.0,09-12,4.0,720,Count,17453,429,17882,13591,87,13678,3862,342,4204,12566160,308880,12875040,18406.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001050,Teton County School District #1,Jackson Hole Middle School,5605830,5605830,51502000200000,560583000336,710.0,06-08,3.0,710,Count,15301,342,15642,11439,0,11439,3862,342,4204,10863710,242820,11105820,16166.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001003,Teton County School District #1,Kelly Elementary,5605830,5605830,51502000200000,560583000339,51.0,KG-05,2.0,51,Count,17273,342,17615,13411,0,13411,3862,342,4204,880923,17442,898365,18139.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001004,Teton County School District #1,Moran Elementary,5605830,5605830,51502000200000,560583000340,17.0,KG-05,2.0,17,Count,29036,342,29377,25174,0,25174,3862,342,4204,493612,5814,499409,29901.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001011,Teton County School District #1,Munger Mountain Elementary School,5605830,5605830,51502000200000,560583000583,471.0,KG-05,2.0,471,Count,12425,638,13063,8563,296,8859,3862,342,4204,5852175,300498,6152673,13587.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001056,Teton County School District #1,Summit Innovations School,5605830,5605830,51502000200000,560583000512,49.0,09-12,4.0,49,Count,25373,342,25714,21511,0,21511,3862,342,4204,1243277,16758,1259986,26238.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2001000,2001005,Teton County School District #1,Wilson Elementary,5605830,5605830,51502000200000,560583000341,212.0,KG-05,2.0,212,Count,17344,342,17686,13482,0,13482,3862,342,4204,3676928,72504,3749432,18210.25547,15360192,51777290,1,0,0,0,0,0,0
WY,2018-19,2101000,2101006,Uinta County School District #1,Aspen Elementary,5602760,5602760,51502100100000,560276000462,296.0,KG-05,2.0,296,Count,13078,1220,14298,9910,815,10725,3168,405,3573,3871088,361120,4232208,14789.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2101000,2101002,Uinta County School District #1,Clark Elementary,5602760,5602760,51502100100000,560276000155,223.0,KG-05,2.0,223,Count,13584,1205,14789,10416,800,11216,3168,405,3573,3029232,268715,3297947,15280.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2101000,2101050,Uinta County School District #1,Davis Middle School,5602760,5602760,51502100100000,560276000153,310.0,06-08,3.0,310,Count,16394,478,16872,13226,73,13299,3168,405,3573,5082140,148180,5230320,17363.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2101000,2101055,Uinta County School District #1,Evanston High School,5602760,5602760,51502100100000,560276000152,748.0,09-12,4.0,748,Count,13567,565,14132,10399,160,10559,3168,405,3573,10148116,422620,10570736,14623.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2101000,2101051,Uinta County School District #1,Evanston Middle School,5602760,5602760,51502100100000,560276000463,329.0,06-08,3.0,329,Count,14894,580,15475,11726,175,11902,3168,405,3573,4900126,190820,5091275,15966.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2101000,2101056,Uinta County School District #1,Horizon Alternative School,5602760,5602760,51502100100000,560276000376,45.0,07-12,4.0,45,Count,25944,427,26371,22776,22,22798,3168,405,3573,1167480,19215,1186695,26862.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2101000,2101005,Uinta County School District #1,North Evanston Elementary,5602760,5602760,51502100100000,560276000433,304.0,KG-05,2.0,304,Count,15164,1259,16423,11996,854,12850,3168,405,3573,4609856,382736,4992592,16914.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2101000,2101004,Uinta County School District #1,Uinta Meadows Elementary,5602760,5602760,51502100100000,560276000414,475.0,KG-05,2.0,475,Count,12093,1227,13319,8925,822,9746,3168,405,3573,5744175,582825,6326525,13810.83223,5083907,40928388,1,0,0,0,0,0,0
WY,2018-19,2104000,2104055,Uinta County School District #4,Mountain View High School,5604500,5604500,51502100200000,560450000227,260.0,09-12,4.0,260,Count,16706,350,17056,12406,53,12460,4300,297,4597,4343560,91000,4434560,17265.1919,1196913,12906343,1,0,0,0,0,0,0
WY,2018-19,2104000,2104020,Uinta County School District #4,Mountain View K-8,5604500,5604500,51502100200000,560450000558,579.0,KG-08,3.0,579,Count,14032,600,14632,9732,303,10035,4300,297,4597,8124528,347400,8471928,14841.1919,1196913,12906343,1,0,0,0,0,0,0
WY,2018-19,2106000,2106055,Uinta County School District #6,Lyman High School,5604260,5604260,51502100400000,560426000222,223.0,09-12,4.0,223,Count,20453,449,20902,15859,33,15892,4594,416,5010,4561019,100127,4661146,21178.83356,1694101,12332687,1,0,0,0,0,0,0
WY,2018-19,2106000,2106050,Uinta County School District #6,Lyman Intermediate School,5604260,5604260,51502100400000,560426000357,230.0,05-08,3.0,230,Count,15945,416,16362,11351,0,11351,4594,416,5010,3667350,95680,3763260,16638.83356,1694101,12332687,1,0,0,0,0,0,0
WY,2018-19,2106000,2106002,Uinta County School District #6,Urie Elementary,5604260,5604260,51502100400000,560426000418,274.0,KG-04,2.0,274,Count,13334,929,14264,8740,513,9253,4594,416,5010,3653516,254546,3908336,14540.83356,1694101,12332687,1,0,0,0,0,0,0
WY,2018-19,2201000,2201004,Washakie County School District #1,East Side Elementary,5606240,5606240,51502200400000,560624000579,189.0,KG-01,1.0,189,Count,15728,1556,17285,11729,924,12653,3999,632,4632,2972592,294084,3266865,17803.74764,4231234,21229979,1,0,0,0,0,0,0
WY,2018-19,2201000,2201005,Washakie County School District #1,South Side Elementary,5606240,5606240,51502200400000,560624000578,157.0,02-03,2.0,157,Count,17330,1530,18861,13331,898,14229,3999,632,4632,2720810,240210,2961177,19379.74764,4231234,21229979,1,0,0,0,0,0,0
WY,2018-19,2201000,2201006,Washakie County School District #1,West Side Elementary,5606240,5606240,51502200400000,560624000577,167.0,04-05,2.0,167,Count,15728,1655,17383,11729,1023,12752,3999,632,4632,2626576,276385,2902961,17901.74764,4231234,21229979,1,0,0,0,0,0,0
WY,2018-19,2201000,2201055,Washakie County School District #1,Worland High School,5606240,5606240,51502200400000,560624000343,426.0,09-12,4.0,426,Count,15891,725,16617,11892,93,11985,3999,632,4632,6769566,308850,7078842,17135.74764,4231234,21229979,1,0,0,0,0,0,0
WY,2018-19,2201000,2201050,Washakie County School District #1,Worland Middle School,5606240,5606240,51502200400000,560624000344,333.0,06-08,3.0,333,Count,14342,734,15076,10343,102,10445,3999,632,4632,4775886,244422,5020308,15594.74764,4231234,21229979,1,0,0,0,0,0,0
WY,2018-19,2202000,2202049,Washakie County School District #2,Ten Sleep K-12,5605820,5605820,51502200300000,560582000393,108.0,PK-12,4.0,108,Count,28113,771,28885,15447,0,15447,12666,771,13437,3036204,83268,3119580,29351.85185,477208,3119556,1,0,0,0,0,0,0
WY,2018-19,2301000,2301001,Weston County School District #1,Newcastle Elementary 3-5,5604830,5604830,51502300100000,560483000265,178.0,03-05,2.0,178,Count,14583,1923,16505,7751,1335,9086,6832,588,7420,2595774,342294,2937890,16812.27399,1397449,13423769,1,0,0,0,0,0,0
WY,2018-19,2301000,2301003,Weston County School District #1,Newcastle Elementary K-2,5604830,5604830,51502300100000,560483000015,187.0,KG-02,2.0,187,Count,15203,1618,16820,8371,1030,9401,6832,588,7420,2842961,302566,3145340,17127.27399,1397449,13423769,1,0,0,0,0,0,0
WY,2018-19,2301000,2301055,Weston County School District #1,Newcastle High School,5604830,5604830,51502300100000,560483000263,242.0,09-12,4.0,242,Count,17214,828,18042,10382,240,10622,6832,588,7420,4165788,200376,4366164,18349.27399,1397449,13423769,1,0,0,0,0,0,0
WY,2018-19,2301000,2301050,Weston County School District #1,Newcastle Middle School,5604830,5604830,51502300100000,560483000264,185.0,06-08,3.0,185,Count,14872,1206,16077,8040,618,8658,6832,588,7420,2751320,223110,2974245,16384.27399,1397449,13423769,1,0,0,0,0,0,0
WY,2018-19,2307000,2307001,Weston County School District #7,Upton Elementary,5606090,5606090,51502300200000,560609000363,103.0,KG-05,2.0,103,Count,21298,466,21764,13745,279,14024,7553,187,7740,2193694,47998,2241692,22179.64126,958137,5822288,1,0,0,0,0,0,0
WY,2018-19,2307000,2307055,Weston County School District #7,Upton High School,5606090,5606090,51502300200000,560609000401,70.0,09-12,4.0,70,Count,35139,247,35386,27586,60,27646,7553,187,7740,2459730,17290,2477020,35801.64126,958137,5822288,1,0,0,0,0,0,0
WY,2018-19,2307000,2307050,Weston County School District #7,Upton Middle School,5606090,5606090,51502300200000,560609000342,50.0,06-08,3.0,50,Count,21885,187,22072,14332,0,14332,7553,187,7740,1094250,9350,1103600,22487.64126,958137,5822288,1,0,0,0,0,0,0
