state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_UT,enrollmetric,pp_stloc_raw_UT,pp_fed_raw_UT,pp_total_raw_UT,pp_site_stloc_raw_UT,pp_site_fed_raw_UT,pp_site_raw_UT,pp_centshare_stloc_raw_UT,pp_centshare_fed_raw_UT,pp_centshare_raw_UT,schoolstloc_raw_UT,schoolfed_raw_UT,schooltot_raw_UT,pp_total_norm_NERDS,distexclu_raw_UT,disttotwexclu_raw_UT,schtype_raw_UT,Title_1_raw_UT,NESS_raw_UT,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
UT,2018-2019,19,172,Nebo District,Taylor School,4900630,4900630,45502500200000.0,490063000405.0,519.0,PK-06,2.0,457.5,ADM,7257.66483529307,662.305675901749,7919.97051119482,4871.35640851722,294.035831919934,5165.39224043715,2386.30842677584,368.269843981815,2754.57827075766,3320381.66214657,303004.84672505,3623386.50887163,7671.416606,61343912.8,318555493.85,District,Y,N,0,0,0,0,0,0,0
UT,2018-2019,19,380,Nebo District,Valley View Middle,4900630,4900630,45502500200000.0,490063001561.0,,,0.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,61343912.8,318555493.85,NRD,NRD,NRD,0,0,0,0,0,1,0
UT,2018-2019,19,180,Nebo District,Westside School,4900630,4900630,45502500200000.0,490063000406.0,710.0,PK-06,2.0,705.494444444444,ADM,6807.85916386895,843.921540170324,7651.78070403928,4421.55073709311,475.651696188509,4897.20243328162,2386.30842677584,368.269843981815,2754.57827075766,4802906.81866975,595381.958137163,5398288.77680691,7403.226799,61343912.8,318555493.85,District,Y,N,0,0,0,0,0,0,0
UT,2018-2019,19,184,Nebo District,Wilson School,4900630,4900630,45502500200000.0,490063000407.0,409.0,PK-06,2.0,408.266666666666,ADM,7164.96350767434,733.58090449416,7898.5444121685,4778.65508089849,365.311060512344,5143.96614141084,2386.30842677584,368.269843981815,2754.57827075766,2925215.76806651,299496.630608149,3224712.39867466,7649.990507,61343912.8,318555493.85,District,Y,N,0,0,0,0,0,0,0
UT,2018-2019,A1,700,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. for Math Engineering & Science,4900063,4900063,,490006300993.0,687.0,10-12,4.0,682.005555555555,ADM,8327.44666628652,189.991707464096,8517.43837375062,8327.44666628652,189.991707464096,8517.43837375062,0,0,0,5679364.89,129575.4,5808940.28999999,7971.408991,0,7569775.71,Charter,Y,N,0,0,0,0,0,0,0
UT,2018-2019,A1,705,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. of Math Engineering & Science Ogden,4900063,4900063,,490006301528.0,188.0,10-12,4.0,196.611111111111,ADM,8955.93036450974,0,8955.93036450974,8955.93036450974,0,8955.93036450974,0,0,0,1760835.42,0,1760835.42,8409.900982,0,7569775.71,Charter,N,N,0,0,0,0,0,0,0
UT,2018-2019,6D,100,Noah Webster Academy,Noah Webster Academy,4900048,4900048,,490004801149.0,545.0,KG-06,2.0,543.494444444444,ADM,5153.8595604302,627.04569465776,5780.90525508796,4853.9041484358,619.178843315111,5473.08299175091,299.955411994398,7.8668513426489,307.822263337047,2801094.0385407,340795.8514593,3141889.88999999,5764.59353,655553.44,3797443.33,Charter,Y,N,0,0,0,0,0,1,0
UT,2018-2019,A6,100,North Davis Preparatory Academy,North Davis Preparatory Academy,4900068,4900068,,490006800998.0,1016.0,KG-09,3.0,1008.98333333333,ADM,5962.1591296752,408.487498118452,6370.64662779365,5581.60563853725,408.487498118452,5990.0931366557,380.553491137944,0,380.553491137944,6015719.19252345,412157.07747655,6427876.27,6273.327464,1490377.91,7918254.18,Charter,Y,N,0,0,0,0,0,0,0
UT,2018-2019,20,104,North Sanpete District,Fairview School,4900660,4900660,45502000100000.0,490066000408.0,275.0,KG-06,2.0,269.722222222222,ADM,8400.94121052428,1339.03827534467,9739.97948586896,4625.87907411613,571.383496429693,5197.26257054582,3775.06213640815,767.654778914979,4542.71691532313,2265920.53206085,361168.379266576,2627088.91132743,9286.826749,2886643.2,26732075.44,District,Y,N,0,0,0,0,0,0,0
UT,2018-2019,20,108,North Sanpete District,Fountain Green School,4900660,4900660,45502000100000.0,490066000662.0,145.0,PK-06,2.0,146.061111111111,ADM,8360.58738484986,1381.77298260517,9742.36036745504,4585.52524844171,614.118203690198,5199.6434521319,3775.06213640815,767.654778914979,4542.71691532313,1221156.6829727,201823.297142626,1422979.98011533,9289.20763,2886643.2,26732075.44,District,Y,Y,0,0,0,0,0,0,0
