state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_LA,enrollmetric,pp_stloc_raw_LA,pp_fed_raw_LA,pp_total_raw_LA,pp_site_stloc_raw_LA,pp_site_fed_raw_LA,pp_site_raw_LA,pp_centshare_stloc_raw_LA,pp_centshare_fed_raw_LA,pp_centshare_raw_LA,schoolstloc_raw_LA,schoolfed_raw_LA,schooltot_raw_LA,pp_total_norm_NERDS,percentsiteexp_raw_LA,percentcentexp_raw_LA,percentspendinstruction_raw_LA,percentspendinstrsupport_raw_LA,percentspendtransp_raw_LA,percentspendadmin_raw_LA,percentspendothersupport_raw_LA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
LA,2018-2019,W1B,W1B001,Advantage Charter Academy,Advantage Charter Academy,2200268,2200268,,220026802385.0,660.0,KG-08,3.0,602,ADM,11904,747,12651,11296,747,12043,608,0,608,7166208,449694,7615902,13064.78485,0.95,0.05,0.47,0.07,0.07,0.08,0.31,0,1,0,0,0,0,0
LA,2018-2019,WBC,WBC001,Alice M Harte Elementary Charter School,Alice M Harte Elementary Charter School,2200279,2200279,,220027900903.0,780.0,PK-08,3.0,780,ADM,10570,1139,11709,10076,1139,11215,494,0,494,8244600,888420,9133020,11662.82051,0.96,0.04,0.48,0.14,0.05,0.11,0.22,0,1,0,0,0,0,0
LA,2018-2019,002,002001,Allen Parish,Elizabeth High School,2200060,2200060,19500200100000.0,220006000024.0,409.0,PK-12,4.0,414,ADM,8683,791,9474,7509,683,8192,1174,108,1283,3594762,327474,3922236,9460.132142,0.86,0.14,0.56,0.15,0.04,0.06,0.19,0,1,0,0,0,0,0
LA,2018-2019,002,002002,Allen Parish,Fairview High School,2200060,2200060,19500200100000.0,220006000025.0,404.0,PK-12,4.0,394,ADM,10958,778,11737,9784,670,10454,1174,108,1283,4317452,306532,4624378,11723.13214,0.89,0.11,0.61,0.08,0.07,0.08,0.17,0,1,0,0,0,0,0
LA,2018-2019,002,002003,Allen Parish,Kinder Elementary School,2200060,2200060,19500200100000.0,220006000026.0,554.0,PK-04,2.0,552,ADM,10137,839,10977,8963,731,9694,1174,108,1283,5595624,463128,6059304,10963.13214,0.88,0.12,0.54,0.13,0.09,0.05,0.19,0,1,0,0,0,0,0
LA,2018-2019,002,002004,Allen Parish,Kinder High School,2200060,2200060,19500200100000.0,220006000027.0,366.0,08-12,4.0,349,ADM,9969,757,10727,8795,649,9444,1174,108,1283,3479181,264193,3743723,10713.13214,0.88,0.12,0.579999999999999,0.1,0.05,0.1,0.17,0,1,0,0,0,0,0
LA,2018-2019,002,002015,Allen Parish,Kinder Middle School,2200060,2200060,19500200100000.0,220006001049.0,442.0,05-08,3.0,429,ADM,8358,679,9037,7184,571,7754,1174,108,1283,3585582,291291,3876873,9023.132142,0.86,0.14,0.59,0.11,0.02,0.11,0.17,0,1,0,0,0,0,0
LA,2018-2019,002,002005,Allen Parish,Oakdale Elementary School,2200060,2200060,19500200100000.0,220006000028.0,576.0,PK-04,2.0,595,ADM,10540,815,11355,9366,707,10072,1174,108,1283,6271300,484925,6756225,11341.13214,0.89,0.11,0.56,0.11,0.08,0.08,0.18,0,1,0,0,0,0,0
LA,2018-2019,002,002006,Allen Parish,Oakdale High School,2200060,2200060,19500200100000.0,220006000029.0,302.0,08-12,4.0,298,ADM,12337,1138,13476,11163,1030,12193,1174,108,1283,3676426,339124,4015848,13462.13214,0.9,0.1,0.5,0.19,0.04,0.09,0.18,0,1,0,0,0,0,0
LA,2018-2019,002,002007,Allen Parish,Oakdale Middle School,2200060,2200060,19500200100000.0,220006000030.0,371.0,05-08,3.0,360,ADM,10227,781,11009,9053,673,9726,1174,108,1283,3681720,281160,3963240,10995.13214,0.88,0.12,0.59,0.1,0.07,0.1,0.14,0,1,0,0,0,0,0
LA,2018-2019,002,002008,Allen Parish,Oberlin Elementary School,2200060,2200060,19500200100000.0,220006000031.0,293.0,PK-06,2.0,297,ADM,9689,830,10519,8515,722,9237,1174,108,1283,2877633,246510,3124143,10505.13214,0.88,0.12,0.59,0.13,0.02,0.1,0.16,0,1,0,0,0,0,0
LA,2018-2019,002,002009,Allen Parish,Oberlin High School,2200060,2200060,19500200100000.0,220006000032.0,247.0,07-12,4.0,246,ADM,14890,1000,15891,13716,892,14608,1174,108,1283,3662940,246000,3909186,15877.13214,0.92,0.08,0.55,0.09,0.14,0.06,0.17,0,1,0,0,0,0,0
LA,2018-2019,002,002010,Allen Parish,Reeves High School,2200060,2200060,19500200100000.0,220006000033.0,289.0,PK-12,4.0,288,ADM,11680,867,12548,10506,759,11265,1174,108,1283,3363840,249696,3613824,12534.13214,0.9,0.1,0.59,0.1,0.07,0.09,0.16,0,1,0,0,0,0,0
LA,2018-2019,003,003022,Ascension Parish,Ascension Head Start,2200090,2200090,19500300100000.0,,,,,107,ADM,15863,1376,17239,14681,1291,15972,1182,85,1267,1697341,147232,1844573,17695.86082,0.93,0.07,0.49,0.3,0.03,0.03,0.14,0,1,0,0,0,0,0
LA,2018-2019,003,003035,Ascension Parish,Bullion Primary School,2200090,2200090,19500300100000.0,220009002472.0,,PK-05,2.0,620,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,1,0,0,0,1,0
LA,2018-2019,003,003026,Ascension Parish,Central Middle School,2200090,2200090,19500300100000.0,220009000462.0,691.0,06-08,3.0,698,ADM,10769,554,11322,9587,469,10056,1182,85,1267,7516762,386692,7902756,11778.86082,0.89,0.11,0.569999999999999,0.12,0.05,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003031,Ascension Parish,Central Primary School,2200090,2200090,19500300100000.0,220009002279.0,772.0,PK-05,2.0,809,ADM,11062,566,11628,9880,481,10362,1182,85,1267,8949158,457894,9407052,12084.86082,0.89,0.11,0.61,0.11,0.04,0.05,0.19,0,1,0,0,0,0,0
LA,2018-2019,003,003003,Ascension Parish,Donaldsonville High School,2200090,2200090,19500300100000.0,220009000036.0,462.0,09-12,4.0,451,ADM,14977,755,15731,13795,670,14464,1182,85,1267,6754627,340505,7094681,16187.86082,0.92,0.08,0.53,0.12,0.06,0.1,0.19,0,1,0,0,0,0,0
LA,2018-2019,003,003002,Ascension Parish,Donaldsonville Primary School,2200090,2200090,19500300100000.0,220009000035.0,464.0,PK-02,2.0,483,ADM,14554,754,15308,13372,669,14041,1182,85,1267,7029582,364182,7393764,15764.86082,0.92,0.08,0.579999999999999,0.12,0.08,0.06,0.17,0,1,0,0,0,0,0
LA,2018-2019,003,003011,Ascension Parish,Duplessis Primary School,2200090,2200090,19500300100000.0,220009001540.0,715.0,PK-05,2.0,734,ADM,11277,551,11828,10095,466,10561,1182,85,1267,8277318,404434,8681752,12284.86082,0.89,0.11,0.62,0.1,0.04,0.05,0.19,0,1,0,0,0,0,0
LA,2018-2019,003,003016,Ascension Parish,Dutchtown High School,2200090,2200090,19500300100000.0,220009001541.0,2362.0,09-12,4.0,2335,ADM,9751,467,10217,8569,382,8951,1182,85,1267,22768585,1090445,23856695,10673.86082,0.88,0.12,0.59,0.1,0.06,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003004,Ascension Parish,Dutchtown Middle School,2200090,2200090,19500300100000.0,220009000037.0,918.0,06-08,3.0,929,ADM,9693,439,10132,8511,354,8865,1182,85,1267,9004797,407831,9412628,10588.86082,0.87,0.13,0.61,0.08,0.06,0.06,0.2,0,1,0,0,0,0,0
LA,2018-2019,003,003023,Ascension Parish,Dutchtown Primary School,2200090,2200090,19500300100000.0,220009001976.0,821.0,PK-05,2.0,845,ADM,10326,554,10880,9144,469,9613,1182,85,1267,8725470,468130,9193600,11336.86082,0.88,0.12,0.579999999999999,0.13,0.04,0.05,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003005,Ascension Parish,East Ascension High School,2200090,2200090,19500300100000.0,220009000038.0,1827.0,09-12,4.0,1790,ADM,11101,551,11652,9919,466,10385,1182,85,1267,19870790,986290,20857080,12108.86082,0.89,0.11,0.569999999999999,0.11,0.06,0.07,0.19,0,1,0,0,0,0,0
LA,2018-2019,003,003001,Ascension Parish,G. W. Carver Primary School,2200090,2200090,19500300100000.0,220009000034.0,613.0,PK-05,2.0,607,ADM,11885,567,12451,10703,482,11184,1182,85,1267,7214195,344169,7557757,12907.86082,0.9,0.1,0.62,0.09,0.04,0.06,0.19,0,1,0,0,0,0,0
LA,2018-2019,003,003006,Ascension Parish,Galvez Middle School,2200090,2200090,19500300100000.0,220009000039.0,669.0,06-08,3.0,682,ADM,9928,492,10419,8746,407,9152,1182,85,1267,6770896,335544,7105758,10875.86082,0.88,0.12,0.59,0.1,0.04,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003018,Ascension Parish,Galvez Primary School,2200090,2200090,19500300100000.0,220009001862.0,790.0,PK-05,2.0,799,ADM,9374,498,9871,8192,413,8605,1182,85,1267,7489826,397902,7886929,10327.86082,0.87,0.13,0.56,0.12,0.04,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003007,Ascension Parish,Gonzales Middle School,2200090,2200090,19500300100000.0,220009000040.0,711.0,06-08,3.0,714,ADM,11339,524,11863,10157,439,10597,1182,85,1267,8096046,374136,8470182,12319.86082,0.89,0.11,0.61,0.09,0.04,0.06,0.2,0,1,0,0,0,0,0
LA,2018-2019,003,003008,Ascension Parish,Gonzales Primary School,2200090,2200090,19500300100000.0,220009000041.0,475.0,PK-05,2.0,479,ADM,13289,656,13944,12107,571,12678,1182,85,1267,6365431,314224,6679176,14400.86082,0.91,0.09,0.61,0.1,0.05,0.07,0.17,0,1,0,0,0,0,0
LA,2018-2019,003,003020,Ascension Parish,Lake Elementary School,2200090,2200090,19500300100000.0,220009001863.0,935.0,PK-08,3.0,946,ADM,10166,499,10665,8984,414,9398,1182,85,1267,9617036,472054,10089090,11121.86082,0.88,0.12,0.569999999999999,0.1,0.06,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003032,Ascension Parish,Lakeside Primary School,2200090,2200090,19500300100000.0,220009002262.0,712.0,PK-05,2.0,735,ADM,10447,526,10973,9265,441,9706,1182,85,1267,7678545,386610,8065155,11429.86082,0.88,0.12,0.569999999999999,0.11,0.06,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003015,Ascension Parish,Lowery Elementary School,2200090,2200090,19500300100000.0,220009000047.0,296.0,03-05,2.0,304,ADM,15002,904,15906,13820,819,14639,1182,85,1267,4560608,274816,4835424,16362.86082,0.92,0.08,0.56,0.17,0.02,0.08,0.17,0,1,0,0,0,0,0
LA,2018-2019,003,003010,Ascension Parish,Lowery Middle School,2200090,2200090,19500300100000.0,220009000042.0,346.0,06-08,3.0,347,ADM,16103,719,16822,14921,634,15555,1182,85,1267,5587741,249493,5837234,17278.86082,0.92,0.08,0.62,0.08,0.06,0.09,0.15,0,1,0,0,0,0,0
LA,2018-2019,003,003027,Ascension Parish,Oak Grove Primary School,2200090,2200090,19500300100000.0,220009000463.0,1018.0,PK-05,2.0,1066,ADM,10056,525,10581,8874,440,9314,1182,85,1267,10719696,559650,11279346,11037.86082,0.88,0.12,0.59,0.12,0.05,0.05,0.2,0,1,0,0,0,0,0
LA,2018-2019,003,003029,Ascension Parish,Pecan Grove Primary School,2200090,2200090,19500300100000.0,220009002081.0,533.0,PK-05,2.0,563,ADM,12617,656,13273,11435,571,12007,1182,85,1267,7103371,369328,7472699,13729.86082,0.9,0.1,0.579999999999999,0.12,0.06,0.06,0.18,0,1,0,0,0,0,0
LA,2018-2019,003,003012,Ascension Parish,Prairieville Middle School,2200090,2200090,19500300100000.0,220009000044.0,948.0,06-08,3.0,953,ADM,10145,471,10615,8963,386,9348,1182,85,1267,9668185,448863,10116095,11071.86082,0.88,0.12,0.59,0.09,0.06,0.06,0.2,0,1,0,0,0,0,0
LA,2018-2019,003,003030,Ascension Parish,Prairieville Primary School,2200090,2200090,19500300100000.0,220009002076.0,925.0,PK-05,2.0,955,ADM,9953,517,10470,8771,432,9203,1182,85,1267,9505115,493735,9998850,10926.86082,0.88,0.12,0.59,0.12,0.04,0.05,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003034,Ascension Parish,Sorrento Primary School,2200090,2200090,19500300100000.0,220009002326.0,526.0,PK-05,2.0,552,ADM,11957,606,12563,10775,521,11297,1182,85,1267,6600264,334512,6934776,13019.86082,0.9,0.1,0.59,0.11,0.04,0.06,0.19,0,1,0,0,0,0,0
LA,2018-2019,003,003033,Ascension Parish,Spanish Lake Primary School,2200090,2200090,19500300100000.0,220009002269.0,842.0,PK-05,2.0,880,ADM,9853,531,10384,8671,446,9117,1182,85,1267,8670640,467280,9137920,10840.86082,0.88,0.12,0.579999999999999,0.13,0.04,0.05,0.21,0,1,0,0,0,0,0
LA,2018-2019,003,003014,Ascension Parish,St. Amant High School,2200090,2200090,19500300100000.0,220009000046.0,2064.0,09-12,4.0,1985,ADM,10281,504,10785,9099,419,9518,1182,85,1267,20407785,1000440,21408225,11241.86082,0.88,0.12,0.579999999999999,0.1,0.05,0.06,0.2,0,1,0,0,0,0,0
LA,2018-2019,003,003013,Ascension Parish,St. Amant Middle School,2200090,2200090,19500300100000.0,220009000045.0,622.0,06-08,3.0,616,ADM,10766,557,11322,9584,472,10056,1182,85,1267,6631856,343112,6974352,11778.86082,0.89,0.11,0.59,0.11,0.04,0.06,0.18,0,1,0,0,0,0,0
LA,2018-2019,003,003024,Ascension Parish,St. Amant Primary School,2200090,2200090,19500300100000.0,220009001977.0,480.0,PK-05,2.0,512,ADM,12186,654,12839,11004,569,11572,1182,85,1267,6239232,334848,6573568,13295.86082,0.9,0.1,0.55,0.13,0.05,0.07,0.2,0,1,0,0,0,0,0
LA,2018-2019,004,004001,Assumption Parish,Assumption High School,2200120,2200120,19500400100000.0,220012000048.0,957.0,09-12,4.0,942,ADM,9465,818,10283,7950,683,8633,1515,135,1650,8916030,770556,9686586,10285.14401,0.84,0.16,0.51,0.11,0.08,0.07,0.23,0,1,0,0,0,0,0
LA,2018-2019,004,004011,Assumption Parish,Bayou L'Ourse Primary School,2200120,2200120,19500400100000.0,220012001696.0,141.0,PK-04,2.0,149,ADM,9855,803,10659,8340,668,9008,1515,135,1650,1468395,119647,1588191,10661.14401,0.85,0.15,0.45,0.1,0.08,0.12,0.25,0,1,0,0,0,0,0
LA,2018-2019,004,004003,Assumption Parish,Belle Rose Middle School,2200120,2200120,19500400100000.0,220012000050.0,143.0,05-08,3.0,141,ADM,11941,1122,13063,10426,987,11412,1515,135,1650,1683681,158202,1841883,13065.14401,0.87,0.13,0.46,0.16,0.06,0.11,0.21,0,1,0,0,0,0,0
LA,2018-2019,004,004004,Assumption Parish,Belle Rose Primary School,2200120,2200120,19500400100000.0,220012000051.0,247.0,PK-04,2.0,237,ADM,11481,1045,12527,9966,910,10876,1515,135,1650,2720997,247665,2968899,12529.14401,0.87,0.13,0.52,0.13,0.06,0.06,0.23,0,1,0,0,0,0,0
LA,2018-2019,004,004005,Assumption Parish,Labadieville Middle School,2200120,2200120,19500400100000.0,220012000052.0,291.0,05-08,3.0,297,ADM,9552,773,10325,8037,638,8675,1515,135,1650,2836944,229581,3066525,10327.14401,0.84,0.16,0.52,0.09,0.06,0.08,0.25,0,1,0,0,0,0,0
LA,2018-2019,004,004006,Assumption Parish,Labadieville Primary School,2200120,2200120,19500400100000.0,220012000053.0,278.0,PK-04,2.0,299,ADM,11202,1032,12234,9687,897,10584,1515,135,1650,3349398,308568,3657966,12236.14401,0.87,0.13,0.52,0.13,0.06,0.06,0.22,0,1,0,0,0,0,0
LA,2018-2019,004,004007,Assumption Parish,Napoleonville Middle School,2200120,2200120,19500400100000.0,220012000054.0,337.0,05-08,3.0,335,ADM,10748,959,11707,9233,824,10057,1515,135,1650,3600580,321265,3921845,11709.14401,0.86,0.14,0.48,0.13,0.07,0.1,0.21,0,1,0,0,0,0,0
LA,2018-2019,004,004008,Assumption Parish,Napoleonville Primary School,2200120,2200120,19500400100000.0,220012000055.0,414.0,PK-04,2.0,431,ADM,9038,780,9818,7523,645,8168,1515,135,1650,3895378,336180,4231558,9820.144007,0.83,0.17,0.52,0.1,0.05,0.06,0.26,0,1,0,0,0,0,0
LA,2018-2019,004,004009,Assumption Parish,Pierre Part Middle School,2200120,2200120,19500400100000.0,220012000056.0,546.0,PK-08,3.0,556,ADM,10619,932,11551,9104,797,9901,1515,135,1650,5904164,518192,6422356,11553.14401,0.86,0.14,0.56,0.11,0.06,0.05,0.22,0,1,0,0,0,0,0
LA,2018-2019,WBR,WBR001,Athlos Academy of Jefferson Parish,Athlos Academy of Jefferson Parish,2200305,2200305,,220030502452.0,971.0,KG-08,3.0,974,ADM,9882,436,10318,9534,436,9970,348,0,348,9625068,424664,10049732,10185.42327,0.97,0.03,0.46,0.07,0.09,0.14,0.25,0,1,0,0,0,0,0
LA,2018-2019,WAZ,WAZ001,Audubon Charter School,Audubon Charter School,2200285,2200285,,220028501620.0,858.0,PK-08,3.0,873,ADM,11721,596,12316,11024,579,11602,697,17,713,10232433,520308,10751868,12304.49883,0.94,0.06,0.59,0.09,0,0.11,0.21,0,1,0,0,0,0,0
LA,2018-2019,WBT,WBT001,Audubon Charter School - Gentilly,Audubon Charter School - Gentilly,2200303,2200303,,220030302458.0,130.0,PK-03,2.0,151,ADM,16252,715,16967,15658,715,16373,594,0,594,2454052,107965,2562017,16351.48462,0.97,0.03,0.54,0.15,0.07,0.08,0.15,0,1,0,0,0,0,0
LA,2018-2019,005,005018,Avoyelles Parish,Avoyelles High School,2200150,2200150,19500500100000.0,220015000075.0,633.0,07-12,4.0,619,ADM,8323,943,9266,7104,758,7862,1219,185,1404,5151937,583717,5735654,9438.610407,0.85,0.15,0.53,0.08,0.1,0.08,0.22,0,1,0,0,0,0,0
LA,2018-2019,005,005003,Avoyelles Parish,Bunkie Elementary School,2200150,2200150,19500500100000.0,220015000061.0,331.0,PK-06,2.0,330,ADM,10180,1118,11298,8961,933,9894,1219,185,1404,3359400,368940,3728340,11470.61041,0.88,0.12,0.52,0.08,0.13,0.07,0.2,0,1,0,0,0,0,0
LA,2018-2019,005,005004,Avoyelles Parish,Bunkie Magnet High School,2200150,2200150,19500500100000.0,220015000063.0,598.0,07-12,4.0,561,ADM,7607,958,8565,6388,773,7161,1219,185,1404,4267527,537438,4804965,8737.610407,0.84,0.16,0.56,0.09,0.06,0.08,0.22,0,1,0,0,0,0,0
LA,2018-2019,005,005007,Avoyelles Parish,Cottonport Elementary,2200150,2200150,19500500100000.0,220015000064.0,412.0,PK-06,2.0,413,ADM,9439,1119,10558,8220,934,9154,1219,185,1404,3898307,462147,4360454,10730.61041,0.87,0.13,0.53,0.1,0.1,0.06,0.2,0,1,0,0,0,0,0
LA,2018-2019,005,005025,Avoyelles Parish,LA School for Ag Science,2200150,2200150,19500500100000.0,220015001378.0,424.0,07-12,4.0,414,ADM,8620,1076,9697,7401,891,8292,1219,185,1404,3568680,445464,4014558,9869.610407,0.86,0.14,0.61,0.09,0.03,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,005,005012,Avoyelles Parish,Lafargue Elementary School,2200150,2200150,19500500100000.0,220015000069.0,722.0,PK-06,2.0,725,ADM,8444,1022,9466,7225,837,8062,1219,185,1404,6121900,740950,6862850,9638.610407,0.85,0.15,0.54,0.09,0.11,0.04,0.22,0,1,0,0,0,0,0
LA,2018-2019,005,005015,Avoyelles Parish,Marksville Elementary School,2200150,2200150,19500500100000.0,220015000072.0,555.0,PK-06,2.0,564,ADM,9383,1036,10419,8164,851,9015,1219,185,1404,5292012,584304,5876316,10591.61041,0.87,0.13,0.55,0.07,0.1,0.06,0.21,0,1,0,0,0,0,0
LA,2018-2019,005,005016,Avoyelles Parish,Marksville High School,2200150,2200150,19500500100000.0,220015000073.0,696.0,07-12,4.0,674,ADM,8018,944,8962,6799,759,7558,1219,185,1404,5404132,636256,6040388,9134.610407,0.84,0.16,0.56,0.08,0.07,0.07,0.22,0,1,0,0,0,0,0
LA,2018-2019,005,005019,Avoyelles Parish,Plaucheville Elementary School,2200150,2200150,19500500100000.0,220015000076.0,608.0,PK-06,2.0,606,ADM,8209,968,9178,6990,783,7773,1219,185,1404,4974654,586608,5561868,9350.610407,0.85,0.15,0.52,0.09,0.11,0.05,0.23,0,1,0,0,0,0,0
LA,2018-2019,005,005020,Avoyelles Parish,Riverside Elementary School,2200150,2200150,19500500100000.0,220015000077.0,306.0,PK-06,2.0,299,ADM,10308,1032,11339,9089,847,9935,1219,185,1404,3082092,308568,3390361,11511.61041,0.88,0.12,0.52,0.06,0.14,0.07,0.2,0,1,0,0,0,0,0
LA,2018-2019,333,333001,Avoyelles Public Charter School,Avoyelles Public Charter School,2200035,2200035,,220003501494.0,733.0,KG-12,4.0,718,ADM,7086,589,7675,6687,589,7276,399,0,399,5087748,422902,5510650,7693.212824,0.95,0.05,0.72,0.01,0.04,0.06,0.18,0,1,0,0,0,0,0
LA,2018-2019,WAQ,WAQ001,Baton Rouge University Preparatory Elementary,Baton Rouge University Preparatory Elementary,2200260,2200260,,220026002390.0,289.0,KG-05,2.0,306,ADM,12033,839,12872,11130,783,11912,903,56,959,3682098,256734,3938832,12360.47059,0.93,0.07,0.38,0.08,0.09,0.15,0.3,0,1,0,0,0,0,0
LA,2018-2019,006,006001,Beauregard Parish,Carver Elementary School,2200180,2200180,19500600100000.0,220018000079.0,369.0,02-03,2.0,371,ADM,10711,688,11399,9629,645,10273,1082,43,1125,3973781,255248,4229029,11453.32857,0.9,0.1,0.55,0.12,0.08,0.06,0.19,0,1,0,0,0,0,0
LA,2018-2019,006,006002,Beauregard Parish,DeRidder High School,2200180,2200180,19500600100000.0,220018000081.0,724.0,08-12,4.0,712,ADM,8913,608,9521,7831,565,8396,1082,43,1125,6346056,432896,6778952,9575.328567,0.88,0.12,0.579999999999999,0.11,0.03,0.07,0.21,0,1,0,0,0,0,0
LA,2018-2019,006,006003,Beauregard Parish,DeRidder Junior High School,2200180,2200180,19500600100000.0,220018000082.0,561.0,06-08,3.0,559,ADM,8580,579,9160,7498,536,8035,1082,43,1125,4796220,323661,5120440,9214.328567,0.88,0.12,0.569999999999999,0.11,0.03,0.08,0.21,0,1,0,0,0,0,0
LA,2018-2019,006,006022,Beauregard Parish,East Beauregard Elementary School,2200180,2200180,19500600100000.0,220018001507.0,445.0,PK-05,2.0,462,ADM,8855,593,9448,7773,550,8323,1082,43,1125,4091010,273966,4364976,9502.328567,0.88,0.12,0.579999999999999,0.1,0.03,0.06,0.22,0,1,0,0,0,0,0
LA,2018-2019,006,006004,Beauregard Parish,East Beauregard High School,2200180,2200180,19500600100000.0,220018000083.0,446.0,06-12,4.0,434,ADM,10618,668,11286,9536,625,10160,1082,43,1125,4608212,289912,4898124,11340.32857,0.9,0.1,0.56,0.11,0.1,0.06,0.17,0,1,0,0,0,0,0
LA,2018-2019,006,006006,Beauregard Parish,K.R. Hanchey Elementary School,2200180,2200180,19500600100000.0,220018001572.0,504.0,PK-01,1.0,540,ADM,10745,679,11425,9663,636,10299,1082,43,1125,5802300,366660,6169500,11479.32857,0.9,0.1,0.59,0.09,0.06,0.07,0.18,0,1,0,0,0,0,0
LA,2018-2019,006,006008,Beauregard Parish,Merryville High School,2200180,2200180,19500600100000.0,220018000086.0,490.0,PK-12,4.0,502,ADM,10396,658,11054,9314,615,9928,1082,43,1125,5218792,330316,5549108,11108.32857,0.9,0.1,0.62,0.08,0.07,0.05,0.19,0,1,0,0,0,0,0
LA,2018-2019,006,006009,Beauregard Parish,Pine Wood Elementary School,2200180,2200180,19500600100000.0,220018000087.0,383.0,04-05,2.0,378,ADM,9306,613,9919,8224,570,8793,1082,43,1125,3517668,231714,3749382,9973.328567,0.89,0.11,0.56,0.11,0.04,0.09,0.2,0,1,0,0,0,0,0
LA,2018-2019,006,006010,Beauregard Parish,Singer High School,2200180,2200180,19500600100000.0,220018000088.0,338.0,PK-12,4.0,341,ADM,12060,715,12776,10978,672,11650,1082,43,1125,4112460,243815,4356616,12830.32857,0.91,0.09,0.56,0.09,0.11,0.06,0.18,0,1,0,0,0,0,0
LA,2018-2019,006,006013,Beauregard Parish,South Beauregard Elementary School,2200180,2200180,19500600100000.0,220018001864.0,506.0,PK-03,2.0,529,ADM,9033,620,9653,7951,577,8528,1082,43,1125,4778457,327980,5106437,9707.328567,0.88,0.12,0.6,0.11,0.04,0.06,0.2,0,1,0,0,0,0,0
LA,2018-2019,006,006011,Beauregard Parish,South Beauregard High School,2200180,2200180,19500600100000.0,220018000089.0,727.0,07-12,4.0,714,ADM,8586,579,9165,7504,536,8039,1082,43,1125,6130404,413406,6543810,9219.328567,0.88,0.12,0.56,0.12,0.05,0.07,0.21,0,1,0,0,0,0,0
LA,2018-2019,006,006012,Beauregard Parish,South Beauregard Upper Elementary School,2200180,2200180,19500600100000.0,220018002332.0,381.0,04-06,2.0,375,ADM,8815,548,9364,7733,505,8239,1082,43,1125,3305625,205500,3511500,9418.328567,0.88,0.12,0.55,0.08,0.06,0.09,0.22,0,1,0,0,0,0,0
LA,2018-2019,337,337001,"Belle Chasse Academy, Inc.",Belle Chasse Academy,2200041,2200041,,220004101630.0,947.0,PK-08,3.0,960,ADM,14682,1002,15684,14026,971,14997,656,31,687,14094720,961920,15056640,15509.08976,0.96,0.04,0.51,0.1,0.04,0.09,0.25,0,1,0,0,0,0,0
LA,2018-2019,WBB,WBB001,Benjamin Franklin High School,Benjamin Franklin High School,2200299,2200299,,220029900888.0,995.0,09-12,4.0,982,ADM,10858,343,11202,10321,343,10665,537,0,537,10662556,336826,11000364,11251.88543,0.95,0.05,0.579999999999999,0.1,0.01,0.13,0.17,0,1,0,0,0,0,0
LA,2018-2019,007,007001,Bienville Parish,Arcadia High School,2200210,2200210,19500700100000.0,220021000090.0,281.0,06-12,4.0,275,ADM,20970,1009,21980,18442,952,19395,2528,57,2585,5766750,277475,6044500,22084.24536,0.88,0.12,0.53,0.15,0.12,0.04,0.16,0,1,0,0,0,0,0
LA,2018-2019,007,007016,Bienville Parish,Bienville Educational Center,2200210,2200210,19500700100000.0,220021002066.0,0.0,PK-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,1,0,0,0,1,0
LA,2018-2019,007,007002,Bienville Parish,Bienville High School,2200210,2200210,19500700100000.0,220021000091.0,14.0,PK-12,4.0,25,ADM,50898,1360,52258,48370,1303,49673,2528,57,2585,1272450,34000,1306450,52362.24536,0.95,0.05,0.33,0.05,0.28,0.13,0.2,0,1,0,0,0,1,0
LA,2018-2019,007,007003,Bienville Parish,Castor High School,2200210,2200210,19500700100000.0,220021000092.0,562.0,PK-12,4.0,559,ADM,15130,631,15761,12602,574,13176,2528,57,2585,8457670,352729,8810399,15865.24536,0.84,0.16,0.61,0.05,0.07,0.03,0.23,0,1,0,0,0,0,0
LA,2018-2019,007,007004,Bienville Parish,Crawford Elementary School,2200210,2200210,19500700100000.0,220021000094.0,256.0,PK-05,2.0,265,ADM,17740,732,18472,15212,675,15887,2528,57,2585,4701100,193980,4895080,18576.24536,0.86,0.14,0.6,0.06,0.02,0.08,0.24,0,1,0,0,0,0,0
