state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_PA,enrollmetric,pp_stloc_raw_PA,pp_fed_raw_PA,pp_total_raw_PA,schoolstloc_raw_PA,schoolfed_raw_PA,schooltot_raw_PA,pp_total_norm_NERDS,perlocal_raw_PA,nonperlocal_raw_PA,perstate_raw_PA,nonperstate_raw_PA,perfed_raw_PA,nonperfed_raw_PA,pp_personnel_raw_PA,pp_nonpersonnel_raw_PA,pp_perfed_raw_PA,pp_perstloc_raw_PA,pp_perstate_raw_PA,pp_perlocal_raw_PA,pp_nonperfed_raw_PA,pp_nonperstloc_raw_PA,pp_nonperstate_raw_PA,pp_nonperlocal_raw_PA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
PA,2018-2019,124150002,7691,21st Century Cyber CS,21st Century Cyber CS,4200091,4200091,,420009100597,1235.0,06-12,4,1341.89,ADM,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
PA,2018-2019,103020407,5273,A W Beattie Career Center,A W BEATTIE CAREER CENTER,4280010,4280010,39500290100000.0,428001007041,0.0,09-12,4,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,1,0,1,1,1
PA,2018-2019,119350303,5091,Abington Heights SD,Abington Heights HS,4202010,4202010,39503500100000.0,420201005091,1031.0,09-12,4,1018.11,ADM,14359.55,285.57,14645.1199999999,14619606.3,290738.56,14910344.86,13348.32605,7254736.95,2806453.37,3286898.25,1271517.73,209640.38,81098.1799999999,10751275.58,4159069.28,205.91,10354.1199999999,3228.43,7125.69,79.66,4005.43,1248.9,2756.53,0,0,1,0,1,0,0
PA,2018-2019,119350303,6839,Abington Heights SD,Abington Heights MS,4202010,4202010,39503500100000.0,420201006839,1119.0,05-08,3,1119.02,ADM,14179.77,281.99,14461.76,15867448.55,315554.26,16183002.81,13164.96605,7873957.95,3045995.46,3567448.25,1380046.89,227534.03,88020.23,11668940.2299999,4514062.58,203.33,10224.49,3188.01,7036.48,78.66,3955.27999999999,1233.26,2722.02,0,0,1,0,1,0,0
PA,2018-2019,119350303,7570,Abington Heights SD,Clarks Summit El Sch,4202010,4202010,39503500100000.0,420201000371,339.0,KG-04,2,333.922,ADM,14395.66,286.29,14681.95,4807028.65,95596.87,4902625.52,13385.15605,2385408.17,922781.47,1080755.1,418083.91,68931.22,26665.65,3535094.49,1367531.02999999,206.43,10380.16,3236.55,7143.61,79.86,4015.5,1252.04,2763.46,0,0,1,0,1,0,0
PA,2018-2019,119350303,2407,Abington Heights SD,Newton-Ransom Sch,4202010,4202010,39503500100000.0,420201002407,253.0,KG-04,2,250.696,ADM,14310.3499999999,284.59,14594.9399999999,3587546.46,71345.15,3658891.61,13298.14605,1780260.38,688683.51,806581.24,312021.33,51444.24,19900.91,2638285.86,1020605.75,205.21,10318.64,3217.37,7101.27,79.38,3991.71,1244.62,2747.09,0,0,1,0,1,0,0
PA,2018-2019,119350303,6398,Abington Heights SD,South Abington Sch,4202010,4202010,39503500100000.0,420201006398,259.0,KG-04,2,262.452,ADM,13993.52,278.289999999999,14271.81,3672626.61,73037.14,3745663.75,12975.01605,1822479.99,705015.93,825709.65,319421.039999999,52664.27,20372.87,2700853.91,1044809.84,200.66,10090.19,3146.14,6944.05,77.63,3903.33,1217.06,2686.27,0,0,1,0,1,0,0
PA,2018-2019,119350303,2402,Abington Heights SD,Waverly Sch,4202010,4202010,39503500100000.0,420201002402,356.0,KG-04,2,359.258,ADM,14051.43,279.44,14330.87,5048089.08,100390.81,5148479.89,13034.07605,2505030.41,969056.64,1134952.26,439049.77,72387.95,28002.86,3712370.62,1436109.27,201.49,10131.95,3159.16,6972.79,77.95,3919.48,1222.1,2697.38,0,0,1,0,1,0,0
PA,2018-2019,123460302,3242,Abington SD,Abington JHS,4202040,4202040,39504600100000.0,420204003242,1960.0,07-09,3,1973.98,ADM,16638.84,325.78,16964.62,32844728.58,643095.8,33487824.38,16661.3736,29253237.6099999,3591490.97,0,0,424547.9,218547.9,29677785.5099999,3810038.87,215.07,14819.42,0,14819.42,110.71,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,3241,Abington SD,Abington SHS,4202040,4202040,39504600100000.0,420204003241,1808.0,10-12,4,1751.22,ADM,16638.8799999999,300.599999999999,16939.4799999999,29138339.14,526418.159999999,29664757.3,16636.2336,25952132.82,3186206.32,0,0,332976.099999999,193442.06,26285108.92,3379648.38,190.14,14819.46,0,14819.46,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,7707,Abington SD,Copper Beech Sch,4202040,4202040,39504600100000.0,420204000620,1156.0,KG-06,2,1167.74,ADM,16948.27,462.43,17410.7,19791159.35,540003.51,20331162.86,17107.4536,17305225.53,2124604.52999999,361329.29,0,411013.79,128989.72,18077568.61,2253594.25,351.97,15128.85,309.43,14819.42,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,3229,Abington SD,Highland Sch,4202040,4202040,39504600100000.0,420204003229,500.0,KG-06,2,505.923,ADM,16638.86,374.26,17013.12,8417982.38,189345.11,8607327.49,16709.8736,7497496.54,920485.84,0,0,133460.26,55884.85,7630956.8,976370.69,263.8,14819.44,0,14819.44,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,5075,Abington SD,McKinley Sch,4202040,4202040,39504600100000.0,420204005075,754.0,KG-06,2,755.158,ADM,16692.39,144.899999999999,16837.29,12605395.57,109423.739999999,12714819.31,16534.0436,11191020.16,1373948.7,40426.71,0,26008.09,83415.6499999999,11257454.96,1457364.34999999,34.44,14872.97,53.53,14819.44,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,3232,Abington SD,Overlook Sch,4202040,4202040,39504600100000.0,420204003232,587.0,KG-06,2,582.811,ADM,16638.86,362.52,17001.38,9697311.12,211279.15,9908590.27,16698.1336,8636933.8,1060377.32,0,0,146901.16,64377.99,8783834.96,1124755.31,252.06,14819.44,0,14819.44,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,3234,Abington SD,Roslyn Sch,4202040,4202040,39504600100000.0,420204003234,511.0,KG-06,2,515.538,ADM,16638.86,795.81,17434.67,8577965.04,410272.39,8988237.43,17131.4236,7639985.48,937979.56,0,0,353325.45,56946.94,7993310.93,994926.5,685.35,14819.44,0,14819.44,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,3226,Abington SD,Rydal East Sch,4202040,4202040,39504600100000.0,420204003226,636.0,KG-06,2,641.591,ADM,16638.86,254.68,16893.54,10675343.36,163399.83,10838743.19,16590.2936,9508020.59999999,1167322.76,0,0,92528.93,70870.8999999999,9600549.53,1238193.66,144.22,14819.44,0,14819.44,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,123460302,4910,Abington SD,Willow Hill Sch,4202040,4202040,39504600100000.0,420204004910,425.0,KG-06,2,436.527,ADM,16638.86,578.18,17217.04,7263312,252391.04,7515703.04,16913.7936,6469086.54999999,794225.45,0,0,204171.75,48219.29,6673258.3,842444.74,467.72,14819.44,0,14819.44,110.46,1819.42,0,1819.42,0,0,1,0,1,0,0
PA,2018-2019,125230001,7824,Achievement House CS,Achievement House CS,4200128,4200128,,420012800843,494.0,07-12,4,572.841,ADM,14073.04,856.11,14929.15,8061612,490417,8552029,13706.41923,4626061,3408583,14173,12795,302243,188174,4942477,3609552,527.62,8100.38999999999,24.74,8075.65,328.49,5972.65,22.34,5950.31,0,0,1,0,1,0,0
PA,2018-2019,126514368,8217,ACT Academy Cyber CS,ACT ACADEMY CYBER CS,4200868,4200868,,420086807433,76.0,09-12,4,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,1,0,1,1,1
PA,2018-2019,126510015,7825,Ad Prima CS,Ad Prima CS,4200129,4200129,,420012900846,634.0,KG-08,3,628.143,ADM,11955.16,1081.15999999999,13036.32,7509548,679125,8188673,12861.75691,2942625,4532447,34476,0,421335,257790,3398436,4790237,670.76,4739.53,54.89,4684.64,410.4,7215.63,0,7215.63,0,0,1,0,1,0,0
PA,2018-2019,108110307,6661,Admiral Peary AVTS,ADMIRAL PEARY AVTS,4280120,4280120,39501191200000.0,428012007053,0.0,09-12,4,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,1,0,1,1,1
PA,2018-2019,126510020,7858,Agora Cyber CS,Agora Cyber CS,4200140,4200140,,420014000896,5499.0,KG-12,4,5795.38,ADM,15312.89,896.339999999999,16209.23,,5194669,,,52937952,35508469,,297616,3673140,1521529,,37327614,633.8,9134.51,0,9134.51,262.54,6178.38,51.35,6127.03,0,0,1,0,1,1,1
PA,2018-2019,101260303,8364,Albert Gallatin Area SD,A L Wilson El Sch,4202100,4202100,39502670300000.0,420210007575,390.0,KG-05,2,392.361,ADM,11627.11,601.02,12228.13,4562024.68,235815.71,4797840.39,12916.01746,1022121.61,209625.05,2763513.99,566764.03,191933.66,43882.05,3977569.26,820271.13,489.18,9648.34,7043.29,2605.05,111.84,1978.77,1444.5,534.27,0,0,1,0,1,0,0
PA,2018-2019,101260303,6001,Albert Gallatin Area SD,Albert Gallatin Area SHS,4202100,4202100,39502670300000.0,420210006001,1052.0,09-12,4,924.403,ADM,13884.47,71.19,13955.66,12834840.39,65813.34,12900653.73,14643.54746,2890086.47,575320.43,7813937.5,1555495.99,33254.9499999999,32558.39,10737278.92,2163374.81,35.97,11579.4,8452.96,3126.44,35.22,2305.07,1682.7,622.37,0,0,1,0,1,0,0
PA,2018-2019,101260303,7607,Albert Gallatin Area SD,Albert Gallatin North MS,4202100,4202100,39502670300000.0,420210000407,388.0,06-08,3,386.126,ADM,14105.83,77.64,14183.47,5446628.66,29978.68,5476607.34,14871.35746,1221035.55,249554.19,3301318.33,674720.59,13802.36,16176.32,4536156.24,940451.1,35.75,11712.12,8549.85,3162.27,41.89,2393.71,1747.41,646.3,0,0,1,0,1,0,0
PA,2018-2019,101260303,7608,Albert Gallatin Area SD,Albert Gallatin South MS,4202100,4202100,39502670300000.0,420210000408,385.0,06-08,3,390.139,ADM,12757.67,77.36,12835.03,4977267.44999999,30180.05,5007447.49999999,13522.91746,1091246.69,252615.52,2950407.71,682997.53,13868.4,16311.65,4055522.8,951924.7,35.55,10359.52,7562.45,2797.07,41.81,2398.15,1750.65,647.5,0,0,1,0,1,0,0
PA,2018-2019,101260303,4922,Albert Gallatin Area SD,Friendship Hill El Sch,4202100,4202100,39502670300000.0,420210004922,220.0,KG-05,2,218.85,ADM,12292.34,1867.92999999999,14160.27,2690178.11,408796.5,3098974.61,14848.15746,607724.01,118624.08,1643105.66,320724.36,373751.09,35045.41,2624580.76,474393.85,1707.8,10284.81,7507.91,2776.9,160.13,2007.53,1465.5,542.03,0,0,1,0,1,0,0
PA,2018-2019,101260303,2129,Albert Gallatin Area SD,George J Plava El Sch,4202100,4202100,39502670300000.0,420210002129,330.0,KG-05,2,334.668,ADM,10458.38,1107.81,11566.19,3500084.42,370749.13,3870833.55,12254.07746,770506.31,174516.48,2083220.77,471840.86,334477.08,36272.05,3188204.16,682629.39,999.43,8527.04,6224.74,2302.3,108.38,1931.34,1409.88,521.46,0,0,1,0,1,0,0
PA,2018-2019,101260303,6002,Albert Gallatin Area SD,Masontown El Sch,4202100,4202100,39502670300000.0,420210006002,236.0,KG-05,2,242.367,ADM,11472.81,1846.71,13319.52,2780629.23,447582.3,3228211.53,14007.40746,617107.3,133662.59,1668475.3,361384.04,410318.2,37264.1,2695900.8,532310.73,1692.96,9430.26,6884.09,2546.17,153.75,2042.55,1491.06,551.49,0,0,1,0,1,0,0
PA,2018-2019,101260303,4921,Albert Gallatin Area SD,Smithfield El Sch,4202100,4202100,39502670300000.0,420210004921,312.0,KG-05,2,308.351,ADM,11540.38,1047.41,12587.7899999999,3558489.64,322970.55,3881460.19,13275.67746,799350.96,161441.25,2161208.14,436489.29,281324.87,41645.68,3241883.97,639576.22,912.35,9601.26,7008.92,2592.34,135.06,1939.12,1415.56,523.56,0,0,1,0,1,0,0
PA,2018-2019,127040503,8085,Aliquippa SD,Aliquippa El Sch,4202130,4202130,39500400100000.0,420213000615,591.0,KG-06,2,582.817,ADM,13953.49,1023.52,14977.01,8132334.34,596526.669999999,8728861.01,16078.61031,6138467.86,1646661.23,319939.469999999,27265.78,543047.46,53479.21,7001454.79,1727406.22,931.76,11081.36,548.95,10532.41,91.76,2872.13,46.78,2825.35,0,0,1,0,1,0,0
PA,2018-2019,127040503,8086,Aliquippa SD,Aliquippa JSHS,4202130,4202130,39500400100000.0,420213007336,419.0,07-12,4,379.455,ADM,18832.29,1875.1,20707.39,7146005.76,711516.919999999,7857522.68,21808.99031,5136084.63,1984130.57,0,25790.56,655683.839999999,55833.08,5791768.47,2065754.21,1727.96,13535.42,0,13535.42,147.14,5296.87,67.97,5228.9,0,0,1,0,1,0,0
PA,2018-2019,103020603,5296,Allegheny Valley SD,Acmetonia El Sch,4202190,4202190,39500270100000.0,420219005296,503.0,KG-06,2,483.139,ADM,21125,907.47,22032.47,10206305.26,438432.91,10644738.17,21163.94657,3555066.18,4013454.15,1377751,1260033.93,382558.01,55874.9,5315375.18999999,5329362.98,791.82,10209.94,2851.67,7358.27,115.65,10915.06,2608.02,8307.04,0,0,1,0,1,0,0
PA,2018-2019,103020603,29,Allegheny Valley SD,Springdale JSHS,4202190,4202190,39500270100000.0,420219000029,414.0,07-12,4,393.207,ADM,21950.3299999999,220.49,22170.82,8631024.58,86701.09,8717725.67,21302.29657,2908690.51,3283735.21,1407662,1030936.86,40985.2699999999,45715.82,4357337.77999999,4360387.89,104.23,10977.3,3579.95,7397.35,116.26,10973.0299999999,2621.87,8351.16,0,0,1,0,1,0,0
PA,2018-2019,106160303,7467,Allegheny-Clarion Valley SD,Allegheny-Clarion Valley Elem,4202310,4202310,39501670500000.0,420231000208,359.0,KG-06,2,355.178,ADM,17417.68,979.71,18397.39,6186376.95,347972.35,6534349.3,18892.69392,1488032.97,404757.5,3375438.72,918147.76,292659.87,55312.48,5156131.56,1378217.74,823.98,13693.05,9503.51,4189.54,155.73,3724.63,2585.04,1139.59,0,0,1,0,1,0,0
PA,2018-2019,106160303,4664,Allegheny-Clarion Valley SD,Allegheny-Clarion Valley HS,4202310,4202310,39501670500000.0,420231004664,302.0,07-12,4,273.581,ADM,21646.75,59.42,21706.17,5922139.16,16256.5299999999,5938395.69,22201.47392,1431766.63,380177.36,3247804.74,862390.43,5999.65,10256.8799999999,4685571.02,1252824.67,21.93,17104.89,11871.46,5233.43,37.49,4541.86,3152.23,1389.63,0,0,1,0,1,0,0
PA,2018-2019,121390302,8412,Allentown City SD,Building 21 Allentown,4202280,4202280,39503900100000.0,420228007623,480.0,09-12,4,460.923,ADM,12931.9699999999,1006.86999999999,13938.8399999999,5960638,464090,6424728,14566.10207,1741008,384630,3141064,693936,380114,83976,5262186,1162542,824.68,10591.9499999999,6814.73,3777.22,182.19,2340.02,1505.54,834.48,0,0,1,0,1,0,0
PA,2018-2019,121390302,2790,Allentown City SD,Central El Sch,4202280,4202280,39503900100000.0,420228002790,754.0,KG-05,2,743.231,ADM,12086.8,941.07,13027.8699999999,8983284,699432,9682716,13655.13207,2779057,424494,5013875,765858,606752,92680,8399684,1283032,816.37,10485.21,6746.05,3739.16,124.7,1601.59,1030.44,571.15,0,0,1,0,1,0,0
PA,2018-2019,121390302,7102,Allentown City SD,Cleveland El Sch,4202280,4202280,39503900100000.0,420228007117,292.0,01-05,2,295.655,ADM,14078.44,1096.13999999999,15174.58,4162361,324078,4486439,15801.84207,1302052,182298,2349115,328896,284277,39801,3935444,550995,961.52,12349.42,7945.46,4403.96,134.62,1729.02,1112.43,616.59,0,0,1,0,1,0,0
PA,2018-2019,121390302,2792,Allentown City SD,Francis D Raub MS,4202280,4202280,39503900100000.0,420228002792,918.0,06-08,3,923.742,ADM,15401.3,1199.13,16600.43,14226826,1107690,15334516,17227.69207,4381702,691763,7905308,1248053,956657,151033,13243667,2090849,1035.63,13301.35,8557.92,4743.43,163.5,2099.95,1351.08,748.87,0,0,1,0,1,0,0
PA,2018-2019,121390302,2791,Allentown City SD,Harrison-Morton MS,4202280,4202280,39503900100000.0,420228002791,838.0,06-08,3,816.599,ADM,16283.17,1267.79,17550.96,13296826,1035280,14332106,18178.22207,4142390,599425,7473550,1081461,904408,130872,12520348,1811758,1107.53,14224.77,9152.04,5072.73,160.26,2058.39999999999,1324.35,734.05,0,0,1,0,1,0,0
PA,2018-2019,121390302,2768,Allentown City SD,Hiram W Dodd El Sch,4202280,4202280,39503900100000.0,420228002768,684.0,KG-05,2,679.932,ADM,12227.1099999999,951.99,13179.0999999999,8313604,647291,8960895,13806.36207,2591232,373503,4675008,673861,565744,81547,7831984,1128911,832.06,10686.72,6875.7,3811.02,119.93,1540.39,991.07,549.32,0,0,1,0,1,0,0
PA,2018-2019,121390302,8413,Allentown City SD,Jackson Early Childhood Center,4202280,4202280,39503900100000.0,420228007624,270.0,KG-K,1,268.316,ADM,13453.63,1047.49,14501.1199999999,3609823,281058,3890881,15128.38207,1141283,146025,2059062,263453,249176,31882,3449521,441360,928.67,11927.52,7674.02,4253.5,118.82,1526.11,981.88,544.23,0,0,1,0,1,0,0
PA,2018-2019,121390302,2774,Allentown City SD,Jefferson El Sch,4202280,4202280,39503900100000.0,420228002774,562.0,KG-05,2,578.016,ADM,12591,980.32,13571.32,7277800,566644,7844444,14198.58207,2266506,328849,4089148,593297,494846,71798,6850500,993944,856.11,10995.63,7074.45,3921.18,124.21,1595.37,1026.44,568.93,0,0,1,0,1,0,0
PA,2018-2019,121390302,2775,Allentown City SD,Lehigh Parkway El Sch,4202280,4202280,39503900100000.0,420228002775,348.0,KG-05,2,337.795,ADM,11855.26,923.04,12778.3,4004645,311799,4316444,13405.56207,1235138,192968,2228392,348147,269668,42131,3733198,583246,798.32,10253.35,6596.88,3656.47,124.72,1601.91,1030.65,571.26,0,0,1,0,1,0,0
PA,2018-2019,121390302,2795,Allentown City SD,Louis E Dieruff HS,4202280,4202280,39503900100000.0,420228002795,1907.0,09-12,4,1696.94,ADM,13855.88,1078.81,14934.69,23512591,1830673,25343264,15561.95207,7349407,1035478,13259535,1868171,1604597,226076,22213539,3129725,945.58,12144.77,7813.79,4330.98,133.23,1711.11,1100.91,610.2,0,0,1,0,1,0,0
PA,2018-2019,121390302,8140,Allentown City SD,Luis A. Ramos El Sch,4202280,4202280,39503900100000.0,420228007364,770.0,KG-05,2,758.845,ADM,11937.99,929.48,12867.47,9059077,705333,9764410,13494.73207,2793952,436629,5040747,787749,610004,95329,8444703,1319707,803.86,10324.51,6642.66,3681.85,125.62,1613.48,1038.09,575.39,0,0,1,0,1,0,0
PA,2018-2019,121390302,2777,Allentown City SD,McKinley El Sch,4202280,4202280,39503900100000.0,420228002777,255.0,01-05,2,254.559,ADM,14157.64,1102.3,15259.94,3603954,280601,3884555,15887.20207,1144436,140779,2064751,253988,249865,30736,3459052,425503,981.56,12606.85,8111.09,4495.76,120.74,1550.79,997.76,553.03,0,0,1,0,1,0,0
PA,2018-2019,121390302,2779,Allentown City SD,Mosser El Sch,4202280,4202280,39503900100000.0,420228002779,578.0,KG-05,2,561.902,ADM,14034.84,1092.74,15127.58,7886203,614013,8500216,15754.84207,2480334,331985,4474929,598955,541531,72482,7496794,1003422,963.75,12378.08,7963.9,4414.18,128.99,1656.76,1065.94,590.82,0,0,1,0,1,0,0
PA,2018-2019,121390302,2780,Allentown City SD,Muhlenberg El Sch,4202280,4202280,39503900100000.0,420228002780,474.0,KG-05,2,470.469,ADM,11613.17,904.199999999999,12517.37,5463639,425395,5889034,13144.63207,1672522,275880,3017503,497734,365162,60233,5055187,833847,776.17,9968.83,6413.82,3555.01,128.03,1644.34,1057.95,586.39,0,0,1,0,1,0,0
PA,2018-2019,121390302,2781,Allentown City SD,Ritter El Sch,4202280,4202280,39503900100000.0,420228002781,601.0,KG-05,2,590.641,ADM,11101.94,864.39,11966.33,6557262,510543,7067805,12593.59207,2010580,327822,3627415,591445,438970,71573,6076965,990840,743.21,9545.55,6141.49,3404.06,121.18,1556.38999999999,1001.36,555.03,0,0,1,0,1,0,0
PA,2018-2019,121390302,2782,Allentown City SD,Roosevelt El Sch,4202280,4202280,39503900100000.0,420228002782,711.0,KG-05,2,716.545,ADM,11449.24,891.43,12340.67,8203895,638750,8842645,12967.93207,2524639,400973,4554862,723421,551205,87545,7630706,1211939,769.25,9880.05,6356.7,3523.35,122.18,1569.19,1009.6,559.59,0,0,1,0,1,0,0
PA,2018-2019,121390302,6448,Allentown City SD,Sheridan El Sch,4202280,4202280,39503900100000.0,420228006448,624.0,01-05,2,616.62,ADM,11186.13,870.939999999999,12057.07,6897589,537041,7434630,12684.33207,2100319,359448,3789319,648503,458563,78478,6348201,1086429,743.67,9551.49,6145.31,3406.18,127.27,1634.63999999999,1051.71,582.93,0,0,1,0,1,0,0
PA,2018-2019,121390302,2793,Allentown City SD,South Mountain MS,4202280,4202280,39503900100000.0,420228002793,1136.0,06-08,3,1138.35,ADM,15657.79,1219.1,16876.89,17824046,1387767,19211813,17504.15207,5498164,858115,9919588,1548179,1200415,187352,16618167,2593646,1054.52,13543.95,8714.01,4829.94,164.58,2113.84,1360.02,753.82,0,0,1,0,1,0,0
PA,2018-2019,121390302,4929,Allentown City SD,Trexler MS,4202280,4202280,39503900100000.0,420228004929,841.0,06-08,3,826.642,ADM,15633.32,1217.2,16850.52,12923166,1006188,13929354,17477.78207,3946194,662369,7119581,1195022,861573,144615,11927348,2002006,1042.26,13386.41,8612.65,4773.76,174.94,2246.91,1445.63,801.28,0,0,1,0,1,0,0
PA,2018-2019,121390302,2785,Allentown City SD,Union Terrace El Sch,4202280,4202280,39503900100000.0,420228002785,734.0,KG-05,2,717.536,ADM,11029.62,858.75,11888.37,7914152,616190,8530342,12515.63207,2428228,394058,4380921,710945,530155,86035,7339304,1191038,738.85,9489.63,6105.51,3384.12,119.9,1539.98999999999,990.81,549.18,0,0,1,0,1,0,0
PA,2018-2019,121390302,2786,Allentown City SD,Washington El Sch,4202280,4202280,39503900100000.0,420228002786,439.0,01-05,2,434.508,ADM,12648.77,984.83,13633.6,5495993,427914,5923907,14260.86207,1728892,231048,3119204,416849,377469,50445,5225565,698342,868.73,11157.66,7178.7,3978.96,116.1,1491.11,959.36,531.75,0,0,1,0,1,0,0
PA,2018-2019,121390302,2794,Allentown City SD,William Allen HS,4202280,4202280,39503900100000.0,420228002794,2605.0,09-12,4,2237.32,ADM,14442.07,1124.45,15566.52,32311522,2515751,34827273,16193.78207,10126617,1396077,18270076,2518752,2210945,304806,30607638,4219635,988.21,12692.2799999999,8166.05,4526.23,136.24,1749.79,1125.79,624,0,0,1,0,1,0,0
PA,2018-2019,126512990,7543,Alliance for Progress CS,Alliance for Progress CS,4200039,4200039,,420003900398,529.0,KG-08,3,490.144,ADM,11685.05,1351.01,13036.06,5727353,662191,6389544,13120.09781,3821205,1788441,8733,108974,585969,76222,4415907,1973637,1195.5,7813.91,17.82,7796.09,155.51,3871.14,222.33,3648.81,0,0,1,0,1,0,0
PA,2018-2019,108070502,913,Altoona Area SD,Altoona Area HS,4202340,4202340,39500700200000.0,420234000913,1678.0,07-12,4,1455.42,ADM,15630.87,547.34,16178.21,22749496.8099999,796609.28,23546106.0899999,17133.69853,5606546.01999999,1139380.29,13186359.85,2817210.65,680702.92,115906.36,19473608.79,4072497.3,467.7,12912.35,9060.17,3852.18,79.64,2718.52,1935.67,782.85,0,0,1,0,1,0,0
PA,2018-2019,108070502,7986,Altoona Area SD,Altoona Area Jr HS,4202340,4202340,39500700200000.0,420234006850,1744.0,07-09,3,1671.17,ADM,13140.06,437.55,13577.61,21959291.95,731215.179999999,22690507.13,14533.09853,5411562.66,1105233.79,12731398.68,2711096.82,645919.47,85295.71,18788880.81,3901626.32,386.51,10856.44,7618.25,3238.19,51.04,2283.62,1622.27,661.35,0,0,1,0,1,0,0
PA,2018-2019,108070502,891,Altoona Area SD,Baker El Sch,4202340,4202340,39500700200000.0,420234000891,320.0,KG-06,2,318.215,ADM,11111,819.15,11930.15,3535683.5,260666.4,3796349.9,12885.63853,808780.05,185354.96,2054992.89,486555.6,168255.27,92411.13,3032028.21,764321.69,528.75,8999.5,6457.88,2541.62,290.4,2111.5,1529.02,582.48,0,0,1,0,1,0,0
PA,2018-2019,108070502,908,Altoona Area SD,Irving El Sch,4202340,4202340,39500700200000.0,420234000908,352.0,KG-06,2,347.192,ADM,10477.3699999999,1279.07,11756.4399999999,3637657.32,444081.82,4081739.14,12711.92853,824078.13,200635.76,2090688.41,522255.02,342653.12,101428.7,3257419.66,824319.48,986.93,8395.26,6021.71,2373.55,292.14,2082.11,1504.23,577.88,0,0,1,0,1,0,0
PA,2018-2019,108070502,895,Altoona Area SD,Juniata El Sch,4202340,4202340,39500700200000.0,420234000895,599.0,KG-06,2,605.769,ADM,10444.19,1358.08,11802.27,6326766.22,822679.879999999,7149446.1,12757.75853,1534879.65,296433.99,3749225.29,746227.29,664994.079999999,157685.799999999,5949099.02,1200347.08,1097.77,8722.97,6189.2,2533.77,260.31,1721.21999999999,1231.87,489.35,0,0,1,0,1,0,0
PA,2018-2019,108070502,930,Altoona Area SD,Juniata Gap El Sch,4202340,4202340,39500700200000.0,420234000930,690.0,KG-06,2,693.214,ADM,9047.44999999999,890.67,9938.11999999999,6271816.22999999,617429.99,6889246.22,10893.60853,1494817.2,319966.56,3655746.24,801286.23,412957.53,204472.46,5563520.97,1325725.25,595.71,7429.98,5273.62,2156.36,294.96,1617.47,1155.9,461.57,0,0,1,0,1,0,0
PA,2018-2019,108070502,7425,Altoona Area SD,Kimmel Alternative School,4202340,4202340,39500700200000.0,420234000152,27.0,07-12,4,35.053,ADM,24628.81,0,24628.81,863313.51,0,863313.51,25584.29853,236621.96,22358.89,552117.91,52214.75,0,0,788739.87,74573.64,0,22501.36,15750.95,6750.41,0,2127.45,1489.59,637.86,0,0,1,0,1,0,0
PA,2018-2019,108070502,933,Altoona Area SD,Logan El Sch,4202340,4202340,39500700200000.0,420234000933,525.0,KG-06,2,528.139,ADM,10060.48,1639.15,11699.63,5313331.76,865694.47,6179026.22999999,12655.11853,1253820.06,273502.39,3093419.59,692589.72,691875.839999999,173818.63,5039115.49,1139910.74,1310.03,8231.24,5857.21,2374.03,329.12,1829.24,1311.38,517.86,0,0,1,0,1,0,0
PA,2018-2019,108070502,7199,Altoona Area SD,Mowrie A Ebner El Sch,4202340,4202340,39500700200000.0,420234007254,605.0,KG-06,2,595.638,ADM,10123.2299999999,1816.3,11939.5299999999,6029782.79,1081857.59999999,7111640.39,12895.01853,1456635.68,285586.15,3566656.03,720904.93,907914.07,173943.53,5931205.78,1180434.61,1524.27,8433.46,5987.96,2445.5,292.03,1689.77,1210.31,479.46,0,0,1,0,1,0,0
