state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_PA,enrollmetric,pp_stloc_raw_PA,pp_fed_raw_PA,pp_total_raw_PA,schoolstloc_raw_PA,schoolfed_raw_PA,schooltot_raw_PA,pp_total_norm_NERDS,perlocal_raw_PA,nonperlocal_raw_PA,perstate_raw_PA,nonperstate_raw_PA,perfed_raw_PA,nonperfed_raw_PA,pp_personnel_raw_PA,pp_nonpersonnel_raw_PA,pp_perfed_raw_PA,pp_perstloc_raw_PA,pp_perstate_raw_PA,pp_perlocal_raw_PA,pp_nonperfed_raw_PA,pp_nonperstloc_raw_PA,pp_nonperstate_raw_PA,pp_nonperlocal_raw_PA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
PA,2018-2019,116191103,6349,Berwick Area SD,Nescopeck El Sch,4203480,4203480,39501900400000.0,420348006349,198.0,PK-04,2,170.893,ADM,16235.54,1231.28,17466.82,2774541.21,210417.46,2984958.67,19092.90341,2485886.75,288574.15,0,80.31,105539.91,104877.55,2591426.66,393532.01,617.58,14546.45,0,14546.45,613.7,1689.09,0.47,1688.62,0,0,1,0,1,0,0
PA,2018-2019,116191103,1597,Berwick Area SD,Salem El Sch,4203480,4203480,39501900400000.0,420348001597,381.0,KG-04,2,392.46,ADM,11565.2799999999,1104.23,12669.5099999999,4538911.04,433366.589999999,4972277.63,14295.59341,3886662.45,652089.06,0,159.53,421533.6,11832.99,4308196.05,664081.58,1074.08,9903.33,0,9903.33,30.15,1661.95,0.41,1661.54,0,0,1,0,1,0,0
PA,2018-2019,116191103,8378,Berwick Area SD,West Berwick El Sch,4203480,4203480,39501900400000.0,420348007582,498.0,KG-04,2,494.92,ADM,12457.35,1727.08,14184.43,6165391.27,854767.38,7020158.64999999,15810.51341,5419642.74,745547.18,0,201.35,839871.15,14896.23,6259513.89,760644.76,1696.98,10950.54,0,10950.54,30.1,1506.81,0.41,1506.4,0,0,1,0,1,0,0
PA,2018-2019,103021252,4802,Bethel Park SD,Abraham Lincoln El Sch,4203510,4203510,39500200700000.0,420351004802,267.0,KG-04,2,267.441,ADM,51.2899999999999,2.05,53.3399999999999,13717.35,547.37,14264.72,,10310.43,390.93,3014.08,1.91,547.37,0,13871.88,392.84,2.05,49.8199999999999,11.27,38.55,0,1.47,0.01,1.46,0,0,1,0,1,1,1
PA,2018-2019,103021252,7326,Bethel Park SD,Benjamin Franklin El Sch,4203510,4203510,39500200700000.0,420351009977,336.0,KG-04,2,332.935,ADM,47.07,0.84,47.91,15669.09,280.51,15949.6,,11639.03,1400.56,2620.23999999999,9.26,280.51,0,14539.78,1409.82,0.84,42.83,7.87,34.96,0,4.24,0.03,4.21,0,0,1,0,1,1,1
PA,2018-2019,103021252,55,Bethel Park SD,Bethel Memorial El Sch,4203510,4203510,39500200700000.0,420351000055,313.0,KG-04,2,312.388,ADM,40.13,0.53,40.66,12534.99,165.39,12700.38,,10005.57,398.54,2129.37,1.51,165.39,0,12300.3299999999,400.05,0.53,38.85,6.82,32.03,0,1.28,0,1.28,0,0,1,0,1,1,1
PA,2018-2019,103021252,62,Bethel Park SD,Bethel Park HS,4203510,4203510,39500200700000.0,420351000062,1391.0,09-12,4,1383.09,ADM,9.79999999999999,0,9.79999999999999,13555.99,2.69,13558.68,,11372.58,850.66,1329.71,3.04,2.69,0,12704.98,853.699999999999,0,9.18,0.96,8.22,0,0.62,0,0.62,0,0,1,0,1,1,1
PA,2018-2019,103021252,4902,Bethel Park SD,George Washington El Sch,4203510,4203510,39500200700000.0,420351004902,255.0,KG-04,2,253.557,ADM,53.66,3.8,57.46,13606.76,964.64,14571.4,,10212.39,431.69,2929.56,33.1199999999999,964.64,0,14106.5899999999,464.81,3.8,51.83,11.55,40.28,0,1.83,0.13,1.7,0,0,1,0,1,1,1
PA,2018-2019,103021252,61,Bethel Park SD,Independence MS,4203510,4203510,39500200700000.0,420351000061,683.0,07-08,3,677.261,ADM,21.37,0.85,22.22,14481.41,574.46,15055.8699999999,,11561.96,510.87,2393.91,14.67,574.46,0,14530.3299999999,525.54,0.85,20.6,3.53,17.07,0,0.77,0.02,0.75,0,0,1,0,1,1,1
PA,2018-2019,103021252,7327,Bethel Park SD,Neil Armstrong 5-6 MS,4203510,4203510,39500200700000.0,420351009978,630.0,05-06,2,619.588,ADM,25.33,0,25.33,15703.78,0,15703.78,,12890.1,479.82,2325.94,7.92,0,0,15216.04,487.74,0,24.55,3.75,20.8,0,0.78,0.01,0.77,0,0,1,0,1,1,1
PA,2018-2019,103021252,60,Bethel Park SD,William Penn El Sch,4203510,4203510,39500200700000.0,420351000060,190.0,KG-04,2,186.338,ADM,83.63,4.72,88.35,15583.47,879.91,16463.38,,11117.88,447.64,4016.3,1.65,879.91,0,16014.09,449.289999999999,4.72,81.22,21.55,59.67,0,2.40999999999999,0.01,2.4,0,0,1,0,1,1,1
PA,2018-2019,120481002,5063,Bethlehem Area SD,Asa Packer El Sch,4203570,4203570,39504800400000.0,420357005063,337.0,KG-05,2,336.686,ADM,13553.31,267.19,13820.5,4563212,89961,4653173,14327.40076,2526304,296348,1554240,186320,88091,1870,4168635,484538,261.64,12119.73,4616.29,7503.44,5.55,1433.58,553.39,880.19,0,0,1,0,1,0,0
PA,2018-2019,120481002,3464,Bethlehem Area SD,Broughal MS,4203570,4203570,39504800400000.0,420357003464,523.0,06-08,3,510.115,ADM,16650.42,1886.77,18537.19,8493624,962467,9456091,19044.09076,4606913,658888,2821623,406200,720102,242365,8148638,1307453,1411.65,14562.48,5531.35,9031.13,475.12,2087.94,796.29,1291.65,0,0,1,0,1,0,0
PA,2018-2019,120481002,3436,Bethlehem Area SD,Calypso El Sch,4203570,4203570,39504800400000.0,420357003436,240.0,PK-05,2,226.362,ADM,16366.49,1337.51,17704,3704752,302760,4007512,18210.90076,1983859,198650,1390848,131395,300744,2016,3675451,332061,1328.6,14908.45,6144.35,8764.1,8.91,1458.04,580.46,877.58,0,0,1,0,1,0,0
PA,2018-2019,120481002,3453,Bethlehem Area SD,Clearview El Sch,4203570,4203570,39504800400000.0,420357003453,347.0,KG-05,2,352.223,ADM,14250.41,838.12,15088.53,5019323,295207,5314530,15595.43076,2650435,313030,1860038,195820,291357,3850,4801830,512700,827.19,12805.73,5280.85,7524.88,10.93,1444.68,555.95,888.73,0,0,1,0,1,0,0
PA,2018-2019,120481002,6722,Bethlehem Area SD,Donegan El Sch,4203570,4203570,39504800400000.0,420357006722,533.0,PK-05,2,468.997,ADM,15512.58,1201.96,16714.54,7275358,563716,7839074,17221.44076,3632862,541710,2767497,333289,555053,8663,6955412,883662,1183.49,13646.9,5900.88,7746.02,18.47,1865.67999999999,710.64,1155.04,0,0,1,0,1,0,0
PA,2018-2019,120481002,4956,Bethlehem Area SD,East Hills MS,4203570,4203570,39504800400000.0,420357004956,1061.0,06-08,3,1065.75,ADM,13843.78,192.93,14036.71,14754006,205614,14959620,14543.61076,8137549,1010329,4980429,625699,199320,6294,13317298,1642322,187.02,12308.68,4673.17,7635.51,5.91,1535.1,587.1,948,0,0,1,0,1,0,0
PA,2018-2019,120481002,3456,Bethlehem Area SD,Farmersville El Sch,4203570,4203570,39504800400000.0,420357003456,415.0,KG-05,2,419.001,ADM,13361.94,284.85,13646.79,5598665,119351,5718016,14153.69076,3107444,362670,1901748,226803,67719,51632,5076911,641105,161.62,11955.09,4538.77,7416.32,123.23,1406.85,541.29,865.56,0,0,1,0,1,0,0
PA,2018-2019,120481002,6723,Bethlehem Area SD,Fountain Hill El Sch,4203570,4203570,39504800400000.0,420357006723,578.0,PK-05,2,548.421,ADM,14632.46,1004.53,15636.99,8024748,550908,8575656,16143.89076,4131285,623712,2868221,401530,543420,7488,7542926,1032730,990.88,12763.01,5229.96,7533.05,13.65,1869.44999999999,732.16,1137.29,0,0,1,0,1,0,0
PA,2018-2019,120481002,4957,Bethlehem Area SD,Freedom HS,4203570,4203570,39504800400000.0,420357004957,1956.0,09-12,4,1760.51,ADM,14893.07,230.549999999999,15123.6199999999,26219399,405890,26625289,15630.52076,13558567,2685383,8295236,1680213,350149,55741,22203952,4421337,198.89,12413.34,4711.84,7701.5,31.66,2479.73,954.39,1525.34,0,0,1,0,1,0,0
PA,2018-2019,120481002,3458,Bethlehem Area SD,Freemansburg El Sch,4203570,4203570,39504800400000.0,420357003458,366.0,KG-05,2,360.669,ADM,15859.12,804.709999999999,16663.83,5719893,290237,6010130,17170.73076,2914353,436327,2097671,271542,287105,3132,5299129,711001,796.03,13896.47,5816.06,8080.41,8.68,1962.65,752.88,1209.77,0,0,1,0,1,0,0
PA,2018-2019,120481002,3449,Bethlehem Area SD,Governor Wolf El Sch,4203570,4203570,39504800400000.0,420357003449,446.0,KG-05,2,453.809,ADM,12320.8499999999,998.209999999999,13319.0599999999,5591310,452998,6044308,13825.96076,3051898,402069,1883516,253827,447470,5528,5382884,661424,986.03,10875.5299999999,4150.46,6725.07,12.18,1445.32,559.33,885.99,0,0,1,0,1,0,0
PA,2018-2019,120481002,3459,Bethlehem Area SD,Hanover El Sch,4203570,4203570,39504800400000.0,420357003459,254.0,KG-05,2,253.935,ADM,14069.6299999999,345.26,14414.8899999999,3572771,87675,3660446,14921.79076,1992158,221887,1220058,138668,86146,1529,3298362,362084,339.24,12649.7599999999,4804.61,7845.15,6.02,1419.87,546.08,873.79,0,0,1,0,1,0,0
PA,2018-2019,120481002,3442,Bethlehem Area SD,James Buchanan El Sch,4203570,4203570,39504800400000.0,420357003442,286.0,KG-05,2,290.669,ADM,13861.92,965.92,14827.84,4029228,280764,4309992,15334.74076,2243864,253625,1374535,157204,269209,11555,3887608,422384,926.17,12448.52,4728.87,7719.65,39.75,1413.4,540.84,872.56,0,0,1,0,1,0,0
PA,2018-2019,120481002,3465,Bethlehem Area SD,Liberty HS,4203570,4203570,39504800400000.0,420357003465,2673.0,09-12,4,2392.38,ADM,14393.93,244.63,14638.56,34435741,585250,35020991,15145.46076,18014159,3306086,11034103,2081393,531859,53391,29580121,5440870,222.31,12142,4612.19,7529.81,22.32,2251.93,870.01,1381.92,0,0,1,0,1,0,0
PA,2018-2019,120481002,3443,Bethlehem Area SD,Lincoln El Sch,4203570,4203570,39504800400000.0,420357003443,341.0,KG-05,2,351.801,ADM,13865.11,1154.68,15019.79,4877760,406218,5283978,15526.69076,2468396,380780,1791125,237459,336135,70083,4595656,688322,955.47,12107.76,5091.3,7016.46,199.21,1757.35,674.98,1082.37,0,0,1,0,1,0,0
PA,2018-2019,120481002,3454,Bethlehem Area SD,Marvine El Sch,4203570,4203570,39504800400000.0,420357003454,276.0,PK-05,2,261.073,ADM,17836.26,2045.33,19881.5899999999,4656564,533981,5190545,20388.49076,2209658,366548,1847100,233258,521318,12663,4578076,612469,1996.83,15538.79,7075.03,8463.76,48.5,2297.47,893.46,1404.01,0,0,1,0,1,0,0
PA,2018-2019,120481002,3455,Bethlehem Area SD,Miller Heights El Sch,4203570,4203570,39504800400000.0,420357003455,387.0,KG-05,2,389.925,ADM,13923.45,216.35,14139.8,5429097,84363,5513460,14646.70076,3065250,299668,1877223,186956,82810,1553,5025283,488177,212.37,12675.45,4814.32,7861.13,3.98,1248,479.47,768.53,0,0,1,0,1,0,0
PA,2018-2019,120481002,3463,Bethlehem Area SD,Nitschmann MS,4203570,4203570,39504800400000.0,420357003463,809.0,06-08,3,801.506,ADM,13738.74,309.81,14048.55,11011684,248319,11260003,14555.45076,5963384,856610,3653778,537912,237145,11174,9854307,1405696,295.87,11998.86,4558.64,7440.22,13.94,1739.88,671.13,1068.75,0,0,1,0,1,0,0
PA,2018-2019,120481002,3462,Bethlehem Area SD,Northeast MS,4203570,4203570,39504800400000.0,420357003462,755.0,06-08,3,748.577,ADM,14983.65,1405.76,16389.41,11216411,1052322,12268733,16896.31076,6178317,771575,3782343,484176,712966,339356,10673626,1595107,952.43,13306.13,5052.71,8253.42,453.33,1677.52,646.8,1030.72,0,0,1,0,1,0,0
PA,2018-2019,120481002,3452,Bethlehem Area SD,Spring Garden El Sch,4203570,4203570,39504800400000.0,420357003452,514.0,KG-05,2,521.09,ADM,13858.8499999999,330.66,14189.5099999999,7221710,172305,7394015,14696.41076,3989553,486509,2442783,302865,170260,2045,6602596,791419,326.74,12344,4687.83,7656.17,3.92,1514.85,581.21,933.64,0,0,1,0,1,0,0
PA,2018-2019,120481002,6633,Bethlehem Area SD,Thomas Jefferson El Sch,4203570,4203570,39504800400000.0,420357006633,260.0,KG-05,2,256.725,ADM,14499.56,837.12,15336.68,3722401,214911,3937312,15843.58076,1866012,310429,1354674,191286,212846,2065,3433532,503780,829.08,12545.27,5276.75,7268.52,8.04,1954.29,745.1,1209.19,0,0,1,0,1,0,0
PA,2018-2019,120481002,6634,Bethlehem Area SD,William Penn El Sch,4203570,4203570,39504800400000.0,420357006634,261.0,KG-05,2,268.019,ADM,14197.35,1144.74,15342.09,3805160,306812,4111972,15848.99076,2067262,296161,1257476,184261,300092,6720,3624830,487142,1119.67,12404.86,4691.74,7713.12,25.07,1792.49,687.49,1105,0,0,1,0,1,0,0
PA,2018-2019,120481107,5286,Bethlehem AVTS,BETHLEHEM AVTS,4280370,4280370,39504891500000.0,428037007083,0.0,09-12,4,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,1,0,1,1,1
PA,2018-2019,101631003,6975,Bethlehem-Center SD,Bethlehem-Center El Sch,4203600,4203600,39506370700000.0,420360006975,497.0,PK-05,2,496.478,ADM,16431.45,252.04,16683.49,8157852.61,125132.23,8282984.84,,1593392.37,652381.449999999,4194661.61,1717417.18,88782.2,36350.03,5876836.18,2406148.65999999,178.82,11658.23,8448.84,3209.39,73.22,4773.21999999999,3459.2,1314.02,0,0,1,0,1,0,1
PA,2018-2019,101631003,5267,Bethlehem-Center SD,Bethlehem-Center MS,4203600,4203600,39506370700000.0,420360005267,243.0,06-08,3,238.227,ADM,19690.1499999999,303.64,19993.7899999999,4690723.34,72335.15,4763058.49,,903294.5,369835.2,2424806.79999999,992786.84,51322.3,21012.85,3379423.59999999,1383634.89,215.43,13970.3,10178.56,3791.74,88.21,5719.84999999999,4167.4,1552.45,0,0,1,0,1,0,1
PA,2018-2019,101631003,4181,Bethlehem-Center SD,Bethlehem-Center SHS,4203600,4203600,39506370700000.0,420360004181,414.0,09-12,4,362.606,ADM,19563.04,301.68,19864.72,7093672.66,109390.78,7203063.44,,1366031.43,559293.23,3666979.37,1501368.63,77613.53,31777.25,5110624.33,2092439.10999999,214.04,13880.11,10112.85,3767.26,87.64,5682.93,4140.5,1542.43,0,0,1,0,1,0,1
PA,2018-2019,127041503,649,Big Beaver Falls Area SD,Beaver Falls Area SHS,4203630,4203630,39500400600000.0,420363000649,480.0,09-12,4,454.549,ADM,21642.47,1134.53,22777,9837563.14,515698.6,10353261.74,,1812011.66,1254881.47,4000313.18,2770356.83,304690.07,211008.53,6117014.91,4236246.83,670.31,12787.01,8800.62,3986.39,464.22,8855.46,6094.74,2760.72,0,0,1,0,1,0,1
PA,2018-2019,127041503,648,Big Beaver Falls Area SD,Beaver Falls MS,4203630,4203630,39500400600000.0,420363000648,356.0,06-08,3,359.448,ADM,14372.54,753.43,15125.97,5166178.81,270818.209999999,5436997.02,,1184417.04,426156.44,2614795.04,940810.29,199159.93,71658.28,3998372.01,1438625.01,554.07,10569.57,7274.47,3295.1,199.36,3802.97,2617.38,1185.59,0,0,1,0,1,0,1
PA,2018-2019,127041503,650,Big Beaver Falls Area SD,Big Beaver El Sch,4203630,4203630,39500400600000.0,420363000650,374.0,KG-05,2,369.599,ADM,15328.82,803.56,16132.38,5665519.01,296994.3,5962513.31,,1369012.42,397232.03,3022319.65,876954.91,230199.67,66794.63,4621531.74,1340981.56999999,622.84,11881.34,8177.29,3704.05,180.72,3447.47999999999,2372.72,1074.76,0,0,1,0,1,0,1
PA,2018-2019,127041503,642,Big Beaver Falls Area SD,Central El Sch,4203630,4203630,39500400600000.0,420363000799,500.0,PK-05,2,467.912,ADM,14310.7799999999,750.19,15060.97,6696184.77,351023.22,7047207.98999999,,1456077.35,631480.59,3214529.77,1394097.06,244839.65,106183.57,4915446.77,2131761.21999999,523.26,9981.81,6869.95,3111.86,226.93,4328.97,2979.4,1349.57,0,0,1,0,1,0,1
PA,2018-2019,115210503,1677,Big Spring SD,Big Spring HS,4203660,4203660,39502170100000.0,420366001677,821.0,09-12,4,751.583,ADM,18165.1,61.17,18226.27,13652582.56,45977.11,13698559.67,18698.25742,5200675.32,1709771.22,5617642.44,1124493.58,3516.83,42460.28,10821834.59,2876725.07999999,4.68,14394.04,7474.41,6919.63,56.49,3771.06,1496.17,2274.89,0,0,1,0,1,0,0
PA,2018-2019,115210503,6326,Big Spring SD,Big Spring MS,4203660,4203660,39502170100000.0,420366006326,580.0,06-08,3,581.225,ADM,16326.0099999999,75.6,16401.6099999999,9489084.39,43942.37,9533026.76,16873.59742,3624322.32,1158222,3944529.87,762010.2,2756.54,41185.83,7571608.72999999,1961418.03,4.74,13022.24,6786.58,6235.66,70.86,3303.77,1311.04,1992.73,0,0,1,0,1,0,0
PA,2018-2019,115210503,7951,Big Spring SD,Mount Rock Elem Sch,4203660,4203660,39502170100000.0,420366006116,383.0,KG-05,2,390.652,ADM,12696.75,498.71,13195.46,4960008.63,194821.07,5154829.7,13667.44742,1842104.8,649928.18,2040178.49,427797.16,173523.75,21297.32,4055807.04,1099022.66,444.19,9937.96,5222.5,4715.46,54.52,2758.79,1095.09,1663.7,0,0,1,0,1,0,0
PA,2018-2019,115210503,1676,Big Spring SD,Newville El Sch,4203660,4203660,39502170100000.0,420366001676,358.0,KG-05,2,355.546,ADM,12810.69,588.98,13399.67,4554789.42,209409.699999999,4764199.12,13871.65742,1712451.59,562654.41,1909262.18,370421.24,189796.77,19612.93,3811510.54,952688.58,533.82,10186.34,5369.94,4816.4,55.16,2624.35,1041.84,1582.51,0,0,1,0,1,0,0
PA,2018-2019,115210503,7355,Big Spring SD,Oak Flat El Sch,4203660,4203660,39502170100000.0,420366000038,389.0,KG-05,2,388.563,ADM,14420.9399999999,559.35,14980.2899999999,5603441.64,217342.95,5820784.59,15452.27742,2111243.36,696234.18,2337802.96,458161.14,195846.5,21496.45,4644892.82,1175891.77,504.03,11450,6016.54,5433.46,55.32,2970.93999999999,1179.12,1791.82,0,0,1,0,1,0,0
PA,2018-2019,127041603,6707,Blackhawk SD,Blackhawk HS,4203688,4203688,39500400500000.0,420368806707,725.0,09-12,4,680.899,ADM,19478.23,280.58,19758.81,13262710,191045,13453755,,4599646,2491085,4003666,2168313,123928,67117,8727240,4726515,182.01,12635.22,5879.97,6755.25,98.57,6843.01,3184.49,3658.52,0,0,1,0,1,0,1
PA,2018-2019,127041603,7127,Blackhawk SD,Blackhawk Intermediate Sch,4203688,4203688,39500400500000.0,420368807154,334.0,03-04,2,335.655,ADM,19724.42,284.12,20008.54,6620602,95367,6715969,,2597137,942480,2260623,820362,69974,25393,4927734,1788235,208.47,14472.48,6734.96,7737.52,75.65,5251.94,2444.06,2807.88,0,0,1,0,1,0,1
PA,2018-2019,127041603,6558,Blackhawk SD,Highland MS,4203688,4203688,39500400500000.0,420368806558,749.0,05-08,3,745.146,ADM,13510.93,194.63,13705.56,10067618,145021,10212639,,3252547,2129971,2831111,1853989,87633,57388,6171291,4041348,117.61,8164.37999999999,3799.4,4364.98,77.02,5346.55,2488.09,2858.46,0,0,1,0,1,0,1
PA,2018-2019,127041603,6559,Blackhawk SD,Northwestern Primary Sch,4203688,4203688,39500400500000.0,420368806559,293.0,KG-02,2,299.957,ADM,15636.3,225.23,15861.5299999999,4690217,67561,4757778,,1663893,843669,1448301,734354,44830,22731,3157024,1600754,149.45,10375.47,4828.36,5547.11,75.78,5260.83,2448.2,2812.63,0,0,1,0,1,0,1
PA,2018-2019,127041603,6560,Blackhawk SD,Patterson Primary Sch,4203688,4203688,39500400500000.0,420368806560,216.0,KG-02,2,209.257,ADM,15047.81,216.76,15264.57,3148860,45358,3194218,,1188153,495343,1034203,431161,32012,13346,2254368,939850,152.98,10620.22,4942.26,5677.96,63.78,4427.59,2060.44,2367.15,0,0,1,0,1,0,1
PA,2018-2019,108110603,6828,Blacklick Valley SD,Blacklick Valley El Ctr,4203690,4203690,39501170100000.0,420369006828,350.0,PK-06,2,329.359,ADM,13529.6199999999,1270.45,14800.07,4456099.63,418434.9,4874534.53,15247.48626,698948.18,246200.99,2596386.38,914564.08,298654.09,119780.81,3593988.65,1280545.88,906.77,10005.3,7883.15,2122.15,363.68,3524.32,2776.8,747.52,0,0,1,0,1,0,0
PA,2018-2019,108110603,5135,Blacklick Valley SD,Blacklick Valley JSHS,4203690,4203690,39501170100000.0,420369005135,290.0,07-12,4,284.35,ADM,13598.2799999999,0,13598.2799999999,3866671.65,0,3866671.65,14045.69626,604315.43,215814.68,2244853.64,801687.9,0,0,2849169.07,1017502.58,0,10019.93,7894.68,2125.25,0,3578.35,2819.37,758.98,0,0,1,0,1,0,0
PA,2018-2019,128321103,7418,Blairsville-Saltsburg SD,Blairsville El Sch,4203750,4203750,39503200500000.0,420375000135,452.0,PK-05,2,434.865,ADM,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
PA,2018-2019,128321103,2317,Blairsville-Saltsburg SD,Blairsville MS,4203750,4203750,39503200500000.0,420375002317,219.0,06-08,3,219.122,ADM,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
PA,2018-2019,128321103,4706,Blairsville-Saltsburg SD,Blairsville SHS,4203750,4203750,39503200500000.0,420375004706,294.0,09-12,4,270.315,ADM,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
PA,2018-2019,128321103,2352,Blairsville-Saltsburg SD,Saltsburg El Sch,4203750,4203750,39503200500000.0,420375002352,266.0,PK-05,2,245.398,ADM,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
PA,2018-2019,128321103,2353,Blairsville-Saltsburg SD,Saltsburg MS/HS,4203750,4203750,39503200500000.0,420375002353,283.0,06-12,4,263.185,ADM,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
PA,2018-2019,116191203,1610,Bloomsburg Area SD,Beaver-Main El Sch,4203840,4203840,39501900500000.0,420384001610,100.0,KG-05,2,97.849,ADM,13940.9,726.35,14667.25,1364103.34,71072.59,1435175.93,,657365.01,166537.82,432827.44,107373.07,68931.49,2141.1,1159123.94,276051.99,704.47,11141.58,4423.42,6718.16,21.88,2799.31999999999,1097.33,1701.99,0,0,1,0,1,0,1
PA,2018-2019,116191203,1612,Bloomsburg Area SD,Bloomsburg Area HS,4203840,4203840,39501900500000.0,420384001612,396.0,09-12,4,395.855,ADM,14926.7799999999,239.049999999999,15165.8299999999,5908840.81,94629.14,6003469.94999999,,2988108.53,604466.68,1926543.66,389721.94,74573.2799999999,20055.86,4989225.47,1014244.48,188.39,12415.2799999999,4866.79,7548.49,50.66,2511.5,984.51,1526.99,0,0,1,0,1,0,1
PA,2018-2019,116191203,1611,Bloomsburg Area SD,Bloomsburg Area MS,4203840,4203840,39501900500000.0,420384001611,382.0,06-08,3,384.064,ADM,11197.2,489.27,11686.47,4300440.64,187912.06,4488352.7,,1624159.55,639689.9,1624159.55,412431.64,177868.36,10043.7,3426187.46,1062165.24,463.12,8457.76,4228.88,4228.88,26.15,2739.43999999999,1073.86,1665.58,0,0,1,0,1,0,1
PA,2018-2019,116191203,1606,Bloomsburg Area SD,Memorial El Sch,4203840,4203840,39501900500000.0,420384001606,422.0,KG-05,2,425.856,ADM,10253.3299999999,818.199999999999,11071.5299999999,4366445.74,348435.42,4714881.16,,1734823.22,545253.97,1734823.22,351545.33,346024.21,2411.21,3815670.65,899210.51,812.54,8147.46,4073.73,4073.73,5.66,2105.87,825.5,1280.37,0,0,1,0,1,0,1
PA,2018-2019,116191203,1608,Bloomsburg Area SD,W W Evans Memorial El Sch,4203840,4203840,39501900500000.0,420384001608,189.0,KG-05,2,191.913,ADM,12395.88,572.16,12968.0399999999,2378930.51,109805.98,2488736.49,,967405.77,270024.33,967405.77,174094.64,93147.6,16658.38,2027959.14,460777.35,485.36,10081.72,5040.86,5040.86,86.8,2314.16,907.15,1407.01,0,0,1,0,1,0,1
PA,2018-2019,129540803,7419,Blue Mountain SD,Blue Mountain El Cressona Sch,4203870,4203870,39505470100000.0,420387000138,174.0,04-05,2,175.514,ADM,14362.53,30.96,14393.49,2520825.88,5435.18,2526261.06,14885.53369,2100964.21,418178.28,0,1683.39,3296.67,2138.51,2104260.88,422000.18,18.78,11970.35,0,11970.35,12.18,2392.18,9.59,2382.59,0,0,1,0,1,0,0
PA,2018-2019,129540803,4659,Blue Mountain SD,Blue Mountain El East Sch,4203870,4203870,39505470100000.0,420387004659,606.0,KG-05,2,607.999,ADM,14409.6799999999,303.58,14713.2599999999,8761075.90999999,184577.06,8945652.96999999,15205.30369,7363150.38999999,1197404.24,194651.519999999,5869.76,178930.77,5646.29,7736732.67999999,1208920.29,294.29,12430.6099999999,320.15,12110.46,9.29,1979.07,9.65,1969.42,0,0,1,0,1,0,0
PA,2018-2019,129540803,3891,Blue Mountain SD,Blue Mountain HS,4203870,4203870,39505470100000.0,420387003891,886.0,09-12,4,890.511,ADM,13045.79,27.72,13073.51,11617419.82,24683.69,11642103.51,13565.55369,9577832.56,2031138.39,0,8448.87,16545.84,8137.85,9594378.4,2047725.11,18.58,10755.43,0,10755.43,9.14,2290.35999999999,9.49,2280.87,0,0,1,0,1,0,0
PA,2018-2019,129540803,5263,Blue Mountain SD,Blue Mountain MS,4203870,4203870,39505470100000.0,420387005263,616.0,06-08,3,611.867,ADM,13572.6,22.74,13595.34,8304623.55,13914.5199999999,8318538.06999999,14087.38369,6650847.88999999,1647895.51,0,5880.15,11515.38,2399.14,6662363.27,1656174.79999999,18.82,10869.76,0,10869.76,3.92,2702.84,9.61,2693.23,0,0,1,0,1,0,0
PA,2018-2019,129540803,3887,Blue Mountain SD,Blue Mountain West/St. Ambrose Sch,4203870,4203870,39505470100000.0,420387003887,297.0,KG-03,2,298.079,ADM,13013.83,829.86,13843.69,3879147.23999999,247364.22,4126511.46,14335.73369,3100074.73,663471.92,112741.5,2859.09,242792.44,4571.78,3455608.67,670902.79,814.52,10778.41,378.23,10400.18,15.34,2235.42,9.59,2225.83,0,0,1,0,1,0,0
PA,2018-2019,119581003,6891,Blue Ridge SD,Blue Ridge El Sch,4203900,4203900,39505870100000.0,420390006891,470.0,PK-05,2,486.547,ADM,17295.03,579.11,17874.14,8414841.12999999,281765,8696606.12999999,18495.61076,2672850.6,668432.52,4058579.32,1014978.69,281765,0,7013194.92,1683411.21,579.11,13835.11,8341.6,5493.51,0,3459.92,2086.09,1373.83,0,0,1,0,1,0,0
PA,2018-2019,119581003,4034,Blue Ridge SD,Blue Ridge HS,4203900,4203900,39505870100000.0,420390004034,267.0,09-12,4,249.372,ADM,16901.47,600.36,17501.83,4214756.47,149714.06,4364470.52999999,18123.30076,1345945.83,327608.599999999,2043746.07,497455.97,149714.06,0,3539405.96,825064.57,600.36,13592.91,8195.57,5397.34,0,3308.56,1994.83,1313.73,0,0,1,0,1,0,0
