state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_ME,enrollmetric,pp_stloc_raw_ME,pp_fed_raw_ME,pp_total_raw_ME,pp_site_stloc_raw_ME,pp_site_fed_raw_ME,pp_site_raw_ME,pp_centshare_stloc_raw_ME,pp_centshare_fed_raw_ME,pp_centshare_raw_ME,schoolstloc_raw_ME,schoolfed_raw_ME,schooltot_raw_ME,pp_total_norm_NERDS,pp_salary_site_raw_ME,pp_salary_cent_raw_ME,pp_benefit_site_ME,pp_benefit_cent_ME,pp_nonperson_site_ME,pp_nonperson_cent_raw_ME,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
ME,2018-2019,282,283,Madawaska Public Schools,Madawaska Middle/High School,2307800,2307800,20300203730100.0,230780000214.0,214.0,07-12,4.0,215,October Count Day,12283.48,162.73,12446.21,9948.88,99.58,10048.46,2334.6,63.15,2397.75,2640948.19999999,34986.95,2675935.15,11858.80132,5813.7,1209.79,2511.44,502.71,1723.32,685.26,1,0,0,1,0,0,0
ME,2018-2019,1501,1502,Maine Academy of Natural Sciences,Maine Academy of Natural Sciences,2314808,2314808,,231480823134.0,196.0,09-12,4.0,196,October Count Day,12057.2899999999,1172.68,13229.97,9502.55,1172.68,10675.23,2554.74,0,2554.74,2363228.84,229845.28,2593074.11999999,14448.97959,5847.81,19.43,2145.03,0.26,2682.39,2535.05,1,0,0,1,0,0,0
ME,2018-2019,1672,1673,Maine Connections Academy,Maine Connections Academy,2314819,2314819,,231481923145.0,431.0,07-12,4.0,431,October Count Day,8765.43,639.53,9404.96,7651.38,639.53,8290.91,1114.05,0,1114.05,3777900.33,275637.43,4053537.76,9672.853828,2859.96,0,864.12,0,4566.83,1114.05,1,0,0,1,0,0,0
ME,2018-2019,2005,2006,Maine Ocean School,Maine Ocean School,2314840,2314840,,231484023174.0,12.0,09-12,4.0,12,October Count Day,18096.25,0,18096.25,12411.53,0,12411.53,5684.72,0,5684.72,217155,0,217155,18583.33333,7711.74,2108.33,1572.73,178.09,3127.06,3398.29,1,0,0,1,0,0,0
ME,2018-2019,1739,1715,Maine Virtual Academy,Maine Virtual Academy,2314821,2314821,,231482123147.0,395.0,07-12,4.0,395,October Count Day,8541.14,799.53,9340.67,6655.86,799.53,7455.38999999999,1885.28,0,1885.28,3373750.3,315814.35,3689564.65,9597.468354,2529.88,371.47,771.97,112.77,4153.54,1401.03,1,0,0,1,0,0,0
ME,2018-2019,1067,1068,ME Sch of Science & Mathematics,ME Sch of Science & Mathematics,2300049,2300049,,230004900293.0,127.0,09-12,4.0,141,October Count Day,30350.23,323.9,30674.13,30350.23,323.9,30674.13,0,0,0,4279382.43,45669.8999999999,4325052.33,,16285,0,4894.41,0,9494.72,0,1,0,0,1,0,1,1
ME,2018-2019,294,295,Medway Public Schools,Medway Middle School,2308160,2308160,20301004130100.0,230816000220.0,113.0,05-08,3.0,113,October Count Day,16851.37,1328.5,18179.87,11447.3599999999,821.95,12269.31,5404.01,506.55,5910.56,1904204.80999999,150120.5,2054325.30999999,17442.47788,6974.22,3549.86,3469,931.35,1826.09,1429.35,1,0,0,1,0,0,0
ME,2018-2019,296,297,Milford Public Schools,Dr Lewis S Libby School,2308250,2308250,20301004230100.0,230825000222.0,300.0,PK-08,3.0,300,October Count Day,12528.64,979.13,13507.7699999999,7711.53,686.03,8397.56,4817.11,293.1,5110.21,3758592,293739,4052330.99999999,13674.98359,5027.9,2527.2,2096.92,971.99,1272.73,1611.01,1,0,0,1,0,0,0
ME,2018-2019,298,299,Millinocket Public Schools,Granite Street School,2308280,2308280,20301004330100.0,230828000224.0,215.0,PK-05,2.0,216,October Count Day,13005.21,2294.31,15299.52,9848.98,2159.36,12008.34,3156.23,134.95,3291.18,2809125.36,495570.959999999,3304696.32,14915.76611,7634.43,621.66,2773.67,199.39,1600.25,2470.13,1,0,0,1,0,0,0
ME,2018-2019,298,301,Millinocket Public Schools,Stearns Jr-Sr High School,2308280,2308280,20301004330100.0,230828000227.0,258.0,06-12,4.0,267,October Count Day,14395.43,214.38,14609.81,11239.2,79.43,11318.63,3156.23,134.95,3291.18,3843579.81,57239.46,3900819.27,14226.05611,5974.78,621.66,2498.13,199.39,2845.73,2470.13,1,0,0,1,0,0,0
ME,2018-2019,304,305,Monhegan Plt School Dept,Monhegan Island School,2308340,2308340,,230834000229.0,5.0,PK-08,3.0,5,October Count Day,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,1,0
ME,2018-2019,1058,1059,Moosabec CSD,Jonesport-Beals High School,2308400,2308400,20501590100000.0,230840000920.0,77.0,09-12,4.0,77,October Count Day,19104.96,696.45,19801.41,19104.96,696.45,19801.41,0,0,0,1471081.92,53626.65,1524708.57,18896.1039,11139.4,0,3473.32,0,5188.7,0,1,0,0,1,0,0,0
ME,2018-2019,311,312,Mount Desert Public Schools,Mt Desert Elementary School,2308490,2308490,20300502030100.0,230849000232.0,169.0,KG-08,3.0,169,October Count Day,23591.34,483.48,24074.82,23591.34,483.48,24074.82,0,0,0,3986936.46,81708.12,4068644.58,23911.2426,13419.1,0,6450.29,0,4205.43,0,1,0,0,1,0,0,0
ME,2018-2019,696,699,MSAD 27,Fort Kent Community High School,2311100,2311100,20500270300000.0,231110000405.0,252.0,09-12,4.0,252,October Count Day,14658.3599999999,428.27,15086.63,13080.9199999999,372.61,13453.5299999999,1577.44,55.66,1633.1,3693906.71999999,107924.04,3801830.76,15583.53116,7700.68,800.98,3226.24,237.03,2526.62,595.1,1,0,0,1,0,0,0
ME,2018-2019,696,698,MSAD 27,Fort Kent Elementary School,2311100,2311100,20500270300000.0,231110000406.0,484.0,PK-06,2.0,485,October Count Day,11497.43,759.38,12256.81,9918.69,704.27,10622.96,1578.74,55.11,1633.85,5576253.55,368299.3,5944552.85,12753.71116,6329.42,801.17,2975.82,237.04,1317.72,595.64,1,0,0,1,0,0,0
ME,2018-2019,696,1636,MSAD 27,Valley Rivers Middle School,2311100,2311100,20500270300000.0,231110023137.0,127.0,07-08,3.0,127,October Count Day,13202.98,850.49,14053.47,11624.24,795.38,12419.6199999999,1578.74,55.11,1633.85,1676778.46,108012.23,1784790.69,14550.37116,8162.86,801.17,3592.88,237.04,663.88,595.64,1,0,0,1,0,0,0
ME,2018-2019,798,799,MSAD 46,Dexter Regional High School,2314530,2314530,20501070700000.0,231453000734.0,302.0,09-12,4.0,313,October Count Day,12173.8299999999,184.05,12357.8799999999,10603.96,155.4,10759.3599999999,1569.87,28.65,1598.52,3810408.78999999,57607.65,3868016.43999999,12330.37242,6579.9,568.26,2306.59,185.02,1872.87,845.23,1,0,0,1,0,0,0
ME,2018-2019,798,805,MSAD 46,Ridge View Community School,2314530,2314530,20501070700000.0,231453023115.0,600.0,PK-08,3.0,600,October Count Day,11502.88,1646.46,13149.34,9904.68,540.46,10445.14,1598.2,1106,2704.2,6901728,987876,7889604,13121.83242,6641.82,1259.41,2669.91,494.5,1133.41,950.29,1,0,0,1,0,0,0
ME,2018-2019,798,802,MSAD 46,Tri-County Technical Center,2314530,2314530,20501070700000.0,231453000179.0,,,0.0,242,October Count Day,9978.22,613.48,10591.6999999999,8408.35,584.83,8993.18,1569.87,28.65,1598.52,2414729.23999999,148462.16,2563191.4,10564.19242,4975.74,568.26,1859.36,185.02,2158.08,845.23,1,0,0,1,0,0,0
ME,2018-2019,994,995,MSAD 76,Swans Island Elementary School,2311910,2311910,20500580100000.0,231191001056.0,34.0,KG-08,3.0,34,October Count Day,26430.66,1507.69,27938.35,26430.66,1507.69,27938.35,0,0,0,898642.44,51261.46,949903.899999999,32735.29412,14200.8,0,6798.54,0,6939.02,0,1,0,0,1,0,0,0
ME,2018-2019,1036,1037,Mt Desert CSD,Mt Desert Island High School,2308500,2308500,20500590100000.0,230850000061.0,545.0,09-12,4.0,545,October Count Day,18044.4,476.75,18521.15,18044.4,476.75,18521.15,0,0,0,9834198,259828.75,10094026.75,18080.51609,10139.69,0,4612.92,0,3768.54,0,1,0,0,1,0,0,0
ME,2018-2019,319,320,Nobleboro Public Schools,Nobleboro Central School,2308940,2308940,20300801230100.0,230894000237.0,142.0,KG-08,3.0,142,October Count Day,15979.91,181.67,16161.58,13551,5.75,13556.75,2428.91,175.92,2604.83,2269147.22,25797.14,2294944.36,16488.68068,8126.16,3.03,3336.86,0.57,2093.73,2601.23,1,0,0,1,0,0,0
ME,2018-2019,1735,738,Northport Public Schools,Edna Drinkwater School,2314824,2314824,20301401510100.0,231482400444.0,131.0,KG-08,3.0,131,October Count Day,16662.4899999999,968.24,17630.73,14261.91,863.63,15125.5399999999,2400.58,104.61,2505.19,2182786.19,126839.44,2309625.63,17148.1886,9121.84,392.05,3844.73,33.14,2158.97,2080.01,1,0,0,1,0,0,0
ME,2018-2019,342,344,Orrington Public Schools,Center Drive School,2309330,2309330,20301004930100.0,230933000255.0,399.0,PK-08,3.0,399,October Count Day,11109.41,799.16,11908.57,7922.68,0,7922.68,3186.73,799.16,3985.89,4432654.59,318864.839999999,4751519.43,12177.04854,4598.62,1618.68,2184.17,473.05,1139.88,1894.16,1,0,0,1,0,0,0
ME,2018-2019,345,346,Otis Public Schools,Beech Hill School,2309390,2309390,20300502330100.0,230939000257.0,85.0,PK-08,3.0,85,October Count Day,15246.98,643.6,15890.58,11810.41,145.77,11956.18,3436.56999999999,497.83,3934.39999999999,1295993.3,54706,1350699.3,,6794.88,1482.64,3106.62,459.05,2054.68,1992.71,1,0,0,1,0,1,1
ME,2018-2019,1029,1030,Oxford-Region 11,Oxford Hills Tech - Region 11,2312320,2312320,20500960200000.0,231232000253.0,,,0.0,489,October Count Day,6840.13,143.38,6983.51,6840.13,143.38,6983.51,0,0,0,3344823.57,70112.8199999999,3414936.39,,3570.24,0,1350.36,0,2062.91,0,1,0,0,1,0,1,1
ME,2018-2019,349,350,Pembroke Public Schools,Pembroke Elementary School,2309560,2309560,20301503230100.0,230956000259.0,76.0,PK-08,3.0,76,October Count Day,15625.1999999999,1528.89,17154.09,11723.64,1528.89,13252.5299999999,3901.56,0,3901.56,1187515.2,116195.64,1303710.84,17269.28551,7737.18,717.05,3595.14,485.25,1920.21,2699.26,1,0,0,1,0,0,0
ME,2018-2019,351,352,Penobscot Public Schools,Penobscot Elementary School,2309630,2309630,20300502430100.0,230963000260.0,76.0,PK-08,3.0,76,October Count Day,17959.55,0,17959.55,15270.26,0,15270.26,2689.29,0,2689.29,1364925.8,0,1364925.8,18207.80941,8852.54,605.29,4350.53,153.78,2067.19,1930.21,1,0,0,1,0,0,0
ME,2018-2019,353,354,Perry Public Schools,Perry Elementary School,2309650,2309650,20301503330100.0,230965001006.0,108.0,PK-08,3.0,108,October Count Day,10671.42,1220.89,11892.31,8156.86,1220.89,9377.75,2514.56,0,2514.56,1152513.36,131856.12,1284369.48,12163.52387,5372.22,327.86,2881.52,220.37,1124,1966.34,1,0,0,1,0,0,0
ME,2018-2019,1013,1014,Pleasant Point,Beatrice Rafferty School,2300069,2300069,20500620300000.0,,,,,147,October Count Day,31549.33,5752.47,37301.8,28951.82,5752.47,34704.29,2597.51,0,2597.51,4637751.51,845613.09,5483364.6,,13114.74,1262.45,7321.62,910.66,14267.93,424.4,1,0,0,1,0,1,1
ME,2018-2019,364,369,Portland Public Schools,Amanda C Rowe School,2309930,2309930,20200300130100.0,230993000271.0,429.0,PK-05,2.0,429,October Count Day,14227.85,1006.05,15233.9,11278.6999999999,822.95,12101.65,2949.15,183.1,3132.25,6103747.65,431595.45,6535343.1,15517.69847,8449.01,1316.18,3334.04,539.03,318.59,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,384,Portland Public Schools,Casco Bay High School,2309930,2309930,20200300130100.0,230993000603.0,390.0,09-12,4.0,390,October Count Day,11901.99,297.73,12199.72,9113.39,148.71,9262.09999999999,2788.6,149.02,2937.62,4641776.1,116114.7,4757890.8,12483.51847,6392.3,1200.87,2514.76,497.81,355.03,1238.94,1,0,0,1,0,0,0
ME,2018-2019,364,367,Portland Public Schools,Cliff Island School,2309930,2309930,20200300130100.0,230993000267.0,2.0,KG-05,2.0,2,October Count Day,67586.38,183.1,67769.48,64637.23,0,64637.23,2949.15,183.1,3132.25,135172.76,366.2,135538.96,68053.27847,44554.83,1316.18,17217.82,539.03,2864.59,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,379,Portland Public Schools,Deering High School,2309930,2309930,20200300130100.0,230993000269.0,939.0,09-12,4.0,924,October Count Day,13957.87,342.7,14300.57,11169.27,193.68,11362.95,2788.6,149.02,2937.62,12897071.88,316654.8,13213726.68,14584.36847,7676.02,1200.87,2932.31,497.81,754.63,1238.94,1,0,0,1,0,0,0
ME,2018-2019,364,385,Portland Public Schools,East End Community School,2309930,2309930,20200300130100.0,230993000279.0,392.0,PK-05,2.0,393,October Count Day,15044.52,1484.8,16529.32,12095.37,1301.7,13397.07,2949.15,183.1,3132.25,5912496.36,583526.4,6496022.76,16813.11847,9230.77,1316.18,3680.57,539.03,485.74,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,373,Portland Public Schools,Harrison Lyseth Elem School,2309930,2309930,20200300130100.0,230993000272.0,513.0,PK-05,2.0,513,October Count Day,12619.06,758.41,13377.47,9669.91,575.31,10245.22,2949.15,183.1,3132.25,6473577.78,389064.329999999,6862642.11,13661.26847,7128.41,1316.18,2886.63,539.03,230.19,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,380,Portland Public Schools,Howard C Reiche Community Sch,2309930,2309930,20200300130100.0,230993000273.0,441.0,PK-05,2.0,426,October Count Day,13322,1315.51,14637.51,10372.85,1132.41,11505.26,2949.15,183.1,3132.25,5675172,560407.26,6235579.26,14921.30847,7901.34,1316.18,3205.53,539.03,398.38,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,375,Portland Public Schools,King Middle School,2309930,2309930,20200300130100.0,230993000274.0,497.0,06-08,3.0,497,October Count Day,16107.67,589.77,16697.44,13158.52,406.67,13565.19,2949.15,183.1,3132.25,8005511.99,293115.69,8298627.68,16981.23847,9658.2,1316.18,3509.9,539.03,397.09,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,376,Portland Public Schools,Lincoln Middle School,2309930,2309930,20200300130100.0,230993000275.0,529.0,06-08,3.0,516,October Count Day,14493.63,715.72,15209.3499999999,11544.48,532.62,12077.1,2949.15,183.1,3132.25,7478713.07999999,369311.52,7848024.6,15493.14847,8357.84,1316.18,3348.44,539.03,370.82,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,370,Portland Public Schools,Longfellow School-Portland,2309930,2309930,20200300130100.0,230993000277.0,329.0,KG-05,2.0,329,October Count Day,12854.64,689.95,13544.59,9905.49,506.85,10412.34,2949.15,183.1,3132.25,4229176.56,226993.55,4456170.11,13828.38847,7243.26,1316.18,2909.3,539.03,259.78,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,377,Portland Public Schools,Lyman Moore Middle School,2309930,2309930,20200300130100.0,230993000278.0,460.0,06-08,3.0,460,October Count Day,16920.1,685.87,17605.9699999999,13970.9499999999,502.77,14473.72,2949.15,183.1,3132.25,7783245.99999999,315500.2,8098746.19999999,17889.76847,10175.54,1316.18,3813.82,539.03,484.35,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,386,Portland Public Schools,Ocean Avenue,2309930,2309930,20200300130100.0,230993023131.0,355.0,KG-05,2.0,355,October Count Day,16937.11,1243.62999999999,18180.74,13987.96,1060.53,15048.49,2949.15,183.1,3132.25,6012674.05,441488.649999999,6454162.7,18464.53847,10555.92,1316.18,3915.81,539.03,576.77,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,371,Portland Public Schools,Peaks Island School,2309930,2309930,20200300130100.0,230993000283.0,39.0,PK-05,2.0,39,October Count Day,22557.4099999999,980.5,23537.9099999999,19608.26,797.4,20405.66,2949.15,183.1,3132.25,879738.989999999,38239.5,917978.489999999,23821.70847,13591.48,1316.18,5482.98,539.03,1331.2,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,383,Portland Public Schools,Portland Arts & Technology H S,2309930,2309930,20200300130100.0,230993000130.0,,,0.0,435,October Count Day,10691.33,550.79,11242.1199999999,7902.73,401.77,8304.5,2788.6,149.02,2937.62,4650728.55,239593.65,4890322.19999999,11525.91847,4688.34,1200.87,2221.24,497.81,1394.93,1238.94,1,0,0,1,0,0,0
ME,2018-2019,364,378,Portland Public Schools,Portland High School,2309930,2309930,20200300130100.0,230993000284.0,774.0,09-12,4.0,774,October Count Day,14913.67,150.09,15063.76,12125.07,1.07,12126.14,2788.6,149.02,2937.62,11543180.58,116169.66,11659350.24,15347.55847,8287.13,1200.87,2928.77,497.81,910.24,1238.94,1,0,0,1,0,0,0
ME,2018-2019,364,372,Portland Public Schools,Presumpscot School,2309930,2309930,20200300130100.0,230993001007.0,245.0,PK-05,2.0,246,October Count Day,14678.67,1753.61,16432.28,11729.52,1570.51,13300.03,2949.15,183.1,3132.25,3610952.82,431388.06,4042340.88,16716.07847,9187.98,1316.18,3498.87,539.03,613.18,1277.04,1,0,0,1,0,0,0
ME,2018-2019,364,381,Portland Public Schools,Riverton School,2309930,2309930,20200300130100.0,230993000286.0,430.0,PK-05,2.0,432,October Count Day,16920.96,2063.34,18984.3,13971.81,1880.24,15852.05,2949.15,183.1,3132.25,7309854.72,891362.88,8201217.6,19268.09847,10898.6,1316.18,4369.56,539.03,583.88,1277.04,1,0,0,1,0,0,0
ME,2018-2019,389,390,Princeton Public Schools,Princeton Elementary School,2309990,2309990,20301503630100.0,230999001029.0,141.0,PK-08,3.0,141,October Count Day,10641.1199999999,1078.95,11720.07,7589.83,967.49,8557.32,3051.29,111.46,3162.75,1500397.92,152131.95,1652529.86999999,11843.97163,5283.79,1221.55,2067.65,232.26,1205.88,1708.94,1,0,0,1,0,0,0
ME,2018-2019,1023,1024,Rockland-Region 8,Mid-Coast Sch of Tech-Region 8,2307180,2307180,20500760100000.0,230718000241.0,,,0.0,381,October Count Day,6363.59999999999,301.49,6665.08999999999,6363.59999999999,301.49,6665.08999999999,0,0,0,2424531.59999999,114867.69,2539399.28999999,,4183.98,0,1503.91,0,977.2,0,1,0,0,1,0,1,1
ME,2018-2019,1438,59,RSU 01 - LKRSU,Bath Middle School,2314772,2314772,20501210100000.0,231477200062.0,358.0,06-08,3.0,358,October Count Day,15574.13,878.31,16452.44,10783.1,0,10783.1,4791.03,878.31,5669.34,5575538.54,314434.98,5889973.52,16434.66085,6283.11,3077.64,2415.24,1127.27,2084.75,1464.44,1,0,0,1,0,0,0
ME,2018-2019,1438,61,RSU 01 - LKRSU,Bath Regional Career & Technical,2314772,2314772,20501210100000.0,231477200063.0,,,0.0,179,October Count Day,11556.33,467.03,12023.36,8176.16,426.11,8602.27,3380.17,40.92,3421.09,2068583.07,83598.37,2152181.44,12005.58085,4537.75,1766.01,1886.14,609.13,2178.38,1045.94,1,0,0,1,0,0,0
ME,2018-2019,1438,58,RSU 01 - LKRSU,Dike-Newell School,2314772,2314772,20501210100000.0,231477200069.0,282.0,PK-02,2.0,286,October Count Day,13728.46,878.31,14606.77,8937.43,0,8937.43,4791.03,878.31,5669.34,3926339.56,251196.659999999,4177536.22,14588.99085,4804.51,3077.64,2182.42,1127.27,1950.51,1464.44,1,0,0,1,0,0,0
ME,2018-2019,1438,57,RSU 01 - LKRSU,Fisher-Mitchell School,2314772,2314772,20501210100000.0,231477200067.0,200.0,03-05,2.0,200,October Count Day,14452.2,878.31,15330.51,9661.17,0,9661.17,4791.03,878.31,5669.34,2890440,175662,3066102,15312.73085,5048.3,3077.64,2443.38,1127.27,2169.5,1464.44,1,0,0,1,0,0,0
ME,2018-2019,1438,60,RSU 01 - LKRSU,Morse High School,2314772,2314772,20501210100000.0,231477200068.0,574.0,09-12,4.0,574,October Count Day,13551.48,40.92,13592.4,10171.31,0,10171.31,3380.17,40.92,3421.09,7778549.52,23488.08,7802037.6,13574.62085,5963.78,1766.01,2329.95,609.13,1877.58,1045.94,1,0,0,1,0,0,0
ME,2018-2019,1438,358,RSU 01 - LKRSU,Phippsburg Elementary School,2314772,2314772,20501210100000.0,231477200263.0,99.0,PK-05,2.0,100,October Count Day,16335.86,878.31,17214.17,11544.83,0,11544.83,4791.03,878.31,5669.34,1633586,87831,1721417,17196.39085,6739.77,3077.64,2659.07,1127.27,2145.99,1464.44,1,0,0,1,0,0,0
ME,2018-2019,1438,536,RSU 01 - LKRSU,Woolwich Central School,2314772,2314772,20501210100000.0,231477200648.0,372.0,PK-08,3.0,372,October Count Day,14203.05,878.31,15081.36,9412.02,0,9412.02,4791.03,878.31,5669.34,5283534.6,326731.32,5610265.92,15063.58085,5529.03,3077.64,2621.66,1127.27,1261.34,1464.44,1,0,0,1,0,0,0
ME,2018-2019,1445,153,RSU 02,Dresden Elementary School,2314776,2314776,20500610100000.0,231477600131.0,94.0,PK-05,2.0,94,October Count Day,13006.56,540.41,13546.97,10697.79,217.32,10915.11,2308.77,323.09,2631.86,1222616.64,50798.5399999999,1273415.18,13659.86934,7199.48,1163.23,2634.93,328.95,1080.69,1139.67,1,0,0,1,0,0,0
ME,2018-2019,1445,645,RSU 02,Hall-Dale Elementary School,2314776,2314776,20500610100000.0,231477600352.0,377.0,PK-05,2.0,377,October Count Day,11939.36,705.66,12645.02,9630.59,382.57,10013.16,2308.77,323.09,2631.86,4501138.72,266033.82,4767172.54,12757.91934,6581.48,1163.23,2722.56,328.95,709.12,1139.67,1,0,0,1,0,0,0
ME,2018-2019,1445,1968,RSU 02,Hall-Dale Middle and High School,2314776,2314776,20500610100000.0,231477623162.0,476.0,06-12,4.0,474,October Count Day,13476.1999999999,242.8,13718.9999999999,11273.08,0,11273.08,2203.12,242.8,2445.92,6387718.8,115087.2,6502805.99999999,13831.89934,7216.35,1083.92,2858.03,296.32,1198.7,1065.69,1,0,0,1,0,0,0
ME,2018-2019,1445,307,RSU 02,Henry L Cottrell School,2314776,2314776,20500610100000.0,231477600230.0,202.0,PK-03,2.0,204,October Count Day,11354.21,750.579999999999,12104.79,9045.44,427.49,9472.93,2308.77,323.09,2631.86,2316258.84,153118.319999999,2469377.16,12217.68934,5882.36,1163.23,2734.9,328.95,855.67,1139.67,1,0,0,1,0,0,0
ME,2018-2019,1445,402,RSU 02,Marcia Buker School,2314776,2314776,20500610100000.0,231477600296.0,223.0,PK-05,2.0,224,October Count Day,13377.8599999999,1077.18,14455.0399999999,11069.09,754.09,11823.18,2308.77,323.09,2631.86,2996640.63999999,241288.32,3237928.96,14567.93934,7838.54,1163.23,3222.96,328.95,761.67,1139.67,1,0,0,1,0,0,0
ME,2018-2019,1445,308,RSU 02,Monmouth Academy,2314776,2314776,20500610100000.0,231477600231.0,210.0,09-12,4.0,210,October Count Day,14427.54,189.46,14617,12294.6,0,12294.6,2132.94,189.46,2322.4,3029783.4,39786.6,3069570,14729.89934,7676.11,1031.23,2903.58,274.64,1714.91,1016.53,1,0,0,1,0,0,0
ME,2018-2019,1445,309,RSU 02,Monmouth Middle School,2314776,2314776,20500610100000.0,231477601018.0,239.0,04-08,3.0,239,October Count Day,12683.03,323.09,13006.12,10374.26,0,10374.26,2308.77,323.09,2631.86,3031244.17,77218.51,3108462.68,13119.01934,6589.08,1163.23,2808.95,328.95,976.23,1139.67,1,0,0,1,0,0,0
ME,2018-2019,1445,403,RSU 02,Richmond High School,2314776,2314776,20500610100000.0,231477600298.0,145.0,09-12,4.0,145,October Count Day,14556.94,189.46,14746.4,12424,0,12424,2132.94,189.46,2322.4,2110756.3,27471.7,2138228,14859.29934,7679.57,1031.23,3079.21,274.64,1665.22,1016.53,1,0,0,1,0,0,0
ME,2018-2019,1445,404,RSU 02,Richmond Middle School,2314776,2314776,20500610100000.0,231477601008.0,105.0,06-08,3.0,105,October Count Day,15098.1,323.09,15421.19,12789.33,0,12789.33,2308.77,323.09,2631.86,1585300.5,33924.45,1619224.95,15534.08934,8305.93,1163.23,3290.38,328.95,1193.02,1139.67,1,0,0,1,0,0,0
ME,2018-2019,561,564,RSU 03/MSAD 03,Monroe Elementary School,2311520,2311520,20501470200000.0,231152000471.0,56.0,PK-05,2.0,60,October Count Day,14043.9499999999,1168.14,15212.0899999999,10435.83,0,10435.83,3608.12,1168.14,4776.26,842636.999999999,70088.4,912725.399999999,14916.90438,5711.08,2490.01,2883.43,874.25,1841.32,1412.01,1,0,0,1,0,0,0
ME,2018-2019,561,562,RSU 03/MSAD 03,Morse Memorial School,2311520,2311520,20501470200000.0,231152000472.0,110.0,PK-05,2.0,111,October Count Day,11197.6199999999,1168.14,12365.7599999999,7589.5,0,7589.5,3608.12,1168.14,4776.26,1242935.81999999,129663.54,1372599.35999999,12070.57438,4241.85,2490.01,2019.75,874.25,1327.9,1412.01,1,0,0,1,0,0,0
ME,2018-2019,561,568,RSU 03/MSAD 03,Mt View Elementary School,2311520,2311520,20501470200000.0,231152000475.0,238.0,KG-05,2.0,238,October Count Day,12477.8299999999,1168.14,13645.9699999999,8869.71,0,8869.71,3608.12,1168.14,4776.26,2969723.53999999,278017.32,3247740.85999999,13350.78438,5588.69,2490.01,2590.7,874.25,690.32,1412.01,1,0,0,1,0,0,0
ME,2018-2019,561,567,RSU 03/MSAD 03,Mt View High School,2311520,2311520,20501470200000.0,231152000473.0,343.0,09-12,4.0,343,October Count Day,16488.95,370.2,16859.15,12702.46,33.69,12736.15,3786.49,336.51,4123,5655709.85,126978.599999999,5782688.45,16563.96438,7847.94,1826.1,3022.73,623.87,1865.48,1673.04,1,0,0,1,0,0,0
ME,2018-2019,561,569,RSU 03/MSAD 03,Mt View Middle School,2311520,2311520,20501470200000.0,231152000474.0,298.0,06-08,3.0,298,October Count Day,13357.88,1236.56,14594.4399999999,9749.76,68.42,9818.18,3608.12,1168.14,4776.26,3980648.23999999,368494.88,4349143.11999999,14299.25438,6035.39,2490.01,2655.78,874.25,1127.01,1412.01,1,0,0,1,0,0,0
ME,2018-2019,561,565,RSU 03/MSAD 03,Troy Central School,2311520,2311520,20501470200000.0,231152000476.0,91.0,KG-05,2.0,91,October Count Day,13159.71,1168.14,14327.8499999999,9551.59,0,9551.59,3608.12,1168.14,4776.26,1197533.60999999,106300.74,1303834.34999999,14032.66438,5639.41,2490.01,2889.8,874.25,1022.37,1412.01,1,0,0,1,0,0,0
ME,2018-2019,561,566,RSU 03/MSAD 03,Unity Elementary School,2311520,2311520,20501470200000.0,231152000477.0,22.0,PK-PK,1.0,32,October Count Day,9809.38,1168.14,10977.5199999999,6201.26,0,6201.26,3608.12,1168.14,4776.26,313900.16,37380.48,351280.639999999,10682.33438,1203.66,2490.01,1200.3,874.25,3797.3,1412.01,1,0,0,1,0,0,0
ME,2018-2019,561,563,RSU 03/MSAD 03,Walker Memorial School,2311520,2311520,20501470200000.0,231152000478.0,98.0,PK-05,2.0,101,October Count Day,11753.01,1168.14,12921.15,8144.89,0,8144.89,3608.12,1168.14,4776.26,1187054.01,117982.14,1305036.15,12625.96438,4602.62,2490.01,2328.81,874.25,1213.46,1412.01,1,0,0,1,0,0,0
ME,2018-2019,1446,1448,RSU 04,Carrie Ricker School,2314783,2314783,20500110100000.0,231478323124.0,311.0,03-05,2.0,311,October Count Day,13383.14,778.38,14161.5199999999,10402.85,36.99,10439.84,2980.29,741.39,3721.68,4162156.54,242076.18,4404232.72,13810.97923,6379.86,1555.79,2910.01,575.97,1149.96,1589.92,1,0,0,1,0,0,0
