state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_ME,enrollmetric,pp_stloc_raw_ME,pp_fed_raw_ME,pp_total_raw_ME,pp_site_stloc_raw_ME,pp_site_fed_raw_ME,pp_site_raw_ME,pp_centshare_stloc_raw_ME,pp_centshare_fed_raw_ME,pp_centshare_raw_ME,schoolstloc_raw_ME,schoolfed_raw_ME,schooltot_raw_ME,pp_total_norm_NERDS,pp_salary_site_raw_ME,pp_salary_cent_raw_ME,pp_benefit_site_ME,pp_benefit_cent_ME,pp_nonperson_site_ME,pp_nonperson_cent_raw_ME,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
ME,2018-2019,646,660,RSU 17/MSAD 17,Paris Elementary School,2310770,2310770,20500950100000.0,231077000607.0,430.0,PK-06,2.0,430,October Count Day,11022.56,1130.96,12153.52,8505.76,552.99,9058.75,2516.8,577.97,3094.77,4739700.8,486312.8,5226013.6,12193.31011,5536.83,1604.21,2683.6,637.13,838.33,853.44,1,0,0,1,0,0,0
ME,2018-2019,646,657,RSU 17/MSAD 17,Waterford Memorial School,2310770,2310770,20500950100000.0,231077000363.0,99.0,PK-02,2.0,100,October Count Day,6414.95,1512.94,7927.89,3898.15,934.97,4833.12,2516.8,577.97,3094.77,641495,151294,792789,7967.680105,1944.23,1604.21,1744.47,637.13,1144.42,853.44,1,0,0,1,0,0,0
ME,2018-2019,1457,807,RSU 18,Belgrade Central School,2314779,2314779,20500610200000.0,231477900701.0,243.0,PK-05,2.0,246,October Count Day,13998.17,1066.05,15064.22,11938.17,1046.98,12985.15,2060,19.07,2079.07,3443549.82,262248.3,3705798.11999999,15385.53032,8262.88,1101.27,3563.74,452.36,1158.53,525.44,1,0,0,1,0,0,0
ME,2018-2019,1457,135,RSU 18,China Middle School,2314779,2314779,20500610200000.0,231477900121.0,197.0,05-08,3.0,197,October Count Day,13670.29,404.13,14074.42,11610.29,385.06,11995.35,2060,19.07,2079.07,2693047.13,79613.61,2772660.74,14395.73032,7754.29,1101.27,3042.35,452.36,1198.7,525.44,1,0,0,1,0,0,0
ME,2018-2019,1457,136,RSU 18,China Primary School,2314779,2314779,20500610200000.0,231477901043.0,232.0,PK-04,2.0,232,October Count Day,13549.43,1009.3,14558.73,11489.43,990.23,12479.66,2060,19.07,2079.07,3143467.76,234157.6,3377625.36,14880.04032,8033.9,1101.27,3465.59,452.36,980.17,525.44,1,0,0,1,0,0,0
ME,2018-2019,1457,812,RSU 18,James H Bean School,2314779,2314779,20500610200000.0,231477900702.0,259.0,PK-05,2.0,259,October Count Day,13168.42,462.96,13631.38,11108.42,443.89,11552.31,2060,19.07,2079.07,3410620.78,119906.64,3530527.42,13952.69032,7007.45,1101.27,3303.71,452.36,1241.15,525.44,1,0,0,1,0,0,0
ME,2018-2019,1457,811,RSU 18,Messalonskee High School,2314779,2314779,20500610200000.0,231477900705.0,723.0,09-12,4.0,723,October Count Day,12484.27,291.11,12775.38,10593.08,250.79,10843.87,1891.19,40.32,1931.51,9026127.21,210472.53,9236599.74,13096.69032,6590.87,1011.59,2833.9,411.96,1419.11,507.95,1,0,0,1,0,0,0
ME,2018-2019,1457,813,RSU 18,Messalonskee Middle School,2314779,2314779,20500610200000.0,231477900694.0,530.0,06-08,3.0,530,October Count Day,13498.11,274.09,13772.2,11438.11,255.02,11693.13,2060,19.07,2079.07,7153998.3,145267.7,7299266,14093.51032,7345.56,1101.27,3222.2,452.36,1125.37,525.44,1,0,0,1,0,0,0
ME,2018-2019,1457,808,RSU 18,Ralph M Atwood Primary School,2314779,2314779,20500610200000.0,231477901023.0,236.0,PK-02,2.0,237,October Count Day,13624.28,1642.62999999999,15266.91,11564.28,1623.56,13187.84,2060,19.07,2079.07,3228954.36,389303.31,3618257.67,15588.22032,8240.88,1101.27,3670.72,452.36,1276.25,525.44,1,0,0,1,0,0,0
ME,2018-2019,1457,810,RSU 18,Williams Elementary School,2314779,2314779,20500610200000.0,231477900704.0,209.0,03-05,2.0,209,October Count Day,13667.61,1560.63999999999,15228.25,11607.61,1541.57,13149.18,2060,19.07,2079.07,2856530.49,326173.759999999,3182704.25,15549.56032,8204.89,1101.27,3969.58,452.36,974.71,525.44,1,0,0,1,0,0,0
ME,2018-2019,1458,815,RSU 19,Corinna Elementary School,2314785,2314785,20501310100000.0,231478500724.0,,,,162,October Count Day,13538.35,1333.87,14872.22,10600.31,758.4,11358.71,2938.04,575.47,3513.51,2193212.7,216086.939999999,2409299.64,14570.03658,7021.27,1813.57,2974.83,630.73,1362.61,1069.21,1,0,0,1,0,0,0
ME,2018-2019,1458,2044,RSU 19,Etna-Dixmont School,2314785,2314785,20501310100000.0,231478523182.0,,PK-04,2.0,206,October Count Day,9636.08,2921.27,12557.35,NRD,NRD,9636.08,NRD,NRD,2921.27,1985032.48,601781.62,2586814.1,12255.16658,6595.22,1813.57,2806.77,630.73,922.61,1069.21,1,0,0,1,0,0,0
ME,2018-2019,1458,820,RSU 19,Newport Elementary School,2314785,2314785,20501310100000.0,231478500727.0,,,,307,October Count Day,10524.14,1211.24,11735.38,7586.1,635.77,8221.87,2938.04,575.47,3513.51,3230910.98,371850.68,3602761.66,11433.19658,4954.84,1813.57,2473.29,630.73,793.74,1069.21,1,0,0,1,0,0,0
ME,2018-2019,1458,822,RSU 19,Nokomis Regional High School,2314785,2314785,20501310100000.0,231478500729.0,572.0,09-12,4.0,572,October Count Day,14034.27,175.19,14209.46,11713.5,146.12,11859.62,2320.77,29.07,2349.84,8027602.44,100208.68,8127811.12,13907.27658,7624.11,1027.48,2865.3,413.8,1370.22,908.56,1,0,0,1,0,0,0
ME,2018-2019,1458,2047,RSU 19,Nokomis Regional Middle School,2314785,2314785,20501310100000.0,231478523181.0,,05-08,3.0,559,October Count Day,11632.82,2304.59,13937.41,NRD,NRD,11632.82,NRD,NRD,2304.59,6502746.38,1288265.81,7791012.19,13635.22658,7624.11,1027.48,2865.3,413.8,1370.22,908.56,1,0,0,1,0,0,0
ME,2018-2019,1458,2045,RSU 19,Sebasticook Valley Elementary School,2314785,2314785,20501310100000.0,231478523178.0,,PK-04,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,0,0,1,0,1,0
ME,2018-2019,1458,823,RSU 19,Sebasticook Valley Middle School,2314785,2314785,20501310100000.0,231478500569.0,,,,328,October Count Day,11317.09,577.48,11894.57,8379.05,2.01,8381.06,2938.04,575.47,3513.51,3712005.52,189413.44,3901418.96,11592.38658,5140.3,1813.57,2250.99,630.73,989.77,1069.21,1,0,0,1,0,0,0
ME,2018-2019,1458,2046,RSU 19,Somerset Elementary School,2314785,2314785,20501310100000.0,231478523183.0,,PK-04,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,0,0,1,0,1,0
ME,2018-2019,1458,819,RSU 19,Somerset Valley Middle School,2314785,2314785,20501310100000.0,231478500552.0,,,,253,October Count Day,12660.7,1461.22,14121.92,9722.66,885.75,10608.41,2938.04,575.47,3513.51,3203157.1,369688.66,3572845.76,13819.73658,6528.27,1813.57,2790.81,630.73,1289.33,1069.21,1,0,0,1,0,0,0
ME,2018-2019,1458,825,RSU 19,St Albans Consolidated,2314785,2314785,20501310100000.0,231478500945.0,,,,133,October Count Day,12233.85,1725.63,13959.48,9295.81,1150.16,10445.97,2938.04,575.47,3513.51,1627102.05,229508.79,1856610.83999999,13657.29658,6561.3,1813.57,2695.53,630.73,1189.14,1069.21,1,0,0,1,0,0,0
ME,2018-2019,1459,885,RSU 20,Searsport District High School,2314791,2314791,20501410100000.0,231479100768.0,147.0,09-12,4.0,147,October Count Day,20208.3099999999,36.8,20245.1099999999,16299.05,0,16299.05,3909.26,36.8,3946.06,2970621.57,5409.59999999999,2976031.16999999,20149.69376,9919.48,1991.23,3871.13,591.94,2508.44,1362.89,1,0,0,1,0,0,0
ME,2018-2019,1459,884,RSU 20,Searsport District Middle School,2314791,2314791,20501410100000.0,231479100770.0,117.0,06-08,3.0,117,October Count Day,17165.8999999999,1657.17,18823.07,13261.97,0,13261.97,3903.93,1657.17,5561.1,2008410.29999999,193888.89,2202299.19,18727.65376,7657.22,3034.87,3370.63,1040.77,2234.12,1485.47,1,0,0,1,0,0,0
ME,2018-2019,1459,886,RSU 20,Searsport Elementary,2314791,2314791,20501410100000.0,231479100026.0,231.0,PK-05,2.0,231,October Count Day,17299.11,1657.17,18956.28,13395.18,0,13395.18,3903.93,1657.17,5561.1,3996094.41,382806.27,4378900.68,18860.86376,8221.35,3034.87,3509.18,1040.77,1664.65,1485.47,1,0,0,1,0,0,0
ME,2018-2019,1460,968,RSU 21,Kennebunk Elementary School,2314773,2314773,20501610100000.0,231477300580.0,442.0,PK-02,2.0,442,October Count Day,16260.0999999999,260.95,16521.05,13251.55,239.23,13490.7799999999,3008.55,21.72,3030.27,7186964.19999999,115339.9,7302304.1,16520.03802,8121.79,1262.4,3919.28,516.93,1449.71,1250.94,1,0,0,1,0,0,0
ME,2018-2019,1460,964,RSU 21,Kennebunk High School,2314773,2314773,20501610100000.0,231477300799.0,718.0,09-12,4.0,711,October Count Day,17338.89,159.87,17498.76,14336.86,127.75,14464.61,3002.03,32.12,3034.15,12327950.79,113667.57,12441618.36,17497.74802,9018.7,1270.22,3524.7,515.48,1921.21,1248.45,1,0,0,1,0,0,0
ME,2018-2019,1460,967,RSU 21,Kennebunkport Consolidated Sch,2314773,2314773,20501610100000.0,231477300801.0,156.0,KG-05,2.0,155,October Count Day,20414.16,697.79,21111.95,17405.61,676.07,18081.68,3008.55,21.72,3030.27,3164194.8,108157.45,3272352.25,21110.93802,12163.79,1262.4,4458.04,516.93,1459.84,1250.94,1,0,0,1,0,0,0
ME,2018-2019,1460,966,RSU 21,Middle School of the Kennebunks,2314773,2314773,20501610100000.0,231477300800.0,572.0,06-08,3.0,568,October Count Day,16036.64,278.22,16314.8599999999,13028.09,256.5,13284.59,3008.55,21.72,3030.27,9108811.52,158028.96,9266840.47999999,16313.84802,8587.19,1262.4,3595.85,516.93,1101.57,1250.94,1,0,0,1,0,0,0
ME,2018-2019,1460,13,RSU 21,Mildred L Day School,2314773,2314773,20501610100000.0,231477300008.0,238.0,KG-05,2.0,237,October Count Day,15245.89,852.97,16098.8599999999,12237.34,831.25,13068.59,3008.55,21.72,3030.27,3613275.92999999,202153.89,3815429.82,16097.84802,8174.11,1262.4,3332.18,516.93,1562.3,1250.94,1,0,0,1,0,0,0
ME,2018-2019,1460,965,RSU 21,Sea Road School,2314773,2314773,20501610100000.0,231477301054.0,342.0,03-05,2.0,341,October Count Day,13701.4,574.64,14276.04,10692.85,552.92,11245.77,3008.55,21.72,3030.27,4672177.4,195952.24,4868129.64,14275.02802,7290.61,1262.4,2865.31,516.93,1089.84,1250.94,1,0,0,1,0,0,0
ME,2018-2019,1615,676,RSU 22,Earl C McGraw School,2314815,2314815,20501070100000.0,231481500385.0,340.0,PK-02,2.0,341,October Count Day,10658.48,162.74,10821.22,8708.17,20.8,8728.97,1950.31,141.94,2092.25,3634541.67999999,55494.34,3690036.01999999,11124.02929,5648.52,630.41,2626.38,158.92,454.07,1302.92,1,0,0,1,0,0,0
ME,2018-2019,1615,674,RSU 22,George B Weatherbee School,2314815,2314815,20501070100000.0,231481500386.0,322.0,03-05,2.0,322,October Count Day,11279.1199999999,197.01,11476.13,9328.81,55.07,9383.88,1950.31,141.94,2092.25,3631876.63999999,63437.2199999999,3695313.86,11778.93929,6029.54,630.41,2589.21,158.92,765.14,1302.92,1,0,0,1,0,0,0
ME,2018-2019,1615,675,RSU 22,Hampden Academy,2314815,2314815,20501070100000.0,231481500387.0,795.0,09-12,4.0,795,October Count Day,11978.97,171.079999999999,12150.05,10265.22,84.06,10349.28,1713.75,87.02,1800.77,9523281.15,136008.599999999,9659289.75,12452.85929,6610.63,507.53,2257.35,121.47,1481.3,1171.76,1,0,0,1,0,0,0
ME,2018-2019,1615,679,RSU 22,Leroy H Smith School,2314815,2314815,20501070100000.0,231481500388.0,302.0,PK-04,2.0,302,October Count Day,11653.7499999999,1802.53,13456.2799999999,9703.43999999999,1660.59,11364.0299999999,1950.31,141.94,2092.25,3519432.49999999,544364.059999999,4063796.55999999,13759.08929,7268.4,630.41,3096.11,158.92,999.53,1302.92,1,0,0,1,0,0,0
ME,2018-2019,1615,678,RSU 22,Newburgh Elementary School,2314815,2314815,20501070100000.0,231481500389.0,26.0,PK-PK,1.0,26,October Count Day,8107.94,141.94,8249.88,6157.63,0,6157.63,1950.31,141.94,2092.25,210806.44,3690.44,214496.879999999,8552.689288,3182.07,630.41,1792.2,158.92,1183.37,1302.92,1,0,0,1,0,0,0
ME,2018-2019,1615,677,RSU 22,Reeds Brook Middle School,2314815,2314815,20501070100000.0,231481500164.0,399.0,06-08,3.0,399,October Count Day,11484.38,190.95,11675.33,9534.07,49.01,9583.08,1950.31,141.94,2092.25,4582267.62,76189.0499999999,4658456.67,11978.13929,6394.93,630.41,2427.88,158.92,760.27,1302.92,1,0,0,1,0,0,0
ME,2018-2019,1615,680,RSU 22,Samuel L Wagner Middle School,2314815,2314815,20501070100000.0,231481500030.0,245.0,05-08,3.0,245,October Count Day,11863.64,304.06,12167.6999999999,9913.33,162.12,10075.45,1950.31,141.94,2092.25,2906591.8,74494.7,2981086.49999999,12470.50929,6581.42,630.41,2586.77,158.92,907.26,1302.92,1,0,0,1,0,0,0
ME,2018-2019,1461,323,RSU 23,Jameson Elementary School,2314784,2314784,20501610200000.0,231478400238.0,187.0,PK-02,2.0,188,October Count Day,18651.4699999999,1378.17,20029.64,11364.85,0,11364.85,7286.62,1378.17,8664.79,3506476.35999999,259095.96,3765572.32,20014.45261,6681.76,5337.32,3415.96,2003.23,1267.13,1324.24,1,0,0,1,0,0,0
ME,2018-2019,1461,324,RSU 23,Loranger Memorial School,2314784,2314784,20501610200000.0,231478400240.0,313.0,03-08,3.0,313,October Count Day,19038.05,1378.17,20416.22,11751.43,0,11751.43,7286.62,1378.17,8664.79,5958909.64999999,431367.21,6390276.86,20401.03261,7038.93,5337.32,3429.92,2003.23,1282.59,1324.24,1,0,0,1,0,0,0
ME,2018-2019,1461,325,RSU 23,Old Orchard Beach High School,2314784,2314784,20501610200000.0,231478400921.0,209.0,09-12,4.0,209,October Count Day,24931.6,158.92,25090.5199999999,16932.8,0,16932.8,7998.79999999999,158.92,8157.71999999999,5210704.39999999,33214.28,5243918.68,25075.33261,9855.44,5114.67,3955.45,1772.11,3121.91,1270.94,1,0,0,1,0,0,0
ME,2018-2019,1462,695,RSU 24,Cave Hill School,2314790,2314790,20500510100000.0,231479000403.0,83.0,PK-08,3.0,83,October Count Day,17054.86,1836.95,18891.81,13647.54,1390.95,15038.49,3407.32,446,3853.32,1415553.38,152466.85,1568020.23,18843.52211,9235.06,2066.18,3917.01,787.45,1886.42,999.68,1,0,0,1,0,0,0
ME,2018-2019,1462,459,RSU 24,Ella Lewis School,2314790,2314790,20500510100000.0,231479000591.0,106.0,PK-08,3.0,106,October Count Day,16917.9,1890.22,18808.12,13510.58,1444.22,14954.8,3407.32,446,3853.32,1793297.4,200363.32,1993660.72,18759.83211,9457.88,2066.18,3988.1,787.45,1508.82,999.68,1,0,0,1,0,0,0
ME,2018-2019,1462,1046,RSU 24,Mountain View School,2314790,2314790,20500510100000.0,231479000566.0,244.0,PK-08,3.0,247,October Count Day,16111.52,1641.26,17752.78,12704.2,1195.26,13899.46,3407.32,446,3853.32,3979545.44,405391.22,4384936.66,17704.49211,8559.23,2066.18,4077.43,787.45,1262.79,999.68,1,0,0,1,0,0,0
ME,2018-2019,1462,1353,RSU 24,Peninsula School,2314790,2314790,20500510100000.0,231479000640.0,174.0,PK-08,3.0,176,October Count Day,15232.89,1358.12,16591.01,11825.57,912.12,12737.69,3407.32,446,3853.32,2680988.63999999,239029.12,2920017.76,16542.72211,7863.02,2066.18,3248.7,787.45,1625.96,999.68,1,0,0,1,0,0,0
ME,2018-2019,1462,1035,RSU 24,Sumner Memorial High School,2314790,2314790,20500510100000.0,231479000148.0,233.0,09-12,4.0,233,October Count Day,18156.98,652.68,18809.66,14914.93,533.99,15448.92,3242.05,118.69,3360.74,4230576.34,152074.44,4382650.78,18761.37211,9463.12,1875.46,3977.32,716.78,2008.48,768.5,1,0,0,1,0,0,0
ME,2018-2019,1464,105,RSU 25,Bucksport High School,2314796,2314796,20500510200000.0,231479600102.0,356.0,09-12,4.0,356,October Count Day,13502.98,56.61,13559.59,9059.52,0,9059.52,4443.46,56.61,4500.07,4807060.88,20153.16,4827214.04,13738.65939,5213.63,2212.76,2506.06,720.03,1339.84,1567.29,1,0,0,1,0,0,0
ME,2018-2019,1464,107,RSU 25,Bucksport Middle School,2314796,2314796,20500510200000.0,231479600685.0,324.0,05-08,3.0,324,October Count Day,12689.99,811.45,13501.44,7190.27,540.96,7731.23,5499.72,270.49,5770.21,4111556.76,262909.8,4374466.56,13680.50939,4539.84,3012.35,2494.47,987.28,696.92,1770.59,1,0,0,1,0,0,0
ME,2018-2019,1464,103,RSU 25,G Herbert Jewett School,2314796,2314796,20500510200000.0,231479600103.0,130.0,PK-KG,1.0,133,October Count Day,12694.98,749.56,13444.5399999999,7195.26,479.07,7674.33,5499.72,270.49,5770.21,1688432.33999999,99691.48,1788123.81999999,13623.60939,4373.09,3012.35,2357.35,987.28,943.89,1770.59,1,0,0,1,0,0,0
ME,2018-2019,1464,106,RSU 25,Miles Lane School,2314796,2314796,20500510200000.0,231479601027.0,268.0,01-04,2.0,268,October Count Day,13704.52,1191.43,14895.95,8204.8,920.94,9125.74,5499.72,270.49,5770.21,3672811.36,319303.24,3992114.6,15075.01939,5572.04,3012.35,2659.56,987.28,894.14,1770.59,1,0,0,1,0,0,0
ME,2018-2019,1465,339,RSU 26,Asa C Adams School,2314778,2314778,20501010200000.0,231477800251.0,272.0,PK-05,2.0,272,October Count Day,17117.88,661.099999999999,17778.98,15098.09,328.76,15426.85,2019.79,332.34,2352.13,4656063.36,179819.199999999,4835882.56,17913.07514,9648.99,1010.21,4260.54,393.95,1517.33,947.97,1,0,0,1,0,0,0
ME,2018-2019,1465,340,RSU 26,Orono High School,2314778,2314778,20501010200000.0,231477800252.0,329.0,09-12,4.0,335,October Count Day,17452.81,142.38,17595.19,15433.2,130.75,15563.95,2019.61,11.63,2031.24,5846691.35,47697.2999999999,5894388.65,17729.28514,9314.58,837.49,3734.11,297.52,2515.24,896.23,1,0,0,1,0,0,0
ME,2018-2019,1465,341,RSU 26,Orono Middle School,2314778,2314778,20501010200000.0,231477800297.0,173.0,06-08,3.0,173,October Count Day,15576.04,452.51,16028.55,13556.25,120.17,13676.42,2019.79,332.34,2352.13,2694654.92,78284.23,2772939.15,16162.64514,8546.39,1010.21,3712.06,393.95,1417.98,947.97,1,0,0,1,0,0,0
ME,2018-2019,703,706,RSU 28/MSAD 28,Camden-Rockport Elementary School,2311130,2311130,20500770200000.0,231113000413.0,373.0,KG-04,2.0,372,October Count Day,17098.85,647.52,17746.37,14041.55,0,14041.55,3057.3,647.52,3704.82,6360772.19999999,240877.44,6601649.64,17558.15094,8887.2,1286.8,3852.93,521.62,1301.43,1896.4,1,0,0,1,0,0,0
ME,2018-2019,703,705,RSU 28/MSAD 28,Camden-Rockport Middle School,2311130,2311130,20500770200000.0,231113000412.0,367.0,05-08,3.0,363,October Count Day,17982.84,647.52,18630.36,14925.54,0,14925.54,3057.3,647.52,3704.82,6527770.92,235049.759999999,6762820.68,18442.14094,9572.37,1286.8,3750.82,521.62,1602.35,1896.4,1,0,0,1,0,0,0
ME,2018-2019,707,708,RSU 29/MSAD 29,Houlton Elementary School,2311160,2311160,20500270400000.0,231116000415.0,423.0,PK-02,2.0,423,October Count Day,8587.63,1299.37999999999,9887.00999999999,7561.19,1215.02,8776.21,1026.44,84.36,1110.8,3632567.48999999,549637.74,4182205.22999999,10187.14856,5463.91,533.86,2261.2,127.74,1051.09,449.21,1,0,0,1,0,0,0
ME,2018-2019,707,709,RSU 29/MSAD 29,Houlton High School,2311160,2311160,20500270400000.0,231116000416.0,364.0,09-12,4.0,364,October Count Day,12339.82,178.109999999999,12517.93,11313.38,160.29,11473.67,1026.44,17.82,1044.26,4491694.47999999,64832.0399999999,4556526.52,12818.06856,7081.94,504.15,2524.76,121.62,1866.97,418.49,1,0,0,1,0,0,0
ME,2018-2019,707,711,RSU 29/MSAD 29,Houlton Junior High School,2311160,2311160,20500270400000.0,231116000301.0,298.0,06-08,3.0,298,October Count Day,8946.8,409.66,9356.46,7920.36,325.3,8245.66,1026.44,84.36,1110.8,2666146.4,122078.68,2788225.07999999,9656.598556,5235.29,533.86,2067.95,127.74,942.42,449.21,1,0,0,1,0,0,0
ME,2018-2019,707,710,RSU 29/MSAD 29,Houlton Southside School,2311160,2311160,20500270400000.0,231116000035.0,319.0,03-05,2.0,319,October Count Day,10086.67,1245.77,11332.44,9060.23,1161.41,10221.64,1026.44,84.36,1110.8,3217647.73,397400.63,3615048.36,11632.57856,6478.36,533.86,2511.65,127.74,1231.63,449.21,1,0,0,1,0,0,0
ME,2018-2019,713,716,RSU 30/MSAD 30,Lee/Winn School,2311220,2311220,20501070400000.0,231122000029.0,100.0,PK-04,2.0,101,October Count Day,15109,1344.01,16453.01,11522.84,0,11522.84,3586.16,1344.01,4930.17,1526009,135745.01,1661754.00999999,16644.90199,6440.62,1739.79,3326,854.99,1756.22,2335.39,1,0,0,1,0,0,0
ME,2018-2019,713,714,RSU 30/MSAD 30,Mt Jefferson Jr High School,2311220,2311220,20501070400000.0,231122000427.0,81.0,05-08,3.0,81,October Count Day,14125.76,1344.01,15469.77,10539.6,0,10539.6,3586.16,1344.01,4930.17,1144186.56,108864.81,1253051.37,15661.66199,6024.13,1739.79,3018.52,854.99,1496.94,2335.39,1,0,0,1,0,0,0
ME,2018-2019,718,719,RSU 31/MSAD 31,Enfield Station Elementary School,2311250,2311250,20501070500000.0,231125000043.0,212.0,PK-05,2.0,212,October Count Day,14117.33,0,14117.33,11182.58,0,11182.58,2934.75,0,2934.75,2992873.96,0,2992873.96,14277.57887,6721.73,922.51,2978.49,348.95,1482.36,1663.29,1,0,0,1,0,0,0
ME,2018-2019,718,721,RSU 31/MSAD 31,Hichborn Middle School,2311250,2311250,20501070500000.0,231125000431.0,99.0,06-08,3.0,99,October Count Day,17355.42,0,17355.42,14420.67,0,14420.67,2934.75,0,2934.75,1718186.57999999,0,1718186.57999999,17515.66887,8803.95,922.51,3757.45,348.95,1859.26,1663.29,1,0,0,1,0,0,0
ME,2018-2019,718,720,RSU 31/MSAD 31,Penobscot Valley High School,2311250,2311250,20501070500000.0,231125000432.0,142.0,09-12,4.0,142,October Count Day,16622.16,0,16622.16,12870.63,0,12870.63,3751.53,0,3751.53,2360346.72,0,2360346.72,16782.40887,7599.61,1457.33,3380.11,435.03,1890.91,1859.17,1,0,0,1,0,0,0
ME,2018-2019,722,725,RSU 32/MSAD 32,Ashland District School,2311280,2311280,20500270500000.0,231128023125.0,269.0,PK-12,4.0,269,October Count Day,15705.29,826.5,16531.79,10516.83,63.14,10579.97,5188.46,763.36,5951.82,4224723.01,222328.5,4447051.51,16561.33829,5987.41,2733.31,2644.18,1115.99,1948.38,2102.53,1,0,0,1,0,0,0
ME,2018-2019,726,727,RSU 33/MSAD 33,Dr Levesque Elementary School,2311310,2311310,20500270600000.0,231131000437.0,133.0,PK-06,2.0,133,October Count Day,9820.97,911.6,10732.57,8679.24,910.4,9589.64,1141.73,1.2,1142.93,1306189.01,121242.8,1427431.81,10632.86237,5744.19,511.82,2274.16,294.27,1571.3,336.84,1,0,0,1,0,0,0
ME,2018-2019,726,728,RSU 33/MSAD 33,St John Valley Technology Center,2311310,2311310,20500270600000.0,231131000178.0,,,0.0,103,October Count Day,10435.21,1.2,10436.41,9293.48,0,9293.48,1141.73,1.2,1142.93,1074826.63,123.6,1074950.23,10336.70237,4884.88,511.82,1890.35,294.27,2518.26,336.84,1,0,0,1,0,0,0
ME,2018-2019,726,729,RSU 33/MSAD 33,Wisdom Middle High School,2311310,2311310,20500270600000.0,231131000439.0,99.0,07-12,4.0,99,October Count Day,14803.9199999999,1132.95,15936.8699999999,13662.1899999999,1131.75,14793.9399999999,1141.73,1.2,1142.93,1465588.07999999,112162.05,1577750.13,15837.16237,8492.12,511.82,2487.93,294.27,3813.89,336.84,1,0,0,1,0,0,0
ME,2018-2019,1466,8,RSU 34,Alton Elementary School,2314782,2314782,20501010300000.0,231478201041.0,45.0,PK-04,2.0,45,October Count Day,16390.14,1467.93,17858.07,15251.73,1444.74,16696.47,1138.40999999999,23.19,1161.6,737556.299999999,66056.85,803613.15,18031.55525,9261.66,462.74,3176.61,146,4258.2,552.86,1,0,0,1,0,0,0
ME,2018-2019,1466,331,RSU 34,Leonard Middle School,2314782,2314782,20501010300000.0,231478200246.0,317.0,06-08,3.0,317,October Count Day,12505.42,420.74,12926.16,11367.01,397.55,11764.56,1138.40999999999,23.19,1161.6,3964218.14,133374.58,4097592.72,13099.64525,7192.51,462.74,3090.92,146,1481.13,552.86,1,0,0,1,0,0,0
ME,2018-2019,1466,333,RSU 34,Old Town Elementary School,2314782,2314782,20501010300000.0,231478200699.0,576.0,KG-05,2.0,576,October Count Day,11426.6199999999,1305.11,12731.73,10288.21,1281.92,11570.13,1138.40999999999,23.19,1161.6,6581733.11999999,751743.36,7333476.47999999,12905.21525,7363.69,462.74,3133.49,146,1072.95,552.86,1,0,0,1,0,0,0
ME,2018-2019,1466,332,RSU 34,Old Town High School,2314782,2314782,20501010300000.0,231478200248.0,511.0,09-12,4.0,511,October Count Day,13299.09,153.37,13452.46,12165.78,147.21,12312.99,1133.31,6.16,1139.47,6795834.99,78372.07,6874207.06,13625.94525,7456.77,462.74,3011.79,146,1844.43,530.73,1,0,0,1,0,0,0
ME,2018-2019,1466,76,RSU 34,Viola Rand School,2314782,2314782,20501010300000.0,231478200082.0,45.0,PK-01,1.0,49,October Count Day,14536.49,1774.32,16310.81,13398.08,1751.13,15149.21,1138.40999999999,23.19,1161.6,712288.01,86941.68,799229.69,16484.29525,9367.3,462.74,3542.16,146,2239.76,552.86,1,0,0,1,0,0,0
ME,2018-2019,743,746,RSU 35/MSAD 35,Central School,2311370,2311370,20501670100000.0,231137000451.0,373.0,PK-03,2.0,375,October Count Day,12086.2899999999,431.4,12517.6899999999,8458,0,8458,3628.29,431.4,4059.69,4532358.75,161775,4694133.74999999,12579.02298,5283.76,2451.17,2363.85,727.35,810.4,881.16,1,0,0,1,0,0,0
ME,2018-2019,743,744,RSU 35/MSAD 35,Eliot Elementary School,2311370,2311370,20501670100000.0,231137000452.0,343.0,PK-03,2.0,346,October Count Day,14664.7599999999,431.4,15096.1599999999,11036.47,0,11036.47,3628.29,431.4,4059.69,5074006.95999999,149264.4,5223271.35999999,15157.49298,7028.5,2451.17,2950.34,727.35,1057.63,881.16,1,0,0,1,0,0,0
ME,2018-2019,743,747,RSU 35/MSAD 35,Marshwood Great Works School,2311370,2311370,20501670100000.0,231137000454.0,294.0,04-05,2.0,295,October Count Day,13843.4,431.4,14274.8,10215.11,0,10215.11,3628.29,431.4,4059.69,4083803,127263,4211066,14336.13298,6606.32,2451.17,2484.13,727.35,1124.66,881.16,1,0,0,1,0,0,0
