state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_CO,enrollmetric,pp_stloc_raw_CO,pp_fed_raw_CO,pp_total_raw_CO,pp_site_stloc_raw_CO,pp_site_fed_raw_CO,pp_site_raw_CO,pp_centshare_stloc_raw_CO,pp_centshare_fed_raw_CO,pp_centshare_raw_CO,schoolstloc_raw_CO,schoolfed_raw_CO,schooltot_raw_CO,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
CO,2018-2019,20,6342,ADAMS 12 FIVE STAR SCHOOLS,SHADOW RIDGE MIDDLE SCHOOL,806900,806900,6500170100000.0,80690001186,874.0,06-08,3.0,874,School Membership,9464,388,9852,6815,256,7071,2649,132,2781,8271536,339112,8610648,9829.832799,1,0,0,0,0,0,0
CO,2018-2019,20,7795,ADAMS 12 FIVE STAR SCHOOLS,SILVER CREEK ELEMENTARY,806900,806900,6500170100000.0,80690002028,607.0,KG-05,2.0,607,School Membership,10289,391,10680,7640,259,7899,2649,132,2781,6245423,237337,6482760,10657.8328,1,0,0,0,0,0,0
CO,2018-2019,20,4187,ADAMS 12 FIVE STAR SCHOOLS,SILVER HILLS MIDDLE SCHOOL,806900,806900,6500170100000.0,80690001179,1115.0,06-08,3.0,1115,School Membership,9453,397,9850,6804,265,7069,2649,132,2781,10540095,442655,10982750,9827.832799,1,0,0,0,0,0,0
CO,2018-2019,20,2578,ADAMS 12 FIVE STAR SCHOOLS,SKYVIEW ELEMENTARY SCHOOL,806900,806900,6500170100000.0,80690001401,480.0,KG-05,2.0,480,School Membership,10678,371,11049,8029,239,8268,2649,132,2781,5125440,178080,5303520,11026.8328,1,0,0,0,0,0,0
CO,2018-2019,20,1519,ADAMS 12 FIVE STAR SCHOOLS,STARGATE CHARTER SCHOOL,806900,806900,6500170100000.0,80690000728,1393.0,KG-12,4.0,1393,School Membership,7516,69,7585,7516,69,7585,0,0,0,10469788,96117,10565905,7562.832799,1,0,0,0,0,0,0
CO,2018-2019,20,8225,ADAMS 12 FIVE STAR SCHOOLS,STELLAR ELEMENTARY SCHOOL,806900,806900,6500170100000.0,80690006303,616.0,KG-05,2.0,616,School Membership,9717,370,10087,7068,238,7306,2649,132,2781,5985672,227920,6213592,10064.8328,1,0,0,0,0,0,0
CO,2018-2019,20,8275,ADAMS 12 FIVE STAR SCHOOLS,STEM LAB,806900,806900,6500170100000.0,80690006468,469.0,PK-08,3.0,469,School Membership,11312,297,11610,8663,165,8829,2649,132,2781,5305328,139293,5445090,11587.8328,1,0,0,0,0,0,0
CO,2018-2019,20,8310,ADAMS 12 FIVE STAR SCHOOLS,STEM LAUNCH,806900,806900,6500170100000.0,80690006561,815.0,KG-08,3.0,815,School Membership,10308,435,10744,7659,303,7963,2649,132,2781,8401020,354525,8756360,10721.8328,1,0,0,0,0,0,0
CO,2018-2019,20,8361,ADAMS 12 FIVE STAR SCHOOLS,STUKEY ELEMENTARY SCHOOL,806900,806900,6500170100000.0,80690001190,431.0,KG-05,2.0,431,School Membership,10362,552,10915,7713,420,8133,2649,132,2781,4466022,237912,4704365,10892.8328,1,0,0,0,0,0,0
CO,2018-2019,20,2410,ADAMS 12 FIVE STAR SCHOOLS,TARVER ELEMENTARY SCHOOL,806900,806900,6500170100000.0,80690001175,496.0,PK-05,2.0,496,School Membership,10058,598,10656,7409,466,7875,2649,132,2781,4988768,296608,5285376,10633.8328,1,0,0,0,0,0,0
CO,2018-2019,20,5814,ADAMS 12 FIVE STAR SCHOOLS,THE INTERNATIONAL SCHOOL AT THORNTON MIDDLE,806900,806900,6500170100000.0,80690001183,949.0,06-08,3.0,949,School Membership,10885,420,11306,8236,288,8525,2649,132,2781,10329865,398580,10729394,11283.8328,1,0,0,0,0,0,0
CO,2018-2019,20,8211,ADAMS 12 FIVE STAR SCHOOLS,THE STUDIO SCHOOL,806900,806900,6500170100000.0,80690006375,287.0,KG-05,2.0,287,School Membership,11668,134,11802,9019,2,9020,2649,132,2781,3348716,38458,3387174,11779.8328,1,0,0,0,0,0,0
CO,2018-2019,20,8842,ADAMS 12 FIVE STAR SCHOOLS,THORNTON ELEMENTARY SCHOOL,806900,806900,6500170100000.0,80690001191,430.0,PK-05,2.0,430,School Membership,11049,698,11747,8400,566,8966,2649,132,2781,4751070,300140,5051210,11724.8328,1,0,0,0,0,0,0
CO,2018-2019,20,5816,ADAMS 12 FIVE STAR SCHOOLS,THORNTON HIGH SCHOOL,806900,806900,6500170100000.0,80690001192,1705.0,09-12,4.0,1705,School Membership,10100,408,10509,7451,276,7728,2649,132,2781,17220500,695640,17917845,10486.8328,1,0,0,0,0,0,0
CO,2018-2019,20,8814,ADAMS 12 FIVE STAR SCHOOLS,THUNDER VISTA P-8,806900,806900,6500170100000.0,80690006740,607.0,PK-08,3.0,607,School Membership,10543,304,10846,7894,172,8065,2649,132,2781,6399601,184528,6583522,10823.8328,1,0,0,0,0,0,0
CO,2018-2019,20,210,ADAMS 12 FIVE STAR SCHOOLS,VANTAGE POINT,806900,806900,6500170100000.0,80690001172,349.0,06-12,4.0,349,School Membership,17704,309,18013,15055,177,15232,2649,132,2781,6178696,107841,6286537,17990.8328,1,0,0,0,0,0,0
CO,2018-2019,20,9431,ADAMS 12 FIVE STAR SCHOOLS,WESTGATE CHARTER,806900,806900,6500170100000.0,80690006417,505.0,KG-12,4.0,505,School Membership,8287,71,8357,8287,71,8357,0,0,0,4184935,35855,4220285,8334.832799,1,0,0,0,0,0,0
CO,2018-2019,20,9444,ADAMS 12 FIVE STAR SCHOOLS,WESTLAKE MIDDLE SCHOOL,806900,806900,6500170100000.0,80690001194,1109.0,06-08,3.0,1109,School Membership,9383,355,9738,6734,223,6956,2649,132,2781,10405747,393695,10799442,9715.832799,1,0,0,0,0,0,0
CO,2018-2019,20,9494,ADAMS 12 FIVE STAR SCHOOLS,WESTVIEW ELEMENTARY SCHOOL,806900,806900,6500170100000.0,80690001195,492.0,PK-05,2.0,492,School Membership,11300,345,11646,8651,213,8864,2649,132,2781,5559600,169740,5729832,11623.8328,1,0,0,0,0,0,0
CO,2018-2019,20,9682,ADAMS 12 FIVE STAR SCHOOLS,WOODGLEN ELEMENTARY SCHOOL,806900,806900,6500170100000.0,80690001196,526.0,PK-05,2.0,526,School Membership,9749,388,10137,7100,256,7356,2649,132,2781,5127974,204088,5332062,10114.8328,1,0,0,0,0,0,0
CO,2018-2019,30,24,ADAMS COUNTY 14,ADAMS CITY HIGH SCHOOL,801950,801950,6500100100000.0,80195000010,1764.0,09-12,4.0,1764,School Membership,10101,614,10715,6955,145,7100,3146,469,3615,17818164,1083096,18901260,10651.45127,1,0,0,0,0,0,0
CO,2018-2019,30,20,ADAMS COUNTY 14,ADAMS CITY MIDDLE SCHOOL,801950,801950,6500100100000.0,80195000009,809.0,06-08,3.0,809,School Membership,10611,723,11334,7465,254,7719,3146,469,3615,8584299,584907,9169206,11270.45127,1,0,0,0,0,0,0
CO,2018-2019,30,186,ADAMS COUNTY 14,ALSUP ELEMENTARY SCHOOL,801950,801950,6500100100000.0,80195000011,470.0,KG-05,2.0,470,School Membership,11399,743,12141,8253,274,8526,3146,469,3615,5357530,349210,5706270,12077.45127,1,0,0,0,0,0,0
CO,2018-2019,30,1426,ADAMS COUNTY 14,CENTRAL ELEMENTARY SCHOOL,801950,801950,6500100100000.0,80195000012,502.0,PK-05,2.0,502,School Membership,11659,738,12396,8513,269,8781,3146,469,3615,5852818,370476,6222792,12332.45127,1,0,0,0,0,0,0
CO,2018-2019,30,2308,ADAMS COUNTY 14,DUPONT ELEMENTARY SCHOOL,801950,801950,6500100100000.0,80195000013,511.0,KG-05,2.0,511,School Membership,11379,740,12119,8233,271,8504,3146,469,3615,5814669,378140,6192809,12055.45127,1,0,0,0,0,0,0
CO,2018-2019,30,6534,ADAMS COUNTY 14,HANSON ELEMENTARY SCHOOL,801950,801950,6500100100000.0,80195000018,423.0,PK-05,2.0,423,School Membership,10928,657,11585,7782,188,7970,3146,469,3615,4622544,277911,4900455,11521.45127,1,0,0,0,0,0,0
CO,2018-2019,30,4516,ADAMS COUNTY 14,KEARNEY MIDDLE SCHOOL,801950,801950,6500100100000.0,80195000015,839.0,06-08,3.0,839,School Membership,10076,681,10758,6930,212,7143,3146,469,3615,8453764,571359,9025962,10694.45127,1,0,0,0,0,0,0
CO,2018-2019,30,4536,ADAMS COUNTY 14,KEMP ELEMENTARY SCHOOL,801950,801950,6500100100000.0,80195000016,554.0,PK-05,2.0,554,School Membership,10322,673,10995,7176,204,7380,3146,469,3615,5718388,372842,6091230,10931.45127,1,0,0,0,0,0,0
CO,2018-2019,30,22,ADAMS COUNTY 14,LESTER R ARNOLD HIGH SCHOOL,801950,801950,6500100100000.0,80195001307,272.0,09-12,4.0,272,School Membership,8777,743,9520,5631,274,5905,3146,469,3615,2387344,202096,2589440,9456.451275,1,0,0,0,0,0,0
CO,2018-2019,30,5880,ADAMS COUNTY 14,MILDRED L SANVILLE PRESCHOOL,801950,801950,6500100100000.0,80195000404,86.0,PK-PK,1.0,86,School Membership,11913,922,12835,8767,453,9220,3146,469,3615,1024518,79292,1103810,12771.45127,1,0,0,0,0,0,0
CO,2018-2019,30,5982,ADAMS COUNTY 14,MONACO ELEMENTARY SCHOOL,801950,801950,6500100100000.0,80195000017,340.0,KG-05,2.0,340,School Membership,12035,738,12773,8889,269,9158,3146,469,3615,4091900,250920,4342820,12709.45127,1,0,0,0,0,0,0
CO,2018-2019,30,7500,ADAMS COUNTY 14,ROSE HILL ELEMENTARY SCHOOL,801950,801950,6500100100000.0,80195000019,405.0,PK-05,2.0,405,School Membership,10913,701,11614,7767,232,7999,3146,469,3615,4419765,283905,4703670,11550.45127,1,0,0,0,0,0,0
CO,2018-2019,30,124,ADAMS COUNTY 14,STARS EARLY LEARNING CENTER,801950,801950,6500100100000.0,80195001947,85.0,PK-PK,1.0,85,School Membership,18586,671,19258,15440,202,15643,3146,469,3615,1579810,57035,1636930,19194.45127,1,0,0,0,0,0,0
CO,2018-2019,180,126,ADAMS-ARAPAHOE 28J (Aurora),Academy of Advanced Learning,802340,802340,6500350100000.0,80234006736,700.0,KG-08,3.0,700,School Membership,NRD,NRD,8745,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,6121500,8948.822815,1,0,0,0,0,1,0
CO,2018-2019,180,214,ADAMS-ARAPAHOE 28J (Aurora),ALTURA ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000052,493.0,PK-05,2.0,493,School Membership,11502,631,12133,7315,64,7379,4187,567,4754,5670486,311083,5981569,12336.82281,1,0,0,0,0,0,0
CO,2018-2019,180,136,ADAMS-ARAPAHOE 28J (Aurora),APS EARLY BEGINNINGS - A ZOOM SITE,802340,802340,6500350100000.0,80234006625,47.0,PK-PK,1.0,47,School Membership,19885,567,20452,15698,0,15698,4187,567,4754,934595,26649,961244,20655.82281,1,0,0,0,0,0,0
CO,2018-2019,180,310,ADAMS-ARAPAHOE 28J (Aurora),ARKANSAS ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234001296,411.0,PK-05,2.0,411,School Membership,11322,610,11932,7135,43,7177,4187,567,4754,4653342,250710,4904052,12135.82281,1,0,0,0,0,0,0
CO,2018-2019,180,458,ADAMS-ARAPAHOE 28J (Aurora),Aurora Academy Charter School,802340,802340,6500350100000.0,80234001759,539.0,KG-08,3.0,539,School Membership,NRD,NRD,9200,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,4958800,9403.822815,1,0,0,0,0,1,0
CO,2018-2019,180,1458,ADAMS-ARAPAHOE 28J (Aurora),AURORA CENTRAL HIGH SCHOOL,802340,802340,6500350100000.0,80234000056,2000.0,09-12,4.0,2000,School Membership,9576,584,10160,5389,17,5406,4187,567,4754,19152000,1168000,20320000,10363.82281,1,0,0,0,0,0,0
CO,2018-2019,180,122,ADAMS-ARAPAHOE 28J (Aurora),Aurora Community School,802340,802340,6500350100000.0,80234006771,,KG-06,2.0,0,School Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
CO,2018-2019,180,465,ADAMS-ARAPAHOE 28J (Aurora),AURORA FRONTIER K-8,802340,802340,6500350100000.0,80234002009,685.0,PK-08,3.0,685,School Membership,11109,593,11702,6922,26,6948,4187,567,4754,7609665,406205,8015870,11905.82281,1,0,0,0,0,0,0
CO,2018-2019,180,464,ADAMS-ARAPAHOE 28J (Aurora),AURORA HILLS MIDDLE SCHOOL,802340,802340,6500350100000.0,80234000054,823.0,06-08,3.0,823,School Membership,11423,607,12030,7236,40,7276,4187,567,4754,9401129,499561,9900690,12233.82281,1,0,0,0,0,0,0
CO,2018-2019,180,7232,ADAMS-ARAPAHOE 28J (Aurora),AURORA QUEST K-8,802340,802340,6500350100000.0,80234001674,594.0,KG-08,3.0,594,School Membership,11608,589,12197,7421,22,7443,4187,567,4754,6895152,349866,7245018,12400.82281,1,0,0,0,0,0,0
CO,2018-2019,180,127,ADAMS-ARAPAHOE 28J (Aurora),Aurora Science & Tech Middle School,802340,802340,6500350100000.0,80234006787,,06-06,2.0,NRD,School Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
CO,2018-2019,180,9396,ADAMS-ARAPAHOE 28J (Aurora),AURORA WEST COLLEGE PREPARATORY ACADEMY,802340,802340,6500350100000.0,80234000082,1136.0,06-12,4.0,1136,School Membership,11053,582,11635,6866,15,6881,4187,567,4754,12556208,661152,13217360,11838.82281,1,0,0,0,0,0,0
CO,2018-2019,180,213,ADAMS-ARAPAHOE 28J (Aurora),AXL Academy,802340,802340,6500350100000.0,80234006399,471.0,PK-08,3.0,471,School Membership,NRD,NRD,9054,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,4264434,9257.822815,1,0,0,0,0,1,0
CO,2018-2019,180,914,ADAMS-ARAPAHOE 28J (Aurora),BOSTON K-8 SCHOOL,802340,802340,6500350100000.0,80234000055,423.0,PK-08,3.0,423,School Membership,12226,623,12850,8039,56,8096,4187,567,4754,5171598,263529,5435550,13053.82281,1,0,0,0,0,0,0
CO,2018-2019,180,1470,ADAMS-ARAPAHOE 28J (Aurora),CENTURY ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234001388,258.0,PK-05,2.0,258,School Membership,12527,609,13137,8340,42,8382,4187,567,4754,3231966,157122,3389346,13340.82281,1,0,0,0,0,0,0
CO,2018-2019,180,1720,ADAMS-ARAPAHOE 28J (Aurora),CLYDE MILLER K-8,802340,802340,6500350100000.0,80234000057,498.0,PK-08,3.0,498,School Membership,11679,605,12284,7492,38,7530,4187,567,4754,5816142,301290,6117432,12487.82281,1,0,0,0,0,0,0
CO,2018-2019,180,1800,ADAMS-ARAPAHOE 28J (Aurora),COLUMBIA MIDDLE SCHOOL,802340,802340,6500350100000.0,80234001322,738.0,06-08,3.0,738,School Membership,10826,600,11427,6639,33,6672,4187,567,4754,7989588,442800,8433126,11630.82281,1,0,0,0,0,0,0
CO,2018-2019,180,1948,ADAMS-ARAPAHOE 28J (Aurora),CRAWFORD ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000058,485.0,PK-05,2.0,485,School Membership,12942,614,13557,8755,47,8802,4187,567,4754,6276870,297790,6575145,13760.82281,1,0,0,0,0,0,0
CO,2018-2019,180,2095,ADAMS-ARAPAHOE 28J (Aurora),DALTON ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234001295,480.0,PK-05,2.0,480,School Membership,10996,595,11591,6809,28,6836,4187,567,4754,5278080,285600,5563680,11794.82281,1,0,0,0,0,0,0
CO,2018-2019,180,2114,ADAMS-ARAPAHOE 28J (Aurora),DARTMOUTH ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000059,331.0,PK-05,2.0,331,School Membership,11820,596,12416,7633,29,7662,4187,567,4754,3912420,197276,4109696,12619.82281,1,0,0,0,0,0,0
CO,2018-2019,180,2384,ADAMS-ARAPAHOE 28J (Aurora),EAST MIDDLE SCHOOL,802340,802340,6500350100000.0,80234000060,920.0,06-08,3.0,920,School Membership,11803,601,12405,7616,34,7650,4187,567,4754,10858760,552920,11412600,12608.82281,1,0,0,0,0,0,0
CO,2018-2019,180,2673,ADAMS-ARAPAHOE 28J (Aurora),EDNA AND JOHN W. MOSLEY P-8,802340,802340,6500350100000.0,80234006644,1041.0,PK-08,3.0,1041,School Membership,9452,594,10046,5265,27,5292,4187,567,4754,9839532,618354,10457886,10249.82281,1,0,0,0,0,0,0
CO,2018-2019,180,2618,ADAMS-ARAPAHOE 28J (Aurora),ELKHART ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000061,597.0,PK-05,2.0,597,School Membership,11986,625,12612,7799,58,7858,4187,567,4754,7155642,373125,7529364,12815.82281,1,0,0,0,0,0,0
CO,2018-2019,180,2654,ADAMS-ARAPAHOE 28J (Aurora),Empower Community High School,802340,802340,6500350100000.0,80234006781,,09-09,3.0,0,School Membership,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0
CO,2018-2019,180,2998,ADAMS-ARAPAHOE 28J (Aurora),FLETCHER COMMUNITY SCHOOL,802340,802340,6500350100000.0,80234006424,,,,117,School Membership,20442,712,21154,16255,145,16400,4187,567,4754,2391714,83304,2475018,21357.82281,1,0,0,0,0,0,0
CO,2018-2019,180,3272,ADAMS-ARAPAHOE 28J (Aurora),FULTON ACADEMY OF EXCELLENCE,802340,802340,6500350100000.0,80234000062,415.0,PK-05,2.0,415,School Membership,12417,627,13045,8230,60,8291,4187,567,4754,5153055,260205,5413675,13248.82281,1,0,0,0,0,0,0
CO,2018-2019,180,3354,ADAMS-ARAPAHOE 28J (Aurora),GATEWAY HIGH SCHOOL,802340,802340,6500350100000.0,80234000063,1550.0,09-12,4.0,1550,School Membership,10422,581,11003,6235,14,6249,4187,567,4754,16154100,900550,17054650,11206.82281,1,0,0,0,0,0,0
CO,2018-2019,180,3471,ADAMS-ARAPAHOE 28J (Aurora),GLOBAL VILLAGE ACADEMY AURORA,802340,802340,6500350100000.0,80234006318,1024.0,KG-08,3.0,1024,School Membership,9479,108,9586,9479,108,9586,0,0,0,9706496,110592,9816064,9789.822815,1,0,0,0,0,0,0
CO,2018-2019,180,4024,ADAMS-ARAPAHOE 28J (Aurora),HINKLEY HIGH SCHOOL,802340,802340,6500350100000.0,80234000064,2167.0,09-12,4.0,2167,School Membership,10155,589,10745,5968,22,5990,4187,567,4754,22005885,1276363,23284415,10948.82281,1,0,0,0,0,0,0
CO,2018-2019,180,4270,ADAMS-ARAPAHOE 28J (Aurora),IOWA ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234001323,483.0,PK-05,2.0,483,School Membership,10458,610,11068,6271,43,6314,4187,567,4754,5051214,294630,5345844,11271.82281,1,0,0,0,0,0,0
CO,2018-2019,180,4385,ADAMS-ARAPAHOE 28J (Aurora),JAMAICA CHILD DEVELOPMENT CENTER,802340,802340,6500350100000.0,80234006411,215.0,PK-PK,1.0,215,School Membership,9582,616,10198,5395,49,5444,4187,567,4754,2060130,132440,2192570,10401.82281,1,0,0,0,0,0,0
CO,2018-2019,180,4426,ADAMS-ARAPAHOE 28J (Aurora),JEWELL ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000066,399.0,PK-05,2.0,399,School Membership,11871,617,12488,7684,50,7734,4187,567,4754,4736529,246183,4982712,12691.82281,1,0,0,0,0,0,0
CO,2018-2019,180,4646,ADAMS-ARAPAHOE 28J (Aurora),KENTON ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000067,522.0,PK-05,2.0,522,School Membership,10969,625,11594,6782,58,6840,4187,567,4754,5725818,326250,6052068,11797.82281,1,0,0,0,0,0,0
CO,2018-2019,180,4970,ADAMS-ARAPAHOE 28J (Aurora),LANSING ELEMENTARY COMMUNITY SCHOOL,802340,802340,6500350100000.0,80234000068,379.0,PK-05,2.0,379,School Membership,11785,625,12410,7598,58,7656,4187,567,4754,4466515,236875,4703390,12613.82281,1,0,0,0,0,0,0
CO,2018-2019,180,2951,ADAMS-ARAPAHOE 28J (Aurora),LAREDO CHILD DEVELOPMENT CENTER,802340,802340,6500350100000.0,80234001627,272.0,PK-PK,1.0,272,School Membership,8194,582,8776,4007,15,4022,4187,567,4754,2228768,158304,2387072,8979.822815,1,0,0,0,0,0,0
CO,2018-2019,180,4973,ADAMS-ARAPAHOE 28J (Aurora),LAREDO ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000069,425.0,PK-05,2.0,425,School Membership,11871,623,12495,7684,56,7740,4187,567,4754,5045175,264775,5310375,12698.82281,1,0,0,0,0,0,0
CO,2018-2019,180,5298,ADAMS-ARAPAHOE 28J (Aurora),LOTUS SCHOOL FOR EXCELLENCE,802340,802340,6500350100000.0,80234001916,862.0,KG-12,4.0,862,School Membership,9733,338,10071,9733,338,10071,0,0,0,8389846,291356,8681202,10274.82281,1,0,0,0,0,0,0
CO,2018-2019,180,5361,ADAMS-ARAPAHOE 28J (Aurora),LYN KNOLL ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000070,266.0,PK-05,2.0,266,School Membership,12567,646,13214,8380,79,8459,4187,567,4754,3342822,171836,3514924,13417.82281,1,0,0,0,0,0,0
CO,2018-2019,180,5751,ADAMS-ARAPAHOE 28J (Aurora),MEADOWOOD CHILD DEVELOPMENT CENTER,802340,802340,6500350100000.0,80234006495,294.0,PK-PK,1.0,294,School Membership,8161,582,8744,3974,15,3989,4187,567,4754,2399334,171108,2570736,8947.822815,1,0,0,0,0,0,0
CO,2018-2019,180,6068,ADAMS-ARAPAHOE 28J (Aurora),MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000072,380.0,PK-05,2.0,380,School Membership,13158,618,13776,8971,51,9022,4187,567,4754,5000040,234840,5234880,13979.82281,1,0,0,0,0,0,0
CO,2018-2019,180,6160,ADAMS-ARAPAHOE 28J (Aurora),MRACHEK MIDDLE SCHOOL,802340,802340,6500350100000.0,80234000073,948.0,06-08,3.0,948,School Membership,10316,603,10919,6129,36,6164,4187,567,4754,9779568,571644,10351212,11122.82281,1,0,0,0,0,0,0
CO,2018-2019,180,6189,ADAMS-ARAPAHOE 28J (Aurora),MURPHY CREEK K-8 SCHOOL,802340,802340,6500350100000.0,80234001881,717.0,PK-08,3.0,717,School Membership,10713,584,11298,6526,17,6543,4187,567,4754,7681221,418728,8100666,11501.82281,1,0,0,0,0,0,0
CO,2018-2019,180,6310,ADAMS-ARAPAHOE 28J (Aurora),NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,802340,802340,6500350100000.0,80234000074,727.0,06-08,3.0,727,School Membership,11702,595,12297,7515,28,7543,4187,567,4754,8507354,432565,8939919,12500.82281,1,0,0,0,0,0,0
CO,2018-2019,180,6546,ADAMS-ARAPAHOE 28J (Aurora),OPTIONS SCHOOL,802340,802340,6500350100000.0,80234001789,1103.0,KG-12,4.0,1103,School Membership,6089,567,6657,1902,0,1902,4187,567,4754,6716167,625401,7342671,6860.822815,1,0,0,0,0,0,0
CO,2018-2019,180,6728,ADAMS-ARAPAHOE 28J (Aurora),PARIS ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000075,336.0,PK-05,2.0,336,School Membership,12368,613,12981,8181,46,8227,4187,567,4754,4155648,205968,4361616,13184.82281,1,0,0,0,0,0,0
CO,2018-2019,180,6758,ADAMS-ARAPAHOE 28J (Aurora),PARK LANE ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000076,295.0,PK-05,2.0,295,School Membership,12482,634,13116,8295,67,8362,4187,567,4754,3682190,187030,3869220,13319.82281,1,0,0,0,0,0,0
CO,2018-2019,180,6869,ADAMS-ARAPAHOE 28J (Aurora),PEORIA ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234001927,455.0,PK-05,2.0,455,School Membership,11602,622,12225,7415,55,7471,4187,567,4754,5278910,283010,5562375,12428.82281,1,0,0,0,0,0,0
CO,2018-2019,180,7250,ADAMS-ARAPAHOE 28J (Aurora),RANGEVIEW HIGH SCHOOL,802340,802340,6500350100000.0,80234001389,2266.0,09-12,4.0,2266,School Membership,10021,576,10598,5834,9,5844,4187,567,4754,22707586,1305216,24015068,10801.82281,1,0,0,0,0,0,0
CO,2018-2019,180,7233,ADAMS-ARAPAHOE 28J (Aurora),ROCKY MOUNTAIN PREP - FLETCHER CAMPUS,802340,802340,6500350100000.0,80234006677,337.0,PK-05,2.0,337,School Membership,11804,1911,13715,11804,1911,13715,0,0,0,3977948,644007,4621955,13918.82281,1,0,0,0,0,0,0
CO,2018-2019,180,7558,ADAMS-ARAPAHOE 28J (Aurora),SABLE ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000077,465.0,PK-05,2.0,465,School Membership,11427,614,12041,7240,47,7287,4187,567,4754,5313555,285510,5599065,12244.82281,1,0,0,0,0,0,0
CO,2018-2019,180,7865,ADAMS-ARAPAHOE 28J (Aurora),SIDE CREEK ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234001432,476.0,PK-05,2.0,476,School Membership,10823,601,11425,6636,34,6671,4187,567,4754,5151748,286076,5438300,11628.82281,1,0,0,0,0,0,0
CO,2018-2019,180,7932,ADAMS-ARAPAHOE 28J (Aurora),SIXTH AVENUE ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000078,451.0,PK-05,2.0,451,School Membership,12066,651,12718,7879,84,7963,4187,567,4754,5441766,293601,5735818,12921.82281,1,0,0,0,0,0,0
CO,2018-2019,180,8078,ADAMS-ARAPAHOE 28J (Aurora),SOUTH MIDDLE SCHOOL,802340,802340,6500350100000.0,80234000079,787.0,06-08,3.0,787,School Membership,11223,598,11821,7036,31,7067,4187,567,4754,8832501,470626,9303127,12024.82281,1,0,0,0,0,0,0
CO,2018-2019,180,8858,ADAMS-ARAPAHOE 28J (Aurora),TOLLGATE ELEMENTARY SCHOOL OF EXPEDITIONARY LEARNING,802340,802340,6500350100000.0,80234001324,532.0,KG-05,2.0,532,School Membership,11058,613,11672,6871,46,6917,4187,567,4754,5882856,326116,6209504,11875.82281,1,0,0,0,0,0,0
CO,2018-2019,180,9189,ADAMS-ARAPAHOE 28J (Aurora),VANGUARD CLASSICAL SCHOOL - EAST,802340,802340,6500350100000.0,80234006611,707.0,KG-12,4.0,707,School Membership,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0
CO,2018-2019,180,9056,ADAMS-ARAPAHOE 28J (Aurora),VANGUARD CLASSICAL SCHOOL - WEST,802340,802340,6500350100000.0,80234006322,423.0,KG-08,3.0,423,School Membership,28301,464,28765,28301,464,28765,0,0,0,11971323,196272,12167595,28968.82281,1,0,0,0,0,0,0
CO,2018-2019,180,9059,ADAMS-ARAPAHOE 28J (Aurora),VASSAR ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234001294,542.0,PK-05,2.0,542,School Membership,10437,604,11041,6250,37,6287,4187,567,4754,5656854,327368,5984222,11244.82281,1,0,0,0,0,0,0
CO,2018-2019,180,9060,ADAMS-ARAPAHOE 28J (Aurora),VAUGHN ELEMENTARY SCHOOL,802340,802340,6500350100000.0,80234000080,349.0,PK-05,2.0,349,School Membership,12627,613,13241,8440,46,8486,4187,567,4754,4406823,213937,4621109,13444.82281,1,0,0,0,0,0,0
