state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_CO,enrollmetric,pp_stloc_raw_CO,pp_fed_raw_CO,pp_total_raw_CO,pp_site_stloc_raw_CO,pp_site_fed_raw_CO,pp_site_raw_CO,pp_centshare_stloc_raw_CO,pp_centshare_fed_raw_CO,pp_centshare_raw_CO,schoolstloc_raw_CO,schoolfed_raw_CO,schooltot_raw_CO,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
CO,2018-2019,900,1512,DOUGLAS COUNTY RE 1,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,803450,803450,6501850100000.0,80345001874,516.0,KG-08,3.0,516,School Membership,8563,0,8563,8563,0,8563,0,0,0,4418508,0,4418508,7824.101522,1,0,0,0,0,0,0
CO,2018-2019,900,1503,DOUGLAS COUNTY RE 1,CHAPARRAL HIGH SCHOOL,803450,803450,6501850100000.0,80345001578,2241.0,09-12,4.0,2241,School Membership,11202,222,11424,7699,96,7795,3503,126,3629,25103682,497502,25601184,10685.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2233,DOUGLAS COUNTY RE 1,CHEROKEE TRAIL ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001497,543.0,PK-06,2.0,543,School Membership,11169,416,11585,7666,290,7956,3503,126,3629,6064767,225888,6290655,10846.10152,1,0,0,0,0,0,0
CO,2018-2019,900,1578,DOUGLAS COUNTY RE 1,CHERRY VALLEY ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345000439,39.0,KG-06,2.0,39,School Membership,18302,126,18428,14799,0,14799,3503,126,3629,713778,4914,718692,17689.10152,1,0,0,0,0,0,0
CO,2018-2019,900,264,DOUGLAS COUNTY RE 1,CIMARRON MIDDLE,803450,803450,6501850100000.0,80345006404,1314.0,06-08,3.0,1314,School Membership,10514,126,10640,7011,0,7011,3503,126,3629,13815396,165564,13980960,9901.101522,1,0,0,0,0,0,0
CO,2018-2019,900,265,DOUGLAS COUNTY RE 1,CLEAR SKY ELEMENTARY,803450,803450,6501850100000.0,80345006392,783.0,PK-06,2.0,783,School Membership,10996,265,11262,7493,139,7633,3503,126,3629,8609868,207495,8818146,10523.10152,1,0,0,0,0,0,0
CO,2018-2019,900,1555,DOUGLAS COUNTY RE 1,CLOVERLEAF HOME EDUCATION,803450,803450,6501850100000.0,80345006494,313.0,KG-12,4.0,313,School Membership,6390,126,6516,2887,0,2887,3503,126,3629,2000070,39438,2039508,5777.101522,1,0,0,0,0,0,0
CO,2018-2019,900,1899,DOUGLAS COUNTY RE 1,COPPER MESA ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001897,475.0,PK-06,2.0,475,School Membership,10685,350,11035,7182,224,7406,3503,126,3629,5075375,166250,5241625,10296.10152,1,0,0,0,0,0,0
CO,2018-2019,900,1925,DOUGLAS COUNTY RE 1,COUGAR RUN ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001526,456.0,KG-06,2.0,456,School Membership,12745,600,13345,9242,474,9716,3503,126,3629,5811720,273600,6085320,12606.10152,1,0,0,0,0,0,0
CO,2018-2019,900,1934,DOUGLAS COUNTY RE 1,COYOTE CREEK ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001250,433.0,PK-06,2.0,433,School Membership,11775,126,11901,8272,0,8272,3503,126,3629,5098575,54558,5153133,11162.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2012,DOUGLAS COUNTY RE 1,CRESTHILL MIDDLE SCHOOL,803450,803450,6501850100000.0,80345006219,826.0,07-08,3.0,826,School Membership,12210,442,12652,8707,316,9023,3503,126,3629,10085460,365092,10450552,11913.10152,1,0,0,0,0,0,0
CO,2018-2019,900,201,DOUGLAS COUNTY RE 1,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,803450,803450,6501850100000.0,80345006218,149.0,09-12,4.0,149,School Membership,17326,126,17452,13823,0,13823,3503,126,3629,2581574,18774,2600348,16713.10152,1,0,0,0,0,0,0
CO,2018-2019,900,5997,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,803450,803450,6501850100000.0,80345001581,549.0,PK-08,3.0,549,School Membership,8661,0,8661,8661,0,8661,0,0,0,4754889,0,4754889,7922.101522,1,0,0,0,0,0,0
CO,2018-2019,900,2230,DOUGLAS COUNTY RE 1,DOUGLAS COUNTY HIGH SCHOOL,803450,803450,6501850100000.0,80345000440,1841.0,09-12,4.0,1841,School Membership,11864,251,12115,8361,125,8486,3503,126,3629,21841624,462091,22303715,11376.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2338,DOUGLAS COUNTY RE 1,EAGLE ACADEMY,803450,803450,6501850100000.0,80345001527,139.0,09-12,4.0,139,School Membership,16437,126,16563,12934,0,12934,3503,126,3629,2284743,17514,2302257,15824.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2234,DOUGLAS COUNTY RE 1,EAGLE RIDGE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001476,582.0,PK-06,2.0,582,School Membership,12103,126,12229,8600,0,8600,3503,126,3629,7043946,73332,7117278,11490.10152,1,0,0,0,0,0,0
CO,2018-2019,900,1270,DOUGLAS COUNTY RE 1,EARLY CHILDHOOD CENTER,803450,803450,6501850100000.0,80345001474,106.0,PK-PK,1.0,106,School Membership,5900,126,6026,2397,0,2397,3503,126,3629,625400,13356,638756,5287.101522,1,0,0,0,0,0,0
CO,2018-2019,900,5405,DOUGLAS COUNTY RE 1,EDCSD,803450,803450,6501850100000.0,80345006372,28.0,KG-12,4.0,28,School Membership,86977,126,87103,83474,0,83474,3503,126,3629,2435356,3528,2438884,86364.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2656,DOUGLAS COUNTY RE 1,ELDORADO ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001736,448.0,PK-06,2.0,448,School Membership,12002,375,12377,8499,249,8748,3503,126,3629,5376896,168000,5544896,11638.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2965,DOUGLAS COUNTY RE 1,FLAGSTONE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001959,497.0,PK-06,2.0,497,School Membership,10674,126,10800,7171,0,7171,3503,126,3629,5304978,62622,5367600,10061.10152,1,0,0,0,0,0,0
CO,2018-2019,900,3138,DOUGLAS COUNTY RE 1,FOX CREEK ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001275,538.0,PK-06,2.0,538,School Membership,11401,126,11527,7898,0,7898,3503,126,3629,6133738,67788,6201526,10788.10152,1,0,0,0,0,0,0
CO,2018-2019,900,3172,DOUGLAS COUNTY RE 1,FRANKTOWN ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345003172,351.0,PK-05,2.0,351,School Membership,12086,314,12400,8583,188,8771,3503,126,3629,4242186,110214,4352400,11661.10152,1,0,0,0,0,0,0
CO,2018-2019,900,3241,DOUGLAS COUNTY RE 1,FRONTIER VALLEY ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001875,505.0,PK-05,2.0,505,School Membership,11771,137,11908,8268,11,8279,3503,126,3629,5944355,69185,6013540,11169.10152,1,0,0,0,0,0,0
CO,2018-2019,900,3327,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,803450,803450,6501850100000.0,80345006656,399.0,PK-06,2.0,399,School Membership,8130,0,8130,8130,0,8130,0,0,0,3243870,0,3243870,7391.101522,1,0,0,0,0,0,0
CO,2018-2019,900,266,DOUGLAS COUNTY RE 1,GOLD RUSH ELEMENTARY,803450,803450,6501850100000.0,80345006368,669.0,PK-05,2.0,669,School Membership,10579,389,10968,7076,263,7339,3503,126,3629,7077351,260241,7337592,10229.10152,1,0,0,0,0,0,0
CO,2018-2019,900,3928,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001740,485.0,PK-06,2.0,485,School Membership,11046,126,11172,7543,0,7543,3503,126,3629,5357310,61110,5418420,10433.10152,1,0,0,0,0,0,0
CO,2018-2019,900,3980,DOUGLAS COUNTY RE 1,HIGHLANDS RANCH HIGH SCHOOL,803450,803450,6501850100000.0,80345001437,1676.0,09-12,4.0,1676,School Membership,13003,463,13466,9500,337,9837,3503,126,3629,21793028,775988,22569016,12727.10152,1,0,0,0,0,0,0
CO,2018-2019,900,3968,DOUGLAS COUNTY RE 1,HIGHLANDS RANCH HS PRE-K,803450,803450,6501850100000.0,80345006628,,,,22,School Membership,3634,126,3760,131,0,131,3503,126,3629,79948,2772,82720,3021.101522,1,0,0,0,0,1,0
CO,2018-2019,900,3863,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,803450,803450,6501850100000.0,80345006577,921.0,KG-05,2.0,921,School Membership,8416,858,9274,8416,858,9274,0,0,0,7751136,790218,8541354,8535.101522,1,0,0,0,0,0,0
CO,2018-2019,900,3995,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY HIGH SCHOOL,803450,803450,6501850100000.0,80345006391,589.0,09-12,4.0,589,School Membership,9478,28,9506,9478,28,9506,0,0,0,5582542,16492,5599034,8767.101522,1,0,0,0,0,0,0
CO,2018-2019,900,3847,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,803450,803450,6501850100000.0,80345006578,531.0,06-08,3.0,531,School Membership,8675,602,9277,8675,602,9277,0,0,0,4606425,319662,4926087,8538.101522,1,0,0,0,0,0,0
CO,2018-2019,900,4292,DOUGLAS COUNTY RE 1,IRON HORSE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001638,454.0,PK-05,2.0,454,School Membership,11133,137,11270,7630,11,7642,3503,126,3629,5054382,62198,5116580,10531.10152,1,0,0,0,0,0,0
CO,2018-2019,900,4980,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345000441,249.0,KG-06,2.0,249,School Membership,11263,475,11738,7760,349,8109,3503,126,3629,2804487,118275,2922762,10999.10152,1,0,0,0,0,0,0
CO,2018-2019,900,5045,DOUGLAS COUNTY RE 1,LEGACY POINT ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001960,361.0,PK-05,2.0,361,School Membership,12097,241,12339,8594,115,8710,3503,126,3629,4367017,87001,4454379,11600.10152,1,0,0,0,0,0,0
CO,2018-2019,900,4271,DOUGLAS COUNTY RE 1,LEGEND HIGH SCHOOL,803450,803450,6501850100000.0,80345006400,2209.0,09-12,4.0,2209,School Membership,10883,175,11058,7380,49,7429,3503,126,3629,24040547,386575,24427122,10319.10152,1,0,0,0,0,0,0
CO,2018-2019,900,5225,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,803450,803450,6501850100000.0,80345006765,495.0,KG-08,3.0,495,School Membership,7712,0,7712,7712,0,7712,0,0,0,3817440,0,3817440,6973.101522,1,0,0,0,0,0,0
CO,2018-2019,900,5843,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,803450,803450,6501850100000.0,80345006341,436.0,PK-06,2.0,436,School Membership,11222,303,11525,7719,177,7896,3503,126,3629,4892792,132108,5024900,10786.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2952,DOUGLAS COUNTY RE 1,MAMMOTH HEIGHTS ELEMENTARY,803450,803450,6501850100000.0,80345006337,669.0,PK-06,2.0,669,School Membership,11548,275,11823,8045,149,8194,3503,126,3629,7725612,183975,7909587,11084.10152,1,0,0,0,0,0,0
CO,2018-2019,900,5745,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001785,482.0,PK-06,2.0,482,School Membership,11380,434,11814,7877,308,8185,3503,126,3629,5485160,209188,5694348,11075.10152,1,0,0,0,0,0,0
CO,2018-2019,900,267,DOUGLAS COUNTY RE 1,MESA MIDDLE SCHOOL,803450,803450,6501850100000.0,80345006371,817.0,07-08,3.0,817,School Membership,11404,684,12088,7901,558,8459,3503,126,3629,9317068,558828,9875896,11349.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6164,DOUGLAS COUNTY RE 1,MOUNTAIN RIDGE MIDDLE SCHOOL,803450,803450,6501850100000.0,80345001747,1137.0,07-08,3.0,1137,School Membership,11256,445,11702,7753,319,8073,3503,126,3629,12798072,505965,13305174,10963.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6152,DOUGLAS COUNTY RE 1,MOUNTAIN VIEW ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345006152,318.0,PK-02,2.0,318,School Membership,12421,126,12547,8918,0,8918,3503,126,3629,3949878,40068,3989946,11808.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6165,DOUGLAS COUNTY RE 1,MOUNTAIN VISTA HIGH SCHOOL,803450,803450,6501850100000.0,80345001748,2332.0,09-12,4.0,2332,School Membership,10816,132,10949,7313,6,7320,3503,126,3629,25222912,307824,25533068,10210.10152,1,0,0,0,0,0,0
CO,2018-2019,900,1579,DOUGLAS COUNTY RE 1,NORTH STAR ACADEMY,803450,803450,6501850100000.0,80345002011,671.0,KG-08,3.0,671,School Membership,9075,0,9075,9075,0,9075,0,0,0,6089325,0,6089325,8336.101522,1,0,0,0,0,0,0
CO,2018-2019,900,6396,DOUGLAS COUNTY RE 1,NORTHEAST ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345000442,287.0,03-05,2.0,287,School Membership,10876,380,11256,7373,254,7627,3503,126,3629,3121412,109060,3230472,10517.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6406,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001339,659.0,PK-06,2.0,659,School Membership,10886,126,11012,7383,0,7383,3503,126,3629,7173874,83034,7256908,10273.10152,1,0,0,0,0,0,0
CO,2018-2019,900,1873,DOUGLAS COUNTY RE 1,PARKER CORE KNOWLEDGE CHARTER SCHOOL,803450,803450,6501850100000.0,80345000812,700.0,KG-08,3.0,700,School Membership,9230,0,9230,9230,0,9230,0,0,0,6461000,0,6461000,8491.101522,1,0,0,0,0,0,0
CO,2018-2019,900,6719,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,803450,803450,6501850100000.0,80345006690,755.0,KG-08,3.0,755,School Membership,9120,0,9120,9120,0,9120,0,0,0,6885600,0,6885600,8381.101522,1,0,0,0,0,0,0
CO,2018-2019,900,6938,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001279,592.0,PK-06,2.0,592,School Membership,11711,126,11837,8208,0,8208,3503,126,3629,6932912,74592,7007504,11098.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6940,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,803450,803450,6501850100000.0,80345000444,753.0,PK-06,2.0,753,School Membership,12156,233,12389,8653,107,8760,3503,126,3629,9153468,175449,9328917,11650.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6961,DOUGLAS COUNTY RE 1,PIONEER ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001583,473.0,PK-05,2.0,473,School Membership,12627,283,12910,9124,157,9281,3503,126,3629,5972571,133859,6106430,12171.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7047,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,803450,803450,6501850100000.0,80345001584,574.0,KG-08,3.0,574,School Membership,7421,0,7421,7421,0,7421,0,0,0,4259654,0,4259654,6682.101522,1,0,0,0,0,0,0
CO,2018-2019,900,7118,DOUGLAS COUNTY RE 1,PONDEROSA HIGH SCHOOL,803450,803450,6501850100000.0,80345001341,1388.0,09-12,4.0,1388,School Membership,11270,305,11575,7767,179,7946,3503,126,3629,15642760,423340,16066100,10836.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7134,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001809,701.0,PK-06,2.0,701,School Membership,10441,126,10567,6938,0,6938,3503,126,3629,7319141,88326,7407467,9828.101522,1,0,0,0,0,0,0
CO,2018-2019,900,7245,DOUGLAS COUNTY RE 1,RANCH VIEW MIDDLE SCHOOL,803450,803450,6501850100000.0,80345001528,858.0,07-08,3.0,858,School Membership,11096,203,11299,7593,77,7670,3503,126,3629,9520368,174174,9694542,10560.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7297,DOUGLAS COUNTY RE 1,REDSTONE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001900,518.0,PK-06,2.0,518,School Membership,11614,126,11740,8111,0,8111,3503,126,3629,6016052,65268,6081320,11001.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7319,DOUGLAS COUNTY RE 1,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,803450,803450,6501850100000.0,80345001288,395.0,KG-06,2.0,395,School Membership,11420,396,11816,7917,270,8187,3503,126,3629,4510900,156420,4667320,11077.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7244,DOUGLAS COUNTY RE 1,RENAISSANCE SECONDARY SCHOOL,803450,803450,6501850100000.0,80345006714,344.0,06-12,4.0,344,School Membership,10483,143,10627,10483,143,10627,0,0,0,3606152,49192,3655688,9888.101522,1,0,0,0,0,0,0
CO,2018-2019,900,7435,DOUGLAS COUNTY RE 1,ROCK CANYON HIGH SCHOOL,803450,803450,6501850100000.0,80345001961,2266.0,09-12,4.0,2266,School Membership,10830,292,11123,7327,166,7494,3503,126,3629,24540780,661672,25204718,10384.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2232,DOUGLAS COUNTY RE 1,ROCK RIDGE ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001475,540.0,PK-06,2.0,540,School Membership,11155,327,11482,7652,201,7853,3503,126,3629,6023700,176580,6200280,10743.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7448,DOUGLAS COUNTY RE 1,ROCKY HEIGHTS MIDDLE SCHOOL,803450,803450,6501850100000.0,80345001962,1409.0,06-08,3.0,1409,School Membership,10464,364,10829,6961,238,7200,3503,126,3629,14743776,512876,15258061,10090.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7096,DOUGLAS COUNTY RE 1,ROXBOROUGH ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345000445,365.0,PK-02,2.0,365,School Membership,10771,451,11222,7268,325,7593,3503,126,3629,3931415,164615,4096030,10483.10152,1,0,0,0,0,0,0
CO,2018-2019,900,2954,DOUGLAS COUNTY RE 1,ROXBOROUGH INTERMEDIATE,803450,803450,6501850100000.0,80345006299,416.0,03-06,2.0,416,School Membership,11910,319,12229,8407,193,8600,3503,126,3629,4954560,132704,5087264,11490.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7562,DOUGLAS COUNTY RE 1,SADDLE RANCH ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001680,466.0,PK-06,2.0,466,School Membership,11551,274,11825,8048,148,8196,3503,126,3629,5382766,127684,5510450,11086.10152,1,0,0,0,0,0,0
CO,2018-2019,900,5607,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,803450,803450,6501850100000.0,80345006472,789.0,PK-06,2.0,789,School Membership,10389,246,10635,6886,120,7006,3503,126,3629,8196921,194094,8391015,9896.101522,1,0,0,0,0,0,0
CO,2018-2019,900,6772,DOUGLAS COUNTY RE 1,SAGEWOOD MIDDLE SCHOOL,803450,803450,6501850100000.0,80345000443,941.0,06-08,3.0,941,School Membership,11753,259,12012,8250,133,8383,3503,126,3629,11059573,243719,11303292,11273.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7610,DOUGLAS COUNTY RE 1,SAND CREEK ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001407,440.0,PK-06,2.0,440,School Membership,12447,141,12588,8944,15,8959,3503,126,3629,5476680,62040,5538720,11849.10152,1,0,0,0,0,0,0
CO,2018-2019,900,7718,DOUGLAS COUNTY RE 1,SEDALIA ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345000446,269.0,PK-06,2.0,269,School Membership,14152,820,14972,10649,694,11343,3503,126,3629,3806888,220580,4027468,14233.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6773,DOUGLAS COUNTY RE 1,SIERRA MIDDLE SCHOOL,803450,803450,6501850100000.0,80345001582,857.0,07-08,3.0,857,School Membership,11018,206,11224,7515,80,7595,3503,126,3629,9442426,176542,9618968,10485.10152,1,0,0,0,0,0,0
CO,2018-2019,900,6365,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,803450,803450,6501850100000.0,80345006455,1263.0,PK-12,4.0,1263,School Membership,8458,0,8458,8458,0,8458,0,0,0,10682454,0,10682454,7719.101522,1,0,0,0,0,0,0
CO,2018-2019,900,8106,DOUGLAS COUNTY RE 1,SOARING HAWK ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001840,581.0,PK-06,2.0,581,School Membership,12004,126,12130,8501,0,8501,3503,126,3629,6974324,73206,7047530,11391.10152,1,0,0,0,0,0,0
CO,2018-2019,900,8126,DOUGLAS COUNTY RE 1,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,803450,803450,6501850100000.0,80345000447,559.0,PK-06,2.0,559,School Membership,11315,835,12150,7812,709,8521,3503,126,3629,6325085,466765,6791850,11411.10152,1,0,0,0,0,0,0
CO,2018-2019,900,5259,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,803450,803450,6501850100000.0,80345006493,1875.0,KG-12,4.0,1875,School Membership,7557,0,7557,7557,0,7557,0,0,0,14169375,0,14169375,6818.101522,1,0,0,0,0,0,0
CO,2018-2019,900,2953,DOUGLAS COUNTY RE 1,STONE MOUNTAIN ELEMENTARY,803450,803450,6501850100000.0,80345006309,646.0,PK-06,2.0,646,School Membership,10531,268,10799,7028,142,7170,3503,126,3629,6803026,173128,6976154,10060.10152,1,0,0,0,0,0,0
CO,2018-2019,900,8382,DOUGLAS COUNTY RE 1,SUMMIT VIEW ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345000044,527.0,PK-06,2.0,527,School Membership,11583,309,11892,8080,183,8263,3503,126,3629,6104241,162843,6267084,11153.10152,1,0,0,0,0,0,0
CO,2018-2019,900,8847,DOUGLAS COUNTY RE 1,THUNDERRIDGE HIGH SCHOOL,803450,803450,6501850100000.0,80345001529,2012.0,09-12,4.0,2012,School Membership,11109,135,11244,7606,9,7615,3503,126,3629,22351308,271620,22622928,10505.10152,1,0,0,0,0,0,0
CO,2018-2019,900,8853,DOUGLAS COUNTY RE 1,TIMBER TRAIL ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001963,351.0,PK-05,2.0,351,School Membership,11693,575,12268,8190,449,8639,3503,126,3629,4104243,201825,4306068,11529.10152,1,0,0,0,0,0,0
CO,2018-2019,900,8897,DOUGLAS COUNTY RE 1,TRAILBLAZER ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001585,420.0,PK-06,2.0,420,School Membership,12158,126,12284,8655,0,8655,3503,126,3629,5106360,52920,5159280,11545.10152,1,0,0,0,0,0,0
CO,2018-2019,900,9592,DOUGLAS COUNTY RE 1,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,803450,803450,6501850100000.0,80345001639,551.0,PK-05,2.0,551,School Membership,11271,126,11397,7768,0,7768,3503,126,3629,6210321,69426,6279747,10658.10152,1,0,0,0,0,0,0
CO,2018-2019,900,9397,DOUGLAS COUNTY RE 1,WORLD  COMPASS ACADEMY,803450,803450,6501850100000.0,80345006666,638.0,PK-08,3.0,638,School Membership,7485,0,7485,7485,0,7485,0,0,0,4775430,0,4775430,6746.101522,1,0,0,0,0,0,0
CO,2018-2019,1520,225,DURANGO 9-R,ANIMAS VALLEY ELEMENTARY SCHOOL,803480,803480,6503400400000.0,80348001066,259.0,PK-05,2.0,259,School Membership,13792,519,14310,9564,265,9828,4228,254,4482,3572128,134421,3706290,,1,0,0,0,0,0,1
CO,2018-2019,1520,1526,DURANGO 9-R,COLORADO CONNECTIONS ACADEMY @ DURANGO,803480,803480,6503400400000.0,80348006696,728.0,KG-12,4.0,728,School Membership,11268,254,11522,7040,0,7040,4228,254,4482,8203104,184912,8388016,,1,0,0,0,0,0,1
CO,2018-2019,1520,2097,DURANGO 9-R,DISTRICT 9-R SHARED SCHOOL,803480,803480,6503400400000.0,80348006614,132.0,KG-12,4.0,132,School Membership,6534,254,6788,2306,0,2306,4228,254,4482,862488,33528,896016,,1,0,0,0,0,0,1
CO,2018-2019,1520,3571,DURANGO 9-R,DURANGO BIG PICTURE HIGH SCHOOL,803480,803480,6503400400000.0,80348006597,82.0,09-12,4.0,82,School Membership,15707,503,16210,11479,249,11728,4228,254,4482,1287974,41246,1329220,,1,0,0,0,0,0,1
CO,2018-2019,1520,2318,DURANGO 9-R,DURANGO HIGH SCHOOL,803480,803480,6503400400000.0,80348000448,1159.0,09-12,4.0,1159,School Membership,12630,292,12922,8402,38,8440,4228,254,4482,14638170,338428,14976598,,1,0,0,0,0,0,1
CO,2018-2019,1520,7994,DURANGO 9-R,ESCALANTE MIDDLE SCHOOL,803480,803480,6503400400000.0,80348000456,517.0,06-08,3.0,517,School Membership,13448,254,13702,9220,0,9220,4228,254,4482,6952616,131318,7083934,,1,0,0,0,0,0,1
CO,2018-2019,1520,3012,DURANGO 9-R,FLORIDA MESA ELEMENTARY SCHOOL,803480,803480,6503400400000.0,80348000449,331.0,PK-05,2.0,331,School Membership,12886,620,13506,8658,366,9025,4228,254,4482,4265266,205220,4470486,,1,0,0,0,0,0,1
CO,2018-2019,1520,3050,DURANGO 9-R,FORT LEWIS MESA ELEMENTARY SCHOOL,803480,803480,6503400400000.0,80348000450,127.0,PK-05,2.0,127,School Membership,15910,963,16872,11682,709,12390,4228,254,4482,2020570,122301,2142744,,1,0,0,0,0,0,1
CO,2018-2019,1520,5888,DURANGO 9-R,MILLER MIDDLE SCHOOL,803480,803480,6503400400000.0,80348000452,479.0,06-08,3.0,479,School Membership,11697,254,11951,7469,0,7469,4228,254,4482,5602863,121666,5724529,,1,0,0,0,0,0,1
CO,2018-2019,1520,6222,DURANGO 9-R,NEEDHAM ELEMENTARY SCHOOL,803480,803480,6503400400000.0,80348000453,427.0,PK-05,2.0,427,School Membership,11905,333,12238,7677,79,7756,4228,254,4482,5083435,142191,5225626,,1,0,0,0,0,0,1
CO,2018-2019,1520,6738,DURANGO 9-R,PARK ELEMENTARY SCHOOL,803480,803480,6503400400000.0,80348000454,409.0,PK-05,2.0,409,School Membership,12872,596,13467,8644,342,8985,4228,254,4482,5264648,243764,5508003,,1,0,0,0,0,0,1
CO,2018-2019,1520,7402,DURANGO 9-R,RIVERVIEW ELEMENTARY SCHOOL,803480,803480,6503400400000.0,80348000455,471.0,PK-05,2.0,471,School Membership,12050,254,12303,7822,0,7822,4228,254,4482,5675550,119634,5794713,,1,0,0,0,0,0,1
CO,2018-2019,1520,9806,DURANGO 9-R,Robert DeNier Youth Services Center,803480,803480,6503400400000.0,80348006353,0.0,05-12,4.0,NRD,School Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,1
CO,2018-2019,1520,8388,DURANGO 9-R,SUNNYSIDE ELEMENTARY SCHOOL,803480,803480,6503400400000.0,80348000457,155.0,PK-05,2.0,155,School Membership,15557,418,15975,11329,164,11493,4228,254,4482,2411335,64790,2476125,,1,0,0,0,0,0,1
