state,year,distid_stateassigned,schoolid_stateassigned,distname,complexname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_HI,enrollmetric,pp_stloc_raw_HI,pp_fed_raw_HI,pp_total_raw_HI,pp_site_stloc_raw_HI,pp_site_fed_raw_HI,pp_site_raw_HI,pp_centshare_stloc_raw_HI,pp_centshare_fed_raw_HI,pp_centshare_raw_HI,schoolstloc_raw_HI,schoolfed_raw_HI,schooltot_raw_HI,pp_total_norm_NERDS,pp_fringebenefits_st_raw_HI,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
HI,2018-2019,1,302,Hawaii Department of Education,Kailua-Kalaheo,Enchanted Lake Elem,1500030,1500030,12000000030000,150003000001,388.0,PK-06,2,385.0,October Count Day,15312.0,1230.0,16542.0,8268.0,451.0,8719.0,2524.0,779.0,3303.0,5895120.0,473550.0,6368670.0,16568.30318,4520,1,0,0,1,0,0,0
HI,2018-2019,1,330,Hawaii Department of Education,Kailua-Kalaheo,Kaelepulu Elem,1500030,1500030,12000000030000,150003000005,209.0,PK-06,2,209.0,October Count Day,15036.0,782.0,15818.0,7992.0,3.0,7995.0,2524.0,779.0,3303.0,3142524.0,163438.0,3305962.0,15850.61349,4520,1,0,0,1,0,0,0
HI,2018-2019,1,308,Hawaii Department of Education,Kailua-Kalaheo,Kailua Elem,1500030,1500030,12000000030000,150003000008,347.0,PK-06,2,339.0,October Count Day,17215.0,1464.0,18679.0,10171.0,685.0,10856.0,2524.0,779.0,3303.0,5835885.0,496296.0,6332181.0,18686.67731,4520,1,0,0,1,0,0,0
HI,2018-2019,1,309,Hawaii Department of Education,Kailua-Kalaheo,Kailua High,1500030,1500030,12000000030000,150003000009,804.0,09-12,4,804.0,October Count Day,15569.0,1349.0,16918.0,8525.0,570.0,9095.0,2524.0,779.0,3303.0,12517476.0,1084596.0,13602072.0,16941.026,4520,1,0,0,1,0,0,0
HI,2018-2019,1,310,Hawaii Department of Education,Kailua-Kalaheo,Kailua Int,1500030,1500030,12000000030000,150003000010,775.0,07-08,3,775.0,October Count Day,14073.0,1074.0,15147.0,7029.0,295.0,7324.0,2524.0,779.0,3303.0,10906575.0,832350.0,11738925.0,15185.46185,4520,1,0,0,1,0,0,0
HI,2018-2019,1,311,Hawaii Department of Education,Kailua-Kalaheo,Kainalu Elem,1500030,1500030,12000000030000,150003000011,424.0,PK-06,2,419.0,October Count Day,15829.0,1216.0,17045.0,8785.0,437.0,9222.0,2524.0,779.0,3303.0,6632351.0,509504.0,7141855.0,17066.91908,4520,1,0,0,1,0,0,0
HI,2018-2019,1,312,Hawaii Department of Education,Kailua-Kalaheo,Kalaheo High,1500030,1500030,12000000030000,150003000012,759.0,09-12,4,759.0,October Count Day,15438.0,1125.0,16563.0,8394.0,346.0,8740.0,2524.0,779.0,3303.0,11717442.0,853875.0,12571317.0,16589.12015,4520,1,0,0,1,0,0,0
HI,2018-2019,1,317,Hawaii Department of Education,Kailua-Kalaheo,Keolu Elem,1500030,1500030,12000000030000,150003000015,129.0,PK-06,2,124.0,October Count Day,20820.0,3799.0,24619.0,13776.0,3020.0,16796.0,2524.0,779.0,3303.0,2581680.0,471076.0,3052756.0,24574.9049,4520,1,0,0,1,0,0,0
HI,2018-2019,1,321,Hawaii Department of Education,Kailua-Kalaheo,Maunawili Elem,1500030,1500030,12000000030000,150003000019,364.0,PK-06,2,359.0,October Count Day,15686.0,1233.0,16919.0,8642.0,454.0,9096.0,2524.0,779.0,3303.0,5631274.0,442647.0,6073921.0,16942.01729,4520,1,0,0,1,0,0,0
HI,2018-2019,1,322,Hawaii Department of Education,Kailua-Kalaheo,Mokapu Elem,1500030,1500030,12000000030000,150003000020,937.0,PK-06,2,911.0,October Count Day,13930.0,939.0,14869.0,6886.0,160.0,7046.0,2524.0,779.0,3303.0,12690230.0,855429.0,13545659.0,14909.88487,4520,1,0,0,1,0,0,0
HI,2018-2019,1,475,Hawaii Department of Education,Kailua-Kalaheo,Olomana,1500030,1500030,12000000030000,150003000098,71.0,07-12,4,71.0,October Count Day,64803.0,11241.0,76044.0,57759.0,10462.0,68221.0,2524.0,779.0,3303.0,4601013.0,798111.0,5399124.0,75551.69,4520,1,0,0,1,0,0,0
HI,2018-2019,1,324,Hawaii Department of Education,Kailua-Kalaheo,Pope Elem,1500030,1500030,12000000030000,150003000022,230.0,PK-06,2,226.0,October Count Day,17311.0,1765.0,19076.0,10267.0,986.0,11253.0,2524.0,779.0,3303.0,3912286.0,398890.0,4311176.0,19080.2171,4520,1,0,0,1,0,0,0
HI,2018-2019,1,327,Hawaii Department of Education,Kailua-Kalaheo,Waimanalo Elementary & inter,1500030,1500030,12000000030000,150003000026,431.0,PK-08,3,426.0,October Count Day,16133.0,2048.0,18181.0,9089.0,1269.0,10358.0,2524.0,779.0,3303.0,6872658.0,872448.0,7745106.0,18193.01783,4520,1,0,0,1,0,0,0
HI,2018-2019,1,101,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Ala Wai Elem,1500030,1500030,12000000030000,150003000226,353.0,PK-05,2,344.0,October Count Day,15649.0,1504.0,17153.0,8605.0,725.0,9330.0,2524.0,779.0,3303.0,5383256.0,517376.0,5900632.0,17173.97777,4520,1,0,0,1,0,0,0
HI,2018-2019,1,102,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Aliiolani Elem,1500030,1500030,12000000030000,150003000225,231.0,PK-05,2,226.0,October Count Day,16366.0,1902.0,18268.0,9322.0,1123.0,10445.0,2524.0,779.0,3303.0,3698716.0,429852.0,4128568.0,18279.25955,4520,1,0,0,1,0,0,0
HI,2018-2019,1,103,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Anuenue,1500030,1500030,12000000030000,150003000246,516.0,PK-12,4,516.0,October Count Day,15737.0,2208.0,17945.0,8693.0,1429.0,10122.0,2524.0,779.0,3303.0,8120292.0,1139328.0,9259620.0,17959.07478,4520,1,0,0,1,0,0,0
HI,2018-2019,1,104,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Central Middle,1500030,1500030,12000000030000,150003000223,414.0,06-08,3,414.0,October Count Day,15312.0,2012.0,17324.0,8268.0,1233.0,9501.0,2524.0,779.0,3303.0,6339168.0,832968.0,7172136.0,17343.48735,4520,1,0,0,1,0,0,0
HI,2018-2019,1,109,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Hokulani Elem,1500030,1500030,12000000030000,150003000214,323.0,PK-05,2,323.0,October Count Day,14217.0,823.0,15040.0,7173.0,44.0,7217.0,2524.0,779.0,3303.0,4592091.0,265829.0,4857920.0,15079.39445,4520,1,0,0,1,0,0,0
HI,2018-2019,1,110,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Jarrett Middle,1500030,1500030,12000000030000,150003000218,275.0,06-08,3,275.0,October Count Day,17503.0,1695.0,19198.0,10459.0,916.0,11375.0,2524.0,779.0,3303.0,4813325.0,466125.0,5279450.0,19201.15376,4520,1,0,0,1,0,0,0
HI,2018-2019,1,111,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Jefferson Elem,1500030,1500030,12000000030000,150003000213,386.0,PK-05,2,375.0,October Count Day,16349.0,1647.0,17996.0,9305.0,868.0,10173.0,2524.0,779.0,3303.0,6130875.0,617625.0,6748500.0,18009.63027,4520,1,0,0,1,0,0,0
HI,2018-2019,1,112,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Kaahumanu Elem,1500030,1500030,12000000030000,150003000217,521.0,PK-05,2,506.0,October Count Day,15916.0,1935.0,17851.0,8872.0,1156.0,10028.0,2524.0,779.0,3303.0,8053496.0,979110.0,9032606.0,17865.89407,4520,1,0,0,1,0,0,0
HI,2018-2019,1,115,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Kaimuki High,1500030,1500030,12000000030000,150003000212,702.0,09-12,4,702.0,October Count Day,17815.0,2313.0,20128.0,10771.0,1534.0,12305.0,2524.0,779.0,3303.0,12506130.0,1623726.0,14129856.0,20123.04798,4520,1,0,0,1,0,0,0
HI,2018-2019,1,117,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Kaiulani Elem,1500030,1500030,12000000030000,150003000165,344.0,PK-05,2,336.0,October Count Day,16571.0,1942.0,18513.0,9527.0,1163.0,10690.0,2524.0,779.0,3303.0,5567856.0,652512.0,6220368.0,18522.12415,4520,1,0,0,1,0,0,0
HI,2018-2019,1,125,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Kauluwela Elem,1500030,1500030,12000000030000,150003000206,414.0,PK-05,2,410.0,October Count Day,15140.0,1737.0,16877.0,8096.0,958.0,9054.0,2524.0,779.0,3303.0,6207400.0,712170.0,6919570.0,16900.38336,4520,1,0,0,1,0,0,0
HI,2018-2019,1,126,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Kawananakoa Middle,1500030,1500030,12000000030000,150003000205,710.0,06-08,3,710.0,October Count Day,13994.0,1560.0,15554.0,6950.0,781.0,7731.0,2524.0,779.0,3303.0,9935740.0,1107600.0,11043340.0,15588.91448,4520,1,0,0,1,0,0,0
HI,2018-2019,1,128,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Kuhio Elem,1500030,1500030,12000000030000,150003000203,224.0,PK-05,2,215.0,October Count Day,17488.0,1387.0,18875.0,10444.0,608.0,11052.0,2524.0,779.0,3303.0,3759920.0,298205.0,4058125.0,18880.969,4520,1,0,0,1,0,0,0
HI,2018-2019,1,129,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Lanakila Elem,1500030,1500030,12000000030000,150003000202,387.0,PK-05,2,386.0,October Count Day,15120.0,1898.0,17018.0,8076.0,1119.0,9195.0,2524.0,779.0,3303.0,5836320.0,732628.0,6568948.0,17040.15441,4520,1,0,0,1,0,0,0
HI,2018-2019,1,131,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Likelike Elem,1500030,1500030,12000000030000,150003000200,321.0,PK-05,2,317.0,October Count Day,16409.0,1768.0,18177.0,9365.0,989.0,10354.0,2524.0,779.0,3303.0,5201653.0,560456.0,5762109.0,18189.05269,4520,1,0,0,1,0,0,0
HI,2018-2019,1,134,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Lincoln Elem,1500030,1500030,12000000030000,150003000197,341.0,PK-05,2,334.0,October Count Day,16723.0,2022.0,18745.0,9679.0,1243.0,10922.0,2524.0,779.0,3303.0,5585482.0,675348.0,6260830.0,18752.10206,4520,1,0,0,1,0,0,0
HI,2018-2019,1,135,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Lunalilo Elem,1500030,1500030,12000000030000,150003000195,324.0,PK-05,2,321.0,October Count Day,15994.0,1730.0,17724.0,8950.0,951.0,9901.0,2524.0,779.0,3303.0,5134074.0,555330.0,5689404.0,17740.00099,4520,1,0,0,1,0,0,0
HI,2018-2019,1,136,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Maemae Elem,1500030,1500030,12000000030000,150003000196,691.0,PK-06,2,686.0,October Count Day,14133.0,1294.0,15427.0,7089.0,515.0,7604.0,2524.0,779.0,3303.0,9695238.0,887684.0,10582922.0,15463.0214,4520,1,0,0,1,0,0,0
HI,2018-2019,1,137,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Manoa Elem,1500030,1500030,12000000030000,150003000194,509.0,PK-05,2,506.0,October Count Day,14497.0,1147.0,15644.0,7453.0,368.0,7821.0,2524.0,779.0,3303.0,7335482.0,580382.0,7915864.0,15678.13005,4520,1,0,0,1,0,0,0
HI,2018-2019,1,138,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,McKinley High,1500030,1500030,12000000030000,150003000193,1592.0,09-12,4,1592.0,October Count Day,14561.0,1348.0,15909.0,7517.0,569.0,8086.0,2524.0,779.0,3303.0,23181112.0,2146016.0,25327128.0,15940.82034,4520,1,0,0,1,0,0,0
HI,2018-2019,1,140,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Noelani Elem,1500030,1500030,12000000030000,150003000191,445.0,PK-05,2,440.0,October Count Day,13847.0,1130.0,14977.0,6803.0,351.0,7154.0,2524.0,779.0,3303.0,6092680.0,497200.0,6589880.0,15016.94356,4520,1,0,0,1,0,0,0
HI,2018-2019,1,141,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Nuuanu Elem,1500030,1500030,12000000030000,150003000190,350.0,PK-05,2,349.0,October Count Day,14506.0,1307.0,15813.0,7462.0,528.0,7990.0,2524.0,779.0,3303.0,5062594.0,456143.0,5518737.0,15845.65707,4520,1,0,0,1,0,0,0
HI,2018-2019,1,142,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Palolo Elem,1500030,1500030,12000000030000,150003000189,271.0,PK-05,2,269.0,October Count Day,16982.0,2690.0,19672.0,9938.0,1911.0,11849.0,2524.0,779.0,3303.0,4568158.0,723610.0,5291768.0,19671.02243,4520,1,0,0,1,0,0,0
HI,2018-2019,1,143,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Pauoa Elem,1500030,1500030,12000000030000,150003000188,294.0,PK-05,2,291.0,October Count Day,15448.0,1665.0,17113.0,8404.0,886.0,9290.0,2524.0,779.0,3303.0,4495368.0,484515.0,4979883.0,17134.3264,4520,1,0,0,1,0,0,0
HI,2018-2019,1,146,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Roosevelt High,1500030,1500030,12000000030000,150003000186,1372.0,09-12,4,1372.0,October Count Day,14428.0,1085.0,15513.0,7384.0,306.0,7690.0,2524.0,779.0,3303.0,19795216.0,1488620.0,21283836.0,15548.27184,4520,1,0,0,1,0,0,0
HI,2018-2019,1,147,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Royal Elem,1500030,1500030,12000000030000,150003000185,360.0,PK-05,2,347.0,October Count Day,15582.0,1825.0,17407.0,8538.0,1046.0,9584.0,2524.0,779.0,3303.0,5406954.0,633275.0,6040229.0,17425.76393,4520,1,0,0,1,0,0,0
HI,2018-2019,1,148,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Stevenson Middle,1500030,1500030,12000000030000,150003000184,660.0,06-08,3,660.0,October Count Day,14285.0,1382.0,15667.0,7241.0,603.0,7844.0,2524.0,779.0,3303.0,9428100.0,912120.0,10340220.0,15700.92959,4520,1,0,0,1,0,0,0
HI,2018-2019,1,152,Hawaii Department of Education,Kaimuki-McKinley-Roosevelt,Washington Middle,1500030,1500030,12000000030000,150003000180,785.0,06-08,3,785.0,October Count Day,14820.0,1539.0,16359.0,7776.0,760.0,8536.0,2524.0,779.0,3303.0,11633700.0,1208115.0,12841815.0,16386.89819,4520,1,0,0,1,0,0,0
HI,2018-2019,1,451,Hawaii Department of Education,Kapaa-Kauai-Waimea,Eleele Elem,1500030,1500030,12000000030000,150003000081,483.0,PK-05,2,470.0,October Count Day,15001.0,1392.0,16393.0,7957.0,613.0,8570.0,2524.0,779.0,3303.0,7050470.0,654240.0,7704710.0,16420.60185,4520,1,0,0,1,0,0,0
HI,2018-2019,1,452,Hawaii Department of Education,Kapaa-Kauai-Waimea,Hanalei Elem,1500030,1500030,12000000030000,150003000082,252.0,PK-06,2,252.0,October Count Day,14677.0,832.0,15509.0,7633.0,53.0,7686.0,2524.0,779.0,3303.0,3698604.0,209664.0,3908268.0,15544.3067,4520,1,0,0,1,0,0,0
HI,2018-2019,1,453,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kalaheo Elem,1500030,1500030,12000000030000,150003000083,410.0,PK-05,2,410.0,October Count Day,15665.0,1397.0,17062.0,8621.0,618.0,9239.0,2524.0,779.0,3303.0,6422650.0,572770.0,6995420.0,17083.77091,4520,1,0,0,1,0,0,0
HI,2018-2019,1,448,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kamakahelei Middle,1500030,1500030,12000000030000,150003000266,987.0,06-08,3,987.0,October Count Day,13641.0,1151.0,14792.0,6597.0,372.0,6969.0,2524.0,779.0,3303.0,13463667.0,1136037.0,14599704.0,14833.556,4520,1,0,0,1,0,0,0
HI,2018-2019,1,454,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kapaa Elem,1500030,1500030,12000000030000,150003000084,921.0,PK-05,2,904.0,October Count Day,14238.0,1133.0,15371.0,7194.0,354.0,7548.0,2524.0,779.0,3303.0,12871152.0,1024232.0,13895384.0,15407.50949,4520,1,0,0,1,0,0,0
HI,2018-2019,1,455,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kapaa High,1500030,1500030,12000000030000,150003000085,1083.0,09-12,4,1083.0,October Count Day,15151.0,1310.0,16461.0,8107.0,531.0,8638.0,2524.0,779.0,3303.0,16408533.0,1418730.0,17827263.0,16488.00917,4520,1,0,0,1,0,0,0
HI,2018-2019,1,447,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kapaa Middle,1500030,1500030,12000000030000,150003000255,607.0,06-08,3,607.0,October Count Day,13636.0,1292.0,14928.0,6592.0,513.0,7105.0,2524.0,779.0,3303.0,8277052.0,784244.0,9061296.0,14968.37063,4520,1,0,0,1,0,0,0
HI,2018-2019,1,456,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kauai High,1500030,1500030,12000000030000,150003000086,1154.0,09-12,4,1154.0,October Count Day,14040.0,1109.0,15149.0,6996.0,330.0,7326.0,2524.0,779.0,3303.0,16202160.0,1279786.0,17481946.0,15187.44442,4520,1,0,0,1,0,0,0
HI,2018-2019,1,457,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kaumualii Elem,1500030,1500030,12000000030000,150003000242,606.0,PK-05,2,593.0,October Count Day,15568.0,1779.0,17347.0,8524.0,1000.0,9524.0,2524.0,779.0,3303.0,9231824.0,1054947.0,10286771.0,17366.28688,4520,1,0,0,1,0,0,0
HI,2018-2019,1,458,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kekaha Elem,1500030,1500030,12000000030000,150003000088,316.0,PK-05,2,312.0,October Count Day,15971.0,1881.0,17852.0,8927.0,1102.0,10029.0,2524.0,779.0,3303.0,4982952.0,586872.0,5569824.0,17866.88536,4520,1,0,0,1,0,0,0
HI,2018-2019,1,459,Hawaii Department of Education,Kapaa-Kauai-Waimea,Kilauea Elem,1500030,1500030,12000000030000,150003000089,320.0,PK-06,2,317.0,October Count Day,15375.0,1552.0,16927.0,8331.0,773.0,9104.0,2524.0,779.0,3303.0,4873875.0,491984.0,5365859.0,16949.94756,4520,1,0,0,1,0,0,0
HI,2018-2019,1,460,Hawaii Department of Education,Kapaa-Kauai-Waimea,Koloa Elem,1500030,1500030,12000000030000,150003000090,323.0,PK-05,2,314.0,October Count Day,15234.0,1736.0,16970.0,8190.0,957.0,9147.0,2524.0,779.0,3303.0,4783476.0,545104.0,5328580.0,16992.57278,4520,1,0,0,1,0,0,0
HI,2018-2019,1,461,Hawaii Department of Education,Kapaa-Kauai-Waimea,Niihau High & Elem,1500030,1500030,12000000030000,150003000091,9.0,PK-12,4,9.0,October Count Day,28286.0,779.0,29065.0,21242.0,0.0,21242.0,2524.0,779.0,3303.0,254574.0,7011.0,261585.0,28982.15403,4520,1,0,0,1,0,0,0
HI,2018-2019,1,464,Hawaii Department of Education,Kapaa-Kauai-Waimea,Waimea Canyon Middle,1500030,1500030,12000000030000,150003000092,501.0,06-08,3,501.0,October Count Day,14012.0,1552.0,15564.0,6968.0,773.0,7741.0,2524.0,779.0,3303.0,7020012.0,777552.0,7797564.0,15598.82733,4520,1,0,0,1,0,0,0
HI,2018-2019,1,462,Hawaii Department of Education,Kapaa-Kauai-Waimea,Waimea High,1500030,1500030,12000000030000,150003000093,621.0,09-12,4,621.0,October Count Day,16146.0,1667.0,17813.0,9102.0,888.0,9990.0,2524.0,779.0,3303.0,10026666.0,1035207.0,11061873.0,17828.22528,4520,1,0,0,1,0,0,0
HI,2018-2019,1,463,Hawaii Department of Education,Kapaa-Kauai-Waimea,Wilcox Elem,1500030,1500030,12000000030000,150003000094,772.0,PK-05,2,759.0,October Count Day,14775.0,1401.0,16176.0,7731.0,622.0,8353.0,2524.0,779.0,3303.0,11214225.0,1063359.0,12277584.0,16205.4932,4520,1,0,0,1,0,0,0
HI,2018-2019,1,368,Hawaii Department of Education,Kau-Keaau-Pahoa,Kau High & Pahala Elem,1500030,1500030,12000000030000,150003000038,500.0,PK-12,4,500.0,October Count Day,16637.0,2487.0,19124.0,9593.0,1708.0,11301.0,2524.0,779.0,3303.0,8318500.0,1243500.0,9562000.0,19127.79874,4520,1,0,0,1,0,0,0
HI,2018-2019,1,353,Hawaii Department of Education,Kau-Keaau-Pahoa,Keaau Elem,1500030,1500030,12000000030000,150003000258,876.0,PK-05,2,861.0,October Count Day,15153.0,1183.0,16336.0,8109.0,404.0,8513.0,2524.0,779.0,3303.0,13046733.0,1018563.0,14065296.0,16364.09865,4520,1,0,0,1,0,0,0
HI,2018-2019,1,354,Hawaii Department of Education,Kau-Keaau-Pahoa,Keaau High,1500030,1500030,12000000030000,150003000260,1032.0,09-12,4,1032.0,October Count Day,15647.0,1502.0,17149.0,8603.0,723.0,9326.0,2524.0,779.0,3303.0,16147704.0,1550064.0,17697768.0,17170.01263,4520,1,0,0,1,0,0,0
HI,2018-2019,1,370,Hawaii Department of Education,Kau-Keaau-Pahoa,Keaau Middle,1500030,1500030,12000000030000,150003000040,712.0,06-08,3,712.0,October Count Day,15353.0,2138.0,17491.0,8309.0,1359.0,9668.0,2524.0,779.0,3303.0,10931336.0,1522256.0,12453592.0,17509.0318,4520,1,0,0,1,0,0,0
HI,2018-2019,1,391,Hawaii Department of Education,Kau-Keaau-Pahoa,Keonepoko Elem,1500030,1500030,12000000030000,150003000244,545.0,PK-06,2,530.0,October Count Day,16735.0,2116.0,18851.0,9691.0,1337.0,11028.0,2524.0,779.0,3303.0,8869550.0,1121480.0,9991030.0,18857.17818,4520,1,0,0,1,0,0,0
HI,2018-2019,1,379,Hawaii Department of Education,Kau-Keaau-Pahoa,Mountain View Elem,1500030,1500030,12000000030000,150003000047,480.0,PK-05,2,468.0,October Count Day,16394.0,1456.0,17850.0,9350.0,677.0,10027.0,2524.0,779.0,3303.0,7672392.0,681408.0,8353800.0,17864.90279,4520,1,0,0,1,0,0,0
HI,2018-2019,1,380,Hawaii Department of Education,Kau-Keaau-Pahoa,Naalehu Elem,1500030,1500030,12000000030000,150003000048,382.0,PK-06,2,376.0,October Count Day,16216.0,2108.0,18324.0,9172.0,1329.0,10501.0,2524.0,779.0,3303.0,6097216.0,792608.0,6889824.0,18334.77146,4520,1,0,0,1,0,0,0
HI,2018-2019,1,381,Hawaii Department of Education,Kau-Keaau-Pahoa,Pahoa Elem,1500030,1500030,12000000030000,150003000234,362.0,PK-06,2,362.0,October Count Day,15777.0,1406.0,17183.0,8733.0,627.0,9360.0,2524.0,779.0,3303.0,5711274.0,508972.0,6220246.0,17203.71629,4520,1,0,0,1,0,0,0
HI,2018-2019,1,383,Hawaii Department of Education,Kau-Keaau-Pahoa,Pahoa High & Int,1500030,1500030,12000000030000,150003000050,549.0,07-12,4,549.0,October Count Day,17032.0,2115.0,19147.0,9988.0,1336.0,11324.0,2524.0,779.0,3303.0,9350568.0,1161135.0,10511703.0,19150.59827,4520,1,0,0,1,0,0,0
HI,2018-2019,1,206,Hawaii Department of Education,Leilehua-Mililani-Waialua,Haleiwa Elem,1500030,1500030,12000000030000,150003000172,240.0,PK-06,2,230.0,October Count Day,16702.0,1193.0,17895.0,9658.0,414.0,10072.0,2524.0,779.0,3303.0,3841460.0,274390.0,4115850.0,17909.51057,4520,1,0,0,1,0,0,0
HI,2018-2019,1,208,Hawaii Department of Education,Leilehua-Mililani-Waialua,Helemano Elem,1500030,1500030,12000000030000,150003000171,535.0,PK-05,2,523.0,October Count Day,16074.0,1595.0,17669.0,9030.0,816.0,9846.0,2524.0,779.0,3303.0,8406702.0,834185.0,9240887.0,17685.48037,4520,1,0,0,1,0,0,0
HI,2018-2019,1,210,Hawaii Department of Education,Leilehua-Mililani-Waialua,Iliahi Elem,1500030,1500030,12000000030000,150003000169,377.0,PK-05,2,372.0,October Count Day,15892.0,1564.0,17456.0,8848.0,785.0,9633.0,2524.0,779.0,3303.0,5911824.0,581808.0,6493632.0,17474.33685,4520,1,0,0,1,0,0,0
HI,2018-2019,1,207,Hawaii Department of Education,Leilehua-Mililani-Waialua,Inouye Elem,1500030,1500030,12000000030000,150003000173,743.0,PK-05,2,707.0,October Count Day,14870.0,1114.0,15984.0,7826.0,335.0,8161.0,2524.0,779.0,3303.0,10513090.0,787598.0,11300688.0,16015.16665,4520,1,0,0,1,0,0,0
HI,2018-2019,1,211,Hawaii Department of Education,Leilehua-Mililani-Waialua,Kaala Elem,1500030,1500030,12000000030000,150003000168,454.0,PK-05,2,446.0,October Count Day,15992.0,1753.0,17745.0,8948.0,974.0,9922.0,2524.0,779.0,3303.0,7132432.0,781838.0,7914270.0,17760.81796,4520,1,0,0,1,0,0,0
HI,2018-2019,1,212,Hawaii Department of Education,Leilehua-Mililani-Waialua,Kipapa Elem,1500030,1500030,12000000030000,150003000167,587.0,PK-05,2,572.0,October Count Day,15969.0,1364.0,17333.0,8925.0,585.0,9510.0,2524.0,779.0,3303.0,9134268.0,780208.0,9914476.0,17352.40891,4520,1,0,0,1,0,0,0
HI,2018-2019,1,214,Hawaii Department of Education,Leilehua-Mililani-Waialua,Leilehua High,1500030,1500030,12000000030000,150003000108,1718.0,09-12,4,1718.0,October Count Day,14498.0,1251.0,15749.0,7454.0,472.0,7926.0,2524.0,779.0,3303.0,24907564.0,2149218.0,27056782.0,15782.21488,4520,1,0,0,1,0,0,0
HI,2018-2019,1,216,Hawaii Department of Education,Leilehua-Mililani-Waialua,Mililani High,1500030,1500030,12000000030000,150003000102,2616.0,09-12,4,2616.0,October Count Day,13525.0,1144.0,14669.0,6481.0,365.0,6846.0,2524.0,779.0,3303.0,35381400.0,2992704.0,38374104.0,14711.62805,4520,1,0,0,1,0,0,0
HI,2018-2019,1,240,Hawaii Department of Education,Leilehua-Mililani-Waialua,Mililani Ike Elem,1500030,1500030,12000000030000,150003000285,642.0,PK-05,2,631.0,October Count Day,14909.0,1104.0,16013.0,7865.0,325.0,8190.0,2524.0,779.0,3303.0,9407579.0,696624.0,10104203.0,16043.91389,4520,1,0,0,1,0,0,0
HI,2018-2019,1,241,Hawaii Department of Education,Leilehua-Mililani-Waialua,Mililani Mauka Elem,1500030,1500030,12000000030000,150003000099,785.0,PK-05,2,777.0,October Count Day,15364.0,1084.0,16448.0,8320.0,305.0,8625.0,2524.0,779.0,3303.0,11937828.0,842268.0,12780096.0,16475.12247,4520,1,0,0,1,0,0,0
HI,2018-2019,1,238,Hawaii Department of Education,Leilehua-Mililani-Waialua,Mililani Middle,1500030,1500030,12000000030000,150003000256,1886.0,06-08,3,1886.0,October Count Day,13963.0,973.0,14936.0,6919.0,194.0,7113.0,2524.0,779.0,3303.0,26334218.0,1835078.0,28169296.0,14976.30091,4520,1,0,0,1,0,0,0
HI,2018-2019,1,242,Hawaii Department of Education,Leilehua-Mililani-Waialua,Mililani Uka Elem,1500030,1500030,12000000030000,150003000106,707.0,PK-05,2,699.0,October Count Day,13861.0,826.0,14687.0,6817.0,47.0,6864.0,2524.0,779.0,3303.0,9688839.0,577374.0,10266213.0,14729.47116,4520,1,0,0,1,0,0,0
HI,2018-2019,1,234,Hawaii Department of Education,Leilehua-Mililani-Waialua,Mililani Waena Elem,1500030,1500030,12000000030000,150003000105,790.0,PK-05,2,775.0,October Count Day,13463.0,785.0,14248.0,6419.0,6.0,6425.0,2524.0,779.0,3303.0,10433825.0,608375.0,11042200.0,14294.29744,4520,1,0,0,1,0,0,0
