state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_NM,enrollmetric,pp_stloc_raw_NM,pp_fed_raw_NM,pp_total_raw_NM,pp_site_stloc_raw_NM,pp_site_fed_raw_NM,pp_site_raw_NM,pp_centshare_stloc_raw_NM,pp_centshare_fed_raw_NM,pp_centshare_raw_NM,schoolstloc_raw_NM,schoolfed_raw_NM,schooltot_raw_NM,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
NM,2018-2019,1,1360,Albuquerque,S. Y. Jackson Elementary,3500060,3500060,32500100100000.0,350006000103.0,552.0,KG-05,2.0,552,First Reporting Period MEM,7740.65221,644.5250962,8385.177307,5639.87625,343.7954529,5983.671703,2100.77596,300.7296433,2401.505604,4272840.01992,355777.8531024,4628617.873464,8782.760652,0,0,0,0,0,0,0
NM,2018-2019,1,1345,Albuquerque,San Antonito Elementary,3500060,3500060,32500100100000.0,350006000104.0,364.0,KG-05,2.0,364,First Reporting Period MEM,7714.300869,511.1667506,8225.46762,5643.718901,310.283544,5954.002445,2070.581968,200.8832066,2271.465175,2808005.516316,186064.6972184,2994070.21367999,8623.050965,0,0,0,0,0,0,0
NM,2018-2019,1,1348,Albuquerque,Sandia Base Elementary,3500060,3500060,32500100100000.0,350006000105.0,501.0,KG-06,2.0,501,First Reporting Period MEM,6501.567613,423.9561853,6925.523799,4802.583273,197.6327146,5000.215988,1698.98434,226.3234707,1925.307811,3257285.374113,212402.0488353,3469687.42329899,7323.107144,0,0,0,0,0,0,0
NM,2018-2019,1,1550,Albuquerque,Sandia High,3500060,3500060,32500100100000.0,350006000106.0,1776.0,09-12,4.0,1776,First Reporting Period MEM,8418.60018299999,575.8735773,8994.47376,5760.138598,228.1939865,5988.332584,2658.461585,347.6795908,3006.141176,14951433.9250079,1022751.4732848,15974185.39776,9392.057105,0,0,0,0,0,0,0
NM,2018-2019,1,1597,Albuquerque,School on Wheels High School,3500060,3500060,32500100100000.0,350006000108.0,85.0,09-12,4.0,85,First Reporting Period MEM,14097.264484,976.904321199999,15074.1688,12061.39565,693.5711765,12754.96682,2035.868834,283.3331447,2319.201979,1198267.48114,83036.867302,1281304.348,15471.75214,0,0,0,0,0,0,0
NM,2018-2019,1,1265,Albuquerque,Seven Bar Elementary,3500060,3500060,32500100100000.0,350006000824.0,698.0,KG-05,2.0,698,First Reporting Period MEM,8517.050392,820.4997787,9337.550171,6194.833295,385.1423496,6579.975645,2322.217097,435.3574291,2757.574527,5944901.173616,572708.8455326,6517610.019358,9735.133516,0,0,0,0,0,0,0
NM,2018-2019,1,1750,Albuquerque,SIEMBRA LEADERSHIP HIGH SCHOOL,3500060,3500060,32500100100000.0,350006001117.0,123.0,09-12,4.0,123,First Reporting Period MEM,10641.65,411.38,11053.03,10641.65,411.38,11053.03,0,0,0,1308922.95,50599.74,1359522.69,11450.61334,0,0,0,0,0,0,0
NM,2018-2019,1,1594,Albuquerque,SIERRA ALTERNATIVE,3500060,3500060,32500100100000.0,350006000457.0,,09-12,4.0,NRD,First Reporting Period MEM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,0,0,0,1,0
NM,2018-2019,1,1356,Albuquerque,Sierra Vista Elementary,3500060,3500060,32500100100000.0,350006000109.0,652.0,PK-05,2.0,703,First Reporting Period MEM,7972.13846,874.660586499999,8846.799047,5628.096757,497.9970128,6126.09377,2344.041703,376.6635737,2720.705277,5604413.33738,614886.392309499,6219299.730041,9244.382392,0,0,0,0,0,0,0
NM,2018-2019,1,1357,Albuquerque,Sombra Del Monte Elementary,3500060,3500060,32500100100000.0,350006000110.0,311.0,PK-05,2.0,311,First Reporting Period MEM,8466.577417,1022.8282103,9489.405627,6177.060997,675.8576527,6852.91865,2289.51642,346.9705576,2636.486978,2633105.576687,318099.5734033,2951205.149997,9886.988972,0,0,0,0,0,0,0
NM,2018-2019,1,1025,Albuquerque,SOUTH VALLEY ACADEMY,3500060,3500060,32500100100000.0,350006000809.0,623.0,06-12,4.0,623,First Reporting Period MEM,8040.67,698.64,8739.31,8040.67,698.64,8739.31,0,0,0,5009337.41,435252.72,5444590.13,9136.893345,0,0,0,0,0,0,0
NM,2018-2019,1,1393,Albuquerque,Sunset View Elementary,3500060,3500060,32500100100000.0,350006001036.0,697.0,KG-05,2.0,697,First Reporting Period MEM,6472.41934699999,362.3371638,6834.75651,4613.666471,170.4805165,4784.146987,1858.752876,191.8566473,2050.609523,4511276.284859,252549.0031686,4763825.28747,7232.339855,0,0,0,0,0,0,0
NM,2018-2019,1,1280,Albuquerque,Susie Rayos Marmon Elementary,3500060,3500060,32500100100000.0,350006000725.0,618.0,PK-05,2.0,620,First Reporting Period MEM,8478.182417,1141.1508634,9619.333281,5921.361758,682.3612742,6603.723032,2556.820659,458.7895892,3015.610248,5256473.09854,707513.535308,5963986.63421999,10016.91663,0,0,0,0,0,0,0
NM,2018-2019,1,1455,Albuquerque,Taft Middle,3500060,3500060,32500100100000.0,350006000111.0,367.0,06-08,3.0,367,First Reporting Period MEM,10605.417713,1203.9335803,11809.35129,7344.979537,578.3508719,7923.330409,3260.438176,625.5827084,3886.020884,3892188.300671,441843.623970099,4334031.92343,12206.93463,0,0,0,0,0,0,0
NM,2018-2019,1,1457,Albuquerque,Taylor Middle,3500060,3500060,32500100100000.0,350006000112.0,377.0,06-08,3.0,377,First Reporting Period MEM,9864.142756,1439.2803075,11303.42306,6688.233342,826.0961804,7514.329523,3175.909414,613.1841271,3789.093542,3718781.819012,542608.6759275,4261390.49362,11701.0064,0,0,0,0,0,0,0
NM,2018-2019,1,1753,Albuquerque,TECHNOLOGY LEADERSHIP HIGH SCHOOL,3500060,3500060,32500100100000.0,350006001112.0,221.0,09-11,4.0,221,First Reporting Period MEM,8977.74,661.7,9639.44,8977.74,661.7,9639.44,0,0,0,1984080.54,146235.7,2130316.24,10037.02334,0,0,0,0,0,0,0
NM,2018-2019,1,1016,Albuquerque,THE ALB TALENT DEVELOPMENT CHARTER,3500060,3500060,32500100100000.0,350006001026.0,156.0,09-12,4.0,156,First Reporting Period MEM,11566.74,1436.87,13003.61,11566.74,1436.87,13003.61,0,0,0,1804411.44,224151.719999999,2028563.16,13401.19334,0,0,0,0,0,0,0
NM,2018-2019,1,1389,Albuquerque,Tierra Antigua Elementary,3500060,3500060,32500100100000.0,350006001018.0,929.0,KG-05,2.0,929,First Reporting Period MEM,6701.34641599999,338.2260879,7039.572504,4799.778052,147.845479,4947.623531,1901.568364,190.3806089,2091.948973,6225550.82046399,314212.0356591,6539762.85621599,7437.155849,0,0,0,0,0,0,0
NM,2018-2019,1,1363,Albuquerque,Tomasita Elementary,3500060,3500060,32500100100000.0,350006000113.0,329.0,KG-05,2.0,329,First Reporting Period MEM,8775.61903,1225.7195757,10001.33861,6162.240729,745.39,6907.630729,2613.378301,480.3295757,3093.707877,2887178.66087,403261.7404053,3290440.40269,10398.92195,0,0,0,0,0,0,0
NM,2018-2019,1,1492,Albuquerque,Tony Hillerman Middle,3500060,3500060,32500100100000.0,350006001047.0,1207.0,06-08,3.0,1207,First Reporting Period MEM,6769.91554399999,434.6677473,7204.583291,4386.191102,102.3582022,4488.549304,2383.724442,332.3095451,2716.033987,8171288.061608,524643.9709911,8695932.032237,7602.166636,0,0,0,0,0,0,0
NM,2018-2019,1,1497,Albuquerque,Tres Volcanes Community Collaborative,3500060,3500060,32500100100000.0,350006001142.0,574.0,KG-08,3.0,574,First Reporting Period MEM,8662.252003,737.383697,9399.6357,6017.104808,398.4275958,6415.532404,2645.147195,338.9561012,2984.10329599999,4972132.649722,423258.242078,5395390.8918,9797.219045,0,0,0,0,0,0,0
NM,2018-2019,1,1475,Albuquerque,Truman Middle,3500060,3500060,32500100100000.0,350006000114.0,989.0,06-08,3.0,989,First Reporting Period MEM,8864.358496,1231.170365,10095.52886,5856.881638,433.6310718,6290.51271,3007.476858,797.5392932,3805.016151,8766850.552544,1217627.490985,9984478.04254,10493.1122,0,0,0,0,0,0,0
NM,2018-2019,1,1027,Albuquerque,TWENTY-FIRST CENTURY,3500060,3500060,32500100100000.0,350006000811.0,294.0,05-08,3.0,294,First Reporting Period MEM,7767.38,397.08,8164.46,7767.38,397.08,8164.46,0,0,0,2283609.72,116741.519999999,2400351.24,8562.043345,0,0,0,0,0,0,0
NM,2018-2019,1,1370,Albuquerque,Valle Vista Elementary,3500060,3500060,32500100100000.0,350006000115.0,469.0,PK-05,2.0,464,First Reporting Period MEM,9797.081959,1205.9686793,11003.05064,6408.140668,545.3334267,6953.474095,3388.941291,660.6352526,4049.576544,4545846.028976,559569.4671952,5105415.49696,11400.63398,0,0,0,0,0,0,0
NM,2018-2019,1,1560,Albuquerque,Valley High,3500060,3500060,32500100100000.0,350006000116.0,1089.0,09-12,4.0,1089,First Reporting Period MEM,9683.223165,1296.09079389999,10979.31396,6598.784977,746.9250872,7345.710064,3084.438188,549.1657067,3633.603895,10545030.026685,1411442.87455709,11956472.90244,11376.8973,0,0,0,0,0,0,0
NM,2018-2019,1,1460,Albuquerque,Van Buren Middle,3500060,3500060,32500100100000.0,350006000117.0,519.0,06-08,3.0,519,First Reporting Period MEM,9863.772425,1609.6420628,11473.41449,6674.274644,858.7240462,7532.99869,3189.497781,750.9180166,3940.415798,5119297.888575,835404.2305932,5954702.12030999,11870.99783,0,0,0,0,0,0,0
NM,2018-2019,1,1264,Albuquerque,Ventana Ranch Elementary,3500060,3500060,32500100100000.0,350006000897.0,796.0,PK-05,2.0,800,First Reporting Period MEM,6549.390819,393.042438299999,6942.433256,4587.255088,253.041025,4840.296113,1962.135731,140.0014133,2102.137144,5239512.6552,314433.950639999,5553946.6048,7340.016601,0,0,0,0,0,0,0
NM,2018-2019,1,1840,Albuquerque,VISION QUEST ALTERNATIVE MIDDLE,3500060,3500060,32500100100000.0,350006000856.0,5.0,06-08,3.0,NRD,First Reporting Period MEM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,0,0,0,1,0
NM,2018-2019,1,1575,Albuquerque,Volcano Vista High,3500060,3500060,32500100100000.0,350006000966.0,2222.0,09-12,4.0,2222,First Reporting Period MEM,8009.581948,636.73216919,8646.314117,4985.743267,71.98894239,5057.73221,3023.838681,564.7432268,3588.581908,17797291.088456,1414818.87994018,19212109.967974,9043.897462,0,0,0,0,0,0,0
NM,2018-2019,1,1465,Albuquerque,Washington Middle,3500060,3500060,32500100100000.0,350006000118.0,485.0,06-08,3.0,485,First Reporting Period MEM,8652.363942,1265.6865072,9918.050449,5703.934227,637.8319175,6341.766144,2948.429715,627.8545897,3576.284304,4196396.51187,613857.955992,4810254.467765,10315.63379,0,0,0,0,0,0,0
NM,2018-2019,1,1570,Albuquerque,West Mesa High,3500060,3500060,32500100100000.0,350006000119.0,1698.0,09-12,4.0,1698,First Reporting Period MEM,8272.45762,1105.15170739999,9377.609327,5282.877886,529.7791814,5812.657067,2989.579734,575.372526,3564.95226,14046633.03876,1876547.59916519,15923180.637246,9775.192672,0,0,0,0,0,0,0
NM,2018-2019,1,1376,Albuquerque,Wherry Elementary,3500060,3500060,32500100100000.0,350006000120.0,405.0,PK-05,2.0,405,First Reporting Period MEM,8605.936361,1420.772867,10026.70923,5879.826494,809.4326914,6689.259185,2726.109867,611.3401756,3337.450043,3485404.226205,575413.011134999,4060817.23815,10424.29257,0,0,0,0,0,0,0
NM,2018-2019,1,1379,Albuquerque,Whittier Elementary,3500060,3500060,32500100100000.0,350006000121.0,285.0,PK-05,2.0,287,First Reporting Period MEM,11061.036985,3841.5696838,14902.60667,8437.441498,3393.31878,11830.76028,2623.595487,448.2509038,3071.846391,3174517.614695,1102530.49925059,4277048.11429,15300.19001,0,0,0,0,0,0,0
NM,2018-2019,1,1782,Albuquerque,WILLIAM W JOSEPHINE DORN CHARTER,3500060,3500060,32500100100000.0,350006001087.0,57.0,KG-05,2.0,57,First Reporting Period MEM,10896.69,576.72,11473.41,10896.69,576.72,11473.41,0,0,0,621111.33,32873.04,653984.37,11870.99334,0,0,0,0,0,0,0
NM,2018-2019,1,1470,Albuquerque,Wilson Middle,3500060,3500060,32500100100000.0,350006000122.0,449.0,06-08,3.0,449,First Reporting Period MEM,8832.385773,1466.5861967,10298.97197,5837.245969,830.27049,6667.516459,2995.139804,636.3157067,3631.455511,3965741.212077,658497.2023183,4624238.41453,10696.55531,0,0,0,0,0,0,0
NM,2018-2019,1,1385,Albuquerque,Zia Elementary,3500060,3500060,32500100100000.0,350006000124.0,317.0,PK-05,2.0,317,First Reporting Period MEM,10712.185491,1081.3155681,11793.50106,7800.984795,584.0060883,8384.990883,2911.200696,497.3094798,3408.510176,3395762.800647,342777.0350877,3738539.83602,12191.0844,0,0,0,0,0,0,0
NM,2018-2019,1,1388,Albuquerque,Zuni Elementary,3500060,3500060,32500100100000.0,350006000125.0,345.0,KG-05,2.0,345,First Reporting Period MEM,7627.520581,912.2891431,8539.809724,5600.740435,635.7793043,6236.519739,2026.780146,276.5098388,2303.289985,2631494.600445,314739.7543695,2946234.35478,8937.393069,0,0,0,0,0,0,0
NM,2018-2019,524,524001,Albuquerque Institute for Math & Science,Albuquerque Institute for Math & Science,3500130,3500130,,350013000921.0,355.0,06-12,4.0,355,First Reporting Period MEM,,,8884.078028,8869.672394,14.4056338,8884.078028,,,0,,,3153847.69994,9087.323944,0,0,0,0,0,0,0
NM,2018-2019,517,517001,Albuquerque Sign Language,Albuquerque Sign Language,3500123,3500123,,350012301066.0,95.0,KG-12,4.0,95,First Reporting Period MEM,23325.46326,3628.331895,26953.79516,23325.46326,3628.331895,26953.79516,0,0,0,2215919.0097,344691.530025,2560610.5402,26810.52632,0,0,0,0,0,0,0
NM,2018-2019,532,532001,Aldo Leopold Charter School,Aldo Leopold Charter School,3500138,3500138,,350013800938.0,177.0,06-12,4.0,177,First Reporting Period MEM,22646.06,1877.42,24523.48,11323.03,938.71,12261.74,11323.03,938.71,12261.74,4008352.62,332303.34,4340655.96,,0,0,0,0,0,1,1
NM,2018-2019,511,511001,ALMA D'ARTE CHARTER,ALMA D'ARTE CHARTER,3500116,3500116,,350011600900.0,162.0,09-12,4.0,162,First Reporting Period MEM,,,11252.47512,10634.25716,618.217963,11252.47512,,,0,,,1822900.96944,12734.5679,0,0,0,0,0,0,0
NM,2018-2019,575,575001,Altura_School,Altura_School,3500178,3500178,,350017801138.0,61.0,KG-03,2.0,61,First Reporting Period MEM,,,22692.12,11793.87,10898.25,22692.12,,,0,,,1384219.31999999,,0,0,0,0,0,1,1
NM,2018-2019,525,525001,Amy Biehl Charter High School,Amy Biehl Charter High School,3500131,3500131,,350013100810.0,302.0,09-12,4.0,303,First Reporting Period MEM,10876.6572937293,477.757524752475,11354.4148184818,10876.6572937293,477.757524752475,11354.4148184818,0,0,0,3295627.16,144760.53,3440387.69,11565.05161,0,0,0,0,0,0,0
NM,2018-2019,30,30017,Animas,Animas 7-12,3500090,3500090,32501270100000.0,350009000619.0,85.0,07-12,4.0,85,First Reporting Period MEM,15680.93,633.4,16314.33,11021.69,575.65,11597.34,4659.24,57.75,4716.99,1332879.05,53839,1386718.05,16518.37153,0,0,0,0,0,0,0
NM,2018-2019,30,30016,Animas,Animas Elementary,3500090,3500090,32501270100000.0,350009000618.0,68.0,PK-04,2.0,68,First Reporting Period MEM,16379.49,776.32,17155.81,11835.41,718.57,12553.98,4544.08,57.75,4601.83,1113805.32,52789.76,1166595.08,17359.85153,0,0,0,0,0,0,0
NM,2018-2019,30,30020,Animas,Animas Middle,3500090,3500090,32501270100000.0,350009030019.0,24.0,05-06,2.0,24,First Reporting Period MEM,16158.5,531.98,16690.48,11429.34,474.23,11903.57,4729.16,57.75,4786.91,387804,12767.52,400571.52,16894.52153,0,0,0,0,0,0,0
NM,2018-2019,22,22014,Artesia,Artesia High School,3500120,3500120,32500800100000.0,350012000127.0,793.0,10-12,4.0,793,First Reporting Period MEM,9294.71,382.789999999999,9677.5,7654.83,237.5,7892.33,1639.88,145.29,1785.17,7370705.02999999,303552.47,7674257.5,10493.03005,0,0,0,0,0,0,0
NM,2018-2019,22,22187,Artesia,Artesia Park Junior High,3500120,3500120,32500800100000.0,350012000130.0,566.0,08-09,3.0,566,First Reporting Period MEM,8353.98,238.01,8591.99,6289.03,78.24,6367.27,2064.95,159.77,2224.72,4728352.68,134713.66,4863066.34,9407.520049,0,0,0,0,0,0,0
NM,2018-2019,22,22189,Artesia,Artesia Zia Intermediate,3500120,3500120,32500800100000.0,350012000134.0,594.0,06-07,3.0,594,First Reporting Period MEM,7560.79,388.25,7949.04,5727.55,222.01,5949.56,1833.24,166.24,1999.48,4491109.26,230620.5,4721729.76,8764.570049,0,0,0,0,0,0,0
NM,2018-2019,22,22032,Artesia,Central Elementary,3500120,3500120,32500800100000.0,350012000128.0,171.0,KG-05,2.0,171,First Reporting Period MEM,9569.09,1218.94,10788.03,7750.84,720.61,8471.45,1818.25,498.33,2316.58,1636314.39,208438.74,1844753.13,11603.56005,0,0,0,0,0,0,0
NM,2018-2019,22,22054,Artesia,Grand Heights Early Childhood,3500120,3500120,32500800100000.0,350012000620.0,352.0,PK-KG,1.0,348,First Reporting Period MEM,8931.96,1001.86,9933.82,7145.83,615.36,7761.19,1786.13,386.5,2172.63,3108322.07999999,348647.28,3456969.36,10749.35005,0,0,0,0,0,0,0
NM,2018-2019,22,22056,Artesia,Hermosa Elementary,3500120,3500120,32500800100000.0,350012000129.0,321.0,01-05,2.0,321,First Reporting Period MEM,7847.3,927.609999999999,8774.91,6000.79,537.78,6538.57,1846.51,389.83,2236.34,2518983.3,297762.809999999,2816746.11,9590.440049,0,0,0,0,0,0,0
NM,2018-2019,22,22128,Artesia,Penasco Elementary,3500120,3500120,32500800100000.0,350012000131.0,17.0,KG-08,3.0,17,First Reporting Period MEM,13725.85,58.84,13784.69,11971.4,0,11971.4,1754.45,58.84,1813.29,233339.45,1000.28,234339.73,14600.22005,0,0,0,0,0,0,0
NM,2018-2019,22,22139,Artesia,Roselawn Elementary,3500120,3500120,32500800100000.0,350012000132.0,170.0,KG-05,2.0,170,First Reporting Period MEM,9979.63,1461.04,11440.67,8159.28,978.34,9137.62,1820.35,482.7,2303.05,1696537.09999999,248376.8,1944913.9,12256.20005,0,0,0,0,0,0,0
NM,2018-2019,22,22001,Artesia,Yeso Elementary,3500120,3500120,32500800100000.0,350012000672.0,523.0,01-05,2.0,523,First Reporting Period MEM,6740.88,749.109999999999,7489.99,4875.46,331.09,5206.55,1865.42,418.02,2283.44,3525480.24,391784.529999999,3917264.77,8305.520049,0,0,0,0,0,0,0
NM,2018-2019,22,22183,Artesia,Yucca Elementary,3500120,3500120,32500800100000.0,350012000133.0,350.0,01-05,2.0,350,First Reporting Period MEM,6769.51999999999,866.08,7635.6,4825.95,445.79,5271.74,1943.57,420.29,2363.86,2369332,303128,2672460,8451.130049,0,0,0,0,0,0,0
NM,2018-2019,64,64018,Aztec,AZTEC HIGH SCHOOL,3500150,3500150,32502400100000.0,350015000135.0,830.0,09-12,4.0,833,First Reporting Period MEM,8609.21848739495,187.563025210084,8796.78151260504,5925.06242496998,86.3985594237695,6011.46098439375,2684.15606242497,101.164465786314,2785.32052821128,7171478.99999999,156240,7327719,9296.214291,0,0,0,0,0,0,0
NM,2018-2019,64,64017,Aztec,KOOGLER MIDDLE SCHOOL,3500150,3500150,32502400100000.0,350015000136.0,660.0,06-08,3.0,661,First Reporting Period MEM,7552.98033282904,234.901664145234,7787.88199697428,4760.81996974281,93.1149773071104,4853.93494704992,2792.16036308623,141.786686838124,2933.94704992435,4992520,155269.999999999,5147790,8287.314775,0,0,0,0,0,0,0
NM,2018-2019,64,64136,Aztec,LYDIA RIPPEY ELEMENTARY,3500150,3500150,32502400100000.0,350015000139.0,451.0,PK-03,2.0,414,First Reporting Period MEM,8182.28743961352,745.833333333333,8928.12077294686,5271.42028985507,460.681159420289,5732.10144927536,2910.86714975845,285.152173913043,3196.01932367149,3387467,308775,3696242,9427.553551,0,0,0,0,0,0,0
NM,2018-2019,64,64099,Aztec,MCCOY ELEMENTARY,3500150,3500150,32502400100000.0,350015000137.0,400.0,PK-03,2.0,359,First Reporting Period MEM,10460.7437325905,835.771587743732,11296.5153203342,7430.46239554317,441.699164345403,7872.16155988857,3030.28133704735,394.072423398328,3424.35376044568,3755406.99999999,300042,4055449,11795.9481,0,0,0,0,0,0,0
NM,2018-2019,64,64001,Aztec,Mosaic,3500150,3500150,32502400100000.0,350015000785.0,180.0,KG-08,3.0,180,First Reporting Period MEM,,,8072.21,,,0,7804.5,267.71,8072.21,,,1452997.8,8571.642778,0,0,0,0,0,1,0
NM,2018-2019,64,64123,Aztec,PARK AVENUE ELEMENTARY,3500150,3500150,32502400100000.0,350015000138.0,423.0,04-05,2.0,423,First Reporting Period MEM,7893.64066193853,316.527186761229,8210.16784869976,4864.83215130023,24.9905437352245,4889.82269503546,3028.80851063829,291.536643026004,3320.3451536643,3339010,133891,3472901,8709.600627,0,0,0,0,0,0,0
NM,2018-2019,64,64002,Aztec,VISTA NUEVA HIGH SCHOOL,3500150,3500150,32502400100000.0,350015000801.0,58.0,09-12,4.0,58,First Reporting Period MEM,10986.8965517241,264.896551724137,11251.7931034482,8433.15517241379,190.448275862068,8623.60344827586,2553.74137931034,74.4482758620689,2628.18965517241,637240,15363.9999999999,652604,11751.22588,0,0,0,0,0,0,0
NM,2018-2019,87,87026,Belen,Belen High,3500180,3500180,32503200100000.0,350018000140.0,1021.0,09-12,4.0,1021,First Reporting Period MEM,8472.39021159175,1108.57711991983,9580.96733151158,8436.57418808538,1063.80624822541,9500.3804363108,35.8160235063663,44.7708716944172,80.5868952007835,8650310.40603518,1131857.23943815,9782167.64547333,10188.20429,0,0,0,0,0,0,0
NM,2018-2019,87,87001,Belen,Belen Infinity High,3500180,3500180,32503200100000.0,350018000848.0,89.0,09-12,4.0,89,First Reporting Period MEM,7849.6464664566,1027.09368370068,8876.74015015728,7824.14096083862,1001.61986347596,8825.76082431459,25.5055056179775,25.4738202247191,50.9793258426966,698618.535514638,91411.3378493606,790029.873363998,9483.977106,0,0,0,0,0,0,0
NM,2018-2019,87,87025,Belen,Belen Middle,3500180,3500180,32503200100000.0,350018000141.0,552.0,07-08,3.0,552,First Reporting Period MEM,8290.47806149311,1084.77466956068,9375.25273105379,8286.69161221775,1061.85379999546,9348.54541221322,3.78644927536231,22.9208695652173,26.7073188405797,4576343.88994419,598795.617597497,5175139.50754169,9982.489687,0,0,0,0,0,0,0
NM,2018-2019,87,87034,Belen,Central Elementary,3500180,3500180,32503200100000.0,350018000142.0,244.0,04-06,2.0,244,First Reporting Period MEM,8718.25488692516,1140.74749296263,9859.0023798878,8681.16300167926,1112.62093558559,9793.78393726485,37.0918852459016,28.1265573770491,65.2184426229508,2127254.19240974,278342.388282884,2405596.58069262,10466.23934,0,0,0,0,0,0,0
NM,2018-2019,87,87080,Belen,Dennis Chavez Elementary,3500180,3500180,32503200100000.0,350018000143.0,280.0,PK-06,2.0,279,First Reporting Period MEM,8102.86086860035,1060.2257380136,9163.08660661396,8044.92187218458,1046.78552295984,9091.70739514443,57.9389964157706,13.4402150537634,71.379211469534,2260698.1823395,295802.980905796,2556501.16324529,9770.323563,0,0,0,0,0,0,0
NM,2018-2019,87,87006,Belen,Family School,3500180,3500180,32503200100000.0,350018000867.0,127.0,01-08,3.0,127,First Reporting Period MEM,7849.6464664566,1027.09368370068,8876.74015015728,7848.85355307078,1027.09368370068,8875.94723677146,0.792913385826771,0,0.792913385826771,996905.101239989,130440.897829986,1127345.99906997,9483.977106,0,0,0,0,0,0,0
NM,2018-2019,87,87066,Belen,Gil Sanchez Elementary,3500180,3500180,32503200100000.0,350018000144.0,306.0,PK-06,2.0,306,First Reporting Period MEM,8388.34769454676,1097.58050513112,9485.92819967788,8354.52632199774,1066.67661624223,9421.20293823997,33.8213725490196,30.9038888888888,64.7252614379085,2566834.39453131,335859.634570122,2902694.02910143,10093.16516,0,0,0,0,0,0,0
NM,2018-2019,87,87068,Belen,Jaramillo Elementary,3500180,3500180,32503200100000.0,350018000145.0,325.0,PK-03,2.0,325,First Reporting Period MEM,8042.86853332323,1052.375989761,9095.24452308423,8015.83917947707,1025.47925129946,9041.31843077654,27.0293538461538,26.8967384615384,53.9260923076923,2613932.27333005,342022.196672327,2955954.47000237,9702.481479,0,0,0,0,0,0,0
NM,2018-2019,87,87038,Belen,La Merced Elementary,3500180,3500180,32503200100000.0,350018030003.0,465.0,PK-06,2.0,465,First Reporting Period MEM,8170.38470917204,1069.06095249705,9239.44566166909,8142.53931132258,1039.42278045404,9181.96209177662,27.8453978494623,29.6381720430107,57.4835698924731,3799228.889765,497113.342911129,4296342.23267612,9846.682618,0,0,0,0,0,0,0
NM,2018-2019,87,87003,Belen,La Promesa Elementary,3500180,3500180,32503200100000.0,350018000849.0,210.0,PK-06,2.0,197,First Reporting Period MEM,8527.02712599852,1115.72613356317,9642.7532595617,8479.6454001102,1081.91760564439,9561.56300575459,47.3817258883248,33.8085279187817,81.1902538071066,1679824.34382171,219798.048311946,1899622.39213365,10249.99022,0,0,0,0,0,0,0
NM,2018-2019,87,87045,Belen,Rio Grande Elementary,3500180,3500180,32503200100000.0,350018000146.0,297.0,PK-06,2.0,272,First Reporting Period MEM,8975.14724657356,1174.3607927607,10149.5080393342,8951.22198922062,1150.45024129011,10101.6722305107,23.9252573529411,23.9105514705882,47.8358088235294,2441240.05106801,319426.135630912,2760666.18669892,10756.745,0,0,0,0,0,0,0
NM,2018-2019,61,61016,Bernallio,ALGODONES,3500210,3500210,32502300100000.0,350021000147.0,165.0,PK-05,2.0,167,First Reporting Period MEM,9740.203593,1461.6467066,11201.8503,6529.97006,845.0718563,7375.041916,3210.233533,616.5748503,3826.808383,1626614.000031,244095.0000022,1870709.0001,12683.6094,0,0,0,0,0,0,0
NM,2018-2019,61,61136,Bernallio,BERNALILLO ELEMENTARY,3500210,3500210,32502300100000.0,350021000152.0,391.0,03-05,2.0,391,First Reporting Period MEM,8403.255755,1731.3708441,10134.6266,5221.153453,1062.023018,6283.176471,3182.102302,669.3478261,3851.450128,3285673.000205,676966.0000431,3962639.0006,11616.3857,0,0,0,0,0,0,0
NM,2018-2019,61,61027,Bernallio,BERNALILLO HIGH,3500210,3500210,32502300100000.0,350021000148.0,813.0,09-12,4.0,814,First Reporting Period MEM,9446.642507,1732.7358723,11179.37838,6240.577396,1000.985258,7241.562654,3206.065111,731.7506143,3937.815725,7689567.000698,1410447.0000522,9100014.00132,12661.13748,0,0,0,0,0,0,0
NM,2018-2019,61,61026,Bernallio,BERNALILLO MIDDLE,3500210,3500210,32502300100000.0,350021000149.0,429.0,06-08,3.0,429,First Reporting Period MEM,9557.925408,1687.8741261,11245.79953,6360.508159,1012.81352,7373.321678,3197.417249,675.0606061,3872.477855,4100350.000032,724098.0000969,4824447.99837,12727.55863,0,0,0,0,0,0,0
NM,2018-2019,61,61020,Bernallio,COCHITI ELEMENTARY,3500210,3500210,32502300100000.0,350021000150.0,193.0,PK-05,2.0,193,First Reporting Period MEM,9643.393783,2058.3108811,11701.70466,6734.683938,1495.414508,8230.098446,2908.709845,562.8963731,3471.606218,1861175.000119,397254.0000523,2258428.99938,13183.46376,0,0,0,0,0,0,0
