state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_FL,enrollmetric,pp_stloc_raw_FL,pp_fed_raw_FL,pp_total_raw_FL,pp_site_stloc_raw_FL,pp_site_fed_raw_FL,pp_site_raw_FL,pp_centshare_stloc_raw_FL,pp_centshare_fed_raw_FL,pp_centshare_raw_FL,schoolstloc_raw_FL,schoolfed_raw_FL,schooltot_raw_FL,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
FL,2018-2019,4,21,BRADFORD,BRADFORD HIGH SCHOOL,1200120,1200120,10500400100000.0,120012000070,787.0,09-12,4.0,787,October Count Day,9398,699,10097,8547,657,9204,851,42,893,7396226,550113,7946339,12098.0,1,0,0,0,0,0,0
FL,2018-2019,4,172,BRADFORD,BRADFORD MIDDLE SCHOOL,1200120,1200120,10500400100000.0,120012000076,667.0,06-08,3.0,667,October Count Day,7187,699,7885,6403,666,7069,784,33,816,4793729,466233,5259295,9886.0,1,0,0,0,0,0,0
FL,2018-2019,4,7004,BRADFORD,BRADFORD VIRTUAL FRANCHISE,1200120,1200120,10500400100000.0,120012007861,2.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,4,7001,BRADFORD,BRADFORD VIRTUAL INSTRUCTION PROGRAM,1200120,1200120,10500400100000.0,120012007697,0.0,KG-05,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,4,7023,BRADFORD,BRADFORD VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),1200120,1200120,10500400100000.0,120012008001,3.0,KG-05,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,4,161,BRADFORD,BROOKER ELEMENTARY SCHOOL,1200120,1200120,10500400100000.0,120012000074,126.0,PK-05,2.0,126,October Count Day,9791,836,10627,8905,799,9704,886,37,923,1233666,105336,1339002,12628.0,1,0,0,0,0,0,0
FL,2018-2019,4,181,BRADFORD,HAMPTON ELEMENTARY SCHOOL,1200120,1200120,10500400100000.0,120012000077,206.0,PK-05,2.0,207,October Count Day,7849,1048,8897,6963,1009,7972,886,39,925,1624743,216936,1841679,10898.0,1,0,0,0,0,0,0
FL,2018-2019,4,131,BRADFORD,LAWTEY ELEMENTARY SCHOOL,1200120,1200120,10500400100000.0,120012000073,222.0,PK-05,2.0,222,October Count Day,9811,985,10795,8889,944,9832,922,41,963,2178042,218670,2396490,12796.0,1,0,0,0,0,0,0
FL,2018-2019,4,171,BRADFORD,NORTH FLORIDA TECHNICAL COLLEGE,1200120,1200120,10500400100000.0,120012000075,1.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,4,121,BRADFORD,RAINBOW CENTER,1200120,1200120,10500400100000.0,120012003677,52.0,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,4,81,BRADFORD,SOUTHSIDE ELEMENTARY SCHOOL,1200120,1200120,10500400100000.0,120012000072,569.0,PK-05,2.0,571,October Count Day,7886,1010,8897,7062,974,8037,824,36,860,4502906,576710,5080187,10898.0,1,0,0,0,0,0,0
FL,2018-2019,4,51,BRADFORD,STARKE ELEMENTARY SCHOOL,1200120,1200120,10500400100000.0,120012000071,527.0,PK-05,2.0,527,October Count Day,8499,878,9377,7673,842,8515,826,36,862,4478973,462706,4941679,11378.0,1,0,0,0,0,0,0
FL,2018-2019,5,141,BREVARD,ANDREW JACKSON MIDDLE SCHOOL,1200150,1200150,10500500100000.0,120015000086,549.0,07-08,3.0,549,October Count Day,7400,187,7587,7218,69,7287,182,118,300,4062600,102663,4165263,8521.0,1,0,0,0,0,0,0
FL,2018-2019,5,61,BREVARD,APOLLO ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000081,847.0,PK-06,2.0,847,October Count Day,6894,783,7678,6670,559,7229,224,224,449,5839218,663201,6503266,8612.0,1,0,0,0,0,0,0
FL,2018-2019,5,161,BREVARD,ASTRONAUT HIGH SCHOOL,1200150,1200150,10500500100000.0,120015000088,1074.0,08-12,4.0,1074,October Count Day,8285,248,8534,8103,136,8239,182,112,294,8898090,266352,9165516,9468.0,1,0,0,0,0,0,0
FL,2018-2019,5,201,BREVARD,ATLANTIS ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002662,713.0,PK-06,2.0,713,October Count Day,7774,972,8746,7538,658,8196,236,314,550,5542862,693036,6235898,9680.0,1,0,0,0,0,0,0
FL,2018-2019,5,4051,BREVARD,AUDUBON ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000122,536.0,PK-06,2.0,536,October Count Day,8488,1124,9612,8229,790,9019,259,334,593,4549568,602464,5152032,10546.0,1,0,0,0,0,0,0
FL,2018-2019,5,2211,BREVARD,BAYSIDE HIGH SCHOOL,1200150,1200150,10500500100000.0,120015003293,1706.0,09-12,4.0,1706,October Count Day,7003,260,7262,6837,127,6964,166,133,298,11947118,443560,12388972,8196.0,1,0,0,0,0,0,0
FL,2018-2019,5,1014,BREVARD,BREVARD COUNTY JAIL COMPLEX,1200150,1200150,10500500100000.0,120015003023,9.0,05-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,1025,BREVARD,BREVARD COUNTY JUVENILE DETENTION CENTER,1200150,1200150,10500500100000.0,120015000062,28.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,1002,BREVARD,BREVARD GROUP TREATMENT HOME,1200150,1200150,10500500100000.0,120015003150,30.0,06-09,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,7023,BREVARD,BREVARD VIRTUAL ESCHOOL,1200150,1200150,10500500100000.0,120015007962,0.0,KG-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,7004,BREVARD,BREVARD VIRTUAL FRANCHISE,1200150,1200150,10500500100000.0,120015005441,166.0,KG-12,4.0,166,October Count Day,6544,145,6689,6360,28,6388,184,117,300,1086304,24070,1110374,7623.0,1,0,0,0,0,0,0
FL,2018-2019,5,7006,BREVARD,BREVARD VIRTUAL INSTRUCTION (COURSE OFFERINGS),1200150,1200150,10500500100000.0,120015007961,0.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,7001,BREVARD,BREVARD VIRTUAL INSTRUCTION PROGRAM,1200150,1200150,10500500100000.0,120015007609,0.0,KG-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,1041,BREVARD,CAMBRIDGE ELEMENTARY MAGNET SCHOOL,1200150,1200150,10500500100000.0,120015000093,661.0,PK-06,2.0,661,October Count Day,7306,1255,8562,7057,722,7779,249,533,783,4829266,829555,5659482,9496.0,1,0,0,0,0,0,0
FL,2018-2019,5,5031,BREVARD,CAPE VIEW ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000130,380.0,PK-06,2.0,380,October Count Day,9299,999,10298,9027,670,9697,272,329,601,3533620,379620,3913240,11232.0,1,0,0,0,0,0,0
FL,2018-2019,5,3021,BREVARD,CENTRAL MIDDLE SCHOOL,1200150,1200150,10500500100000.0,120015000110,1193.0,07-08,3.0,1193,October Count Day,6535,242,6777,6354,90,6444,181,152,333,7796255,288706,8084961,7711.0,1,0,0,0,0,0,0
FL,2018-2019,5,191,BREVARD,CHALLENGER 7 ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002483,571.0,PK-06,2.0,571,October Count Day,7235,901,8137,7013,646,7660,222,255,477,4131185,514471,4646227,9071.0,1,0,0,0,0,0,0
FL,2018-2019,5,2161,BREVARD,CHRISTA MCAULIFFE ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002485,776.0,PK-06,2.0,776,October Count Day,7469,962,8430,7232,661,7893,237,301,538,5795944,746512,6541680,9364.0,1,0,0,0,0,0,0
FL,2018-2019,5,5011,BREVARD,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,1200150,1200150,10500500100000.0,120015000127,1013.0,07-12,4.0,1013,October Count Day,8285,283,8568,8087,174,8261,198,109,307,8392705,286679,8679384,9502.0,1,0,0,0,0,0,0
FL,2018-2019,5,1121,BREVARD,COCOA HIGH SCHOOL,1200150,1200150,10500500100000.0,120015000100,1576.0,07-12,4.0,1576,October Count Day,7963,851,8815,7764,630,8394,199,221,421,12549688,1341176,13892440,9749.0,1,0,0,0,0,0,0
FL,2018-2019,5,2131,BREVARD,COLUMBIA ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002484,478.0,PK-06,2.0,478,October Count Day,8337,1549,9887,8085,1198,9283,252,351,604,3985086,740422,4725986,10821.0,1,0,0,0,0,0,0
FL,2018-2019,5,9045,BREVARD,CONTRACTED RESIDENTIAL SERVICES,1200150,1200150,10500500100000.0,120015008505,0.0,PK-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,91,BREVARD,COQUINA ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000083,516.0,PK-06,2.0,516,October Count Day,8085,1505,9590,7826,920,8746,259,585,844,4171860,776580,4948440,10524.0,1,0,0,0,0,0,0
FL,2018-2019,5,3091,BREVARD,CROTON ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000116,552.0,PK-06,2.0,552,October Count Day,7507,973,8480,7261,705,7966,246,268,514,4143864,537096,4680960,9414.0,1,0,0,0,0,0,0
FL,2018-2019,5,6012,BREVARD,DELAURA MIDDLE SCHOOL,1200150,1200150,10500500100000.0,120015000132,819.0,07-08,3.0,819,October Count Day,6901,228,7128,6713,87,6800,188,141,328,5651919,186732,5837832,8062.0,1,0,0,0,0,0,0
FL,2018-2019,5,1028,BREVARD,DEVEREUX HOSPITAL,1200150,1200150,10500500100000.0,120015003026,54.0,KG-12,4.0,54,October Count Day,18296,0,18296,18216,0,18216,80,0,80,987984,0,987984,19230.0,1,0,0,0,0,0,0
FL,2018-2019,5,2151,BREVARD,DISCOVERY ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002591,644.0,PK-06,2.0,644,October Count Day,7724,1212,8936,7497,730,8227,227,482,709,4974256,780528,5754784,9870.0,1,0,0,0,0,0,0
FL,2018-2019,5,6141,BREVARD,DR. W.J. CREEL ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000140,845.0,PK-06,2.0,845,October Count Day,8885,1271,10156,8619,951,9570,266,320,585,7507825,1073995,8581820,11090.0,1,0,0,0,0,0,0
FL,2018-2019,5,3011,BREVARD,EAU GALLIE HIGH SCHOOL,1200150,1200150,10500500100000.0,120015000109,1676.0,08-12,4.0,1676,October Count Day,7988,462,8450,7794,245,8039,194,217,411,13387888,774312,14162200,9384.0,1,0,0,0,0,0,0
FL,2018-2019,5,4021,BREVARD,EDGEWOOD JR/SR HIGH SCHOOL,1200150,1200150,10500500100000.0,120015000119,948.0,07-12,4.0,948,October Count Day,7855,134,7990,7671,25,7697,184,109,294,7446540,127032,7574520,8924.0,1,0,0,0,0,0,0
FL,2018-2019,5,6511,BREVARD,EDUCATIONAL HORIZONS CHARTER,1200150,1200150,10500500100000.0,120015003680,124.0,KG-06,2.0,124,October Count Day,7615,0,7615,7615,0,7615,0,0,0,944260,0,944260,8549.0,1,0,0,0,0,0,0
FL,2018-2019,5,6523,BREVARD,EMMA JEWEL CHARTER ACADEMY,1200150,1200150,10500500100000.0,120015008175,357.0,KG-08,3.0,357,October Count Day,8641,802,9443,8641,802,9443,0,0,0,3084837,286314,3371151,10377.0,1,0,0,0,0,0,0
FL,2018-2019,5,1051,BREVARD,ENDEAVOUR ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000094,662.0,PK-06,2.0,662,October Count Day,10164,2512,12675,9890,1979,11868,274,533,807,6728568,1662944,8390850,13609.0,1,0,0,0,0,0,0
FL,2018-2019,5,301,BREVARD,ENTERPRISE ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002036,599.0,PK-06,2.0,599,October Count Day,7923,746,8668,7692,334,8026,231,412,643,4745877,446854,5192132,9602.0,1,0,0,0,0,0,0
FL,2018-2019,5,1091,BREVARD,FAIRGLEN ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000097,680.0,PK-06,2.0,680,October Count Day,7507,1101,8609,7257,790,8047,250,311,562,5104760,748680,5854120,9543.0,1,0,0,0,0,0,0
FL,2018-2019,5,89,BREVARD,FIELDSTON PREPARATORY SCHOOL,1200150,1200150,10500500100000.0,120015004059,109.0,KG-12,4.0,109,October Count Day,18206,469,18675,18175,462,18636,31,7,38,1984454,51121,2035575,19609.0,1,0,0,0,0,0,0
FL,2018-2019,5,5021,BREVARD,FREEDOM 7 ELEMENTARY SCHOOL OF INTERNATIONAL STUDIES,1200150,1200150,10500500100000.0,120015004311,387.0,KG-06,2.0,387,October Count Day,7597,212,7808,7372,163,7535,225,49,274,2940039,82044,3021696,8742.0,1,0,0,0,0,0,0
FL,2018-2019,5,6101,BREVARD,GEMINI ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000139,468.0,PK-06,2.0,468,October Count Day,8424,428,8852,8195,202,8397,229,226,455,3942432,200304,4142736,9786.0,1,0,0,0,0,0,0
FL,2018-2019,5,1071,BREVARD,GOLFVIEW ELEMENTARY MAGNET SCHOOL,1200150,1200150,10500500100000.0,120015000095,555.0,PK-06,2.0,555,October Count Day,8658,1608,10266,8388,1218,9607,270,390,659,4805190,892440,5697630,11200.0,1,0,0,0,0,0,0
FL,2018-2019,5,1141,BREVARD,HANS CHRISTIAN ANDERSEN ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000102,720.0,PK-06,2.0,720,October Count Day,7275,329,7604,7056,114,7170,219,215,434,5238000,236880,5474880,8538.0,1,0,0,0,0,0,0
FL,2018-2019,5,3061,BREVARD,HARBOR CITY ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000113,371.0,PK-06,2.0,371,October Count Day,9213,1062,10275,8945,742,9687,268,320,588,3418023,394002,3812025,11209.0,1,0,0,0,0,0,0
FL,2018-2019,5,6082,BREVARD,HERBERT C. HOOVER MIDDLE SCHOOL,1200150,1200150,10500500100000.0,120015000138,506.0,07-08,3.0,506,October Count Day,8431,344,8775,8229,173,8402,202,171,373,4266086,174064,4440150,9709.0,1,0,0,0,0,0,0
FL,2018-2019,5,2311,BREVARD,HERITAGE HIGH SCHOOL,1200150,1200150,10500500100000.0,120015007530,1830.0,09-12,4.0,1830,October Count Day,6848,199,7048,6678,110,6789,170,89,259,12531840,364170,12897840,7982.0,1,0,0,0,0,0,0
FL,2018-2019,5,6515,BREVARD,IMAGINE SCHOOLS AT WEST MELBOURNE,1200150,1200150,10500500100000.0,120015003979,438.0,KG-06,2.0,438,October Count Day,10396,685,11081,10396,685,11081,0,0,0,4553448,300030,4853478,12015.0,1,0,0,0,0,0,0
FL,2018-2019,5,151,BREVARD,IMPERIAL ESTATES ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000087,639.0,PK-06,2.0,639,October Count Day,7352,866,8218,7122,630,7752,230,236,466,4697928,553374,5251302,9152.0,1,0,0,0,0,0,0
FL,2018-2019,5,6081,BREVARD,INDIALANTIC ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000137,740.0,PK-06,2.0,740,October Count Day,7034,343,7376,6818,135,6953,216,208,423,5205160,253820,5458240,8310.0,1,0,0,0,0,0,0
FL,2018-2019,5,52,BREVARD,JAMES MADISON MIDDLE SCHOOL,1200150,1200150,10500500100000.0,120015000080,495.0,07-08,3.0,495,October Count Day,8422,747,9168,8203,563,8766,219,184,403,4168890,369765,4538160,10102.0,1,0,0,0,0,0,0
FL,2018-2019,5,1101,BREVARD,JOHN F. KENNEDY MIDDLE SCHOOL,1200150,1200150,10500500100000.0,120015000098,611.0,07-08,3.0,611,October Count Day,8442,330,8773,8219,158,8378,223,172,395,5158062,201630,5360303,9707.0,1,0,0,0,0,0,0
FL,2018-2019,5,2121,BREVARD,"JOHN F. TURNER, SENIOR ELEMENTARY  SCHOOL",1200150,1200150,10500500100000.0,120015002281,562.0,PK-06,2.0,562,October Count Day,8150,1251,9401,7885,882,8767,265,369,634,4580300,703062,5283362,10335.0,1,0,0,0,0,0,0
FL,2018-2019,5,2191,BREVARD,JUPITER ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002799,728.0,PK-06,2.0,728,October Count Day,7449,1179,8629,7223,662,7885,226,517,744,5422872,858312,6281912,9563.0,1,0,0,0,0,0,0
FL,2018-2019,5,6546,BREVARD,LEGACY ACADEMY CHARTER,1200150,1200150,10500500100000.0,120015008530,234.0,KG-06,2.0,234,October Count Day,6892,146,7038,6892,146,7038,0,0,0,1612728,34164,1646892,7972.0,1,0,0,0,0,0,0
FL,2018-2019,5,4121,BREVARD,LEWIS CARROLL ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000126,664.0,PK-06,2.0,664,October Count Day,7156,389,7545,6937,169,7106,219,220,440,4751584,258296,5009880,8479.0,1,0,0,0,0,0,0
FL,2018-2019,5,2111,BREVARD,LOCKMAR ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015002112,699.0,PK-06,2.0,699,October Count Day,7666,1164,8830,7433,859,8292,233,305,538,5358534,813636,6172170,9764.0,1,0,0,0,0,0,0
FL,2018-2019,5,3131,BREVARD,LONGLEAF ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015003295,646.0,PK-06,2.0,646,October Count Day,7989,466,8454,7756,222,7978,233,244,476,5160894,301036,5461284,9388.0,1,0,0,0,0,0,0
FL,2018-2019,5,3031,BREVARD,LYNDON B. JOHNSON MIDDLE SCHOOL,1200150,1200150,10500500100000.0,120015000111,736.0,07-08,3.0,736,October Count Day,7267,279,7546,7075,139,7214,192,140,332,5348512,205344,5553856,8480.0,1,0,0,0,0,0,0
FL,2018-2019,5,1161,BREVARD,MANATEE ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015004061,949.0,PK-06,2.0,949,October Count Day,6303,313,6616,6102,152,6254,201,161,362,5981547,297037,6278584,7550.0,1,0,0,0,0,0,0
FL,2018-2019,5,2031,BREVARD,MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015007391,868.0,03-06,2.0,868,October Count Day,7098,401,7499,6895,195,7090,203,206,410,6161064,348068,6509132,8433.0,1,0,0,0,0,0,0
FL,2018-2019,5,2041,BREVARD,MEADOWLANE PRIMARY ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000105,626.0,PK-03,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,1027,BREVARD,MELBOURNE CENTER FOR PERSONAL GROWTH,1200150,1200150,10500500100000.0,120015003025,32.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,2011,BREVARD,MELBOURNE SENIOR HIGH SCHOOL,1200150,1200150,10500500100000.0,120015000103,2113.0,09-12,4.0,2113,October Count Day,7098,226,7324,6927,124,7050,171,102,273,14998074,477538,15475612,8258.0,1,0,0,0,0,0,0
FL,2018-2019,5,4011,BREVARD,MERRITT ISLAND HIGH SCHOOL,1200150,1200150,10500500100000.0,120015000118,1539.0,09-12,4.0,1539,October Count Day,7262,235,7498,7087,140,7228,175,95,270,11176218,361665,11539422,8432.0,1,0,0,0,0,0,0
FL,2018-2019,5,4031,BREVARD,MILA ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000120,465.0,PK-06,2.0,465,October Count Day,9653,1354,11007,9366,1032,10398,287,322,609,4488645,629610,5118255,11941.0,1,0,0,0,0,0,0
FL,2018-2019,5,101,BREVARD,MIMS ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000084,479.0,PK-06,2.0,479,October Count Day,9169,1544,10713,8899,954,9853,270,590,860,4391951,739576,5131527,11647.0,1,0,0,0,0,0,0
FL,2018-2019,5,1017,BREVARD,NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER,1200150,1200150,10500500100000.0,120015002052,52.0,05-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,5,51,BREVARD,OAK PARK ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000079,723.0,PK-06,2.0,723,October Count Day,8834,1409,10244,8571,999,9571,263,410,674,6386982,1018707,7406412,11178.0,1,0,0,0,0,0,0
FL,2018-2019,5,6071,BREVARD,OCEAN BREEZE ELEMENTARY SCHOOL,1200150,1200150,10500500100000.0,120015000136,532.0,PK-06,2.0,532,October Count Day,7990,483,8473,7757,221,7978,233,262,495,4250680,256956,4507636,9407.0,1,0,0,0,0,0,0
FL,2018-2019,5,6507,BREVARD,ODYSSEY CHARTER SCHOOL,1200150,1200150,10500500100000.0,120015003540,1447.0,KG-12,4.0,1447,October Count Day,6336,546,6881,6336,546,6881,0,0,0,9168192,790062,9956807,7815.0,1,0,0,0,0,0,0
FL,2018-2019,5,6541,BREVARD,ODYSSEY PREPARATORY CHARTER ACADEMY,1200150,1200150,10500500100000.0,120015008230,405.0,KG-06,2.0,405,October Count Day,6228,668,6895,6228,668,6895,0,0,0,2522340,270540,2792475,7829.0,1,0,0,0,0,0,0
FL,2018-2019,5,1020,BREVARD,OUTWARD BOUND,1200150,1200150,10500500100000.0,120015003292,17.0,06-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
