state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_FL,enrollmetric,pp_stloc_raw_FL,pp_fed_raw_FL,pp_total_raw_FL,pp_site_stloc_raw_FL,pp_site_fed_raw_FL,pp_site_raw_FL,pp_centshare_stloc_raw_FL,pp_centshare_fed_raw_FL,pp_centshare_raw_FL,schoolstloc_raw_FL,schoolfed_raw_FL,schooltot_raw_FL,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
FL,2018-2019,6,1851,BROWARD,ROYAL PALM ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000260,841.0,PK-05,2.0,841,October Count Day,7121,1087,8208,6911,1049,7961,210,38,247,5988761,914167,6902928,9547.0,1,0,0,0,0,0,0
FL,2018-2019,6,891,BROWARD,SANDERS PARK ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000211,522.0,PK-05,2.0,522,October Count Day,9406,1871,11277,9125,1809,10934,281,62,343,4909932,976662,5886594,12616.0,1,0,0,0,0,0,0
FL,2018-2019,6,3061,BROWARD,SANDPIPER ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018002594,619.0,PK-05,2.0,619,October Count Day,9597,1405,11003,9325,1377,10702,272,28,300,5940543,869695,6810857,12342.0,1,0,0,0,0,0,0
FL,2018-2019,6,3401,BROWARD,SAWGRASS ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000194,1033.0,PK-05,2.0,1033,October Count Day,7849,665,8514,7608,643,8251,241,22,263,8108017,686945,8794962,9853.0,1,0,0,0,0,0,0
FL,2018-2019,6,3431,BROWARD,SAWGRASS SPRINGS MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018003030,1202.0,06-08,3.0,1202,October Count Day,7033,546,7580,6830,532,7362,203,14,218,8453666,656292,9111160,8919.0,1,0,0,0,0,0,0
FL,2018-2019,6,2871,BROWARD,SEA CASTLE ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018002720,844.0,PK-05,2.0,844,October Count Day,7956,2036,9992,7702,1977,9679,254,59,312,6714864,1718384,8433248,11331.0,1,0,0,0,0,0,0
FL,2018-2019,6,601,BROWARD,SEAGULL SCHOOL,1200180,1200180,10500600100000.0,120018000188,224.0,PK-12,4.0,224,October Count Day,17347,0,17347,17038,0,17038,309,0,309,3885728,0,3885728,18686.0,1,0,0,0,0,0,0
FL,2018-2019,6,1891,BROWARD,SEMINOLE MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018000263,1122.0,06-08,3.0,1122,October Count Day,7600,501,8100,7383,483,7866,217,18,235,8527200,562122,9088200,9439.0,1,0,0,0,0,0,0
FL,2018-2019,6,1811,BROWARD,SHERIDAN HILLS ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000257,512.0,PK-05,2.0,512,October Count Day,8812,788,9600,8564,763,9327,248,25,273,4511744,403456,4915200,10939.0,1,0,0,0,0,0,0
FL,2018-2019,6,1321,BROWARD,SHERIDAN PARK ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000237,692.0,PK-05,2.0,692,October Count Day,8693,1185,9877,8428,1157,9584,265,28,293,6015556,820020,6834884,11216.0,1,0,0,0,0,0,0
FL,2018-2019,6,1051,BROWARD,SHERIDAN TECHNICAL COLLEGE,1200180,1200180,10500600100000.0,120018002048,567.0,09-12,4.0,567,October Count Day,6743,0,6743,6516,0,6516,227,0,227,3823281,0,3823281,8082.0,1,0,0,0,0,0,0
FL,2018-2019,6,3371,BROWARD,SILVER LAKES ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018003303,413.0,PK-05,2.0,413,October Count Day,11866,1624,13490,11524,1588,13112,342,36,378,4900658,670712,5571370,14829.0,1,0,0,0,0,0,0
FL,2018-2019,6,2971,BROWARD,SILVER LAKES MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018002284,700.0,06-08,3.0,700,October Count Day,8411,801,9212,8183,785,8968,228,16,244,5887700,560700,6448400,10551.0,1,0,0,0,0,0,0
FL,2018-2019,6,3491,BROWARD,SILVER PALMS ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018002984,638.0,PK-05,2.0,638,October Count Day,8977,260,9237,8743,245,8988,234,15,249,5727326,165880,5893206,10576.0,1,0,0,0,0,0,0
FL,2018-2019,6,3081,BROWARD,SILVER RIDGE ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018002545,1035.0,PK-05,2.0,1035,October Count Day,7895,226,8121,7667,209,7876,228,17,245,8171325,233910,8405235,9460.0,1,0,0,0,0,0,0
FL,2018-2019,6,3581,BROWARD,SILVER SHORES ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018003814,440.0,PK-05,2.0,440,October Count Day,10372,827,11199,10085,796,10881,287,31,318,4563680,363880,4927560,12538.0,1,0,0,0,0,0,0
FL,2018-2019,6,3331,BROWARD,SILVER TRAIL MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018002981,1467.0,06-08,3.0,1467,October Count Day,7522,171,7694,7321,160,7481,201,11,213,11034774,250857,11287098,9033.0,1,0,0,0,0,0,0
FL,2018-2019,6,5141,BROWARD,SOMERSET ACADEMY,1200180,1200180,10500600100000.0,120018004320,648.0,KG-05,2.0,648,October Count Day,8522,36,8558,8522,36,8558,0,0,0,5522256,23328,5545584,9897.0,1,0,0,0,0,0,0
FL,2018-2019,6,5221,BROWARD,SOMERSET ACADEMY CHARTER HIGH,1200180,1200180,10500600100000.0,120018003823,1034.0,09-12,4.0,1034,October Count Day,6986,0,6986,6986,0,6986,0,0,0,7223524,0,7223524,8325.0,1,0,0,0,0,0,0
FL,2018-2019,6,5007,BROWARD,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS,1200180,1200180,10500600100000.0,120018007921,285.0,09-12,4.0,285,October Count Day,7088,0,7088,7088,0,7088,0,0,0,2020080,0,2020080,8427.0,1,0,0,0,0,0,0
FL,2018-2019,6,5211,BROWARD,SOMERSET ACADEMY DAVIE CHARTER SCHOOL,1200180,1200180,10500600100000.0,120018004054,150.0,KG-05,2.0,150,October Count Day,7702,268,7970,7702,268,7970,0,0,0,1155300,40200,1195500,9309.0,1,0,0,0,0,0,0
FL,2018-2019,6,5391,BROWARD,SOMERSET ACADEMY EAST PREPARATORY,1200180,1200180,10500600100000.0,120018007569,237.0,KG-06,2.0,237,October Count Day,7307,475,7782,7307,475,7782,0,0,0,1731759,112575,1844334,9121.0,1,0,0,0,0,0,0
FL,2018-2019,6,5405,BROWARD,SOMERSET ACADEMY ELEMENTARY (MIRAMAR CAMPUS),1200180,1200180,10500600100000.0,120018004471,518.0,KG-05,2.0,518,October Count Day,7558,325,7883,7558,325,7883,0,0,0,3915044,168350,4083394,9222.0,1,0,0,0,0,0,0
FL,2018-2019,6,5263,BROWARD,SOMERSET ACADEMY ELEMENTARY SOUTH CAMPUS,1200180,1200180,10500600100000.0,120018008705,271.0,KG-05,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,6,5224,BROWARD,SOMERSET ACADEMY KEY CHARTER HIGH SCHOOL,1200180,1200180,10500600100000.0,120018008546,227.0,09-12,4.0,227,October Count Day,6853,0,6853,6853,0,6853,0,0,0,1555631,0,1555631,8192.0,1,0,0,0,0,0,0
FL,2018-2019,6,5413,BROWARD,SOMERSET ACADEMY KEY MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018008232,425.0,06-08,3.0,425,October Count Day,6528,653,7182,6528,653,7182,0,0,0,2774400,277525,3052350,8521.0,1,0,0,0,0,0,0
FL,2018-2019,6,5406,BROWARD,SOMERSET ACADEMY MIDDLE (MIRAMAR CAMPUS),1200180,1200180,10500600100000.0,120018004472,417.0,06-08,3.0,417,October Count Day,6529,328,6857,6529,328,6857,0,0,0,2722593,136776,2859369,8196.0,1,0,0,0,0,0,0
FL,2018-2019,6,5151,BROWARD,SOMERSET ACADEMY MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018003686,892.0,06-08,3.0,892,October Count Day,6846,0,6846,6846,0,6846,0,0,0,6106632,0,6106632,8185.0,1,0,0,0,0,0,0
FL,2018-2019,6,5054,BROWARD,SOMERSET ACADEMY MIRAMAR SOUTH,1200180,1200180,10500600100000.0,120018008102,212.0,KG-05,2.0,212,October Count Day,6519,229,6747,6519,229,6747,0,0,0,1382028,48548,1430364,8086.0,1,0,0,0,0,0,0
FL,2018-2019,6,5388,BROWARD,SOMERSET ACADEMY POMPANO (K-5),1200180,1200180,10500600100000.0,120018008157,138.0,KG-05,2.0,138,October Count Day,6968,563,7531,6968,563,7531,0,0,0,961584,77694,1039278,8870.0,1,0,0,0,0,0,0
FL,2018-2019,6,5387,BROWARD,SOMERSET ACADEMY RIVERSIDE,1200180,1200180,10500600100000.0,120018008190,133.0,KG-05,2.0,133,October Count Day,12609,0,12609,12609,0,12609,0,0,0,1676997,0,1676997,13948.0,1,0,0,0,0,0,0
FL,2018-2019,6,5419,BROWARD,SOMERSET ACADEMY RIVERSIDE CHARTER MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018008195,44.0,06-08,3.0,44,October Count Day,8217,0,8217,8217,0,8217,0,0,0,361548,0,361548,9556.0,1,0,0,0,0,0,0
FL,2018-2019,6,5002,BROWARD,SOMERSET ACADEMY VILLAGE CHARTER MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018007806,151.0,06-08,3.0,151,October Count Day,6813,478,7291,6813,478,7291,0,0,0,1028763,72178,1100941,8630.0,1,0,0,0,0,0,0
FL,2018-2019,6,5396,BROWARD,SOMERSET ARTS CONSERVATORY,1200180,1200180,10500600100000.0,120018004463,164.0,09-12,4.0,164,October Count Day,7849,0,7849,7849,0,7849,0,0,0,1287236,0,1287236,9188.0,1,0,0,0,0,0,0
FL,2018-2019,6,5021,BROWARD,SOMERSET NEIGHBORHOOD SCHOOL,1200180,1200180,10500600100000.0,120018003155,522.0,KG-05,2.0,522,October Count Day,7274,454,7728,7274,454,7728,0,0,0,3797028,236988,4034016,9067.0,1,0,0,0,0,0,0
FL,2018-2019,6,5030,BROWARD,SOMERSET PINES ACADEMY,1200180,1200180,10500600100000.0,120018007893,427.0,KG-08,3.0,427,October Count Day,7340,800,8141,7340,800,8141,0,0,0,3134180,341600,3476207,9480.0,1,0,0,0,0,0,0
FL,2018-2019,6,5006,BROWARD,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE,1200180,1200180,10500600100000.0,120018007912,260.0,09-12,4.0,260,October Count Day,6564,1,6565,6564,1,6565,0,0,0,1706640,260,1706900,7904.0,1,0,0,0,0,0,0
FL,2018-2019,6,5003,BROWARD,SOMERSET PREPARATORY ACADEMY CHARTER SCHOOL AT NORTH LAUDERDALE,1200180,1200180,10500600100000.0,120018007780,752.0,KG-08,3.0,752,October Count Day,7246,572,7818,7246,572,7818,0,0,0,5448992,430144,5879136,9157.0,1,0,0,0,0,0,0
FL,2018-2019,6,5441,BROWARD,SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018007832,351.0,06-08,3.0,351,October Count Day,6810,381,7191,6810,381,7191,0,0,0,2390310,133731,2524041,8530.0,1,0,0,0,0,0,0
FL,2018-2019,6,5004,BROWARD,SOMERSET VILLAGE ACADEMY,1200180,1200180,10500600100000.0,120018007837,246.0,KG-05,2.0,246,October Count Day,7111,521,7632,7111,521,7632,0,0,0,1749306,128166,1877472,8971.0,1,0,0,0,0,0,0
FL,2018-2019,6,171,BROWARD,SOUTH BROWARD HIGH SCHOOL,1200180,1200180,10500600100000.0,120018000153,2316.0,09-12,4.0,2316,October Count Day,7284,521,7804,7095,490,7584,189,31,220,16869744,1206636,18074064,9143.0,1,0,0,0,0,0,0
FL,2018-2019,6,5717,BROWARD,SOUTH BROWARD MONTESSORI CHARTER SCHOOL,1200180,1200180,10500600100000.0,120018008237,150.0,KG-05,2.0,150,October Count Day,8128,0,8128,8128,0,8128,0,0,0,1219200,0,1219200,9467.0,1,0,0,0,0,0,0
FL,2018-2019,6,2351,BROWARD,SOUTH PLANTATION HIGH SCHOOL,1200180,1200180,10500600100000.0,120018000272,2262.0,09-12,4.0,2262,October Count Day,7257,570,7827,7063,537,7601,194,33,227,16415334,1289340,17704674,9166.0,1,0,0,0,0,0,0
FL,2018-2019,6,921,BROWARD,STEPHEN FOSTER ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000214,675.0,PK-05,2.0,675,October Count Day,8237,1014,9252,7984,983,8967,253,31,284,5559975,684450,6245100,10591.0,1,0,0,0,0,0,0
FL,2018-2019,6,691,BROWARD,STIRLING ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000196,607.0,PK-05,2.0,607,October Count Day,9193,827,10021,8928,802,9731,265,25,290,5580151,501989,6082747,11360.0,1,0,0,0,0,0,0
FL,2018-2019,6,211,BROWARD,STRANAHAN HIGH SCHOOL,1200180,1200180,10500600100000.0,120018000157,1403.0,09-12,4.0,1403,October Count Day,7804,194,7998,7616,187,7803,188,7,195,10949012,272182,11221194,9337.0,1,0,0,0,0,0,0
FL,2018-2019,6,5320,BROWARD,SUMMIT ACADEMY CHARTER SCHOOL,1200180,1200180,10500600100000.0,120018008753,,KG-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,6,5053,BROWARD,SUNED HIGH OF SOUTH BROWARD,1200180,1200180,10500600100000.0,120018008861,,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,6,5861,BROWARD,SUNED HIGH SCHOOL OF NORTH BROWARD,1200180,1200180,10500600100000.0,120018008386,311.0,09-12,4.0,311,October Count Day,5806,0,5806,5806,0,5806,0,0,0,1805666,0,1805666,7145.0,1,0,0,0,0,1,0
FL,2018-2019,6,5060,BROWARD,SUNFIRE HIGH SCHOOL,1200180,1200180,10500600100000.0,120018008087,367.0,09-12,4.0,367,October Count Day,5936,0,5936,5936,0,5936,0,0,0,2178512,0,2178512,7275.0,1,0,0,0,0,1,0
FL,2018-2019,6,611,BROWARD,SUNLAND PARK ACADEMY,1200180,1200180,10500600100000.0,120018000189,433.0,PK-03,2.0,433,October Count Day,9243,859,10102,8997,840,9837,246,19,265,4002219,371947,4374166,11441.0,1,0,0,0,0,0,0
FL,2018-2019,6,5481,BROWARD,SUNRISE HIGH SCHOOL,1200180,1200180,10500600100000.0,120018007917,423.0,09-12,4.0,423,October Count Day,6513,0,6513,6513,0,6513,0,0,0,2754999,0,2754999,7852.0,1,0,0,0,0,0,0
FL,2018-2019,6,251,BROWARD,SUNRISE MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018000161,1341.0,06-08,3.0,1341,October Count Day,6734,366,7100,6518,352,6870,216,14,230,9030294,490806,9521100,8439.0,1,0,0,0,0,0,0
FL,2018-2019,6,3661,BROWARD,SUNSET LAKES ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018003816,900.0,PK-05,2.0,900,October Count Day,8461,1089,9550,8207,1034,9241,254,55,309,7614900,980100,8595000,10889.0,1,0,0,0,0,0,0
FL,2018-2019,6,5400,BROWARD,SUNSHINE ELEMENTARY CHARTER SCHOOL,1200180,1200180,10500600100000.0,120018004467,313.0,KG-05,2.0,313,October Count Day,7341,537,7878,7341,537,7878,0,0,0,2297733,168081,2465814,9217.0,1,0,0,0,0,0,0
FL,2018-2019,6,1171,BROWARD,SUNSHINE ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000227,592.0,PK-05,2.0,592,October Count Day,8120,828,8948,7880,809,8689,240,19,259,4807040,490176,5297216,10287.0,1,0,0,0,0,0,0
FL,2018-2019,6,2621,BROWARD,TAMARAC ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000280,734.0,PK-05,2.0,734,October Count Day,7690,835,8525,7455,813,8268,235,22,257,5644460,612890,6257350,9864.0,1,0,0,0,0,0,0
FL,2018-2019,6,571,BROWARD,TEDDER ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000185,592.0,PK-05,2.0,592,October Count Day,8846,1004,9850,8615,975,9589,231,29,261,5236832,594368,5831200,11189.0,1,0,0,0,0,0,0
FL,2018-2019,6,3151,BROWARD,TEQUESTA TRACE MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018002722,1615.0,06-08,3.0,1615,October Count Day,6748,148,6895,6554,135,6689,194,13,206,10898020,239020,11135425,8234.0,1,0,0,0,0,0,0
FL,2018-2019,6,5182,BROWARD,THE BEN GAMLA PREPARATORY ACADEMY,1200180,1200180,10500600100000.0,120018008476,492.0,06-12,4.0,492,October Count Day,7082,38,7120,7082,38,7120,0,0,0,3484344,18696,3503040,8459.0,1,0,0,0,0,0,0
FL,2018-2019,6,1021,BROWARD,THE QUEST CENTER,1200180,1200180,10500600100000.0,120018000221,123.0,PK-12,4.0,123,October Count Day,32609,5170,37778,31776,5049,36824,833,121,954,4010907,635910,4646694,39117.0,1,0,0,0,0,0,0
FL,2018-2019,6,3291,BROWARD,THURGOOD MARSHALL ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018002980,433.0,PK-05,2.0,433,October Count Day,9321,1640,10962,9091,1592,10683,230,48,278,4035993,710120,4746546,12301.0,1,0,0,0,0,0,0
FL,2018-2019,6,3481,BROWARD,TRADEWINDS ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018003031,1249.0,PK-05,2.0,1249,October Count Day,7866,1349,9215,7620,1288,8908,246,61,307,9824634,1684901,11509535,10554.0,1,0,0,0,0,0,0
FL,2018-2019,6,731,BROWARD,TROPICAL ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000200,1004.0,PK-05,2.0,1004,October Count Day,8565,391,8956,8319,368,8687,246,23,269,8599260,392564,8991824,10295.0,1,0,0,0,0,0,0
FL,2018-2019,6,5561,BROWARD,UCP EARLY BEGINNINGS,1200180,1200180,10500600100000.0,120018003316,27.0,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,6,1621,BROWARD,VILLAGE ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000244,703.0,PK-05,2.0,703,October Count Day,7535,1541,9076,7321,1495,8816,214,46,260,5297105,1083323,6380428,10415.0,1,0,0,0,0,0,0
FL,2018-2019,6,3321,BROWARD,VIRGINIA SHUMAN YOUNG ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018002080,684.0,PK-05,2.0,684,October Count Day,8466,248,8714,8247,236,8483,219,12,231,5790744,169632,5960376,10053.0,1,0,0,0,0,0,0
FL,2018-2019,6,321,BROWARD,WALKER ELEMENTARY SCHOOL (MAGNET),1200180,1200180,10500600100000.0,120018000164,811.0,PK-05,2.0,811,October Count Day,8114,1623,9737,7896,1576,9472,218,47,265,6580454,1316253,7896707,11076.0,1,0,0,0,0,0,0
FL,2018-2019,6,3001,BROWARD,WALTER C. YOUNG MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018002703,1113.0,06-08,3.0,1113,October Count Day,7764,509,8273,7563,493,8056,201,16,217,8641332,566517,9207849,9612.0,1,0,0,0,0,0,0
FL,2018-2019,6,511,BROWARD,WATKINS ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000180,540.0,PK-05,2.0,540,October Count Day,9042,1745,10787,8800,1690,10489,242,55,297,4882680,942300,5824980,12126.0,1,0,0,0,0,0,0
FL,2018-2019,6,2881,BROWARD,WELLEBY ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000146,802.0,PK-05,2.0,802,October Count Day,7528,667,8195,7310,648,7958,218,19,237,6037456,534934,6572390,9534.0,1,0,0,0,0,0,0
FL,2018-2019,6,5052,BROWARD,WEST BROWARD ACADEMY,1200180,1200180,10500600100000.0,120018008118,549.0,KG-08,3.0,549,October Count Day,7403,287,7690,7403,287,7690,0,0,0,4064247,157563,4221810,9029.0,1,0,0,0,0,0,0
FL,2018-2019,6,3971,BROWARD,WEST BROWARD HIGH SCHOOL,1200180,1200180,10500600100000.0,120018007555,2682.0,09-12,4.0,2682,October Count Day,6970,553,7523,6782,522,7304,188,31,219,18693540,1483146,20176686,8862.0,1,0,0,0,0,0,0
FL,2018-2019,6,161,BROWARD,WEST HOLLYWOOD ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000152,547.0,PK-05,2.0,547,October Count Day,8366,1748,10114,8117,1687,9804,249,61,310,4576202,956156,5532358,11453.0,1,0,0,0,0,0,0
FL,2018-2019,6,2681,BROWARD,WESTCHESTER ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000284,1143.0,PK-05,2.0,1143,October Count Day,6857,485,7341,6649,470,7118,208,15,222,7837551,554355,8390763,8680.0,1,0,0,0,0,0,0
FL,2018-2019,6,2831,BROWARD,WESTERN HIGH SCHOOL,1200180,1200180,10500600100000.0,120018002120,3384.0,09-12,4.0,3384,October Count Day,6695,474,7170,6520,444,6965,175,30,205,22655880,1604016,24263280,8509.0,1,0,0,0,0,0,0
FL,2018-2019,6,3871,BROWARD,WESTGLADES MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018003820,1794.0,06-08,3.0,1794,October Count Day,6881,136,7017,6672,124,6796,209,12,221,12344514,243984,12588498,8356.0,1,0,0,0,0,0,0
FL,2018-2019,6,2052,BROWARD,WESTPINE MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018000145,1024.0,06-08,3.0,1024,October Count Day,7178,563,7742,6981,549,7531,197,14,211,7350272,576512,7927808,9081.0,1,0,0,0,0,0,0
FL,2018-2019,6,631,BROWARD,WESTWOOD HEIGHTS ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000191,728.0,PK-05,2.0,728,October Count Day,7839,1518,9356,7620,1467,9086,219,51,270,5706792,1105104,6811168,10695.0,1,0,0,0,0,0,0
FL,2018-2019,6,452,BROWARD,WHIDDON RODGERS EDUCATION CENTER,1200180,1200180,10500600100000.0,120018003027,1029.0,06-12,4.0,1029,October Count Day,7287,482,7769,7105,456,7561,182,26,208,7498323,495978,7994301,9108.0,1,0,0,0,0,0,0
FL,2018-2019,6,1752,BROWARD,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,1200180,1200180,10500600100000.0,120018002801,210.0,PK-12,4.0,210,October Count Day,26602,9330,35932,25942,9240,35182,660,90,750,5586420,1959300,7545720,37271.0,1,0,0,0,0,0,0
FL,2018-2019,6,1071,BROWARD,WILLIAM DANDY MIDDLE SCHOOL,1200180,1200180,10500600100000.0,120018000222,967.0,06-08,3.0,967,October Count Day,7300,1341,8640,7081,1300,8380,219,41,260,7059100,1296747,8354880,9979.0,1,0,0,0,0,0,0
FL,2018-2019,6,1291,BROWARD,WILLIAM T. MCFATTER TECHNICAL COLLEGE,1200180,1200180,10500600100000.0,120018002488,605.0,09-12,4.0,605,October Count Day,6322,393,6716,6127,367,6494,195,26,222,3824810,237765,4063180,8055.0,1,0,0,0,0,0,0
FL,2018-2019,6,191,BROWARD,WILTON MANORS ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018000155,617.0,PK-05,2.0,617,October Count Day,8974,1414,10389,8702,1388,10090,272,26,298,5536958,872438,6410013,11728.0,1,0,0,0,0,0,0
FL,2018-2019,6,991,BROWARD,WINGATE OAKS CENTER,1200180,1200180,10500600100000.0,120018000219,111.0,PK-12,4.0,111,October Count Day,31263,3384,34646,30600,3286,33886,663,98,761,3470193,375624,3845706,35985.0,1,0,0,0,0,0,0
FL,2018-2019,6,3091,BROWARD,WINSTON PARK ELEMENTARY SCHOOL,1200180,1200180,10500600100000.0,120018002705,1211.0,PK-05,2.0,1211,October Count Day,6893,489,7382,6680,472,7152,213,17,230,8347423,592179,8939602,8721.0,1,0,0,0,0,0,0
FL,2018-2019,7,101,CALHOUN,ALTHA PUBLIC SCHOOL,1200210,1200210,10500700100000.0,120021000293,635.0,PK-12,4.0,635,October Count Day,7945,471,8416,7182,466,7648,763,5,768,5045075,299085,5344160,9596.0,1,0,0,0,0,0,0
FL,2018-2019,7,131,CALHOUN,BLOUNTSTOWN ELEMENTARY SCHOOL,1200210,1200210,10500700100000.0,120021000294,581.0,PK-05,2.0,581,October Count Day,8281,648,8929,7467,641,8107,814,7,822,4811261,376488,5187749,10109.0,1,0,0,0,0,0,0
FL,2018-2019,7,21,CALHOUN,BLOUNTSTOWN HIGH SCHOOL,1200210,1200210,10500700100000.0,120021000290,407.0,06-12,4.0,407,October Count Day,14404,327,14731,13655,323,13978,749,4,753,5862428,133089,5995517,15911.0,1,0,0,0,0,0,0
FL,2018-2019,7,51,CALHOUN,BLOUNTSTOWN MIDDLE SCHOOL,1200210,1200210,10500700100000.0,120021000291,,,,314,October Count Day,9714,763,10477,9058,758,9816,656,5,661,3050196,239582,3289778,11657.0,1,0,0,0,0,0,0
FL,2018-2019,7,7004,CALHOUN,CALHOUN VIRTUAL FRANCHISE,1200210,1200210,10500700100000.0,120021008042,0.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,7,7006,CALHOUN,CALHOUN VIRTUAL INSTRUCTION (COURSE OFFERINGS),1200210,1200210,10500700100000.0,120021008045,0.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,7,7001,CALHOUN,CALHOUN VIRTUAL INSTRUCTION PROGRAM,1200210,1200210,10500700100000.0,120021007757,13.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,7,7023,CALHOUN,CALHOUN VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),1200210,1200210,10500700100000.0,120021008404,0.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,7,91,CALHOUN,CARR ELEMENTARY & MIDDLE SCHOOL,1200210,1200210,10500700100000.0,120021000292,230.0,PK-08,3.0,230,October Count Day,11029,681,11710,10134,674,10808,895,7,902,2536670,156630,2693300,12890.0,1,0,0,0,0,0,0
FL,2018-2019,8,504,CHARLOTTE,BABCOCK HIGH SCHOOL,1200240,1200240,10500800100000.0,120024008877,,,0.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
FL,2018-2019,8,503,CHARLOTTE,BABCOCK NEIGHBORHOOD SCHOOL,1200240,1200240,10500800100000.0,120024008634,340.0,KG-08,3.0,340,October Count Day,9698,796,10494,9698,796,10494,0,0,0,3297320,270640,3567960,11973.0,1,0,0,0,0,0,0
FL,2018-2019,8,62,CHARLOTTE,BAKER/HEAD START,1200240,1200240,10500800100000.0,120024000299,189.0,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,0,1,0
