state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_GA,enrollmetric,pp_stloc_raw_GA,pp_fed_raw_GA,pp_total_raw_GA,pp_site_stloc_raw_GA,pp_site_fed_raw_GA,pp_site_raw_GA,pp_centshare_stloc_raw_GA,pp_centshare_fed_raw_GA,pp_centshare_raw_GA,schoolstloc_raw_GA,schoolfed_raw_GA,schooltot_raw_GA,pp_total_norm_NERDS,distexclu_raw_GA,disttotwexclu_raw_GA,schoolexclu_raw_GA,charter_fed_dist_raw_GA,charter_state_dist_raw_GA,note_raw_GA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
GA,2018-2019,625,2056,Chatham County,Gould Elementary School,1301020,1301020,11502500100000.0,130102000375,785.0,PK-05,2.0,723,Four Quarter ADA,9717.759765625,807.159973144531,10524.919921875,8035.2431640625,563.095764160156,8598.3388671875,1682.51452636719,244.062393188477,1926.57690429688,7025939,583575.3125,7609514.5,11793.79868,45021328,417843648,955831.28000000014,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,3056,Chatham County,Groves High School,1301020,1301020,11502500100000.0,130102000413,689.0,09-12,4.0,689,Four Quarter ADA,10094.8203125,1262.31994628906,11357.1396484375,8326.423828125,1018.34936523438,9344.7734375,1768.39807128906,243.968383789062,2012.36645507812,6955332,869736.9375,7825069,12626.01841,45021328,417843648,734204.05999999994,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,4056,Chatham County,Haven Elementary School,1301020,1301020,11502500100000.0,130102000401,429.0,PK-05,2.0,385,Four Quarter ADA,10769.0703125,1166.32995605469,11935.3896484375,9091.6162109375,923.043029785156,10014.6591796875,1677.44946289062,243.284255981445,1920.73376464844,4146090.25,449036,4595126,13204.26841,45021328,417843648,584274.76999999979,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,1058,Chatham County,Heard Elementary School,1301020,1301020,11502500100000.0,130102000364,635.0,PK-05,2.0,588,Four Quarter ADA,10446.169921875,276.690002441406,10722.8603515625,8759.94921875,32.0611724853516,8792.009765625,1686.22302246094,244.628952026367,1930.85205078125,6142349,162693.796875,6305043,11991.73911,45021328,417843648,653231.54999999981,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,517,Chatham County,Henderson E Formey Jr Early Learning Center,1301020,1301020,11502500100000.0,130102004348,,PK-KG,1.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,45021328,417843648,NRD,NRD,NRD,NRD,1,0,0,1,0,1,0
GA,2018-2019,625,4058,Chatham County,Hesse School,1301020,1301020,11502500100000.0,130102000400,1326.0,PK-08,3.0,1275,Four Quarter ADA,8409.509765625,352.309997558594,8761.8203125,6696.2353515625,108.312812805176,6804.54833984375,1713.27258300781,243.999801635742,1957.27221679688,10722123,449198.59375,11171321,10030.69907,45021328,417843648,812572.47,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,5058,Chatham County,Hodge Elementary School,1301020,1301020,11502500100000.0,130102000389,484.0,PK-05,2.0,436,Four Quarter ADA,9349.4599609375,1720.81005859375,11070.26953125,7669.92919921875,1477.21569824219,9147.14453125,1679.52819824219,243.59814453125,1923.12634277344,4076363.5,750274.8125,4826638,12339.14829,45021328,417843648,670245.24,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,1060,Chatham County,Howard Elementary School,1301020,1301020,11502500100000.0,130102000363,640.0,PK-05,2.0,576,Four Quarter ADA,11687.9404296875,699.820007324219,12387.75,10006.49609375,455.898162841797,10462.39453125,1681.44311523438,243.91780090332,1925.36083984375,6732253,403094,7135347,13656.62876,45021328,417843648,905726.62999999989,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,2060,Chatham County,Hubert Middle School,1301020,1301020,11502500100000.0,130102000374,452.0,06-08,3.0,452,Four Quarter ADA,10871.2099609375,955.640014648438,11826.8603515625,9088.765625,711.4150390625,9800.1806640625,1782.44934082031,244.226181030273,2026.67529296875,4913789,431949.8125,5345739,13095.73911,45021328,417843648,661685.21,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,411,Chatham County,Islands High School,1301020,1301020,11502500100000.0,130102003978,1016.0,09-12,4.0,1016,Four Quarter ADA,8902.349609375,433.470001220703,9335.8203125,7130.62939453125,189.001602172852,7319.630859375,1771.71997070312,244.466567993164,2016.1865234375,9044787,440403.65625,9485190,10604.69907,45021328,417843648,1176073.96,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,3060,Chatham County,Isle of Hope School,1301020,1301020,11502500100000.0,130102000411,833.0,PK-08,3.0,774,Four Quarter ADA,9913.5595703125,997.359985351562,10910.919921875,8196.9052734375,753.174743652344,8950.080078125,1716.65563964844,244.187942504883,1960.84362792969,7673096.5,771958.6875,8445055,12179.79868,45021328,417843648,813172.2999999997,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,5066,Chatham County,Jacob G. Smith Elementary School,1301020,1301020,11502500100000.0,130102000385,519.0,PK-05,2.0,496,Four Quarter ADA,10832.9404296875,720.109985351562,11553.0595703125,9147.5908203125,475.630676269531,9623.2216796875,1685.35375976562,244.479843139648,1929.83349609375,5373140.5,357174.8125,5730315.5,12821.93833,45021328,417843648,544440.06000000017,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,5060,Chatham County,Jenkins High School,1301020,1301020,11502500100000.0,130102000388,1052.0,09-12,4.0,1052,Four Quarter ADA,9674.2900390625,721.909973144531,10396.2001953125,7905.26171875,477.858459472656,8383.1201171875,1769.02453613281,244.050308227539,2013.07482910156,10177349,759448,10936797,11665.07896,45021328,417843648,1569355.44,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,101,Chatham County,Johnson High School,1301020,1301020,11502500100000.0,130102000382,773.0,09-12,4.0,773,Four Quarter ADA,10613.4296875,991.070007324219,11604.5,8841.3818359375,746.570617675781,9587.953125,1772.04772949219,244.503845214844,2016.55163574219,8204181.5,766100.5625,8970281,12873.37876,45021328,417843648,2903647.38,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,2062,Chatham County,Largo-Tibet Elementary School,1301020,1301020,11502500100000.0,130102000373,653.0,PK-05,2.0,602,Four Quarter ADA,9324.0595703125,791.640014648438,10115.7001953125,7638.62890625,547.145629882812,8185.77490234375,1685.43322753906,244.496658325195,1929.93005371094,5613085.5,476568.65625,6089654,11384.57896,45021328,417843648,804419.39999999991,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,298,Chatham County,Marshpoint Elementary School,1301020,1301020,11502500100000.0,130102002054,845.0,PK-05,2.0,786,Four Quarter ADA,10558.580078125,283.769989013672,10842.349609375,8871.86328125,39.0580406188965,8910.921875,1686.71533203125,244.715805053711,1931.43115234375,8299043,223046.25,8522089,12111.22837,45021328,417843648,1763069.3400000003,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,5062,Chatham County,Mercer Middle School,1301020,1301020,11502500100000.0,130102000387,430.0,06-08,3.0,430,Four Quarter ADA,8722.73046875,1283.88000488281,10006.6103515625,6934.689453125,1038.82312011719,7973.51220703125,1788.04174804688,245.052322387695,2033.09399414062,3750774.25,552066.4375,4302841,11275.48911,45021328,417843648,444940.29000000004,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,301,Chatham County,Myers Middle School,1301020,1301020,11502500100000.0,130102000381,525.0,06-08,3.0,525,Four Quarter ADA,10278.4296875,1108.15002441406,11386.580078125,8499.27734375,864.432495117188,9363.7099609375,1779.15441894531,243.718704223633,2022.873046875,5396176.5,581779.375,5977956,12655.45884,45021328,417843648,577380.1399999999,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,117,Chatham County,New Hampstead High School,1301020,1301020,11502500100000.0,130102004088,1327.0,09-12,4.0,1327,Four Quarter ADA,7787.58984375,447.190002441406,8234.7802734375,6015.57568359375,202.6689453125,6218.24462890625,1772.01672363281,244.521789550781,2016.53857421875,10334135,593422.125,10927557,9503.659033,45021328,417843648,662581.46,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,118,Chatham County,Oglethorpe Charter School,1301020,1301020,11502500100000.0,130102002303,604.0,06-08,3.0,604,Four Quarter ADA,10536.009765625,243.690002441406,10536.009765625,10047.5859375,0,10047.5859375,488.426483154297,243.687057495117,488.426483154297,6363751.5,147186.984375,6363751.5,11804.88853,45021328,417843648,350082.26999999996,0,187693.06,,1,0,0,1,0,0,0
GA,2018-2019,625,1052,Chatham County,Otis J Brock III Elementary School,1301020,1301020,11502500100000.0,130102000366,542.0,PK-05,2.0,469,Four Quarter ADA,10252.5595703125,1396.46997070312,11649.01953125,8568.515625,1152.17590332031,9720.69140625,1684.04235839844,244.289306640625,1928.33166503906,4808450,654942.1875,5463392,12917.89829,45021328,417843648,784289.50999999989,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,3064,Chatham County,Pooler Elementary School,1301020,1301020,11502500100000.0,130102000409,466.0,PK-05,2.0,420,Four Quarter ADA,10757.849609375,697.909973144531,11455.759765625,9069.76171875,452.996002197266,9522.7568359375,1688.09216308594,244.913391113281,1933.00549316406,4518298,293121.9375,4811420,12724.63853,45021328,417843648,569415.52,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,4068,Chatham County,Port Wentworth Elementary School,1301020,1301020,11502500100000.0,130102000396,620.0,PK-02,2.0,473,Four Quarter ADA,11006.3798828125,928.690002441406,11935.0703125,9324.353515625,684.696105957031,10009.0498046875,1682.02709960938,243.991500854492,1926.01867675781,5206018,439269.25,5645287,13203.94907,45021328,417843648,1109864.5400000003,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,116,Chatham County,Pulaski Elementary SChool,1301020,1301020,11502500100000.0,130102000386,659.0,PK-05,2.0,599,Four Quarter ADA,9458.7197265625,690.309997558594,10149.0302734375,7774.49658203125,445.987915039062,8220.484375,1684.22021484375,244.32502746582,1928.54528808594,5665771.5,413497.4375,6079269,11417.90903,45021328,417843648,933933.13000000012,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,512,Chatham County,Rice Creek School,1301020,1301020,11502500100000.0,130102004185,825.0,02-08,3.0,825,Four Quarter ADA,8803.51953125,556.429992675781,9359.9404296875,7075.9482421875,312.127685546875,7388.07568359375,1727.56823730469,244.297958374023,1971.86608886719,7262901,459051.15625,7721952,10628.81919,45021328,417843648,571820.39,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,499,Chatham County,Savannah Arts Academy,1301020,1301020,11502500100000.0,130102002245,949.0,09-12,4.0,949,Four Quarter ADA,9454.740234375,297.739990234375,9752.4697265625,7685.40185546875,53.6359024047852,7739.0380859375,1769.33325195312,244.101409912109,2013.4345703125,8972544,282552.71875,9255096,11021.34849,45021328,417843648,1260501.3600000003,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,516,Chatham County,Savannah Classical Academy Charter High School,1301020,1301020,11502500100000.0,130102004291,45.0,09-12,4.0,45,Four Quarter ADA,1751.44995117188,771.559997558594,2523.01000976562,0,529.96533203125,529.96533203125,1751.44897460938,241.594787597656,1993.04370117188,78815.203125,34720.20703125,113535.40625,3791.88877,45021328,417843648,0,0,0,,1,0,0,1,0,1,0
GA,2018-2019,625,128,Chatham County,Savannah Classical Academy Charter School,1301020,1301020,11502500100000.0,130102004135,266.0,KG-08,3.0,266,Four Quarter ADA,16603.55078125,757.119995117188,17360.6796875,16000.8212890625,734.408935546875,16735.23046875,602.732482910156,22.7136840820312,625.446105957031,4416545,201394.625,4617939.5,18629.55845,45021328,417843648,99477.51,6041.84,131635.62,,1,0,0,1,0,0,0
GA,2018-2019,625,513,Chatham County,Savannah Early College High School,1301020,1301020,11502500100000.0,130102004196,239.0,09-12,4.0,239,Four Quarter ADA,7176.9599609375,245.820007324219,7422.77978515625,5402.21630859375,0.878661096096039,5403.0947265625,1774.74768066406,244.938400268555,2019.68603515625,1715294.375,58750.27734375,1774044.625,8691.658545,45021328,417843648,39634.67,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,514,Chatham County,School of Humanities at Juliette Gordon Low,1301020,1301020,11502500100000.0,130102004294,799.0,PK-12,4.0,720,Four Quarter ADA,9504.330078125,1088.03002929688,10592.3701171875,7821.72119140625,844.115905761719,8665.8369140625,1682.61181640625,243.917816162109,1926.52966308594,6843119.5,783384.3125,7626504,11861.24888,45021328,417843648,795094.67,0,0,"This school was involved in a FY18 code change. Due to the code change calculations, some data is not displayed. Contact GOSA for more information.",1,0,0,1,0,0,0
GA,2018-2019,625,511,Chatham County,Shuman Elementary School,1301020,1301020,11502500100000.0,130102003975,716.0,KG-05,2.0,657,Four Quarter ADA,8003.4599609375,1120.65002441406,9124.1103515625,6318.72705078125,876.249816894531,7194.97705078125,1684.73388671875,244.395172119141,1929.12902832031,5258274,736263.75,5994537.5,10392.98911,45021328,417843648,858010.35999999987,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,300,Chatham County,Southwest Elementary School,1301020,1301020,11502500100000.0,130102002302,812.0,PK-05,2.0,736,Four Quarter ADA,8520.76953125,421.779998779297,8942.5400390625,6836.73681640625,177.480194091797,7014.21728515625,1684.02966308594,244.296585083008,1928.32641601562,6271284.5,310427.6875,6581712,10211.4188,45021328,417843648,908799.80999999971,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,299,Chatham County,Southwest Middle School,1301020,1301020,11502500100000.0,130102002243,815.0,06-08,3.0,815,Four Quarter ADA,8886.8095703125,615.549987792969,9502.3603515625,7104.39794921875,371.333221435547,7475.7314453125,1782.41040039062,244.21711730957,2026.62744140625,7242749,501673.53125,7744422.5,10771.23911,45021328,417843648,559894.84000000008,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,515,Chatham County,Susie King Taylor Community School,1301020,1301020,11502500100000.0,130102004298,214.0,KG-06,2.0,214,Four Quarter ADA,8920.8896484375,3540.46997070312,12461.3603515625,8576.9599609375,3434.2568359375,12011.216796875,343.927215576172,106.214111328125,450.141387939453,1909069.875,757660.75,2666730.5,13730.23911,45021328,417843648,158947.57,22729.82,56767.090000000004,,1,0,0,1,0,0,0
GA,2018-2019,625,210,Chatham County,The School of Liberal Studies at Savannah High,1301020,1301020,11502500100000.0,130102003941,521.0,09-12,4.0,521,Four Quarter ADA,10787.8203125,1252.9599609375,12040.76953125,9019.40625,1008.97143554688,10028.376953125,1768.41064453125,243.984710693359,2012.39538574219,5620452.5,652790.125,6273242.5,13309.64829,45021328,417843648,581238.91999999993,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,124,Chatham County,The STEM Academy at Bartlett,1301020,1301020,11502500100000.0,130102000393,695.0,06-08,3.0,695,Four Quarter ADA,9183.6298828125,263.339996337891,9446.9697265625,7400.7890625,19.0711364746094,7419.8603515625,1782.84387207031,244.268798828125,2027.11254882812,6382625,183021.25,6565646.5,10715.84849,45021328,417843648,561380.05000000005,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,125,Chatham County,Tybee Island Maritime Academy School,1301020,1301020,11502500100000.0,130102004117,284.0,KG-05,2.0,284,Four Quarter ADA,9440.7900390625,244.410003662109,9440.7900390625,9080.908203125,0,9080.908203125,359.882568359375,244.408584594727,359.882568359375,2681184.5,69412.0390625,2681184.5,10709.6688,45021328,417843648,60618.75,0,79762.2,,1,0,0,1,0,0,0
GA,2018-2019,625,107,Chatham County,UHS of Savannah Coastal Harbor Treatment Center,1301020,1301020,11502500100000.0,130102003610,53.0,03-12,4.0,53,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,45021328,417843648,NRD,NRD,NRD,NRD,1,0,0,1,0,1,0
GA,2018-2019,625,200,Chatham County,West Chatham Elementary School,1301020,1301020,11502500100000.0,130102002301,849.0,PK-05,2.0,750,Four Quarter ADA,9393.16015625,244.199996948242,9637.349609375,7709.72021484375,0,7709.72021484375,1683.43688964844,244.196578979492,1927.63330078125,7044867.5,183147.4375,7228015,10906.22837,45021328,417843648,1068401.6100000001,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,199,Chatham County,West Chatham Middle School,1301020,1301020,11502500100000.0,130102002242,918.0,06-08,3.0,918,Four Quarter ADA,9699.2900390625,707.580017089844,10406.8603515625,7917.3427734375,463.431121826172,8380.7744140625,1781.94360351562,244.145553588867,2026.08923339844,8903945,649555.375,9553500,11675.73911,45021328,417843648,628544.57999999996,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,1070,Chatham County,White Bluff Elementary School,1301020,1301020,11502500100000.0,130102000377,616.0,PK-05,2.0,560,Four Quarter ADA,9456.41015625,1352.64001464844,10809.0400390625,7768.228515625,1107.72155761719,8875.9501953125,1688.177734375,244.913391113281,1933.09130859375,5295587.5,757475.625,6053063.5,12077.9188,45021328,417843648,3477000.0500000003,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,4070,Chatham County,Windsor Forest Elementary School,1301020,1301020,11502500100000.0,130102000394,507.0,PK-05,2.0,456,Four Quarter ADA,11161.259765625,1527.44995117188,12688.7001953125,9479.6171875,1283.52917480469,10763.146484375,1681.64038085938,243.917816162109,1925.55822753906,5089533.5,696515.875,5786049,13957.57896,45021328,417843648,727068.08000000019,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,5070,Chatham County,Windsor Forest High School,1301020,1301020,11502500100000.0,130102000415,1034.0,09-12,4.0,1013,Four Quarter ADA,9480.6396484375,516.059997558594,9996.7099609375,7709.55419921875,271.699768066406,7981.25439453125,1771.08715820312,244.365005493164,2015.45202636719,9603890,522773.625,10126663,11265.58872,45021328,417843648,804363.09000000008,0,0,,1,0,0,1,0,0,0
GA,2018-2019,625,115,Chatham County,Woodville-Tompkins Technical and Career High School,1301020,1301020,11502500100000.0,130102004044,683.0,09-12,4.0,661,Four Quarter ADA,9443.98046875,247.899993896484,9691.8798828125,7674.154296875,3.72270798683167,7677.876953125,1769.82409667969,244.181396484375,2014.00549316406,6242470,163864.609375,6406334.5,10960.75864,45021328,417843648,786381.12000000023,0,0,,1,0,0,1,0,0,0
GA,2018-2019,626,101,Chattahoochee County,Chattahoochee County Education Center,1301050,1301050,11502600100000.0,130105000416,302.0,PK-05,2.0,260,Four Quarter ADA,9677.58984375,821.330017089844,10498.9296875,7011.83984375,706.921508789062,7718.76123046875,2665.75537109375,114.412322998047,2780.16748046875,2516174.75,213546.796875,2729721.5,12315.58451,934037.5,9712348,320967.04000000004,0,0,,1,0,0,1,0,0,0
GA,2018-2019,626,206,Chattahoochee County,Chattahoochee County High School,1301050,1301050,11502600100000.0,130105003525,450.0,09-12,4.0,450,Four Quarter ADA,10158.5400390625,435.920013427734,10594.4599609375,7241.8544921875,321.503143310547,7563.35791015625,2916.689453125,114.414039611816,3031.103515625,4571345,196162.71875,4767507.5,12411.11478,934037.5,9712348,605357.80000000016,0,0,,1,0,0,1,0,0,0
GA,2018-2019,626,106,Chattahoochee County,Chattahoochee County Middle School,1301050,1301050,11502600100000.0,130105002358,166.0,06-08,3.0,166,Four Quarter ADA,6942.16015625,775.200012207031,7717.35986328125,4276.3359375,660.789306640625,4937.125,2665.8203125,114.415107727051,2780.23559570312,1152398,128683.9296875,1281081.875,9534.014684,934037.5,9712348,7712.6799999999994,0,0,,1,0,0,1,0,0,0
GA,2018-2019,627,111,Chattooga County,Chattooga Academy,1301080,1301080,11502700100000.0,130108003571,,,,70,Four Quarter ADA,7317.240234375,803.659973144531,8120.91015625,5892.0849609375,507.976715087891,6400.0615234375,1425.15710449219,295.686767578125,1720.84387207031,512206.9375,56256.4453125,568463.375,9747.606756,4039011.5,30291784,0,0,0,,1,0,0,1,0,0,0
GA,2018-2019,627,1050,Chattooga County,Chattooga High School,1301080,1301080,11502700100000.0,130108000418,726.0,09-12,4.0,726,Four Quarter ADA,9358.91015625,775.169982910156,10134.080078125,7933.201171875,479.363830566406,8412.5654296875,1425.71166992188,295.801849365234,1721.51354980469,6794571,562770.25,7357341,11760.77668,4039011.5,30291784,994729.8400000002,0,0,,1,0,0,1,0,0,0
GA,2018-2019,627,106,Chattooga County,Leroy Massey Elementary School,1301080,1301080,11502700100000.0,130108003307,836.0,PK-05,2.0,767,Four Quarter ADA,9330.080078125,944.030029296875,10274.1103515625,7904.18505859375,648.187866210938,8552.373046875,1425.89624023438,295.840118408203,1721.736328125,7156172,724069.5,7880241.5,11900.80695,4039011.5,30291784,1057032.19,0,0,,1,0,0,1,0,0,0
GA,2018-2019,627,2050,Chattooga County,Lyerly Elementary School,1301080,1301080,11502700100000.0,130108000417,372.0,PK-08,3.0,351,Four Quarter ADA,8610.98046875,612.049987792969,9223.0302734375,7185.6611328125,316.324188232422,7501.9853515625,1425.3232421875,295.721221923828,1721.04431152344,3022455.5,214827.9375,3237283.5,10849.72687,4039011.5,30291784,1168686.2400000002,0,0,,1,0,0,1,0,0,0
GA,2018-2019,627,3050,Chattooga County,Menlo Elementary School,1301080,1301080,11502700100000.0,130108000421,348.0,PK-08,3.0,326,Four Quarter ADA,9013.0703125,654.929992675781,9668.009765625,7587.65478515625,359.193298339844,7946.84814453125,1425.41723632812,295.74072265625,1721.15795898438,2938261.5,213508.5,3151770,11294.70637,4039011.5,30291784,249061.01999999996,0,0,,1,0,0,1,0,0,0
GA,2018-2019,627,2052,Chattooga County,Summerville Middle School,1301080,1301080,11502700100000.0,130108000422,361.0,06-08,3.0,361,Four Quarter ADA,10576.98046875,663.109985351562,11240.08984375,9151.076171875,367.266845703125,9518.3427734375,1425.90551757812,295.842071533203,1721.74755859375,3818290.25,239382.3125,4057672.75,12866.78644,4039011.5,30291784,569502.21,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,397,Cherokee County,Arnold Mill Elementary School,1301110,1301110,11502800200000.0,130111001443,807.0,PK-05,2.0,795,Four Quarter ADA,9022.83984375,193.699996948242,9216.5400390625,7537.533203125,36.7330322265625,7574.26611328125,1485.31164550781,156.963180541992,1642.27490234375,7173161.5,153988.5,7327150,10599.67286,48296992,424161184,1020044.2100000001,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,108,Cherokee County,Avery Elementary School,1301110,1301110,11502800200000.0,130111003309,1058.0,PK-05,2.0,1034,Four Quarter ADA,8692.26953125,275.730010986328,8968,7207.67822265625,118.838943481445,7326.51708984375,1484.59362792969,156.887298583984,1641.48083496094,8987809,285100.9375,9272910,10351.13282,48296992,424161184,1050894.3299999998,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,213,Cherokee County,Ball Ground Elementary School,1301110,1301110,11502800200000.0,130111000429,551.0,PK-05,2.0,525,Four Quarter ADA,10559.7099609375,219.380004882812,10779.08984375,9068.1435546875,61.7568588256836,9129.900390625,1491.56555175781,157.624099731445,1649.18981933594,5543847,115175,5659022.5,12162.22267,48296992,424161184,755402.13999999978,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,196,Cherokee County,Bascomb Elementary School,1301110,1301110,11502800200000.0,130111001105,917.0,PK-05,2.0,905,Four Quarter ADA,9363.0498046875,183.910003662109,9546.9599609375,7879.72216796875,27.1553478240967,7906.87744140625,1483.32495117188,156.75325012207,1640.078125,8473558,166437.28125,8639995,10930.09279,48296992,424161184,1330582.05,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,189,Cherokee County,Boston Elementary School,1301110,1301110,11502800200000.0,130111002020,606.0,PK-05,2.0,586,Four Quarter ADA,9507.509765625,243.330001831055,9750.83984375,8022.734375,86.4201049804688,8109.15478515625,1484.77819824219,156.906814575195,1641.68493652344,5571402.5,142589.578125,5713992,11133.97267,48296992,424161184,723274.58000000019,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,101,Cherokee County,Carmel Elementary School,1301110,1301110,11502800200000.0,130111002359,1019.0,PK-05,2.0,993,Four Quarter ADA,9626.9599609375,171.770004272461,9798.73046875,8143.65576171875,15.0152168273926,8158.6708984375,1483.30419921875,156.751052856445,1640.05529785156,9559571,170563.90625,9730135,11181.86329,48296992,424161184,942596.91,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,5050,Cherokee County,Cherokee High School,1301110,1301110,11502800200000.0,130111000432,2770.0,09-12,4.0,2770,Four Quarter ADA,8163.10986328125,253.639999389648,8416.75,6633.87109375,96.6808624267578,6730.5517578125,1529.23608398438,156.960205078125,1686.19616699219,22611806,702585.75,23314392,9799.882825,48296992,424161184,3489441.45,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,313,Cherokee County,Clark Creek Elementary School,1301110,1301110,11502800200000.0,130111004072,1234.0,PK-05,2.0,1208,Four Quarter ADA,8623.23046875,598.549987792969,9221.7802734375,7136.39892578125,441.428771972656,7577.82763671875,1486.83251953125,157.123901367188,1643.95629882812,10416864,723051.625,11139915,10604.9131,48296992,424161184,1282008.0999999999,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,1052,Cherokee County,Clayton Elementary School,1301110,1301110,11502800200000.0,130111000428,258.0,PK-05,2.0,256,Four Quarter ADA,11078.7802734375,272.989990234375,11351.76953125,9597.892578125,116.497535705566,9714.3896484375,1480.8837890625,156.495269775391,1637.37915039062,2836166.75,69886.15625,2906053,12734.90236,48296992,424161184,325495.74,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,305,Cherokee County,Creekland Middle School,1301110,1301110,11502800200000.0,130111003312,1539.0,06-08,3.0,1539,Four Quarter ADA,7785.2900390625,179.740005493164,7965.02978515625,6299.21630859375,22.6976280212402,6321.9140625,1486.07373046875,157.043701171875,1643.11743164062,11981561,276621.90625,12258183,9348.16261,48296992,424161184,1072777.25,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,106,Cherokee County,Creekview High School,1301110,1301110,11502800200000.0,130111003308,1996.0,09-12,4.0,1996,Four Quarter ADA,8201.8798828125,349.720001220703,8551.6103515625,6672.71142578125,192.769515991211,6865.48095703125,1529.17138671875,156.952850341797,1686.12414550781,16370958,698045.8125,17069004,9934.743176,48296992,424161184,2564575.080000001,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,187,Cherokee County,Dean Rusk Middle School,1301110,1301110,11502800200000.0,130111001970,1543.0,06-08,3.0,1543,Four Quarter ADA,8060.8798828125,157.130004882812,8218,6574.62646484375,0.0627867802977562,6574.68896484375,1486.24890136719,157.062240600586,1643.31127929688,12437930,242443.90625,12680374,9601.132825,48296992,424161184,1178687.77,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,181,Cherokee County,E. T. Booth Middle School,1301110,1301110,11502800200000.0,130111001860,1822.0,06-08,3.0,1822,Four Quarter ADA,7884.8701171875,179.729995727539,8064.60009765625,6397.66845703125,22.5685844421387,6420.2373046875,1487.19958496094,157.162704467773,1644.36218261719,14366230,327470.40625,14693700,9447.732922,48296992,424161184,1221817.1500000001,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,176,Cherokee County,Etowah High School,1301110,1301110,11502800200000.0,130111000425,2450.0,09-12,4.0,2450,Four Quarter ADA,7790.72998046875,248.699996948242,8039.43017578125,6260.27978515625,91.6130676269531,6351.89306640625,1530.44995117188,157.087951660156,1687.53784179688,19087288,609317.5,19696606,9422.563001,48296992,424161184,2121063.1399999997,0,0,,1,0,0,1,0,0,0
GA,2018-2019,628,505,Cherokee County,Free Home Elementary School,1301110,1301110,11502800200000.0,130111000438,326.0,PK-05,2.0,324,Four Quarter ADA,10666.740234375,156.080001831055,10822.830078125,9189.755859375,0,9189.755859375,1476.98754882812,156.083526611328,1633.07116699219,3456025,50571.0625,3506596,12205.9629,48296992,424161184,444065.81,0,0,,1,0,0,1,0,0,0
