state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_OH,enrollmetric,pp_stloc_raw_OH,pp_fed_raw_OH,pp_total_raw_OH,pp_site_stloc_raw_OH,pp_site_fed_raw_OH,pp_site_raw_OH,pp_centshare_stloc_raw_OH,pp_centshare_fed_raw_OH,pp_centshare_raw_OH,schoolstloc_raw_OH,schoolfed_raw_OH,schooltot_raw_OH,pp_total_norm_NERDS,generaladmin_raw_OH,nonspecified_supportservices_raw_OH,schooladmin_raw_OH,cent_total_raw_OH,instruction_raw_OH,food_raw_OH,ops_maintenance_raw_OH,transportation_raw_OH,pupil_support_services_raw_OH,staff_support_services_raw_OH,pp_generaladmin_raw_OH,pp_nonspecified_supportservices_raw_OH,pp_schooladmin_raw_OH,pp_instruction_raw_OH,pp_food_raw_OH,pp_ops_maintenance_raw_OH,pp_transportation_raw_OH,pp_pupil_support_services_raw_OH,pp_staff_support_services_raw_OH,pp_noninstruction_raw_OH,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
OH,2018-2019,556,556,A+ Arts Academy - 000556 (Franklin),A+ Arts Academy - 000556 (Franklin),3900305.0,3900305.0,,390030504842.0,701.0,KG-08,3.0,685.666661,Weighted Enrollment,,,7565.80056325648,,,7565.80056325648,,,0.0,,,5187617.20999999,7556.360891,133961,548787,286716,0,3380434,396732,124135,4480,246652,65721,195.372675411441,800.369933692896,418.156965050396,4930.14227214992,578.607729623884,181.042505142305,6.53378712254466,359.725452656942,95.8492424061432,2180.08359604346,0,0,0,0,0,0,0
OH,2018-2019,13232,13232,A+ Children'S Academy - 013232 (Franklin),A+ Children's Academy - 013232 (Franklin),3901480.0,3901480.0,,390148005718.0,130.0,KG-05,2.0,127.981474,Weighted Enrollment,,,9842.95578592881,,,9842.95578592881,,,0.0,,,1259715.98999999,9675.909709,132329,149051,52945,0,592498,77066,29096,1514,78009,147209,1033.96918213334,1164.63145283043,413.689718872904,4629.55966579975,602.162778653416,227.342669924242,11.8298371840911,609.531579547208,1150.23890098343,3453.62563959842,0,0,0,0,0,0,0
OH,2018-2019,13249,13249,Academy For Urban Scholars Youngstown - 013249 (Mahoning),Academy for Urban Scholars Youngstown - 013249 (Mahoning),3901472.0,3901472.0,,390147205727.0,207.0,09-12,4.0,195.599012999999,Weighted Enrollment,,,8363.39849015495,,,8363.39849015495,,,0.0,,,1635872.48999999,8359.183563,316600,51663,57823,0,877182,57857,187053,71,87624,0,1618.61660314206,264.124952409652,295.621583734678,4484.59394833449,295.79213674253,956.309222276086,0.361300391633367,447.978743123821,0.0,3430.82579869663,0,0,0,0,0,0,0
OH,2018-2019,13195,13195,Academy Of Educational Excellence - 013195 (Lucas),Academy of Educational Excellence - 013195 (Lucas),3901502.0,3901502.0,,390150205733.0,140.0,KG-06,2.0,137.170657,Weighted Enrollment,,,10109.2627266485,,,10109.2627266485,,,0.0,,,1386694.20999999,9847.161227,0,125017,4053,0,1031118,73041,76018,77448,0,0,0.0,911.39419125185,29.546989776392,7517.04520887437,532.482686876683,554.185943718269,564.607706151031,0.0,0.0,2592.21751777422,0,0,0,0,0,0,0
OH,2018-2019,17212,17212,Academy Of Junior Scholars - 017212 (Hamilton),Academy of Junior Scholars - 017212 (Hamilton),3901601.0,3901601.0,,390160105988.0,32.0,KG-08,3.0,29.8246749999999,Weighted Enrollment,,,9043.2398676599,,,9043.2398676599,,,0.0,,,269711.689999998,9052.249555,5862,32107,0,0,177072,11312,39462,3898,0,0,196.536592603272,1076.51768208706,0.0,5937.1124748216,379.276555402531,1323.11617813102,130.680384614417,0.0,0.0,3106.1273928383,0,0,0,0,0,0,0
OH,2018-2019,11507,11507,Achieve Career Preparatory Academy - 011507 (Lucas),Achieve Career Preparatory Academy - 011507 (Lucas),3901362.0,3901362.0,,390136205524.0,158.0,09-12,4.0,144.583272,Weighted Enrollment,,,10061.9256285747,,,10061.9256285747,,,0.0,,,1454786.12999999,9936.696958,203706,95687,246167,0,494832,76333,219868,3819,85235,29139,1408.91879940301,661.815773542599,1702.59696432931,3422.4704777742,527.949042403743,1520.70206296064,26.4105933361364,589.524837977107,201.537076848004,5848.39323597543,0,0,0,0,0,0,0
OH,2018-2019,17275,17275,Achievepoint Career Academy - Cincinnati - 017275 (Hamilton),AchievePoint Career Academy - Cincinnati - 017275 (Hamilton),3901602.0,3901602.0,,390160205984.0,72.0,09-12,4.0,60.33462,Weighted Enrollment,,,11505.3538084767,,,11505.3538084767,,,0.0,,,694171.149999999,11502.97673,42790,21108,0,0,630273,0,0,0,0,0,709.215206791722,349.851876087062,0.0,10446.286725598,0.0,0.0,0.0,0.0,0.0,1059.06708287878,0,0,0,0,0,0,0
OH,2018-2019,17280,17280,Achievepoint Career Academy - Columbus - 017280 (Franklin),AchievePoint Career Academy - Columbus - 017280 (Franklin),,,,,,,,35.9797329999999,Weighted Enrollment,,,11387.1092373031,,,11387.1092373031,,,0.0,,,409705.149999998,,36254,14272,0,0,359179,0,0,0,0,0,1007.62365301599,396.658863477391,0.0,9982.82672080974,0.0,0.0,0.0,0.0,0.0,1404.28251649338,0,0,0,0,0,0,0
OH,2018-2019,45187,59,Ada Exempted Village - 045187 (Hardin),Ada Elementary School - 000059 (Hardin),3904518.0,3904518.0,36503300100000.0,390451802112.0,464.0,PK-06,2.0,470.981419999999,Weighted Enrollment,,,11284.1924847056,,,10151.5313066914,,,1132.66117801419,,,5314644.99999997,11378.79712,0,0,301564,533462,3390497,167364,385112,201832,237414,97400,0.0,0.0,640.288931142973,7198.79134510231,355.350960553815,817.679580650973,428.535970697103,504.082687593068,206.801830951208,2241.85544304486,0,0,0,0,0,0,0
OH,2018-2019,45187,67,Ada Exempted Village - 045187 (Hardin),Ada High School - 000067 (Hardin),3904518.0,3904518.0,36503300100000.0,390451802113.0,401.0,07-12,4.0,367.279254999999,Weighted Enrollment,,,12476.9420750431,,,11344.2751891881,,,1132.66688585501,,,4582521.98999998,12571.54671,0,0,281218,416005,2694202,144947,601173,105369,248575,91032,0.0,0.0,765.680245131187,7335.5691434301,394.651911390966,1636.82735089407,286.889658388138,676.80114413214,247.855735821507,3084.04916580436,0,0,0,0,0,0,0
OH,2018-2019,61903,33936,Adams County Ohio Valley Local - 061903 (Adams),North Adams Elementary School - 033936 (Adams),3906190.0,3906190.0,36500180100000.0,390619004109.0,704.0,PK-06,2.0,709.344855,Weighted Enrollment,,,12281.584124551,,,11351.9334823398,,,929.650642211254,,,8711878.50999998,12345.1651,0,3831,494412,659443,5840099,337835,461242,443950,325772,145295,0.0,5.40075814041112,696.998274555751,8233.08857297623,476.263622155968,650.236801957208,625.858828566537,459.257211360192,204.829412627515,2454.75828537587,0,0,0,0,0,0,0
OH,2018-2019,61903,33944,Adams County Ohio Valley Local - 061903 (Adams),North Adams High School - 033944 (Adams),3906190.0,3906190.0,36500180100000.0,390619004105.0,534.0,07-12,4.0,527.043547999999,Weighted Enrollment,,,11767.9961808393,,,10838.3452784436,,,929.65090239564,,,6202246.45999998,11831.57715,0,2846,406994,489967,3750295,214585,500514,457693,271183,108170,0.0,5.40073018785916,772.221729199502,7115.72038825148,407.14800667667,949.662550465376,868.415355309502,514.53704542836,205.23947292492,3002.8483718389,0,0,0,0,0,0,0
OH,2018-2019,61903,70425,Adams County Ohio Valley Local - 061903 (Adams),Ohio Valley Career & Technical Center - 070425 (Adams),3906190.0,3906190.0,36500180100000.0,390619004234.0,250.0,11-12,4.0,226.383496,Weighted Enrollment,,,13662.3898148475,,,12732.747355399,,,929.642459448543,,,3092939.56999998,13725.97079,0,1223,240273,210456,2212712,35769,60287,142511,142055,47655,0.0,5.40070288516083,1061.35369514745,9774.1748364907,157.99990119421,266.306868942424,629.509493925297,627.495345332062,210.506511481736,2120.57066209454,0,0,0,0,0,0,0
OH,2018-2019,61903,29520,Adams County Ohio Valley Local - 061903 (Adams),Peebles Elementary School - 029520 (Adams),3906190.0,3906190.0,36500180100000.0,390619004107.0,586.0,PK-06,2.0,578.819412999999,Weighted Enrollment,,,12625.9565692901,,,11696.2986865127,,,929.657882777334,,,7308148.76999999,12689.53754,0,3126,424185,538104,4878125,253557,440228,363478,269561,137784,0.0,5.40078637618188,732.845980063905,8427.71417205388,438.059218998586,760.561601965481,627.965133574399,465.707946115484,238.043847364877,2564.83272097855,0,0,0,0,0,0,0
OH,2018-2019,61903,29538,Adams County Ohio Valley Local - 061903 (Adams),Peebles High School - 029538 (Adams),3906190.0,3906190.0,36500180100000.0,390619004108.0,393.0,07-12,4.0,387.877751999999,Weighted Enrollment,,,12337.1875425327,,,11407.525224597,,,929.662317935678,,,4785320.56999998,12400.76851,0,2095,325589,360595,2788983,164318,480270,361903,211853,89714,0.0,5.40082536107923,839.410918314284,7190.36561292641,423.634377462309,1238.20017395584,933.032761311868,546.184845373653,231.295709891604,3439.67905640538,0,0,0,0,0,0,0
OH,2018-2019,61903,38885,Adams County Ohio Valley Local - 061903 (Adams),West Union Elementary School - 038885 (Adams),3906190.0,3906190.0,36500180100000.0,390619004113.0,720.0,PK-06,2.0,726.969005999999,Weighted Enrollment,,,12602.9274486015,,,11673.269190241,,,929.658258360466,,,9161937.63999997,12666.50842,0,3926,594906,675833,6017041,386355,518204,456459,338396,170817,0.0,5.40078045638166,818.337075019674,8276.88829969182,531.460222941059,712.828835511592,627.893811472892,465.488620844998,234.971544302674,2695.92072540159,0,0,0,0,0,0,0
OH,2018-2019,61903,38893,Adams County Ohio Valley Local - 061903 (Adams),West Union High School - 038893 (Adams),3906190.0,3906190.0,36500180100000.0,390619004114.0,538.0,07-12,4.0,540.101884000001,Weighted Enrollment,,,11743.5053420402,,,10813.8517620871,,,929.653579953071,,,6342689.35999999,11807.08631,0,2917,410220,502108,3792406,247528,510485,482385,274253,120388,0.0,5.4007773096381,759.522771818361,7021.64858584346,458.298123618467,945.163746179412,893.137895441962,507.780324647042,222.899537228794,3061.52331436784,0,0,0,0,0,0,0
OH,2018-2019,49494,12096,Adena Local - 049494 (Ross),Adena Elementary School - 012096 (Ross),3904949.0,3904949.0,36507100600000.0,390494903613.0,514.0,PK-04,2.0,511.035671999999,Weighted Enrollment,,,9491.43918078579,,,8568.28282233886,,,923.15635844693,,,4850463.99999998,10052.94111,0,0,262057,471766,2969574,197470,372421,327767,158873,90536,0.0,0.0,512.795396404343,5810.89468447126,386.412164198196,728.756954563438,641.377946704276,310.88420770752,177.16146828983,2269.34246187025,0,0,0,0,0,0,0
OH,2018-2019,49494,208,Adena Local - 049494 (Ross),Adena High School - 000208 (Ross),3904949.0,3904949.0,36507100600000.0,390494903611.0,325.0,09-12,4.0,291.240545999999,Weighted Enrollment,,,10036.881128495,,,9113.73411585349,,,923.147012641571,,,2923146.73999998,10598.38306,0,0,177164,268858,1690313,120254,354392,170715,88972,52480,0.0,0.0,608.30709333995,5803.83889954663,412.902398555454,1216.83534407328,586.163232917439,305.492457083911,180.194690336832,2824.20806888612,0,0,0,0,0,0,0
OH,2018-2019,49494,123547,Adena Local - 049494 (Ross),Adena Middle School - 123547 (Ross),3904949.0,3904949.0,36507100600000.0,390494901451.0,393.0,05-08,3.0,389.264252999999,Weighted Enrollment,,,8666.65473132978,,,7743.51643329551,,,923.138298034267,,,3373618.87999999,9228.156663,0,0,207057,359345,1976618,103796,332526,215442,111836,66999,0.0,0.0,531.919456780944,5077.82994396869,266.647680078653,854.241424526592,553.459734202719,287.301772865334,172.116420872584,2206.2682955889,0,0,0,0,0,0,0
OH,2018-2019,43489,363,Akron City - 043489 (Summit),Akron Alternative Academy - 000363 (Summit),3904348.0,3904348.0,36507700100000.0,390434805266.0,288.0,10-12,4.0,260.383005,Weighted Enrollment,,,12891.5417886048,,,11596.476851475,,,1295.06493712982,,,3356738.38999999,13270.20316,0,18538,316926,337213,1971129,42756,118714,35914,299425,216123,0.0,71.1946618789501,1217.15197963861,7570.11453186048,164.203957934965,455.920692673471,137.929470473697,1149.94160237147,830.019954643355,2046.40076259969,0,0,0,0,0,0,0
OH,2018-2019,43489,9145,Akron City - 043489 (Summit),Akron Early College High School - 009145 (Summit),3904348.0,3904348.0,36507700100000.0,390434805431.0,398.0,09-12,4.0,396.007238,Weighted Enrollment,,,12140.7107968061,,,10845.6223469329,,,1295.08844987323,,,4807809.34999999,12519.37217,0,27129,435636,512864,2867026,97783,85194,39841,436879,305459,0.0,68.5051872713498,1100.06984266282,7239.83239417456,246.92121915206,215.131673931677,100.606216697483,1103.20844691227,771.347366130717,1731.23413971538,0,0,0,0,0,0,0
OH,2018-2019,43489,13231,Akron City - 043489 (Summit),Akron STEM High School - 013231 (Summit),3904348.0,3904348.0,36507700100000.0,390434805731.0,331.0,09-12,4.0,324.570677999999,Weighted Enrollment,,,13586.5610139927,,,12291.4840754653,,,1295.07693852739,,,4409799.31999998,13965.22239,0,21977,371255,420344,2683334,151897,89582,30817,356827,283766,0.0,67.7122472535858,1143.83262310589,8267.33199232495,467.994493328815,276.002504452974,94.9457609353116,1099.38187330649,874.28258075734,2050.48762907657,0,0,0,0,0,0,0
OH,2018-2019,43489,1537,Akron City - 043489 (Summit),Barber Community Learning Center - 001537 (Summit),3904348.0,3904348.0,36507700100000.0,390434800019.0,323.0,KG-08,3.0,320.075005999999,Weighted Enrollment,,,17201.7169000693,,,15906.6169009147,,,1295.09999915457,,,5505839.63999998,17580.37827,0,22437,366993,414529,3068534,210795,541845,214042,380246,286418,0.0,70.0986005761412,1146.58499764271,9586.92194791369,658.580007962258,1692.87020180513,668.724348942135,1187.99176090619,894.84503516654,4236.85815692837,0,0,0,0,0,0,0
OH,2018-2019,43489,2634,Akron City - 043489 (Summit),Betty Jane Community Learning Center - 002634 (Summit),3904348.0,3904348.0,36507700100000.0,390434800038.0,416.0,KG-05,2.0,415.158135,Weighted Enrollment,,,14751.9281538346,,,13456.8424149992,,,1295.08573883539,,,6124382.97999998,15130.58952,0,29742,455376,537665,3506066,196215,491529,85004,456433,366353,0.0,71.6390394228936,1096.87264107205,8445.13496044102,472.626918415075,1183.956397723,204.750365785316,1099.41955009505,882.442542044853,3029.84536241833,0,0,0,0,0,0,0
OH,2018-2019,43489,4077,Akron City - 043489 (Summit),Buchtel Community Learning Center - 004077 (Summit),3904348.0,3904348.0,36507700100000.0,390434800051.0,877.0,06-12,4.0,865.851029,Weighted Enrollment,,,15915.2947891224,,,14620.2168225407,,,1295.07796658171,,,13780274.3699999,16293.95616,0,60638,1019750,1121345,7347043,383562,1845392,232329,1007087,763129,0.0,70.0324281765102,1177.74350996353,8485.34355671476,442.98849011358,2131.3043562832,268.323998261368,1163.11765681345,881.362826214299,4090.39278279819,0,0,0,0,0,0,0
OH,2018-2019,43489,5074,Akron City - 043489 (Summit),Case Community Learning Center - 005074 (Summit),3904348.0,3904348.0,36507700100000.0,390434800058.0,312.0,KG-05,2.0,315.332184,Weighted Enrollment,,,16624.4436692196,,,15329.3715176247,,,1295.0721515949,,,5242222.12999999,17003.10504,0,22090,352733,408378,2826774,164340,465713,376522,346767,278905,0.0,70.0523166388877,1118.60843230642,8964.43174351021,521.164087710121,1476.89777203331,1194.04868613094,1099.68755996057,884.480919334259,4380.77129481967,0,0,0,0,0,0,0
OH,2018-2019,43489,7864,Akron City - 043489 (Summit),Crouse Community Learning Center - 007864 (Summit),3904348.0,3904348.0,36507700100000.0,390434800105.0,398.0,KG-05,2.0,405.415960999999,Weighted Enrollment,,,16594.3169168911,,,15299.2243193898,,,1295.09259750135,,,6727600.93999997,16972.97829,0,28574,455034,525051,3600105,284914,545035,477389,462861,348639,0.0,70.4803775596788,1122.38903687366,8880.02712354979,702.768433924583,1344.38444074973,1177.52801054618,1141.69427088737,859.952625298835,4417.55029965383,0,0,0,0,0,0,0
OH,2018-2019,43489,9498,Akron City - 043489 (Summit),East Community Learning Center - 009498 (Summit),3904348.0,3904348.0,36507700100000.0,390434800106.0,1054.0,07-12,4.0,1033.264828,Weighted Enrollment,,,16033.1228849299,,,14738.0491402925,,,1295.07374463732,,,16566461.9599999,16411.78426,0,72801,1183901,1338154,8936078,475505,1899236,583192,1189985,887608,0.0,70.4576774774336,1145.7869830831,8648.39047826371,460.197005757364,1838.09241206456,564.417169922288,1151.67467018436,859.032743539781,4078.95124830474,0,0,0,0,0,0,0
OH,2018-2019,43489,10272,Akron City - 043489 (Summit),Ellet Community Learning Center - 010272 (Summit),3904348.0,3904348.0,36507700100000.0,390434800113.0,985.0,09-12,4.0,969.569627,Weighted Enrollment,,,15809.5996647799,,,14514.5195023729,,,1295.08016240694,,,15328507.6499999,16188.26104,0,68691,1149513,1255670,8518529,427842,1755802,186361,1165689,800410,0.0,70.8464540216048,1185.59091373022,8785.88692630323,441.27032044497,1810.90900653801,192.210208334011,1202.27478000401,825.530892996918,3700.82690306881,0,0,0,0,0,0,0
OH,2018-2019,43489,11635,Akron City - 043489 (Summit),Findley Community Learning Center - 011635 (Summit),3904348.0,3904348.0,36507700100000.0,390434800015.0,564.0,KG-05,2.0,568.788365999999,Weighted Enrollment,,,14721.6212400518,,,13426.5381053873,,,1295.08313466453,,,8373486.88999998,15100.28261,0,39562,612937,736628,4766746,389980,598218,131260,622173,475983,0.0,69.5549388223598,1077.61808545852,8380.52605316475,685.632553883846,1051.74088599414,230.77142193165,1093.85670873584,836.837457396238,3115.31788609051,0,0,0,0,0,0,0
OH,2018-2019,43489,11692,Akron City - 043489 (Summit),Firestone High School - 011692 (Summit),3904348.0,3904348.0,36507700100000.0,390434800016.0,1273.0,09-12,4.0,1271.87409599999,Weighted Enrollment,,,15459.0427478915,,,14163.9671541828,,,1295.07559370876,,,19661956.0199998,15837.70412,0,88120,1423618,1647173,10651274,518028,2712320,191603,1414632,1015187,0.0,69.2832806935318,1119.30761423416,8374.47195716767,407.295094403746,2132.53821154952,150.646326238253,1112.24252813149,798.182141764448,3879.07052711921,0,0,0,0,0,0,0
OH,2018-2019,43489,11700,Akron City - 043489 (Summit),Firestone Park Elementary School - 011700 (Summit),3904348.0,3904348.0,36507700100000.0,390434800017.0,333.0,KG-05,2.0,318.988013999999,Weighted Enrollment,,,15913.9554691857,,,14618.8671527952,,,1295.08831639047,,,5076361.04999997,16292.61684,0,23161,366568,413118,2732406,180390,498062,242268,345135,275253,0.0,72.6084961925873,1149.15869534834,8565.85909212249,565.50660865897,1561.38245996917,759.490793908012,1081.9680829763,862.892923619382,4108.14705407708,0,0,0,0,0,0,0
OH,2018-2019,43489,11932,Akron City - 043489 (Summit),Forest Hill Community Learning Center - 011932 (Summit),3904348.0,3904348.0,36507700100000.0,390434800018.0,376.0,KG-05,2.0,373.680932,Weighted Enrollment,,,15577.7123249092,,,14282.6353526649,,,1295.07697224433,,,5821094.05999999,15956.3737,0,26178,407726,483946,3077521,229913,471003,398126,397282,329400,0.0,70.0537216600604,1091.10729257119,8235.69084333155,615.265806498256,1260.44036413396,1065.41738126472,1063.15911778982,881.500825415411,4102.28456612818,0,0,0,0,0,0,0
OH,2018-2019,43489,13771,Akron City - 043489 (Summit),Glover Community Learning Center - 013771 (Summit),3904348.0,3904348.0,36507700100000.0,390434800021.0,314.0,KG-05,2.0,305.500862,Weighted Enrollment,,,15363.7918049474,,,14068.7158192044,,,1295.07598574304,,,4693651.63999998,15742.45318,0,21851,352652,395647,2580010,196946,462448,77869,333087,273142,0.0,71.5252973656094,1154.33880510622,8445.17960803657,644.66479312258,1513.73785649089,254.890966559694,1090.29957499759,894.078917525281,3639.15771864499,0,0,0,0,0,0,0
OH,2018-2019,43489,15347,Akron City - 043489 (Summit),Harris/Jackson Community Learning Center - 015347 (Summit),3904348.0,3904348.0,36507700100000.0,390434800025.0,563.0,KG-05,2.0,561.677276999999,Weighted Enrollment,,,15028.7967230691,,,13733.7103277546,,,1295.0863953145,,,8441333.61999997,15407.45809,0,36869,565121,727421,4567535,376521,532017,611667,580482,443702,0.0,65.6403089633978,1006.13030496514,8131.95611970608,670.350369185401,947.194041463776,1089.00047241897,1033.48040551051,789.95830554135,3778.31549699668,0,0,0,0,0,0,0
OH,2018-2019,43489,15610,Akron City - 043489 (Summit),Hatton CLC - 015610 (Summit),3904348.0,3904348.0,36507700100000.0,390434800026.0,494.0,KG-05,2.0,489.149310999999,Weighted Enrollment,,,15563.9048216915,,,14268.8232673397,,,1295.08155435181,,,7613073.31999997,15942.56619,0,34734,522807,633488,4225079,224985,602325,403046,548857,417752,0.0,71.0097289700567,1068.80931495373,8637.60580866891,459.950806309118,1231.37274540697,823.973030189957,1122.0635655766,854.038267264371,3655.11562582983,0,0,0,0,0,0,0
OH,2018-2019,43489,9107,Akron City - 043489 (Summit),Helen Arnold Community Learning Center - 009107 (Summit),3904348.0,3904348.0,36507700100000.0,390434805372.0,278.0,KG-05,2.0,277.268929999999,Weighted Enrollment,,,15638.0937092374,,,14343.0091139313,,,1295.08459530608,,,4335957.50999999,16016.75508,0,19812,307584,359087,2369411,181067,504370,33735,311414,249480,0.0,71.4536244648832,1109.3333104434,8545.53252685041,653.037684388222,1819.06292205188,121.667833464066,1123.14650617362,899.77470609491,3774.55537481245,0,0,0,0,0,0,0
OH,2018-2019,43489,16253,Akron City - 043489 (Summit),Hill Community Learning Center - 016253 (Summit),3904348.0,3904348.0,36507700100000.0,390434800029.0,353.0,KG-06,2.0,358.305280999999,Weighted Enrollment,,,15252.8423660046,,,13957.7456018572,,,1295.09676414733,,,5465173.96999997,15631.50374,0,24694,386036,464040,2915119,225335,463361,301101,380704,304785,0.0,68.9181580887723,1077.39372113803,8135.85220364084,628.889753930252,1293.20181580019,840.348540662452,1062.51330970474,850.628098892016,3908.75198961969,0,0,0,0,0,0,0
OH,2018-2019,43489,17251,Akron City - 043489 (Summit),Hyre Community Learning Center - 017251 (Summit),3904348.0,3904348.0,36507700100000.0,390434800031.0,830.0,06-08,3.0,822.035712,Weighted Enrollment,,,15341.6428214738,,,14046.5561793013,,,1295.08664217254,,,12611378.2799999,15720.30419,0,57167,921762,1064607,6797818,434859,1087534,644135,931822,671674,0.0,69.5431587283643,1121.31667340505,8269.49267625005,529.002005207287,1322.97606311293,783.585008044029,1133.55448722889,817.086107324739,3826.42290849766,0,0,0,0,0,0,0
OH,2018-2019,43489,17199,Akron City - 043489 (Summit),I Promise School - 017199 (Summit),3904348.0,3904348.0,36507700100000.0,390434805982.0,223.0,03-05,2.0,223.970235,Weighted Enrollment,,,13029.760941225,,,11734.6823340164,,,1295.07860720867,,,2918278.62,13408.42231,0,12788,181009,290059,1367898,150275,574493,4285,193348,144125,0.0,57.0980782334759,808.184533985061,6107.49740919818,670.957683283226,2565.04070730649,19.1300419897313,863.275247266673,643.498632753588,4120.41104479798,0,0,0,0,0,0,0
OH,2018-2019,43489,17459,Akron City - 043489 (Summit),Innes Community Learning Center - 017459 (Summit),3904348.0,3904348.0,36507700100000.0,390434800032.0,731.0,06-08,3.0,735.455543999999,Weighted Enrollment,,,16211.6984463169,,,14916.6108264458,,,1295.08761987114,,,11922983.4999999,16590.35982,0,47810,816290,952479,6288815,454582,954355,999406,817419,591828,0.0,65.0069203910984,1109.91021368927,8550.91143347203,618.095415431391,1297.63833828683,1358.89407341254,1111.44524868793,804.709183074704,4449.54496121113,0,0,0,0,0,0,0
OH,2018-2019,43489,18259,Akron City - 043489 (Summit),Jennings Community Learning Center - 018259 (Summit),3904348.0,3904348.0,36507700100000.0,390434800034.0,751.0,06-08,3.0,770.936117999999,Weighted Enrollment,,,15015.5602646184,,,13720.4740743512,,,1295.08619026719,,,11576037.7399999,15394.22164,0,52206,861744,998429,6247736,411312,893443,588021,886864,636284,0.0,67.7176860456809,1117.78936007769,8104.08989036366,533.522726976452,1158.90619097962,762.735998834081,1150.37222837703,825.339992697034,3640.67196291352,0,0,0,0,0,0,0
OH,2018-2019,43489,11130,Akron City - 043489 (Summit),Judith A Resnik Community Learning Center - 011130 (Summit),3904348.0,3904348.0,36507700100000.0,390434800014.0,393.0,KG-05,2.0,395.044605,Weighted Enrollment,,,14878.1125614916,,,13583.0479193609,,,1295.06464213072,,,5877518.09999999,15256.77393,0,27932,417111,511608,3401671,154924,467958,102524,462875,330915,0.0,70.7048005376506,1055.85745184395,8610.85289343466,392.168246418654,1184.57025884456,259.525883159447,1171.70361053279,837.664774589188,2962.82664080426,0,0,0,0,0,0,0
OH,2018-2019,43489,13128,Akron City - 043489 (Summit),Kenmore/Garfield High School - 013128 (Summit),3904348.0,3904348.0,36507700100000.0,390434800020.0,864.0,09-12,4.0,817.157799999999,Weighted Enrollment,,,16569.3314192191,,,15274.2480705684,,,1295.08334865065,,,13539758.4099999,16947.99279,0,56442,948293,1058287,7459156,389022,1855155,166599,928923,677882,0.0,69.0708453128637,1160.4768258958,9128.17025059297,476.067462122982,2270.25313837792,203.876693094038,1136.77253034848,829.56032482343,4179.7449648036,0,0,0,0,0,0,0
OH,2018-2019,43489,19042,Akron City - 043489 (Summit),King Elementary School - 019042 (Summit),3904348.0,3904348.0,36507700100000.0,390434800037.0,418.0,KG-05,2.0,415.741391999999,Weighted Enrollment,,,14932.1506817873,,,13637.075160416,,,1295.07552137122,,,6207913.10999998,15310.81205,0,29571,443657,538416,3577502,162925,503800,158045,434025,359972,0.0,71.1280391344819,1067.14659289927,8605.11351248857,391.890086325586,1211.81034579304,380.151178211284,1043.97913787713,865.856267686718,3122.12624236366,0,0,0,0,0,0,0
OH,2018-2019,43489,20115,Akron City - 043489 (Summit),Leggett Community Learning Center - 020115 (Summit),3904348.0,3904348.0,36507700100000.0,390434800040.0,361.0,KG-05,2.0,362.116169999999,Weighted Enrollment,,,16571.968713797,,,15276.8756225384,,,1295.09309125853,,,6000977.83999997,16950.63008,0,25738,399363,468974,3186951,235309,465574,472076,410725,336268,0.0,71.0758925788925,1102.85961546539,8800.90662618022,649.816162586719,1285.70359064606,1303.65932015684,1134.23576196555,928.618652958798,4413.1145814339,0,0,0,0,0,0,0
OH,2018-2019,43489,21097,Akron City - 043489 (Summit),Litchfield Middle School - 021097 (Summit),3904348.0,3904348.0,36507700100000.0,390434800042.0,665.0,06-08,3.0,661.463486,Weighted Enrollment,,,14591.0461639601,,,13295.973165781,,,1295.07299817907,,,9651444.25999997,14969.70754,0,45717,727215,856644,5613701,349444,148469,563486,767859,578909,0.0,69.1153041212617,1099.40376965872,8486.78871746517,528.288903916912,224.455473570917,851.87774068605,1160.84911148066,875.194144881337,2773.14119195386,0,0,0,0,0,0,0
OH,2018-2019,43489,23135,Akron City - 043489 (Summit),Mason Community Learning Center - 023135 (Summit),3904348.0,3904348.0,36507700100000.0,390434800044.0,262.0,KG-06,2.0,277.046537999999,Weighted Enrollment,,,16921.6899220015,,,15626.5940056612,,,1295.09591634023,,,4688095.60999998,17300.35129,0,19230,303624,358802,2605496,173987,486196,189951,308907,241903,0.0,69.412092779878,1095.92995527704,9404.54303745896,628.005501371759,1754.92461847691,685.629213673842,1115.00133598493,873.148250637951,4233.90138157942,0,0,0,0,0,0,0
OH,2018-2019,43489,23382,Akron City - 043489 (Summit),McEbright Community Learning Center - 023382 (Summit),3904348.0,3904348.0,36507700100000.0,390434800045.0,231.0,KG-05,2.0,236.161141999999,Weighted Enrollment,,,17151.3242428341,,,15856.2504749405,,,1295.07376789361,,,4050476.31999997,17529.98561,0,17202,304881,305846,2115529,167372,432952,236611,265311,204774,0.0,72.8382317866671,1290.9859658453,8957.98928682348,708.718583347636,1833.28894132804,1001.90292948363,1123.43058537547,867.095950950305,4907.73465179127,0,0,0,0,0,0,0
