state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_OH,enrollmetric,pp_stloc_raw_OH,pp_fed_raw_OH,pp_total_raw_OH,pp_site_stloc_raw_OH,pp_site_fed_raw_OH,pp_site_raw_OH,pp_centshare_stloc_raw_OH,pp_centshare_fed_raw_OH,pp_centshare_raw_OH,schoolstloc_raw_OH,schoolfed_raw_OH,schooltot_raw_OH,pp_total_norm_NERDS,generaladmin_raw_OH,nonspecified_supportservices_raw_OH,schooladmin_raw_OH,cent_total_raw_OH,instruction_raw_OH,food_raw_OH,ops_maintenance_raw_OH,transportation_raw_OH,pupil_support_services_raw_OH,staff_support_services_raw_OH,pp_generaladmin_raw_OH,pp_nonspecified_supportservices_raw_OH,pp_schooladmin_raw_OH,pp_instruction_raw_OH,pp_food_raw_OH,pp_ops_maintenance_raw_OH,pp_transportation_raw_OH,pp_pupil_support_services_raw_OH,pp_staff_support_services_raw_OH,pp_noninstruction_raw_OH,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
OH,2018-2019,45328,33340,Columbiana Exempted Village - 045328 (Columbiana),South Side Middle School - 033340 (Columbiana),3904532.0,3904532.0,36501500200000.0,390453202177.0,345.0,05-08,3.0,343.177874,Weighted Enrollment,,,9435.20440947775,,,8452.9656769189,,,982.238732558847,,,3237953.39,10280.74467,0,0,202362,337083,1961670,83267,254163,133247,182159,84003,0.0,0.0,589.670241969037,5716.19014109284,242.634086601981,740.615579429808,388.27299221511,530.801586584804,244.781049025322,1961.19290021593,0,0,0,0,0,0,0
OH,2018-2019,557,557,Columbus Arts & Technology Academy - 000557 (Franklin),Columbus Arts & Technology Academy - 000557 (Franklin),3900306.0,3900306.0,,390030604843.0,573.0,KG-12,4.0,568.802484999999,Weighted Enrollment,,,8920.09889865371,,,8920.09889865371,,,0.0,,,5073774.41999998,8864.646159,1235401,45503,116492,0,2386502,268999,898168,398,110140,12171,2171.9337952611,79.9984198381271,204.802709327122,4195.6607837253,472.922318544371,1579.05011614005,0.699856295459047,193.634122396634,21.3967771255429,4509.40721540623,0,0,0,0,0,0,0
OH,2018-2019,11468,11468,Columbus Bilingual Academy-North - 011468 (Franklin),Columbus Bilingual Academy-North - 011468 (Franklin),3901375.0,3901375.0,,390137505565.0,302.0,KG-07,3.0,296.356305,Weighted Enrollment,,,13857.3310259081,,,13857.3310259081,,,0.0,,,4106707.41999999,13818.56473,1789096,162977,108436,0,1382037,166969,451172,0,46021,0,6036.97603126749,549.934748309133,365.896922624946,4663.43157436788,563.404952697058,1522.39716985268,0.0,155.289626788942,0.0,9038.6098247513,0,0,0,0,0,0,0
OH,2018-2019,43802,497,Columbus City School District - 043802 (Franklin),Alpine Elementary School - 000497 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000582.0,355.0,KG-03,2.0,346.528180999999,Weighted Enrollment,,,17082.4313419981,,,15706.417943538,,,1376.01339846008,,,5919543.85999999,17181.19136,0,15512,347356,476827,3194882,181577,476271,449752,536662,240704,0.0,44.7649595344166,1002.38947088692,9219.68865787577,523.989735772745,1374.40674702298,1297.88033025804,1548.68232780178,694.615714385434,4243.4312434751,0,0,0,0,0,0,0
OH,2018-2019,43802,10876,Columbus City School District - 043802 (Franklin),Arts Impact Middle School (Aims) - 010876 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000632.0,523.0,06-08,3.0,522.184466,Weighted Enrollment,,,14066.4446728294,,,12690.4511364763,,,1375.9935363531,,,7345278.9,14165.20469,0,21819,512624,718522,2906280,333630,860228,796459,866198,329519,0.0,41.7840847835561,981.691209481516,5565.61969807815,638.911499140611,1647.36371150496,1525.24500795854,1658.79681683215,631.039108696887,4834.99551286918,0,0,0,0,0,0,0
OH,2018-2019,43802,70086,Columbus City School District - 043802 (Franklin),Avalon Elementary School - 070086 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000584.0,445.0,KG-03,2.0,444.118754999999,Weighted Enrollment,,,16075.8424174183,,,14699.8330210126,,,1376.00939640569,,,7139583.11999999,16174.60244,0,19512,425320,611112,3783178,269923,475884,574092,660727,319837,0.0,43.9332043070327,957.670882419726,8518.39249616922,607.771720876773,1071.52347123912,1292.65430368956,1487.72663293627,720.16030937491,3973.55358253221,0,0,0,0,0,0,0
OH,2018-2019,43802,1396,Columbus City School District - 043802 (Franklin),Avondale Elementary School - 001396 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000585.0,278.0,PK-05,2.0,279.395361999999,Weighted Enrollment,,,17950.6348784701,,,16574.6071332422,,,1376.02774522792,,,5015324.12999998,18049.3949,0,11938,279806,384456,2634482,202815,606819,262645,418520,213845,0.0,42.7266219258142,1001.46955911172,9429.22449084894,725.905714927365,2171.89904533919,940.048067082802,1497.94870252713,765.384931479285,4882.04900838689,0,0,0,0,0,0,0
OH,2018-2019,43802,1917,Columbus City School District - 043802 (Franklin),Beatty Park Elementary School - 001917 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000587.0,79.0,KG-05,2.0,91.7300289999999,Weighted Enrollment,,,23361.9852011602,,,21985.9816026004,,,1376.00359855985,,,2142995.58,23460.74522,0,3940,126183,126221,1205268,57407,197670,168769,138158,119380,0.0,42.9520195616639,1375.59315499616,13139.2946578051,625.821016583347,2154.91167020126,1839.84679651632,1506.13731954668,1301.4249673899,6039.12465785875,0,0,0,0,0,0,0
OH,2018-2019,43802,68528,Columbus City School District - 043802 (Franklin),Beechcroft High School - 068528 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000590.0,631.0,09-12,4.0,647.462537,Weighted Enrollment,,,17275.6672252064,,,15899.6669177168,,,1376.0003074896,,,11185347.3299999,17374.42725,0,27070,740193,890909,5733794,255818,1392474,723116,1001869,420104,0.0,41.8099248265849,1143.22059995882,8855.79284103034,395.108698003325,2150.66347537571,1116.84665702905,1547.37755892739,648.847162565637,4847.64935519349,0,0,0,0,0,0,0
OH,2018-2019,43802,8002527,Columbus City School District - 043802 (Franklin),Berwick Alternative K-8 School - 002527 (Franklin),,3904380.0,,,,,,750.895714,Weighted Enrollment,,,14767.7931079521,,,13391.7796606307,,,1376.01344732139,,,11089072.5499999,14866.55313,0,31210,691718,1033243,5438809,415771,980055,914572,1066279,517416,0.0,41.5642670721116,921.189943028492,7243.09450513123,553.70008411048,1305.18154748716,1217.97525668124,1420.00934366766,689.064713452337,4039.61109837948,0,0,0,0,0,0,0
OH,2018-2019,43802,2733,Columbus City School District - 043802 (Franklin),Binns Elementary School - 002733 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000593.0,388.0,KG-05,2.0,385.659387999999,Weighted Enrollment,,,16169.806036201,,,14793.7981740509,,,1376.00786215011,,,6236037.5,16268.56606,0,15943,354765,530670,3411798,227785,563338,319374,542154,270210,0.0,41.3405987150506,919.890818267856,8846.66243363954,590.638130660519,1460.71418855231,828.123935103066,1405.7846557595,700.643413353132,3840.7076712988,0,0,0,0,0,0,0
OH,2018-2019,43802,67728,Columbus City School District - 043802 (Franklin),Briggs High School - 067728 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000595.0,976.0,09-12,4.0,927.082118999999,Weighted Enrollment,,,15709.0424370485,,,14333.0398221173,,,1376.00261493124,,,14563572.3499998,15807.80246,0,38909,947607,1275667,7739385,360415,1409895,844570,1347196,599928,0.0,41.9694320520057,1022.13887052652,8348.11114504941,388.762767195599,1520.78783648722,910.997863825697,1453.15738745253,647.11451952834,3884.65677008704,0,0,0,0,0,0,0
OH,2018-2019,43802,3665,Columbus City School District - 043802 (Franklin),Broadleigh Elementary School - 003665 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000596.0,324.0,PK-05,2.0,328.223975,Weighted Enrollment,,,16106.5631174566,,,14730.5743585611,,,1375.9887588955,,,5286560.17000001,16205.32314,0,13595,307600,451632,2671319,199841,478918,379373,484937,299344,0.0,41.4209534815365,937.165878878896,8138.70638182364,608.855827792591,1459.12065076903,1155.83442678128,1477.45755013782,912.012688896355,4202.39773770333,0,0,0,0,0,0,0
OH,2018-2019,43802,4135,Columbus City School District - 043802 (Franklin),Buckeye Middle School - 004135 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000598.0,425.0,06-08,3.0,433.323274,Weighted Enrollment,,,14190.4951544328,,,12814.5002892228,,,1375.99486521003,,,6149071.81999999,14289.25518,0,18182,437902,596251,2397836,261219,966619,591554,605023,274486,0.0,41.9602663668603,1010.56655913663,5533.59684068114,602.826055449769,2230.71168339782,1365.1554520471,1396.23988902105,633.443543122495,5251.22001639817,0,0,0,0,0,0,0
OH,2018-2019,43802,4341,Columbus City School District - 043802 (Franklin),Burroughs Elementary School - 004341 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000599.0,452.0,PK-05,2.0,451.381603,Weighted Enrollment,,,16593.059797344,,,15217.0593447957,,,1376.00045254835,,,7489801.93000001,16691.81982,0,18758,413205,621101,3983512,275856,852534,349025,640627,335183,0.0,41.5564344566342,915.423086040128,8825.15273889002,611.137933328664,1888.72128224508,773.237450707533,1419.25828554426,742.572133583386,4230.07618677803,0,0,0,0,0,0,0
OH,2018-2019,43802,24653,Columbus City School District - 043802 (Franklin),Cassady Alternative Elementary School - 024653 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000601.0,357.0,PK-05,2.0,359.901487999999,Weighted Enrollment,,,16533.0171405126,,,15157.0174947429,,,1375.99964576973,,,5950257.46999999,16631.77716,0,15034,331553,495224,3043873,238832,555112,437217,523581,309831,0.0,41.7717917298524,921.233145887966,8457.51579665605,663.60384150454,1542.40120841067,1214.82537465919,1454.78931723672,860.877018657948,4383.83536219221,0,0,0,0,0,0,0
OH,2018-2019,43802,5181,Columbus City School District - 043802 (Franklin),Cedarwood Alternative Elementary School - 005181 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000602.0,387.0,PK-05,2.0,396.410088999999,Weighted Enrollment,,,16420.9245945806,,,15044.9199339121,,,1376.00466066846,,,6509420.17999998,16519.68462,0,16714,368709,545462,3241416,227379,775760,480848,573694,279437,0.0,42.1633819718448,930.120701342694,8176.92659684048,573.595744178953,1956.96436979433,1213.00769920616,1447.22355943872,704.917881138992,4715.85189649398,0,0,0,0,0,0,0
OH,2018-2019,43802,68536,Columbus City School District - 043802 (Franklin),Centennial High School - 068536 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000603.0,750.0,09-12,4.0,743.479354,Weighted Enrollment,,,16490.6166715154,,,15114.6097461099,,,1376.00692540549,,,12260433.0299999,16589.37669,0,31532,741588,1023033,6380509,307571,1301706,883802,1104840,485852,0.0,42.4116417360528,997.455418244202,8581.95879370705,413.691433857892,1750.83042050418,1188.73822823061,1486.03927473687,653.484535093088,4393.12714257293,0,0,0,0,0,0,0
OH,2018-2019,43802,5827,Columbus City School District - 043802 (Franklin),Champion Middle School - 005827 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000605.0,417.0,06-08,3.0,418.771101,Weighted Enrollment,,,14016.4882342251,,,12640.485428339,,,1376.00280588607,,,5869700.20999999,14115.24826,0,16797,457311,576230,2402191,232236,851571,486106,583038,264221,0.0,40.1107429808056,1092.03122877383,5736.28534601293,554.565344756203,2033.49956089735,1160.79105945756,1392.25848824749,630.94365721287,4880.99793686574,0,0,0,0,0,0,0
OH,2018-2019,43802,6692,Columbus City School District - 043802 (Franklin),Clinton Elementary School - 006692 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000609.0,491.0,KG-05,2.0,494.329719999999,Weighted Enrollment,,,15387.0339618665,,,14011.0272957086,,,1376.00666615796,,,7606268.18999997,15485.79398,0,20329,446649,680201,4278449,145237,669825,328953,688202,348424,0.0,41.1236856242428,903.545613239681,8655.05039834545,293.805923706144,1355.01575749886,665.451735331632,1392.19246214854,704.841719814055,3258.94271540056,0,0,0,0,0,0,0
OH,2018-2019,43802,6874,Columbus City School District - 043802 (Franklin),Colerain Elementary School - 006874 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000611.0,204.0,PK-05,2.0,207.34535,Weighted Enrollment,,,23478.7496801832,,,22102.7143844796,,,1376.03529570352,,,4868209.56999997,23577.5097,0,8721,257003,285315,2676878,113643,456889,282247,625385,162130,0.0,42.0582858501529,1239.49092661108,12910.2374372031,548.087671124527,2203.51510173727,1361.24046186712,3016.15010898483,781.934391101607,5394.39244719015,0,0,0,0,0,0,0
OH,2018-2019,43802,25163,Columbus City School District - 043802 (Franklin),Columbus Africentric Early College ES - 025163 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000685.0,366.0,PK-05,2.0,367.48065,Weighted Enrollment,,,17618.4151736968,,,16242.4123828016,,,1376.00279089524,,,6474426.65999999,17717.1752,0,14988,349539,505654,2874836,275632,1093373,488530,532316,339558,0.0,40.7860930908879,951.177266068294,7823.09386902412,750.058703771204,2975.32150332269,1329.40395637158,1448.55390345042,924.01708770244,6046.74752262465,0,0,0,0,0,0,0
OH,2018-2019,43802,142034,Columbus City School District - 043802 (Franklin),Columbus Africentric Early College High School - 142034 (Franklin),3904380.0,3904380.0,36502500300000.0,390438004524.0,313.0,09-12,4.0,309.770457,Weighted Enrollment,,,21689.6276199766,,,20313.6239037798,,,1376.00371619685,,,6718805.86,21788.38764,0,13875,368334,426245,2677779,197195,1851625,468744,492181,222827,0.0,44.7928125050348,1189.05554637832,8644.39868131136,636.583107084352,5977.4094919581,1513.1964634058,1588.85771343907,719.330087697806,9361.0374213316,0,0,0,0,0,0,0
OH,2018-2019,43802,17308,Columbus City School District - 043802 (Franklin),Columbus Africentric Early College Middle School - 017308 (Franklin),3904380.0,3904380.0,36502500300000.0,390438005985.0,148.0,06-08,3.0,144.638266,Weighted Enrollment,,,12300.7116940961,,,10924.688353219,,,1376.02334087716,,,1779153.60999999,12399.47172,0,4807,151624,199026,568230,78455,386201,145735,155329,89747,0.0,33.2333215333209,1048.29831131963,3928.62826494336,542.42319249043,2670.11428358799,1007.58045592167,1073.91594420801,620.494579214605,5301.64956485304,0,0,0,0,0,0,0
OH,2018-2019,43802,23606,Columbus City School District - 043802 (Franklin),Columbus Alternative High School - 023606 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000680.0,815.0,09-12,4.0,798.595500999999,Weighted Enrollment,,,16255.4835880548,,,14879.4705894542,,,1376.01299860065,,,12981556.0599999,16354.24361,0,33106,789543,1098878,6710933,333830,1313363,1055111,1133562,513231,0.0,41.4554802256518,988.664360131426,8403.41975580448,418.020912441879,1644.59147134614,1321.20789395731,1419.44426005475,642.666455492591,4413.9401181024,0,0,0,0,0,0,0
OH,2018-2019,43802,11997,Columbus City School District - 043802 (Franklin),Columbus City Preparatory School for Boys - 011997 (Franklin),3904380.0,3904380.0,36502500300000.0,390438005572.0,166.0,06-08,3.0,159.558805,Weighted Enrollment,,,18364.8216718594,,,16988.8072300365,,,1376.01444182287,,,2930268.99999999,18463.58169,0,6875,181784,219555,925517,120456,895176,235991,240095,104819,0.0,43.0905709026838,1139.29287700543,5800.47450217492,754.929569696889,5610.32197502356,1479.02010171109,1504.74585216403,656.931781357975,9026.65509433965,0,0,0,0,0,0,0
OH,2018-2019,43802,11996,Columbus City School District - 043802 (Franklin),Columbus City Preparatory School for Girls - 011996 (Franklin),3904380.0,3904380.0,36502500300000.0,390438005610.0,280.0,06-08,3.0,282.467839999999,Weighted Enrollment,,,16070.7072706046,,,14694.6918629745,,,1376.01540763012,,,4539457.96999998,16169.46729,0,12362,304431,388680,1395488,215894,1174231,447008,417917,183447,0.0,43.7628935032037,1077.75302845095,4940.34163322807,764.313240048848,4157.04368327382,1582.51095062715,1479.52103149158,649.445402350937,7625.38379590397,0,0,0,0,0,0,0
OH,2018-2019,43802,70102,Columbus City School District - 043802 (Franklin),Columbus Downtown High School - 070102 (Franklin),3904380.0,3904380.0,36502500300000.0,390438004238.0,33.0,10-12,4.0,16.210538,Weighted Enrollment,,,85993.9565238373,,,84618.008359748,,,1375.94816408931,,,1394008.30000001,86092.71655,0,721,108040,22305,1069351,29263,38954,11068,77367,36939,0.0,44.4920458531357,6664.80162472089,65966.3923553934,1805.208439103,2403.02943677747,682.770676704252,4772.61766389246,2278.69611730345,11600.3022231587,0,0,0,0,0,1,0
OH,2018-2019,43802,712011995,Columbus City School District - 043802 (Franklin),Columbus North International School (7-12) - 011995 (Franklin),,3904380.0,,,,,,498.961963999999,Weighted Enrollment,,,18930.0073381944,,,17554.0071827998,,,1376.00015539461,,,9445353.6399999,19028.76736,0,21959,552890,686572,3990281,288145,2051534,763361,765313,325298,0.0,44.0102484445087,1108.08009405702,7997.16468969154,577.489850508925,4111.60358507807,1529.89771781481,1533.8112826572,651.949714547781,7371.08149590333,0,0,0,0,0,0,0
OH,2018-2019,43802,612000513,Columbus City School District - 043802 (Franklin),Columbus Scioto 6-12 - 000513 (Franklin),,3904380.0,,,,,,128.122576999999,Weighted Enrollment,,,27148.0451099574,,,25772.0684934396,,,1375.97661651778,,,3478277.49999996,27246.80513,0,5397,224246,176294,1676903,79656,786280,210368,215271,103861,0.0,42.1273137520484,1750.24827981722,13088.2747542613,621.718918438551,6136.93346177387,1641.92833867211,1680.19840874727,810.639017977291,10192.9563124538,0,0,0,0,0,0,0
OH,2018-2019,43802,7001925,Columbus City School District - 043802 (Franklin),Columbus Spanish Immersion K-7 School - 001925 (Franklin),,3904380.0,,,,,,404.130500999999,Weighted Enrollment,,,14656.5139363237,,,13280.510000407,,,1376.00393591672,,,5923144.31999999,14755.27396,0,16328,379079,556085,3023041,227285,400293,482528,560932,277573,0.0,40.4032607279003,938.0111599149,7480.35899918383,562.404791119688,990.505020060339,1193.98958704183,1387.99832878736,686.838853571213,3725.31381886465,0,0,0,0,0,0,0
OH,2018-2019,43802,7120,Columbus City School District - 043802 (Franklin),Como Elementary School - 007120 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000612.0,354.0,PK-05,2.0,353.619967,Weighted Enrollment,,,16079.5028579367,,,14703.4971585753,,,1376.00569936142,,,5686033.27,16178.26288,0,14807,329652,486583,3103056,222197,442082,325278,503729,258650,0.0,41.8718154566198,932.222104980852,8775.11506583002,628.348653174327,1250.16051483314,919.852922219179,1424.49122506705,731.434857014167,3772.45601066411,0,0,0,0,0,0,0
OH,2018-2019,43802,7567,Columbus City School District - 043802 (Franklin),Cranbrook Elementary School - 007567 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000614.0,286.0,KG-05,2.0,300.528283,Weighted Enrollment,,,17386.8170337898,,,16010.8034490717,,,1376.01358471807,,,5225230.27000001,17485.57706,0,12645,295307,413531,2844864,166133,379878,457258,435047,220568,0.0,42.0753077672892,982.62578500806,9466.20917539406,552.802246569252,1264.03271002616,1521.51443263661,1447.60897595784,733.934815712503,4363.05048200737,0,0,0,0,0,0,0
OH,2018-2019,43802,8474,Columbus City School District - 043802 (Franklin),Devonshire Alternative Elementary School - 008474 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000619.0,521.0,PK-05,2.0,527.218254,Weighted Enrollment,,,15820.9744573828,,,14444.9641533086,,,1376.01030407418,,,8341106.52999998,15919.73448,0,21878,481293,725458,4523774,287166,541839,633490,770293,355916,0.0,41.4965336158485,912.891362065774,8580.45852107389,544.682221871627,1027.73222643387,1201.57015655986,1461.05062591402,675.082505773786,3728.37250054698,0,0,0,0,0,0,0
OH,2018-2019,43802,8581,Columbus City School District - 043802 (Franklin),Dominion Middle School - 008581 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000620.0,682.0,06-08,3.0,690.857432999999,Weighted Enrollment,,,12336.7146720704,,,10960.7040444189,,,1376.01062765145,,,8522911.02999999,12435.47469,0,27785,632870,950627,3372331,317469,1017079,846598,931522,426631,0.0,40.2180083368951,916.064704192015,4881.37016251806,459.529108084446,1472.19746277232,1225.4302401057,1348.35631130858,617.538047100956,4113.43952349137,0,0,0,0,0,0,0
OH,2018-2019,43802,8912,Columbus City School District - 043802 (Franklin),Duxberry Park Alternative Elementary School - 008912 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000622.0,250.0,PK-05,2.0,250.026394,Weighted Enrollment,,,17914.7176357708,,,16538.6923510163,,,1376.02528475453,,,4479152.25,18013.47766,0,10589,248577,344043,2279430,190280,513715,338194,369382,184941,0.0,42.3530085387704,994.20499581336,9116.75852910156,761.038532595882,2054.64407889672,1352.63371434297,1477.3723449373,739.68714678979,5204.8743301877,0,0,0,0,0,0,0
OH,2018-2019,43802,9233,Columbus City School District - 043802 (Franklin),Eakin Elementary School - 009233 (Franklin),3904380.0,3904380.0,36502500300000.0,390438004315.0,274.0,PK-05,2.0,280.907277999999,Weighted Enrollment,,,16597.681887046,,,15221.6618609646,,,1376.02002608134,,,4662409.63999998,16696.44191,0,12068,284472,386534,2409734,234074,423352,219689,422679,269808,0.0,42.9614358372017,1012.68903399505,8578.39696129201,833.276914954121,1507.08786548421,782.070196130696,1504.69255552716,960.486897744241,4178.08544640128,0,0,0,0,0,0,0
OH,2018-2019,43802,9001,Columbus City School District - 043802 (Franklin),East Columbus Elementary School - 009001 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000625.0,377.0,PK-05,2.0,376.204752,Weighted Enrollment,,,16614.0651248339,,,15238.0771096693,,,1375.98801516467,,,6250290.25000002,16712.82515,0,15891,355729,517653,3269792,242064,566967,420590,552617,308986,0.0,42.2404818533499,945.571787992726,8691.52192421011,643.437778797648,1507.07110153674,1117.98231618297,1468.92695284189,821.324766253882,4256.30346636343,0,0,0,0,0,0,0
OH,2018-2019,43802,9514,Columbus City School District - 043802 (Franklin),East High School - 009514 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000624.0,525.0,09-12,4.0,503.740463999999,Weighted Enrollment,,,18288.9877196761,,,16912.9832500411,,,1376.00446963498,,,9212903.15999993,18387.74774,0,20779,552944,693149,4288424,214782,1874950,504212,732516,331147,0.0,41.2490587613386,1097.67580632553,8513.16180945107,426.37499932902,3722.05519308846,1000.93587081779,1454.15453462559,657.375977642326,6288.29092832214,0,0,0,0,0,0,0
OH,2018-2019,43802,9076,Columbus City School District - 043802 (Franklin),East Linden Elementary School - 009076 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000626.0,316.0,PK-05,2.0,314.482951999999,Weighted Enrollment,,,17017.8688732228,,,15641.8761612236,,,1375.99271199921,,,5351829.64,17116.6289,0,13335,286686,432726,2647029,223154,602365,337960,490947,317627,0.0,42.4035386185258,911.610909833993,8417.08360712676,709.590102041524,1915.41333534671,1074.65329312986,1561.12424179991,1009.99713332632,4653.67117897061,0,0,0,0,0,0,0
OH,2018-2019,43802,435,Columbus City School District - 043802 (Franklin),Eastgate Elementary School - 000435 (Franklin),3904380.0,3904380.0,36502500300000.0,390438005270.0,283.0,PK-05,2.0,280.574315999999,Weighted Enrollment,,,17248.4214128851,,,15872.4375541202,,,1375.98385876489,,,4839464.03999998,17347.18143,0,11906,269488,386066,2434494,209438,530361,372597,415392,209722,0.0,42.433641716514,960.487167328601,8676.82564358459,746.462231418217,1890.26888690695,1327.98042711792,1480.50540021632,747.474155831142,4967.6323544882,0,0,0,0,0,0,0
OH,2018-2019,43802,9613,Columbus City School District - 043802 (Franklin),Easthaven Elementary School - 009613 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000628.0,435.0,PK-05,2.0,456.860157999999,Weighted Enrollment,,,15750.2372750131,,,14374.2324538617,,,1376.00482115142,,,7195655.88999999,15848.9973,0,18984,420435,628642,3779575,282731,481417,610516,659408,313948,0.0,41.554028442988,920.270005247426,8272.93650763044,618.856941340024,1053.75163837333,1336.33084283966,1443.34702524005,687.185464747835,3970.76345624342,0,0,0,0,0,0,0
OH,2018-2019,43802,138198,Columbus City School District - 043802 (Franklin),Eastmoor Academy - 138198 (Franklin),3904380.0,3904380.0,36502500300000.0,390438002560.0,758.0,09-12,4.0,741.177639,Weighted Enrollment,,,17094.3013568167,,,15718.2912799665,,,1376.01007685014,,,12669913.9199999,17193.06138,0,30896,749231,1019868,6324331,332714,1692008,967754,1072603,480509,0.0,41.6849461914216,1010.86525088758,8532.81399386621,448.899713770237,2282.86433773536,1305.697607534,1447.16106309839,648.304366883361,5090.01185611859,0,0,0,0,0,0,0
OH,2018-2019,43802,18879,Columbus City School District - 043802 (Franklin),Ecole Kenwood French Immersion - 018879 (Franklin),3904380.0,3904380.0,36502500300000.0,390438004318.0,376.0,PK-07,3.0,373.837466,Weighted Enrollment,,,15446.4084399716,,,14070.3935758006,,,1376.01486417094,,,5774446.19,15545.16846,0,15089,347128,514406,3058245,177606,412094,477014,515240,257624,0.0,40.3628886142728,928.554496461304,8180.68200258989,475.087694928896,1102.33443001135,1275.99316115629,1378.24569996416,689.133202074507,3822.33267117211,0,0,0,0,0,0,0
OH,2018-2019,43802,11189,Columbus City School District - 043802 (Franklin),Fairmoor Elementary School - 011189 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000634.0,372.0,PK-05,2.0,374.450087,Weighted Enrollment,,,16934.2649932406,,,15558.2600785989,,,1376.00491464166,,,6341037.0,17033.02502,0,15929,353581,515245,3294833,243824,667627,412876,561083,276038,0.0,42.5407832793479,944.266411667303,8799.12576973179,651.152979969797,1782.9535715931,1102.61910554716,1498.41815900018,737.183297810262,4523.5328520567,0,0,0,0,0,0,0
OH,2018-2019,43802,11312,Columbus City School District - 043802 (Franklin),Fairwood Alternative Elementary School - 011312 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000635.0,296.0,PK-06,2.0,302.075829,Weighted Enrollment,,,17668.6780854617,,,16292.6529285466,,,1376.02515691515,,,5337280.58,17767.43811,0,13047,297536,415664,2643207,220199,606020,384345,463489,293774,0.0,43.191704689487,984.970167871326,8750.14286561804,728.951901676318,2006.1851754448,1272.34652064796,1534.34593404691,972.518658551788,5035.64547032989,0,0,0,0,0,0,0
OH,2018-2019,43802,11957,Columbus City School District - 043802 (Franklin),Forest Park Elementary School - 011957 (Franklin),3904380.0,3904380.0,36502500300000.0,390438004316.0,398.0,KG-05,2.0,403.188043,Weighted Enrollment,,,17046.5413826768,,,15670.5293217239,,,1376.0120609529,,,6872961.65999997,17145.3014,0,17409,378139,554792,3712692,251068,499347,562904,604475,292137,0.0,43.1779917640067,937.872802939246,9208.33835342679,622.706611366447,1238.49583009583,1396.13257330649,1499.23830950512,724.566849319982,4238.38580947202,0,0,0,0,0,0,0
OH,2018-2019,43802,68239,Columbus City School District - 043802 (Franklin),Fort Hayes Arts and Academic HS - 068239 (Franklin),3904380.0,3904380.0,36502500300000.0,390438004236.0,702.0,09-12,4.0,689.556428999999,Weighted Enrollment,,,18056.5960324038,,,16680.5838307976,,,1376.0122016062,,,12451041.8799999,18155.35605,0,29129,716481,948838,5932999,510951,1874722,995015,993794,449112,0.0,42.2430257698315,1039.04691460718,8604.08068213364,740.984694669563,2718.73649661816,1442.97852670734,1441.20719959236,651.306290699524,5983.98965837208,0,0,0,0,0,0,0
OH,2018-2019,43802,120246,Columbus City School District - 043802 (Franklin),Fort Hayes Career Center - 120246 (Franklin),3904380.0,3904380.0,36502500300000.0,390438000356.0,87.0,10-12,4.0,42.1915929999999,Weighted Enrollment,,,37503.5066820066,,,36127.5605308386,,,1375.94615116807,,,1582332.69,37602.2667,0,1753,165330,58053,915461,3318,103858,22289,105908,206363,0.0,41.5487985959667,3918.55363223664,21697.7123854984,78.633437708787,2461.56906187448,528.282257557803,2510.16808016706,4891.09287719948,7028.58718797367,0,0,0,0,0,1,0
