state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_NE,enrollmetric,pp_stloc_raw_NE,pp_fed_raw_NE,pp_total_raw_NE,schoolstloc_raw_NE,schoolfed_raw_NE,schooltot_raw_NE,pp_total_norm_NERDS,pp_schsalary_raw_NE,pp_schbenefits_raw_NE,pp_schbuildcontents_raw_NE,pp_stloc_operational_NE,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
NE,2018-2019,260561,4,EMERSON-HUBBARD PUBLIC SCHOOLS,EMERSON-HUBBARD MIDDLE SCHOOL,3100141,3100141,28502602500000.0,310014102390,,06-08,3.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,320095,4,EUSTIS-FARNAM PUBLIC SCHOOLS,ELEMENTARY SCHOOL AT EUSTIS,3100111,3100111,28503230100000.0,310011100481,92.0,PK-06,2.0,89.31,ADM,15758,612,19527,1407346.98,54657.72,1743956.37,,9705,3732,3157,15758,0,0,1,1,0,0,1
NE,2018-2019,320095,1,EUSTIS-FARNAM PUBLIC SCHOOLS,EUSTIS-FARNAM HIGH SCHOOL,3100111,3100111,28503230100000.0,310011100470,80.0,07-12,4.0,80.48,ADM,21159,612,25085,1702876.32,49253.76,2018840.8,,13094,5384,3314,21159,0,0,1,1,0,0,1
NE,2018-2019,450029,2,EWING PUBLIC SCHOOLS,EWING ELEMENTARY SCHOOL,3100020,3100020,28504501800000.0,310002000942,82.0,PK-06,2.0,78.42,ADM,17619,739,19604,1381681.98,57952.38,1537345.68,19716.0,11369,4884,1246,17619,0,0,1,1,0,0,0
NE,2018-2019,450029,1,EWING PUBLIC SCHOOLS,EWING HIGH SCHOOL,3100020,3100020,28504501800000.0,310002000943,55.0,07-12,4.0,54.37,ADM,22566,510,26418,1226913.42,27728.6999999999,1436346.66,26530.0,14358,5192,3342,22566,0,0,1,1,0,0,0
NE,2018-2019,300001,3,EXETER-MILLIGAN PUBLIC SCHOOLS,EXETER-MILLIGAN ELEM-EXETER,3100133,3100133,28503000100000.0,310013301346,62.0,PK-02,2.0,33.91,ADM,23622,1070,29213,801022.019999999,36283.7,990612.83,27373.0,10002,4634,4521,23622,0,0,1,1,0,0,0
NE,2018-2019,300001,4,EXETER-MILLIGAN PUBLIC SCHOOLS,EXETER-MILLIGAN ELEM-MILLIGAN,3100133,3100133,28503000100000.0,310013301350,51.0,03-06,2.0,49.09,ADM,20988,246,25755,1030300.92,12076.14,1264312.95,23915.0,8802,4684,4521,20988,0,0,1,1,0,0,0
NE,2018-2019,300001,1,EXETER-MILLIGAN PUBLIC SCHOOLS,EXETER-MILLIGAN HIGH SCHOOL,3100133,3100133,28503000100000.0,310013301344,74.0,07-12,4.0,72.67,ADM,32484,246,37253,2360612.28,17876.82,2707175.51,35413.0,17092,7218,4523,32484,0,0,1,1,0,0,0
NE,2018-2019,480008,3,FAIRBURY PUBLIC SCHOOLS,CENTRAL ELEMENTARY SCHOOL,3170440,3170440,28504801300000.0,317044000946,287.0,PK-02,2.0,191.66,ADM,14261,1247,16803,2733263.26,239000.02,3220462.98,16540.0,9054,4087,1295,14261,0,0,1,1,0,0,0
NE,2018-2019,480008,1,FAIRBURY PUBLIC SCHOOLS,FAIRBURY JR-SR HIGH SCHOOL,3170440,3170440,28504801300000.0,317044000948,377.0,07-12,4.0,377.51,ADM,14475,106,16555,5464457.25,40016.06,6249678.05,16292.0,8448,3651,1974,14475,0,0,1,1,0,0,0
NE,2018-2019,480008,8,FAIRBURY PUBLIC SCHOOLS,JEFFERSON INTERMEDIATE SCHOOL,3170440,3170440,28504801300000.0,317044001928,235.0,03-06,2.0,231.34,ADM,12306,542,13899,2846870.04,125386.28,3215394.66,13636.0,7176,3158,1051,12306,0,0,1,1,0,0,0
NE,2018-2019,740056,2,FALLS CITY PUBLIC SCHOOLS,FALLS CITY MIDDLE SCHOOL,3170530,3170530,28507401900000.0,317053001804,166.0,06-08,3.0,164.9,ADM,12882,321,15224,2124241.8,52932.9,2510437.6,15276.0,8054,3708,2021,16390.811400849,0,0,1,1,0,0,0
NE,2018-2019,740056,3,FALLS CITY PUBLIC SCHOOLS,FALLS CITY NORTH ELEMENTARY,3170530,3170530,28507401900000.0,317053000960,309.0,PK-02,2.0,166.14,ADM,12535,1006,14808,2082564.9,167136.84,2460201.11999999,14860.0,9280,4300,1267,16017.6230889611,0,0,1,1,0,0,0
NE,2018-2019,740056,1,FALLS CITY PUBLIC SCHOOLS,FALLS CITY SENIOR HIGH,3170530,3170530,28507401900000.0,317053000959,251.0,09-12,4.0,248.72,ADM,15553,321,18471,3868342.16,79839.12,4594107.12,18523.0,10155,4038,2597,17879.3227725956,0,0,1,1,0,0,0
NE,2018-2019,740056,4,FALLS CITY PUBLIC SCHOOLS,FALLS CITY SOUTH ELEMENTARY,3170530,3170530,28507401900000.0,317053000961,170.0,03-05,2.0,171.97,ADM,12989,919,15072,2233718.33,158040.43,2591931.84,15124.0,9251,3814,1164,16353.5577717043,0,0,1,1,0,0,0
NE,2018-2019,300025,2,FILLMORE CENTRAL PUBLIC SCHS,FILLMORE CENTRAL ELEMENTARY,3100118,3100118,28503030100000.0,310011800992,241.0,PK-04,2.0,177.86,ADM,13233,1089,16009,2353621.38,193689.54,2847360.74,15421.0,7471,3383,1687,13233,0,0,1,1,0,0,0
NE,2018-2019,300025,1,FILLMORE CENTRAL PUBLIC SCHS,FILLMORE CENTRAL HIGH SCHOOL,3100118,3100118,28503030100000.0,310011800993,177.0,09-12,4.0,175.3,ADM,15888,202,19018,2785166.4,35410.6,3333855.4,18430.0,9019,3696,2928,15888,0,0,1,1,0,0,0
NE,2018-2019,300025,6,FILLMORE CENTRAL PUBLIC SCHS,FILLMORE CENTRAL MIDDLE SCHOOL,3100118,3100118,28503030100000.0,310011800734,169.0,05-08,3.0,169.53,ADM,13052,0,15496,2212705.56,0,2627036.88,14908.0,7258,3010,2444,13052,0,0,1,1,0,0,0
NE,2018-2019,890003,2,FORT CALHOUN COMMUNITY SCHS,FORT CALHOUN ELEMENTARY SCHOOL,3170650,3170650,28508901600000.0,317065000968,383.0,PK-06,2.0,351.88,ADM,9739,139,11163,3426959.32,48911.32,3928036.44,10435.0,5985,2329,1285,9739,0,0,1,1,0,0,0
NE,2018-2019,890003,1,FORT CALHOUN COMMUNITY SCHS,FORT CALHOUN HIGH SCHOOL,3170650,3170650,28508901600000.0,317065000969,336.0,07-12,4.0,332.68,ADM,12582,466,15464,4185779.76,155028.88,5144563.52,14736.0,7588,2758,2416,12582,0,0,1,1,0,0,0
NE,2018-2019,310506,2,FRANKLIN PUBLIC SCHOOLS,FRANKLIN ELEMENTARY SCHOOL,3100065,3100065,28503100300000.0,310006500970,158.0,PK-06,2.0,123.86,ADM,16893,1597,20897,2092366.98,197804.42,2588302.42,,9896,3903,2407,17007.5890521556,0,0,1,1,0,0,1
NE,2018-2019,310506,1,FRANKLIN PUBLIC SCHOOLS,FRANKLIN SECONDARY SCHOOL,3100065,3100065,28503100300000.0,310006500971,123.0,07-12,4.0,120.74,ADM,22606,485,25507,2729448.44,58558.8999999999,3079715.17999999,,11771,4868,2416,22723.5501076693,0,0,1,1,0,0,1
NE,2018-2019,340034,2,FREEMAN PUBLIC SCHOOLS,FREEMAN ELEMENTARY-ADAMS,3100116,3100116,28503430100000.0,310011600594,255.0,PK-06,2.0,229.95,ADM,11732,456,13756,2697773.4,104857.2,3163192.19999999,13818.0,7793,3085,1568,11732,0,0,1,1,0,0,0
NE,2018-2019,340034,1,FREEMAN PUBLIC SCHOOLS,FREEMAN HIGH SCHOOL,3100116,3100116,28503430100000.0,310011600593,187.0,07-12,4.0,184.66,ADM,13297,300,15165,2455424.02,55398,2800368.9,15227.0,8211,3214,1568,13297,0,0,1,1,0,0,0
NE,2018-2019,270001,16,FREMONT PUBLIC SCHOOLS,BELL FIELD ELEMENTARY SCHOOL,3170710,3170710,28502704100000.0,317071001331,305.0,PK-04,2.0,274.89,ADM,10400,1487,12548,2858856,408761.43,3449319.71999999,12448.0,8336,2201,661,11629.0225180981,0,0,1,1,0,0,0
NE,2018-2019,270001,10,FREMONT PUBLIC SCHOOLS,CLARMAR ELEMENTARY SCHOOL,3170710,3170710,28502704100000.0,317071000973,256.0,PK-04,2.0,228.61,ADM,9924,670,11310,2268725.64,153168.7,2585579.1,11210.0,7649,2070,716,11401.8268667162,0,0,1,1,0,0,0
NE,2018-2019,270001,12,FREMONT PUBLIC SCHOOLS,DAVENPORT SCHOOL,3170710,3170710,28502704100000.0,317071000974,84.0,PK-PK,1.0,84,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,270001,24,FREMONT PUBLIC SCHOOLS,ESU #2 INDEPENDENT SCHOOL,3170710,3170710,28502704100000.0,317071002380,0.0,PK-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,270001,4,FREMONT PUBLIC SCHOOLS,FREMONT LEARNING CENTER,3170710,3170710,28502704100000.0,317071000979,0.0,09-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,270001,2,FREMONT PUBLIC SCHOOLS,FREMONT MIDDLE SCHOOL,3170710,3170710,28502704100000.0,317071000978,696.0,07-08,3.0,695.92,ADM,10157,208,11263,7068459.43999999,144751.36,7838146.96,11163.0,7299,2111,898,10642.4667203126,0,0,1,1,0,0,0
NE,2018-2019,270001,1,FREMONT PUBLIC SCHOOLS,FREMONT SENIOR HIGH SCHOOL,3170710,3170710,28502704100000.0,317071000984,1487.0,09-12,4.0,1497.45,ADM,9548,304,10700,14297652.6,455224.8,16022715,10600.0,6780,1930,848,9773.61421082507,0,0,1,1,0,0,0
NE,2018-2019,270001,5,FREMONT PUBLIC SCHOOLS,GRANT ELEMENTARY SCHOOL,3170710,3170710,28502704100000.0,317071000976,140.0,PK-04,2.0,108.99,ADM,14420,3373,18856,1571635.79999999,367623.269999999,2055115.44,18756.0,13511,3383,1063,17519.7889714652,0,0,1,1,0,0,0
NE,2018-2019,270001,11,FREMONT PUBLIC SCHOOLS,HOWARD ELEMENTARY SCHOOL,3170710,3170710,28502704100000.0,317071000977,285.0,PK-04,2.0,263.86,ADM,10911,945,12478,2878976.46,249347.7,3292445.08,12378.0,8325,2211,622,12191.3986962783,0,0,1,1,0,0,0
NE,2018-2019,270001,19,FREMONT PUBLIC SCHOOLS,JOHNSON CROSSING ACADEMIC CENTER (5-6),3170710,3170710,28502704100000.0,317071002246,617.0,05-06,2.0,620.71,ADM,10686,266,11668,6632907.06,165108.86,7242444.28,11568.0,7701,2127,716,11230.2896038407,0,0,1,1,0,0,0
NE,2018-2019,270001,7,FREMONT PUBLIC SCHOOLS,LINDEN ELEMENTARY SCHOOL,3170710,3170710,28502704100000.0,317071000981,337.0,PK-04,2.0,308.69,ADM,10914,1093,12683,3369042.66,337398.17,3915115.27,12583.0,8819,2290,676,12008.4507434643,0,0,1,1,0,0,0
NE,2018-2019,270001,15,FREMONT PUBLIC SCHOOLS,MILLIKEN PARK ELEMENTARY SCH,3170710,3170710,28502704100000.0,317071001805,216.0,PK-04,2.0,187.15,ADM,13462,1151,15598,2519413.3,215409.65,2919165.7,15498.0,11060,2706,985,15267.2150681271,0,0,1,1,0,0,0
NE,2018-2019,270001,21,FREMONT PUBLIC SCHOOLS,PATHFINDER PROGRAM - 9-12,3170710,3170710,28502704100000.0,317071002368,0.0,09-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,270001,20,FREMONT PUBLIC SCHOOLS,PATHFINDER PROGRAM - K-5,3170710,3170710,28502704100000.0,317071002376,0.0,PK-05,2.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,270001,22,FREMONT PUBLIC SCHOOLS,SIXPENCE PRESCHOOL,3170710,3170710,28502704100000.0,317071002377,0.0,PK-PK,1.0,0,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,270001,9,FREMONT PUBLIC SCHOOLS,WASHINGTON ELEMENTARY SCHOOL,3170710,3170710,28502704100000.0,317071000986,309.0,PK-04,2.0,288.56,ADM,9345,1284,11227,2696593.2,370511.04,3239663.12,11127.0,7933,2047,598,10515.7998336567,0,0,1,1,0,0,0
NE,2018-2019,270001,23,FREMONT PUBLIC SCHOOLS,YOUNG ADULT PROGRAM,3170710,3170710,28502704100000.0,317071002367,0.0,12-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,760068,2,FRIEND PUBLIC SCHOOLS,FRIEND ELEMENTARY SCHOOL,3100096,3100096,28507600400000.0,310009600987,148.0,PK-06,2.0,122.24,ADM,14312,934,17861,1749498.88,114172.159999999,2183328.64,,8840,3671,2615,14312.7362565445,0,0,1,1,0,0,1
NE,2018-2019,760068,1,FRIEND PUBLIC SCHOOLS,FRIEND HIGH SCHOOLS,3100096,3100096,28507600400000.0,310009600988,103.0,07-12,4.0,103.44,ADM,18499,111,21225,1913536.56,11481.84,2195514,,10807,4510,2615,18499.8700696055,0,0,1,1,0,0,1
NE,2018-2019,630001,2,FULLERTON PUBLIC SCHOOLS,FULLERTON ELEMENTARY SCHOOL,3100091,3100091,28506301300000.0,310009100989,155.0,PK-06,2.0,152.83,ADM,13503,783,16617,2063663.49,119665.89,2539576.11,15044.0,7841,3459,2331,13503,0,0,1,1,0,0,0
NE,2018-2019,630001,1,FULLERTON PUBLIC SCHOOLS,FULLERTON HIGH SCHOOL,3100091,3100091,28506301300000.0,310009100990,144.0,07-12,4.0,143.22,ADM,16603,334,19269,2377881.66,47835.48,2759706.18,17696.0,9970,3711,2332,16603,0,0,1,1,0,0,0
NE,2018-2019,350001,2,GARDEN COUNTY SCHOOLS,GARDEN COUNTY ELEMENTARY SCH,3170800,3170800,28503503900000.0,317080001806,149.0,PK-06,2.0,125.54,ADM,15244,1401,18083,1913731.76,175881.54,2270139.82,16406.0,11150,1883,1438,15955.8368647443,0,0,1,1,0,0,0
NE,2018-2019,350001,1,GARDEN COUNTY SCHOOLS,GARDEN COUNTY JUNIOR/SENIOR HIGH SCHOOL,3170800,3170800,28503503900000.0,317080000991,115.0,07-12,4.0,115.06,ADM,19555,583,23227,2249998.3,67079.98,2672498.62,21550.0,13735,2246,3089,20331.6730401529,0,0,1,1,0,0,0
NE,2018-2019,300600,2,GENEVA NORTH SCHOOL,GENEVA NORTH ELEMENTARY SCHOOL,3100051,3100051,,310005101873,0.0,07-08,3.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,1
NE,2018-2019,300600,1,GENEVA NORTH SCHOOL,GENEVA NORTH HIGH SCHOOL,3100051,3100051,,310005101872,6.0,09-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,1
NE,2018-2019,790016,4,GERING PUBLIC SCHOOLS,GEIL ELEMENTARY SCHOOL,3100098,3100098,28507900100000.0,310009800998,311.0,PK-05,2.0,308,ADM,9215,788,10504,2838220,242704,3235232,10123.0,7064,1474,501,9215,0,0,1,1,0,0,0
NE,2018-2019,790016,7,GERING PUBLIC SCHOOLS,GERING EARLY CHILDHOOD PROGRAM,3100098,3100098,28507900100000.0,310009801763,132.0,PK-PK,1.0,132,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,790016,1,GERING PUBLIC SCHOOLS,GERING HIGH SCHOOL,3100098,3100098,28507900100000.0,310009800999,559.0,09-12,4.0,556.87,ADM,12262,153,13872,6828339.94,85201.11,7724900.64,13491.0,8665,1766,1457,12262,0,0,1,1,0,0,0
NE,2018-2019,790016,2,GERING PUBLIC SCHOOLS,GERING JUNIOR HIGH SCHOOL,3100098,3100098,28507900100000.0,310009801000,325.0,06-08,3.0,320.71,ADM,10243,155,12082,3285032.53,49710.0499999999,3874818.21999999,11701.0,7072,1364,1684,10243,0,0,1,1,0,0,0
NE,2018-2019,790016,3,GERING PUBLIC SCHOOLS,LINCOLN ELEMENTARY SCHOOL,3100098,3100098,28507900100000.0,310009801001,335.0,PK-05,2.0,329.64,ADM,8653,815,10349,2852374.92,268656.6,3411444.36,9968.0,6633,1309,881,8653,0,0,1,1,0,0,0
NE,2018-2019,790016,5,GERING PUBLIC SCHOOLS,NORTHFIELD ELEMENTARY SCHOOL,3100098,3100098,28507900100000.0,310009801003,295.0,PK-05,2.0,296.44,ADM,10317,701,11630,3058371.48,207804.44,3447597.2,11249.0,7979,1582,612,10317,0,0,1,1,0,0,0
NE,2018-2019,100002,2,GIBBON PUBLIC SCHOOLS,GIBBON ELEMENTARY SCHOOL,3170980,3170980,28501008600000.0,317098001005,342.0,PK-06,2.0,297.45,ADM,9854,860,12261,2931072.3,255807,3647034.44999999,12148.0,6396,2838,1547,10164.5698436712,0,0,1,1,0,0,0
NE,2018-2019,100002,1,GIBBON PUBLIC SCHOOLS,GIBBON HIGH SCHOOL,3170980,3170980,28501008600000.0,317098001006,247.0,07-12,4.0,246.39,ADM,14900,258,16687,3671211,63568.6199999999,4111509.92999999,16574.0,8860,3762,1529,15274.9299890417,0,0,1,1,0,0,0
NE,2018-2019,410002,2,GILTNER PUBLIC SCHOOLS,GILTNER ELEMENTARY SCHOOL,3171010,3171010,28504100300000.0,317101001007,125.0,PK-06,2.0,101.25,ADM,14181,972,16789,1435826.25,98415,1699886.25,16690.0,9115,3717,1636,14181,0,0,1,1,0,0,0
NE,2018-2019,410002,1,GILTNER PUBLIC SCHOOLS,GILTNER HIGH SCHOOL,3171010,3171010,28504100300000.0,317101001008,84.0,07-12,4.0,84.05,ADM,16644,740,19237,1398928.2,62197,1616869.84999999,19138.0,9933,4418,1853,16644,0,0,1,1,0,0,0
NE,2018-2019,810010,14,GORDON-RUSHVILLE PUBLIC SCHS,GORDON-RUSHVILLE ELE-RUSHVILLE,3100170,3100170,28508110100000.0,310017001847,99.0,PK-05,2.0,77.1,ADM,13275,2038,17440,1023502.49999999,157129.8,1344624,17022.0,11845,2133,2127,13740.9533073929,0,0,1,1,0,0,0
NE,2018-2019,810010,13,GORDON-RUSHVILLE PUBLIC SCHS,GORDON-RUSHVILLE ELEM-GORDON,3100170,3100170,28508110100000.0,310017001840,202.0,PK-05,2.0,175.33,ADM,12017,1493,14640,2106940.61,261767.69,2566831.2,14222.0,9939,1758,1130,12221.8993326869,0,0,1,1,0,0,0
NE,2018-2019,810010,1,GORDON-RUSHVILLE PUBLIC SCHS,GORDON-RUSHVILLE HIGH SCHOOL,3100170,3100170,28508110100000.0,310017001839,182.0,09-12,4.0,174.79,ADM,15806,247,19570,2762730.73999999,43173.13,3420640.3,19152.0,11773,2098,3517,16011.5323531094,0,0,1,1,0,0,0
NE,2018-2019,810010,15,GORDON-RUSHVILLE PUBLIC SCHS,GORDON-RUSHVILLE MIDDLE SCHOOL,3100170,3100170,28508110100000.0,310017001850,133.0,06-08,3.0,132.19,ADM,13516,938,16554,1786680.04,123994.22,2188273.26,16136.0,10285,1842,2100,13787.7679098267,0,0,1,1,0,0,0
NE,2018-2019,240020,2,GOTHENBURG PUBLIC SCHOOLS,DUDLEY ELEMENTARY SCHOOL,3171100,3171100,28502406800000.0,317110001011,429.0,PK-06,2.0,427.39,ADM,12079,220,13868,5162443.81,94025.8,5927044.52,13612.0,7475,2947,1569,12351.3788577177,0,0,1,1,0,0,0
NE,2018-2019,240020,1,GOTHENBURG PUBLIC SCHOOLS,GOTHENBURG SECONDARY SCHOOL,3171100,3171100,28502406800000.0,317110001012,428.0,07-12,4.0,426.98,ADM,10525,508,12602,4493964.5,216905.84,5380801.96,12346.0,6675,2902,1569,10797.6404047027,0,0,1,1,0,0,0
NE,2018-2019,240020,6,GOTHENBURG PUBLIC SCHOOLS,SWEDE PRESCHOOL ACADEMY,3171100,3171100,28502406800000.0,317110002340,26.0,PK-PK,1.0,26,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,400002,2,GRAND ISLAND PUBLIC SCHOOLS,BARR MIDDLE SCHOOL,3100016,3100016,28504000400000.0,310001601014,719.0,06-08,3.0,725.32,ADM,11243,486,13442,8154772.76,352505.52,9749751.44,12796.0,6945,1618,1713,12054.593503557,0,0,1,1,0,0,0
NE,2018-2019,400002,25,GRAND ISLAND PUBLIC SCHOOLS,CAREER PATHWAYS INSTITUTE,3100016,3100016,28504000400000.0,310001602324,0.0,11-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,400002,6,GRAND ISLAND PUBLIC SCHOOLS,DODGE ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601016,465.0,PK-05,2.0,446.69,ADM,11039,1148,13201,4931010.91,512800.12,5896754.69,12555.0,7198,1587,1014,12356.8378741409,0,0,1,1,0,0,0
NE,2018-2019,400002,22,GRAND ISLAND PUBLIC SCHOOLS,EARLY LEARNING CENTER,3100016,3100016,28504000400000.0,310001602207,338.0,PK-PK,1.0,338,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,400002,18,GRAND ISLAND PUBLIC SCHOOLS,ENGLEMAN ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601863,544.0,PK-05,2.0,527.76,ADM,7952,131,9154,4196747.52,69136.56,4831115.04,8508.0,4897,1314,1071,9067.40283462179,0,0,1,1,0,0,0
NE,2018-2019,400002,5,GRAND ISLAND PUBLIC SCHOOLS,GATES ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601015,398.0,PK-05,2.0,380.46,ADM,9032,141,9947,3436314.71999999,53644.86,3784435.61999999,9301.0,5452,1333,774,10579.2454397308,0,0,1,1,0,0,0
NE,2018-2019,400002,1,GRAND ISLAND PUBLIC SCHOOLS,GRAND ISLAND SENIOR HIGH SCHOOL,3100016,3100016,28504000400000.0,310001601023,2559.0,09-12,4.0,2634.64,ADM,10911,507,12869,28746557.04,1335762.48,33905182.16,12223.0,5347,1325,1451,11134.4328029635,0,0,1,1,0,0,0
NE,2018-2019,400002,7,GRAND ISLAND PUBLIC SCHOOLS,HOWARD ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601018,375.0,PK-05,2.0,368.3,ADM,10600,927,12682,3903980,341414.1,4670780.6,12036.0,7198,1668,1155,12198.3301656258,0,0,1,1,0,0,0
NE,2018-2019,400002,30,GRAND ISLAND PUBLIC SCHOOLS,INDRA HOUSE,3100016,3100016,28504000400000.0,310001602317,0.0,09-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,400002,8,GRAND ISLAND PUBLIC SCHOOLS,JEFFERSON ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601019,298.0,PK-05,2.0,276.23,ADM,10700,1534,13663,2955661,423736.82,3774130.49,13017.0,6844,1778,1429,12831.068312638,0,0,1,1,0,0,0
NE,2018-2019,400002,13,GRAND ISLAND PUBLIC SCHOOLS,KNICKREHM ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601020,235.0,PK-05,2.0,219.99,ADM,9932,1314,12433,2184940.68,289066.86,2735135.67,11787.0,6840,1783,1187,12607.8716305286,0,0,1,1,0,0,0
NE,2018-2019,400002,9,GRAND ISLAND PUBLIC SCHOOLS,LINCOLN ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601021,353.0,PK-05,2.0,283.82,ADM,12053,1021,14169,3420882.46,289780.22,4021445.58,13523.0,8370,1917,1095,14127.0786413924,0,0,1,1,0,0,0
NE,2018-2019,400002,3,GRAND ISLAND PUBLIC SCHOOLS,NEWELL ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601013,462.0,PK-05,2.0,450.02,ADM,9742,318,10846,4384094.84,143106.36,4880916.92,10200.0,5819,1321,786,11050.0863072752,0,0,1,1,0,0,0
NE,2018-2019,400002,15,GRAND ISLAND PUBLIC SCHOOLS,SEEDLING MILE ELEM SCHOOL,3100016,3100016,28504000400000.0,310001601022,125.0,PK-05,2.0,123.66,ADM,10538,251,12192,1303129.08,31038.66,1507662.72,11546.0,7096,1575,1403,15298.350962316,0,0,1,1,0,0,0
NE,2018-2019,400002,17,GRAND ISLAND PUBLIC SCHOOLS,SHOEMAKER ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601862,389.0,PK-05,2.0,377.29,ADM,9805,292,11737,3699328.45,110168.68,4428252.73,11091.0,6047,1598,1640,11365.2454345463,0,0,1,1,0,0,0
NE,2018-2019,400002,12,GRAND ISLAND PUBLIC SCHOOLS,STARR ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601017,536.0,PK-05,2.0,520.24,ADM,9015,1044,11122,4689963.6,543130.56,5786109.28,10476.0,5930,1476,1063,10146.5258342303,0,0,1,1,0,0,0
NE,2018-2019,400002,16,GRAND ISLAND PUBLIC SCHOOLS,STOLLEY PARK ELEM SCHOOL,3100016,3100016,28504000400000.0,310001601025,,PK-05,2.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,400002,23,GRAND ISLAND PUBLIC SCHOOLS,SUCCESS ACADEMY,3100016,3100016,28504000400000.0,310001602235,0.0,06-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
NE,2018-2019,400002,4,GRAND ISLAND PUBLIC SCHOOLS,WALNUT MIDDLE SCHOOL,3100016,3100016,28504000400000.0,310001601027,786.0,06-08,3.0,785,ADM,11067,955,13283,8687595,749675,10427155,12637.0,6731,1729,1261,11816.8917197452,0,0,1,1,0,0,0
NE,2018-2019,400002,10,GRAND ISLAND PUBLIC SCHOOLS,WASMER ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601028,382.0,PK-05,2.0,346.99,ADM,10777,651,12642,3739511.23,225890.49,4386647.58,11996.0,7330,1689,1214,12473.4898123865,0,0,1,1,0,0,0
NE,2018-2019,400002,11,GRAND ISLAND PUBLIC SCHOOLS,WEST LAWN ELEMENTARY SCHOOL,3100016,3100016,28504000400000.0,310001601029,274.0,PK-05,2.0,250.44,ADM,12001,775,14055,3005530.44,194091,3519934.2,13409.0,7232,1819,1279,14351.5230793802,0,0,1,1,0,0,0
NE,2018-2019,400002,19,GRAND ISLAND PUBLIC SCHOOLS,WESTRIDGE MIDDLE SCHOOL,3100016,3100016,28504000400000.0,310001601864,645.0,06-08,3.0,645.34,ADM,10812,601,12464,6977416.08,387849.34,8043517.76,11818.0,6849,1768,1051,11724.1780766727,0,0,1,1,0,0,0
