state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_WA,enrollmetric,pp_stloc_raw_WA,pp_fed_raw_WA,pp_total_raw_WA,schoolstloc_raw_WA,schoolfed_raw_WA,schooltot_raw_WA,pp_total_norm_NERDS,nonperfed_admin_raw_WA,nonperfed_instruction_raw_WA,nonperfed_instructionsupport_raw_WA,nonperfed_food_raw_WA,nonperfed_maintenanceops_raw_WA,nonperfed_publicactives_raw_WA,nonperstloc_admin_raw_WA,nonperstloc_instruction_raw_WA,nonperstloc_instructionsupport_raw_WA,nonperstloc_food_raw_WA,nonperstloc_transportation_raw_WA,nonperstloc_maintenanceops_raw_WA,nonperstloc_otherservices_raw_WA,nonperstloc_publicactives_raw_WA,perfed_raw_WA,perstloc_raw_WA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
WA,2018-2019,14005,2971,Aberdeen School District,Stevens Elementary School,5300030.0,5300030.0,48501400100000.0,530003000011.0,513.0,PK-05,2.0,474.57,October Count Day,13151.6014778463,673.60071885573,13825.2021967021,6241355.51334156,319670.693147364,6561026.20648892,13754.17998,0,32911.5867616155,9990.13482255663,139354.407147024,0,0,20365.4869504974,394336.895552218,57103.4506780728,0,51708.5043505239,414034.477555052,55782.7136197986,8388.23772832828,137414.564416167,5239635.74690707,1,0,1,1,0,0,0
WA,2018-2019,14005,5208,Aberdeen School District,"Twin Harbors, A Branch of New Market Skills Center",5300030.0,5300030.0,48501400100000.0,530003003334.0,0.0,09-12,4.0,48.02,October Count Day,2110.79454334342,384.04477470383,2494.83931804726,101360.353971351,18441.8300812779,119802.184052629,2423.817105,0,3330.20291272683,1010.8651498813,14100.7620186698,0,0,2060.70902788396,39901.5060463525,5778.08901017986,0,5232.19415241621,41894.6322190479,5644.44846497404,848.775050496921,0,0,1,0,1,1,0,1,0
WA,2018-2019,21226,2227,Adna School District,Adna Elementary School,5300060.0,5300060.0,48502100100000.0,530006000012.0,250.0,PK-05,2.0,249.39,October Count Day,12434.9992974834,705.678448674905,13140.6777461583,3101164.4747994,175989.148315034,3277153.62311444,13274.54892,0,58674.6454349643,5339.50757690913,48206.7932483956,0,0,14316.8672686418,281466.011788738,42648.8634611079,0,153172.979335846,240629.808077389,16442.7598202431,0,63768.2020547657,2352487.18504744,1,0,1,1,0,0,0
WA,2018-2019,21226,2441,Adna School District,Adna Middle/High School,5300060.0,5300060.0,48502100100000.0,530006000013.0,388.0,06-12,4.0,384.8,October Count Day,12196.4302110202,730.899744503547,12927.3299555238,4693186.34520059,281250.221684964,4974436.56688555,13061.20113,0,90532.9145650356,8238.67242309087,74381.3867516043,0,0,22090.4227313581,434292.158211262,65805.6965388921,0,236340.520664154,371283.33192261,25370.6001797569,0,108097.247945234,3538003.61495256,1,0,1,1,0,0,0
WA,2018-2019,22017,2860,Almira School District,Almira Elementary School,5300090.0,5300090.0,48502200100000.0,530009000179.0,116.0,KG-08,3.0,86.78,October Count Day,24959.1474994238,1988.93062917722,26948.078128601,2165954.82,172599.4,2338554.22,26753.6452,0,33199.97,1217,51405.39,0,0,20486.43,158555.63,58300.06,0,40515.58,208573.04,36706.2399999999,0,86777.04,1642817.84,1,0,1,1,0,1,0
WA,2018-2019,29103,2467,Anacortes School District,Anacortes High School,5300150.0,5300150.0,48502900100000.0,530015000016.0,775.0,09-12,4.0,751.25,October Count Day,14642.516022074,260.884416938026,14903.400439012,11000190.1615831,195989.418224692,11196179.5798078,14960.84594,0,5718.20317664708,1879.83594618352,97357.3976366298,0,0,87113.7609060464,782273.823086856,180406.839993498,0,28147.8344324134,337558.068313076,43087.8192356868,798.648939725251,91033.9814652322,9540803.36667581,1,0,1,1,0,0,0
WA,2018-2019,29103,2707,Anacortes School District,Anacortes Middle School,5300150.0,5300150.0,48502900100000.0,530015000015.0,641.0,06-08,3.0,630.93,October Count Day,13317.7972599822,345.510649527864,13663.3079095101,8402597.82524061,217993.034106615,8620590.85934723,13720.75341,0,4802.37727819226,1578.76192149826,81764.6627499219,0,0,73161.6441510174,656985.055840519,151512.928528583,0,23639.6847633178,283494.857957763,36186.8855778661,670.737538157541,129847.232157003,7176946.03088339,1,0,1,1,0,0,0
WA,2018-2019,29103,5176,Anacortes School District,Cap Sante High School,5300150.0,5300150.0,48502900100000.0,530015003303.0,78.0,09-12,4.0,61.48,October Count Day,11087.721828176,139.707736119082,11227.4295642951,681673.137996262,8589.23161660116,690262.369612864,11284.87506,0,467.960241331463,153.840018597488,7967.43135667221,0,0,7129.12348819131,64018.8947000065,14763.9434579704,0,2303.53259355045,27624.718855092,3526.17521012981,65.3589841122242,0,562241.39070721,1,0,1,1,0,0,0
WA,2018-2019,29103,3182,Anacortes School District,Fidalgo Elementary,5300150.0,5300150.0,48502900100000.0,530015000017.0,359.0,KG-05,2.0,354.14,October Count Day,14413.3397144654,139.707736119082,14553.0474505845,5104340.12648079,49476.0976692117,5153816.22415,14610.49295,0,2695.56668616012,886.15654173901,45894.3744413125,0,0,41065.5138599231,368764.661175346,85043.9644795972,0,13268.9172524391,159125.210399192,20311.6410038284,376.483907506556,0,4416383.73440296,1,0,1,1,0,0,0
WA,2018-2019,29103,3252,Anacortes School District,Island View Elementary,5300150.0,5300150.0,48502900100000.0,530015000018.0,418.0,KG-05,2.0,408.68,October Count Day,14006.3532053971,1781.28179704241,15787.6350024395,5724116.4279817,727974.244815293,6452090.67279699,15845.0805,0,3110.70252809601,1022.63075472383,52962.4243143265,0,0,47389.8859328891,425556.959759249,98141.320956463,0,15312.4219312329,183631.589162313,23439.7736642136,434.465023210537,670878.487218147,4930210.01155212,1,0,1,1,0,0,0
