state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_WA,enrollmetric,pp_stloc_raw_WA,pp_fed_raw_WA,pp_total_raw_WA,schoolstloc_raw_WA,schoolfed_raw_WA,schooltot_raw_WA,pp_total_norm_NERDS,nonperfed_admin_raw_WA,nonperfed_instruction_raw_WA,nonperfed_instructionsupport_raw_WA,nonperfed_food_raw_WA,nonperfed_maintenanceops_raw_WA,nonperfed_publicactives_raw_WA,nonperstloc_admin_raw_WA,nonperstloc_instruction_raw_WA,nonperstloc_instructionsupport_raw_WA,nonperstloc_food_raw_WA,nonperstloc_transportation_raw_WA,nonperstloc_maintenanceops_raw_WA,nonperstloc_otherservices_raw_WA,nonperstloc_publicactives_raw_WA,perfed_raw_WA,perstloc_raw_WA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
WA,2018-2019,37501,5239,Bellingham School District,Cordata Elementary School,5300420.0,5300420.0,48503700100000.0,530042003358.0,405.0,PK-05,2.0,401.32,October Count Day,14777.8869741846,824.82302511848,15602.7099993031,5930661.60047979,331017.976440548,6261679.57692034,15578.31277,0,15531.1203729735,3532.38047651346,55737.0903909228,0,0,19986.6506463855,367765.720396826,48696.8071270412,5195.4490975267,9394.83397610083,188425.681201495,41222.8702219038,0,256217.385200138,5249973.58781251,1,0,1,1,0,0,0
WA,2018-2019,37501,2066,Bellingham School District,Fairhaven Middle School,5300420.0,5300420.0,48503700100000.0,530042000104.0,623.0,06-08,3.0,623.25,October Count Day,12988.7713351343,484.273854767817,13473.0451899021,8095251.73462246,301823.679984042,8397075.4146065,13448.64796,0,24119.8314872314,5485.7872321016,86559.7069324793,0,0,31039.2704459279,571140.200431881,75626.1463219587,8068.53296629503,14590.1781012778,292625.101686514,64019.1215633449,0,185658.35433223,7038143.18310526,1,0,1,1,0,0,0
WA,2018-2019,37501,2262,Bellingham School District,Geneva Elementary School,5300420.0,5300420.0,48503700100000.0,530042000105.0,494.0,PK-05,2.0,502.28,October Count Day,11771.0110915425,186.386402971219,11957.3974945137,5912343.45105999,93618.162484384,6005961.61354438,11933.00026,0,19438.2815233159,4421.02079573204,69758.860165336,0,0,25014.6887438117,460284.476330404,60947.4541108599,6502.46728970826,11758.2906645967,235827.895828484,51593.30024683,0,0,5060414.8778453,1,0,1,1,0,0,0
WA,2018-2019,37501,3134,Bellingham School District,Happy Valley Elementary School,5300420.0,5300420.0,48503700100000.0,530042000106.0,431.0,PK-05,2.0,449.71,October Count Day,12865.3099979702,511.496529432607,13376.8065274028,5785658.5591872,230025.104251138,6015683.66343834,13352.40929,0,17403.817758721,3958.3046548711,62457.7068665949,0,0,22396.5829317901,412109.842817844,54568.5266946619,5821.90125996397,10527.6357704383,211145.502574315,46193.4041849206,0,146205.274970951,5022895.16295326,1,0,1,1,0,0,0
WA,2018-2019,37501,4442,Bellingham School District,Kulshan Middle School,5300420.0,5300420.0,48503700100000.0,530042001739.0,572.0,06-08,3.0,569.99,October Count Day,13359.3246460683,374.36022124076,13733.6848673091,7614681.45501252,213381.582505021,7828063.03751754,13709.28763,0,22058.6646600995,5016.99777685614,79162.7233926095,0,0,28386.8010613308,522333.257672149,69163.4932082683,7379.0342646747,13343.3704226994,267618.743217483,58548.3499396565,0,107143.196675456,6647908.40522626,1,0,1,1,0,0,0
WA,2018-2019,37501,2225,Bellingham School District,Lowell Elementary School,5300420.0,5300420.0,48503700100000.0,530042000108.0,299.0,PK-05,2.0,296.49,October Count Day,15656.5189377814,1023.10739026684,16679.6263280482,4642001.29986281,303341.110140216,4945342.41000303,16655.22909,0,11474.1898718801,2609.67678531216,41177.8379597445,0,0,14765.8777288619,271700.534337822,35976.5681877217,3838.33026743171,6940.78123585701,139206.444282446,30454.9207417828,0,248079.40552328,4139117.84308088,1,0,1,1,0,0,0
WA,2018-2019,37501,4571,Bellingham School District,Northern Heights Elementary Schl,5300420.0,5300420.0,48503700100000.0,530042002939.0,406.0,PK-05,2.0,410.09,October Count Day,14306.8880921926,622.609134482858,14929.4972266755,5867111.73772729,255325.779960075,6122437.51768737,14905.09999,0,15870.5201678279,3609.57318253116,56955.1066441083,0,0,20423.4166340482,375802.462567364,49760.972876329,5308.98465166133,9600.13820706467,192543.326033891,42123.7088839344,0,178890.579965607,5171548.727873,1,0,1,1,0,0,0
WA,2018-2019,37501,1647,Bellingham School District,Options High School,5300420.0,5300420.0,48503700100000.0,530042001738.0,182.0,09-12,4.0,175.79,October Count Day,18164.6757426309,699.253852513011,18863.929595144,3193168.3487971,122921.834733262,3316090.18353036,18839.53236,0,6803.0889324355,1547.28686326697,24414.4899826082,0,0,8754.74264210134,161092.235593935,21330.6382060764,2275.75998418773,4115.21445394888,82536.0074215361,18056.8333407467,0,90156.9689549516,2895006.91715457,1,0,1,1,0,0,0
WA,2018-2019,37501,3202,Bellingham School District,Parkview Elementary School,5300420.0,5300420.0,48503700100000.0,530042000110.0,343.0,PK-05,2.0,344.07,October Count Day,13832.523553778,769.88029019903,14602.4038439771,4759356.37914842,264892.71144878,5024249.0905972,14578.00661,0,13315.5401842146,3028.47142069667,47785.9580653961,0,0,17135.4701681996,315302.380686076,41750.0010669817,4454.29624984057,8054.62106587514,161545.958663906,35342.2529583635,0,200762.741778472,4175771.39828917,1,0,1,1,0,0,0
WA,2018-2019,37501,2067,Bellingham School District,Roosevelt Elementary School,5300420.0,5300420.0,48503700100000.0,530042000112.0,397.0,PK-05,2.0,409.54,October Count Day,12432.7831173378,811.320617080446,13244.1037344183,5091721.99787454,332268.245519126,5423990.24339367,13219.7065,0,15849.2351179796,3604.73213483336,56878.7202200202,0,0,20396.025380546,375298.447950056,49694.2350015162,5301.86440596304,9587.2627991935,192285.092891609,42067.2138709221,0,255935.558046293,4397091.85557474,1,0,1,1,0,0,0
WA,2018-2019,37501,3576,Bellingham School District,Sehome High School,5300420.0,5300420.0,48503700100000.0,530042000113.0,1175.0,09-12,4.0,1134.42,October Count Day,12852.9166413034,344.51852740792,13197.4351687113,14580605.6962274,390828.707862092,14971434.4040895,13173.03794,0,43902.1568162777,9985.05696243995,157553.249479893,0,0,56496.7014508936,1039571.38575842,137652.327172975,14686.0893182903,26556.5821767374,532626.984123892,116525.586656863,0,179388.244603481,12656490.0395694,1,0,1,1,0,0,0
WA,2018-2019,37501,3201,Bellingham School District,Shuksan Middle School,5300420.0,5300420.0,48503700100000.0,530042000114.0,680.0,06-08,3.0,672.69,October Count Day,13844.5972125233,634.857119479432,14479.4543320028,9313122.09889235,427062.035702619,9740184.13459497,14455.0571,0,26033.1639681439,5920.95341060959,93426.1520359559,0,0,33501.4951243822,616446.53257685,81625.2745596765,8708.5783250654,15747.5602197331,315837.913603693,69097.5096421123,0,301681.76628791,8172157.23484084,1,0,1,1,0,0,0
WA,2018-2019,37501,2175,Bellingham School District,Silver Beach Elementary School,5300420.0,5300420.0,48503700100000.0,530042000115.0,638.0,PK-05,2.0,635.27,October Count Day,10730.981175907,465.460511899223,11196.4416878062,6817070.41161845,295693.099394219,7112763.51101267,11172.04445,0,24585.0065766443,5591.58612906087,88229.0975098213,0,0,31637.8938406492,582155.210795604,77084.6722405948,8224.14269955595,14871.564287844,298268.669632398,65253.7943931747,0,177287.409178692,5739574.46372863,1,0,1,1,0,0,0
WA,2018-2019,37501,4515,Bellingham School District,Squalicum High School,5300420.0,5300420.0,48503700100000.0,530042002693.0,1255.0,09-12,4.0,1189.24,October Count Day,12984.5103988892,440.995291845782,13425.5056907349,15441699.146775,524449.240874678,15966148.3876496,13401.10846,0,46023.6957847977,10467.5773893374,165166.892695357,0,0,59226.8623908789,1089807.89725088,144304.273167952,15395.7836258911,27839.9091940051,558365.785687398,122156.598681095,0,302791.075005184,13424602.0367769,1,0,1,1,0,0,0
WA,2018-2019,37501,2387,Bellingham School District,Sunnyland Elementary School,5300420.0,5300420.0,48503700100000.0,530042000116.0,324.0,PK-05,2.0,328.79,October Count Day,15938.0243510471,823.042609469549,16761.0669605166,5240263.02638078,270608.179567493,5510871.20594828,16736.66973,0,12724.202799337,2893.97831374679,45663.8043198232,0,0,16374.4913436288,301299.938227033,39895.9015630915,4256.48287844067,7696.91882538173,154371.772456493,33772.7187786798,0,209326.194134586,4682594.80230803,1,0,1,1,0,0,0
WA,2018-2019,37501,1799,Bellingham School District,Visions (Seamar Youth Center),5300420.0,5300420.0,48503700100000.0,530042002774.0,20.0,06-12,4.0,21.2,October Count Day,1696.12282634127,186.386402971219,1882.50922931249,35957.803918435,3951.39174298985,39909.1956614249,1858.111996,0,820.441921426888,186.600383988053,2944.34943757491,0,0,1055.80831681294,19427.4725217101,2572.441720057,274.453106916093,496.288448852131,9953.71384798092,2177.62595610576,0,0,0,1,0,1,1,0,1,0
WA,2018-2019,37501,5125,Bellingham School District,Wade King Elementary School,5300420.0,5300420.0,48503700100000.0,530042003225.0,412.0,PK-05,2.0,413.84,October Count Day,14401.214121843,517.517222840473,14918.7313446835,5959798.45218352,214169.327500301,6173967.77968382,14894.33411,0,16015.645507703,3642.58032592527,57475.9231719812,0,0,20610.1751806543,379238.925867195,50216.0038409617,5357.53178142244,9687.9250789135,194304.006549454,42508.902154472,0,137035.178494691,5257874.98173044,1,0,1,1,0,0,0
WA,2018-2019,37501,2075,Bellingham School District,Whatcom Middle School,5300420.0,5300420.0,48503700100000.0,530042000117.0,693.0,06-08,3.0,697.2,October Count Day,12323.4269969633,357.855779894201,12681.2827768575,8591893.30228284,249497.049742237,8841390.35202508,12656.88554,0,26981.7031895672,6136.68809983351,96830.2088621333,0,0,34722.1489849994,638907.256704543,84599.356944516,9025.88236518395,16321.3352141371,327345.72145341,71615.1328583458,0,119548.449590703,7409356.46775771,1,0,1,1,0,0,0
WA,2018-2019,1122,3142,Benge School District,Benge Elementary,5300450.0,5300450.0,48500100100000.0,530045000118.0,13.0,KG-06,2.0,12.5,October Count Day,33853.8032,1182.7272,35036.5304,423172.54,14784.09,437956.63,34962.94348,0,458.72,9270.76,5054.60999999999,0,0,25091.15,18587.5,991.13,0,10619.57,47518.44,14902.69,0,0,305462.06,1,0,1,1,0,0,0
WA,2018-2019,27403,5372,Bethel School District,Acceleration Academy,5300480.0,5300480.0,48502700300000.0,530048003466.0,209.0,09-12,4.0,255.3,October Count Day,1972.63197544739,234.059634247886,2206.69160969528,503612.94333172,59755.4246234854,563368.367955205,2181.424107,0,8885.65668456879,4773.01762507422,46096.7503138424,0,0,15240.7161971987,239610.78973212,79093.9162776028,0,19419.6500366483,138563.640420293,10827.6606129662,856.570054890951,0,0,1,0,1,1,0,1,0
WA,2018-2019,27403,5471,Bethel School District,Bethel Elementary Learning Academy,5300480.0,5300480.0,48502700300000.0,530048003624.0,26.0,KG-05,2.0,28.01,October Count Day,1972.63197544739,234.059634247886,2206.69160969527,55253.4216322814,6556.01035528329,61809.4319875647,2181.424107,0,974.881487406078,523.667151109788,5057.46171676742,0,0,1672.12088007652,26288.6730136963,8677.71482544322,0,2130.60868596363,15202.3798204951,1187.94662659297,93.9777800136918,0,0,1,0,1,1,0,1,0
WA,2018-2019,27403,2807,Bethel School District,Bethel High School,5300480.0,5300480.0,48502700300000.0,530048000119.0,1757.0,09-12,4.0,1715.42,October Count Day,11732.3998095232,601.47512829887,12333.8749378221,20125993.2812523,1031782.46458644,21157775.7458388,12308.60744,0,59704.791186224,32071.0140791415,309734.772516143,0,0,102405.912177825,1610000.55198697,531450.395068255,0,130485.139310094,931041.284958004,72753.5666615531,5755.49315926767,630271.886804939,16742100.9379304,1,0,1,1,0,0,0
WA,2018-2019,27403,3250,Bethel School District,Bethel Middle School,5300480.0,5300480.0,48502700300000.0,530048000120.0,733.0,06-08,3.0,735.45,October Count Day,14287.9952631048,470.379322371557,14758.3745854763,10508106.1162504,345940.472638162,10854046.5888886,14733.10708,0,25597.1649379793,13749.7681643589,132792.22490527,0,0,43904.3663424591,690253.643981541,227848.103119322,0,55942.7403817193,399164.235593828,31191.55110774,2467.54581617527,173801.314630554,9057333.92990767,1,0,1,1,0,0,0
WA,2018-2019,27403,4296,Bethel School District,Camas Prairie Elementary,5300480.0,5300480.0,48502700300000.0,530048002202.0,602.0,KG-05,2.0,592.55,October Count Day,14142.1155987715,833.071694573868,14975.1872933453,8379910.59805206,493636.632619745,8873547.2306718,14949.91979,0,20623.5639186886,11078.1496033597,106990.322751536,0,0,35373.6246872311,556135.422858471,183576.576930253,0,45072.9088492594,321605.503842711,25130.9451477209,1988.09473570557,354944.596346159,7211027.52100071,1,0,1,1,0,0,0
WA,2018-2019,27403,4186,Bethel School District,Cedarcrest Middle School,5300480.0,5300480.0,48502700300000.0,530048001819.0,741.0,06-08,3.0,732.58,October Count Day,13428.3263466506,464.855784002427,13893.1821306531,9837323.31502935,340544.050244498,10177867.3652738,13867.91463,0,25497.275260405,13696.1114444844,132274.020152426,0,0,43733.0351419658,687560.01700727,226958.954902649,0,55724.4309590591,397606.547979231,31069.8300503204,2457.91653275366,169076.643387182,8392212.5824561,1,0,1,1,0,0,0
WA,2018-2019,27403,4331,Bethel School District,Centennial Elementary,5300480.0,5300480.0,48502700300000.0,530048002250.0,492.0,KG-05,2.0,499.12,October Count Day,14108.7192485917,742.942767430427,14851.6620160221,7041943.9513571,370817.594079875,7412761.54543697,14826.39451,0,17371.7546588404,9331.4083706504,90120.6816163142,0,0,29796.1075924239,468447.071567158,154631.239688512,0,37966.0623826551,270896.530382203,21168.4369962542,1674.62297609546,253993.749434069,6057363.87977179,1,0,1,1,0,0,0
WA,2018-2019,27403,1510,Bethel School District,Challenger High School,5300480.0,5300480.0,48502700300000.0,530048002200.0,278.0,09-12,4.0,269.86,October Count Day,15780.4139051002,516.18808589274,16296.601990993,4258502.49643036,139298.516859014,4397801.01328937,16271.33449,0,9392.41407323828,5045.22732590102,48725.6914989953,0,0,16109.90862897,253276.019260125,83604.7169865801,0,20527.1710101444,146466.055635802,11445.1723188996,905.421053712777,76135.1839608804,3726168.03153612,1,0,1,1,0,0,0
WA,2018-2019,27403,3649,Bethel School District,Chester H Thompson Elementary,5300480.0,5300480.0,48502700300000.0,530048000121.0,652.0,KG-05,2.0,657.47,October Count Day,15394.8014741629,996.744931480834,16391.5464056437,10121620.1252179,655329.890100704,10776950.0153186,16366.2789,0,22883.0893082783,12291.8758243539,118712.222596326,0,0,39249.1722607608,617065.828144053,203689.29547605,0,50011.1136294364,356840.723333842,27884.3009134622,2205.911139793,501442.702371746,8824673.78032051,1,0,1,1,0,0,0
WA,2018-2019,27403,2576,Bethel School District,Clover Creek Elementary,5300480.0,5300480.0,48502700300000.0,530048000122.0,775.0,KG-05,2.0,786.6,October Count Day,12121.7081518173,437.773607114838,12559.4817589321,9534935.63221953,344352.719356532,9879288.35157606,12534.21426,0,27377.4287038065,14706.0543042827,142027.825291298,0,0,46957.8823373151,738260.271066532,243694.769071533,0,59833.5163291325,426925.811024684,33360.9002669769,2639.16179074509,160241.411057144,7983263.32033261,1,0,1,1,0,0,0
WA,2018-2019,27403,4578,Bethel School District,Cougar Mountain Middle School,5300480.0,5300480.0,48502700300000.0,530048003158.0,637.0,06-08,3.0,634.35,October Count Day,14358.5394605587,234.059634247885,14592.5990948066,9108339.50680545,148475.728985146,9256815.2357906,14567.33159,0,22078.4031251712,11859.6307499641,114537.695110011,0,0,37868.9710916295,595366.644992441,196526.540504102,0,48252.4676880055,344292.382689433,26903.7466111834,2128.34004825725,0,7857000.41318039,1,0,1,1,0,0,0
WA,2018-2019,27403,2877,Bethel School District,Elk Plain School of Choice,5300480.0,5300480.0,48502700300000.0,530048000123.0,576.0,KG-08,3.0,576.68,October Count Day,14341.235354242,710.559025575852,15051.7943798179,8270303.60408431,409765.178869082,8680068.78295339,15026.52688,0,20071.2122869453,10781.448507747,104124.849083379,0,0,34426.2288155134,541240.698091338,178659.928080564,0,43865.7414145489,312992.088357125,24457.8743528607,1934.84848905019,274787.66899101,7132726.19648331,1,0,1,1,0,0,0
WA,2018-2019,27403,4099,Bethel School District,Evergreen Elementary,5300480.0,5300480.0,48502700300000.0,530048001748.0,522.0,KG-05,2.0,524.3,October Count Day,13041.4677307956,878.864320144544,13920.3320509402,6837641.53125616,460788.563051784,7298430.09430795,13895.06455,0,18248.1386593005,9802.16663073409,94667.1609461321,0,0,31299.2851633032,492079.659445948,162432.198606922,0,39881.4042859956,284562.932520013,22236.3590261581,1759.10567872826,338071.096815617,5803390.5865291,1,0,1,1,0,0,0
WA,2018-2019,27403,5159,Bethel School District,Frederickson Elementary,5300480.0,5300480.0,48502700300000.0,530048003272.0,634.0,KG-05,2.0,643.72,October Count Day,13968.7468561692,538.504758087371,14507.2516142565,8991961.72625323,346646.282876002,9338608.00912924,14481.98411,0,22404.52377983,12034.8096577077,116229.534320512,0,0,38428.3346277351,604160.820863142,199429.439037284,0,48965.2061166909,349377.934239525,27301.1425373232,2159.77781329574,195977.415117953,7722139.07101824,1,0,1,1,0,0,0
WA,2018-2019,27403,4407,Bethel School District,Frontier Middle School,5300480.0,5300480.0,48502700300000.0,530048000595.0,737.0,06-08,3.0,739.32,October Count Day,13556.8848316343,466.739667434631,14023.624499069,10022876.0937239,345069.970927772,10367946.0646517,13998.357,0,25731.8593812588,13822.1206054441,133490.988805444,0,0,44135.3948253544,693885.816939878,229047.059076997,0,56237.1158053066,401264.671506192,31355.6836834241,2480.53025061488,172025.002135624,8564469.82163616,1,0,1,1,0,0,0
WA,2018-2019,27403,4297,Bethel School District,Graham Elementary,5300480.0,5300480.0,48502700300000.0,530048002203.0,710.0,KG-05,2.0,702.15,October Count Day,13113.3364354784,512.105228792558,13625.441664271,9207529.1781712,359574.686396695,9567103.8645679,13600.17416,0,24438.1662399921,13127.2006480449,126779.605299116,0,0,41916.4468384767,659000.062712133,217531.505343983,0,53409.7425508523,381090.717278136,29779.247549527,2355.81928727645,195229.714209542,7822445.63661082,1,0,1,1,0,0,0
WA,2018-2019,27403,5033,Bethel School District,Graham Kapowsin High School,5300480.0,5300480.0,48502700300000.0,530048003003.0,1906.0,09-12,4.0,1854.7,October Count Day,11516.9177210615,587.923252245169,12104.8409733067,21360427.2972528,1090421.25593911,22450848.5531919,12079.57347,0,64552.3989536613,34674.9541293582,334883.050556535,0,0,110720.549670758,1740721.23664772,574600.417234899,0,141079.611919199,1006635.2678712,78660.6429254542,6222.79859305228,656310.852299561,17701786.7723906,1,0,1,1,0,0,0
WA,2018-2019,27403,2748,Bethel School District,Kapowsin Elementary,5300480.0,5300480.0,48502700300000.0,530048000124.0,382.0,KG-05,2.0,386.86,October Count Day,14538.8235314379,234.059634247886,14772.8831656858,5624489.27137207,90548.3101051373,5715037.58147721,14747.61566,0,13464.5716607609,7232.62670754489,69851.1117368314,0,0,23094.4906699894,363085.899395879,119852.222683719,0,29426.8931185967,209967.606474714,16407.319955864,1297.97372281674,0,4861356.86535049,1,0,1,1,0,0,0
WA,2018-2019,27403,5206,Bethel School District,Liberty Middle School,5300480.0,5300480.0,48502700300000.0,530048003343.0,761.0,06-08,3.0,761.57,October Count Day,12792.9944997984,494.534683838337,13287.5291836368,9742760.82121153,376622.779170762,10119383.6003822,13262.26168,0,26506.2654182023,14238.1004023806,137508.42983358,0,0,45463.6593587961,714768.465085353,235940.281314273,0,57929.5843259311,413340.82113154,32299.3399648127,2555.18236076498,198369.9835166,8240463.48767006,1,0,1,1,0,0,0
WA,2018-2019,27403,4102,Bethel School District,Naches Trail Elementary,5300480.0,5300480.0,48502700300000.0,530048001749.0,561.0,KG-05,2.0,565.7,October Count Day,13105.2631239653,737.105252912237,13842.3683768775,7413647.34922718,416980.441572453,7830627.79079963,13817.10087,0,19689.0559595008,10576.1694888542,102142.309645674,0,0,33770.7526547407,530935.463186291,175258.239084371,0,43030.5367243709,307032.712047628,23992.1958823149,1898.00893087273,284572.906478423,6297729.44071658,1,0,1,1,0,0,0
WA,2018-2019,27403,5160,Bethel School District,Nelson Elementary School,5300480.0,5300480.0,48502700300000.0,530048003288.0,582.0,KG-05,2.0,611.7,October Count Day,13708.5343833146,234.059634247886,13942.5940175625,8385510.48227355,143174.278269432,8528684.76054298,13917.32652,0,21290.0751819457,11436.1726645433,110448.030422943,0,0,36516.8276452271,574108.578453339,189509.395170426,0,46529.5727670104,331999.133744978,25943.125722489,2052.34587769994,0,7178851.50289237,1,0,1,1,0,0,0
WA,2018-2019,27403,4538,Bethel School District,North Star Elementary,5300480.0,5300480.0,48502700300000.0,530048002747.0,477.0,KG-05,2.0,491.28,October Count Day,13830.4164923362,901.972723128329,14732.3892154646,6794607.01435496,443121.159418485,7237728.17377345,14707.12171,0,17098.8852957107,9184.83391635904,88705.0979012317,0,0,29328.0808983932,461088.871052079,152202.346999063,0,37369.7049353879,266641.383727698,20835.9306930593,1648.31859211448,328132.342305183,5825492.37745716,1,0,1,1,0,0,0
WA,2018-2019,27403,5961,Bethel School District,Pierce County Skills Center,5300480.0,5300480.0,48502700300000.0,530048003284.0,24.0,08-12,4.0,428.88,October Count Day,7921.92127147022,234.059634247886,8155.9809057181,3397553.59490814,100383.495936233,3497937.09084438,8130.713403,0,14927.0679156986,8018.22091281564,77438.2071077191,0,0,25602.9704765161,402523.601646344,132870.343960589,0,32623.1864775467,232773.889946945,18189.4519533448,1438.95716859237,0,2551531.19327826,1,0,1,1,0,1,0
WA,2018-2019,27403,4381,Bethel School District,Pioneer Valley Elementary,5300480.0,5300480.0,48502700300000.0,530048002430.0,430.0,KG-05,2.0,434.01,October Count Day,14896.9373308333,433.014764091589,15329.9520949249,6465419.77095498,187932.73776339,6653352.50871837,15304.68459,0,15105.6163637669,8114.12996262618,78364.475533532,0,0,25909.2175352379,407338.342544603,134459.657671925,0,33013.4050623021,235558.188714497,18407.0230420426,1456.16909331462,86348.5159034655,5609277.76729105,1,0,1,1,0,0,0
WA,2018-2019,27403,4227,Bethel School District,Rocky Ridge Elementary,5300480.0,5300480.0,48502700300000.0,530048001925.0,451.0,KG-05,2.0,448.67,October Count Day,13994.2011531958,857.084955191994,14851.2861083878,6278778.23140439,384548.306845992,6663326.53825038,14826.01861,0,15615.854229007,8388.20923557404,81011.4726334182,0,0,26784.3796952494,421097.426671014,139001.439155002,0,34128.532635891,243514.878759782,19028.7758998024,1505.35560723824,279532.770747993,5393717.4429804,1,0,1,1,0,0,0
WA,2018-2019,27403,2543,Bethel School District,Roy Elementary,5300480.0,5300480.0,48502700300000.0,530048000126.0,355.0,KG-05,2.0,357.04,October Count Day,13782.0159558573,859.85551756673,14641.871473424,4920730.97687929,307002.813992025,5227733.79087132,14616.60397,0,12426.6935474283,6675.12030104387,64466.8379633931,0,0,21314.3177087654,335098.458151023,110613.755847063,0,27158.6049709553,193782.852235258,15142.6084812121,1197.92311946049,223434.16218016,4216422.45636556,1,0,1,1,0,0,0
WA,2018-2019,27403,4103,Bethel School District,Shining Mountain Elementary,5300480.0,5300480.0,48502700300000.0,530048001750.0,787.0,KG-05,2.0,790.4,October Count Day,11985.0849066525,978.819268920886,12963.9041755734,9473011.11021817,773658.750155068,10246669.8603732,12938.63667,0,27509.6868134867,14777.0980448831,142713.95005116,0,0,47184.7320104422,741826.745805982,244872.038487337,0,60122.5671326548,428988.254556206,33522.0640363826,2651.91136461343,588658.015245539,7913842.79682455,1,0,1,1,0,0,0
WA,2018-2019,27403,2399,Bethel School District,Spanaway Elementary,5300480.0,5300480.0,48502700300000.0,530048000127.0,410.0,KG-05,2.0,408.5,October Count Day,14944.1863436101,1209.19193784761,16153.3782814577,6104700.12136473,493954.906610749,6598655.02797548,16128.11078,0,14217.7467906242,7637.20211454297,73758.4116850944,0,0,24386.339861166,383396.034491072,126556.462198985,0,31072.9613786558,221712.679638423,17325.1052111112,1370.57919084588,398341.546020488,5298879.95939446,1,0,1,1,0,0,0
WA,2018-2019,27403,4158,Bethel School District,Spanaway Lake High School,5300480.0,5300480.0,48502700300000.0,530048001821.0,1500.0,09-12,4.0,1449.65,October Count Day,12761.0422618777,765.002179402385,13526.04444128,18499044.914931,1108985.40937066,19608030.3243016,13500.77694,0,50454.7286047204,27102.252252992,261747.567929735,0,0,86540.1654338783,1360563.18580167,449112.791742369,0,110269.07824374,786795.069860075,61481.857452356,4863.79467321844,769680.860583218,15639418.9717237,1,0,1,1,0,0,0
WA,2018-2019,27403,3751,Bethel School District,Spanaway Middle School,5300480.0,5300480.0,48502700300000.0,530048000128.0,775.0,06-08,3.0,777.22,October Count Day,13110.3633474536,564.407553057155,13674.7709005107,10189636.6009079,438668.838387082,10628305.4392949,13649.5034,0,27050.9600014905,14530.688439327,140334.180489324,0,0,46397.9218283855,729456.70973599,240788.772460942,0,59120.0172404378,421834.831991616,32963.0802256546,2607.69047419641,256753.00945694,8656467.57695068,1,0,1,1,0,0,0
WA,2018-2019,27403,1560,Bethel School District,Thompson Preschool,5300480.0,5300480.0,48502700300000.0,530048003091.0,648.0,PK-PK,1.0,401.11,October Count Day,1972.63197544739,234.059634247886,2206.69160969527,791242.411671703,93883.6598931697,885126.071564873,2181.424107,0,13960.5395720618,7499.0407347964,72424.0795863115,0,0,23945.1769442162,376460.179668823,124266.982992986,0,30510.8336318057,217701.769717913,17011.6840911354,1345.78462482299,0,0,1,0,1,1,0,1,0
WA,2018-2019,20203,3392,Bickleton School District,Bickleton Elementary & High Schl,5300510.0,5300510.0,48502000300000.0,530051000129.0,114.0,KG-12,4.0,117.9,October Count Day,20183.8312128922,752.65903307888,20936.4902459711,2379673.7,88738.5,2468412.2,20774.97972,0,23345.4399999999,18284.77,0,0,0,26086.81,148425.67,9541.34,0,39944.66,274542.8,9582.95999999999,0,47108.29,1871549.46,1,0,1,1,0,0,0
WA,2018-2019,37503,2713,Blaine School District,Blaine Elementary School,5300570.0,5300570.0,48503700200000.0,530057000130.0,497.0,03-05,2.0,495.28,October Count Day,13198.3723029289,667.856248481676,13866.2285514106,6536889.83419465,330775.842748004,6867665.67694266,13924.16876,0,21870.4619294478,14373.6883491805,92635.4743964213,0,0,39673.7510887717,468417.213005501,116953.726926638,1090.75330020166,37743.2508710783,269378.805193279,26726.3347000073,0,201896.218072955,5576905.99910917,1,0,1,1,0,0,0
WA,2018-2019,37503,3136,Blaine School District,Blaine High School,5300570.0,5300570.0,48503700200000.0,530057000132.0,629.0,09-12,4.0,626.16,October Count Day,15363.4248189751,260.215685420468,15623.6405043956,9619962.08464947,162936.65358288,9782898.73823235,15681.58071,0,27649.8312908719,18172.0010836756,117114.821208333,0,0,50157.7208482985,592198.598965281,147859.282935681,1378.98983696954,47717.0771390614,340563.383661411,33788.8905987656,0,0,8406298.140664,1,0,1,1,0,0,0
WA,2018-2019,37503,5021,Blaine School District,Blaine Home Connections,5300570.0,5300570.0,48503700200000.0,530057003020.0,56.0,KG-11,4.0,62.42,October Count Day,13869.3873431512,260.215685420467,14129.6030285717,865727.1579595,16242.6630839456,881969.821043446,14187.54324,0,2756.32820553248,1811.51192609402,11674.8229523191,0,0,5000.07176336844,59034.4904615639,14739.6455232611,137.467333626611,4756.77136038746,33949.735543863,3368.31249389126,0,0,744740.663479538,1,0,1,1,0,0,0
WA,2018-2019,37503,3796,Blaine School District,Blaine Middle School,5300570.0,5300570.0,48503700200000.0,530057000131.0,516.0,06-08,3.0,516.11,October Count Day,14212.4051249834,562.425631915585,14774.830756899,7335164.40905519,290273.492887953,7625437.90194314,14832.77097,0,22790.2683460008,14978.2028224349,96531.4462339222,0,0,41342.3107624494,488117.444282566,121872.451954667,1136.627131657,39330.6194618645,280708.074520076,27850.3646463027,0,155973.575485595,6334806.51629561,1,0,1,1,0,0,0
