state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_VA,enrollmetric,pp_stloc_raw_VA,pp_fed_raw_VA,pp_total_raw_VA,pp_site_stloc_raw_VA,pp_site_fed_raw_VA,pp_site_raw_VA,pp_centshare_stloc_raw_VA,pp_centshare_fed_raw_VA,pp_centshare_raw_VA,schoolstloc_raw_VA,schoolfed_raw_VA,schooltot_raw_VA,pp_total_norm_NERDS,distexclu_raw_VA,disttotwexclu_raw_VA,schoolexclu_raw_VA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
VA,2018-2019,268,10,A. LINWOOD HOLTON GOV SCH,A. LINWOOD HOLTON GOV. SCH.,5100033,5100033,,510003301933,0.0,UG-UG,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,0,0,0,1,0
VA,2018-2019,1,701,Accomack County Public Schools,Accawmacke Elementary,5100060,5100060,47100100130100.0,510006001737,502.0,PK-05,2,504.05,ADM,9273,949,10222,6543,853,7396,2730,96,2826,4674055.65,478343.45,5152251,10797.91837,37983903.33,91431225.33,42090,0,0,0,0,0,0,0
VA,2018-2019,1,540,Accomack County Public Schools,Arcadia High,5100060,5100060,47100100130100.0,510006002028,656.0,09-12,4,661.08,ADM,9785,334,10119,7055,238,7293,2730,96,2826,6468667.8,220800.72,6689178,10694.91837,37983903.33,91431225.33,5347,0,0,0,0,0,0,0
VA,2018-2019,1,704,Accomack County Public Schools,Arcadia Middle,5100060,5100060,47100100130100.0,510006002434,535.0,06-08,3,536.54,ADM,8994,917,9910,6264,821,7085,2730,96,2826,4825640.76,492007.18,5317337,10485.91837,37983903.33,91431225.33,2775,0,0,0,0,0,0,0
VA,2018-2019,1,541,Accomack County Public Schools,BADGER VOC ED CTR - NORTH,5100060,5100060,47100100130100.0,510006001988,0.0,,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,37983903.33,91431225.33,NRD,0,0,0,0,0,1,0
VA,2018-2019,1,71,Accomack County Public Schools,BADGER VOC ED CTR - SOUTH,5100060,5100060,47100100130100.0,510006002004,0.0,,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,37983903.33,91431225.33,NRD,0,0,0,0,0,1,0
VA,2018-2019,1,80,Accomack County Public Schools,Chincoteague Elementary,5100060,5100060,47100100130100.0,510006000006,244.0,PK-05,2,234.57,ADM,11037,392,11429,8307,296,8603,2730,96,2826,2588949.09,91951.44,2680827,12004.91837,37983903.33,91431225.33,1835,0,0,0,0,0,0,0
VA,2018-2019,1,580,Accomack County Public Schools,Chincoteague High,5100060,5100060,47100100130100.0,510006000007,293.0,06-12,4,288.87,ADM,11661,381,12042,8931,285,9216,2730,96,2826,3368513.07,110059.47,3478485,12617.91837,37983903.33,91431225.33,4667,0,0,0,0,0,0,0
VA,2018-2019,1,600,Accomack County Public Schools,Kegotank Elementary,5100060,5100060,47100100130100.0,510006000009,582.0,PK-05,2,591.32,ADM,9562,897,10458,6832,801,7633,2730,96,2826,5654201.84,530414.04,6184098,11033.91837,37983903.33,91431225.33,2071,0,0,0,0,0,0,0
VA,2018-2019,1,702,Accomack County Public Schools,Metompkin Elementary,5100060,5100060,47100100130100.0,510006001738,581.0,PK-05,2,595.31,ADM,8508,1033,9541,5778,937,6715,2730,96,2826,5064897.47999999,614955.23,5679757,10116.91837,37983903.33,91431225.33,2578,0,0,0,0,0,0,0
VA,2018-2019,1,70,Accomack County Public Schools,Nandua High,5100060,5100060,47100100130100.0,510006002003,704.0,09-12,4,695.59,ADM,9386,367,9753,6656,271,6927,2730,96,2826,6528807.74,255281.53,6783925,10328.91837,37983903.33,91431225.33,2399,0,0,0,0,0,0,0
VA,2018-2019,1,703,Accomack County Public Schools,Nandua Middle,5100060,5100060,47100100130100.0,510006002433,509.0,06-08,3,508.53,ADM,9884,738,10622,7154,642,7796,2730,96,2826,5026310.52,375295.139999999,5401417,11197.91837,37983903.33,91431225.33,9140,0,0,0,0,0,0,0
VA,2018-2019,1,590,Accomack County Public Schools,Pungoteague Elementary,5100060,5100060,47100100130100.0,510006000012,457.0,PK-05,2,450.93,ADM,9366,1156,10521,6636,1060,7695,2730,96,2826,4223410.38,521275.08,4744225,11096.91837,37983903.33,91431225.33,1974,0,0,0,0,0,0,0
VA,2018-2019,1,530,Accomack County Public Schools,Tangier Combined,5100060,5100060,47100100130100.0,510006000014,52.0,PK-12,4,46.98,ADM,27452,982,28434,24722,886,25608,2730,96,2826,1289694.96,46134.3599999999,1335822,29009.91837,37983903.33,91431225.33,0,0,0,0,0,0,0,0
VA,2018-2019,2,160,Albemarle County Public Schools,Agnor-Hurt Elementary,5100090,5100090,47100200230100.0,510009000002,482.0,PK-05,2,475.91,ADM,12911,696,13607,9656,587,10243,3255,109,3364,6144474.01,331233.36,6475892,13583.19408,10275807661.4,10464277187.4,253081,0,0,0,0,0,0,0
VA,2018-2019,2,1060,Albemarle County Public Schools,ALBEMARLE COUNTY COMMUNITY PUBLIC CHARTER,5100090,5100090,47100200230100.0,510009002796,46.0,06-08,3,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,10275807661.4,10464277187.4,NRD,0,0,0,0,0,1,0
VA,2018-2019,2,880,Albemarle County Public Schools,Albemarle High,5100090,5100090,47100200230100.0,510009000015,1914.0,09-12,4,1912.1,ADM,13150,302,13452,9895,193,10088,3255,109,3364,25144115,577454.2,25722476,13428.19408,10275807661.4,10464277187.4,1174857,0,0,0,0,0,0,0
VA,2018-2019,2,1053,Albemarle County Public Schools,Baker-Butler Elem,5100090,5100090,47100200230100.0,510009001937,640.0,PK-05,2,641.71,ADM,11685,600,12285,8430,491,8921,3255,109,3364,7498381.35,385026,7883543,12261.19408,10275807661.4,10464277187.4,307492,0,0,0,0,0,0,0
VA,2018-2019,2,100,Albemarle County Public Schools,Broadus Wood Elementary,5100090,5100090,47100200230100.0,510009000017,280.0,PK-05,2,275.88,ADM,12391,376,12767,9136,267,9403,3255,109,3364,3418429.08,103730.88,3522240,12743.19408,10275807661.4,10464277187.4,139345,0,0,0,0,0,0,0
VA,2018-2019,2,941,Albemarle County Public Schools,Brownsville Elementary,5100090,5100090,47100200230100.0,510009000018,817.0,PK-05,2,827.97,ADM,10527,352,10879,7272,243,7515,3255,109,3364,8716040.19,291445.44,9007512,10855.19408,10275807661.4,10464277187.4,478277,0,0,0,0,0,0,0
VA,2018-2019,2,890,Albemarle County Public Schools,Community Lab School,5100090,5100090,47100200230100.0,510009000030,89.0,09-12,4,82.9,ADM,30756,1415,32171,27501,1306,28807,3255,109,3364,2549672.4,117303.5,2667003,32147.19408,10275807661.4,10464277187.4,6088,0,0,0,0,0,0,0
VA,2018-2019,2,340,Albemarle County Public Schools,Crozet Elementary,5100090,5100090,47100200230100.0,510009000020,363.0,KG-05,2,360.8,ADM,12512,306,12818,9257,197,9454,3255,109,3364,4514329.6,110404.8,4624894,12794.19408,10275807661.4,10464277187.4,402932,0,0,0,0,0,0,0
VA,2018-2019,2,10,Albemarle County Public Schools,Hollymead Elementary,5100090,5100090,47100200230100.0,510009000022,440.0,PK-05,2,443.07,ADM,12433,309,12742,9178,200,9378,3255,109,3364,5508689.31,136908.63,5645749,12718.19408,10275807661.4,10464277187.4,372539,0,0,0,0,0,0,0
VA,2018-2019,2,950,Albemarle County Public Schools,Jack Jouett Middle,5100090,5100090,47100200230100.0,510009000023,609.0,06-08,3,616.01,ADM,12089,338,12427,8834,229,9063,3255,109,3364,7446944.89,208211.38,7655225,12403.19408,10275807661.4,10464277187.4,846337,0,0,0,0,0,0,0
VA,2018-2019,2,69,Albemarle County Public Schools,Jackson P. Burley Middle,5100090,5100090,47100200230100.0,510009000024,584.0,06-08,3,580.23,ADM,13008,250,13258,9753,141,9893,3255,109,3364,7547631.84,145057.5,7692455,13234.19408,10275807661.4,10464277187.4,458864,0,0,0,0,0,0,0
VA,2018-2019,2,942,Albemarle County Public Schools,Joseph T. Henley Middle,5100090,5100090,47100200230100.0,510009000025,899.0,06-08,3,895.93,ADM,12568,263,12830,9313,154,9466,3255,109,3364,11260048.24,235629.59,11495217,12806.19408,10275807661.4,10464277187.4,1155085,0,0,0,0,0,0,0
VA,2018-2019,2,1051,Albemarle County Public Schools,Lakeside Middle,5100090,5100090,47100200230100.0,510009000751,590.0,06-08,3,582.95,ADM,12830,260,13091,9575,151,9726,3255,109,3364,7479248.5,151567,7631121,13067.19408,10275807661.4,10464277187.4,680518,0,0,0,0,0,0,0
VA,2018-2019,2,20,Albemarle County Public Schools,Leslie H. Walton Middle,5100090,5100090,47100200230100.0,510009000026,358.0,06-08,3,358.07,ADM,13963,565,14529,10708,456,11164,3255,109,3364,4999731.41,202309.55,5202324,14505.19408,10275807661.4,10464277187.4,562412,0,0,0,0,0,0,0
VA,2018-2019,2,40,Albemarle County Public Schools,Mary Carr Greer Elementary,5100090,5100090,47100200230100.0,510009000027,577.0,PK-05,2,573.34,ADM,13125,485,13611,9870,376,10247,3255,109,3364,7525087.5,278069.9,7803889,13587.19408,10275807661.4,10464277187.4,284671,0,0,0,0,0,0,0
VA,2018-2019,2,250,Albemarle County Public Schools,Meriwether Lewis Elementary,5100090,5100090,47100200230100.0,510009000028,405.0,KG-05,2,405.82,ADM,11916,112,12029,8661,3,8664,3255,109,3364,4835751.12,45451.84,4881448,12005.19408,10275807661.4,10464277187.4,261629,0,0,0,0,0,0,0
VA,2018-2019,2,350,Albemarle County Public Schools,MONTICELLO GOVERNOR'S HEALTH SCIENCES ACADEMY,5100090,5100090,47100200230100.0,510009002974,0.0,,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,10275807661.4,10464277187.4,NRD,0,0,0,0,0,1,0
VA,2018-2019,2,1052,Albemarle County Public Schools,Monticello High,5100090,5100090,47100200230100.0,510009001747,1138.0,09-12,4,1108.89,ADM,13087,191,13278,9832,82,9914,3255,109,3364,14512043.43,211797.99,14723805,13254.19408,10275807661.4,10464277187.4,846432,0,0,0,0,0,0,0
VA,2018-2019,2,150,Albemarle County Public Schools,Mountain View Elementary,5100090,5100090,47100200230100.0,510009002173,683.0,PK-05,2,684.46,ADM,12691,508,13199,9436,399,9835,3255,109,3364,8686481.86,347705.68,9034328,13175.19408,10275807661.4,10464277187.4,847784,0,0,0,0,0,0,0
VA,2018-2019,2,540,Albemarle County Public Schools,Red Hill Elementary,5100090,5100090,47100200230100.0,510009000029,196.0,PK-05,2,196.45,ADM,14920,1003,15923,11665,894,12558,3255,109,3364,2931034,197039.349999999,3128027,15899.19408,10275807661.4,10464277187.4,245701,0,0,0,0,0,0,0
VA,2018-2019,2,30,Albemarle County Public Schools,Scottsville Elementary,5100090,5100090,47100200230100.0,510009001882,250.0,PK-05,2,249.27,ADM,13873,495,14369,10618,386,11004,3255,109,3364,3458122.71,123388.65,3581699,14345.19408,10275807661.4,10464277187.4,332648,0,0,0,0,0,0,0
VA,2018-2019,2,920,Albemarle County Public Schools,Stone Robinson Elementary,5100090,5100090,47100200230100.0,510009000032,433.0,PK-05,2,444.96,ADM,11612,1152,12764,8357,1043,9400,3255,109,3364,5166875.52,512593.92,5679584,12740.19408,10275807661.4,10464277187.4,227875,0,0,0,0,0,0,0
VA,2018-2019,2,240,Albemarle County Public Schools,Stony Point Elementary,5100090,5100090,47100200230100.0,510009000033,239.0,PK-05,2,236.56,ADM,13335,456,13792,10080,347,10428,3255,109,3364,3154527.6,107871.36,3262618,13768.19408,10275807661.4,10464277187.4,310240,0,0,0,0,0,0,0
VA,2018-2019,2,910,Albemarle County Public Schools,Virginia L. Murray Elementary,5100090,5100090,47100200230100.0,510009000003,270.0,PK-05,2,270.76,ADM,12461,790,13250,9206,681,9886,3255,109,3364,3373940.36,213900.4,3587702,13226.19408,10275807661.4,10464277187.4,440695,0,0,0,0,0,0,0
VA,2018-2019,2,140,Albemarle County Public Schools,Western Albemarle High,5100090,5100090,47100200230100.0,510009000035,1158.0,09-12,4,1145.28,ADM,15318,251,15569,12063,142,12205,3255,109,3364,17543399.04,287465.279999999,17831397,15545.19408,10275807661.4,10464277187.4,1579884,0,0,0,0,0,0,0
VA,2018-2019,2,930,Albemarle County Public Schools,Woodbrook Elementary,5100090,5100090,47100200230100.0,510009000036,534.0,PK-05,2,526.72,ADM,17886,586,18472,14631,477,15107,3255,109,3364,9420913.92,308657.92,9729378,18448.19408,10275807661.4,10464277187.4,992335,0,0,0,0,0,0,0
VA,2018-2019,101,210,Alexandria Public Schools,Alexandria City High,5100120,5100120,47210100130100.0,510012000054,3985.0,09-12,4,3934.45,ADM,17739,561,18301,12941,215,13157,4798,346,5144,69793208.55,2207226.44999999,72003278,18582.49492,1024516636.28,1301490941.28,249775,0,0,0,0,0,0,0
VA,2018-2019,101,120,Alexandria Public Schools,Charles Barrett Elementary,5100120,5100120,47210100130100.0,510012000038,554.0,PK-05,2,554.13,ADM,16820,346,17166,12022,0,12022,4798,346,5144,9320466.6,191728.98,9512317,17447.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,160,Alexandria Public Schools,Cora Kelly School for Math Science and Technology,5100120,5100120,47210100130100.0,510012001826,394.0,PK-05,2,371.71,ADM,22064,966,23030,17266,620,17886,4798,346,5144,8201409.43999999,359071.86,8560373,23311.49492,1024516636.28,1301490941.28,6801,0,0,0,0,0,0,0
VA,2018-2019,101,110,Alexandria Public Schools,Douglas Macarthur Elementary,5100120,5100120,47210100130100.0,510012000039,710.0,PK-05,2,687.24,ADM,15159,503,15661,10361,157,10517,4798,346,5144,10417871.16,345681.72,10763028,15942.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,360,Alexandria Public Schools,EARLY CHILDHOOD CENTER,5100120,5100120,47210100130100.0,510012003057,175.0,PK-PK,1,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1024516636.28,1301490941.28,NRD,0,0,0,0,0,1,0
VA,2018-2019,101,350,Alexandria Public Schools,Ferdinand T. Day Elementary,5100120,5100120,47210100130100.0,510012003053,426.0,PK-05,2,416.22,ADM,18409,605,19014,13611,259,13870,4798,346,5144,7662193.98,251813.1,7913824,19295.49492,1024516636.28,1301490941.28,20533,0,0,0,0,0,0,0
VA,2018-2019,101,140,Alexandria Public Schools,Francis C. Hammond Middle,5100120,5100120,47210100130100.0,510012003016,1478.0,06-08,3,1462.85,ADM,17781,889,18670,12983,543,13526,4798,346,5144,26010935.8499999,1300473.65,27311323,18951.49492,1024516636.28,1301490941.28,138,0,0,0,0,0,0,0
VA,2018-2019,101,100,Alexandria Public Schools,George Mason Elementary,5100120,5100120,47210100130100.0,510012000041,494.0,PK-05,2,477.37,ADM,17591,382,17973,12793,36,12829,4798,346,5144,8397415.67,182355.34,8579678,18254.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,130,Alexandria Public Schools,George Washington Middle,5100120,5100120,47210100130100.0,510012002999,1504.0,06-08,3,1507.07,ADM,16278,388,16666,11480,42,11522,4798,346,5144,24532085.4599999,584743.16,25116734,16947.49492,1024516636.28,1301490941.28,411,0,0,0,0,0,0,0
VA,2018-2019,101,370,Alexandria Public Schools,GOVERNOR'S HEALTH SCIENCE ACADEMY,5100120,5100120,47210100130100.0,510012003067,,,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1024516636.28,1301490941.28,NRD,0,0,0,0,0,1,0
VA,2018-2019,101,220,Alexandria Public Schools,James K. Polk Elementary,5100120,5100120,47210100130100.0,510012000043,795.0,PK-05,2,784.96,ADM,16661,748,17410,11863,402,12266,4798,346,5144,13078218.56,587150.08,13665859,17691.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,90,Alexandria Public Schools,Jefferson-Houston PK-8 School,5100120,5100120,47210100130100.0,510012000044,641.0,PK-08,3,629.99,ADM,17574,772,18346,12776,426,13202,4798,346,5144,11071444.26,486352.28,11557711,18627.49492,1024516636.28,1301490941.28,16069,0,0,0,0,0,0,0
VA,2018-2019,101,230,Alexandria Public Schools,John Adams Elementary,5100120,5100120,47210100130100.0,510012000045,744.0,PK-05,2,724.99,ADM,19426,1220,20645,14628,874,15501,4798,346,5144,14083655.74,884487.8,14967755,20926.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,80,Alexandria Public Schools,Lyles-Crouch Elementary,5100120,5100120,47210100130100.0,510012000047,468.0,KG-05,2,466.95,ADM,17097,346,17443,12299,0,12300,4798,346,5144,7983444.14999999,161564.699999999,8145239,17724.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,30,Alexandria Public Schools,Mount Vernon Elementary,5100120,5100120,47210100130100.0,510012000050,892.0,PK-05,2,874.75,ADM,15848,346,16194,11050,0,11050,4798,346,5144,13863038,302663.5,14165429,16475.49492,1024516636.28,1301490941.28,7478,0,0,0,0,0,0,0
VA,2018-2019,101,60,Alexandria Public Schools,Naomi L. Brooks Elementary,5100120,5100120,47210100130100.0,510012000048,383.0,KG-05,2,373.84,ADM,17210,346,17556,12412,0,12412,4798,346,5144,6433786.39999999,129348.639999999,6563193,17837.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,50,Alexandria Public Schools,Patrick Henry K-8 School,5100120,5100120,47210100130100.0,510012000052,805.0,PK-08,3,781.9,ADM,14618,747,15365,9820,401,10221,4798,346,5144,11429814.2,584079.299999999,12013944,15646.49492,1024516636.28,1301490941.28,0,0,0,0,0,0,0,0
VA,2018-2019,101,333,Alexandria Public Schools,Samuel W. Tucker Elementary,5100120,5100120,47210100130100.0,510012002549,834.0,PK-05,2,799.16,ADM,16671,346,17017,11873,0,11873,4798,346,5144,13322796.36,276509.36,13599628,17298.49492,1024516636.28,1301490941.28,4768,0,0,0,0,0,0,0
VA,2018-2019,101,190,Alexandria Public Schools,William Ramsay Elementary,5100120,5100120,47210100130100.0,510012000055,684.0,PK-05,2,686.6,ADM,17150,1107,18257,12352,761,13113,4798,346,5144,11775190,760066.2,12534992,18538.49492,1024516636.28,1301490941.28,13718,0,0,0,0,0,0,0
VA,2018-2019,3,310,Alleghany County Public Schools,Alleghany High,5100152,5100152,47100300330100.0,510015201883,662.0,09-12,4,645.95,ADM,11453,428,11881,7740,324,8064,3713,104,3817,7398065.35,276466.6,7674436,12843.11372,15942691.95,39510646.95,24681,0,0,0,0,0,0,0
VA,2018-2019,3,110,Alleghany County Public Schools,Callaghan Elementary,5100152,5100152,47100300330100.0,510015201885,220.0,PK-05,2,219.04,ADM,9814,1146,10959,6101,1042,7142,3713,104,3817,2149658.56,251019.84,2400531,11921.11372,15942691.95,39510646.95,0,0,0,0,0,0,0,0
VA,2018-2019,3,1040,Alleghany County Public Schools,Clifton Middle,5100152,5100152,47100300330100.0,510015201888,474.0,06-08,3,461.51,ADM,10660,555,11216,6947,451,7399,3713,104,3817,4919696.6,256138.05,5176210,12178.11372,15942691.95,39510646.95,0,0,0,0,0,0,0,0
VA,2018-2019,3,1041,Alleghany County Public Schools,Mountain View Elementary,5100152,5100152,47100300330100.0,510015201938,524.0,PK-05,2,521.77,ADM,10149,1008,11157,6436,904,7340,3713,104,3817,5295443.72999999,525944.16,5821436,12119.11372,15942691.95,39510646.95,0,0,0,0,0,0,0,0
VA,2018-2019,3,90,Alleghany County Public Schools,Sharon Elementary,5100152,5100152,47100300330100.0,510015201891,204.0,PK-05,2,201.21,ADM,11471,931,12402,7758,827,8585,3713,104,3817,2308079.91,187326.51,2495342,13364.11372,15942691.95,39510646.95,0,0,0,0,0,0,0,0
VA,2018-2019,407,407,ALT ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY,ALTERN ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY,5100078,5100078,,510007802353,0.0,UG-UG,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,0,0,0,1,0
VA,2018-2019,4,220,Amelia County Public Schools,Amelia County Elementary,5100180,5100180,47100400430100.0,510018000062,694.0,PK-04,2,698.3,ADM,8001,741,8743,5161,651,5813,2840,90,2930,5587098.3,517440.3,6105346,9336.308348,357656519.4,374257703.4,95350,0,0,0,0,0,0,0
VA,2018-2019,4,10,Amelia County Public Schools,Amelia County High,5100180,5100180,47100400430100.0,510018001828,527.0,09-12,4,516.82,ADM,10198,234,10432,7358,144,7502,2840,90,2930,5270530.36,120935.88,5391674,11025.30835,357656519.4,374257703.4,481477,0,0,0,0,0,0,0
VA,2018-2019,4,210,Amelia County Public Schools,Amelia County Middle,5100180,5100180,47100400430100.0,510018000063,540.0,05-08,3,542.01,ADM,9218,198,9417,6378,108,6487,2840,90,2930,4996248.18,107317.98,5104164,10010.30835,357656519.4,374257703.4,77926,0,0,0,0,0,0,0
VA,2018-2019,311,380,AMELIA-NOTTOWAY VOC CTR,AMELIA-NOTTOWAY VOC CTR,5100013,5100013,,510001302026,0.0,UG-UG,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,0,0,0,1,0
VA,2018-2019,5,780,Amherst County Public Schools,Amelon Elementary,5100210,5100210,47100500530100.0,510021000064,444.0,PK-05,2,444.05,ADM,8818,904,9723,6525,773,7298,2293,131,2424,3915632.9,401421.2,4317382,10498.53163,1453333523.37,1495708905.37,208351,0,0,0,0,0,0,0
VA,2018-2019,5,750,Amherst County Public Schools,Amherst County High,5100210,5100210,47100500530100.0,510021000065,1157.0,09-12,4,1137.96,ADM,10988,261,11249,8695,130,8825,2293,131,2424,12503904.48,297007.56,12801416,12024.53163,1453333523.37,1495708905.37,686859,0,0,0,0,0,0,0
VA,2018-2019,5,790,Amherst County Public Schools,Amherst Elementary,5100210,5100210,47100500530100.0,510021000067,283.0,PK-05,2,287.47,ADM,9809,893,10703,7516,762,8279,2293,131,2424,2819793.23,256710.71,3076841,11478.53163,1453333523.37,1495708905.37,202548,0,0,0,0,0,0,0
VA,2018-2019,5,670,Amherst County Public Schools,Amherst Middle,5100210,5100210,47100500530100.0,510021000066,372.0,06-08,3,374.26,ADM,9768,141,9910,7475,10,7486,2293,131,2424,3655771.67999999,52770.6599999999,3709006,10685.53163,1453333523.37,1495708905.37,230426,0,0,0,0,0,0,0
VA,2018-2019,5,770,Amherst County Public Schools,Central Elementary,5100210,5100210,47100500530100.0,510021000068,335.0,PK-05,2,341.81,ADM,10208,1226,11435,7915,1095,9010,2293,131,2424,3489196.48,419059.06,3908590,12210.53163,1453333523.37,1495708905.37,209195,0,0,0,0,0,0,0
VA,2018-2019,5,760,Amherst County Public Schools,Elon Elementary,5100210,5100210,47100500530100.0,510021000069,335.0,PK-05,2,335.03,ADM,9147,541,9688,6854,410,7263,2293,131,2424,3064519.40999999,181251.229999999,3245763,10463.53163,1453333523.37,1495708905.37,173022,0,0,0,0,0,0,0
VA,2018-2019,5,500,Amherst County Public Schools,Madison Heights Elementary,5100210,5100210,47100500530100.0,510021000010,433.0,PK-05,2,429.45,ADM,8819,1221,10041,6526,1090,7616,2293,131,2424,3787319.55,524358.45,4312003,10816.53163,1453333523.37,1495708905.37,273082,0,0,0,0,0,0,0
VA,2018-2019,5,20,Amherst County Public Schools,Monelison Middle,5100210,5100210,47100500530100.0,510021000072,606.0,06-08,3,607.4,ADM,9304,218,9523,7011,87,7099,2293,131,2424,5651249.6,132413.199999999,5784425,10298.53163,1453333523.37,1495708905.37,291310,0,0,0,0,0,0,0
VA,2018-2019,5,740,Amherst County Public Schools,Temperance Elementary,5100210,5100210,47100500530100.0,510021000075,113.0,PK-05,2,112.67,ADM,10302,525,10828,8009,394,8403,2293,131,2424,1160726.34,59151.75,1219956,11603.53163,1453333523.37,1495708905.37,98005,0,0,0,0,0,0,0
VA,2018-2019,6,260,Appomattox County Public Schools,Appomattox County High,5100240,5100240,47100600630100.0,510024000076,689.0,09-12,4,682.89,ADM,9744,410,10154,6993,371,7364,2751,39,2790,6654080.16,279984.9,6934121,10736.11796,27535303.53,49204419.53,40227,0,0,0,0,0,0,0
VA,2018-2019,6,110,Appomattox County Public Schools,Appomattox Elementary,5100240,5100240,47100600630100.0,510024000077,509.0,03-05,2,511.75,ADM,8791,1099,9890,6040,1060,7100,2751,39,2790,4498794.25,562413.25,5061261,10472.11796,27535303.53,49204419.53,0,0,0,0,0,0,0,0
VA,2018-2019,6,160,Appomattox County Public Schools,Appomattox Middle,5100240,5100240,47100600630100.0,510024000078,469.0,06-08,3,468.75,ADM,9289,299,9588,6538,260,6798,2751,39,2790,4354218.75,140156.25,4494222,10170.11796,27535303.53,49204419.53,138,0,0,0,0,0,0,0
VA,2018-2019,6,250,Appomattox County Public Schools,Appomattox Primary,5100240,5100240,47100600630100.0,510024000079,554.0,PK-02,2,562.88,ADM,8608,594,9202,5857,555,6412,2751,39,2790,4845271.04,334350.72,5179512,9784.117965,27535303.53,49204419.53,0,0,0,0,0,0,0,0
VA,2018-2019,267,10,APPOMATTOX REGIONAL GOV SCH,APPOMATTOX REGIONAL GOV. SCH.,5100032,5100032,,510003201932,0.0,UG-UG,0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,0,0,0,1,0
VA,2018-2019,7,350,Arlington County Public Schools,Abingdon Elementary,5100270,5100270,47100700730100.0,510027000081,671.0,PK-05,2,680.01,ADM,18173,737,18911,11447,422,11870,6726,315,7041,12357821.73,501167.37,12859603,20085.16084,810147150.41,1308584593.41,30727,0,0,0,0,0,0,0
VA,2018-2019,7,160,Arlington County Public Schools,Alice West Fleet Elementary,5100270,5100270,47100700730100.0,510027000094,636.0,PK-05,2,643.92,ADM,19528,411,19939,12802,96,12898,6726,315,7041,12574469.76,264651.12,12839129,21113.16084,810147150.41,1308584593.41,5583,0,0,0,0,0,0,0
VA,2018-2019,7,618,Arlington County Public Schools,Arlington Community High,5100270,5100270,47100700730100.0,510027002875,157.0,09-12,4,223.34,ADM,6937,315,7252,211,0,211,6726,315,7041,1549309.58,70352.1,1619584,8426.160844,810147150.41,1308584593.41,0,0,0,0,0,0,1,0
VA,2018-2019,7,470,Arlington County Public Schools,Arlington Traditional,5100270,5100270,47100700730100.0,510027000104,560.0,PK-05,2,559.9,ADM,18069,315,18384,11343,0,11343,6726,315,7041,10116833.1,176368.5,10293469,19558.16084,810147150.41,1308584593.41,21886,0,0,0,0,0,0,0
VA,2018-2019,7,490,Arlington County Public Schools,Ashlawn Elementary,5100270,5100270,47100700730100.0,510027000082,772.0,PK-05,2,763.79,ADM,17609,394,18004,10883,79,10962,6726,315,7041,13449578.11,300933.26,13750905,19178.16084,810147150.41,1308584593.41,13593,0,0,0,0,0,0,0
VA,2018-2019,7,150,Arlington County Public Schools,Barcroft Elementary,5100270,5100270,47100700730100.0,510027000083,434.0,PK-05,2,439.01,ADM,22810,1188,23998,16084,873,16957,6726,315,7041,10013818.1,521543.88,10535502,25172.16084,810147150.41,1308584593.41,45849,0,0,0,0,0,0,0
