state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_MD,enrollmetric,pp_stloc_raw_MD,pp_fed_raw_MD,pp_total_raw_MD,schoolstloc_raw_MD,schoolfed_raw_MD,schooltot_raw_MD,pp_total_norm_NERDS,pp_site_stloc_difference_MD,pp_site_fed_difference_MD,pp_site_difference_MD,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
MD,2018-2019,30,454,Baltimore City,Carver Vocational-Technical High,2400090,2400090,21200400130100.0,240009000168.0,876.0,09-12,4.0,876,September Count Day,13026,1094,14120,11410776,958344,12369120,14420.02795,12183,900,13083,1,0,1,0,0,0,0
MD,2018-2019,30,7,Baltimore City,Cecil Elementary,2400090,2400090,21200400130100.0,240009000169.0,345.0,PK-05,2.0,345,September Count Day,13240,2712,15953,4567800,935640,5503785,16253.02795,12397,2518,14916,1,0,1,0,0,0,0
MD,2018-2019,30,34,Baltimore City,Charles Carroll Barrister Elementary,2400090,2400090,21200400130100.0,240009000153.0,338.0,PK-05,2.0,338,September Count Day,13186,2333,15519,4456868,788554,5245422,15819.02795,12343,2139,14482,1,0,1,0,0,0,0
MD,2018-2019,30,326,Baltimore City,City Neighbors Charter School,2400090,2400090,21200400130100.0,240009001478.0,232.0,KG-08,3.0,232,September Count Day,15478,1350,16828,3590896,313200,3904096,17128.02795,14635,1156,15791,1,0,1,0,0,0,0
MD,2018-2019,30,346,Baltimore City,City Neighbors Hamilton,2400090,2400090,21200400130100.0,240009001680.0,235.0,KG-08,3.0,235,September Count Day,16034,1623,17658,3767990,381405,4149630,17958.02795,15191,1429,16621,1,0,1,0,0,0,0
MD,2018-2019,30,376,Baltimore City,City Neighbors High,2400090,2400090,21200400130100.0,240009001690.0,417.0,09-12,4.0,417,September Count Day,16530,1130,17660,6893010,471210,7364220,17960.02795,15687,936,16623,1,0,1,0,0,0,0
MD,2018-2019,30,8,Baltimore City,City Springs Elementary/Middle,2400090,2400090,21200400130100.0,240009000175.0,704.0,PK-08,3.0,704,September Count Day,13714,2926,16640,9654656,2059904,11714560,16940.02795,12871,2732,15603,1,0,1,0,0,0,0
MD,2018-2019,30,307,Baltimore City,Claremont School,2400090,2400090,21200400130100.0,240009000176.0,58.0,08-12,4.0,58,September Count Day,54089,12194,66283,3137162,707252,3844414,66583.02795,53246,12000,65246,1,0,1,0,0,0,0
MD,2018-2019,30,97,Baltimore City,Collington Square Elementary/Middle,2400090,2400090,21200400130100.0,240009000179.0,342.0,PK-08,3.0,342,September Count Day,11118,2973,14091,3802356,1016766,4819122,14391.02795,10275,2779,13054,1,0,1,0,0,0,0
MD,2018-2019,30,27,Baltimore City,Commodore John Rogers Elementary/Middle,2400090,2400090,21200400130100.0,240009000180.0,888.0,PK-08,3.0,888,September Count Day,11460,2127,13587,10176480,1888776,12065256,13887.02795,10617,1933,12550,1,0,1,0,0,0,0
MD,2018-2019,30,325,Baltimore City,ConneXions: A Community Based Arts School,2400090,2400090,21200400130100.0,240009001302.0,516.0,06-12,4.0,516,September Count Day,15351,2537,17887,7921116,1309092,9229692,18187.02795,14508,2343,16850,1,0,1,0,0,0,0
MD,2018-2019,30,432,Baltimore City,Coppin Academy,2400090,2400090,21200400130100.0,240009001530.0,352.0,09-12,4.0,352,September Count Day,13027,957,13984,4585504,336864,4922368,14284.02795,12184,763,12947,1,0,1,0,0,0,0
MD,2018-2019,30,384,Baltimore City,Creative City Public Charter School,2400090,2400090,21200400130100.0,240009001716.0,327.0,KG-05,2.0,327,September Count Day,12960,2203,15163,4237920,720381,4958301,15463.02795,12117,2009,14126,1,0,1,0,0,0,0
MD,2018-2019,30,247,Baltimore City,Cross Country Elementary/Middle,2400090,2400090,21200400130100.0,240009000182.0,704.0,PK-08,3.0,704,September Count Day,11567,2098,13664,8143168,1476992,9619456,13964.02795,10724,1904,12627,1,0,1,0,0,0,0
MD,2018-2019,30,207,Baltimore City,Curtis Bay Elementary/Middle,2400090,2400090,21200400130100.0,240009000183.0,573.0,PK-08,3.0,573,September Count Day,12207,2537,14745,6994611,1453701,8448885,15045.02795,11364,2343,13708,1,0,1,0,0,0,0
MD,2018-2019,30,39,Baltimore City,Dallas F. Nicholas Sr. Elementary,2400090,2400090,21200400130100.0,240009000184.0,241.0,PK-05,2.0,241,September Count Day,16366,2579,18946,3944206,621539,4565986,19246.02795,15523,2385,17909,1,0,1,0,0,0,0
MD,2018-2019,30,201,Baltimore City,Dickey Hill Elementary/Middle,2400090,2400090,21200400130100.0,240009000186.0,397.0,PK-08,3.0,397,September Count Day,12664,2248,14912,5027608,892456,5920064,15212.02795,11821,2054,13875,1,0,1,0,0,0,0
MD,2018-2019,30,416,Baltimore City,Digital Harbor High School,2400090,2400090,21200400130100.0,240009001313.0,1196.0,09-12,4.0,1196,September Count Day,13610,1418,15029,16277560,1695928,17974684,15329.02795,12767,1224,13992,1,0,1,0,0,0,0
MD,2018-2019,30,61,Baltimore City,Dorothy I. Height Elementary,2400090,2400090,21200400130100.0,240009000256.0,341.0,PK-05,2.0,341,September Count Day,13789,3270,17059,4702049,1115070,5817119,17359.02795,12946,3076,16022,1,0,1,0,0,0,0
MD,2018-2019,30,250,Baltimore City,Dr. Bernard Harris Sr. Elementary,2400090,2400090,21200400130100.0,240009000187.0,316.0,PK-05,2.0,316,September Count Day,12501,3107,15609,3950316,981812,4932444,15909.02795,11658,2913,14572,1,0,1,0,0,0,0
MD,2018-2019,30,254,Baltimore City,Dr. Martin Luther King Jr. Elementary/Middle,2400090,2400090,21200400130100.0,240009000188.0,290.0,PK-08,3.0,290,September Count Day,13475,2846,16321,3907750,825340,4733090,16621.02795,12632,2652,15284,1,0,1,0,0,0,0
MD,2018-2019,30,58,Baltimore City,Dr. Nathan A. Pitts-Ashburton Elementary/Middle,2400090,2400090,21200400130100.0,240009000149.0,372.0,PK-08,3.0,372,September Count Day,13559,2661,16221,5043948,989892,6034212,16521.02795,12716,2467,15184,1,0,1,0,0,0,0
