state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_NH,enrollmetric,pp_stloc_raw_NH,pp_fed_raw_NH,pp_total_raw_NH,schoolstloc_raw_NH,schoolfed_raw_NH,schooltot_raw_NH,pp_total_norm_NERDS,pp_total_operational_NH,pp_stloc_operational_NH,pp_fed_operational_NH,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
NH,2018-2019,174,23015,Fall Mountain Regional,Walpole Elementary School,3302990,3302990,30500370100000,330299000122,124.0,05-08,3.0,126.02,Adjusted ADM,,,25612.5609427075,3130659.51,48517.71,3179177.22,25424.0176708972,25227.560863355,24842.5607840025,385.000079352483,0,0,1,0,0,0,0
NH,2018-2019,174,23010,Fall Mountain Regional,Walpole Primary School,3302990,3302990,30500370100000,330299000121,95.0,PK-01,1.0,83.34,Adjusted ADM,,,14147.4886009119,1104710.04,37170.83,1141880.87,13897.9311295964,13701.4743220542,13255.4600431965,446.014278857691,0,0,1,0,0,0,0
NH,2018-2019,175,22050,Farmington,Farmington Senior High School,3303000,3303000,30500900200000,330300000123,267.0,09-12,4.0,263.44,Adjusted ADM,,,20661.8422411175,5017487.1,212834.31,5230321.41,20246.5877293973,19853.937936532,19046.0336319465,807.904304585484,0,0,1,0,0,0,0
NH,2018-2019,175,22055,Farmington,Henry Wilson Memorial School,3303000,3303000,30500900200000,330300000124,321.0,04-08,3.0,312.94,Adjusted ADM,,,19522.5276730363,5083755.83,512811.99,5596567.82,18276.4863749577,17883.8365820924,16245.1454911484,1638.69109094395,0,0,1,0,0,0,0
NH,2018-2019,175,27980,Farmington,Valley View Community School,3303000,3303000,30500900200000,330300000597,275.0,PK-03,2.0,259.23,Adjusted ADM,,,19513.5629749643,4209295.27,424602.83,4633898.1,18268.2741418989,17875.6243490336,16237.685723103,1637.93862593064,0,0,1,0,0,0,0
NH,2018-2019,185,20660,Franklin,Franklin High School,3303090,3303090,30200700230100,330309000128,297.0,09-12,4.0,269.94,Adjusted ADM,,,21001.2861006149,4493780.13,587653.52,5081433.65,18677.8970873853,18824.3078091427,16647.3295176705,2176.97829147217,0,0,1,0,0,0,0
NH,2018-2019,185,26755,Franklin,Franklin Middle School,3303090,3303090,30200700230100,330309000511,345.0,04-08,3.0,343.61,Adjusted ADM,,,17007.7957277145,4034769.47,904639.61,4939409.08,14228.6338927765,14375.0446145339,11742.2935013532,2632.75111318064,0,0,1,0,0,0,0
NH,2018-2019,185,20650,Franklin,Paul A. Smith School,3303090,3303090,30200700230100,330309000130,289.0,PK-03,2.0,279.12,Adjusted ADM,,,22560.563879335,4357147.25,969978.67,5327125.92,18939.0217803922,19085.4325021496,15610.3011249641,3475.13137718544,0,0,1,0,0,0,0
NH,2018-2019,187,20350,Freedom,Freedom Elementary School,3303120,3303120,30500200800000,330312000131,67.0,PK-06,2.0,58.7,Adjusted ADM,,,39389.0119250425,2130393.38,90870.81,2221264.19,,37840.9572402044,36292.9025553662,1548.05468483816,0,0,1,0,0,1,1
NH,2018-2019,189,20525,Fremont,Ellis School,3303150,3303150,30500801200000,330315000132,406.0,PK-08,3.0,398.85,Adjusted ADM,,,17902.127767331,6653272.96,243495.35,6896768.31,18391.9546370175,17291.6342233922,16681.1406794534,610.493543938824,0,0,1,0,0,0,0
NH,2018-2019,191,21245,Gilford,Gilford Elementary School,3303180,3303180,30500100400000,330318000133,343.0,KG-04,2.0,342.34,Adjusted ADM,,,20042.4121049249,6333094.92,264112.22,6597207.14,19166.8889029225,19270.9211310393,18499.4301571537,771.49097388561,0,0,1,0,0,0,0
NH,2018-2019,191,21240,Gilford,Gilford High School,3303180,3303180,30500100400000,330318000135,475.0,09-12,4.0,466.13,Adjusted ADM,,,22042.6119537468,9936632.45,169045.13,10105677.58,21575.9231062319,21679.9553343487,21317.2987149507,362.656619398022,0,0,1,0,0,0,0
NH,2018-2019,191,26995,Gilford,Gilford Middle School,3303180,3303180,30500100400000,330318000044,311.0,05-08,3.0,313.44,Adjusted ADM,,,20625.2294857069,6256779.53,103996.2,6360775.73,20189.4074413574,20293.4396694742,19961.6498532414,331.789816232771,0,0,1,0,0,0,0
NH,2018-2019,195,21250,Gilmanton,Gilmanton Elementary School,3303210,3303210,30500100500000,330321000136,407.0,KG-08,3.0,405.03,Adjusted ADM,,,17296.8695899069,6604045.93,200852.58,6804898.51,17766.8253533966,16800.9740266153,16305.0784633237,495.895563291608,0,0,1,0,0,0,0
NH,2018-2019,199,20695,Goffstown,Bartlett Elementary School,3303240,3303240,30500600700000,330324000138,212.0,01-04,2.0,212.62,Adjusted ADM,,,17346.3378327532,3014016.55,337080.9,3351097.45,15639.831449335,15760.9700404477,14175.6022481422,1585.36779230552,0,0,1,0,0,0,0
NH,2018-2019,199,28525,Goffstown,Glen Lake School,3303240,3303240,30500600700000,330324000620,214.0,PK-KG,1.0,96.66,Adjusted ADM,,,25201.3375750051,2234200.73,100880.28,2335081.01,24036.5379038179,24157.6764949306,23114.0154148561,1043.66108007448,0,0,1,0,0,0,0
NH,2018-2019,199,20700,Goffstown,Goffstown High School,3303240,3303240,30500600700000,330324000137,1124.0,09-12,4.0,1107.83,Adjusted ADM,,,15635.5802334293,16720669.91,300447.47,17021117.38,15243.2380551236,15364.3766462363,15093.1730590433,271.20358719298,0,0,1,0,0,0,0
NH,2018-2019,199,20690,Goffstown,Maple Avenue School,3303240,3303240,30500600700000,330324000139,466.0,01-04,2.0,465.67,Adjusted ADM,,,13192.3004058668,5990251.21,76503.66,6066754.87,12906.8745297668,13028.0131208795,12863.7258358923,164.287284987222,0,0,1,0,0,0,0
NH,2018-2019,199,26820,Goffstown,Mountain View Middle School,3303240,3303240,30500600700000,330324000536,878.0,05-08,3.0,868.28,Adjusted ADM,,,14676.3627055788,11750037.03,496577.59,12246614.62,13983.3146037092,14104.4531948219,13532.543684065,571.909510756898,0,0,1,0,0,0,0
NH,2018-2019,203,20745,Gorham Randolph Shelburne Cooperative,Edward Fenn School,3300035,3300035,30500400800000,330003500141,159.0,KG-05,2.0,157.55,Adjusted ADM,,,18041.2775626785,2546573.74,147914.77,2694488.51,17190.1982955198,17102.4342113614,16163.5908600444,938.843351317042,0,0,1,0,0,0,0
NH,2018-2019,203,20750,Gorham Randolph Shelburne Cooperative,Gorham High School,3300035,3300035,30500400800000,330003500142,134.0,09-12,4.0,133.15,Adjusted ADM,,,20152.6488922268,2575320.94,54002.13,2629323.07,19834.8393376319,19747.0752534735,19341.5016147202,405.573638753285,0,0,1,0,0,0,0
NH,2018-2019,203,27005,Gorham Randolph Shelburne Cooperative,Gorham Middle School,3300035,3300035,30500400800000,330003500047,107.0,06-08,3.0,106.62,Adjusted ADM,,,18614.4924029262,1884786.28,49945.45,1934731.73,18233.8129492868,18146.0488651284,17677.6053273307,468.443537797786,0,0,1,0,0,0,0
NH,2018-2019,208,22430,Governor Wentworth Regional,Carpenter Elementary School,3303330,3303330,30500270100000,330333000144,255.0,KG-03,2.0,256.46,Adjusted ADM,,,18908.6418544802,4455832.71,196738.79,4652571.5,18054.6474425147,18141.5093971769,17374.3769398736,767.132457303283,0,0,1,0,0,0,0
NH,2018-2019,208,27515,Governor Wentworth Regional,Crescent Lake School,3303330,3303330,30500270100000,330333000565,222.0,04-06,2.0,223.74,Adjusted ADM,,,18211.6041387324,3743710.23,165477.04,3909187.27,17385.14693959,17472.0088942522,16732.413649772,739.5952444802,0,0,1,0,0,0,0
NH,2018-2019,208,22395,Governor Wentworth Regional,Effingham Elementary School,3303330,3303330,30500270100000,330333000145,114.0,KG-06,2.0,111.64,Adjusted ADM,,,23347.0048369759,2394007.8,106225.91,2500233.71,22308.6388515004,22395.5008061626,21443.9967753493,951.504030813328,0,0,1,0,0,0,0
NH,2018-2019,208,22425,Governor Wentworth Regional,Kingswood Regional High School,3303330,3303330,30500270100000,330333000146,748.0,09-12,4.0,742.48,Adjusted ADM,,,21552.9217352655,15118924.37,441844.48,15560768.85,20870.9670104277,20957.8289650899,20362.7361949143,595.092770175627,0,0,1,0,0,0,0
NH,2018-2019,208,22440,Governor Wentworth Regional,Kingswood Regional Middle School,3303330,3303330,30500270100000,330333000512,400.0,07-08,3.0,396.58,Adjusted ADM,,,20384.1508648948,7853811.61,115067.47,7968879.08,20007.139457411,20094.0014120732,19803.8519592516,290.149452821624,0,0,1,0,0,0,0
NH,2018-2019,208,22400,Governor Wentworth Regional,New Durham Elementary School,3303330,3303330,30500270100000,330333000148,154.0,PK-06,2.0,149.7,Adjusted ADM,,,33402.7534402137,4594720.43,202835.88,4797556.31,31960.9423873551,32047.8043420173,30692.8552438209,1354.94909819639,0,0,1,0,0,1,0
NH,2018-2019,208,22405,Governor Wentworth Regional,Ossipee Central School,3303330,3303330,30500270100000,330333000149,317.0,PK-06,2.0,296.17,Adjusted ADM,,,15904.5279737988,4328174.69,191134.68,4519309.37,15172.3113917266,15259.1733463888,14613.8187189789,645.354627409933,0,0,1,0,0,0,0
NH,2018-2019,208,22410,Governor Wentworth Regional,Tuftonboro Central School,3303330,3303330,30500270100000,330333000150,123.0,KG-06,2.0,120.62,Adjusted ADM,,,25214.3403249875,2793800.59,123776.57,2917577.16,24101.308829619,24188.1707842812,23162.0012435748,1026.16954070635,0,0,1,0,0,0,0
NH,2018-2019,211,21330,Grantham,Grantham Village School,3303360,3303360,30501000700000,330336000151,217.0,PK-06,2.0,221.65,Adjusted ADM,,,22808.6845477103,4904471.59,75536.67,4980008.26,24703.1487339604,22467.891991879,22127.0994360478,340.792555831265,0,0,1,0,0,0,0
NH,2018-2019,215,22450,Greenland,Greenland Central School,3303420,3303420,30500801300000,330342000152,413.0,KG-08,3.0,411.79,Adjusted ADM,,,17145.5892323757,6964393.75,47994.22,7012387.97,17840.606380269,17029.0390004614,16912.488768547,116.550231914325,0,0,1,0,0,0,0
NH,2018-2019,223,22755,Hampstead,Hampstead Central School,3303480,3303480,30500801400000,330348000153,468.0,PK-04,2.0,446.62,Adjusted ADM,,,21051.4706014061,9009998.54,196004.63,9206003.17,22202.4641853399,20612.6084143119,20173.7462272177,438.862187094174,0,0,1,0,0,0,0
NH,2018-2019,223,22750,Hampstead,Hampstead Middle School,3303480,3303480,30500801400000,330348000468,382.0,05-08,3.0,384.53,Adjusted ADM,,,21997.8389202402,8121331.58,168748.71,8290080.29,23148.8506218848,21558.9948508568,21120.1507814734,438.844069383403,0,0,1,0,0,0,0
NH,2018-2019,225,20795,Hampton,Adeline C. Marston School,3303510,3303510,30500801500000,330351000470,324.0,03-05,2.0,333.14,Adjusted ADM,,,20313.0232334754,6377889.28,194595.64,6572484.92,19948.5311232234,19728.8975205619,19144.7718076484,584.125712913489,0,0,1,0,0,0,0
NH,2018-2019,225,20790,Hampton,Hampton Academy,3303510,3303510,30500801500000,330351000471,399.0,06-08,3.0,400.57,Adjusted ADM,,,19239.5685897595,7412405.95,147194.02,7559599.97,19091.740774941,18872.1071722795,18504.6457547994,367.46141748009,0,0,1,0,0,0,0
NH,2018-2019,225,20770,Hampton,Hampton Centre School,3303510,3303510,30500801500000,330351000469,326.0,PK-02,2.0,320.78,Adjusted ADM,,,20629.8361182118,6262082.29,177778.27,6439860.56,20295.2635047751,20075.6299021136,19521.4236860153,554.20621609826,0,0,1,0,0,0,0
NH,2018-2019,227,20800,Hampton Falls,Lincoln Akerman School,3303540,3303540,30500801600000,330354000154,220.0,KG-08,3.0,218.43,Adjusted ADM,,,27104.1176120496,5837484.57,41433.92,5878918.49,26937.4211753291,26914.4279174106,26724.7382227715,189.689694639014,0,0,1,0,0,0,0
NH,2018-2019,233,20830,Hanover,Bernice A. Ray School,3303600,3303600,30500501600000,330360000155,458.0,KG-05,2.0,459.43,Adjusted ADM,,,28002.2527479703,12391726.58,236674.2,12628400.78,,27487.1052826328,26971.9578172953,515.147465337483,0,0,1,0,0,1,1
NH,2018-2019,235,21155,Harrisville,Wells Memorial School,3303630,3303630,30500300600000,330363000156,60.0,KG-06,2.0,61.23,Adjusted ADM,,,23428.9761554793,1390163.15,22196.53,1412359.68,23643.8041247753,23066.4654581087,22703.9547607382,362.510697370569,0,0,1,0,0,0,0
NH,2018-2019,238,26875,Haverhill Cooperative,Haverhill Cooperative Middle School,3303660,3303660,30500501800000,330366000020,272.0,04-08,3.0,266.01,Adjusted ADM,,,19305.680237585,4583290.0,276107.0,4859397.0,17880.8044786057,18267.7230179316,17229.7657982782,1037.95721965339,0,0,1,0,0,0,0
NH,2018-2019,238,20905,Haverhill Cooperative,Woodsville Elementary School,3303660,3303660,30500501800000,330366000159,232.0,PK-03,2.0,200.4,Adjusted ADM,,,18316.2225548902,3094685.0,287943.0,3382628.0,16492.462698199,16879.3812375249,15442.5399201596,1436.84131736526,0,0,1,0,0,0,0
NH,2018-2019,238,20910,Haverhill Cooperative,Woodsville High School,3303660,3303660,30500501800000,330366000160,197.0,09-12,4.0,198.4,Adjusted ADM,,,25820.1058467741,4928213.0,97248.0,5025461.0,24943.0260171257,25329.9445564516,24839.783266129,490.16129032258,0,0,1,0,0,0,0
NH,2018-2019,245,20935,Henniker,Henniker Community School,3303690,3303690,30500701200000,330369000161,406.0,PK-08,3.0,394.84,Adjusted ADM,,,19492.7302704893,7494752.04,100878.79,7595630.83,19333.4945773138,19237.2374379495,18981.7446054097,255.492832539762,0,0,1,0,0,0,0
NH,2018-2019,247,20670,Hill,Jennie D. Blake School,3303720,3303720,30500701300000,330372000164,61.0,KG-06,2.0,59.65,Adjusted ADM,,,25672.6519698239,1164688.75,183342.47,1348031.22,21696.8634375386,22599.0145850796,19525.3772003352,3073.63738474434,0,0,1,0,0,0,0
NH,2018-2019,251,20955,Hillsboro-Deering Cooperative,Hillsboro-Deering Elementary School,3303750,3303750,30500601100000,330375000165,483.0,PK-05,2.0,460.79,Adjusted ADM,,,20334.9117819397,9370124.0,0.0,9370124.0,20736.5119592446,20334.9117819397,20334.9117819397,0.0,0,0,1,0,0,0,0
NH,2018-2019,251,20950,Hillsboro-Deering Cooperative,Hillsboro-Deering High School,3303750,3303750,30500601100000,330375000166,349.0,09-12,4.0,338.22,Adjusted ADM,,,21978.9101768079,7433707.0,0.0,7433707.0,22380.5103541128,21978.9101768079,21978.9101768079,0.0,0,0,1,0,0,0,0
NH,2018-2019,251,20960,Hillsboro-Deering Cooperative,Hillsboro-Deering Middle School,3303750,3303750,30500601100000,330375000481,292.0,06-08,3.0,287.03,Adjusted ADM,,,17005.7624638539,4881164.0,0.0,4881164.0,17407.3626411588,17005.7624638539,17005.7624638539,0.0,0,0,1,0,0,0,0
NH,2018-2019,255,21680,Hinsdale,Hinsdale Elementary School,3303780,3303780,30500300700000,330378000167,293.0,PK-05,2.0,271.94,Adjusted ADM,,,20614.9915422519,4911190.68,347425.06,5258615.74,20545.6650240679,19337.4117084651,18059.8318746782,1277.57983378686,0,0,1,0,0,0,0
NH,2018-2019,255,21675,Hinsdale,Hinsdale High School,3303780,3303780,30500300700000,330378000168,152.0,09-12,4.0,149.02,Adjusted ADM,,,24419.6446785666,3498909.75,70052.85,3568962.6,25157.807737828,23949.5544222252,23479.4641658837,470.09025634143,0,0,1,0,0,0,0
NH,2018-2019,255,26985,Hinsdale,Hinsdale Middle High School,3303780,3303780,30500300700000,330378000048,115.0,06-08,3.0,117.27,Adjusted ADM,,,23749.3364884454,2482848.89,151117.9,2633966.79,23668.9575877951,22460.7042721923,21172.0720559392,1288.63221625309,0,0,1,0,0,0,0
NH,2018-2019,257,22345,Holderness,Holderness Central School,3303810,3303810,30500502000000,330381000169,145.0,KG-08,3.0,145.56,Adjusted ADM,,,26487.9371393239,3725042.93,65270.6,3790313.53,25496.2835056108,26039.5268617752,25591.1165842264,448.410277548777,0,0,1,0,0,0,0
NH,2018-2019,259,21815,Hollis,Hollis Primary School,3303840,3303840,30500601200000,330384000171,346.0,PK-03,2.0,338.57,Adjusted ADM,,,18720.4890864518,5988301.75,174947.12,6163248.87,18262.0185453454,18203.7654547065,17687.0418229612,516.723631745281,0,0,1,0,0,0,0
NH,2018-2019,259,27530,Hollis,Hollis Upper Elementary School,3303840,3303840,30500601200000,330384000566,327.0,04-06,2.0,321.84,Adjusted ADM,,,17206.0408898831,5251501.4,143045.4,5394546.8,16819.8327575541,16761.5796669152,16317.1184439473,444.461222967934,0,0,1,0,0,0,0
NH,2018-2019,260,21810,Hollis-Brookline Cooperative,Hollis-Brookline High School,3303850,3303850,30500620100000,330385000170,857.0,09-12,4.0,850.59,Adjusted ADM,,,17342.6180886208,14392274.16,179591.68,14571865.84,17259.0127318609,17131.4803136646,16920.3425387084,211.137774956206,0,0,1,0,0,0,0
NH,2018-2019,260,21805,Hollis-Brookline Cooperative,Hollis-Brookline Middle School,3303850,3303850,30500620100000,330385000172,392.0,07-08,3.0,388.88,Adjusted ADM,,,17320.1496605636,6559212.28,88123.76,6647336.04,17221.0729448369,17093.5405266406,16866.9313927175,226.609133923061,0,0,1,0,0,0,0
NH,2018-2019,261,28050,Hooksett,David R. Cawley Middle School,3303870,3303870,30500701400000,330387000618,496.0,06-08,3.0,493.47,Adjusted ADM,,,17082.0189474537,8429463.89,0.0,8429463.89,18534.6713589081,17082.0189474537,17082.0189474537,0.0,0,0,1,0,0,0,0
NH,2018-2019,261,20550,Hooksett,Fred C. Underhill School,3303870,3303870,30500701400000,330387000173,387.0,PK-02,2.0,317.24,Adjusted ADM,,,19106.7063422014,6061411.52,0.0,6061411.52,20559.3587536558,19106.7063422014,19106.7063422014,0.0,0,0,1,0,0,0,0
NH,2018-2019,261,20540,Hooksett,Hooksett Memorial School,3303870,3303870,30500701400000,330387000175,435.0,03-05,2.0,430.27,Adjusted ADM,,,15570.3508029841,6699454.84,0.0,6699454.84,17023.0032144385,15570.3508029841,15570.3508029841,0.0,0,0,1,0,0,0,0
NH,2018-2019,263,20975,Hopkinton,Harold Martin School,3303900,3303900,30500701500000,330390000176,315.0,PK-03,2.0,292.89,Adjusted ADM,,,19819.8675270579,5335147.0,234947.0,5570094.0,18213.5861575399,19017.6994776195,18215.5314281812,802.168049438355,0,0,1,0,0,0,0
NH,2018-2019,263,20970,Hopkinton,Hopkinton High School,3303900,3303900,30500701500000,330390000177,308.0,09-12,4.0,304.06,Adjusted ADM,,,20330.0532789581,5912080.0,134738.0,6046818.0,19082.8103134137,19886.9236334933,19443.7939880286,443.12964546471,0,0,1,0,0,0,0
NH,2018-2019,263,27000,Hopkinton,Hopkinton Middle School,3303900,3303900,30500701500000,330390000052,167.0,07-08,3.0,166.45,Adjusted ADM,,,17820.2162811655,2795717.0,85229.0,2880946.0,16504.0633095389,17308.1766296185,16796.1369780714,512.039651547011,0,0,1,0,0,0,0
NH,2018-2019,263,20965,Hopkinton,Maple Street Elementary School,3303900,3303900,30500701500000,330390000178,212.0,04-06,2.0,213.79,Adjusted ADM,,,20502.8906871228,4134847.0,124233.0,4259080.0,19117.679093036,19921.7924131156,19340.6941391084,581.098274007203,0,0,1,0,0,0,0
NH,2018-2019,267,21050,Hudson,Alvirne High School,3303930,3303930,30500601300000,330393000179,1143.0,09-12,4.0,1126.97,Adjusted ADM,,,17270.1566678793,18422006.84,520470.81,18942477.65,16854.1268885825,16808.3246670275,16346.4926661756,461.832000851841,0,0,1,0,0,0,0
NH,2018-2019,267,21045,Hudson,Dr. H. O. Smith Elementary School,3303930,3303930,30500601300000,330393000180,459.0,PK-01,1.0,330.2,Adjusted ADM,,,18987.8545124167,5833133.68,218327.94,6051461.62,18372.4576425119,18326.6554209569,17665.4563294972,661.199091459721,0,0,1,0,0,0,0
NH,2018-2019,267,27900,Hudson,Hills Garrison Elementary School,3303930,3303930,30500601300000,330393000593,394.0,02-05,2.0,393.65,Adjusted ADM,,,15983.8922392988,5577499.84,357279.67,5934779.51,15122.0870176937,15076.2847961387,14168.6773529785,907.607443160167,0,0,1,0,0,0,0
NH,2018-2019,267,21060,Hudson,Hudson Memorial School,3303930,3303930,30500601300000,330393000181,802.0,06-08,3.0,799.83,Adjusted ADM,,,15321.5622694822,12038715.67,107964.74,12146680.41,15232.3798818078,15186.5776602528,15051.5930510233,134.984609229461,0,0,1,0,0,0,0
NH,2018-2019,267,26765,Hudson,Nottingham West Elementary School,3303930,3303930,30500601300000,330393000513,531.0,02-05,2.0,530.06,Adjusted ADM,,,13795.7846092895,6857473.63,227559.98,7085033.61,13412.2769791296,13366.4747575746,12937.1649058597,429.3098517149,0,0,1,0,0,0,0
NH,2018-2019,269,29200,Inter-Lakes Cooperative,Inter-Lakes Elementary School,3303960,3303960,30500100600000,330396000734,471.0,PK-06,2.0,467.71,Adjusted ADM,,,24767.8551666631,10680634.12,451769.71,11132403.83,23164.559110153,23801.9367343011,22836.0183019392,965.918432361933,0,0,1,0,0,0,0
NH,2018-2019,269,20035,Inter-Lakes Cooperative,Inter-Lakes High School,3303960,3303960,30500100600000,330396000185,325.0,09-13,0.0,327.61,Adjusted ADM,,,26510.1307957632,8393457.71,145763.12,8539220.83,25427.8243843376,26065.2020084857,25620.2732212081,444.928787277555,0,0,1,0,0,0,0
NH,2018-2019,269,29201,Inter-Lakes Cooperative,Inter-Lakes Middle School,3303960,3303960,30500100600000,330396000731,152.0,07-08,3.0,150.55,Adjusted ADM,,,27226.0435071404,4004637.35,47121.75,4051759.1,26275.6685399169,26913.046164065,26600.0488209897,312.99734307539,0,0,1,0,0,0,0
NH,2018-2019,269,20040,Inter-Lakes Cooperative,Sandwich Central School,3303960,3303960,30500100600000,330396000183,78.0,KG-06,2.0,78.79,Adjusted ADM,,,24444.011930448,1804462.42,60740.64,1865203.06,23035.7161694805,23673.0937936286,22902.1756568092,770.918136819393,0,0,1,0,0,0,0
NH,2018-2019,271,20355,Jackson,Jackson Grammar School,3303990,3303990,30500200900000,330399000187,49.0,KG-06,2.0,49.21,Adjusted ADM,,,27938.815891079,1295102.99,39883.07,1334986.06,30149.0417690945,27128.3491160333,26317.8823409876,810.466775045722,0,0,1,0,0,0,0
NH,2018-2019,274,22265,Jaffrey-Rindge Cooperative,Conant High School,3304030,3304030,30500300800000,330403000188,379.0,09-12,4.0,374.04,Adjusted ADM,,,18775.3544005988,6784872.46,118930.55,6903803.01,18060.9653386109,18457.3922842476,18139.4301678964,317.962116351192,0,0,1,0,0,0,0
NH,2018-2019,274,22275,Jaffrey-Rindge Cooperative,Jaffrey Grade School,3304030,3304030,30500300800000,330403000189,318.0,PK-05,2.0,295.95,Adjusted ADM,,,18975.4262882243,4904112.21,355832.6,5259944.81,17376.6590824085,17773.0860280452,16570.7457678661,1202.34026017908,0,0,1,0,0,0,0
NH,2018-2019,274,22280,Jaffrey-Rindge Cooperative,Jaffrey-Rindge Middle School,3304030,3304030,30500300800000,330403000190,318.0,06-08,3.0,314.98,Adjusted ADM,,,16773.8925646072,5209903.94,36768.37,5246672.31,16260.7332232629,16657.1601688996,16540.4277731919,116.732395707663,0,0,1,0,0,0,0
NH,2018-2019,274,22320,Jaffrey-Rindge Cooperative,Rindge Memorial School,3304030,3304030,30500300800000,330403000191,380.0,PK-05,2.0,372.9,Adjusted ADM,,,16390.6487262,5713496.57,199288.17,5912784.74,15459.7938642318,15856.2208098685,15321.7928935371,534.427916331456,0,0,1,0,0,0,0
NH,2018-2019,275,26380,John Stark Regional,John Stark Regional High School,3300003,3300003,30500740600000,330000300500,643.0,09-12,4.0,631.22,Adjusted ADM,,,20956.4208833687,13228111.99,0.0,13228111.99,,20956.4208833687,20956.4208833687,0.0,0,0,1,0,0,1,1
NH,2018-2019,276,21980,Kearsarge Regional,Kearsarge Reg. Elem. School at New London,3304040,3304040,30500780100000,330404000195,319.0,KG-05,2.0,326.4,Adjusted ADM,,,19787.1679534313,6392581.28,32975.17,6425556.45,19665.8679458304,19686.1410845588,19585.1142156862,101.026868872549,0,0,1,0,0,0,0
NH,2018-2019,276,26530,Kearsarge Regional,Kearsarge Reg. Elementary School - Bradford,3304040,3304040,30500780100000,330404000192,173.0,KG-05,2.0,173.0,Adjusted ADM,,,23176.372716763,3864093.02,72709.73,3936802.75,22735.8121213872,22756.0852601156,22335.7978034682,420.287456647398,0,0,1,0,0,0,0
NH,2018-2019,276,22015,Kearsarge Regional,Kearsarge Regional High School,3304040,3304040,30500780100000,330404000193,512.0,09-13,0.0,503.73,Adjusted ADM,,,27133.911996506,12640105.11,514030.19,13154135.3,26093.1910186575,26113.4641573859,25093.0163182657,1020.44783912016,0,0,1,0,0,0,0
NH,2018-2019,276,26535,Kearsarge Regional,Kearsarge Regional Middle School,3304040,3304040,30500780100000,330404000503,424.0,06-08,3.0,416.79,Adjusted ADM,,,21709.5667602389,8994729.37,26800.48,9021529.85,21624.9915029376,21645.264641666,21580.9625230931,64.3021185729024,0,0,1,0,0,0,0
NH,2018-2019,276,22020,Kearsarge Regional,Simonds Elementary School,3304040,3304040,30500780100000,330404000197,162.0,KG-05,2.0,162.71,Adjusted ADM,,,24851.3540040562,3809453.75,117055.03,3926508.78,24111.671916892,24131.9450556204,23412.5361071845,719.408948435867,0,0,1,0,0,0,0
NH,2018-2019,276,22010,Kearsarge Regional,Sutton Central Elementary School,3304040,3304040,30500780100000,330404000198,95.0,KG-05,2.0,96.6,Adjusted ADM,,,23996.0923395445,2185056.28,66483.12,2251539.4,23287.5881449154,23307.8612836438,22619.6302277432,688.231055900621,0,0,1,0,0,0,0
NH,2018-2019,279,21190,Keene,Franklin Elementary School,3304050,3304050,30500300900000,330405000200,249.0,KG-05,2.0,252.58,Adjusted ADM,,,19971.6926122416,4411047.38,316701.37,4727748.75,18786.7183162932,18717.8270251009,17463.9614379602,1253.8655871407,0,0,1,0,0,0,0
NH,2018-2019,279,21165,Keene,Fuller Elementary School,3304050,3304050,30500300900000,330405000201,344.0,KG-05,2.0,349.06,Adjusted ADM,,,18710.2100498481,5655615.86,437685.03,6093300.89,17525.2050767878,17456.3137855955,16202.417521343,1253.89626425256,0,0,1,0,0,0,0
NH,2018-2019,279,29180,Keene,Jonathan Daniels School,3304050,3304050,30500300900000,330405000723,94.0,PK-PK,1.0,39.51,Adjusted ADM,,,42804.8853454821,1592152.32,49534.35,1641686.67,41620.0598561125,41551.1685649202,40297.4517843583,1253.71678056188,0,0,1,0,0,0,0
NH,2018-2019,279,21195,Keene,Keene High School,3304050,3304050,30500300900000,330405000202,1386.0,09-12,4.0,1357.06,Adjusted ADM,,,17839.6348282316,22972767.96,618343.44,23591111.4,17452.8768187297,17383.9855275374,16928.3362268433,455.649300694147,0,0,1,0,0,0,0
NH,2018-2019,279,21185,Keene,Keene Middle School,3304050,3304050,30500300900000,330405000203,714.0,06-08,3.0,708.66,Adjusted ADM,,,14699.9733017243,10227096.64,95093.22,10322189.86,14634.6772252086,14565.7859340163,14431.5985663082,134.187367708068,0,0,1,0,0,0,0
NH,2018-2019,279,21170,Keene,Symonds Elementary School,3304050,3304050,30500300900000,330405000206,326.0,KG-05,2.0,326.76,Adjusted ADM,,,19594.8847778185,5583420.41,409702.07,5993122.48,18409.9442964561,18341.0530052638,17087.221232709,1253.83177255478,0,0,1,0,0,0,0
NH,2018-2019,279,21200,Keene,Wheelock Elementary School,3304050,3304050,30500300900000,330405000207,211.0,KG-05,2.0,209.53,Adjusted ADM,,,18878.4286259724,3430164.49,262716.33,3692880.82,17693.4835691477,17624.5922779554,16370.7559299384,1253.83634801699,0,0,1,0,0,0,0
NH,2018-2019,281,20605,Kensington,Kensington Elementary School,3304080,3304080,30500801700000,330408000208,118.0,KG-05,2.0,118.47,Adjusted ADM,,,23317.2024141132,2762388.97,0.0,2762388.97,24407.126397164,23317.2024141132,23317.2024141132,0.0,0,0,1,0,0,0,0
