state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_NH,enrollmetric,pp_stloc_raw_NH,pp_fed_raw_NH,pp_total_raw_NH,schoolstloc_raw_NH,schoolfed_raw_NH,schooltot_raw_NH,pp_total_norm_NERDS,pp_total_operational_NH,pp_stloc_operational_NH,pp_fed_operational_NH,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
NH,2018-2019,33,22030,Barrington,Barrington Middle School,3301650,3301650,30500900100000,330165000014,414.0,05-08,3.0,419.58,Adjusted ADM,,,16628.5483578816,6619819.9,178593.21,6798413.11,17681.4274484007,16202.9007817341,15777.2532055865,425.647576147576,0,0,1,0,0,0,0
NH,2018-2019,33,29010,Barrington,Early Childhood Learning Center,3301650,3301650,30500900100000,330165000700,147.0,PK-KG,1.0,123.17,Adjusted ADM,,,10170.2407242023,1252668.55,0.0,1252668.55,11648.7673908689,10170.2407242023,10170.2407242023,0.0,0,0,1,0,0,0,0
NH,2018-2019,35,20325,Bartlett,Josiah Bartlett Elementary School,3301680,3301680,30500200200000,330168000015,198.0,PK-08,3.0,192.19,Adjusted ADM,,,25986.19813726,4750493.54,121896.94,4872390.48,27616.3153341188,25351.9458868827,24717.6936365055,634.25225037723,0,0,1,0,0,0,0
NH,2018-2019,39,20860,Bath,Bath Village School,3301710,3301710,30500500300000,330171000016,76.0,KG-06,2.0,76.87,Adjusted ADM,,,17367.009236373,1195492.0,69755.0,1265247.0,,16459.5681019903,15552.1269676076,907.441134382724,0,0,1,0,0,1,1
NH,2018-2019,41,28555,Bedford,Bedford High School,3301740,3301740,30500601700000,330174000680,1525.0,09-12,4.0,1518.42,Adjusted ADM,,,14659.5495515074,21566828.53,346262.35,21913090.88,15208.8954332132,14431.5083310283,14203.4671105491,228.041220479182,0,0,1,0,0,0,0
NH,2018-2019,41,21005,Bedford,McKelvie Intermediate School,3301740,3301740,30500601700000,330174000017,708.0,05-06,2.0,706.52,Adjusted ADM,,,14119.5186123535,9627574.43,174073.93,9801648.36,14650.5235455976,13873.1364434127,13626.754274472,246.382168940723,0,0,1,0,0,0,0
NH,2018-2019,41,20990,Bedford,Memorial School,3301740,3301740,30500601700000,330174000018,447.0,PK-04,2.0,374.2,Adjusted ADM,,,17196.9512827365,5954236.53,240431.32,6194667.85,17331.8174870058,16554.4303848209,15911.9094869053,642.520897915553,0,0,1,0,0,0,0
NH,2018-2019,41,21000,Bedford,Peter Woodbury School,3301740,3301740,30500601700000,330174000019,533.0,KG-04,2.0,493.75,Adjusted ADM,,,15061.8353822784,7166118.94,135331.14,7301450.08,15565.1340996532,14787.7469974683,14513.6586126582,274.088384810126,0,0,1,0,0,0,0
NH,2018-2019,41,27680,Bedford,Riddle Brook School,3301740,3301740,30500601700000,330174000580,577.0,KG-04,2.0,544.93,Adjusted ADM,,,15430.9581597636,8115574.55,146608.74,8262183.29,15939.3038437847,15161.9167415998,14892.875323436,269.0414181638,0,0,1,0,0,0,0
NH,2018-2019,41,28560,Bedford,Ross A. Lurgio Middle School,3301740,3301740,30500601700000,330174000681,731.0,07-08,3.0,733.95,Adjusted ADM,,,14238.2496082839,10167073.86,141544.72,10308618.58,14822.7833553356,14045.3962531507,13852.5428980175,192.853355133183,0,0,1,0,0,0,0
NH,2018-2019,51,27035,Berlin,Berlin Elementary School,3301860,3301860,30200400130100,330186000163,241.0,PK-05,2.0,240.49,Adjusted ADM,,,19855.282880785,3316474.58,729261.2,4045735.78,16915.397469107,16822.8856917127,13790.4885026404,3032.39718907231,0,0,1,0,0,0,0
NH,2018-2019,51,20045,Berlin,Berlin Middle School,3301860,3301860,30200400130100,330186000024,264.0,06-08,3.0,261.0,Adjusted ADM,,,18509.8853639846,4243772.28,293653.9,4537426.18,17477.2864134096,17384.7746360153,16259.6639080459,1125.11072796934,0,0,1,0,0,0,0
NH,2018-2019,51,20050,Berlin,Berlin Senior High School,3301860,3301860,30200400130100,330186000027,383.0,09-12,4.0,376.84,Adjusted ADM,,,21213.768363231,6979276.45,507460.01,7486736.46,19959.6608592327,19867.1490818384,18520.5298004458,1346.61928139263,0,0,1,0,0,0,0
NH,2018-2019,51,20055,Berlin,Brown Elementary School,3301860,3301860,30200400130100,330186000022,,,,255.14,Adjusted ADM,,,20274.8036372187,3592847.46,790032.97,4382880.43,17270.846926724,17178.3351493297,14081.8666614407,3096.468487889,0,0,1,0,0,0,0
NH,2018-2019,53,21400,Bethlehem,Bethlehem Elementary School,3301890,3301890,30500500500000,330189000028,139.0,PK-06,2.0,141.38,Adjusted ADM,,,23362.7399207808,2961707.57,170658.3,3132365.87,22581.6085877674,22155.6505163389,20948.561111897,1207.08940444192,0,0,1,0,0,0,0
NH,2018-2019,57,20680,Bow,Bow Elementary School,3301950,3301950,30500700400000,330195000480,529.0,PK-04,2.0,512.07,Adjusted ADM,,,15881.4564219735,7794922.15,168747.62,7963669.77,15620.2693715633,15551.9162809772,15222.3761399808,329.540140996348,0,0,1,0,0,0,0
NH,2018-2019,57,27375,Bow,Bow High School,3301950,3301950,30500700400000,330195000563,654.0,09-12,4.0,647.68,Adjusted ADM,,,17666.0379045207,11234921.17,103509.13,11338430.3,17574.5757622758,17506.2226716897,17346.4074388586,159.815232831027,0,0,1,0,0,0,0
NH,2018-2019,57,20675,Bow,Bow Memorial School,3301950,3301950,30500700400000,330195000029,499.0,05-08,3.0,494.28,Adjusted ADM,,,16836.0219308893,7977194.2,172257.36,8149451.56,16555.8734434225,16487.5203528364,16139.0187747835,348.501578052925,0,0,1,0,0,0,0
NH,2018-2019,63,20555,Brentwood,Swasey Central School,3302010,3302010,30500800300000,330201000030,308.0,PK-05,2.0,300.9,Adjusted ADM,,,16461.6471252907,4953309.62,0.0,4953309.62,16762.5899174984,16461.6471252907,16461.6471252907,0.0,0,0,1,0,0,0,0
NH,2018-2019,71,27765,Brookline,Captain Samuel Douglass Academy,3302070,3302070,30500600500000,330207000670,244.0,04-06,2.0,243.16,Adjusted ADM,,,17482.2962658331,3990613.0,130191.08,4120804.08,16940.5367333533,16946.8830399736,16411.4698141141,535.413225859516,0,0,1,0,0,0,0
NH,2018-2019,71,21800,Brookline,Richard Maghakian Memorial School,3302070,3302070,30500600500000,330207000031,329.0,PK-03,2.0,294.11,Adjusted ADM,,,17007.0701778246,4699727.99,151110.71,4850838.7,16486.9340986702,16493.2804052905,15979.4906327564,513.789772534085,0,0,1,0,0,0,0
NH,2018-2019,75,22335,Campton,Campton Elementary School,3302100,3302100,30500500800000,330210000032,309.0,PK-08,3.0,294.93,Adjusted ADM,,,20857.060827993,5889461.47,130955.74,6020417.21,20667.3509401078,20413.0377038619,19969.0145797307,444.023124131149,0,0,1,0,0,0,0
NH,2018-2019,79,20535,Candia,Henry W. Moore School,3302130,3302130,30500800400000,330213000033,298.0,KG-08,3.0,292.28,Adjusted ADM,,,19930.5954221978,5454675.25,185319.59,5639994.84,21579.4589939531,19296.5472834268,18662.4991446558,634.048138771041,0,0,1,0,0,0,0
NH,2018-2019,93,20500,Chester,Chester Academy,3302250,3302250,30500800500000,330225000035,495.0,PK-08,3.0,465.36,Adjusted ADM,,,15813.6325425477,6812748.88,273141.58,7085890.46,16809.5678427869,15226.6857056902,14639.7388688327,586.946836857486,0,0,1,0,0,0,0
NH,2018-2019,95,21140,Chesterfield,Chesterfield Central School,3302280,3302280,30500300200000,330228000036,281.0,KG-08,3.0,287.18,Adjusted ADM,,,19560.3780903962,5322496.64,147426.37,5469923.01,19309.7036875604,19047.0193258583,18533.6605613204,513.35876453792,0,0,1,0,0,0,0
NH,2018-2019,99,22590,Chichester,Chichester Central School,3302310,3302310,30500700700000,330231000037,211.0,KG-08,3.0,213.05,Adjusted ADM,,,20689.3750762731,4272251.38,67809.99,4340061.37,20734.0110958429,20371.0930298052,20052.8109833372,318.282046467965,0,0,1,0,0,0,0
NH,2018-2019,101,20145,Claremont,Bluff School,3302340,3302340,30501000300000,330234000038,192.0,KG-05,2.0,188.0,Adjusted ADM,,,21759.957074468,3100089.69,495391.12,3595480.81,18861.6470337764,19124.8979255319,16489.8387765957,2635.05914893617,0,0,1,0,0,0,0
NH,2018-2019,101,20115,Claremont,Claremont Middle School,3302340,3302340,30501000300000,330234000039,400.0,06-08,3.0,398.17,Adjusted ADM,,,17737.6392495667,6701589.98,180502.92,6882092.9,17021.0570671565,17284.307958912,16830.9766682572,453.331290654745,0,0,1,0,0,0,0
NH,2018-2019,101,20165,Claremont,Disnard Elementary School,3302340,3302340,30501000300000,330234000488,284.0,KG-05,2.0,285.57,Adjusted ADM,,,21759.4845747102,4708901.01,752477.5,5461378.51,18861.2317569821,19124.4826487376,16489.4807227649,2635.00192597261,0,0,1,0,0,0,0
NH,2018-2019,101,20160,Claremont,Maple Avenue School,3302340,3302340,30501000300000,330234000040,291.0,KG-05,2.0,292.96,Adjusted ADM,,,21751.3915210267,4828961.56,771663.05,5600624.61,18854.1187491511,19117.3696409066,16483.3477607864,2634.02188012015,0,0,1,0,0,0,0
NH,2018-2019,101,20140,Claremont,Stevens High School,3302340,3302340,30501000300000,330234000045,541.0,09-13,0.0,521.83,Adjusted ADM,,,21932.2397715731,10904698.34,270101.17,11174799.51,21151.3851199724,21414.6360117279,20897.0322518827,517.60375984516,0,0,1,0,0,0,0
NH,2018-2019,105,20195,Colebrook,Colebrook Academy and Elementary School (E),3302400,3302400,30500400300000,330240000050,219.0,PK-08,3.0,222.01,Adjusted ADM,,,20490.9893248051,3790526.64,379338.95,4169865.59,18577.4366554182,18782.3322823296,17073.675239854,1708.65704247556,0,0,1,0,0,0,0
NH,2018-2019,105,20185,Colebrook,Colebrook Academy and Elementary School (H),3302400,3302400,30500400300000,330240000049,106.0,09-12,4.0,104.29,Adjusted ADM,,,22381.1388436091,2302141.59,15993.69,2318135.28,22022.8853683901,22227.7809953015,22074.4231469939,153.357848307603,0,0,1,0,0,0,0
NH,2018-2019,111,20240,Concord,Abbot-Downing School,3302460,3302460,30500700800000,330246000054,383.0,KG-05,2.0,385.34,Adjusted ADM,,,12732.2935589349,4139658.64,383301.68,4522960.32,14185.2256328613,11737.5832252037,10742.8728914724,994.71033373125,0,0,1,0,0,0,0
NH,2018-2019,111,26490,Concord,Beaver Meadow School,3302460,3302460,30500700800000,330246000496,350.0,PK-05,2.0,331.4,Adjusted ADM,,,14924.1223295111,4026474.78,459689.68,4486164.46,15984.6504342116,13537.008026554,12149.8937235968,1387.11430295715,0,0,1,0,0,0,0
NH,2018-2019,111,20260,Concord,Broken Ground School,3302460,3302460,30500700800000,330246000053,345.0,03-05,2.0,346.13,Adjusted ADM,,,14780.7007482737,4391408.41,362317.77,4753726.18,16181.5752652544,13733.9328575968,12687.1649669199,1046.76789067691,0,0,1,0,0,0,0
NH,2018-2019,111,20305,Concord,Christa McAuliffe School,3302460,3302460,30500700800000,330246000060,406.0,KG-05,2.0,412.01,Adjusted ADM,,,12404.1796315623,4423353.89,343646.08,4766999.97,14017.7498565059,11570.1074488483,10736.0352661343,834.072182714011,0,0,1,0,0,0,0
NH,2018-2019,111,20285,Concord,Concord High School,3302460,3302460,30500700800000,330246000055,1594.0,09-13,0.0,1591.83,Adjusted ADM,,,17926.6119748968,26806586.64,864766.05,27671352.69,19831.0016168696,17383.359209212,16840.1064435272,543.252765684778,0,0,1,0,0,0,0
NH,2018-2019,111,20250,Concord,Mill Brook School,3302460,3302460,30500700800000,330246000056,395.0,PK-02,2.0,376.42,Adjusted ADM,,,13291.2364380213,4503656.68,249715.27,4753371.95,15075.483515994,12627.8411083364,11964.4457786515,663.395329684926,0,0,1,0,0,0,0
NH,2018-2019,111,20270,Concord,Rundlett Middle School,3302460,3302460,30500700800000,330246000063,953.0,06-08,3.0,948.63,Adjusted ADM,,,16417.2002255884,14207935.63,682956.51,14890892.14,18144.902814771,15697.2604071134,14977.3205886383,719.939818475064,0,0,1,0,0,0,0
NH,2018-2019,112,22215,Contoocook Valley,Antrim Elementary School,3302480,3302480,30500680100000,330248000065,160.0,PK-04,2.0,140.73,Adjusted ADM,,,23548.5721594542,2890446.42,211772.07,3102218.49,22208.3694830496,22043.7610317629,20538.9499040716,1504.81112769132,0,0,1,0,0,0,0
NH,2018-2019,112,22290,Contoocook Valley,Conval Regional High School,3302480,3302480,30500680100000,330248000067,711.0,09-12,4.0,702.33,Adjusted ADM,,,20952.1553685589,14372117.28,171605.0,14543722.28,20872.4271120302,20707.8186607435,20463.4819529281,244.336707815414,0,0,1,0,0,0,0
NH,2018-2019,112,22230,Contoocook Valley,Dublin Consolidated School,3302480,3302480,30500680100000,330248000068,51.0,KG-04,2.0,50.55,Adjusted ADM,,,27479.3537091988,1211549.95,88765.69,1300315.64,25887.9643365488,25723.3558852621,23967.3580613254,1755.99782393669,0,0,1,0,0,0,0
NH,2018-2019,112,22245,Contoocook Valley,Francestown Elementary School,3302480,3302480,30500680100000,330248000069,54.0,KG-04,2.0,52.89,Adjusted ADM,,,25831.5789374172,1191620.99,87305.61,1278926.6,24345.4857437805,24180.8772924938,22530.1756475704,1650.70164492342,0,0,1,0,0,0,0
NH,2018-2019,112,22210,Contoocook Valley,Great Brook School,3302480,3302480,30500680100000,330248000066,268.0,05-08,3.0,267.31,Adjusted ADM,,,24087.5521304852,6438843.56,0.0,6438843.56,24252.1605817719,24087.5521304852,24087.5521304852,0.0,0,0,1,0,0,0,0
NH,2018-2019,112,22250,Contoocook Valley,Greenfield Elementary School,3302480,3302480,30500680100000,330248000070,82.0,PK-04,2.0,74.2,Adjusted ADM,,,22571.5559299191,1460760.59,107024.43,1567785.02,21293.7866184026,21129.1781671159,19686.8004043126,1442.37776280323,0,0,1,0,0,0,0
NH,2018-2019,112,22260,Contoocook Valley,Hancock Elementary School,3302480,3302480,30500680100000,330248000071,49.0,KG-04,2.0,48.24,Adjusted ADM,,,26517.0605306799,1115697.08,81742.96,1197440.04,24987.1631776548,24822.5547263681,23128.0489220563,1694.50580431177,0,0,1,0,0,0,0
NH,2018-2019,112,22310,Contoocook Valley,Peterborough Elementary School,3302480,3302480,30500680100000,330248000072,269.0,PK-04,2.0,261.24,Adjusted ADM,,,24508.2894273465,5584268.99,409138.27,5993407.26,23106.7584283193,22942.1499770326,21376.0105267187,1566.13945031388,0,0,1,0,0,0,0
NH,2018-2019,112,22225,Contoocook Valley,Pierce Elementary School,3302480,3302480,30500680100000,330248000074,77.0,KG-04,2.0,73.78,Adjusted ADM,,,20182.3898075359,1298748.0,95154.36,1393902.36,19057.2942740028,18892.6858227161,17602.9818378964,1289.70398481973,0,0,1,0,0,0,0
NH,2018-2019,112,22295,Contoocook Valley,South Meadow School,3302480,3302480,30500680100000,330248000073,399.0,05-08,3.0,405.94,Adjusted ADM,,,16640.0305463861,6754854.0,0.0,6754854.0,16804.6389976728,16640.0305463861,16640.0305463861,0.0,0,0,1,0,0,0,0
NH,2018-2019,112,22330,Contoocook Valley,Temple Elementary School,3302480,3302480,30500680100000,330248000075,48.0,KG-04,2.0,48.05,Adjusted ADM,,,26687.6459937565,1118452.13,81944.63,1200396.76,25146.8511151784,24982.2426638917,23276.839334027,1705.40332986472,0,0,1,0,0,0,0
NH,2018-2019,113,27010,Conway,A. Crosby Kennett Middle School,3302490,3302490,30500200500000,330249000043,296.0,07-08,3.0,297.8,Adjusted ADM,,,18452.7136333109,5301389.34,96914.39,5398303.73,18605.0662151413,18127.2791470785,17801.8446608462,325.43448623237,0,0,1,0,0,0,0
NH,2018-2019,113,20340,Conway,Conway Elementary School,3302490,3302490,30500200500000,330249000077,214.0,KG-06,2.0,210.31,Adjusted ADM,,,23010.5704436308,4095624.85,371864.11,4467488.96,21720.1861931638,21242.399125101,19474.2278065712,1768.17131852978,0,0,1,0,0,0,0
NH,2018-2019,113,20335,Conway,John H. Fuller School,3302490,3302490,30500200500000,330249000078,194.0,KG-06,2.0,193.53,Adjusted ADM,,,21830.6100862915,3530251.97,347313.0,3877564.97,20513.7761653603,20035.9890972975,18241.3681083036,1794.62098899395,0,0,1,0,0,0,0
NH,2018-2019,113,20345,Conway,Kennett High School,3302490,3302490,30500200500000,330249000076,745.0,09-12,4.0,733.94,Adjusted ADM,,,18310.784900673,12708128.17,365444.65,13073572.82,18290.6502721394,17812.8632040766,17314.9415074801,497.921696596452,0,0,1,0,0,0,0
NH,2018-2019,113,20330,Conway,Pine Tree Elementary School,3302490,3302490,30500200500000,330249000079,267.0,KG-06,2.0,268.63,Adjusted ADM,,,18776.255630421,4207641.55,418112.0,4625753.55,17697.5821393504,17219.7950712876,15663.3345121542,1556.46055913338,0,0,1,0,0,0,0
NH,2018-2019,115,20175,Cornish,Cornish Elementary School,3302520,3302520,30501000400000,330252000080,96.0,PK-08,3.0,90.07,Adjusted ADM,,,26440.3838125902,2238428.67,71528.35,2309957.02,26990.4397423068,25646.2420339735,24852.1002553569,794.141778616631,0,0,1,0,0,0,0
NH,2018-2019,117,21960,Croydon,Croydon Village School,3302550,3302550,30501000500000,330255000081,32.0,KG-04,2.0,31.51,Adjusted ADM,,,20409.8882894319,631480.56,5817.51,637298.07,,20225.2640431609,20040.6397968898,184.624246271025,0,0,1,0,0,1,1
NH,2018-2019,127,22595,Deerfield,Deerfield Community School,3302580,3302580,30500800700000,330258000082,541.0,PK-08,3.0,508.91,Adjusted ADM,,,18732.7382641331,9342602.21,95337.81,9437940.02,18840.1707548711,18545.4009942818,18358.0637244306,187.33726985125,0,0,1,0,0,0,0
NH,2018-2019,131,29156,Derry Cooperative,Derry Early Education Program,3302610,3302610,30500800800000,330261000716,113.0,PK-KG,1.0,36.68,Adjusted ADM,,,33415.885223555,993215.77,116239.45,1109455.22,32086.8353623577,30246.8707742639,27077.8563249727,3169.01444929116,0,0,1,0,0,0,0
NH,2018-2019,131,20380,Derry Cooperative,Derry Village School,3302610,3302610,30500800800000,330261000083,419.0,KG-05,2.0,408.28,Adjusted ADM,,,15548.8081708631,6021910.48,163178.46,6185088.94,16989.0998384122,15149.1352503184,14749.4623297736,399.672920544724,0,0,1,0,0,0,0
NH,2018-2019,131,20370,Derry Cooperative,East Derry Memorial Elementary School,3302610,3302610,30500800800000,330261000497,414.0,KG-05,2.0,411.35,Adjusted ADM,,,14446.8450467971,5630919.43,155895.14,5786814.57,15907.8254608299,14067.8608727361,13688.876698675,378.984174061018,0,0,1,0,0,0,0
NH,2018-2019,131,28465,Derry Cooperative,Ernest P. Barka Elementary School,3302610,3302610,30500800800000,330261000607,489.0,KG-05,2.0,477.6,Adjusted ADM,,,17958.6418341708,7877198.96,349924.19,8227123.15,19065.9343326499,17225.9697445561,16493.2976549413,732.67208961474,0,0,1,0,0,0,0
NH,2018-2019,131,20420,Derry Cooperative,Gilbert H. Hood Middle School,3302610,3302610,30500800800000,330261000086,617.0,06-08,3.0,617.38,Adjusted ADM,,,16237.6052836178,9490346.09,267213.33,9757559.42,17644.751623631,15804.7870355372,15371.9687874566,432.818248080598,0,0,1,0,0,0,0
NH,2018-2019,131,20390,Derry Cooperative,Grinnell School,3302610,3302610,30500800800000,330261000085,376.0,KG-05,2.0,360.44,Adjusted ADM,,,16435.6859394073,4944266.38,489906.13,5434172.51,16916.4613975489,15076.4968094551,13717.3076795028,1359.18912995228,0,0,1,0,0,0,0
NH,2018-2019,131,20405,Derry Cooperative,South Range Elementary School,3302610,3302610,30500800800000,330261000087,313.0,KG-05,2.0,300.87,Adjusted ADM,,,20826.1575431249,5196942.5,534511.76,5731454.26,20889.5682707474,19049.6036826536,17273.0498221823,1776.5538604713,0,0,1,0,0,0,0
NH,2018-2019,131,27065,Derry Cooperative,West Running Brook Middle School,3302610,3302610,30500800800000,330261000194,577.0,06-08,3.0,577.12,Adjusted ADM,,,14685.5565566953,8137891.02,168718.69,8306609.71,16233.1752028706,14393.2106147768,14100.8646728583,292.345941918491,0,0,1,0,0,0,0
NH,2018-2019,141,20435,Dover,Dover Middle School,3302640,3302640,30200900130100,330264000089,1173.0,05-08,3.0,1174.58,Adjusted ADM,,,13442.8282194486,14752813.29,518431.94,15271245.23,13149.4385272517,13001.451778508,12560.0753375674,441.376440940591,0,0,1,0,0,0,0
NH,2018-2019,141,20455,Dover,Dover Senior High School,3302640,3302640,30200900130100,330264000088,1399.0,09-12,4.0,1385.0,Adjusted ADM,,,14825.4511624548,19319666.86,606791.5,19926458.36,14535.3213047003,14387.3345559566,13949.2179494584,438.116606498194,0,0,1,0,0,0,0
NH,2018-2019,141,20430,Dover,Garrison School,3302640,3302640,30200900130100,330264000090,421.0,KG-04,2.0,420.26,Adjusted ADM,,,15132.4940037119,6038989.33,160296.3,6199285.63,14899.0590135321,14751.0722647884,14369.6505258649,381.421738923523,0,0,1,0,0,0,0
NH,2018-2019,141,20445,Dover,Horne Street School,3302640,3302640,30200900130100,330264000091,478.0,KG-04,2.0,473.81,Adjusted ADM,,,14021.3382579515,6265172.36,189138.96,6454311.32,13770.1376531146,13622.1509043709,13222.9635507904,399.187353580549,0,0,1,0,0,0,0
NH,2018-2019,141,20460,Dover,Woodman Park School,3302640,3302640,30200900130100,330264000094,494.0,PK-04,2.0,454.93,Adjusted ADM,,,19621.9179873826,7602825.25,661886.95,8264712.2,18314.9843088078,18166.9975600641,16712.0771327456,1454.92042731848,0,0,1,0,0,0,0
NH,2018-2019,142,20825,Dresden,Frances C. Richmond School,3302670,3302670,30500570100000,330267000095,374.0,06-08,3.0,375.98,Adjusted ADM,,,21203.3125698175,7600361.66,185829.9,7786191.56,20864.0396533356,20709.0578222245,20214.8030746316,494.254747592957,0,0,1,0,0,0,0
NH,2018-2019,142,20820,Dresden,Hanover High School,3302670,3302670,30500570100000,330267000096,749.0,09-12,4.0,738.64,Adjusted ADM,,,21173.069154121,14681631.96,478821.92,15160453.88,20679.8029618378,20524.8211307267,19876.5731073323,648.248023394346,0,0,1,0,0,0,0
NH,2018-2019,149,20685,Dunbarton,Dunbarton Elementary School,3302760,3302760,30500701000000,330276000098,242.0,KG-06,2.0,239.84,Adjusted ADM,,,15969.3181704469,3578832.63,125624.32,3704456.95,17789.3328742137,15445.534314543,14921.750458639,523.783855903936,0,0,1,0,0,0,0
NH,2018-2019,153,20565,East Kingston,East Kingston Elementary School,3302790,3302790,30500800900000,330279000100,132.0,KG-05,2.0,133.17,Adjusted ADM,,,21619.30487347,2879042.83,0.0,2879042.83,21664.4349492275,21619.30487347,21619.30487347,0.0,0,0,1,0,0,0,0
NH,2018-2019,165,26510,Epping,Epping Elementary School,3302880,3302880,30500801000000,330288000102,477.0,PK-05,2.0,459.84,Adjusted ADM,,,18399.5132219902,7788914.56,335958.8,8124873.36,17511.9898044147,17668.9138830897,16938.3145441892,730.599338900487,0,0,1,0,0,0,0
NH,2018-2019,165,20515,Epping,Epping High School,3302880,3302880,30500801000000,330288000103,274.0,09-12,4.0,268.71,Adjusted ADM,,,21863.9498716088,5654821.59,110120.19,5764941.78,21297.2152536907,21454.1393323657,21044.3287931227,409.81053924305,0,0,1,0,0,0,0
NH,2018-2019,165,26505,Epping,Epping Middle School,3302880,3302880,30500801000000,330288000540,213.0,06-08,3.0,211.3,Adjusted ADM,,,19215.8211074301,3881244.04,89529.48,3970773.52,18635.1891253003,18792.1132039753,18368.4053005205,423.707903454803,0,0,1,0,0,0,0
NH,2018-2019,167,22600,Epsom,Epsom Central School,3302910,3302910,30500701100000,330291000104,422.0,KG-08,3.0,399.88,Adjusted ADM,,,20377.6477193157,7961427.79,93592.99,8055020.78,21823.4530191627,20143.5950285085,19909.5423377013,234.052690807242,0,0,1,0,0,0,0
NH,2018-2019,171,20735,Errol,Errol Consolidated Elementary School,3302940,3302940,30500400700000,330294000105,15.0,03-08,3.0,15.75,Adjusted ADM,,,27468.3301587301,378290.68,27167.76,405458.44,27446.1636825396,25743.393015873,24018.4558730158,1724.93714285714,0,0,1,0,0,0,0
NH,2018-2019,173,20595,Exeter,Lincoln Street Elementary School,3302970,3302970,30500801100000,330297000108,497.0,03-05,2.0,499.31,Adjusted ADM,,,18331.6787166289,9153190.5,0.0,9153190.5,18622.1381102568,18331.6787166289,18331.6787166289,0.0,0,0,1,0,0,0,0
NH,2018-2019,173,20575,Exeter,Main Street School,3302970,3302970,30500801100000,330297000109,476.0,PK-02,2.0,450.61,Adjusted ADM,,,19942.2838152726,8986192.51,0.0,8986192.51,20232.7432089005,19942.2838152726,19942.2838152726,0.0,0,0,1,0,0,0,0
NH,2018-2019,172,20590,Exeter Region Cooperative,Cooperative Middle School,3300017,3300017,30500830100000,330001700107,1217.0,06-08,3.0,1213.64,Adjusted ADM,,,17940.7185573975,21773573.67,0.0,21773573.67,18080.3260738733,17940.7185573975,17940.7185573975,0.0,0,0,1,0,0,0,0
NH,2018-2019,172,20600,Exeter Region Cooperative,Exeter High School,3300017,3300017,30500830100000,330001700106,1658.0,09-13,0.0,1649.76,Adjusted ADM,,,19184.5710042672,31649937.86,0.0,31649937.86,19324.178520743,19184.5710042672,19184.5710042672,0.0,0,0,1,0,0,0,0
NH,2018-2019,174,22960,Fall Mountain Regional,Acworth Elementary School,3302990,3302990,30500370100000,330299000112,38.0,01-04,2.0,35.98,Adjusted ADM,,,24669.0736520289,832203.71,27694.78,859898.49,24095.8033889763,23899.3465814341,23129.6195108393,769.727070594774,0,0,1,0,0,0,0
NH,2018-2019,174,22965,Fall Mountain Regional,Alstead Primary School,3302990,3302990,30500370100000,330299000113,84.0,PK-04,2.0,75.39,Adjusted ADM,,,11775.3070699031,612034.2,137853.1,749887.3,10143.2309155141,9946.77410797188,8118.24114604058,1828.53296193129,0,0,1,0,0,0,0
NH,2018-2019,174,22975,Fall Mountain Regional,Charlestown Middle School,3302990,3302990,30500370100000,330299000114,150.0,06-08,3.0,149.78,Adjusted ADM,,,21359.3134597409,3059893.91,69652.03,3129545.94,21090.7413582165,20894.2845506743,20429.2556416076,465.028909066631,0,0,1,0,0,0,0
NH,2018-2019,174,22985,Fall Mountain Regional,Charlestown Primary School,3302990,3302990,30500370100000,330299000115,244.0,PK-05,2.0,230.1,Adjusted ADM,,,18865.1795740982,3688944.16,325966.83,4014910.99,17645.0052212753,17448.5484137331,16031.9172533681,1416.63116036505,0,0,1,0,0,0,0
NH,2018-2019,174,22990,Fall Mountain Regional,Fall Mountain Regional High School,3302990,3302990,30500370100000,330299000116,486.0,09-12,4.0,478.66,Adjusted ADM,,,20719.5806417916,9428718.43,244458.02,9673176.45,20405.324166419,20208.8673588768,19698.154075962,510.713282914803,0,0,1,0,0,0,0
NH,2018-2019,174,22980,Fall Mountain Regional,N. Charlestown Community School,3302990,3302990,30500370100000,330299000117,77.0,01-05,2.0,77.82,Adjusted ADM,,,20695.9725006425,1261469.64,174545.47,1436015.11,18649.4908604848,18453.0340529426,16210.0956052428,2242.93844769982,0,0,1,0,0,0,0
NH,2018-2019,174,23005,Fall Mountain Regional,North Walpole School,3302990,3302990,30500370100000,330299000118,80.0,02-04,2.0,81.58,Adjusted ADM,,,15375.7485903407,1191750.07,31301.75,1223051.82,15188.5114778045,14992.0546702623,14608.3607501838,383.69392007845,0,0,1,0,0,0,0
NH,2018-2019,174,22995,Fall Mountain Regional,Sarah Porter School,3302990,3302990,30500370100000,330299000119,18.0,01-04,2.0,15.92,Adjusted ADM,,,39840.8712311557,587079.39,23593.64,610673.03,38555.3154758839,38358.8586683417,36876.8461055276,1482.01256281407,0,0,1,0,0,1,0
NH,2018-2019,174,22970,Fall Mountain Regional,Vilas Elementary School,3302990,3302990,30500370100000,330299000120,117.0,05-08,3.0,115.74,Adjusted ADM,,,27435.5883877656,3117869.42,28762.79,3146632.21,27383.5330992304,27187.0762916882,26938.5641956108,248.512096077414,0,0,1,0,0,0,0
