state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_OR,enrollmetric,pp_stloc_raw_OR,pp_fed_raw_OR,pp_total_raw_OR,schoolstloc_raw_OR,schoolfed_raw_OR,schooltot_raw_OR,pp_total_norm_NERDS,direct_class_expenditures_raw_OR,class_support_raw_OR,building_support_raw_OR,central_support_raw_OR,other_expenditure_raw_OR,direct_support_support_raw_OR,esd_internal_raw_OR,dist_notes_raw_OR,ode_notes_raw_OR,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
OR,2018-2019,2063,498,Adel SD 21,Adel Elementary School,4100990.0,4100990.0,38501900100000.0,410099000524.0,8.0,04-08,3.0,6.394117647058,ADM,,,35214.2611221926,,,225164.12846952,,74117.7444453992,17577.6667529465,41787.4717837084,14187.4628102267,49390.4261121574,28103.3565650817,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,0,1
OR,2018-2019,2113,707,Adrian SD 61,Adrian Elementary School,4101020.0,4101020.0,38502300100000.0,410102000755.0,206.0,KG-08,3.0,200.73999999998,ADM,,,14074.1956375502,,,2825254.03228154,,1327750.50456592,287444.688185692,803397.698931033,130028.010267836,126134.274317453,150498.856013607,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2113,708,Adrian SD 61,Adrian High School,4101020.0,4101020.0,38502300100000.0,410102000756.0,89.0,09-12,4.0,88.524097142789,ADM,,,21201.5170817401,,,1876845.15771846,,851634.445434079,435570.461814308,410307.231068967,57340.8997321641,55623.805682547,66368.3139863929,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1899,17,Alsea SD 7J,Alsea Charter School,4101200.0,4101200.0,38500200200000.0,410120000019.0,226.0,KG-12,4.0,281.82210274774,ADM,,,13716.824167834,,,3865704.22999999,14234.5132743363,1606105.35,382639.31,1335671.82,220488.35,177565.4,143234,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2252,1208,Amity SD 4J,Amity Elementary School,4101230.0,4101230.0,38503600100000.0,410123001260.0,335.0,KG-05,2.0,329.507352179365,ADM,,,11182.77159343,,,3684805.45777773,9719.93894755617,1961485.84,511241.890029423,713983.320374734,195966.501390299,121242.110784556,180885.795198711,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2252,1210,Amity SD 4J,Amity High School,4101230.0,4101230.0,38503600100000.0,410123001263.0,257.0,09-12,4.0,246.234187069774,ADM,,,15693.2484171428,,,3864214.26647917,14230.4157712689,1798980.43,869153.361203867,819773.837913668,146441.807272578,94692.5298698701,135172.300219204,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2252,1209,Amity SD 4J,Amity Middle School,4101230.0,4101230.0,38503600100000.0,410123001320.0,207.0,06-08,3.0,205.885841037969,ADM,,,11864.8824710943,,,2442811.3063779,10402.0498252204,1195169.8,468225.202429169,468192.334892681,122445.607623491,75755.6205741625,113022.740858407,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2252,4505,Amity SD 4J,Eola Hills Charter School,4101230.0,4101230.0,38503600100000.0,410123001653.0,38.0,01-12,4.0,38.2689047082942,ADM,,,2011.40512766752,,,76974.2711604826,548.572481793693,0,461.805368596773,18663.9010013277,22759.5023847629,14081.0296145409,21008.0327912543,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2111,705,Annex SD 29,Annex Charter School,4101350.0,4101350.0,38502300300000.0,410135000753.0,91.0,KG-08,3.0,89.762195121934,ADM,,,20618.9046364485,,,1850798.14117743,,961103.47,184061.15,361579.14,51409.51,235686.91,56957.9611774421,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2005,323,Arlington SD 3,Arlington Community Charter School,4101470.0,4101470.0,38501100100000.0,410147000343.0,163.0,KG-12,4.0,163.805555555543,ADM,,,23406.2938436161,,,3834080.96654982,,1417193.42006068,531458.653790664,1186965.44448172,187310.904567673,291387.167111075,219765.376538009,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2115,711,Arock SD 81,W W Jones Elementary School,4101500.0,4101500.0,38502300400000.0,410150000759.0,21.0,KG-08,3.0,18.521428571426,ADM,,,23512.5934438907,,,435486.82,,175363.01,5848.01,174329.18,8650.13,52043.14,19253.35,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,0,1
OR,2018-2019,2041,381,Ashland SD 5,Ashland High School,4101560.0,4101560.0,38501500200000.0,410156000401.0,1007.0,09-12,4.0,970.703448463888,ADM,,,16686.3221432509,,,16197470.4466329,,6870821.37571827,3582780.15523821,2487636.64675397,654793.416814748,2133064.1267642,468374.725343592,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2041,380,Ashland SD 5,Ashland Middle School,4101560.0,4101560.0,38501500200000.0,410156000400.0,565.0,06-08,3.0,567.730587352095,ADM,,,15477.9051561438,,,8787280.18527753,,4094739.24453906,1365708.04499774,1486836.10794477,382922.654533448,1183138.09405196,273936.039210524,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2041,375,Ashland SD 5,Bellview Elementary School,4101560.0,4101560.0,38501500200000.0,410156000395.0,308.0,KG-05,2.0,311.776942355846,ADM,,,14234.9207140117,,,4438120.05489246,,2116066.3235128,549118.464472153,768891.649549136,210287.16269462,643320.768074325,150435.686589422,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2041,377,Ashland SD 5,Helman Elementary School,4101560.0,4101560.0,38501500200000.0,410156000397.0,342.0,KG-05,2.0,342.75056975766,ADM,,,14063.9737598328,,,4820435.01923947,,2355032.12477525,534720.413658163,826891.67667936,231178.240063818,707231.773229544,165380.790833335,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2041,4476,Ashland SD 5,John Muir Outdoor School,4101560.0,4101560.0,38501500200000.0,410156001654.0,129.0,KG-08,3.0,125.871345029233,ADM,,,14559.8989491801,,,1832674.06422301,,921707.653952479,229486.832914178,274611.147546732,84897.6444850194,261236.524258583,60734.261066024,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2041,379,Ashland SD 5,Walker Elementary School,4101560.0,4101560.0,38501500200000.0,410156000399.0,343.0,KG-05,2.0,339.777777777742,ADM,,,14303.9529143325,,,4860165.33466935,,2281441.14393266,661263.454085644,823243.484662675,229173.152753593,701097.712110736,163946.387124045,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2051,427,Ashwood SD 8,Ashwood Elementary School,4101590.0,4101590.0,38501600100000.0,410159000448.0,6.0,KG-08,3.0,5.5,ADM,,,40331.28,,,221822.039999999,,96585.9230769231,7279.46153846154,71173.3846153846,30696.7692307692,6800.53846153846,9285.96307692308,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,1933,143,Astoria SD 1,Astor Elementary School,4101620.0,4101620.0,38500400100000.0,410162000152.0,431.0,KG-02,2.0,435.86206896547,ADM,,,11371.7312848865,,,4956506.32554999,11091.7607064621,2931355.30982533,609793.867985612,957379.143994764,202947.592051172,75637.5924506086,179392.819242501,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1933,144,Astoria SD 1,Astoria Middle School,4101620.0,4101620.0,38500400100000.0,410162000153.0,462.0,06-08,3.0,460.516705155896,ADM,,,11535.4116751115,,,5312249.7772392,11255.4410966871,2775713.76864376,935281.449021044,1117370.92680317,214427.368347423,79916.0499190817,189540.214504714,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1933,146,Astoria SD 1,Astoria Senior High School,4101620.0,4101620.0,38500400100000.0,410162000155.0,576.0,09-12,4.0,556.32226617542,ADM,,,13711.2351441357,,,7627865.40744963,13431.2645657113,3715212.98647902,2024564.85325364,1303537.13526881,259036.682390679,96541.7269276279,228972.023129849,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1933,147,Astoria SD 1,Lewis & Clark Elementary School,4101620.0,4101620.0,38500400100000.0,410162000156.0,410.0,03-05,2.0,413.72988505744,ADM,,,10826.58826479,,,4479283.11835579,10546.6176863656,2503306.71894259,593690.14719761,945002.16428904,195203.598641512,71796.8702917594,170283.618993259,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2208,1053,Athena-Weston SD 29RJ,Athena Elementary School,4101660.0,4101660.0,38503000200000.0,410166001112.0,153.0,KG-03,2.0,151.076470588223,ADM,,,13780.6076179215,,,2081925.56147675,,1244122.34194824,146056.451406318,394872.681027791,99520.5003997598,124974.347044952,72379.2396496952,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2208,1055,Athena-Weston SD 29RJ,Weston Middle School,4101660.0,4101660.0,38503000200000.0,410166001114.0,255.0,04-08,3.0,254.186071025123,ADM,,,10998.0359855181,,,2795547.55615176,,1408266.50715127,250612.200651203,637178.375121483,167443.182148585,210269.263841028,121778.027238187,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2208,1056,Athena-Weston SD 29RJ,Weston-McEwen High School,4101660.0,4101660.0,38503000200000.0,410166001115.0,176.0,09-12,4.0,179.215152203126,ADM,,,16018.1309843589,,,2870691.78237148,,1588715.67090048,435331.557942479,473570.113850727,118056.647451655,169157.589114019,85860.2031121175,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1894,4759,Baker SD 5J,Baker Early College,4101710.0,4101710.0,38500100100000.0,410171001783.0,310.0,09-12,4.0,318.529689603704,ADM,,,3865.58647214599,,,1231304.05910893,,215766.838335253,187240.831837575,443315.517511029,101461.472155953,157333.723430463,126185.675838669,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,1894,8,Baker SD 5J,Baker High School,4101710.0,4101710.0,38500100100000.0,410171000009.0,438.0,09-12,4.0,415.308119835048,ADM,,,17324.5449490958,,,7195024.18980675,,3112070.06514638,2261093.89197892,1295653.92136275,132288.369379979,229393.448639917,164524.493298796,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1894,1,Baker SD 5J,Baker Middle School,4101710.0,4101710.0,38500100100000.0,410171000001.0,265.0,07-08,3.0,252.444241826693,ADM,,,11119.7775630135,,,2807123.81617641,,1410974.87933839,577621.211744135,513418.947555449,80411.2308805384,124691.649857158,100005.896800746,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1894,4728,Baker SD 5J,Baker Web Academy,4101710.0,4101710.0,38500100100000.0,410171001767.0,1808.0,KG-12,4.0,1806.4482254852,ADM,,,3865.586472146,,,6982981.82306773,,1223658.68850153,1061881.76314798,2514134.65078936,575409.144934872,892272.321156452,715625.254537538,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,1894,2,Baker SD 5J,Brooklyn Primary School,4101710.0,4101710.0,38500100100000.0,410171000002.0,439.0,KG-03,2.0,429.699441008715,ADM,,,10818.0768290962,,,4648521.56625196,,2720969.00237267,572240.39081651,816294.934925252,136872.446407041,231919.170255028,170225.621475481,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1894,3493,Baker SD 5J,EAGLE CAP Innovative HS,4101710.0,4101710.0,38500100100000.0,410171001516.0,19.0,07-12,4.0,17.048074159235,ADM,,,8675.10625919972,,,147893.85484608,,85801.858549044,12217.0039782497,23726.7547269156,5430.3343081515,13964.3012499274,6753.60203379231,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1894,4,Baker SD 5J,Haines Elementary School,4101710.0,4101710.0,38500100100000.0,410171000030.0,155.0,KG-06,2.0,153.472593105694,ADM,,,10857.3822598213,,,1666310.60975453,,884733.051943546,261545.125252745,334542.61932543,48885.7263241882,75805.8520318436,60798.2348767837,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1894,5,Baker SD 5J,Keating Elementary School,4101710.0,4101710.0,38500100100000.0,410171000034.0,28.0,KG-06,2.0,28,ADM,,,10820.9900435746,,,302987.721220088,,190357.225237793,19984.6081927173,58804.5701613405,8918.85847093622,13830.2469120975,11092.2122452024,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1894,7,Baker SD 5J,South Baker Intermediate School,4101710.0,4101710.0,38500100100000.0,410171000007.0,370.0,04-06,2.0,365.602980789082,ADM,,,9200.26215173291,,,3363643.26671452,,1673880.35124302,540794.454309132,700444.299779757,116455.758650366,187234.622003994,144833.780728255,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1969,218,Bandon SD 54,Bandon Senior High School,4101800.0,4101800.0,38500600200000.0,410180000237.0,213.0,09-12,4.0,196.709770114876,ADM,,,18319.5165209313,,,3603627.88344806,18123.6893432808,1712724.25498827,915368.573367217,494238.556621915,135549.698916724,217053.949093739,128692.850460199,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1969,216,Bandon SD 54,Harbor Lights Middle School,4101800.0,4101800.0,38500600200000.0,410180000235.0,238.0,05-08,3.0,237.965517241359,ADM,,,11930.6551752609,,,2839084.52980925,11734.8279976104,1372795.66295302,318784.052939103,600027.07924234,163978.404304939,227815.854622082,155683.475747758,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1969,217,Bandon SD 54,Ocean Crest Elementary School,4101800.0,4101800.0,38500600200000.0,410180000236.0,247.0,KG-04,2.0,252.775862068933,ADM,,,12338.8955385785,,,3118974.95674269,12143.068360928,1501837.03205871,338836.15369368,697306.614135745,174183.986778337,241438.366284177,165372.803792043,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2240,1120,Banks SD 13,Banks Elementary School,4101830.0,4101830.0,38503400200000.0,410183001176.0,478.0,KG-05,2.0,485.00396825394,ADM,,,11330.5263817951,,,5495350.25757658,10375.9504370877,3083962.18562756,685211.433288023,900626.859550918,308530.512880775,310963.595685855,206055.670543462,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2240,1124,Banks SD 13,Banks High School,4101830.0,4101830.0,38503400200000.0,410183001180.0,384.0,09-12,4.0,378.937938363315,ADM,,,12696.6742133655,,,4811251.55048338,11742.0982686581,2138739.16825025,1311716.31888791,748532.144911984,241402.639837487,209868.140199527,160993.138396194,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2240,1123,Banks SD 13,Banks Middle School,4101830.0,4101830.0,38503400200000.0,410183001179.0,260.0,06-08,3.0,254.436813651552,ADM,,,12133.6636054109,,,3087250.70568055,11179.0876607035,1717103.68202561,402310.398132326,485258.504938217,162243.543841188,212236.186462688,108098.390280514,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1186,Beaverton SD 48J,Aloha High School,4101920.0,4101920.0,38503400500000.0,410192001239.0,1858.0,09-12,4.0,1867.02285033076,ADM,,,14768.6085648364,,,27573329.6581401,13868.7396724649,13253447.0760807,6581947.31243259,3886860.18364889,506549.747179086,2596929.58085752,747595.757941225,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1153,Beaverton SD 48J,Aloha-Huber Park School,4101920.0,4101920.0,38503400500000.0,410192001204.0,930.0,PK-08,3.0,926.755021499877,ADM,,,13631.0134388482,,,12632610.1525848,12731.1445464767,7524288.96840582,2054856.29998555,2089494.83188323,251441.765565186,341435.815862205,371092.47088288,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,4805,Beaverton SD 48J,Arco Iris Spanish Immersion School,4101920.0,4101920.0,38503400500000.0,410192001791.0,367.0,KG-08,3.0,368.903034806733,ADM,,,4342.40950329226,,,1601928.04413811,3442.54061092083,333692.861709986,322929.824820627,561588.550565509,100088.61915206,135911.54700131,147716.640888621,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2243,1304,Beaverton SD 48J,Arts and Communication Magnet Academy,4101920.0,4101920.0,38503400500000.0,410192000213.0,699.0,06-12,4.0,688.103094550281,ADM,,,13386.9105661272,,,9211574.58701998,12487.0416737557,4941324.94884875,2217454.2085541,1330387.47700149,186692.117086752,260184.684733956,275531.150794907,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1154,Beaverton SD 48J,Barnes Elementary School,4101920.0,4101920.0,38503400500000.0,410192001205.0,633.0,PK-05,2.0,629.290241881453,ADM,,,13971.5693991826,,,8792172.28667512,13071.7005068111,5269935.14444535,1399121.62549627,1468555.32195511,170735.357026211,231843.607173752,251981.230578425,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1155,Beaverton SD 48J,Beaver Acres Elementary School,4101920.0,4101920.0,38503400500000.0,410192001206.0,651.0,KG-05,2.0,647.477936570581,ADM,,,15288.5583366239,,,9899004.20493619,14388.6894442524,6116300.64362347,1640792.21434239,1468433.10740753,175669.936238734,238544.331993978,259263.971330051,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1187,Beaverton SD 48J,Beaverton High School,4101920.0,4101920.0,38503400500000.0,410192001240.0,1549.0,09-12,4.0,1558.90168685942,ADM,,,16296.6621589188,,,25404894.1297165,15396.7932665473,13367147.3532642,6018726.44748779,3655816.55506723,422952.110744545,1316034.18882634,624217.474326605,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1156,Beaverton SD 48J,Bethany Elementary School,4101920.0,4101920.0,38503400500000.0,410192001207.0,533.0,KG-05,2.0,530.630863599501,ADM,,,12619.7066062272,,,6696405.81483466,11719.8377138557,3894019.49014645,1122258.53634334,1111185.07511344,143967.670108659,212499.131224093,212475.911898667,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,4671,Beaverton SD 48J,Bonny Slope Elementary School,4101920.0,4101920.0,38503400500000.0,410192001753.0,653.0,PK-05,2.0,652.590236780251,ADM,,,12502.855185524,,,8159241.22595029,11602.9862931525,4567532.7972501,1585420.12257979,1327492.47540765,177056.975705473,240427.809668798,261311.045338489,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1158,Beaverton SD 48J,Cedar Mill Elementary School,4101920.0,4101920.0,38503400500000.0,410192001210.0,426.0,KG-05,2.0,425.10169491521,ADM,,,13368.3110602487,,,5682891.68986547,12468.4421678772,3249218.6467418,1036187.59963589,941308.997407945,115336.111738832,170620.551676873,170219.782664114,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1180,Beaverton SD 48J,Cedar Park Middle School,4101920.0,4101920.0,38503400500000.0,410192001233.0,1030.0,06-08,3.0,1012.26651961906,ADM,,,12689.0872766316,,,12844738.2146583,11789.2183842601,6771403.66990976,2837798.77611326,2182620.39485096,274642.246344253,372940.029433848,405333.098006312,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1159,Beaverton SD 48J,Chehalem Elementary School,4101920.0,4101920.0,38503400500000.0,410192001211.0,491.0,KG-05,2.0,494.540159117741,ADM,,,15971.6684905907,,,7898631.47671253,15071.7995982192,4882097.6747647,1371896.39571931,1130238.35578399,134175.750728823,182198.875417708,198024.424298023,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1305,Beaverton SD 48J,Community School,4101920.0,4101920.0,38503400500000.0,410192000220.0,149.0,09-12,4.0,143.012769375678,ADM,,,33547.4715983302,,,4797716.8188291,32647.6027059587,2742893.77917554,1330077.71887551,527940.281104734,38801.3902228335,100738.287273598,57265.3621768704,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1319,Beaverton SD 48J,Conestoga Middle School,4101920.0,4101920.0,38503400500000.0,410192000552.0,984.0,06-08,3.0,996.262919171211,ADM,,,12540.6705273948,,,12493805.0279867,11640.8016350233,6672801.77277814,2611137.12664219,2173597.00023306,270300.242838844,367043.970336374,398924.915158158,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1160,Beaverton SD 48J,Cooper Mountain Elementary School,4101920.0,4101920.0,38503400500000.0,410192001212.0,489.0,KG-05,2.0,483.515273785128,ADM,,,14845.8444004841,,,7178192.51987147,13945.9755081126,4498818.23627534,1117817.66695172,1058625.16987535,131184.543161693,178137.078469216,193609.825138195,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1162,Beaverton SD 48J,Elmonica Elementary School,4101920.0,4101920.0,38503400500000.0,410192001321.0,764.0,KG-05,2.0,739.039903147526,ADM,,,12869.8774020614,,,9511352.94873999,11970.0085096899,5610219.62296673,1592422.42112188,1533639.91087291,200511.994820157,278631.663926243,295927.335032083,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1161,Beaverton SD 48J,Errol Hassell Elementary School,4101920.0,4101920.0,38503400500000.0,410192001301.0,467.0,KG-05,2.0,460.659444758982,ADM,,,14783.888940486,,,6810338.07070273,13884.0200481145,4203137.73566307,1110075.42317119,1017967.09911353,124983.432975649,169716.515915241,184457.863864047,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1370,Beaverton SD 48J,Findley Elementary,4101920.0,4101920.0,38503400500000.0,410192001262.0,685.0,KG-05,2.0,692.016949152487,ADM,,,12741.7787486823,,,8817526.85643911,11841.9098563108,5233871.37323318,1453484.77314477,1410364.93701605,187754.001283238,254953.430132977,277098.341628854,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1163,Beaverton SD 48J,Fir Grove Elementary School,4101920.0,4101920.0,38503400500000.0,410192001213.0,386.0,KG-05,2.0,387.429638444973,ADM,,,16276.6848430885,,,6306070.12384055,15376.815950717,3890484.84246776,1078149.1073106,934448.803965243,105115.149163396,142737.132923834,155135.08800969,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1181,Beaverton SD 48J,Five Oaks Middle School,4101920.0,4101920.0,38503400500000.0,410192001234.0,1007.0,06-08,3.0,1011.24499369881,ADM,,,13932.0207749682,,,14088686.2607944,13032.1518825967,7711211.85414831,3025919.36417592,2299702.21528327,274365.091891351,372563.678048732,404924.057246864,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1157,Beaverton SD 48J,Greenway Elementary School,4101920.0,4101920.0,38503400500000.0,410192001289.0,340.0,PK-05,2.0,332.734674973607,ADM,,,18098.5106381171,,,6022002.05468026,17198.6417457456,3870836.81283879,968920.686363271,836148.494924177,90275.6307753474,122586.371349135,133234.058429522,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1164,Beaverton SD 48J,Hazeldale Elementary School,4101920.0,4101920.0,38503400500000.0,410192001215.0,462.0,KG-05,2.0,456.40164566208,ADM,,,16925.8707475407,,,7724995.26344123,16026.0018551692,4601865.22477409,1418254.63692778,1055926.88543877,123828.231765502,342367.334214251,182752.950320838,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,4638,Beaverton SD 48J,Health & Science School,4101920.0,4101920.0,38503400500000.0,410192001745.0,740.0,06-12,4.0,725.321561869445,ADM,,,13563.3350370128,,,9837779.35320469,12663.4661446413,5192645.33706234,2053614.44864005,1827022.89250614,196790.014500046,277272.441814256,290434.218681811,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1184,Beaverton SD 48J,Highland Park Middle School,4101920.0,4101920.0,38503400500000.0,410192001237.0,881.0,06-08,3.0,865.956868904959,ADM,,,12956.5726537421,,,11219833.0869741,12056.7037613706,6057306.49222754,2381205.50784344,1880590.61460875,234946.365511322,319036.512537618,346747.594245418,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1165,Beaverton SD 48J,Hiteon Elementary School,4101920.0,4101920.0,38503400500000.0,410192001216.0,654.0,KG-05,2.0,654.002529360435,ADM,,,14130.3522903944,,,9241286.13867195,13230.4833980229,5600555.53271149,1590842.59329166,1369623.17696461,177440.15068874,240948.127614927,261876.557400503,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,4867,Beaverton SD 48J,Hope Chinese Charter School,4101920.0,4101920.0,38503400500000.0,410192001823.0,278.0,KG-08,3.0,276.872832369932,ADM,,,4342.40950329227,,,1202295.21848664,3442.54061092084,250446.537561489,242368.554386263,421489.112181084,75119.5215489196,102005.707244307,110865.785564576,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2243,4474,Beaverton SD 48J,International School of Beaverton,4101920.0,4101920.0,38503400500000.0,410192001647.0,862.0,06-12,4.0,866.727207520148,ADM,,,12633.9196550985,,,10950161.9026974,11734.050762727,5943025.92540808,2268618.60578752,1836985.62666195,235155.36929009,319320.321297716,347056.054252103,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,3437,Beaverton SD 48J,Jacob Wismer Elementary School,4101920.0,4101920.0,38503400500000.0,410192001445.0,727.0,KG-05,2.0,730.58535736549,ADM,,,12776.2933169772,,,9334172.81879011,11876.4244246057,5663245.57641621,1498580.16261024,1412424.13484455,198218.156784031,269162.83350195,292541.954633096,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1166,Beaverton SD 48J,Kinnaman Elementary School,4101920.0,4101920.0,38503400500000.0,410192001217.0,651.0,KG-05,2.0,657.34927983271,ADM,,,15832.9796487745,,,10407797.7697278,14933.110756403,6532796.06056238,1680579.45705891,1510676.27289309,178348.171501288,242181.140063178,263216.667649029,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1168,Beaverton SD 48J,McKay Elementary School,4101920.0,4101920.0,38503400500000.0,410192001219.0,297.0,PK-05,2.0,295.786002414124,ADM,,,18281.8865453037,,,5407526.13782394,17382.0176529322,3456984.97866099,905371.428838292,737506.0634385,80250.9325022151,108973.712266959,118439.022116959,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1169,Beaverton SD 48J,McKinley Elementary School,4101920.0,4101920.0,38503400500000.0,410192001220.0,596.0,KG-05,2.0,579.947922479746,ADM,,,15798.831248181,,,9162499.35999066,14898.9623558095,5827926.63253802,1414826.72465975,1316509.53123293,157348.086798781,213664.870948303,232223.513812847,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1182,Beaverton SD 48J,Meadow Park Middle School,4101920.0,4101920.0,38503400500000.0,410192001235.0,819.0,06-08,3.0,811.165133701707,ADM,,,14800.4250633145,,,12005588.7753256,13900.556170943,6658612.91730313,2645717.50499222,1857519.84800313,220080.591581563,298850.098245143,324807.815200436,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1170,Beaverton SD 48J,Montclair Elementary School,4101920.0,4101920.0,38503400500000.0,410192001222.0,307.0,KG-05,2.0,304.406779661001,ADM,,,14878.6327226692,,,4529156.67286652,13978.7638302977,2603637.52061374,884952.682818104,723935.846987652,82589.8714895549,112149.785818619,121890.965138856,0,No notes provided,No notes provided,0,0,1,1,0,0,0
