state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_OR,enrollmetric,pp_stloc_raw_OR,pp_fed_raw_OR,pp_total_raw_OR,schoolstloc_raw_OR,schoolfed_raw_OR,schooltot_raw_OR,pp_total_norm_NERDS,direct_class_expenditures_raw_OR,class_support_raw_OR,building_support_raw_OR,central_support_raw_OR,other_expenditure_raw_OR,direct_support_support_raw_OR,esd_internal_raw_OR,dist_notes_raw_OR,ode_notes_raw_OR,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
OR,2018-2019,1930,4760,Estacada SD 108,Summit Community College High School,4104700.0,4104700.0,38500302400000.0,410470001778.0,174.0,09-12,4.0,166.337078651536,ADM,,,4306.87854311816,,,716393.594969258,,178650.879120339,78163.1531049212,192451.259010223,93769.9499406329,112356.877924391,61001.4758687501,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,1930,4670,Estacada SD 108,Summit Learning Charter,4104700.0,4104700.0,38500302400000.0,410470001766.0,1081.0,KG-12,4.0,1103.68355310355,ADM,,,4306.87854311816,,,4753431.0132541,,1185388.36097798,518629.924488093,1276956.9543098,622184.496468333,745512.902165355,404758.37484453,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,2082,503,Eugene SD 4J,Adams Elementary School,4104740.0,4104740.0,38502001900000.0,410474000530.0,460.0,KG-05,2.0,462.135920742763,ADM,,,14301.9800163221,,,6609458.70328761,,3056353.63905551,1092691.88503811,964350.83690612,200094.04296259,1088420.15751444,207548.14181081,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,4554,Eugene SD 4J,Arts and Technology Academy at Jefferson,4104740.0,4104740.0,38502001900000.0,410474001737.0,432.0,06-08,3.0,422.323856310885,ADM,,,15121.0768770012,,,6385991.4982685,,2842113.99086317,1168425.23321522,1005884.54963175,185244.443762467,994654.986933739,189668.293862163,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,504,Eugene SD 4J,Awbrey Park Elementary School,4104740.0,4104740.0,38502001900000.0,410474000531.0,446.0,KG-05,2.0,452.686251443834,ADM,,,14421.9894699466,,,6528636.35151257,,3061325.62628402,1015984.39654962,983762.566195635,198095.181749101,1066164.34470019,203304.236033983,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,1241,Eugene SD 4J,Buena Vista Elementary School,4104740.0,4104740.0,38502001900000.0,410474001345.0,452.0,KG-05,2.0,446.279069767418,ADM,,,13437.6958821545,,,5996962.41810537,,2651582.10186523,1039361.6706012,861290.493318912,193227.238603181,1051074.18317745,200426.730539394,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,506,Eugene SD 4J,Cal Young Middle School,4104740.0,4104740.0,38502001900000.0,410474000561.0,509.0,06-08,3.0,505.070821131486,ADM,,,14539.7458657012,,,7343601.38343283,,3167479.87712871,1416434.0412804,1124634.23569719,218682.538970828,1189540.21537287,226830.474982812,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,4739,Eugene SD 4J,Camas Ridge Community Elementary,4104740.0,4104740.0,38502001900000.0,410474001781.0,357.0,KG-05,2.0,359.911971755847,ADM,,,14426.7499101153,,,5192360.00617808,,2466766.32086262,816374.42045841,743104.614603461,156813.089808875,847662.835557608,161638.72488711,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,4146,Eugene SD 4J,Cesar Chavez Elementary School,4104740.0,4104740.0,38502001900000.0,410474001604.0,415.0,KG-05,2.0,408.494186046459,ADM,,,16483.9314563798,,,6733590.16311948,,3326396.49954872,1068965.63018145,1011623.25701428,181064.055965308,962083.418241597,183457.302168151,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,1240,Eugene SD 4J,Charlemagne French Immersion Elementary School,4104740.0,4104740.0,38502001900000.0,410474001344.0,342.0,KG-05,2.0,339.918604651153,ADM,,,14045.9207170948,,,4774469.77119558,,2175016.3356216,808566.577799509,690476.798452638,147175.92147178,800574.559583822,152659.578266239,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,5408,Eugene SD 4J,Chinese Language Immersion School,4104740.0,4104740.0,38502001900000.0,410474001858.0,61.0,KG-05,2.0,55.0579301262956,ADM,,,12787.9312262067,,,704077.023912362,,367804.877638819,71107.2160553732,86927.2600012316,23838.6528121416,129672.155508204,24726.861896595,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,540,Eugene SD 4J,Churchill High School,4104740.0,4104740.0,38502001900000.0,410474000575.0,1120.0,09-12,4.0,1061.57196541561,ADM,,,15919.2215290835,,,16899399.2865156,,7406495.7698426,3823653.40738096,2222907.33241152,460084.921214188,2509499.22485846,476758.63080788,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,507,Eugene SD 4J,Coburg Community Charter School,4104740.0,4104740.0,38502001900000.0,410474000533.0,225.0,KG-08,3.0,224.353293413155,ADM,,,7975.41332152555,,,1789310.2450154,,454119.052689846,257535.219114759,351362.626698671,97139.1451997648,528395.729471017,100758.471841349,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,1242,Eugene SD 4J,Corridor Elementary School,4104740.0,4104740.0,38502001900000.0,410474001359.0,179.0,KG-05,2.0,174.491279069758,ADM,,,15951.2919031068,,,2783361.32698817,,1296451.92457733,487576.086491251,433326.300464875,76680.9188819432,410960.968246654,78365.1283261275,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,1774,Eugene SD 4J,Edgewood Community Elementary School,4104740.0,4104740.0,38502001900000.0,410474000537.0,393.0,KG-05,2.0,391.173526310818,ADM,,,14598.9450708334,,,5710720.82377583,,2673227.47061533,919784.399188346,851372.609321098,169367.970456468,921289.888997168,175678.485197395,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,510,Eugene SD 4J,Edison Elementary School,4104740.0,4104740.0,38502001900000.0,410474000538.0,323.0,KG-05,2.0,318.546252351615,ADM,,,15209.1962835092,,,4844832.47739196,,2390694.31041844,770606.257583031,652310.035534153,137922.248384565,750238.504730241,143061.120741522,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,537,Eugene SD 4J,Eugene Education Options,4104740.0,4104740.0,38502001900000.0,410474000567.0,168.0,09-12,4.0,189.171939921445,ADM,,,19398.2200930636,,,3669598.92602799,,1914029.58190577,811301.381899331,328968.587885142,84804.2834864966,445536.78561858,84958.3052326642,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,1339,Eugene SD 4J,Family School,4104740.0,4104740.0,38502001900000.0,410474000690.0,166.0,KG-05,2.0,164.871177978901,ADM,,,16833.0493246418,,,2775284.67113063,,1339622.86369859,467671.189292895,433544.937097524,72097.2451320004,388303.755347498,74044.6805621224,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,513,Eugene SD 4J,Gilham Elementary School,4104740.0,4104740.0,38502001900000.0,410474000542.0,539.0,KG-05,2.0,539.37209302321,ADM,,,14035.2954382901,,,7570246.67674964,,3600060.15622146,1126251.77253847,1097838.00280172,233534.958224254,1270326.3955411,242235.391422617,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,4157,Eugene SD 4J,Holt Elementary School,4104740.0,4104740.0,38502001900000.0,410474001609.0,558.0,KG-05,2.0,547.636627906901,ADM,,,14649.4079385809,,,8022552.36431703,,3871312.48100796,1191457.83484288,1184973.0696915,239070.947037092,1289790.9858405,245947.045897092,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,515,Eugene SD 4J,Howard Elementary School,4104740.0,4104740.0,38502001900000.0,410474000544.0,467.0,KG-05,2.0,487.764935961792,ADM,,,15695.996202489,,,7655956.58256357,,3942914.40567795,1009551.2600164,1108896.50993119,226754.630465058,1148781.48311061,219058.29336233,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,518,Eugene SD 4J,Kelly Middle School,4104740.0,4104740.0,38502001900000.0,410474000562.0,402.0,06-08,3.0,405.780934233176,ADM,,,15798.6463681212,,,6410789.48287579,,2805484.434458,1345159.34753482,944582.837238296,177630.918446435,955693.181444501,182238.763753724,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,519,Eugene SD 4J,Kennedy Middle School,4104740.0,4104740.0,38502001900000.0,410474000564.0,376.0,06-08,3.0,374.983466759446,ADM,,,14590.7058174715,,,5471273.44990268,,2216281.32818375,1116298.97451769,924768.480368283,162358.095443591,883159.143525684,168407.427863672,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,520,Eugene SD 4J,Madison Middle School,4104740.0,4104740.0,38502001900000.0,410474000565.0,417.0,06-08,3.0,416.093015213154,ADM,,,14993.3087217666,,,6238611.03406154,,2637811.81145852,1280668.74867492,971614.026555781,181666.3215041,979980.141840244,186869.984027961,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,522,Eugene SD 4J,McCornack Elementary School,4104740.0,4104740.0,38502001900000.0,410474000548.0,341.0,KG-05,2.0,334.156976744143,ADM,,,16197.7110035253,,,5412578.13911335,,2670593.70603766,842854.483234779,814783.585492463,147269.566330341,787004.802997905,150071.995020203,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,524,Eugene SD 4J,Monroe Middle School,4104740.0,4104740.0,38502001900000.0,410474000566.0,575.0,06-08,3.0,563.683157403992,ADM,,,13831.6915874156,,,7796691.58623266,,3190240.25788598,1539671.02131714,1241982.81671794,244060.157266751,1327583.69006204,253153.642982817,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,4041,Eugene SD 4J,Network Charter School,4104740.0,4104740.0,38502001900000.0,410474001593.0,117.0,07-12,4.0,111.533728294068,ADM,,,7956.81408486397,,,887453.140227631,,223809.909766806,128029.603300731,174548.257718432,48291.2056364458,262683.666577771,50090.4972274392,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,0,1
OR,2018-2019,2082,536,Eugene SD 4J,North Eugene High School,4104740.0,4104740.0,38502001900000.0,410474000571.0,964.0,09-12,4.0,910.545939226705,ADM,,,16468.7759267698,,,14995577.0441547,,6628201.97356639,3513405.25237013,1858912.11623762,394265.476977561,2191860.33021296,408931.894790047,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,3233,Eugene SD 4J,Ridgeline Montessori,4104740.0,4104740.0,38502001900000.0,410474001491.0,246.0,KG-08,3.0,243.054536298689,ADM,,,7976.26609786481,,,1938667.65781148,,491927.028132673,279002.381958565,380903.831930128,105236.297331731,572440.801090799,109157.317367589,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,525,Eugene SD 4J,River Road/El Camino del Rio Elementary School,4104740.0,4104740.0,38502001900000.0,410474000550.0,388.0,KG-05,2.0,377.093023255782,ADM,,,15050.3090716052,,,5675366.54874552,,2655351.47398616,885461.705111942,911821.967945064,165248.998580015,888127.560199155,169354.842923198,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,526,Eugene SD 4J,Roosevelt Middle School,4104740.0,4104740.0,38502001900000.0,410474000568.0,578.0,06-08,3.0,569.02034458748,ADM,,,14170.4263812103,,,8063260.9023878,,3517041.06062316,1463520.71023609,1240623.69765977,246371.020605942,1340153.8060262,255550.607236643,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,538,Eugene SD 4J,Sheldon High School,4104740.0,4104740.0,38502001900000.0,410474000572.0,1429.0,09-12,4.0,1365.70463400364,ADM,,,15573.2625767362,,,21268476.867604,,9442632.9649767,4649651.14743297,2711377.61131432,591911.062432129,3259557.56080905,613346.520638986,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,539,Eugene SD 4J,South Eugene High School,4104740.0,4104740.0,38502001900000.0,410474000573.0,1495.0,09-12,4.0,1444.93391637322,ADM,,,14836.366144207,,,21437568.637496,,9153248.42997496,4734121.48665854,2837134.90827577,627246.73256229,3436888.19152633,648928.888498166,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,528,Eugene SD 4J,Spencer Butte Middle School,4104740.0,4104740.0,38502001900000.0,410474000569.0,429.0,06-08,3.0,428.236711741011,ADM,,,14476.9363056992,,,6199555.59963668,,2616210.00217856,1239548.28190335,957477.240917132,185415.366491075,1008580.91380883,192323.794337751,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,529,Eugene SD 4J,Spring Creek Elementary School,4104740.0,4104740.0,38502001900000.0,410474000553.0,289.0,KG-05,2.0,287.093023255793,ADM,,,14919.0796158487,,,4283163.67110787,,1966679.27565274,711213.875584766,674210.323643658,125964.897642325,676160.020392148,128935.278192223,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,530,Eugene SD 4J,Twin Oaks Elementary School,4104740.0,4104740.0,38502001900000.0,410474000555.0,229.0,KG-05,2.0,232.069767441844,ADM,,,14341.5400073015,,,3328237.85425236,,1539406.40745717,454418.912183911,582330.608311063,101288.407906259,546569.529647085,104223.988746877,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,1861,Eugene SD 4J,Twin Rivers Charter School,4104740.0,4104740.0,38502001900000.0,410474001848.0,33.0,08-12,4.0,36.3959537571855,ADM,,,7956.81408486396,,,289595.83748723,,73034.1866165862,41778.9272586529,56959.0061543317,15758.5020612667,85719.5641871233,16345.6512092699,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,0,1
OR,2018-2019,2082,3229,Eugene SD 4J,Village School,4104740.0,4104740.0,38502001900000.0,410474001492.0,220.0,KG-08,3.0,223.621282868545,ADM,,,8218.78825498101,,,1837895.97320378,,507314.158782652,256694.943970443,349963.243500229,96822.2036585959,526671.701979308,100429.721312553,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,534,Eugene SD 4J,Willagillespie Elementary School,4104740.0,4104740.0,38502001900000.0,410474000559.0,508.0,KG-05,2.0,509.436046511579,ADM,,,13859.1145415939,,,7060332.52022073,,3279231.87614336,1057972.14492635,1072068.61408156,222447.788110029,1199821.17186755,228790.925091878,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2082,1259,Eugene SD 4J,Yujin Gakuen Elementary School,4104740.0,4104740.0,38502001900000.0,410474001348.0,319.0,KG-05,2.0,315.62209302325,ADM,,,13613.6389696431,,,4296765.22526163,,2094314.99633703,640979.664130643,539714.999330186,136656.16339306,743351.539632049,141747.862438672,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2193,1005,Falls City SD 57,Falls City Elementary School,4100003.0,4100003.0,38502701000000.0,410000301061.0,129.0,KG-08,3.0,118.463087248298,ADM,,,23381.5352206757,,,2769848.84684605,,1219998.78508395,325212.594575081,395124.605558253,193702.889605488,542878.049708495,92931.9223147871,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2193,1006,Falls City SD 57,Falls City High School,4100003.0,4100003.0,38502701000000.0,410000301062.0,80.0,09-12,4.0,76.065455994282,ADM,,,25992.4454186556,,,1977127.21317652,,704730.550279779,441114.614250321,284129.894901055,124377.128500534,363103.196563859,59671.8286809719,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2084,563,Fern Ridge SD 28J,Elmira Elementary School,4104950.0,4104950.0,38502050200000.0,410495000597.0,270.0,KG-05,2.0,274.429484819397,ADM,,,11480.9877535282,,,3150721.55441854,,1579543.22935061,372481.195448012,608495.525856384,239356.302659251,186895.479153477,163949.821950807,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2084,567,Fern Ridge SD 28J,Elmira High School,4104950.0,4104950.0,38502050200000.0,410495000601.0,393.0,09-12,4.0,380.31706335218,ADM,,,17058.9467266202,,,6487808.52294947,,2770777.50139083,1542417.28442583,1184485.07732858,331711.026539696,431208.392746962,227209.240517572,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2084,564,Fern Ridge SD 28J,Fern Ridge Middle School,4104950.0,4104950.0,38502050200000.0,410495000600.0,367.0,06-08,3.0,356.747687707534,ADM,,,11612.6241245522,,,4142776.80465072,,1879405.97075929,676574.125527494,819557.511881518,311153.911060642,242956.874968713,213128.410453068,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2084,566,Fern Ridge SD 28J,Veneta Elementary School,4104950.0,4104950.0,38502050200000.0,410495000599.0,369.0,KG-05,2.0,371.255018487203,ADM,,,11259.4237934928,,,4180117.58860842,,2165667.85665614,418026.663149987,797983.690247161,323807.147133878,252836.843001625,221795.388419643,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2084,4045,Fern Ridge SD 28J,West Lane Technology Learning Center,4104950.0,4104950.0,38502050200000.0,410495001595.0,73.0,09-12,4.0,88.0656941269256,ADM,,,6405.14201881529,,,564073.277868506,,151416.702559485,41891.9423818378,181366.201689132,76810.5473477591,59975.6258394285,52612.2580508637,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,0,1
OR,2018-2019,2241,1128,Forest Grove SD 15,Cornelius Elementary School,4105160.0,4105160.0,38503401700000.0,410516001182.0,367.0,PK-04,2.0,363.71094847336,ADM,,,14105.0071992662,,,5130145.54666868,13081.4930991643,3106886.37763579,788520.023297786,776759.241003281,135091.909073717,62222.5764861803,260665.419171932,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,1129,Forest Grove SD 15,Dilley Elementary School,4105160.0,4105160.0,38503401700000.0,410516001183.0,250.0,KG-04,2.0,243.666629703536,ADM,,,13070.0129115799,,,3184725.99634637,12046.498811478,1691265.69752515,669939.541274569,523306.179233987,91370.2372053816,34212.6330531727,174631.708054112,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,1130,Forest Grove SD 15,Echo Shaw Elementary School,4105160.0,4105160.0,38503401700000.0,410516001184.0,425.0,PK-06,2.0,414.026206845523,ADM,,,14302.5249429304,,,5921620.15043495,13279.0108428285,3673385.1497219,827962.506199776,910091.987487916,154649.328236466,58805.6740754757,296725.504713417,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,3986,Forest Grove SD 15,Fern Hill Elementary School,4105160.0,4105160.0,38503401700000.0,410516001578.0,256.0,KG-04,2.0,259.948140755491,ADM,,,15273.1649624997,,,3970230.8354537,14249.6508623978,2392792.18546793,666073.922090131,594525.151920294,96760.0640872266,33779.1231937214,186300.388694396,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,4595,Forest Grove SD 15,Forest Grove Community School,4105160.0,4105160.0,38503401700000.0,410516001724.0,202.0,01-08,3.0,199.843376993614,ADM,,,4894.71885336738,,,978177.145091247,3871.20475326551,224055.038252438,143195.366906254,367630.832455258,74223.3482599769,25848.2272266918,143224.331990628,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2241,1134,Forest Grove SD 15,Forest Grove High School,4105160.0,4105160.0,38503401700000.0,410516001189.0,1886.0,09-12,4.0,1855.29138818346,ADM,,,14011.6547146184,,,25995702.3262316,12988.1406145165,14143652.5455754,4403090.48796681,4410388.26677049,695699.624682755,1013215.77932877,1329655.62190751,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,1132,Forest Grove SD 15,Harvey Clarke Elementary School,4105160.0,4105160.0,38503401700000.0,410516001186.0,476.0,KG-04,2.0,489.167110223954,ADM,,,13552.1618447024,,,6629271.8468604,12528.6477446005,4069382.00273113,932574.09628375,1022484.47085177,183032.410534398,71221.1608201643,350577.705639205,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,1133,Forest Grove SD 15,Joseph Gale Elementary School,4105160.0,4105160.0,38503401700000.0,410516001187.0,496.0,KG-04,2.0,501.050380719985,ADM,,,13737.544366509,,,6883201.83499702,12714.0302664071,4215608.18927427,1011529.19075658,1030301.84318518,188688.987463984,77979.3818564995,359094.242460499,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,1126,Forest Grove SD 15,Neil Armstrong Middle School,4105160.0,4105160.0,38503401700000.0,410516001188.0,894.0,07-08,3.0,884.277560554706,ADM,,,12947.7309252025,,,11449387.9172567,11924.2168251006,6400214.46182439,2041669.27478161,1904650.2514597,334622.65311395,134484.665055904,633746.611021275,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2241,2376,Forest Grove SD 15,Oak Grove Academy,4105160.0,4105160.0,38503401700000.0,,,,,11.3069938209297,ADM,,,4894.71885336738,,,55344.555830213,3871.20475326551,12676.8721144531,8101.8903560988,20800.2867720139,4199.50339495661,1462.4740130544,8103.52917963637,0,No notes provided,No notes provided,0,0,1,1,0,1,0
OR,2018-2019,2241,1127,Forest Grove SD 15,Tom McCall Upper Elementary,4105160.0,4105160.0,38503401700000.0,410516001339.0,780.0,05-06,2.0,782.112341940304,ADM,,,14168.9501767156,,,11081710.8055465,13145.4360766137,6323312.44176528,2133542.31682095,1629537.74894661,315229.114856047,119562.637814049,560526.545343583,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2248,1205,Fossil SD 21J,Fossil Charter School,4105250.0,4105250.0,38503500100000.0,410525001375.0,755.0,KG-12,4.0,750.132617382586,ADM,,,9661.9942021578,,,7247777,8798.71340745581,5576265.97000001,400945.86,456810.53,221714.9,375647.74,216392,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2020,351,Frenchglen SD 16,Frenchglen Elementary School,4105310.0,4105310.0,38501301000000.0,410531000370.0,3.0,KG-08,3.0,2.370860927152,ADM,,,1595421.17760749,,,3782521.73234042,,120424.41,312430.6,66657.05,3151748.03,130000,1261.6423404328,0,No notes provided,No notes provided,0,0,1,1,0,1,1
OR,2018-2019,2020,4702,Frenchglen SD 16,Silvies River Charter School,4105310.0,4105310.0,38501301000000.0,410531001756.0,,,,440.254545454456,ADM,,,532.145232975916,,,234279.357659567,,0,0,0,0,0,234279.357659567,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,2245,1194,Gaston SD 511J,Gaston Elementary School,4105430.0,4105430.0,38503402100000.0,410543001247.0,277.0,KG-06,2.0,271.791293321938,ADM,,,11382.2492722797,,,3093596.25062558,10736.0168563835,1661061.16847065,434876.015797711,570424.281003969,253520.925306198,123051.958044639,50661.9020024303,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2245,1195,Gaston SD 511J,Gaston Jr/Sr High School,4105430.0,4105430.0,38503402100000.0,410543001249.0,297.0,07-12,4.0,292.622754490967,ADM,,,13079.4379362489,,,3827341.1560988,12433.2055203527,1969232.78418464,802717.480123047,595410.668817809,272952.052942787,132483.28328854,54544.8867419845,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2137,5392,Gervais SD 1,Frontier Charter Academy,4100015.0,4100015.0,38502402000000.0,410001501859.0,303.0,KG-11,4.0,322.244444444308,ADM,,,5185.15318844549,,,1670886.80856924,4156.77187785577,472019.37488671,181483.166920266,518288.83290408,180694.766969732,121013.033138035,197387.633750424,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2137,776,Gervais SD 1,Gervais Elementary School,4100015.0,4100015.0,38502402000000.0,410001500821.0,407.0,KG-05,2.0,411.026785714209,ADM,,,13146.1430161867,,,5403416.90848251,12117.7617055969,2672309.93716481,828448.77035809,1263990.46475002,232543.736442591,154353.624702597,251770.375064423,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2137,808,Gervais SD 1,Gervais High School,4100015.0,4100015.0,38502402000000.0,410001500853.0,295.0,09-12,4.0,288.80654761899,ADM,,,14808.0695762915,,,4276667.45123054,13779.6882657017,1997639.00849502,933017.762314677,895490.777190227,164843.461179337,108770.859879187,176905.582172088,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2137,786,Gervais SD 1,Gervais Middle School,4100015.0,4100015.0,38502402000000.0,410001500831.0,240.0,06-08,3.0,241.922619047546,ADM,,,12353.8858056265,,,2988684.40951146,11325.5044950367,1496790.68369576,511906.967262848,604276.675040251,136673.151865974,90849.6342462175,148187.297400415,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2137,4024,Gervais SD 1,Samuel Brown Academy,4100015.0,4100015.0,38502402000000.0,410001501588.0,28.0,06-12,4.0,28.192884668302,ADM,,,13109.2422849819,,,369587.355829322,12080.8609743921,218211.17236691,51333.7035818256,56277.0567900345,15908.827159544,10587.3244533519,17269.2714776546,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1931,4719,Gladstone SD 115,Gladstone Center for Children and Families,4105610.0,4105610.0,38500302700000.0,410561001774.0,125.0,PK-KG,1.0,122.439759036135,ADM,,,5634.52496986941,,,689889.879593896,4532.20817709869,169212.096992797,121143.183184603,188260.318392969,96700.1778329091,65517.2768398878,49056.8263507298,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,1931,138,Gladstone SD 115,Gladstone High School,4105610.0,4105610.0,38500302700000.0,410561000146.0,658.0,09-12,4.0,643.010460693108,ADM,,,14016.8411676341,,,9012975.49666252,12914.5243748633,3844594.29478004,2460290.30129766,1587105.84004808,507835.252102169,355520.646467574,257629.16196703,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1931,136,Gladstone SD 115,John Wetten Elementary School,4105610.0,4105610.0,38500302700000.0,410561000144.0,735.0,01-05,2.0,728.417159763247,ADM,,,11805.7112739662,,,8599482.6751674,10703.3944811954,4498510.59703756,1418416.5861118,1405833.04948144,575287.549078404,409586.604971649,291848.288486516,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1931,137,Gladstone SD 115,Walter L Kraxberger Middle School,4105610.0,4105610.0,38500302700000.0,410561000145.0,467.0,06-08,3.0,465.455970118799,ADM,,,12666.7626252691,,,5895820.28600917,11564.4458324983,2856290.48125116,1186968.02403496,1045900.48565765,367606.694412014,252564.584013531,186490.016639853,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2000,307,Glendale SD 77,Glendale Community Charter School,4105640.0,4105640.0,38501001200000.0,410564000327.0,100.0,09-12,4.0,98.6533333333125,ADM,,,24605.5876142671,,,2427423.23677231,,266963.674005905,136930.24447711,390495.184926158,119566.650414311,1447803.90611481,65663.5768340117,0,No notes provided,No notes provided,0,0,1,1,0,0,1
