state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AK,enrollmetric,pp_stloc_raw_AK,pp_fed_raw_AK,pp_total_raw_AK,pp_site_stloc_raw_AK,pp_site_fed_raw_AK,pp_site_raw_AK,pp_centshare_stloc_raw_AK,pp_centshare_fed_raw_AK,pp_centshare_raw_AK,schoolstloc_raw_AK,schoolfed_raw_AK,schooltot_raw_AK,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AK,2018-2019,33,330520,Mat-Su,Mat-Su Career & Tech Ed High School,200510,200510,2101300730100,20051000731,701.0,09-12,4.0,700.5,ADM,11935,273,12208,10829,194,11023,1106,79,1185,8360467.5,191236.5,8551704,12298.11225,0,0,0,0,0,0,0
AK,2018-2019,33,338010,Mat-Su,Mat-Su Central School,200510,200510,2101300730100,20051000224,1522.0,KG-12,4.0,1645.19,ADM,7833,260,8093,6727,181,6908,1106,79,1185,12886773.27,427749.4,13314522.67,8183.112248,0,0,0,0,0,0,0
AK,2018-2019,33,337060,Mat-Su,Mat-Su Day School,200510,200510,2101300730100,20051000734,82.0,KG-12,4.0,86.2,ADM,45113,9228,54341,44007,9149,53156,1106,79,1185,3888740.6,795453.6,4684194.2,54431.11225,0,0,0,0,0,0,0
AK,2018-2019,33,337070,Mat-Su,Mat-Su Middle College School,200510,200510,2101300730100,20051000747,177.0,08-12,4.0,177,ADM,12582,94,12676,11476,15,11491,1106,79,1185,2227014,16638,2243652,12766.11225,0,0,0,0,0,0,0
AK,2018-2019,33,337030,Mat-Su,Mat-Su Youth Facility,200510,200510,2101300730100,20051000407,14.0,06-12,4.0,15,ADM,31667,3389,35056,30561,3310,33871,1106,79,1185,475005,50835,525840,35146.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330420,Mat-Su,Meadow Lakes Elementary,200510,200510,2101300730100,20051000416,369.0,PK-05,2.0,363.37,ADM,15787,2517,18304,14681,2438,17119,1106,79,1185,5736522.19,914602.29,6651124.48,18394.11225,0,0,0,0,0,0,0
AK,2018-2019,33,339020,Mat-Su,Midnight Sun Family Learning Center,200510,200510,2101300730100,20051000312,191.0,KG-08,3.0,192.65,ADM,20211,100,20311,19105,21,19126,1106,79,1185,3893649.15,19265,3912914.15,20401.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330050,Mat-Su,Palmer High School,200510,200510,2101300730100,20051000227,750.0,09-12,4.0,744.52,ADM,15278,824,16102,14172,745,14917,1106,79,1185,11374776.56,613484.48,11988261.04,16192.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330020,Mat-Su,Palmer Middle School,200510,200510,2101300730100,20051000544,563.0,06-08,3.0,565.15,ADM,13836,1484,15320,12730,1405,14135,1106,79,1185,7819415.39999999,838682.6,8658098,15410.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330300,Mat-Su,Pioneer Peak Elementary,200510,200510,2101300730100,20051000565,438.0,PK-05,2.0,432.82,ADM,13801,838,14639,12695,759,13454,1106,79,1185,5973348.82,362703.16,6336051.97999999,14729.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330060,Mat-Su,Sherrod Elementary,200510,200510,2101300730100,20051000230,418.0,KG-05,2.0,421.45,ADM,13621,1445,15066,12515,1366,13881,1106,79,1185,5740570.45,608995.25,6349565.7,15156.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330190,Mat-Su,Snowshoe Elementary,200510,200510,2101300730100,20051000414,390.0,PK-05,2.0,388,ADM,14125,1323,15448,13019,1244,14263,1106,79,1185,5480500,513324,5993824,15538.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330070,Mat-Su,Susitna Valley High,200510,200510,2101300730100,20051000232,203.0,06-12,4.0,203.7,ADM,21566,1747,23313,20460,1668,22128,1106,79,1185,4392994.2,355863.899999999,4748858.1,23403.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330360,Mat-Su,Sutton Elementary,200510,200510,2101300730100,20051000725,67.0,PK-05,2.0,58.75,ADM,21448,4066,25514,20342,3987,24329,1106,79,1185,1260070,238877.5,1498947.5,25604.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330080,Mat-Su,Swanson Elementary,200510,200510,2101300730100,20051000233,445.0,PK-02,2.0,449.4,ADM,12366,1636,14002,11260,1557,12817,1106,79,1185,5557280.39999999,735218.399999999,6292498.8,14092.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330340,Mat-Su,Talkeetna Elementary,200510,200510,2101300730100,20051000723,106.0,PK-05,2.0,106.9,ADM,20396,2039,22435,19290,1960,21250,1106,79,1185,2180332.4,217969.1,2398301.5,22525.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330180,Mat-Su,Tanaina Elementary,200510,200510,2101300730100,20051000547,401.0,PK-05,2.0,393.18,ADM,14668,1666,16334,13562,1587,15149,1106,79,1185,5767164.24,655037.88,6422202.12,16424.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330440,Mat-Su,Teeland Middle School,200510,200510,2101300730100,20051000444,797.0,06-08,3.0,797.65,ADM,12280,1054,13334,11174,975,12149,1106,79,1185,9795142,840723.1,10635865.1,13424.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330330,Mat-Su,Trapper Creek Elementary,200510,200510,2101300730100,20051000722,23.0,PK-05,2.0,23.1,ADM,34330,2685,37015,33224,2606,35830,1106,79,1185,793023,62023.5,855046.5,37105.11225,0,0,0,0,0,0,0
AK,2018-2019,33,339030,Mat-Su,Twindly Bridge Charter School,200510,200510,2101300730100,20051000469,476.0,KG-12,4.0,477.75,ADM,8570,98,8668,7464,19,7483,1106,79,1185,4094317.5,46819.5,4141137,8758.112248,0,0,0,0,0,0,0
AK,2018-2019,33,337020,Mat-Su,Valley Pathways,200510,200510,2101300730100,20051000425,163.0,09-12,4.0,177.68,ADM,14456,1852,16308,13350,1773,15123,1106,79,1185,2568542.08,329063.36,2897605.44,16398.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330120,Mat-Su,Wasilla High School,200510,200510,2101300730100,20051000237,881.0,09-12,4.0,885.72,ADM,13880,1108,14988,12774,1029,13803,1106,79,1185,12293793.6,981377.76,13275171.36,15078.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330140,Mat-Su,Wasilla Middle School,200510,200510,2101300730100,20051000545,648.0,06-08,3.0,653.35,ADM,13244,1705,14949,12138,1626,13764,1106,79,1185,8652967.4,1113961.75,9766929.15,15039.11225,0,0,0,0,0,0,0
AK,2018-2019,33,330320,Mat-Su,Willow Elementary,200510,200510,2101300730100,20051000721,146.0,PK-05,2.0,146.18,ADM,16884,1867,18751,15778,1788,17566,1106,79,1185,2468103.12,272918.06,2741021.18,18841.11225,0,0,0,0,0,0,0
AK,2018-2019,98,980000,Mount Edgecumbe,Mt. Edgecumbe High School,200006,200006,2000000010100,20000600558,434.0,09-12,4.0,433.3,ADM,28191,715,28906,25444,715,26159,2747,0,2747,12215160.3,309809.5,12524969.8,28871.50737,0,0,0,0,0,0,0
AK,2018-2019,34,348010,Nenana,CyberLynx Correspondence Program,200540,200540,2202301330100,20054000321,1128.0,PK-12,4.0,1052.15,ADM,6441,0,6441,4390,0,4390,2051,0,2051,6776898.15,0,6776898.15,6439.98891,0,0,0,0,0,0,0
AK,2018-2019,34,340010,Nenana,Nenana City School,200540,200540,2202301330100,20054000251,184.0,KG-12,4.0,186.2,ADM,23613,3269,26882,21562,3269,24831,2051,0,2051,4396740.6,608687.799999999,5005428.39999999,26880.98891,0,0,0,0,0,0,0
AK,2018-2019,35,359010,Nome,Anvil City Science Academy,200570,200570,2201400730100,20057000323,60.0,05-08,3.0,60,ADM,13201,1271,14472,9577,1204,10781,3624,67,3691,792060,76260,868320,,0,0,0,0,0,0,1
AK,2018-2019,35,358010,Nome,Extensions Correspondence,200570,200570,2201400730100,20057000426,17.0,KG-12,4.0,17.5,ADM,5801,67,5868,2177,0,2177,3624,67,3691,101517.5,1172.5,102690,,0,0,0,0,0,0,1
AK,2018-2019,35,350010,Nome,Nome Elementary,200570,200570,2201400730100,20057000254,374.0,PK-06,2.0,376.3,ADM,12645,2542,15187,9021,2475,11496,3624,67,3691,4758313.5,956554.6,5714868.1,,0,0,0,0,0,0,1
AK,2018-2019,35,357020,Nome,Nome Youth Facility,200570,200570,2201400730100,20057000332,,,,14,ADM,15586,612,16198,11962,545,12507,3624,67,3691,218204,8568,226772,,0,0,0,0,0,0,1
AK,2018-2019,35,350020,Nome,Nome-Beltz Jr/Sr High,200570,200570,2201400730100,20057000568,242.0,07-12,4.0,242.8,ADM,18667,1844,20511,15043,1777,16820,3624,67,3691,4532347.6,447723.2,4980070.8,,0,0,0,0,0,0,1
AK,2018-2019,36,360100,North Slope,Alak School,200610,200610,2101500830100,20061000291,168.0,PK-12,4.0,156.85,ADM,42820,3333,46153,25258,1862,27120,17562,1471,19033,6716317,522781.05,7239098.05,45949.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360030,North Slope,Barrow High School,200610,200610,2101500830100,20061000286,241.0,09-12,4.0,240.05,ADM,39544,1496,41040,21982,25,22007,17562,1471,19033,9492537.2,359114.8,9851652,40836.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360120,North Slope,Eben Hopson Middle School,200610,200610,2101500830100,20061000139,264.0,06-08,3.0,266.25,ADM,33109,1471,34580,15547,0,15547,17562,1471,19033,8815271.25,391653.75,9206925,34376.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360020,North Slope,Fred Ipalook Elementary,200610,200610,2101500830100,20061000285,684.0,PK-05,2.0,548.9,ADM,33444,1471,34915,15882,0,15882,17562,1471,19033,18357411.5999999,807431.9,19164843.5,34711.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360040,North Slope,Harold Kaveolook School,200610,200610,2101500830100,20061000287,60.0,PK-12,4.0,51.05,ADM,67616,4729,72345,50054,3258,53312,17562,1471,19033,3451796.8,241415.449999999,3693212.25,72141.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360070,North Slope,Kali School,200610,200610,2101500830100,20061000290,107.0,PK-12,4.0,93.25,ADM,46479,3362,49841,28917,1891,30808,17562,1471,19033,4334166.75,313506.5,4647673.25,49637.01116,0,0,0,0,0,0,0
AK,2018-2019,36,367010,North Slope,Kiita Learning Community,200610,200610,2101500830100,20061000470,41.0,09-12,4.0,36.83,ADM,44795,1615,46410,27233,144,27377,17562,1471,19033,1649799.84999999,59480.45,1709280.29999999,46206.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360090,North Slope,Meade River School,200610,200610,2101500830100,20061000284,87.0,PK-12,4.0,72.75,ADM,53476,3237,56713,35914,1766,37680,17562,1471,19033,3890379,235491.75,4125870.75,56509.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360050,North Slope,Nuiqsut Trapper School,200610,200610,2101500830100,20061000288,174.0,PK-12,4.0,146.15,ADM,37785,3135,40920,20223,1664,21887,17562,1471,19033,5522277.75,458180.25,5980458,40716.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360010,North Slope,Nunamiut School,200610,200610,2101500830100,20061000283,104.0,PK-12,4.0,89.3,ADM,50514,4698,55212,32952,3227,36179,17562,1471,19033,4510900.2,419531.399999999,4930431.6,55008.01116,0,0,0,0,0,0,0
AK,2018-2019,36,360060,North Slope,Tikigaq School,200610,200610,2101500830100,20061000289,265.0,PK-12,4.0,230.8,ADM,39067,3534,42601,21505,2063,23568,17562,1471,19033,9016663.6,815647.2,9832310.8,42397.01116,0,0,0,0,0,0,0
AK,2018-2019,37,370010,Northwest Arctic,Ambler School,200625,200625,2101101130100,20062500292,76.0,PK-12,4.0,71.25,ADM,41300,4296,45596,31485,1638,33123,9815,2658,12473,2942625,306090,3248715,46452.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370100,Northwest Arctic,Aqqaluk High/Noorvik Elementary,200625,200625,2101101130100,20062500302,202.0,PK-12,4.0,190.11,ADM,31715,4459,36174,21900,1801,23701,9815,2658,12473,6029338.65,847700.49,6877039.14,37030.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370020,Northwest Arctic,Buckland School,200625,200625,2101101130100,20062500293,187.0,PK-12,4.0,175.3,ADM,31125,4248,35373,21310,1590,22900,9815,2658,12473,5456212.5,744674.4,6200886.9,36229.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370210,Northwest Arctic,Davis-Ramoth School,200625,200625,2101101130100,20062500394,263.0,PK-12,4.0,244.98,ADM,32309,5754,38063,22494,3096,25590,9815,2658,12473,7915058.81999999,1409614.92,9324673.74,38919.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370030,Northwest Arctic,Deering School,200625,200625,2101101130100,20062500294,40.0,PK-12,4.0,32.8,ADM,52397,6136,58533,42582,3478,46060,9815,2658,12473,1718621.59999999,201260.8,1919882.4,59389.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370080,Northwest Arctic,June Nelson Elementary,200625,200625,2101101130100,20062500298,388.0,PK-05,2.0,352.95,ADM,29583,4453,34036,19768,1795,21563,9815,2658,12473,10441319.85,1571686.34999999,12013006.2,34892.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370040,Northwest Arctic,Kiana School,200625,200625,2101101130100,20062500295,128.0,PK-12,4.0,119.9,ADM,34308,4314,38622,24493,1656,26149,9815,2658,12473,4113529.2,517248.6,4630777.8,39478.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370070,Northwest Arctic,Kobuk School,200625,200625,2101101130100,20062500297,49.0,PK-12,4.0,43.6,ADM,44319,4594,48913,34504,1936,36440,9815,2658,12473,1932308.4,200298.4,2132606.8,49769.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370150,Northwest Arctic,Kotzebue Middle/High School,200625,200625,2101101130100,20062500569,325.0,06-12,4.0,331.05,ADM,35426,4358,39784,25611,1700,27311,9815,2658,12473,11727777.3,1442715.9,13170493.2,40640.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370060,Northwest Arctic,McQueen School,200625,200625,2101101130100,20062500300,160.0,PK-12,4.0,143.65,ADM,31906,4602,36508,22091,1944,24035,9815,2658,12473,4583296.9,661077.3,5244374.2,37364.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370090,Northwest Arctic,Napaaqtugmiut School,200625,200625,2101101130100,20062500301,171.0,PK-12,4.0,161.1,ADM,36723,4306,41029,26908,1648,28556,9815,2658,12473,5916075.3,693696.6,6609771.89999999,41885.6283,0,0,0,0,0,0,0
AK,2018-2019,37,378020,Northwest Arctic,NWABSD Home School,200625,200625,2101101130100,20062500748,39.0,KG-12,4.0,41.15,ADM,9815,2658,12473,0,0,0,9815,2658,12473,403887.25,109376.7,513263.949999999,13329.6283,0,0,0,0,0,0,0
AK,2018-2019,37,370110,Northwest Arctic,Shungnak School,200625,200625,2101101130100,20062500303,59.0,PK-12,4.0,56.75,ADM,46337,4689,51026,36522,2031,38553,9815,2658,12473,2629624.75,266100.75,2895725.5,51882.6283,0,0,0,0,0,0,0
AK,2018-2019,38,380010,Pelican,Pelican School,200630,200630,2201800330100,20063000304,12.0,KG-12,4.0,12,ADM,48412,2181,50593,31766,2181,33947,16646,0,16646,580944,26172,607116,51083.33333,0,0,0,0,0,0,0
AK,2018-2019,39,390030,Petersburg,Mitkof Middle School,200660,200660,2102202230100,20066000604,101.0,06-08,3.0,100.78,ADM,16654,1705,18359,11515,1705,13220,5139,0,5139,1678390.12,171829.9,1850220.02,18083.23314,0,0,0,0,0,0,0
AK,2018-2019,39,390020,Petersburg,Petersburg High School,200660,200660,2102202230100,20066000570,136.0,09-12,4.0,135.25,ADM,23944,2049,25993,18805,2049,20854,5139,0,5139,3238426,277127.25,3515553.25,25717.23314,0,0,0,0,0,0,0
AK,2018-2019,39,390010,Petersburg,Rae C. Stedman Elementary,200660,200660,2102202230100,20066000305,228.0,PK-05,2.0,224.91,ADM,16962,2390,19352,11823,2390,14213,5139,0,5139,3814923.42,537534.9,4352458.32,19076.23314,0,0,0,0,0,0,0
AK,2018-2019,40,408010,Pribilof,PSD Correspondence Program,200670,200670,2000000031900,20067000762,8.0,KG-10,4.0,8,ADM,20920,104,21024,8463,0,8463,12457,104,12561,167360,832,168192,,0,0,0,0,0,0,1
AK,2018-2019,40,400020,Pribilof,St Paul School,200670,200670,2000000031900,20067000308,72.0,PK-12,4.0,59.2,ADM,33516,2918,36434,21059,2814,23873,12457,104,12561,1984147.2,172745.6,2156892.8,,0,0,0,0,0,0,1
AK,2018-2019,46,460010,Saint Mary's,Saint Mary's School,200680,200680,2202101030100,20068000659,199.0,PK-12,4.0,184.35,ADM,24279,10293,34572,15618,9897,25515,8661,396,9057,4475833.64999999,1897514.55,6373348.2,33886.83317,0,0,0,0,0,0,0
AK,2018-2019,42,420010,Sitka,Baranof Elementary,200240,200240,2201700130100,20024000135,197.0,PK-01,1.0,186.75,ADM,18483,1385,19868,16696,1385,18081,1787,0,1787,3451700.25,258648.75,3710349,20338.08914,0,0,0,0,0,0,0
AK,2018-2019,42,420020,Sitka,Blatchley Middle School,200240,200240,2201700130100,20024000136,283.0,06-08,3.0,285.25,ADM,17358,1406,18764,15571,1406,16977,1787,0,1787,4951369.5,401061.5,5352431,19234.08914,0,0,0,0,0,0,0
AK,2018-2019,42,420170,Sitka,Keet Gooshi Heen Elementary,200240,200240,2201700130100,20024000638,375.0,02-05,2.0,376.38,ADM,16787,1499,18286,15000,1499,16499,1787,0,1787,6318291.06,564193.62,6882484.68,18756.08914,0,0,0,0,0,0,0
AK,2018-2019,42,427010,Sitka,Pacific High School,200240,200240,2201700130100,20024000035,29.0,09-12,4.0,27.95,ADM,25235,2123,27358,23448,2123,25571,1787,0,1787,705318.25,59337.85,764656.1,27828.08914,0,0,0,0,0,0,0
AK,2018-2019,42,420130,Sitka,Sitka High School,200240,200240,2201700130100,20024000143,314.0,09-12,4.0,313.1,ADM,20419,1445,21864,18632,1445,20077,1787,0,1787,6393188.9,452429.5,6845618.4,22334.08914,0,0,0,0,0,0,0
AK,2018-2019,42,428010,Sitka,Sitka REACH,200240,200240,2201700130100,20024000142,20.0,KG-12,4.0,17.75,ADM,8839,0,8839,7052,0,7052,1787,0,1787,156892.25,0,156892.25,9309.089138,0,0,0,0,0,0,0
AK,2018-2019,43,430010,Skagway,Skagway School,200690,200690,2102802830100,20069000310,141.0,PK-12,4.0,121.55,ADM,26630,0,26630,20945,0,20945,5685,0,5685,3236876.5,0,3236876.5,26595.41489,0,0,0,0,0,0,0
AK,2018-2019,44,440090,Southeast Island,Barry Craig Stewart Kasaan School,200700,200700,2000000030500,20070000319,10.0,PK-12,4.0,10.75,ADM,31425,3590,35015,20149,0,20149,11276,3590,14866,337818.75,38592.5,376411.25,,0,0,0,0,0,0,1
AK,2018-2019,44,440250,Southeast Island,Hollis School,200700,200700,2000000030500,20070000484,23.0,PK-12,4.0,21.53,ADM,31156,3776,34932,19880,186,20066,11276,3590,14866,670788.68,81297.28,752085.96,,0,0,0,0,0,0,1
AK,2018-2019,44,440020,Southeast Island,Howard Valentine Coffman Cove School,200700,200700,2000000030500,20070000314,14.0,PK-12,4.0,13.5,ADM,32372,3590,35962,21096,0,21096,11276,3590,14866,437022,48465,485487,,0,0,0,0,0,0,1
AK,2018-2019,44,440340,Southeast Island,Hyder School,200700,200700,2000000030500,20070000428,13.0,PK-12,4.0,13,ADM,21732,3590,25322,10456,0,10456,11276,3590,14866,282516,46670,329186,,0,0,0,0,0,0,1
AK,2018-2019,44,440270,Southeast Island,Naukati School,200700,200700,2000000030500,20070000589,22.0,PK-12,4.0,18.75,ADM,28481,4567,33048,17205,977,18182,11276,3590,14866,534018.75,85631.25,619650,,0,0,0,0,0,0,1
AK,2018-2019,44,440230,Southeast Island,Port Alexander School,200700,200700,2000000030500,20070000322,17.0,PK-12,4.0,17,ADM,25136,3590,28726,13860,0,13860,11276,3590,14866,427312,61030,488342,,0,0,0,0,0,0,1
AK,2018-2019,44,448010,Southeast Island,SE Island Correspondence,200700,200700,2000000030500,20070000486,0.0,PK-12,4.0,0,ADM,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1
AK,2018-2019,44,440160,Southeast Island,Thorne Bay School,200700,200700,2000000030500,20070000326,74.0,PK-12,4.0,75.5,ADM,26865,3590,30455,15589,0,15589,11276,3590,14866,2028307.5,271045,2299352.5,,0,0,0,0,0,0,1
AK,2018-2019,44,440190,Southeast Island,Whale Pass School,200700,200700,2000000030500,20070000526,18.0,PK-12,4.0,17.6,ADM,28674,3590,32264,17398,0,17398,11276,3590,14866,504662.4,63184,567846.4,,0,0,0,0,0,0,1
AK,2018-2019,45,450020,Southwest Region,Aleknagik School,200710,200710,2000000030400,20071000330,24.0,PK-12,4.0,23.1,ADM,36118,2568,38686,32184,2437,34621,3934,131,4065,834325.8,59320.8,893646.6,,0,0,0,0,0,0,1
AK,2018-2019,45,450080,Southwest Region,Chief Ivan Blunka School,200710,200710,2000000030400,20071000336,133.0,PK-12,4.0,131.6,ADM,20051,1812,21863,16117,1681,17798,3934,131,4065,2638711.6,238459.199999999,2877170.8,,0,0,0,0,0,0,1
AK,2018-2019,45,450030,Southwest Region,Clarks Point School,200710,200710,2000000030400,20071000331,15.0,KG-12,4.0,15,ADM,31906,2802,34708,27972,2671,30643,3934,131,4065,478590,42030,520620,,0,0,0,0,0,0,1
AK,2018-2019,45,450050,Southwest Region,Koliganek School,200710,200710,2000000030400,20071000333,53.0,PK-12,4.0,53.45,ADM,27840,2027,29867,23906,1896,25802,3934,131,4065,1488048,108343.15,1596391.15,,0,0,0,0,0,0,1
AK,2018-2019,45,450070,Southwest Region,Manokotak School,200710,200710,2000000030400,20071000335,127.0,PK-12,4.0,125.15,ADM,19943,1794,21737,16009,1663,17672,3934,131,4065,2495866.45,224519.1,2720385.55,,0,0,0,0,0,0,1
AK,2018-2019,45,450110,Southwest Region,Togiak School,200710,200710,2000000030400,20071000338,213.0,PK-12,4.0,211.15,ADM,18402,1591,19993,14468,1460,15928,3934,131,4065,3885582.3,335939.65,4221521.95,,0,0,0,0,0,0,1
AK,2018-2019,45,450120,Southwest Region,Twin Hills School,200710,200710,2000000030400,20071000573,21.0,PK-12,4.0,17.6,ADM,50304,3684,53988,46370,3553,49923,3934,131,4065,885350.4,64838.4,950188.8,,0,0,0,0,0,0,1
AK,2018-2019,45,450040,Southwest Region,"William ""Sonny"" Nelson School",200710,200710,2000000030400,20071000465,16.0,PK-12,4.0,16.13,ADM,38906,3017,41923,34972,2886,37858,3934,131,4065,627553.779999999,48664.21,676217.99,,0,0,0,0,0,0,1
AK,2018-2019,53,530010,Tanana,Maudrey J. Sommer School,200715,200715,2202301830100,20071500488,51.0,KG-12,4.0,51.15,ADM,34647,2696,37343,24526,2696,27222,10121,0,10121,1772194.05,137900.4,1910094.45,35831.34412,0,0,0,0,0,0,0
AK,2018-2019,47,470010,Unalaska,Eagle's View Elementary School,200720,200720,2200100430100,20072000340,230.0,PK-06,2.0,233.55,ADM,20360,941,21301,14315,578,14893,6045,363,6408,4755078,219770.55,4974848.55,20580.93708,0,0,0,0,0,0,0
AK,2018-2019,47,470020,Unalaska,Unalaska Jr/Sr High School,200720,200720,2200100430100,20072000661,188.0,07-12,4.0,187.45,ADM,22833,662,23495,16788,299,17087,6045,363,6408,4280045.85,124091.9,4404137.75,22774.93708,0,0,0,0,0,0,0
AK,2018-2019,48,480040,Valdez,George H. Gilson Middle School,200780,200780,2202000230100,20078000367,146.0,06-08,3.0,147.05,ADM,18853,775,19628,15006,775,15781,3847,0,3847,2772333.65,113963.75,2886297.4,21873.88331,0,0,0,0,0,0,0
AK,2018-2019,48,480050,Valdez,Hermon Hutchens Elementary,200780,200780,2202000230100,20078000495,333.0,PK-05,2.0,317.45,ADM,17749,2009,19758,13902,2009,15911,3847,0,3847,5634420.05,637757.049999999,6272177.1,22003.88331,0,0,0,0,0,0,0
AK,2018-2019,48,480030,Valdez,Valdez High School,200780,200780,2202000230100,20078000370,165.0,09-12,4.0,165.75,ADM,21028,881,21909,17181,881,18062,3847,0,3847,3485391,146025.75,3631416.75,24154.88331,0,0,0,0,0,0,0
AK,2018-2019,48,488010,Valdez,Valdez Home School,200780,200780,2202000230100,20078000753,42.0,PK-12,4.0,38.8,ADM,41506,0,41506,37659,0,37659,3847,0,3847,1610432.79999999,0,1610432.79999999,43751.88331,0,0,0,0,0,1,0
AK,2018-2019,49,490010,Wrangell,Evergreen Elementary,200810,200810,2203600130100,20081000373,167.0,PK-05,2.0,165,ADM,16113,996,17109,13912,996,14908,2201,0,2201,2658645,164340,2822985,17060.75165,0,0,0,0,0,0,0
AK,2018-2019,49,490030,Wrangell,Stikine Middle School,200810,200810,2203600130100,20081000728,57.0,06-08,3.0,57.75,ADM,13580,654,14234,11379,654,12033,2201,0,2201,784245,37768.5,822013.5,14185.75165,0,0,0,0,0,0,0
AK,2018-2019,49,490020,Wrangell,Wrangell High School,200810,200810,2203600130100,20081000576,79.0,09-12,4.0,79.75,ADM,33206,2551,35757,31005,2551,33556,2201,0,2201,2648178.5,203442.25,2851620.75,35708.75165,0,0,0,0,0,0,0
AK,2018-2019,50,508010,Yakutat,LEAD Correspondence,200840,200840,2102702730100,20084000749,23.0,KG-12,4.0,21.15,ADM,7718,1955,9673,2086,1955,4041,5632,0,5632,163235.699999999,41348.25,204583.949999999,9680.678736,0,0,0,0,0,0,0
AK,2018-2019,50,500010,Yakutat,Yakutat School,200840,200840,2102702730100,20084000667,64.0,PK-12,4.0,66.1,ADM,26689,1991,28680,21057,1991,23048,5632,0,5632,1764142.9,131605.099999999,1895747.99999999,28687.67874,0,0,0,0,0,0,0
AK,2018-2019,51,510010,Yukon Flats,Arctic Village School,200775,200775,2000000031500,20077500358,37.0,PK-12,4.0,37.1,ADM,41899,7819,49718,22938,1585,24523,18961,6234,25195,1554452.9,290084.9,1844537.8,50662.07742,0,0,0,0,0,0,0
AK,2018-2019,51,510050,Yukon Flats,Circle School,200775,200775,2000000031500,20077500361,14.0,PK-12,4.0,14.2,ADM,51277,8662,59939,32316,2428,34744,18961,6234,25195,728133.399999999,123000.4,851133.799999999,60883.07742,0,0,0,0,0,0,0
AK,2018-2019,51,510140,Yukon Flats,Cruikshank School,200775,200775,2000000031500,20077500552,10.0,PK-12,4.0,10,ADM,59197,13728,72925,40236,7494,47730,18961,6234,25195,591970,137280,729250,73869.07742,0,0,0,0,0,0,0
AK,2018-2019,51,510070,Yukon Flats,Fort Yukon School,200775,200775,2000000031500,20077500362,95.0,PK-12,4.0,95.7,ADM,39505,8026,47531,20544,1792,22336,18961,6234,25195,3780628.5,768088.2,4548716.7,48475.07742,0,0,0,0,0,0,0
AK,2018-2019,51,510060,Yukon Flats,John Fredson School,200775,200775,2000000031500,20077500366,50.0,PK-12,4.0,51.15,ADM,39448,8438,47886,20487,2204,22691,18961,6234,25195,2017765.2,431603.7,2449368.9,48830.07742,0,0,0,0,0,0,0
AK,2018-2019,51,510040,Yukon Flats,Tsuk Taih School,200775,200775,2000000031500,20077500360,11.0,PK-12,4.0,12,ADM,47280,10814,58094,28319,4580,32899,18961,6234,25195,567360,129768,697128,59038.07742,0,0,0,0,0,0,0
AK,2018-2019,51,518010,Yukon Flats,Yukon Flats Distance Education Program,200775,200775,2000000031500,20077500446,0.0,KG-12,4.0,0,ADM,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
AK,2018-2019,52,520010,Yukon-Koyukuk,Allakaket School,200862,200862,2000000031600,20086200377,24.0,PK-12,4.0,23,ADM,48324,30742,79066,47291,30742,78033,1033,0,1033,1111452,707066,1818518,78776.818,0,0,0,0,0,1,0
