state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_IN,enrollmetric,pp_stloc_raw_IN,pp_fed_raw_IN,pp_total_raw_IN,schoolstloc_raw_IN,schoolfed_raw_IN,schooltot_raw_IN,pp_total_norm_NERDS,pp_instruction_site_raw_IN,pp_otherinstruct_site_raw_IN,pp_instruction_centshare_raw_IN,pp_operations_site_raw_IN,pp_operations_centshare_raw_IN,pp_instruction_raw_IN,pp_noninstruction_raw_IN,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
IN,2018-2019,1160,0977,Clinton Prairie School Corporation,Clinton Prairie Jr-Sr High School,1802160,1802160,15501250200000.0,180216000258.0,572.0,07-12,4.0,572,October Count Day,7248.53,207.19,7455.72,4146159.15999999,118512.68,4264671.84,8276.661983,4949.69,0,720.27,28.91,1756.85,5669.95999999999,1785.76,1,0,1,1,0,0,0
IN,2018-2019,6750,7082,Cloverdale Community Schools,Cloverdale Elementary School,1802220,1802220,15506700200000.0,180222000264.0,447.0,PK-04,2.0,447,October Count Day,7603.4,495.68,8099.08,3398719.8,221568.96,3620288.76,8477.719442,4672.25,0,962.26,374.42,2090.15,5634.51,2464.56999999999,1,0,1,1,0,0,0
IN,2018-2019,6750,7077,Cloverdale Community Schools,Cloverdale High School,1802220,1802220,15506700200000.0,180222000265.0,359.0,09-12,4.0,359,October Count Day,11390.57,48.65,11439.22,4089214.63,17465.35,4106679.98,11817.85944,7658.22,0,962.26,728.58,2090.15,8620.48,2818.74,1,0,1,1,0,0,0
IN,2018-2019,6750,7085,Cloverdale Community Schools,Cloverdale Middle School,1802220,1802220,15506700200000.0,180222001283.0,341.0,05-08,3.0,341,October Count Day,8819.35,405.67,9225.02,3007398.35,138333.47,3145731.82,9603.659442,4957.38,0,962.26,1215.22,2090.15,5919.64,3305.38,1,0,1,1,0,0,0
IN,2018-2019,9320,1536,Community Montessori Inc,Community Montessori,1800011,1800011,,180001101737.0,549.0,PK-12,4.0,549,October Count Day,6571.35,152.68,6724.02,3607671.15,83821.32,3691486.98,6699.453552,5628.57,0,0,1055.86,39.59,5628.57,1095.45,1,0,1,1,0,0,0
IN,2018-2019,1170,1014,Community Schools of Frankfort,Blue Ridge Primary Elementary Sch,1803660,1803660,15501200300000.0,180366002423.0,506.0,PK-02,2.0,506,October Count Day,7267.13,629.84,7896.98,3677167.78,318699.04,3995871.88,9151.484674,4949.06,0,1371.73,503.28,1072.91,6320.79,1576.18999999999,1,0,1,1,0,0,0
IN,2018-2019,1170,0997,Community Schools of Frankfort,Frankfort High School,1803660,1803660,15501200300000.0,180366000574.0,904.0,09-12,4.0,904,October Count Day,8679.12,456.66,9135.78,7845924.48,412820.64,8258745.12,10390.28467,5752.68,0,1371.73,938.46,1072.91,7124.41,2011.37,1,0,1,1,0,0,0
IN,2018-2019,1170,0999,Community Schools of Frankfort,Frankfort Middle School,1803660,1803660,15501200300000.0,180366000573.0,743.0,06-08,3.0,743,October Count Day,7668.43,654.29,8322.71,5697643.49,486137.47,6183773.52999999,9577.214674,5244.81,0,1371.73,633.26,1072.91,6616.54,1706.16999999999,1,0,1,1,0,0,0
IN,2018-2019,1170,1015,Community Schools of Frankfort,Green Meadows Intermediate Elem,1803660,1803660,15501200300000.0,180366002432.0,450.0,03-05,2.0,450,October Count Day,6946.29,687.09,7633.38,3125830.5,309190.5,3435021,8887.884674,4644.77,0,1371.73,543.97,1072.91,6016.5,1616.88,1,0,1,1,0,0,0
IN,2018-2019,1170,1020,Community Schools of Frankfort,Suncrest Elementary School,1803660,1803660,15501200300000.0,180366000602.0,600.0,PK-05,2.0,600,October Count Day,6789.8,677.55,7467.35,4073880,406530,4480410,8721.854674,4397.23,0,1371.73,625.48,1072.91,5768.95999999999,1698.39,1,0,1,1,0,0,0
IN,2018-2019,2270,1715,Concord Community Schools,Concord Community High School,1802400,1802400,15502000500000.0,180240000269.0,1660.0,09-12,4.0,1660,October Count Day,8954.52,426.52,9381.05,14864503.2,708023.2,15572542.9999999,10061.71471,6354.2,0,904.38,849.24,1273.23,7258.58,2122.46999999999,1,0,1,1,0,0,0
IN,2018-2019,2270,1721,Concord Community Schools,Concord East Side Elementary Sch,1802400,1802400,15502000500000.0,180240000270.0,542.0,KG-04,2.0,542,October Count Day,8387.99,668.9,9056.89,4546290.58,362543.8,4908834.38,9737.554711,6266.16,0,904.38,613.12,1273.23,7170.54,1886.34999999999,1,0,1,1,0,0,0
IN,2018-2019,2270,1718,Concord Community Schools,Concord Intermediate School,1802400,1802400,15502000500000.0,180240002484.0,881.0,05-07,3.0,881,October Count Day,8275.25,531.23,8806.48,7290495.25,468013.63,7758508.88,9487.144711,5906.94,0,904.38,721.94,1273.23,6811.32,1995.15999999999,1,0,1,1,0,0,0
IN,2018-2019,2270,1713,Concord Community Schools,Concord Junior High School,1802400,1802400,15502000500000.0,180240000271.0,882.0,07-09,3.0,882,October Count Day,8679.36,458.5,9137.86,7655195.52,404397,8059592.52,9818.524711,6044.86,0,904.38,915.39,1273.23,6949.24,2188.62,1,0,1,1,0,0,0
IN,2018-2019,2270,1723,Concord Community Schools,Concord Ox-Bow Elementary School,1802400,1802400,15502000500000.0,180240000272.0,454.0,KG-05,2.0,454,October Count Day,9847.33,644.19,10491.52,4470687.82,292462.26,4763150.08,11172.18471,7528.25,0,904.38,785.67,1273.23,8432.63,2058.89,1,0,1,1,0,0,0
IN,2018-2019,2270,1725,Concord Community Schools,Concord South Side Elementary Sch,1802400,1802400,15502000500000.0,180240000273.0,411.0,KG-04,2.0,411,October Count Day,9637.31,904.41,10541.72,3960934.40999999,371712.51,4332646.92,11222.38471,7596.89,0,904.38,767.22,1273.23,8501.27,2040.44999999999,1,0,1,1,0,0,0
IN,2018-2019,2270,1729,Concord Community Schools,Concord West Side Elem School,1802400,1802400,15502000500000.0,180240000274.0,549.0,KG-04,2.0,549,October Count Day,8431.9,982.36,9414.26,4629113.1,539315.64,5168428.74,10094.92471,6589.58,0,904.38,647.07,1273.23,7493.96,1920.3,1,0,1,1,0,0,0
IN,2018-2019,8035,8386,Covered Bridge Spec Ed Dist,Covered Bridge Spec Ed Dist,1802420,1802420,15508420100000.0,180242002233.0,0.0,PK-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,1
IN,2018-2019,2440,2005,Covington Community School Corp,Covington Community High School,1802430,1802430,15502300300000.0,180243000275.0,280.0,09-12,4.0,280,October Count Day,10789.65,286.23,11075.88,3021102,80144.4,3101246.4,,7597.21,0,971.7,827.59,1679.39,8568.91,2506.96999999999,1,0,1,1,0,1,1
IN,2018-2019,2440,2009,Covington Community School Corp,Covington Elementary School,1802430,1802430,15502300300000.0,180243000276.0,393.0,PK-05,2.0,393,October Count Day,7493.88,588.86,8082.74,2945094.84,231421.98,3176516.82,,4821.69,0,971.7,609.96,1679.39,5793.38999999999,2289.35,1,0,1,1,0,1,1
IN,2018-2019,2440,2013,Covington Community School Corp,Covington Middle School,1802430,1802430,15502300300000.0,180243000277.0,222.0,06-08,3.0,222,October Count Day,7679.25,286.23,7965.48,1704793.5,63543.06,1768336.55999999,,4721.59,0,971.7,592.81,1679.39,5693.29,2272.18999999999,1,0,1,1,0,1,1
IN,2018-2019,1900,1385,Cowan Community School Corp,Cowan Elementary School,1807020,1807020,15501800700000.0,180702001199.0,439.0,KG-06,2.0,439,October Count Day,7272.97,400.3,7673.26,3192833.83,175731.7,3368561.14,8618.848483,5665.29,0,87.87,198.57,1721.55,5753.16,1920.1,1,0,1,1,0,0,0
IN,2018-2019,1900,1386,Cowan Community School Corp,Cowan High School,1807020,1807020,15501800700000.0,180702001200.0,372.0,07-12,4.0,372,October Count Day,8580.35,278.7,8859.05,3191890.2,103676.4,3295566.59999999,9804.638483,6807.82,0,87.87,241.82,1721.55,6895.69,1963.35999999999,1,0,1,1,0,0,0
IN,2018-2019,1300,1059,Crawford County Community Sch Corp,Crawford County High School,1802440,1802440,15501380100000.0,180244000279.0,450.0,09-12,4.0,450,October Count Day,8918.84,183.46,9102.3,4013478,82557,4096034.99999999,10433.59452,5231.68,674.46,782.95,692.17,1721.04,6014.63,3087.66999999999,1,0,1,1,0,0,0
IN,2018-2019,1300,1061,Crawford County Community Sch Corp,Crawford County Middle School,1802440,1802440,15501380100000.0,180244000282.0,354.0,06-08,3.0,354,October Count Day,8451.48,197.25,8648.73,2991823.92,69826.5,3061650.42,9980.02452,4625.55,1036.82,782.95,482.37,1721.04,5408.5,3240.22999999999,1,0,1,1,0,0,0
IN,2018-2019,1300,1065,Crawford County Community Sch Corp,East Crawford Elementary School,1802440,1802440,15501380100000.0,180244000283.0,300.0,PK-05,2.0,300,October Count Day,7577.44,614.6,8192.03,2273232,184380,2457609,9523.32452,4147.29,985.37,782.95,555.39,1721.04,4930.24,3261.79,1,0,1,1,0,0,0
IN,2018-2019,1300,1037,Crawford County Community Sch Corp,South Crawford Elementary School,1802440,1802440,15501380100000.0,180244000281.0,157.0,PK-05,2.0,157,October Count Day,8483.38,790.2,9273.58,1331890.66,124061.4,1455952.06,10604.87452,5791.97,225.07,782.95,752.56,1721.04,6574.92,2698.66,1,0,1,1,0,0,0
IN,2018-2019,1300,1045,Crawford County Community Sch Corp,West Crawford Elementary School,1802440,1802440,15501380100000.0,180244000284.0,250.0,PK-05,2.0,250,October Count Day,7856.04,908.64,8764.67,1964010,227160,2191167.5,10095.96452,5308.65,304.22,782.95,647.82,1721.04,6091.59999999999,2673.07,1,0,1,1,0,0,0
IN,2018-2019,5855,6305,Crawfordsville Community Schools,Anna Willson School,1802460,1802460,15505400400000.0,180246000285.0,137.0,PK-PK,1.0,137,October Count Day,6440.78,975.13,7415.91,882386.86,133592.81,1015979.66999999,8448.603766,3395.23,0,2090.45,287.07,1643.16,5485.68,1930.22999999999,1,0,1,1,0,0,0
IN,2018-2019,5855,6281,Crawfordsville Community Schools,Crawfordsville Middle School,1802460,1802460,15505400400000.0,180246000289.0,552.0,06-08,3.0,552,October Count Day,8878.1,423.91,9302.01,4900711.2,233998.32,5134709.52,10334.70377,5090.16,0,2090.45,478.24,1643.16,7180.61,2121.4,1,0,1,1,0,0,0
IN,2018-2019,5855,6277,Crawfordsville Community Schools,Crawfordsville Sr High School,1802460,1802460,15505400400000.0,180246000287.0,697.0,09-12,4.0,697,October Count Day,10524.2,423.91,10948.11,7335367.4,295465.27,7630832.67,11980.80377,6192.23,0,2090.45,1022.26,1643.16,8282.68,2665.43,1,0,1,1,0,0,0
IN,2018-2019,5855,6293,Crawfordsville Community Schools,Laura Hose Elementary School,1802460,1802460,15505400400000.0,180246000290.0,393.0,KG-01,1.0,393,October Count Day,8562.96,780.93,9343.89,3365243.28,306905.49,3672148.76999999,10376.58377,5286.58,0,2090.45,323.69,1643.16,7377.03,1966.85999999999,1,0,1,1,0,0,0
IN,2018-2019,5855,6301,Crawfordsville Community Schools,Meredith Nicholson Elementary Sch,1802460,1802460,15505400400000.0,180246000291.0,412.0,02-03,2.0,412,October Count Day,8004.7,807.4,8812.1,3297936.4,332648.8,3630585.2,9844.793766,4724.53,0,2090.45,353.96,1643.16,6814.98,1997.12,1,0,1,1,0,0,0
IN,2018-2019,5855,6289,Crawfordsville Community Schools,Mollie B Hoover Elementary School,1802460,1802460,15505400400000.0,180246000292.0,406.0,04-05,2.0,406,October Count Day,8012.49,799.92,8812.41,3253070.94,324767.519999999,3577838.46,9845.103766,4716.79,0,2090.45,362.01,1643.16,6807.24,2005.17,1,0,1,1,0,0,0
IN,2018-2019,3710,3122,Crothersville Community Schools,Crothersville Elementary School,1812060,1812060,15503601000000.0,181206001892.0,245.0,PK-05,2.0,245,October Count Day,7819.66,761.52,8581.18,1915816.7,186572.4,2102389.1,9493.821986,3159.66,168.72,2216.33,0,3036.47,5375.99,3205.19,1,0,1,1,0,0,0
IN,2018-2019,3710,3121,Crothersville Community Schools,Crothersville Jr-Sr High School,1812060,1812060,15503601000000.0,181206001893.0,188.0,06-12,4.0,188,October Count Day,10215.09,0,10215.09,1920436.92,0,1920436.92,11127.73199,4842.73,119.56,2216.33,0,3036.47,7059.05999999999,3156.03,1,0,1,1,0,0,0
IN,2018-2019,4660,3915,Crown Point Community School Corp,Colonel John Wheeler Middle School,1802490,1802490,15504500400000.0,180249002417.0,930.0,06-08,3.0,930,October Count Day,8271.72,201.05,8472.77,7692699.6,186976.5,7879676.1,9222.366671,5754.45,0,676.82,929.36,1112.13,6431.26999999999,2041.5,1,0,1,1,0,0,0
IN,2018-2019,4660,3901,Crown Point Community School Corp,Crown Point High School,1802490,1802490,15504500400000.0,180249000293.0,2874.0,09-12,4.0,2874,October Count Day,8024.15,247.44,8271.59,23061407.0999999,711142.559999999,23772549.66,9021.186671,5471.49,0,676.82,1011.15,1112.13,6148.30999999999,2123.28,1,0,1,1,0,0,0
IN,2018-2019,4660,3769,Crown Point Community School Corp,Douglas MacArthur Elem School,1802490,1802490,15504500400000.0,180249000294.0,457.0,KG-05,2.0,457,October Count Day,8158.64,516.77,8675.41,3728498.48,236163.889999999,3964662.37,9425.006671,6166.93,0,676.82,719.52,1112.13,6843.75,1831.65999999999,1,0,1,1,0,0,0
IN,2018-2019,4660,3773,Crown Point Community School Corp,Dwight D Eisenhower Elem School,1802490,1802490,15504500400000.0,180249000295.0,638.0,PK-05,2.0,638,October Count Day,6873.42,145.11,7018.53,4385241.96,92580.18,4477822.14,7768.126671,4700.97,0,676.82,528.61,1112.13,5377.79,1640.73999999999,1,0,1,1,0,0,0
IN,2018-2019,4660,3907,Crown Point Community School Corp,Jerry Ross Elementary School,1802490,1802490,15504500400000.0,180249002025.0,570.0,03-05,2.0,570,October Count Day,7014.33,147.12,7161.45,3998168.1,83858.4,4082026.5,7911.046671,4762.26,0,676.82,610.23,1112.13,5439.08,1722.37,1,0,1,1,0,0,0
IN,2018-2019,4660,3903,Crown Point Community School Corp,Lake Street Elementary School,1802490,1802490,15504500400000.0,180249000296.0,623.0,KG-05,2.0,623,October Count Day,6897.96,148.52,7046.48,4297429.08,92527.96,4389957.04,7796.076671,4715.81,0,676.82,541.72,1112.13,5392.63,1653.84999999999,1,0,1,1,0,0,0
IN,2018-2019,4660,3761,Crown Point Community School Corp,Robert Taft Middle School,1802490,1802490,15504500400000.0,180249000297.0,1084.0,06-08,3.0,1084,October Count Day,7462.3,182.31,7644.61,8089133.2,197624.04,8286757.23999999,8394.206671,5252.46,0,676.82,603.2,1112.13,5929.28,1715.33,1,0,1,1,0,0,0
IN,2018-2019,4660,3905,Crown Point Community School Corp,Solon Robinson Elementary School,1802490,1802490,15504500400000.0,180249000298.0,530.0,KG-05,2.0,530,October Count Day,7555.41,399.34,7954.74,4004367.3,211650.199999999,4216012.2,8704.336671,5531.65,0,676.82,634.13,1112.13,6208.46999999999,1746.27,1,0,1,1,0,0,0
IN,2018-2019,4660,3913,Crown Point Community School Corp,Timothy Ball Elementary School,1802490,1802490,15504500400000.0,180249000299.0,521.0,KG-05,2.0,521,October Count Day,7597.34,369.67,7967.01,3958214.14,192598.07,4150812.21,8716.606671,5568.6,0,676.82,609.46,1112.13,6245.42,1721.59,1,0,1,1,0,0,0
IN,2018-2019,4660,3854,Crown Point Community School Corp,Winfield Elementary School,1802490,1802490,15504500400000.0,180249000300.0,478.0,KG-02,2.0,478,October Count Day,8028.56,150.28,8178.84,3837651.68,71833.84,3909485.52,8928.436671,5694.79,0,676.82,695.1,1112.13,6371.61,1807.23,1,0,1,1,0,0,0
IN,2018-2019,8825,5572,CSUSA Donnan,Emma Donnan Middle School,1800127,1800127,,180012700823.0,293.0,07-08,3.0,293,October Count Day,10411.14,4421.3,14832.44,3050464.02,1295440.9,4345904.92,15433.4471,11967.62,0,0,2864.82,0,11967.62,2864.81999999999,1,0,1,1,0,0,0
IN,2018-2019,8810,5639,CSUSA Howe,Thomas Carr Howe Comm High School,1800126,1800126,,180012601445.0,577.0,07-12,4.0,577,October Count Day,9770.23,2953.8,12724.03,5637422.71,1704342.6,7341765.31,13192.37435,8961.4,0,0,3762.63,0,8961.4,3762.63,1,0,1,1,0,0,0
IN,2018-2019,8815,5481,CSUSA Manual,Emmerich Manual High School,1800112,1800112,,180011200825.0,695.0,09-12,4.0,695,October Count Day,9433.2,2379.31,11812.51,6556074,1653620.45,8209694.45,12270.5036,8448.2,0,0,3364.31,0,8448.2,3364.30999999999,1,0,1,1,0,0,0
IN,2018-2019,5455,5245,Culver Community Schools Corp,Culver Community Middle/High Sch,1802520,1802520,15505070100000.0,180252000301.0,440.0,06-12,4.0,440,October Count Day,11353.44,714.1,12067.54,4995513.6,314204,5309717.6,12237.88037,5955.07,0,2536.74,371.45,3204.28,8491.81,3575.73,1,0,1,1,0,0,0
IN,2018-2019,5455,5928,Culver Community Schools Corp,Culver Elementary School,1802520,1802520,15505070100000.0,180252000302.0,375.0,PK-05,2.0,375,October Count Day,10521.78,714.1,11235.88,3945667.5,267787.5,4213455,11406.22037,5106.68,0,2536.74,388.18,3204.28,7643.42,3592.45999999999,1,0,1,1,0,0,0
IN,2018-2019,1940,1405,Daleville Community Schools,Daleville Elementary School,1809840,1809840,15501801100000.0,180984001602.0,536.0,KG-06,2.0,536,October Count Day,7748.34,455.56,8203.9,4153110.24,244180.16,4397290.39999999,8835.797607,4991.44,0,953.92,869.57,1388.97,5945.36,2258.54,1,0,1,1,0,0,0
IN,2018-2019,1940,1401,Daleville Community Schools,Daleville Jr-Sr High School,1809840,1809840,15501801100000.0,180984001603.0,425.0,07-12,4.0,425,October Count Day,10174,184.72,10358.72,4323950,78506,4402456,10990.61761,6359.76,0,953.92,1656.07,1388.97,7313.68,3045.03999999999,1,0,1,1,0,0,0
IN,2018-2019,9920,5191,Damar Charter Academy,Damar Charter Academy,1800108,1800108,,180010802503.0,194.0,01-12,4.0,194,October Count Day,12730.37,346.48,13076.85,2469691.78,67217.12,2536908.9,13365.97938,10891.1,0,0,2185.75,0,10891.1,2185.75,1,0,1,1,0,0,0
IN,2018-2019,3325,2741,Danville Community School Corp,Danville Community High School,1802550,1802550,15503200300000.0,180255000304.0,803.0,09-12,4.0,803,October Count Day,8603.29,195.76,8799.05,6908441.87,157195.28,7065637.14999999,10141.93979,5662.77,0,720.17,1073.97,1342.13,6382.94,2416.10999999999,1,0,1,1,0,0,0
IN,2018-2019,3325,2743,Danville Community School Corp,Danville Middle School,1802550,1802550,15503200300000.0,180255000305.0,777.0,04-09,3.0,777,October Count Day,6770.62,428.87,7199.49,5260771.74,333231.99,5594003.72999999,8542.379786,4304.59,0,720.17,832.6,1342.13,5024.76,2174.72999999999,1,0,1,1,0,0,0
IN,2018-2019,3325,2721,Danville Community School Corp,North Elementary School,1802550,1802550,15503200300000.0,180255000306.0,553.0,KG-03,2.0,553,October Count Day,7839.97,305.39,8145.37,4335503.41,168880.669999999,4504389.61,9488.259786,5342.81,0,720.17,740.26,1342.13,6062.98,2082.38999999999,1,0,1,1,0,0,0
IN,2018-2019,3325,2745,Danville Community School Corp,South Elementary School,1802550,1802550,15503200300000.0,180255000307.0,388.0,03-04,2.0,388,October Count Day,6777.08,409.89,7186.97,2629507.04,159037.32,2788544.36,8529.859786,4362.48,0,720.17,762.19,1342.13,5082.65,2104.32,1,0,1,1,0,0,0
IN,2018-2019,1655,1266,Decatur County Community Schools,North Decatur Elementary School,1802610,1802610,15501670100000.0,180261000308.0,515.0,KG-06,2.0,515,October Count Day,8106.48,417.05,8523.54,4174837.19999999,214780.75,4389623.1,9774.618591,6028.15,0,483.93,460.52,1550.93,6512.08,2011.46,1,0,1,1,0,0,0
IN,2018-2019,1655,1267,Decatur County Community Schools,North Decatur Jr-Sr High School,1802610,1802610,15501670100000.0,180261000309.0,509.0,07-12,4.0,509,October Count Day,9272.69,246.53,9519.22,4719799.21,125483.77,4845282.97999999,10770.29859,6477.73,0,483.93,1006.62,1550.93,6961.66,2557.55999999999,1,0,1,1,0,0,0
IN,2018-2019,1655,1265,Decatur County Community Schools,South Decatur Elementary School,1802610,1802610,15501670100000.0,180261000310.0,465.0,PK-06,2.0,465,October Count Day,7807.08,661.04,8468.12,3630292.2,307383.6,3937675.8,9719.198591,5963.52,0,483.93,469.74,1550.93,6447.45,2020.67,1,0,1,1,0,0,0
IN,2018-2019,1655,1263,Decatur County Community Schools,South Decatur Jr-Sr High School,1802610,1802610,15501670100000.0,180261000311.0,463.0,07-12,4.0,463,October Count Day,10076.99,241.18,10318.17,4665646.37,111666.34,4777312.71,11569.24859,7200.27,0,483.93,1083.03,1550.93,7684.2,2633.96999999999,1,0,1,1,0,0,0
IN,2018-2019,1835,1359,DeKalb Co Ctl United Sch Dist,Country Meadow Elementary School,1801590,1801590,15501770100000.0,180159000847.0,308.0,PK-05,2.0,308,October Count Day,8404.89,308.78,8713.68,2588706.11999999,95104.2399999999,2683813.44,9736.738444,4878.85,585.43,896.12,791.3,1561.97,5774.97,2938.71,1,0,1,1,0,0,0
IN,2018-2019,1835,1345,DeKalb Co Ctl United Sch Dist,DeKalb High School,1801590,1801590,15501770100000.0,180159000220.0,1127.0,09-12,4.0,1127,October Count Day,9293.98,28.54,9322.52,10474315.4599999,32164.5799999999,10506480.04,10345.57844,5491.8,660.37,896.12,712.26,1561.97,6387.92,2934.6,1,0,1,1,0,0,0
IN,2018-2019,1835,1346,DeKalb Co Ctl United Sch Dist,DeKalb Middle School,1801590,1801590,15501770100000.0,180159000221.0,833.0,06-08,3.0,833,October Count Day,8442.76,32.8,8475.57,7032819.08,27322.3999999999,7060149.81,9498.628444,5066.65,401.52,896.12,549.32,1561.97,5962.76999999999,2512.8,1,0,1,1,0,0,0
IN,2018-2019,1835,1351,DeKalb Co Ctl United Sch Dist,James R Watson Elementary School,1801590,1801590,15501770100000.0,180159000222.0,567.0,PK-05,2.0,567,October Count Day,7737.01,237.02,7974.03,4386884.67,134390.34,4521275.01,8997.088444,4877.97,176.23,896.12,461.75,1561.97,5774.09,2199.93999999999,1,0,1,1,0,0,0
IN,2018-2019,1835,1357,DeKalb Co Ctl United Sch Dist,McKenney-Harrison Elementary Sch,1801590,1801590,15501770100000.0,180159000225.0,617.0,PK-05,2.0,617,October Count Day,7407.47,245.63,7653.1,4570408.99,151553.71,4721962.7,8676.158444,4506.89,187.09,896.12,501.03,1561.97,5403.01,2250.09,1,0,1,1,0,0,0
IN,2018-2019,1835,1341,DeKalb Co Ctl United Sch Dist,Waterloo Elementary School,1801590,1801590,15501770100000.0,180159000226.0,224.0,PK-05,2.0,224,October Count Day,10521.16,499.18,11020.34,2356739.84,111816.32,2468556.16,12043.39844,6079.31,1299.92,896.12,1183.02,1561.97,6975.43,4044.91,1,0,1,1,0,0,0
IN,2018-2019,1805,1321,DeKalb Co Eastern Com Sch Dist,Butler Elementary School,1803060,1803060,15501770200000.0,180306000404.0,416.0,KG-06,2.0,416,October Count Day,9172.44,157.17,9329.61,3815735.04,65382.7199999999,3881117.76,,5158.18,0,1104.47,614.28,2452.68,6262.65,3066.96,1,0,1,1,0,1,1
IN,2018-2019,1805,1317,DeKalb Co Eastern Com Sch Dist,Eastside Junior-Senior High School,1803060,1803060,15501770200000.0,180306000405.0,631.0,07-12,4.0,631,October Count Day,12638.51,150.31,12788.83,7974899.81,94845.61,8069751.72999999,,7965.33,0,1104.47,1266.34,2452.68,9069.8,3719.03,1,0,1,1,0,1,1
IN,2018-2019,1805,1333,DeKalb Co Eastern Com Sch Dist,Impact Institutue,1803060,1803060,15501770200000.0,180306000842.0,0.0,11-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,1
IN,2018-2019,1805,1337,DeKalb Co Eastern Com Sch Dist,Northeast IN Spec Ed Coop,1803060,1803060,15501770200000.0,180306002234.0,0.0,PK-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,1
IN,2018-2019,1805,1335,DeKalb Co Eastern Com Sch Dist,Riverdale Elementary School,1803060,1803060,15501770200000.0,180306000406.0,299.0,KG-06,2.0,299,October Count Day,8814.56,157.91,8972.47,2635553.44,47215.09,2682768.53,,4346.96,0,1104.47,1068.35,2452.68,5451.43,3521.03999999999,1,0,1,1,0,1,1
IN,2018-2019,1875,1520,Delaware Community School Corp,Albany Elementary School,1802660,1802660,15501800300000.0,180266000318.0,294.0,KG-05,2.0,294,October Count Day,8278.3,954.79,9233.09,2433820.19999999,280708.26,2714528.46,10301.27708,6619.85,0,696.71,671.06,1245.47,7316.56,1916.52999999999,1,0,1,1,0,0,0
IN,2018-2019,1875,1369,Delaware Community School Corp,Delta High School,1802660,1802660,15501800300000.0,180266000320.0,850.0,09-12,4.0,850,October Count Day,9131.32,342.47,9473.79,7761622,291099.5,8052721.5,10541.97708,6549.04,0,696.71,982.57,1245.47,7245.75,2228.04,1,0,1,1,0,0,0
IN,2018-2019,1875,1367,Delaware Community School Corp,Delta Middle School,1802660,1802660,15501800300000.0,180266000323.0,613.0,06-08,3.0,613,October Count Day,7490.64,310.81,7801.45,4591762.32,190526.53,4782288.85,8869.637076,5217.62,0,696.71,641.65,1245.47,5914.33,1887.12,1,0,1,1,0,0,0
IN,2018-2019,1875,1409,Delaware Community School Corp,Eaton Elementary School,1802660,1802660,15501800300000.0,180266000322.0,264.0,KG-05,2.0,264,October Count Day,8934.69,594.94,9529.63,2358758.16,157064.16,2515822.32,10597.81708,6716.52,0,696.71,870.94,1245.47,7413.23,2116.39999999999,1,0,1,1,0,0,0
IN,2018-2019,1875,1365,Delaware Community School Corp,Royerton Elementary School,1802660,1802660,15501800300000.0,180266000324.0,626.0,KG-05,2.0,626,October Count Day,6810.15,287.53,7097.68,4263153.89999999,179993.779999999,4443147.68,8165.867076,4628.77,0,696.71,526.73,1245.47,5325.48,1772.19999999999,1,0,1,1,0,0,0
IN,2018-2019,755,0641,Delphi Community School Corp,Delphi Community Elementary School,1802700,1802700,15500800500000.0,180270000328.0,624.0,PK-05,2.0,624,October Count Day,8267.96,260.46,8528.42,5159207.03999999,162527.039999999,5321734.08,9666.632098,4857.16,0,1130.76,187.98,2352.52,5987.92,2540.5,1,0,1,1,0,0,0
IN,2018-2019,755,0637,Delphi Community School Corp,Delphi Community High School,1802700,1802700,15500800500000.0,180270000326.0,431.0,09-12,4.0,431,October Count Day,11392.49,65.25,11457.74,4910163.18999999,28122.75,4938285.93999999,12595.9521,7563.11,0,1130.76,411.35,2352.52,8693.86999999999,2763.87,1,0,1,1,0,0,0
IN,2018-2019,755,0609,Delphi Community School Corp,Delphi Community Middle School,1802700,1802700,15500800500000.0,180270000327.0,337.0,06-08,3.0,337,October Count Day,8820.77,65.25,8886.02,2972599.49,21989.25,2994588.74,10024.2321,4953.56,0,1130.76,449.18,2352.52,6084.32,2801.7,1,0,1,1,0,0,0
IN,2018-2019,9870,6824,Discovery Charter School,Discovery Charter School,1800088,1800088,,180008802495.0,535.0,KG-08,3.0,535,October Count Day,5985.25,307.24,6292.48,3202108.75,164373.4,3366476.8,6357.009346,4999.73,0,0,1292.75,0,4999.73,1292.75,1,0,1,1,0,0,0
IN,2018-2019,9795,2411,Dr Robert H Faulkner Academy,Dr Robert H Faulkner Academy,1800074,1800074,,180007402426.0,,,,93,October Count Day,3684.15,455.82,4139.98,342625.95,42391.26,385018.139999999,4580.645161,3049.22,0,0,1090.75,0,3049.22,1090.75999999999,1,0,1,1,0,1,0
