state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_IN,enrollmetric,pp_stloc_raw_IN,pp_fed_raw_IN,pp_total_raw_IN,schoolstloc_raw_IN,schoolfed_raw_IN,schooltot_raw_IN,pp_total_norm_NERDS,pp_instruction_site_raw_IN,pp_otherinstruct_site_raw_IN,pp_instruction_centshare_raw_IN,pp_operations_site_raw_IN,pp_operations_centshare_raw_IN,pp_instruction_raw_IN,pp_noninstruction_raw_IN,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
IN,2018-2019,3135,2569,Mt Vernon Community School Corp,Mt Vernon High School,1807260,1807260,15503070200000.0,180726001221.0,1322.0,09-12,4.0,1322,October Count Day,8526.45,176.64,8703.09,11271966.9,233518.08,11505484.98,9610.825369,5011.14,0,1441.63,707.07,1543.25,6452.77,2250.31999999999,1,0,1,1,0,0,0
IN,2018-2019,3135,2559,Mt Vernon Community School Corp,Mt Vernon Middle School,1807260,1807260,15503070200000.0,180726001222.0,985.0,06-08,3.0,985,October Count Day,8341.2,176.64,8517.84,8216082,173990.4,8390072.4,9425.575369,4951.66,0,1441.63,581.3,1543.25,6393.29,2124.55,1,0,1,1,0,0,0
IN,2018-2019,1970,1513,Muncie Community Schools,East Washington Academy,1807320,1807320,15501800900000.0,180732002451.0,558.0,PK-05,2.0,558,October Count Day,7995.68,1033.97,9029.66,4461589.44,576955.26,5038550.28,9892.097447,2613.34,0,4097.15,331.65,1987.51,6710.49,2319.17,1,0,1,1,0,0,0
IN,2018-2019,1970,1470,Muncie Community Schools,Grissom Elementary School,1807320,1807320,15501800900000.0,180732001235.0,511.0,PK-05,2.0,511,October Count Day,7887.79,1068.09,8955.87,4030660.69,545793.99,4576449.57,9818.307447,2571.5,0,4097.15,299.71,1987.51,6668.65,2287.22,1,0,1,1,0,0,0
IN,2018-2019,1970,1485,Muncie Community Schools,Longfellow Elementary School,1807320,1807320,15501800900000.0,180732001237.0,360.0,PK-05,2.0,360,October Count Day,8591.9,1238.08,9829.97,3093084,445708.8,3538789.19999999,10692.40745,3361.76,0,4097.15,383.55,1987.51,7458.91,2371.05999999999,1,0,1,1,0,0,0
IN,2018-2019,1970,1422,Muncie Community Schools,Muncie Area Career Center,1807320,1807320,15501800900000.0,180732001241.0,0.0,PK-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,0
IN,2018-2019,1970,1421,Muncie Community Schools,Muncie Central High School,1807320,1807320,15501800900000.0,180732001242.0,1341.0,09-12,4.0,1341,October Count Day,9013.74,1042.97,10056.71,12087425.34,1398622.77,13486048.11,10919.14745,3295.37,0,4097.15,676.68,1987.51,7392.51999999999,2664.18999999999,1,0,1,1,0,0,0
IN,2018-2019,1970,1496,Muncie Community Schools,North View Elementary School,1807320,1807320,15501800900000.0,180732001243.0,325.0,KG-05,2.0,325,October Count Day,8688.83,1091.42,9780.26,2823869.75,354711.5,3178584.5,10642.69745,3352.33,0,4097.15,343.27,1987.51,7449.48,2330.78,1,0,1,1,0,0,0
IN,2018-2019,1970,1431,Muncie Community Schools,Northside Middle School,1807320,1807320,15501800900000.0,180732002320.0,551.0,06-08,3.0,551,October Count Day,9318.91,1072.93,10391.84,5134719.41,591184.43,5725903.84,11254.27745,3656.18,0,4097.15,650.99,1987.51,7753.33,2638.51,1,0,1,1,0,0,0
IN,2018-2019,1970,1482,Muncie Community Schools,South View Elementary School,1807320,1807320,15501800900000.0,180732002153.0,545.0,PK-05,2.0,545,October Count Day,8004.83,1091.9,9096.73,4362632.35,595085.5,4957717.85,9959.167447,2728.27,0,4097.15,283.8,1987.51,6825.42,2271.30999999999,1,0,1,1,0,0,0
IN,2018-2019,1970,1437,Muncie Community Schools,Southside Middle School,1807320,1807320,15501800900000.0,180732001252.0,584.0,06-08,3.0,584,October Count Day,9471.59,1107.94,10579.53,5531408.56,647036.96,6178445.52,11441.96745,3439.14,0,4097.15,1055.73,1987.51,7536.28999999999,3043.24,1,0,1,1,0,0,0
IN,2018-2019,1970,1517,Muncie Community Schools,West View Elementary School,1807320,1807320,15501800900000.0,180732001251.0,366.0,KG-05,2.0,366,October Count Day,8539.33,1029,9568.33,3125394.78,376614,3502008.78,10430.76745,3214.38,0,4097.15,269.29,1987.51,7311.53,2256.8,1,0,1,1,0,0,0
IN,2018-2019,1970,1524,Muncie Community Schools,Youth Opportunity Center,1807320,1807320,15501800900000.0,180732001232.0,123.0,05-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,0
IN,2018-2019,9730,6864,Neighbors' New Vistas High School,Neighbors' New Vistas High School,1800113,1800113,,180011302544.0,231.0,09-12,4.0,231,October Count Day,8060.18,77.69,8137.88,1861901.58,17946.39,1879850.28,8160.17316,6164.65,0,0,1973.23,0,6164.65,1973.23,1,0,1,1,0,0,0
IN,2018-2019,8305,8989,Nettle Creek School Corporation,Hagerstown Elementary School,1807380,1807380,15508970100000.0,180738001260.0,610.0,PK-06,2.0,610,October Count Day,7548.12,368.46,7916.58,4604353.2,224760.599999999,4829113.8,8348.500959,4799.91,21.02,776.65,217.98,2101.02,5576.55999999999,2340.02,1,0,1,1,0,0,0
IN,2018-2019,8305,8985,Nettle Creek School Corporation,Hagerstown Jr-Sr High School,1807380,1807380,15508970100000.0,180738001261.0,516.0,07-12,4.0,516,October Count Day,8300.43,39.77,8340.2,4283021.88,20521.32,4303543.2,8772.120959,5183.11,20.68,776.65,258.74,2101.02,5959.75999999999,2380.44,1,0,1,1,0,0,0
IN,2018-2019,2400,1994,New Albany-Floyd Co Con Sch,CA Early Learning Center,1807410,1807410,15502200200000.0,180741002472.0,80.0,PK-PK,1.0,80,October Count Day,2144.68,191.68,2336.36,171574.4,15334.4,186908.8,,0,0,969.21,0,1367.15,969.21,1367.15,1,0,1,1,0,1,1
IN,2018-2019,2400,1949,New Albany-Floyd Co Con Sch,Fairmont Elementary School,1807410,1807410,15502200200000.0,180741001264.0,339.0,KG-04,2.0,339,October Count Day,8845.12,1652.91,10498.03,2998495.68,560336.49,3558832.17,,7563.14,0,969.21,598.52,1367.15,8532.35,1965.68,1,0,1,1,0,1,1
IN,2018-2019,2400,1930,New Albany-Floyd Co Con Sch,Floyd Central High School,1807410,1807410,15502200200000.0,180741001265.0,1815.0,09-12,4.0,1815,October Count Day,7980.26,191.74,8172,14484171.9,348008.1,14832180,,5128.59,0,969.21,707.05,1367.15,6097.8,2074.2,1,0,1,1,0,1,1
IN,2018-2019,2400,1966,New Albany-Floyd Co Con Sch,Floyds Knobs Elementary School,1807410,1807410,15502200200000.0,180741000852.0,733.0,KG-04,2.0,733,October Count Day,7250.14,221.83,7471.98,5314352.62,162601.39,5476961.34,,4672.46,0,969.21,463.15,1367.15,5641.67,1830.30999999999,1,0,1,1,0,1,1
IN,2018-2019,2400,1929,New Albany-Floyd Co Con Sch,Georgetown Elementary School,1807410,1807410,15502200200000.0,180741001267.0,596.0,KG-04,2.0,596,October Count Day,7445.02,598.33,8043.35,4437231.92,356604.68,4793836.6,,5172.89,0,969.21,534.1,1367.15,6142.1,1901.25,1,0,1,1,0,1,1
IN,2018-2019,2400,1957,New Albany-Floyd Co Con Sch,Grant Line Elementary School,1807410,1807410,15502200200000.0,180741001268.0,626.0,KG-04,2.0,626,October Count Day,7408.24,561.95,7970.19,4637558.24,351780.7,4989338.93999999,,5142.8,0,969.21,491.03,1367.15,6112.01,1858.17999999999,1,0,1,1,0,1,1
IN,2018-2019,2400,1961,New Albany-Floyd Co Con Sch,Green Valley Elementary School,1807410,1807410,15502200200000.0,180741001269.0,411.0,PK-04,2.0,411,October Count Day,8203.32,2199.43,10402.75,3371564.52,903965.73,4275530.25,,7345.33,0,969.21,721.05,1367.15,8314.54,2088.20999999999,1,0,1,1,0,1,1
IN,2018-2019,2400,1953,New Albany-Floyd Co Con Sch,Greenville Elementary School,1807410,1807410,15502200200000.0,180741001270.0,391.0,KG-04,2.0,391,October Count Day,8120.58,191.68,8312.26,3175146.78,74946.88,3250093.66,,5291.67,0,969.21,684.23,1367.15,6260.88,2051.38,1,0,1,1,0,1,1
IN,2018-2019,2400,1933,New Albany-Floyd Co Con Sch,Hazelwood Middle School,1807410,1807410,15502200200000.0,180741001271.0,944.0,05-08,3.0,944,October Count Day,8763.83,304.86,9068.68,8273055.52,287787.84,8560833.92,,6052.44,0,969.21,679.88,1367.15,7021.65,2047.03,1,0,1,1,0,1,1
IN,2018-2019,2400,1931,New Albany-Floyd Co Con Sch,Highland Hills Middle School,1807410,1807410,15502200200000.0,180741002057.0,1743.0,05-08,3.0,1743,October Count Day,7363.92,191.68,7555.6,12835312.56,334098.24,13169410.8,,4592.37,0,969.21,626.87,1367.15,5561.58,1994.02,1,0,1,1,0,1,1
IN,2018-2019,2400,1974,New Albany-Floyd Co Con Sch,Mount Tabor Elementary School,1807410,1807410,15502200200000.0,180741002204.0,641.0,KG-04,2.0,641,October Count Day,8693.29,787.78,9481.07,5572398.89,504966.98,6077365.87,,6682.18,0,969.21,462.52,1367.15,7651.39,1829.67999999999,1,0,1,1,0,1,1
IN,2018-2019,2400,1937,New Albany-Floyd Co Con Sch,Nathaniel Scribner Middle School,1807410,1807410,15502200200000.0,180741001276.0,967.0,05-08,3.0,967,October Count Day,8550.67,375.99,8926.66,8268497.89,363582.33,8632080.22,,5825.98,0,969.21,764.32,1367.15,6795.19,2131.47,1,0,1,1,0,1,1
IN,2018-2019,2400,1925,New Albany-Floyd Co Con Sch,New Albany Senior High School,1807410,1807410,15502200200000.0,180741001277.0,1833.0,09-12,4.0,1833,October Count Day,8668.16,356.99,9025.16,15888737.28,654362.67,16543118.28,,5957.26,0,969.21,731.53,1367.15,6926.47,2098.68999999999,1,0,1,1,0,1,1
IN,2018-2019,2400,1990,New Albany-Floyd Co Con Sch,Prosser Career Education Center,1807410,1807410,15502200200000.0,180741001262.0,0.0,11-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,1
IN,2018-2019,2400,1981,New Albany-Floyd Co Con Sch,S Ellen Jones Elementary School,1807410,1807410,15502200200000.0,180741001278.0,223.0,PK-04,2.0,223,October Count Day,9427.79,3461.44,12889.24,2102397.17,771901.12,2874300.52,,9566.57,0,969.21,986.3,1367.15,10535.7799999999,2353.46,1,0,1,1,0,1,1
IN,2018-2019,2400,1943,New Albany-Floyd Co Con Sch,Slate Run Elementary School,1807410,1807410,15502200200000.0,180741001281.0,295.0,KG-04,2.0,295,October Count Day,9935.38,1360,11295.38,2930937.09999999,401200,3332137.09999999,,8268.57,0,969.21,690.45,1367.15,9237.77999999999,2057.6,1,0,1,1,0,1,1
IN,2018-2019,3445,2832,New Castle Community School Corp,Eastwood Elementary School,1807440,1807440,15503301000000.0,180744002156.0,311.0,PK-06,2.0,311,October Count Day,7553.03,1344.33,8897.36,2348992.33,418086.63,2767078.96,,5653.42,186.12,643.06,171.64,2243.12,6296.48,2600.88,1,0,1,1,0,1,1
IN,2018-2019,3445,2849,New Castle Community School Corp,James Whitcomb Riley Elem School,1807440,1807440,15503301000000.0,180744001286.0,302.0,KG-06,2.0,302,October Count Day,8094.76,466.91,8561.68,2444617.52,141006.82,2585627.36,,5582.22,0,643.06,93.27,2243.12,6225.28,2336.39999999999,1,0,1,1,0,1,1
IN,2018-2019,3445,2825,New Castle Community School Corp,New Castle High School,1807440,1807440,15503301000000.0,180744001290.0,973.0,07-12,4.0,973,October Count Day,9390.19,443.44,9833.63,9136654.87,431467.12,9568121.98999999,,6510.42,97.67,643.06,339.35,2243.12,7153.48,2680.14999999999,1,0,1,1,0,1,1
IN,2018-2019,3445,2829,New Castle Community School Corp,New Castle Middle School,1807440,1807440,15503301000000.0,180744001288.0,501.0,07-08,3.0,501,October Count Day,8889.64,345.65,9235.29,4453709.64,173170.65,4626880.29,,6295.85,29.63,643.06,23.62,2243.12,6938.91,2296.38,1,0,1,1,0,1,1
IN,2018-2019,3445,2847,New Castle Community School Corp,Parker Elementary School,1807440,1807440,15503301000000.0,180744002157.0,337.0,KG-06,2.0,337,October Count Day,8310.45,1175.49,9485.94,2800621.65,396140.13,3196761.78,,6449.88,2.94,643.06,146.94,2243.12,7092.94,2393,1,0,1,1,0,1,1
IN,2018-2019,3445,2853,New Castle Community School Corp,Sunnyside Elementary School,1807440,1807440,15503301000000.0,180744001289.0,58.0,KG-04,2.0,58,October Count Day,13603.39,811.57,14414.96,788996.62,47071.06,836067.679999999,,11041.67,0,643.06,487.11,2243.12,11684.73,2730.22999999999,1,0,1,1,0,1,1
IN,2018-2019,3445,2861,New Castle Community School Corp,Westwood Elementary School,1807440,1807440,15503301000000.0,180744001291.0,292.0,KG-06,2.0,292,October Count Day,7747.85,348.92,8096.77,2262372.2,101884.64,2364256.84,,5124.72,0,643.06,85.87,2243.12,5767.78,2328.99,1,0,1,1,0,1,1
IN,2018-2019,3445,2865,New Castle Community School Corp,Wilbur Wright Elementary School,1807440,1807440,15503301000000.0,180744001292.0,334.0,KG-06,2.0,334,October Count Day,8338.72,889.47,9228.19,2785132.48,297082.98,3082215.46,,6155.21,75.16,643.06,111.63,2243.12,6798.27,2429.92,1,0,1,1,0,1,1
IN,2018-2019,4805,4689,New Prairie United School Corp,New Prairie High School,1807560,1807560,15504670100000.0,180756001298.0,961.0,09-12,4.0,961,October Count Day,8903.73,73.82,8977.55,8556484.53,70941.0199999999,8627425.54999999,9552.056363,4747.44,0,1719.5,828.53,1682.07,6466.94,2510.60999999999,1,0,1,1,0,0,0
IN,2018-2019,4805,7345,New Prairie United School Corp,New Prairie Middle School,1807560,1807560,15504670100000.0,180756001299.0,735.0,06-08,3.0,735,October Count Day,7877.03,73.29,7950.32,5789617.05,53868.15,5843485.2,8524.826363,4104.02,0,1719.5,444.73,1682.07,5823.52,2126.79999999999,1,0,1,1,0,0,0
IN,2018-2019,4805,7349,New Prairie United School Corp,Olive Township Elementary School,1807560,1807560,15504670100000.0,180756001300.0,474.0,KG-05,2.0,474,October Count Day,8053.06,73.29,8126.35,3817150.44,34739.46,3851889.9,8700.856363,4197.86,0,1719.5,526.92,1682.07,5917.36,2208.99,1,0,1,1,0,0,0
IN,2018-2019,4805,4679,New Prairie United School Corp,Prairie View Elementary School,1807560,1807560,15504670100000.0,180756000411.0,315.0,KG-05,2.0,315,October Count Day,8422.6,319.01,8741.61,2653119,100488.15,2753607.15,9316.116363,4779.31,0,1719.5,560.73,1682.07,6498.81,2242.8,1,0,1,1,0,0,0
IN,2018-2019,4805,4693,New Prairie United School Corp,Rolling Prairie Elementary School,1807560,1807560,15504670100000.0,180756001301.0,487.0,KG-05,2.0,487,October Count Day,7838.61,521.06,8359.67,3817403.07,253756.219999999,4071159.29,8934.176363,4464.93,0,1719.5,493.17,1682.07,6184.43,2175.24,1,0,1,1,0,0,0
IN,2018-2019,4255,3409,Nineveh-Hensley-Jackson United,Indian Creek Elementary School,1807620,1807620,15504100700000.0,180762001306.0,441.0,PK-02,2.0,441,October Count Day,6704.01,317.76,7021.77,2956468.41,140132.16,3096600.57,8046.981985,4375.47,0,596.7,413.05,1636.55,4972.17,2049.6,1,0,1,1,0,0,0
IN,2018-2019,4255,3411,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School,1807620,1807620,15504100700000.0,180762000064.0,416.0,03-05,2.0,416,October Count Day,7160.39,133.57,7293.95,2978722.24,55565.1199999999,3034283.19999999,8319.161985,4627.24,0,596.7,433.46,1636.55,5223.94,2070.01,1,0,1,1,0,0,0
IN,2018-2019,4255,3418,Nineveh-Hensley-Jackson United,Indian Creek Middle School,1807620,1807620,15504100700000.0,180762001302.0,429.0,06-08,3.0,429,October Count Day,8643.81,5.32,8649.12,3708194.48999999,2282.28,3710472.48,9674.331985,5725.59,0,596.7,690.28,1636.55,6322.29,2326.83,1,0,1,1,0,0,0
IN,2018-2019,4255,3414,Nineveh-Hensley-Jackson United,Indian Creek Online Academy,1807620,1807620,15504100700000.0,180762002686.0,,07-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,0
IN,2018-2019,4255,3419,Nineveh-Hensley-Jackson United,Indian Creek Sr High School,1807620,1807620,15504100700000.0,180762001303.0,613.0,09-12,4.0,613,October Count Day,8255.32,5.32,8260.63,5060511.16,3261.16,5063766.18999999,9285.841985,5404.62,0.68,596.7,622.08,1636.55,6001.32,2259.30999999999,1,0,1,1,0,0,0
IN,2018-2019,3070,2538,Noblesville Schools,Hazel Dell Elementary School,1807650,1807650,15502900600000.0,180765002340.0,742.0,PK-05,2.0,742,October Count Day,7614.75,88.58,7703.34,5650144.5,65726.36,5715878.28,,5617.77,0,417.66,467.32,1200.6,6035.43,1667.90999999999,1,0,1,1,0,1,1
IN,2018-2019,3070,2523,Noblesville Schools,Hinkle Creek Elementary School,1807650,1807650,15502900600000.0,180765002158.0,904.0,PK-05,2.0,904,October Count Day,7812.95,88.58,7901.53,7062906.8,80076.3199999999,7142983.12,,5725.92,0,417.66,557.36,1200.6,6143.58,1757.94999999999,1,0,1,1,0,1,1
IN,2018-2019,3070,2546,Noblesville Schools,Juvenile Services Center,1807650,1807650,15502900600000.0,180765002621.0,0.0,12-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,1
IN,2018-2019,3070,2537,Noblesville Schools,Noble Crossing Elementary School,1807650,1807650,15502900600000.0,180765002414.0,784.0,PK-05,2.0,784,October Count Day,6985.43,88.58,7074.01,5476577.12,69446.72,5546023.84,,5000.46,0,417.66,455.3,1200.6,5418.12,1655.89,1,0,1,1,0,1,1
IN,2018-2019,3070,2521,Noblesville Schools,Noblesville East Middle School,1807650,1807650,15502900600000.0,180765001310.0,1140.0,06-08,3.0,1140,October Count Day,8250.74,112.12,8362.86,9405843.6,127816.8,9533660.4,,6079.02,0,417.66,665.59,1200.6,6496.68,1866.18,1,0,1,1,0,1,1
IN,2018-2019,3070,2517,Noblesville Schools,Noblesville High School,1807650,1807650,15502900600000.0,180765001309.0,3010.0,09-12,4.0,3010,October Count Day,7759.99,108.55,7868.54,23357569.9,326735.5,23684305.4,,5441.22,0,417.66,809.06,1200.6,5858.88,2009.65999999999,1,0,1,1,0,1,1
IN,2018-2019,3070,2542,Noblesville Schools,Noblesville West Middle School,1807650,1807650,15502900600000.0,180765000639.0,1400.0,06-08,3.0,1400,October Count Day,7758.58,89.41,7848,10862012,125174,10987200,,5680.56,0,417.66,549.19,1200.6,6098.22,1749.77999999999,1,0,1,1,0,1,1
IN,2018-2019,3070,2529,Noblesville Schools,North Elementary School,1807650,1807650,15502900600000.0,180765001311.0,556.0,PK-05,2.0,556,October Count Day,8549.84,295.83,8845.67,4753711.04,164481.479999999,4918192.52,,6652.4,0,417.66,575.02,1200.6,7070.05999999999,1775.61,1,0,1,1,0,1,1
IN,2018-2019,3070,2539,Noblesville Schools,Promise Road Elementary,1807650,1807650,15502900600000.0,180765002546.0,740.0,PK-05,2.0,740,October Count Day,7000.7,261.83,7262.53,5180518,193754.199999999,5374272.2,,5206.71,0,417.66,437.57,1200.6,5624.37,1638.15999999999,1,0,1,1,0,1,1
IN,2018-2019,3070,2533,Noblesville Schools,Stony Creek Elementary School,1807650,1807650,15502900600000.0,180765001312.0,669.0,PK-05,2.0,669,October Count Day,7184.09,302.97,7487.06,4806156.21,202686.93,5008843.14,,5378.72,0,417.66,490.08,1200.6,5796.38,1690.68,1,0,1,1,0,1,1
IN,2018-2019,3070,2547,Noblesville Schools,White River Elementary School,1807650,1807650,15502900600000.0,180765001246.0,666.0,PK-05,2.0,666,October Count Day,8186.29,327.71,8514,5452069.14,218254.86,5670324,,6279.14,0,417.66,616.6,1200.6,6696.8,1817.19999999999,1,0,1,1,0,1,1
IN,2018-2019,25,0037,North Adams Community Schools,Bellmont Elementary,1807680,1807680,15500170100000.0,180768001316.0,753.0,PK-05,2.0,753,October Count Day,6872.14,1402.51,8274.65,5174721.42,1056090.03,6230811.45,9752.866624,3686.53,0,2570.53,319.84,1697.75,6257.06,2017.58999999999,1,0,1,1,0,0,0
IN,2018-2019,25,0033,North Adams Community Schools,Bellmont Middle School,1807680,1807680,15500170100000.0,180768001313.0,335.0,06-08,3.0,335,October Count Day,9947.3,1402.91,11350.2,3332345.49999999,469974.85,3802317,12828.41662,6140.79,0,2570.53,941.14,1697.75,8711.32,2638.88,1,0,1,1,0,0,0
IN,2018-2019,25,0029,North Adams Community Schools,Bellmont Senior High School,1807680,1807680,15500170100000.0,180768001314.0,692.0,09-12,4.0,692,October Count Day,9047.64,1395.5,10443.13,6260966.88,965686,7226645.95999999,11921.34662,5360.46,0,2570.53,814.4,1697.75,7930.99,2512.13999999999,1,0,1,1,0,0,0
IN,2018-2019,6375,6654,North Central Parke Comm Schl Corp,Parke Heritage High School,1800118,1800118,15506110100000.0,180011802644.0,336.0,09-12,4.0,336,October Count Day,10112.5,348.89,10461.39,3397800,117227.04,3515027.04,11401.56789,6748.72,39.88,926.34,1197.52,1548.94,7675.06,2786.32999999999,1,0,1,1,0,0,0
IN,2018-2019,6375,6652,North Central Parke Comm Schl Corp,Parke Heritage Middle School,1800118,1800118,15506110100000.0,180011802667.0,260.0,06-08,3.0,260,October Count Day,9065.2,700.66,9765.86,2356952,182171.6,2539123.6,10706.03789,5856.49,0,926.34,1434.1,1548.94,6782.83,2983.03,1,0,1,1,0,0,0
IN,2018-2019,6375,6645,North Central Parke Comm Schl Corp,Rockville Elementary School,1800118,1800118,15506110100000.0,180011801578.0,330.0,PK-05,2.0,330,October Count Day,8584.09,886.98,9471.07,2832749.7,292703.4,3125453.1,10411.24789,6066.81,0,926.34,928.98,1548.94,6993.15,2477.91999999999,1,0,1,1,0,0,0
IN,2018-2019,6375,6647,North Central Parke Comm Schl Corp,Turkey Run Elementary School,1800118,1800118,15506110100000.0,180011801857.0,220.0,KG-05,2.0,220,October Count Day,9178.27,1135.15,10313.42,2019219.4,249733,2268952.4,11253.59789,6955.37,0,926.34,882.77,1548.94,7881.71,2431.71,1,0,1,1,0,0,0
IN,2018-2019,1375,1090,North Daviess Com Schools,North Daviess Elementary School,1807710,1807710,15501470100000.0,180771001648.0,712.0,KG-06,2.0,712,October Count Day,7952.82,389.47,8342.3,5662407.84,277302.64,5939717.6,8868.800614,5176.87,0,1380.51,640.18,1144.74,6557.38,1784.91999999999,1,0,1,1,0,0,0
IN,2018-2019,1375,1121,North Daviess Com Schools,North Daviess Jr-Sr High School,1807710,1807710,15501470100000.0,180771001319.0,477.0,07-12,4.0,477,October Count Day,10191.44,257.77,10449.21,4861316.88,122956.29,4984273.17,10975.71061,7015.07,0,1380.51,908.89,1144.74,8395.58,2053.62999999999,1,0,1,1,0,0,0
IN,2018-2019,2735,2223,North Gibson School Corporation,Princeton Comm Intermediate School,1807770,1807770,15502670200000.0,180777001324.0,454.0,KG-05,2.0,454,October Count Day,8387.48,467.52,8855,3807915.92,212254.08,4020170,9815.440356,5854.75,0,413.66,410.51,2176.07,6268.41,2586.59,1,0,1,1,0,0,0
IN,2018-2019,2735,2257,North Gibson School Corporation,Princeton Comm Primary School,1807770,1807770,15502670200000.0,180777001325.0,449.0,PK-02,2.0,449,October Count Day,9424.72,1151.32,10576.04,4231699.27999999,516942.68,4748641.96,11536.48036,7442.74,0,413.66,543.56,2176.07,7856.4,2719.64,1,0,1,1,0,0,0
IN,2018-2019,2735,2249,North Gibson School Corporation,Princeton Community High School,1807770,1807770,15502670200000.0,180777001326.0,618.0,09-12,4.0,618,October Count Day,9963.67,5.74,9969.41,6157548.06,3547.32,6161095.38,10929.85036,6788.9,0,413.66,590.78,2176.07,7202.55999999999,2766.85,1,0,1,1,0,0,0
IN,2018-2019,2735,2225,North Gibson School Corporation,Princeton Community Middle,1807770,1807770,15502670200000.0,180777001327.0,501.0,06-08,3.0,501,October Count Day,8590.29,361.97,8952.26,4303735.29,181346.97,4485082.26,9912.700356,5792.73,0,413.66,569.8,2176.07,6206.38999999999,2745.87,1,0,1,1,0,0,0
IN,2018-2019,3180,2621,North Harrison Com School Corp,Morgan Elementary School,1800690,1800690,15503180100000.0,180069000142.0,428.0,PK-05,2.0,428,October Count Day,8386.09,328.5,8714.59,3589246.52,140598,3729844.52,9800.753781,6001.11,0,531.71,706.34,1475.42,6532.82,2181.77,1,0,1,1,0,0,0
IN,2018-2019,3180,2633,North Harrison Com School Corp,North Harrison Elementary School,1800690,1800690,15503180100000.0,180069000143.0,590.0,PK-05,2.0,590,October Count Day,7672.39,263.83,7936.22,4526710.1,155659.699999999,4682369.8,9022.383781,5370.46,0,531.71,558.63,1475.42,5902.17,2034.05,1,0,1,1,0,0,0
IN,2018-2019,3180,2629,North Harrison Com School Corp,North Harrison High School,1800690,1800690,15503180100000.0,180069000144.0,685.0,09-12,4.0,685,October Count Day,8299.26,47.97,8347.23,5684993.1,32859.45,5717852.55,9433.393781,5504.24,0,531.71,835.85,1475.42,6035.95,2311.27999999999,1,0,1,1,0,0,0
IN,2018-2019,3180,2625,North Harrison Com School Corp,North Harrison Middle School,1800690,1800690,15503180100000.0,180069000145.0,503.0,06-08,3.0,503,October Count Day,7682.61,1,7683.61,3864352.82999999,503,3864855.82999999,8769.773781,5122.6,0,531.71,553.87,1475.42,5654.31,2029.29999999999,1,0,1,1,0,0,0
IN,2018-2019,7515,7849,North Judson-San Pierre Sch Corp,N Judson-San Pierre Jr Sr High Sch,1807800,1807800,15507500500000.0,180780001330.0,491.0,07-12,4.0,491,October Count Day,10030.46,606.59,10637.04,4924955.85999999,297835.69,5222786.64,11093.34318,6464.11,0,835.69,1125,2212.25,7299.79999999999,3337.24,1,0,1,1,0,0,0
IN,2018-2019,7515,7851,North Judson-San Pierre Sch Corp,North Judson-San Pierre Elem Sch,1807800,1807800,15507500500000.0,180780001328.0,514.0,KG-06,2.0,514,October Count Day,8185.46,656.23,8841.69,4207326.44,337302.22,4544628.66,9297.993184,5295.23,0,835.69,498.52,2212.25,6130.92,2710.77,1,0,1,1,0,0,0
IN,2018-2019,4315,3545,North Knox School Corp,North Knox Intermediate,1807830,1807830,15504270100000.0,180783001335.0,400.0,03-06,2.0,400,October Count Day,6784.91,397.63,7182.54,2713964,159052,2873016,8592.440097,4934.48,0,181.47,537.65,1528.94,5115.95,2066.59,1,0,1,1,0,0,0
IN,2018-2019,4315,3537,North Knox School Corp,North Knox Jr-Sr High School,1807830,1807830,15504270100000.0,180783001334.0,606.0,07-12,4.0,606,October Count Day,11970.84,177.57,12148.41,7254329.04,107607.42,7361936.46,13558.3101,6922.94,0,181.47,3515.06,1528.94,7104.41,5044,1,0,1,1,0,0,0
IN,2018-2019,4315,3521,North Knox School Corp,North Knox Primary School,1807830,1807830,15504270100000.0,180783001332.0,331.0,KG-02,2.0,331,October Count Day,7038.29,1215.52,8253.81,2329673.98999999,402337.12,2732011.11,9663.710097,6143.75,0,181.47,399.65,1528.94,6325.22,1928.58999999999,1,0,1,1,0,0,0
IN,2018-2019,5075,4905,North Lawrence Com Schools,Bedford Middle School,1807860,1807860,15504770100000.0,180786001336.0,614.0,06-08,3.0,614,October Count Day,8293.63,617.42,8911.04,5092288.81999999,379095.879999999,5471378.56,,5755.12,254.74,514.87,798.8,1587.53,6269.99,2641.05,1,0,1,1,0,1,1
