state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_OK,enrollmetric,pp_stloc_raw_OK,pp_fed_raw_OK,pp_total_raw_OK,schoolstloc_raw_OK,schoolfed_raw_OK,schooltot_raw_OK,pp_total_norm_NERDS,pp_total_localonly_raw_OK,pp_total_stateonly_raw_OK,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
OK,2018-2019,24I057,137,ENID,HAYES ES,4010920,4010920,37502400600000.0,401092000517,282.0,PK-05,2,282.0,October Count Day,6865.59,787.58,7653.17,1936096.38,222097.56,2158193.94,8018.116374,5994.29,871.3,1,0,1,0,0,0,0
OK,2018-2019,24I057,140,ENID,HOOVER ES,4010920,4010920,37502400600000.0,401092000518,323.0,PK-05,2,323.0,October Count Day,8276.18,1299.94,9576.12,2673206.14,419880.62,3093086.76,9941.066374,7145.67,1130.51,1,0,1,0,0,0,0
OK,2018-2019,24I057,510,ENID,LONGFELLOW MS,4010920,4010920,37502400600000.0,401092002686,532.0,06-08,3,532.0,October Count Day,6551.43,1393.63,7945.06,3485360.76,741411.16,4226771.92,8310.006374,5848.8,702.63,1,0,1,0,0,0,0
OK,2018-2019,24I057,160,ENID,MCKINLEY ES,4010920,4010920,37502400600000.0,401092000521,294.0,PK-05,2,294.0,October Count Day,6572.45,883.23,7455.68,1932300.3,259669.62,2191969.92,7820.626374,5691.58,880.87,1,0,1,0,0,0,0
OK,2018-2019,24I057,165,ENID,MONROE ES,4010920,4010920,37502400600000.0,401092000522,353.0,PK-05,2,353.0,October Count Day,7969.5,1554.47,9523.98,2813233.5,548727.91,3361964.94,9888.926374,6876.63,1092.87,1,0,1,0,0,0,0
OK,2018-2019,24I057,170,ENID,PRAIRIE VIEW ES,4010920,4010920,37502400600000.0,401092002717,479.0,PK-05,2,479.0,October Count Day,6120.42999999999,613.17,6733.6,2931685.96999999,293708.43,3225394.4,7098.546374,5447.61,672.82,1,0,1,0,0,0,0
OK,2018-2019,24I057,175,ENID,TAFT ES,4010920,4010920,37502400600000.0,401092000523,323.0,PK-05,2,323.0,October Count Day,6483.71,719.83,7203.55,2094238.33,232505.09,2326746.65,7568.496374,5696.3,787.41,1,0,1,0,0,0,0
OK,2018-2019,55G008,930,EPIC BLENDED LEARNING CHARTER,EPIC BLENDED CHARTER OKC ES,4000800,4000800,,400080002863,1836.0,PK-05,2,1836.0,October Count Day,,258.34,3423.42,,474312.239999999,6285399.12,3477.423046,3165.08,,1,0,1,0,0,1,0
OK,2018-2019,55G008,961,EPIC BLENDED LEARNING CHARTER,EPIC BLENDED CHARTER OKC HS,4000800,4000800,,400080002866,1658.0,09-12,4,1658.0,October Count Day,,194.63,1273.0,,322696.54,2110634.0,1327.003046,1078.37,,1,0,1,0,0,1,0
OK,2018-2019,55G008,950,EPIC BLENDED LEARNING CHARTER,EPIC BLENDED CHARTER OKC MS,4000800,4000800,,400080002867,894.0,06-08,3,894.0,October Count Day,,212.7,1729.65,,190153.8,1546307.1,1783.653046,1516.95,,1,0,1,0,0,1,0
OK,2018-2019,55G008,931,EPIC BLENDED LEARNING CHARTER,EPIC BLENDED CHARTER TULSA ES,4000800,4000800,,400080002864,1400.0,PK-05,2,1400.0,October Count Day,,225.8,1540.65,,316120.0,2156910.0,1594.653046,1314.86,,1,0,1,0,0,0,0
OK,2018-2019,55G008,962,EPIC BLENDED LEARNING CHARTER,EPIC BLENDED CHARTER TULSA HS,4000800,4000800,,400080002869,1191.0,09-12,4,1191.0,October Count Day,4052.81,198.61,4251.42,4826896.71,236544.51,5063441.22,4305.423046,3754.39,298.42,1,0,1,0,0,0,0
OK,2018-2019,55G008,951,EPIC BLENDED LEARNING CHARTER,EPIC BLENDED CHARTER TULSA MS,4000800,4000800,,400080002865,794.0,06-08,3,794.0,October Count Day,,178.24,1645.52,,141522.56,1306542.88,1699.523046,1467.28,,1,0,1,0,0,0,0
OK,2018-2019,55Z001,970,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER ES,4000777,4000777,,400077702741,4244.0,PK-05,2,4244.0,October Count Day,13183.19,346.88,13530.07,55949458.36,1472158.72,57421617.08,13633.48361,12283.66,899.53,1,0,1,0,0,1,0
OK,2018-2019,55Z001,972,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER HS,4000777,4000777,,400077702789,6496.0,09-12,4,6496.0,October Count Day,1177.97,209.04,1387.02,7652093.12,1357923.83999999,9010081.92,1490.433606,1169.84,8.13,1,0,1,0,0,1,0
OK,2018-2019,55Z001,971,EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER MS,4000777,4000777,,400077702797,2792.0,06-08,3,2792.0,October Count Day,7737.07,195.92,7932.99,21601899.4399999,547008.64,22148908.08,8036.403606,7363.25,373.82,1,0,1,0,0,1,0
OK,2018-2019,05I051,105,ERICK,ERICK ES,4011040,4011040,37500500600000.0,401104000525,183.0,PK-08,3,183.0,October Count Day,6729.72,910.73,7640.45,1231538.76,166663.59,1398202.34999999,7602.57253,6101.08,628.64,1,0,1,0,0,0,0
OK,2018-2019,05I051,715,ERICK,ERICK HS,4011040,4011040,37500500600000.0,401104029615,66.0,09-12,4,66.0,October Count Day,15283.78,1401.51,16685.29,1008729.48,92499.66,1101229.14,16647.41253,13618.75,1665.03,1,0,1,0,0,0,0
OK,2018-2019,49I001,120,EUFAULA,EUFAULA ES,4011160,4011160,37504650100000.0,401116002345,549.0,PK-05,2,549.0,October Count Day,6191.79,1901.24,8093.04,3399292.71,1043780.76,4443078.96,8267.033782,5389.71,802.08,1,0,1,0,0,0,0
OK,2018-2019,49I001,710,EUFAULA,EUFAULA HS,4011160,4011160,37504650100000.0,401116000529,328.0,09-12,4,328.0,October Count Day,9138.39,1571.37,10709.76,2997391.92,515409.36,3512801.28,10883.75378,8204.25,934.14,1,0,1,0,0,0,0
OK,2018-2019,49I001,505,EUFAULA,EUFAULA MS,4011160,4011160,37504650100000.0,401116002346,297.0,06-08,3,297.0,October Count Day,7084.92999999999,1396.05,8480.98,2104224.21,414626.85,2518851.06,8654.973782,6265.28,819.65,1,0,1,0,0,0,0
OK,2018-2019,58I031,105,FAIRLAND,FAIRLAND ES,4011250,4011250,37505800500000.0,401125000534,332.0,PK-05,2,332.0,October Count Day,6725.24,678.17,7403.41,2232779.68,225152.439999999,2457932.12,7978.107259,5680.52,1044.72,1,0,1,0,0,0,0
OK,2018-2019,58I031,705,FAIRLAND,FAIRLAND HS,4011250,4011250,37505800500000.0,401125000535,164.0,09-12,4,164.0,October Count Day,10531.33,1581.45,12112.78,1727138.11999999,259357.8,1986495.92,12687.47726,9742.77,788.56,1,0,1,0,0,0,0
OK,2018-2019,58I031,510,FAIRLAND,FAIRLAND MS,4011250,4011250,37505800500000.0,401125002721,146.0,06-08,3,146.0,October Count Day,6681.21,836.71,7517.92,975456.66,122159.66,1097616.32,8092.617259,6148.95,532.26,1,0,1,0,0,0,0
OK,2018-2019,44I084,510,FAIRVIEW,CHAMBERLAIN MS,4011280,4011280,37504700900000.0,401128000537,167.0,06-08,3,167.0,October Count Day,8548.64,558.59,9107.23,1427622.88,93284.53,1520907.41,,7811.83,736.81,1,0,1,0,0,0,1
OK,2018-2019,44I084,105,FAIRVIEW,CORNELSEN ES,4011280,4011280,37504700900000.0,401128000538,415.0,PK-05,2,415.0,October Count Day,7114.36,928.77,8043.13,2952459.4,385439.55,3337898.95,,6303.99,810.37,1,0,1,0,0,0,1
OK,2018-2019,44I084,705,FAIRVIEW,FAIRVIEW HS,4011280,4011280,37504700900000.0,401128000539,219.0,09-12,4,219.0,October Count Day,14451.1999999999,556.25,15007.45,3164812.8,121818.75,3286631.55,,13367.46,1083.74,1,0,1,0,0,0,1
OK,2018-2019,40C039,105,FANSHAWE,FANSHAWE PUBLIC SCHOOL,4011400,4011400,37504001200000.0,401140000541,110.0,PK-08,3,110.0,October Count Day,6879.38,1528.27,8407.65,756731.8,168109.7,924841.5,8427.272727,6410.47,468.91,1,0,1,0,0,0,0
OK,2018-2019,23I002,105,FARGO,FARGO ES,4011430,4011430,37502300300000.0,401143000542,172.0,PK-08,3,172.0,October Count Day,9878.05,1082.43,10960.48,1699024.59999999,186177.96,1885202.55999999,12059.75049,8822.76,1055.29,1,0,1,0,0,0,0
OK,2018-2019,23I002,705,FARGO,FARGO HS,4011430,4011430,37502300300000.0,401143000543,53.0,09-12,4,53.0,October Count Day,23333.5599999999,939.3,24272.86,1236678.68,49782.8999999999,1286461.58,25372.13049,21515.12,1818.44,1,0,1,0,0,0,0
OK,2018-2019,13I010,105,FELT,FELT ES,4011580,4011580,37501300200000.0,401158000547,58.0,PK-08,3,58.0,October Count Day,14640.8699999999,1337.14,15978.01,849170.46,77554.12,926724.58,16059.0731,13032.88,1607.99,1,0,1,0,0,0,0
OK,2018-2019,13I010,705,FELT,FELT HS,4011580,4011580,37501300200000.0,401158000546,26.0,09-12,4,26.0,October Count Day,16660.88,664.75,17325.62,433182.88,17283.5,450466.12,17406.6831,14946.41,1714.47,1,0,1,0,0,0,0
OK,2018-2019,16I009,105,FLETCHER,FLETCHER ES,4011700,4011700,37501600900000.0,401170000549,281.0,PK-06,2,281.0,October Count Day,5894.31,934.12,6828.42,1656301.11,262487.72,1918786.02,7295.667915,5290.76,603.55,1,0,1,0,0,0,0
OK,2018-2019,16I009,715,FLETCHER,FLETCHER HS,4011700,4011700,37501600900000.0,401170029648,119.0,09-12,4,119.0,October Count Day,10142.5999999999,1546.23,11688.83,1206969.4,184001.37,1390970.77,12156.07791,9118.14,1024.46,1,0,1,0,0,0,0
OK,2018-2019,16I009,615,FLETCHER,FLETCHER JHS,4011700,4011700,37501600900000.0,401170000550,46.0,07-08,3,46.0,October Count Day,9103.93,718.9,9822.84,418780.78,33069.4,451850.64,10290.08791,8337.2,766.73,1,0,1,0,0,0,0
OK,2018-2019,16C048,105,FLOWER MOUND,FLOWER MOUND PUBLIC SCHOOL,4011760,4011760,37501601000000.0,401176000551,327.0,PK-05,2,327.0,October Count Day,6879.25,742.49,7621.74,2249514.75,242794.23,2492308.98,7669.724771,6109.78,769.47,1,0,1,0,0,0,0
OK,2018-2019,48C001,105,FOREST GROVE,FOREST GROVE PUBLIC SCHOOL,4011850,4011850,37504501400000.0,401185000552,167.0,PK-08,3,167.0,October Count Day,8564.05,1754.2,10318.25,1430196.34999999,292951.4,1723147.75,10365.26946,7677.37,886.68,1,0,1,0,0,0,0
OK,2018-2019,04I123,105,FORGAN,FORGAN ES,4011880,4011880,37500400600000.0,401188000553,98.0,PK-08,3,98.0,October Count Day,12003.97,832.31,12836.28,1176389.05999999,81566.3799999999,1257955.44,12947.7227,10832.56,1171.41,1,0,1,0,0,0,0
OK,2018-2019,04I123,705,FORGAN,FORGAN HS,4011880,4011880,37500400600000.0,401188000554,39.0,09-12,4,39.0,October Count Day,18925.5,1325.2,20250.69,738094.5,51682.8,789776.909999999,20362.1327,17304.1,1621.4,1,0,1,0,0,0,0
OK,2018-2019,08I167,705,FORT COBB-BROXTON,FORT COBB-BROXTON HS,4033602,4033602,37500801500000.0,403360229844,92.0,09-12,4,92.0,October Count Day,12311.63,1058.11,13369.74,1132669.96,97346.12,1230016.08,,11114.96,1196.67,1,0,1,0,0,0,1
OK,2018-2019,08I167,105,FORT COBB-BROXTON,FORT COBB-BROXTON LOWER ES,4033602,4033602,37500801500000.0,403360229842,161.0,PK-05,2,161.0,October Count Day,6214.14,2771.56,8985.7,1000476.54,446221.16,1446697.7,,5361.14,853.0,1,0,1,0,0,0,1
OK,2018-2019,08I167,505,FORT COBB-BROXTON,FORT COBB-BROXTON MS,4033602,4033602,37500801500000.0,403360201597,71.0,06-08,3,71.0,October Count Day,7843.87999999999,1710.91,9554.79,556915.48,121474.61,678390.09,,7241.23,602.65,1,0,1,0,0,0,1
OK,2018-2019,51I003,110,FORT GIBSON,FORT GIBSON EARLY LRNING CTR,4011970,4011970,37505101800000.0,401197001995,483.0,PK-02,2,483.0,October Count Day,7077.34,1286.35,8363.7,3418355.22,621307.049999999,4039667.1,8648.877485,6243.24,834.1,1,0,1,0,0,0,0
OK,2018-2019,51I003,705,FORT GIBSON,FORT GIBSON HS,4011970,4011970,37505101800000.0,401197000558,581.0,09-12,4,581.0,October Count Day,10152.61,586.06,10738.67,5898666.41,340500.86,6239167.27,11023.84748,9438.9,713.71,1,0,1,0,0,0,0
OK,2018-2019,51I003,105,FORT GIBSON,FORT GIBSON INTERMEDIATE ES,4011970,4011970,37505101800000.0,401197000557,359.0,03-05,2,359.0,October Count Day,7927.26999999999,832.53,8759.8,2845889.92999999,298878.27,3144768.19999999,9044.977485,7208.62,718.65,1,0,1,0,0,0,0
OK,2018-2019,51I003,505,FORT GIBSON,FORT GIBSON MS,4011970,4011970,37505101800000.0,401197000559,370.0,06-08,3,370.0,October Count Day,7992.8,466.86,8459.66,2957336.0,172738.2,3130074.19999999,8744.837485,7271.92,720.88,1,0,1,0,0,0,0
OK,2018-2019,77I005,105,FORT SUPPLY,FORT SUPPLY ES,4012000,4012000,37507700200000.0,401200000560,91.0,PK-08,3,91.0,October Count Day,13781.39,1032.96,14814.35,1254106.49,93999.36,1348105.85,15924.64538,12618.96,1162.43,1,0,1,0,0,0,0
OK,2018-2019,77I005,705,FORT SUPPLY,FORT SUPPLY HS,4012000,4012000,37507700200000.0,401200000561,39.0,09-12,4,39.0,October Count Day,15305.53,708.71,16014.25,596915.67,27639.69,624555.75,17124.54538,13876.25,1429.28,1,0,1,0,0,0,0
OK,2018-2019,12I002,105,FORT TOWSON,FORT TOWSON ES,4012300,4012300,37501201000000.0,401230000577,159.0,PK-06,2,159.0,October Count Day,8695.63,2842.16,11537.78,1382605.17,451903.44,1834507.02,11811.82155,7436.33,1259.3,1,0,1,0,0,0,0
OK,2018-2019,12I002,705,FORT TOWSON,FORT TOWSON HS,4012300,4012300,37501201000000.0,401230000578,124.0,09-12,4,124.0,October Count Day,9559.05,396.85,9955.89,1185322.2,49209.4,1234530.35999999,10229.93155,8686.73,872.32,1,0,1,0,0,0,0
OK,2018-2019,12I002,605,FORT TOWSON,FORT TOWSON JHS,4012300,4012300,37501201000000.0,401230002790,40.0,07-08,3,40.0,October Count Day,11980.82,2205.36,14186.18,479232.8,88214.4,567447.2,14460.22155,10809.06,1171.76,1,0,1,0,0,0,0
OK,2018-2019,10I074,105,FOX,FOX ES,4012060,4012060,37501000500000.0,401206000562,195.0,PK-08,3,195.0,October Count Day,8056.96,1205.51,9262.46,1571107.2,235074.45,1806179.69999999,9857.579068,7285.53,771.43,1,0,1,0,0,0,0
OK,2018-2019,10I074,705,FOX,FOX HS,4012060,4012060,37501000500000.0,401206000563,84.0,09-12,4,84.0,October Count Day,10538.72,2244.4,12783.12,885252.48,188529.6,1073782.08,13378.23907,9059.22,1479.5,1,0,1,0,0,0,0
OK,2018-2019,66I007,105,FOYIL,FOYIL ES,4012090,4012090,37506600700000.0,401209000564,280.0,PK-06,2,280.0,October Count Day,6925.56,1444.72,8370.27,1939156.8,404521.6,2343675.6,,6297.6,627.96,1,0,1,0,0,0,1
OK,2018-2019,66I007,705,FOYIL,FOYIL HS,4012090,4012090,37506600700000.0,401209000565,104.0,10-12,4,104.0,October Count Day,14728.63,1491.28,16219.91,1531777.52,155093.12,1686870.64,,13326.23,1402.4,1,0,1,0,0,0,1
OK,2018-2019,66I007,610,FOYIL,FOYIL JHS,4012090,4012090,37506600700000.0,401209000847,97.0,07-09,3,97.0,October Count Day,1460.84,340.65,1801.49,141701.48,33043.0499999999,174744.53,,1317.88,142.96,1,0,1,0,0,1,1
OK,2018-2019,71I158,105,FREDERICK,FREDERICK ES,4012150,4012150,37507100300000.0,401215000567,449.0,PK-05,2,449.0,October Count Day,6237.83,1999.26,8237.09,2800785.67,897667.74,3698453.41,8771.74707,5391.6,846.23,1,0,1,0,0,0,0
OK,2018-2019,71I158,710,FREDERICK,FREDERICK HS,4012150,4012150,37507100300000.0,401215000569,230.0,09-12,4,230.0,October Count Day,9273.57,1054.57,10328.14,2132921.1,242551.099999999,2375472.19999999,10862.79707,8270.69,1002.88,1,0,1,0,0,0,0
OK,2018-2019,71I158,505,FREDERICK,FREDERICK MS,4012150,4012150,37507100300000.0,401215000570,198.0,06-08,3,198.0,October Count Day,7647.67999999999,1555.25,9202.93,1514240.64,307939.5,1822180.14,9737.58707,6998.9,648.78,1,0,1,0,0,0,0
OK,2018-2019,76I006,105,FREEDOM,FREEDOM ES,4012180,4012180,37507600700000.0,401218000573,39.0,PK-08,3,39.0,October Count Day,24583.61,2974.76,27558.37,958760.79,116015.64,1074776.43,29138.65552,21817.57,2766.04,1,0,1,0,0,0,0
OK,2018-2019,76I006,705,FREEDOM,FREEDOM HS,4012180,4012180,37507600700000.0,401218000574,28.0,09-12,4,28.0,October Count Day,28815.2399999999,2018.49,30833.73,806826.72,56517.72,863344.44,32414.01552,27088.32,1726.92,1,0,1,0,0,0,0
OK,2018-2019,26C037,105,FRIEND,FRIEND PUBLIC SCHOOL,4012210,4012210,37502601000000.0,401221000575,261.0,PK-08,3,261.0,October Count Day,7116.8,714.27,7831.06,1857484.8,186424.47,2043906.66,7877.394636,6499.27,617.53,1,0,1,0,0,0,0
OK,2018-2019,61C029,105,FRINK-CHAMBERS,FRINK-CHAMBERS PUBLIC SCHOOL,4012240,4012240,37506102300000.0,401224000576,427.0,PK-08,3,427.0,October Count Day,6698.07,1069.91,7767.98,2860075.88999999,456851.57,3316927.46,7831.381733,6061.94,636.13,1,0,1,0,0,0,0
OK,2018-2019,52I004,105,FRONTIER,FRONTIER ES,4000020,4000020,37505240100000.0,400002025620,264.0,PK-08,3,264.0,October Count Day,11959.65,2851.38,14811.03,3157347.6,752764.32,3910111.92,15059.21959,10751.47,1208.18,1,0,1,0,0,0,0
OK,2018-2019,52I004,705,FRONTIER,FRONTIER HS,4000020,4000020,37505240100000.0,400002029709,103.0,09-12,4,103.0,October Count Day,21922.75,4094.75,26017.5,2258043.25,421759.25,2679802.5,26265.68959,20398.78,1523.97,1,0,1,0,0,0,0
OK,2018-2019,68I004,105,GANS,GANS ES,4012390,4012390,37506801400000.0,401239000581,273.0,PK-08,3,273.0,October Count Day,7407.87,1082.36,8490.23,2022348.51,295484.279999999,2317832.79,8894.825507,6456.91,950.96,1,0,1,0,0,0,0
OK,2018-2019,68I004,715,GANS,GANS HS,4012390,4012390,37506801400000.0,401239000582,141.0,09-12,4,141.0,October Count Day,8881.05,981.82,9862.87,1252228.04999999,138436.62,1390664.67,10267.46551,7949.41,931.64,1,0,1,0,0,0,0
OK,2018-2019,24I047,105,GARBER,GARBER ES,4012420,4012420,37502400800000.0,401242000583,277.0,PK-08,3,277.0,October Count Day,7530.3,1078.06,8608.35,2085893.1,298622.62,2384512.95,8786.124468,6698.27,832.03,1,0,1,0,0,0,0
OK,2018-2019,24I047,715,GARBER,GARBER HS,4012420,4012420,37502400800000.0,401242029666,108.0,09-12,4,108.0,October Count Day,14580.2899999999,1623.83,16204.11,1574671.31999999,175373.639999999,1750043.88,16381.88447,13658.82,921.47,1,0,1,0,0,0,0
OK,2018-2019,06I080,105,GEARY,GEARY ES,4012570,4012570,37500600300000.0,401257000587,196.0,PK-05,2,196.0,October Count Day,9128.27,2114.97,11243.25,1789140.92,414534.119999999,2203677.0,11301.29587,8082.61,1045.66,1,0,1,0,0,0,0
OK,2018-2019,06I080,715,GEARY,GEARY HS,4012570,4012570,37500600300000.0,401257029617,84.0,09-12,4,84.0,October Count Day,17544.47,2588.45,20132.92,1473735.48,217429.8,1691165.27999999,20190.96587,15538.31,2006.16,1,0,1,0,0,0,0
OK,2018-2019,06I080,500,GEARY,GEARY MS,4012570,4012570,37500600300000.0,401257000588,81.0,06-08,3,81.0,October Count Day,8494.43,359.93,8854.36,688048.83,29154.33,717203.16,8912.405873,8250.08,244.35,1,0,1,0,0,0,0
OK,2018-2019,16I004,105,GERONIMO,GERONIMO ES,4012630,4012630,37501601100000.0,401263000589,173.0,PK-06,2,173.0,October Count Day,6923.42,1611.51,8534.93,1197751.66,278791.23,1476542.89,9013.184766,6106.92,816.5,1,0,1,0,0,0,0
OK,2018-2019,16I004,705,GERONIMO,GERONIMO HS,4012630,4012630,37501601100000.0,401263000590,93.0,09-12,4,93.0,October Count Day,10055.51,1390.4,11445.91,935162.43,129307.2,1064469.63,11924.16477,8962.73,1092.78,1,0,1,0,0,0,0
OK,2018-2019,16I004,505,GERONIMO,GERONIMO MS,4012630,4012630,37501601100000.0,401263002732,55.0,07-08,3,55.0,October Count Day,7151.76,1020.38,8172.14,393346.8,56120.9,449467.7,8650.394766,6613.45,538.31,1,0,1,0,0,0,0
OK,2018-2019,60I101,105,GLENCOE,GLENCOE ES,4012690,4012690,37506000700000.0,401269000591,262.0,PK-08,3,262.0,October Count Day,5969.68,1179.19,7148.87,1564056.16,308947.78,1873003.94,7549.593983,5333.75,635.93,1,0,1,0,0,0,0
OK,2018-2019,60I101,705,GLENCOE,GLENCOE HS,4012690,4012690,37506000700000.0,401269000592,97.0,09-12,4,97.0,October Count Day,10416.21,1636.75,12052.95,1010372.37,158764.75,1169136.15,12453.67398,9548.68,867.53,1,0,1,0,0,0,0
OK,2018-2019,72I013,105,GLENPOOL,GLENPOOL ES,4012720,4012720,37507200600000.0,401272000593,1457.0,PK-05,2,1457.0,October Count Day,6289.44,879.65,7169.08,9163714.08,1281650.05,10445349.56,7550.993041,5535.61,753.83,1,0,1,0,0,0,0
OK,2018-2019,72I013,705,GLENPOOL,GLENPOOL HS,4012720,4012720,37507200600000.0,401272000594,731.0,09-12,4,731.0,October Count Day,8464.57,771.62,9236.19,6187600.67,564054.22,6751654.89,9618.103041,7524.29,940.28,1,0,1,0,0,0,0
OK,2018-2019,72I013,505,GLENPOOL,GLENPOOL MS,4012720,4012720,37507200600000.0,401272001981,601.0,06-08,3,601.0,October Count Day,6946.78,645.3,7592.08,4175014.78,387825.3,4562840.08,7973.993041,6129.49,817.29,1,0,1,0,0,0,0
OK,2018-2019,48C023,105,GLOVER,GLOVER PUBLIC SCHOOL,4012750,4012750,37504501600000.0,401275000595,66.0,PK-08,3,66.0,October Count Day,9952.05,2072.49,12024.54,656835.299999999,136784.34,793619.64,12075.75758,8863.56,1088.49,1,0,1,0,0,0,0
OK,2018-2019,70I060,105,GOODWELL,GOODWELL ES,4012870,4012870,37507000300000.0,401287000597,185.0,PK-08,3,185.0,October Count Day,8333.9,654.43,8988.33,1541771.5,121069.549999999,1662841.05,9055.761016,7654.38,679.52,1,0,1,0,0,0,0
OK,2018-2019,70I060,705,GOODWELL,GOODWELL HS,4012870,4012870,37507000300000.0,401287000598,61.0,09-12,4,61.0,October Count Day,11263.15,844.57,12107.72,687052.15,51518.77,738570.919999999,12175.15102,10467.3,795.85,1,0,1,0,0,0,0
OK,2018-2019,68I006,105,GORE,GORE ES,4012900,4012900,37506801500000.0,401290001982,232.0,PK-05,2,232.0,October Count Day,6200.13,1617.25,7817.38,1438430.16,375202.0,1813632.16,8059.575484,5471.91,728.22,1,0,1,0,0,0,0
OK,2018-2019,68I006,715,GORE,GORE HS,4012900,4012900,37506801500000.0,401290002202,144.0,09-12,4,144.0,October Count Day,12217.83,1489.84,13707.67,1759367.52,214536.96,1973904.48,13949.86548,11181.66,1036.17,1,0,1,0,0,0,0
OK,2018-2019,68I006,115,GORE,GORE UPPER ES,4012900,4012900,37506801500000.0,401290002294,120.0,06-08,3,120.0,October Count Day,6358.13999999999,927.98,7286.12,762976.799999999,111357.6,874334.4,7528.315484,6034.57,323.57,1,0,1,0,0,0,0
OK,2018-2019,08I086,105,GRACEMONT,GRACEMONT ES,4013080,4013080,37500801600000.0,401308000606,107.0,PK-08,3,107.0,October Count Day,8806.54,2287.58,11094.12,942299.78,244771.06,1187070.84,11576.15588,7907.38,899.16,1,0,1,0,0,0,0
OK,2018-2019,08I086,705,GRACEMONT,GRACEMONT HS,4013080,4013080,37500801600000.0,401308000607,41.0,09-12,4,41.0,October Count Day,14364.92,2868.93,17233.85,588961.72,117626.129999999,706587.85,17715.88588,13295.59,1069.33,1,0,1,0,0,0,0
OK,2018-2019,54I054,110,GRAHAM-DUSTIN,DUSTIN ES,4000782,4000782,37505410100000.0,400078200462,68.0,PK-04,2,68.0,October Count Day,7471.3,2929.61,10400.9,508048.4,199213.48,707261.2,11218.04882,6414.68,1056.62,1,0,1,0,0,0,0
OK,2018-2019,54I054,105,GRAHAM-DUSTIN,GRAHAM ES,4000782,4000782,37505410100000.0,400078200608,47.0,05-08,3,47.0,October Count Day,10186.76,2184.79,12371.55,478777.72,102685.13,581462.85,13188.69882,9230.01,956.75,1,0,1,0,0,0,0
OK,2018-2019,54I054,705,GRAHAM-DUSTIN,GRAHAM HS,4000782,4000782,37505410100000.0,400078200609,63.0,09-12,4,63.0,October Count Day,11009.43,1210.0,12219.42,693594.09,76230.0,769823.46,13036.56882,9883.33,1126.1,1,0,1,0,0,0,0
OK,2018-2019,11C034,105,GRAND VIEW,GRAND VIEW PUBLIC SCHOOL,4013230,4013230,37501102000000.0,401323000614,605.0,PK-08,3,605.0,October Count Day,6709.47,3599.47,10308.94,4059229.35,2177679.35,6236908.7,10350.41322,5889.13,820.34,1,0,1,0,0,0,0
OK,2018-2019,71I249,105,GRANDFIELD,GRANDFIELD ES,4013200,4013200,37507100400000.0,401320000612,159.0,PK-08,3,159.0,October Count Day,6180.9,1265.06,7445.96,982763.1,201144.539999999,1183907.64,8203.809623,5527.78,653.12,1,0,1,0,0,0,0
OK,2018-2019,71I249,715,GRANDFIELD,GRANDFIELD HS,4013200,4013200,37507100400000.0,401320029765,53.0,09-12,4,53.0,October Count Day,16073.93,1934.15,18008.08,851918.29,102509.95,954428.24,18765.92962,14350.6,1723.33,1,0,1,0,0,0,0
OK,2018-2019,69C082,105,GRANDVIEW,GRANDVIEW PUBLIC SCHOOL,4013260,4013260,37506901000000.0,401326000615,128.0,PK-08,3,128.0,October Count Day,7312.56,1358.47,8671.03,936007.68,173884.16,1109891.84,8726.5625,6638.1,674.46,1,0,1,0,0,0,0
OK,2018-2019,28I003,105,GRANITE,GRANITE ES,4013290,4013290,37502800400000.0,401329000616,180.0,PK-08,3,180.0,October Count Day,8450.37,1021.56,9471.93,1521066.6,183880.8,1704947.4,10422.98043,7461.5,988.87,1,0,1,0,0,0,0
OK,2018-2019,28I003,715,GRANITE,GRANITE HS,4013290,4013290,37502800400000.0,401329029682,73.0,09-12,4,73.0,October Count Day,11526.54,1520.53,13047.08,841437.42,110998.69,952436.84,13998.13043,10105.51,1421.03,1,0,1,0,0,0,0
OK,2018-2019,01C032,105,GREASY,GREASY PUBLIC SCHOOL,4021870,4021870,37500101300000.0,402187001091,59.0,PK-08,3,59.0,October Count Day,14094.23,4291.63,18385.86,831559.57,253206.17,1084765.74,18457.62712,12921.8,1172.43,1,0,1,0,0,0,0
OK,2018-2019,43C003,105,GREENVILLE,GREENVILLE PUBLIC SCHOOL,4013380,4013380,37504300400000.0,401338000622,105.0,PK-08,3,105.0,October Count Day,9956.82,1608.47,11565.29,1045466.1,168889.35,1214355.45,11619.04762,8968.2,988.62,1,0,1,0,0,0,0
OK,2018-2019,21I002,705,GROVE,GROVE HS,4013530,4013530,37502101400000.0,401353000626,710.0,09-12,4,710.0,October Count Day,8204.25,774.79,8979.04,5825017.5,550100.9,6375118.4,9037.742939,7334.97,869.28,1,0,1,0,0,0,0
